"ple0011","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2013","direct migration background","(1a) inadequately completed","14","","",""
"Yes","2013","direct migration background","(1b) general elementary school","33","1","1","1"
"Yes","2013","direct migration background","(1c) basic vocational qualification","49","1","1","1"
"Yes","2013","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","30","1","1","1"
"Yes","2013","direct migration background","(3a) lower tertiary education","8","","",""
"Yes","2013","direct migration background","(3b) higher tertiary education","27","","",""
"Yes","2013","indirect migration background","(0) in school","1","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","8","","",""
"Yes","2013","indirect migration background","(1c) basic vocational qualification","16","","",""
"Yes","2013","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2013","indirect migration background","(2a) intermediate vocational","6","","",""
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2013","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2013","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","2014","no migration background","(0) in school","","","",""
"Yes","2014","no migration background","(1a) inadequately completed","","","",""
"Yes","2014","no migration background","(1b) general elementary school","","","",""
"Yes","2014","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","no migration background","(2a) intermediate vocational","","","",""
"Yes","2014","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","no migration background","(3a) lower tertiary education","","","",""
"Yes","2014","no migration background","(3b) higher tertiary education","","","",""
"Yes","2014","direct migration background","(0) in school","","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","","","",""
"Yes","2014","direct migration background","(1b) general elementary school","","","",""
"Yes","2014","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2014","indirect migration background","(0) in school","","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","","","",""
"Yes","2014","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2015","no migration background","(0) in school","2","","",""
"Yes","2015","no migration background","(1a) inadequately completed","29","","",""
"Yes","2015","no migration background","(1b) general elementary school","164","1","1","1"
"Yes","2015","no migration background","(1c) basic vocational qualification","477","1","1","1"
"Yes","2015","no migration background","(2b) intermediate general qualification","37","1","1","1"
"Yes","2015","no migration background","(2a) intermediate vocational","499","1","1","1"
"Yes","2015","no migration background","(2c_gen) general maturity certificate","29","","",""
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","120","1","1","1"
"Yes","2015","no migration background","(3a) lower tertiary education","151","1","1","1"
"Yes","2015","no migration background","(3b) higher tertiary education","190","1","1","1"
"Yes","2015","direct migration background","(0) in school","","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","35","1","1","1"
"Yes","2015","direct migration background","(1b) general elementary school","66","1","1","1"
"Yes","2015","direct migration background","(1c) basic vocational qualification","70","1","1","1"
"Yes","2015","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","16","","",""
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","19","","",""
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","66","1","1","1"
"Yes","2015","direct migration background","(3a) lower tertiary education","6","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","72","1","1","1"
"Yes","2015","indirect migration background","(0) in school","4","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","3","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","16","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","18","","",""
"Yes","2015","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","12","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","6","","",""
"Yes","2016","no migration background","(0) in school","","","",""
"Yes","2016","no migration background","(1a) inadequately completed","","","",""
"Yes","2016","no migration background","(1b) general elementary school","","","",""
"Yes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","no migration background","(2a) intermediate vocational","","","",""
"Yes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no migration background","(3a) lower tertiary education","","","",""
"Yes","2016","no migration background","(3b) higher tertiary education","","","",""
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","","","",""
"Yes","2016","direct migration background","(1b) general elementary school","","","",""
"Yes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2016","indirect migration background","(0) in school","","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2017","no migration background","(0) in school","10","","",""
"Yes","2017","no migration background","(1a) inadequately completed","30","1","1","1"
"Yes","2017","no migration background","(1b) general elementary school","146","1","1","1"
"Yes","2017","no migration background","(1c) basic vocational qualification","453","1","1","1"
"Yes","2017","no migration background","(2b) intermediate general qualification","49","1","1","1"
"Yes","2017","no migration background","(2a) intermediate vocational","522","1","1","1"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","36","1","1","1"
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","148","1","1","1"
"Yes","2017","no migration background","(3a) lower tertiary education","159","1","1","1"
"Yes","2017","no migration background","(3b) higher tertiary education","219","1","1","1"
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","37","1","1","1"
"Yes","2017","direct migration background","(1b) general elementary school","69","1","1","1"
"Yes","2017","direct migration background","(1c) basic vocational qualification","80","1","1","1"
"Yes","2017","direct migration background","(2b) intermediate general qualification","8","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","24","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","27","","",""
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","70","1","1","1"
"Yes","2017","direct migration background","(3a) lower tertiary education","7","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","92","1","1","1"
"Yes","2017","indirect migration background","(0) in school","3","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","7","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","21","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","29","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","25","","",""
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","7","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","8","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","","","",""
"Yes","2018","no migration background","(1b) general elementary school","","","",""
"Yes","2018","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","no migration background","(2a) intermediate vocational","","","",""
"Yes","2018","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no migration background","(3a) lower tertiary education","","","",""
"Yes","2018","no migration background","(3b) higher tertiary education","","","",""
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","","","",""
"Yes","2018","direct migration background","(1b) general elementary school","","","",""
"Yes","2018","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2019","no migration background","(0) in school","4","","",""
"Yes","2019","no migration background","(1a) inadequately completed","24","","",""
"Yes","2019","no migration background","(1b) general elementary school","116","1","1","1"
"Yes","2019","no migration background","(1c) basic vocational qualification","420","1","1","1"
"Yes","2019","no migration background","(2b) intermediate general qualification","55","1","1","1"
"Yes","2019","no migration background","(2a) intermediate vocational","536","1","1","1"
"Yes","2019","no migration background","(2c_gen) general maturity certificate","38","1","1","1"
"Yes","2019","no migration background","(2c_voc) vocational maturity certificate","151","1","1","1"
"Yes","2019","no migration background","(3a) lower tertiary education","178","1","1","1"
"Yes","2019","no migration background","(3b) higher tertiary education","260","1","1","1"
"Yes","2019","direct migration background","(0) in school","","","",""
"Yes","2019","direct migration background","(1a) inadequately completed","36","1","1","1"
"Yes","2019","direct migration background","(1b) general elementary school","71","1","1","1"
"Yes","2019","direct migration background","(1c) basic vocational qualification","63","1","1","1"
"Yes","2019","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2019","direct migration background","(2a) intermediate vocational","17","","",""
"Yes","2019","direct migration background","(2c_gen) general maturity certificate","25","","",""
"Yes","2019","direct migration background","(2c_voc) vocational maturity certificate","50","1","1","1"
"Yes","2019","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","2019","direct migration background","(3b) higher tertiary education","90","1","1","1"
"Yes","2019","indirect migration background","(0) in school","1","","",""
"Yes","2019","indirect migration background","(1a) inadequately completed","10","","",""
"Yes","2019","indirect migration background","(1b) general elementary school","12","","",""
"Yes","2019","indirect migration background","(1c) basic vocational qualification","19","","",""
"Yes","2019","indirect migration background","(2b) intermediate general qualification","13","","",""
"Yes","2019","indirect migration background","(2a) intermediate vocational","21","","",""
"Yes","2019","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2019","indirect migration background","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2019","indirect migration background","(3a) lower tertiary education","14","","",""
"Yes","2019","indirect migration background","(3b) higher tertiary education","9","","",""
