"ple0011","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","46","1","1","1"
"Yes","2015","16-34 y.","secondary school degree","66","1","1","1"
"Yes","2015","16-34 y.","college entrance qualification","50","1","1","1"
"Yes","2015","16-34 y.","Other degree","9","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","15","","",""
"Yes","2015","35-65 y.","lower secondary degree","372","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","460","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","323","1","1","1"
"Yes","2015","35-65 y.","Other degree","190","1","1","1"
"Yes","2015","35-65 y.","no degree/no degree yet","44","1","1","1"
"Yes","2015","66 and older","lower secondary degree","308","1","1","1"
"Yes","2015","66 and older","secondary school degree","119","1","1","1"
"Yes","2015","66 and older","college entrance qualification","83","1","1","1"
"Yes","2015","66 and older","Other degree","40","1","1","1"
"Yes","2015","66 and older","no degree/no degree yet","14","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","48","1","1","1"
"Yes","2017","16-34 y.","secondary school degree","67","1","1","1"
"Yes","2017","16-34 y.","college entrance qualification","64","1","1","1"
"Yes","2017","16-34 y.","Other degree","21","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","24","","",""
"Yes","2017","35-65 y.","lower secondary degree","372","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","522","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","375","1","1","1"
"Yes","2017","35-65 y.","Other degree","221","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","52","1","1","1"
"Yes","2017","66 and older","lower secondary degree","273","1","1","1"
"Yes","2017","66 and older","secondary school degree","120","1","1","1"
"Yes","2017","66 and older","college entrance qualification","93","1","1","1"
"Yes","2017","66 and older","Other degree","45","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","11","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","49","1","1","1"
"Yes","2019","16-34 y.","secondary school degree","72","1","1","1"
"Yes","2019","16-34 y.","college entrance qualification","71","1","1","1"
"Yes","2019","16-34 y.","Other degree","13","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","11","","",""
"Yes","2019","35-65 y.","lower secondary degree","311","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","494","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","418","1","1","1"
"Yes","2019","35-65 y.","Other degree","193","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","53","1","1","1"
"Yes","2019","66 and older","lower secondary degree","253","1","1","1"
"Yes","2019","66 and older","secondary school degree","145","1","1","1"
"Yes","2019","66 and older","college entrance qualification","118","1","1","1"
"Yes","2019","66 and older","Other degree","45","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","11","","",""
