"ple0011","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2017","no migration background","Urban Area","11283","0.906747484173911","0.901631629941384","0.911863338406438","2"
"No","2017","no migration background","Rural Area","7242","0.903898960206877","0.897411676834802","0.910386243578951","2"
"No","2017","direct migration background","Urban Area","3118","0.89301853796787","0.88270463491038","0.90333244102536","2"
"No","2017","direct migration background","Rural Area","1119","0.881226343253198","0.863057459496433","0.899395227009963","2"
"No","2017","indirect migration background","Urban Area","1303","0.930333283834089","0.91704495140963","0.943621616258548","2"
"No","2017","indirect migration background","Rural Area","280","0.882581319820876","0.846453302024114","0.918709337617638","2"
"Yes","2017","no migration background","Urban Area","1128","0.0932525158260891","0.0881366615935626","0.0983683700586157","1"
"Yes","2017","no migration background","Rural Area","687","0.0961010397931236","0.0896137564210486","0.102588323165199","1"
"Yes","2017","direct migration background","Urban Area","332","0.10698146203213","0.0966675589746398","0.11729536508962","1"
"Yes","2017","direct migration background","Rural Area","99","0.118773656746802","0.100604772990037","0.136942540503568","1"
"Yes","2017","indirect migration background","Urban Area","107","0.0696667161659114","0.0563783837414525","0.0829550485903704","1"
"Yes","2017","indirect migration background","Rural Area","25","","","","1"
"No","2018","no migration background","Urban Area","","","","","2"
"No","2018","no migration background","Rural Area","","","","","2"
"No","2018","direct migration background","Urban Area","","","","","2"
"No","2018","direct migration background","Rural Area","","","","","2"
"No","2018","indirect migration background","Urban Area","","","","","2"
"No","2018","indirect migration background","Rural Area","","","","","2"
"Yes","2018","no migration background","Urban Area","","","","","1"
"Yes","2018","no migration background","Rural Area","","","","","1"
"Yes","2018","direct migration background","Urban Area","","","","","1"
"Yes","2018","direct migration background","Rural Area","","","","","1"
"Yes","2018","indirect migration background","Urban Area","","","","","1"
"Yes","2018","indirect migration background","Rural Area","","","","","1"
"No","2019","no migration background","Urban Area","10463","0.902592270402757","0.897174166927853","0.908010373877661","2"
"No","2019","no migration background","Rural Area","6916","0.900708117685642","0.893969608372927","0.907446626998357","2"
"No","2019","direct migration background","Urban Area","2427","0.890417754581944","0.878624444723173","0.902211064440715","2"
"No","2019","direct migration background","Rural Area","904","0.89211725742422","0.872763001734953","0.911471513113487","2"
"No","2019","indirect migration background","Urban Area","1185","0.936790258081772","0.923438577152781","0.950141939010764","2"
"No","2019","indirect migration background","Rural Area","304","0.941343888816224","0.91591414669015","0.966773630942298","2"
"Yes","2019","no migration background","Urban Area","1042","0.0974077295972427","0.0919896261223388","0.102825833072147","1"
"Yes","2019","no migration background","Rural Area","650","0.0992918823143582","0.0925533730016434","0.106030391627073","1"
"Yes","2019","direct migration background","Urban Area","268","0.109582245418056","0.0977889355592851","0.121375555276827","1"
"Yes","2019","direct migration background","Rural Area","83","0.10788274257578","0.0885284868865127","0.127236998265047","1"
"Yes","2019","indirect migration background","Rural Area","24","","","","1"
"Yes","2019","indirect migration background","Urban Area","91","0.0632097419182276","0.0498580609892359","0.0765614228472193","1"
