"ple0011","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","no degree/no degree yet","in school","","","",""
"Yes","2012","no degree/no degree yet","inadequately","","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","177","1","1","1"
"Yes","2013","lower secondary degree","middle vocational","476","1","1","1"
"Yes","2013","lower secondary degree","vocational + Abi","","","",""
"Yes","2013","lower secondary degree","higher vocational","30","1","1","1"
"Yes","2013","lower secondary degree","higher education","15","","",""
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","41","1","1","1"
"Yes","2013","secondary school degree","middle vocational","362","1","1","1"
"Yes","2013","secondary school degree","vocational + Abi","3","","",""
"Yes","2013","secondary school degree","higher vocational","49","1","1","1"
"Yes","2013","secondary school degree","higher education","56","1","1","1"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","17","","",""
"Yes","2013","college entrance qualification","vocational + Abi","73","1","1","1"
"Yes","2013","college entrance qualification","higher vocational","30","1","1","1"
"Yes","2013","college entrance qualification","higher education","250","1","1","1"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","1","","",""
"Yes","2013","Other degree","general elemantary","19","","",""
"Yes","2013","Other degree","middle vocational","45","1","1","1"
"Yes","2013","Other degree","vocational + Abi","19","","",""
"Yes","2013","Other degree","higher vocational","2","","",""
"Yes","2013","Other degree","higher education","23","","",""
"Yes","2013","no degree/no degree yet","in school","4","","",""
"Yes","2013","no degree/no degree yet","inadequately","23","","",""
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","10","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","","","",""
"Yes","2013","no degree/no degree yet","higher education","","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","","","",""
"Yes","2014","lower secondary degree","middle vocational","","","",""
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","","","",""
"Yes","2014","lower secondary degree","higher education","","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","","","",""
"Yes","2014","secondary school degree","middle vocational","","","",""
"Yes","2014","secondary school degree","vocational + Abi","","","",""
"Yes","2014","secondary school degree","higher vocational","","","",""
"Yes","2014","secondary school degree","higher education","","","",""
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","","","",""
"Yes","2014","college entrance qualification","vocational + Abi","","","",""
"Yes","2014","college entrance qualification","higher vocational","","","",""
"Yes","2014","college entrance qualification","higher education","","","",""
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","","","",""
"Yes","2014","Other degree","general elemantary","","","",""
"Yes","2014","Other degree","middle vocational","","","",""
"Yes","2014","Other degree","vocational + Abi","","","",""
"Yes","2014","Other degree","higher vocational","","","",""
"Yes","2014","Other degree","higher education","","","",""
"Yes","2014","no degree/no degree yet","in school","","","",""
"Yes","2014","no degree/no degree yet","inadequately","","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","202","1","1","1"
"Yes","2015","lower secondary degree","middle vocational","470","1","1","1"
"Yes","2015","lower secondary degree","vocational + Abi","","","",""
"Yes","2015","lower secondary degree","higher vocational","38","1","1","1"
"Yes","2015","lower secondary degree","higher education","16","","",""
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","50","1","1","1"
"Yes","2015","secondary school degree","middle vocational","466","1","1","1"
"Yes","2015","secondary school degree","vocational + Abi","2","","",""
"Yes","2015","secondary school degree","higher vocational","58","1","1","1"
"Yes","2015","secondary school degree","higher education","69","1","1","1"
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","41","1","1","1"
"Yes","2015","college entrance qualification","vocational + Abi","102","1","1","1"
"Yes","2015","college entrance qualification","higher vocational","41","1","1","1"
"Yes","2015","college entrance qualification","higher education","272","1","1","1"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","","","",""
"Yes","2015","Other degree","general elemantary","44","1","1","1"
"Yes","2015","Other degree","middle vocational","76","1","1","1"
"Yes","2015","Other degree","vocational + Abi","51","1","1","1"
"Yes","2015","Other degree","higher vocational","1","","",""
"Yes","2015","Other degree","higher education","67","1","1","1"
"Yes","2015","no degree/no degree yet","in school","6","","",""
"Yes","2015","no degree/no degree yet","inadequately","51","1","1","1"
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","16","","",""
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","","","",""
"Yes","2015","no degree/no degree yet","higher education","","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","","","",""
"Yes","2016","lower secondary degree","middle vocational","","","",""
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","","","",""
"Yes","2016","lower secondary degree","higher education","","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","","","",""
"Yes","2016","secondary school degree","middle vocational","","","",""
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","","","",""
"Yes","2016","secondary school degree","higher education","","","",""
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","","","",""
"Yes","2016","college entrance qualification","vocational + Abi","","","",""
"Yes","2016","college entrance qualification","higher vocational","","","",""
"Yes","2016","college entrance qualification","higher education","","","",""
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","","","",""
"Yes","2016","Other degree","general elemantary","","","",""
"Yes","2016","Other degree","middle vocational","","","",""
"Yes","2016","Other degree","vocational + Abi","","","",""
"Yes","2016","Other degree","higher vocational","","","",""
"Yes","2016","Other degree","higher education","","","",""
"Yes","2016","no degree/no degree yet","in school","","","",""
"Yes","2016","no degree/no degree yet","inadequately","","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","179","1","1","1"
"Yes","2017","lower secondary degree","middle vocational","467","1","1","1"
"Yes","2017","lower secondary degree","vocational + Abi","","","",""
"Yes","2017","lower secondary degree","higher vocational","34","1","1","1"
"Yes","2017","lower secondary degree","higher education","13","","",""
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","68","1","1","1"
"Yes","2017","secondary school degree","middle vocational","506","1","1","1"
"Yes","2017","secondary school degree","vocational + Abi","2","","",""
"Yes","2017","secondary school degree","higher vocational","65","1","1","1"
"Yes","2017","secondary school degree","higher education","68","1","1","1"
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","49","1","1","1"
"Yes","2017","college entrance qualification","vocational + Abi","120","1","1","1"
"Yes","2017","college entrance qualification","higher vocational","40","1","1","1"
"Yes","2017","college entrance qualification","higher education","323","1","1","1"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","1","","",""
"Yes","2017","Other degree","general elemantary","56","1","1","1"
"Yes","2017","Other degree","middle vocational","83","1","1","1"
"Yes","2017","Other degree","vocational + Abi","64","1","1","1"
"Yes","2017","Other degree","higher vocational","2","","",""
"Yes","2017","Other degree","higher education","81","1","1","1"
"Yes","2017","no degree/no degree yet","in school","13","","",""
"Yes","2017","no degree/no degree yet","inadequately","59","1","1","1"
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","15","","",""
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","","","",""
"Yes","2017","no degree/no degree yet","higher education","","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","","","",""
"Yes","2018","lower secondary degree","middle vocational","","","",""
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","","","",""
"Yes","2018","lower secondary degree","higher education","","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","","","",""
"Yes","2018","secondary school degree","middle vocational","","","",""
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","","","",""
"Yes","2018","secondary school degree","higher education","","","",""
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","","","",""
"Yes","2018","college entrance qualification","vocational + Abi","","","",""
"Yes","2018","college entrance qualification","higher vocational","","","",""
"Yes","2018","college entrance qualification","higher education","","","",""
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","","","",""
"Yes","2018","Other degree","general elemantary","","","",""
"Yes","2018","Other degree","middle vocational","","","",""
"Yes","2018","Other degree","vocational + Abi","","","",""
"Yes","2018","Other degree","higher vocational","","","",""
"Yes","2018","Other degree","higher education","","","",""
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","","","",""
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","","","",""
"Yes","2018","no degree/no degree yet","higher education","","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","145","1","1","1"
"Yes","2019","lower secondary degree","middle vocational","401","1","1","1"
"Yes","2019","lower secondary degree","vocational + Abi","","","",""
"Yes","2019","lower secondary degree","higher vocational","51","1","1","1"
"Yes","2019","lower secondary degree","higher education","16","","",""
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","70","1","1","1"
"Yes","2019","secondary school degree","middle vocational","518","1","1","1"
"Yes","2019","secondary school degree","vocational + Abi","1","","",""
"Yes","2019","secondary school degree","higher vocational","54","1","1","1"
"Yes","2019","secondary school degree","higher education","68","1","1","1"
"Yes","2019","college entrance qualification","in school","","","",""
"Yes","2019","college entrance qualification","inadequately","","","",""
"Yes","2019","college entrance qualification","general elemantary","","","",""
"Yes","2019","college entrance qualification","middle vocational","54","1","1","1"
"Yes","2019","college entrance qualification","vocational + Abi","129","1","1","1"
"Yes","2019","college entrance qualification","higher vocational","41","1","1","1"
"Yes","2019","college entrance qualification","higher education","383","1","1","1"
"Yes","2019","Other degree","in school","","","",""
"Yes","2019","Other degree","inadequately","4","","",""
"Yes","2019","Other degree","general elemantary","50","1","1","1"
"Yes","2019","Other degree","middle vocational","71","1","1","1"
"Yes","2019","Other degree","vocational + Abi","45","1","1","1"
"Yes","2019","Other degree","higher vocational","","","",""
"Yes","2019","Other degree","higher education","81","1","1","1"
"Yes","2019","no degree/no degree yet","in school","5","","",""
"Yes","2019","no degree/no degree yet","inadequately","58","1","1","1"
"Yes","2019","no degree/no degree yet","general elemantary","","","",""
"Yes","2019","no degree/no degree yet","middle vocational","12","","",""
"Yes","2019","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2019","no degree/no degree yet","higher vocational","","","",""
"Yes","2019","no degree/no degree yet","higher education","","","",""
