"ple0011","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2014","higher vocational","Male","","","","","2"
"No","2014","higher vocational","Female","","","","","2"
"No","2014","higher education","Male","","","","","2"
"No","2014","higher education","Female","","","","","2"
"Yes","2014","higher vocational","Male","","","","","1"
"Yes","2014","higher vocational","Female","","","","","1"
"Yes","2014","in school","Male","","","","","1"
"Yes","2014","in school","Female","","","","","1"
"Yes","2014","inadequately","Male","","","","","1"
"Yes","2014","inadequately","Female","","","","","1"
"Yes","2014","general elemantary","Male","","","","","1"
"Yes","2014","general elemantary","Female","","","","","1"
"Yes","2014","middle vocational","Male","","","","","1"
"Yes","2014","middle vocational","Female","","","","","1"
"Yes","2014","vocational + Abi","Male","","","","","1"
"Yes","2014","vocational + Abi","Female","","","","","1"
"Yes","2014","higher education","Male","","","","","1"
"Yes","2014","higher education","Female","","","","","1"
"No","2015","in school","Male","154","0.986939548250943","0.969066171185135","1.00481292531675","2"
"No","2015","in school","Female","192","0.95441159017489","0.925283631339226","0.983539549010554","2"
"No","2015","general elemantary","Male","947","0.92455937031846","0.908367661031983","0.940751079604936","2"
"No","2015","general elemantary","Female","1445","0.846479790767407","0.829169607483043","0.863789974051771","2"
"No","2015","middle vocational","Male","4853","0.911510615434942","0.903820190374579","0.919201040495304","2"
"No","2015","middle vocational","Female","5777","0.887870466415239","0.880183346611357","0.89555758621912","2"
"No","2015","vocational + Abi","Male","679","0.943355431087547","0.926435237474624","0.96027562470047","2"
"No","2015","vocational + Abi","Female","1127","0.921799919005073","0.906880227782174","0.936719610227971","2"
"No","2015","higher vocational","Male","876","0.915982649441789","0.898304750878179","0.933660548005399","2"
"No","2015","higher vocational","Female","516","0.8439905393236","0.81461109752974","0.87336998111746","2"
"No","2015","higher education","Male","2782","0.950360625017865","0.942537392165701","0.95818385787003","2"
"No","2015","higher education","Female","2682","0.915446527312689","0.905376090161833","0.925516964463545","2"
"No","2015","inadequately","Male","147","0.869391546894317","0.817660932277874","0.921122161510761","2"
"No","2015","inadequately","Female","214","0.799433666575951","0.749697918798333","0.849169414353569","2"
"Yes","2015","higher vocational","Male","70","0.084017350558211","0.0663394519946012","0.101695249121821","1"
"Yes","2015","higher vocational","Female","70","0.1560094606764","0.12663001888254","0.18538890247026","1"
"Yes","2015","in school","Male","1","","","","1"
"Yes","2015","in school","Female","5","","","","1"
"Yes","2015","inadequately","Male","16","","","","1"
"Yes","2015","inadequately","Female","35","0.200566333424049","0.150830585646431","0.250302081201667","1"
"Yes","2015","general elemantary","Male","75","0.0754406296815402","0.0592489203950636","0.0916323389680169","1"
"Yes","2015","general elemantary","Female","221","0.153520209232593","0.136210025948229","0.170830392516957","1"
"Yes","2015","middle vocational","Male","386","0.0884893845650584","0.080798959504696","0.0961798096254209","1"
"Yes","2015","middle vocational","Female","695","0.112129533584761","0.10444241378088","0.119816653388643","1"
"Yes","2015","vocational + Abi","Male","38","0.0566445689124528","0.0397243752995295","0.0735647625253762","1"
"Yes","2015","vocational + Abi","Female","117","0.0782000809949273","0.0632803897720285","0.093119772217826","1"
"Yes","2015","higher education","Male","179","0.0496393749821348","0.0418161421299705","0.0574626078342992","1"
"Yes","2015","higher education","Female","250","0.0845534726873111","0.0744830355364551","0.0946239098381671","1"
"No","2016","in school","Male","","","","","2"
"No","2016","in school","Female","","","","","2"
"No","2016","general elemantary","Male","","","","","2"
"No","2016","general elemantary","Female","","","","","2"
"No","2016","middle vocational","Male","","","","","2"
"No","2016","middle vocational","Female","","","","","2"
"No","2016","vocational + Abi","Male","","","","","2"
"No","2016","vocational + Abi","Female","","","","","2"
"No","2016","higher vocational","Male","","","","","2"
"No","2016","higher vocational","Female","","","","","2"
"No","2016","higher education","Male","","","","","2"
"No","2016","higher education","Female","","","","","2"
"No","2016","inadequately","Male","","","","","2"
"No","2016","inadequately","Female","","","","","2"
"Yes","2016","in school","Male","","","","","1"
"Yes","2016","in school","Female","","","","","1"
"Yes","2016","inadequately","Male","","","","","1"
"Yes","2016","inadequately","Female","","","","","1"
"Yes","2016","general elemantary","Male","","","","","1"
"Yes","2016","general elemantary","Female","","","","","1"
"Yes","2016","middle vocational","Male","","","","","1"
"Yes","2016","middle vocational","Female","","","","","1"
"Yes","2016","higher vocational","Male","","","","","1"
"Yes","2016","higher vocational","Female","","","","","1"
"Yes","2016","vocational + Abi","Male","","","","","1"
"Yes","2016","higher education","Male","","","","","1"
"Yes","2016","vocational + Abi","Female","","","","","1"
"Yes","2016","higher education","Female","","","","","1"
"No","2017","in school","Male","190","0.988429985931247","0.973342762010332","1.00351720985216","2"
"No","2017","in school","Female","209","0.934011765995448","0.901131489563313","0.966892042427583","2"
"No","2017","inadequately","Male","173","0.923894543687695","0.886289118306292","0.961499969069098","2"
"No","2017","inadequately","Female","224","0.801981679048545","0.754091971699003","0.849871386398088","2"
"No","2017","general elemantary","Male","985","0.917395388716464","0.900838975577609","0.933951801855319","2"
"No","2017","general elemantary","Female","1478","0.855866107568999","0.839189824142229","0.87254239099577","2"
"No","2017","middle vocational","Male","5065","0.916814318370818","0.909522475946611","0.924106160795024","2"
"No","2017","middle vocational","Female","5934","0.887322154390873","0.879709264725026","0.894935044056719","2"
"No","2017","vocational + Abi","Male","780","0.9179826829231","0.89927034330704","0.93669502253916","2"
"No","2017","vocational + Abi","Female","1260","0.91370045330042","0.898991212740236","0.928409693860605","2"
"No","2017","higher vocational","Male","871","0.918339222268618","0.900916207392999","0.935762237144237","2"
"No","2017","higher vocational","Female","533","0.850125714121468","0.821492766079802","0.878758662163134","2"
"No","2017","higher education","Male","3082","0.945605549241365","0.937840536470085","0.953370562012645","2"
"No","2017","higher education","Female","2980","0.893503098225849","0.882941579134852","0.904064617316846","2"
"Yes","2017","middle vocational","Male","445","0.0831856816291824","0.0758938392049759","0.090477524053389","1"
"Yes","2017","middle vocational","Female","693","0.112677845609127","0.105064955943281","0.120290735274974","1"
"Yes","2017","higher vocational","Male","78","0.0816607777313821","0.0642377628557628","0.0990837926070013","1"
"Yes","2017","higher vocational","Female","64","0.149874285878532","0.121241337836866","0.178507233920198","1"
"Yes","2017","in school","Male","3","","","","1"
"Yes","2017","in school","Female","10","","","","1"
"Yes","2017","inadequately","Male","18","","","","1"
"Yes","2017","inadequately","Female","42","0.198018320951455","0.150128613601912","0.245908028300997","1"
"Yes","2017","general elemantary","Male","77","0.0826046112835361","0.0660481981446811","0.0991610244223911","1"
"Yes","2017","general elemantary","Female","226","0.144133892431","0.12745760900423","0.160810175857771","1"
"Yes","2017","vocational + Abi","Male","46","0.0820173170768999","0.0633049774608398","0.10072965669296","1"
"Yes","2017","vocational + Abi","Female","140","0.0862995466995797","0.0715903061393953","0.101008787259764","1"
"Yes","2017","higher education","Male","195","0.0543944507586346","0.0466294379873546","0.0621594635299145","1"
"Yes","2017","higher education","Female","297","0.106496901774151","0.0959353826831544","0.117058420865148","1"
"No","2018","in school","Male","","","","","2"
"No","2018","in school","Female","","","","","2"
"No","2018","inadequately","Male","","","","","2"
"No","2018","inadequately","Female","","","","","2"
"No","2018","general elemantary","Male","","","","","2"
"No","2018","general elemantary","Female","","","","","2"
"No","2018","middle vocational","Male","","","","","2"
"No","2018","middle vocational","Female","","","","","2"
"No","2018","vocational + Abi","Male","","","","","2"
"No","2018","vocational + Abi","Female","","","","","2"
"No","2018","higher vocational","Male","","","","","2"
"No","2018","higher vocational","Female","","","","","2"
"No","2018","higher education","Male","","","","","2"
"No","2018","higher education","Female","","","","","2"
"Yes","2018","middle vocational","Male","","","","","1"
"Yes","2018","middle vocational","Female","","","","","1"
"Yes","2018","higher vocational","Male","","","","","1"
"Yes","2018","higher vocational","Female","","","","","1"
"Yes","2018","in school","Male","","","","","1"
"Yes","2018","general elemantary","Male","","","","","1"
"Yes","2018","general elemantary","Female","","","","","1"
"Yes","2018","vocational + Abi","Male","","","","","1"
"Yes","2018","vocational + Abi","Female","","","","","1"
"Yes","2018","higher education","Male","","","","","1"
"Yes","2018","higher education","Female","","","","","1"
"Yes","2018","in school","Female","","","","","1"
"Yes","2018","inadequately","Male","","","","","1"
"Yes","2018","inadequately","Female","","","","","1"
"No","2019","in school","Male","166","0.99092560866283","0.976586481095358","1.0052647362303","2"
"No","2019","in school","Female","160","0.98644945282397","0.968700606742518","1.00419829890542","2"
"No","2019","inadequately","Male","150","0.892500319086264","0.84647664935713","0.938523988815398","2"
"No","2019","inadequately","Female","179","0.787977878794284","0.7335945453304","0.842361212258168","2"
"No","2019","general elemantary","Male","906","0.894756940395016","0.875670596820548","0.913843283969483","2"
"No","2019","general elemantary","Female","1251","0.856025103010459","0.837816751624834","0.874233454396084","2"
"No","2019","middle vocational","Male","4655","0.908986992852421","0.901068956126238","0.916905029578604","2"
"No","2019","middle vocational","Female","5401","0.88578893621986","0.877782789936948","0.893795082502772","2"
"No","2019","vocational + Abi","Male","776","0.921829029674013","0.903588629183871","0.940069430164155","2"
"No","2019","vocational + Abi","Female","1222","0.912444154201278","0.897316227119057","0.9275720812835","2"
"No","2019","higher vocational","Male","994","0.925759726305022","0.910146135741515","0.941373316868529","2"
"No","2019","higher vocational","Female","530","0.888654787835302","0.86325133442435","0.914058241246255","2"
"No","2019","higher education","Male","3416","0.929214670223967","0.920916088144639","0.937513252303296","2"
"No","2019","higher education","Female","3050","0.901614859356177","0.891530782133048","0.911698936579305","2"
"Yes","2019","inadequately","Female","38","0.212022121205716","0.157638787741832","0.2664054546696","1"
"Yes","2019","middle vocational","Female","662","0.11421106378014","0.106204917497228","0.122217210063052","1"
"Yes","2019","higher vocational","Female","59","0.111345212164698","0.0859417587537448","0.13674866557565","1"
"Yes","2019","in school","Male","2","","","","1"
"Yes","2019","in school","Female","3","","","","1"
"Yes","2019","inadequately","Male","24","","","","1"
"Yes","2019","middle vocational","Male","414","0.0910130071475789","0.083094970421396","0.0989310438737617","1"
"Yes","2019","higher vocational","Male","89","0.0742402736949779","0.0586266831314707","0.0898538642584851","1"
"Yes","2019","general elemantary","Male","87","0.105243059604984","0.0861567160305169","0.124329403179452","1"
"Yes","2019","general elemantary","Female","177","0.143974896989541","0.125766545603916","0.162183248375166","1"
"Yes","2019","vocational + Abi","Male","56","0.078170970325987","0.0599305698358445","0.0964113708161294","1"
"Yes","2019","vocational + Abi","Female","119","0.0875558457987219","0.0724279187165005","0.102683772880943","1"
"Yes","2019","higher education","Male","253","0.0707853297760329","0.0624867476967045","0.0790839118553614","1"
"Yes","2019","higher education","Female","301","0.0983851406438234","0.0883010634206952","0.108469217866952","1"
