"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2007","inadequately","Male","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","",""
"2009","general elemantary","Female","","","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","","","",""
"2009","higher education","Female","","","","","","","","","","",""
"2009","higher education","Male","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","",""
"2010","general elemantary","Female","6.3","7","1134","5","6","7","7","6.24","6.36","7","7"
"2010","general elemantary","Male","6.23","7","497","5","6","7","7","6.14","6.32","6","7"
"2010","higher education","Female","6.5","7","1767","6","6","7","7","6.46","6.54","7","7"
"2010","higher education","Male","6.4","7","2063","5","6","7","7","6.37","6.43","7","7"
"2010","higher vocational","Female","6.51","7","515","6","6","7","7","6.43","6.59","7","7"
"2010","higher vocational","Male","6.43","7","742","5","6","7","7","6.37","6.49","7","7"
"2010","in school","Female","6.39","7","115","5","6","7","7","6.24","6.54","6","7"
"2010","in school","Male","6.36","7","155","5","6","7","7","6.21","6.51","6","7"
"2010","inadequately","Female","6.21","6","80","5","6","7","7","5.94","6.48","6","7"
"2010","inadequately","Male","6.41","7","58","5","6","7","7","6.09","6.73","6","7"
"2010","middle vocational","Female","6.45","7","4409","5","6","7","7","6.42","6.48","7","7"
"2010","middle vocational","Male","6.39","7","3919","5","6","7","7","6.36","6.42","7","7"
"2010","vocational + Abi","Female","6.42","7","580","5","6","7","7","6.36","6.48","7","7"
"2010","vocational + Abi","Male","6.33","7","364","5","6","7","7","6.24","6.42","7","7"
"2011","general elemantary","Female","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","",""
"2012","general elemantary","Female","","","","","","","","","","",""
"2012","general elemantary","Male","","","","","","","","","","",""
"2012","higher education","Female","","","","","","","","","","",""
"2012","higher education","Male","","","","","","","","","","",""
"2012","higher vocational","Female","","","","","","","","","","",""
"2012","higher vocational","Male","","","","","","","","","","",""
"2012","in school","Female","","","","","","","","","","",""
"2012","in school","Male","","","","","","","","","","",""
"2012","inadequately","Female","","","","","","","","","","",""
"2012","inadequately","Male","","","","","","","","","","",""
"2012","middle vocational","Female","","","","","","","","","","",""
"2012","middle vocational","Male","","","","","","","","","","",""
"2012","vocational + Abi","Female","","","","","","","","","","",""
"2012","vocational + Abi","Male","","","","","","","","","","",""
"2013","general elemantary","Female","","","","","","","","","","",""
"2013","general elemantary","Male","","","","","","","","","","",""
"2013","higher education","Female","","","","","","","","","","",""
"2013","higher education","Male","","","","","","","","","","",""
"2013","higher vocational","Female","","","","","","","","","","",""
"2013","higher vocational","Male","","","","","","","","","","",""
"2013","in school","Female","","","","","","","","","","",""
"2013","in school","Male","","","","","","","","","","",""
"2013","inadequately","Female","","","","","","","","","","",""
"2013","inadequately","Male","","","","","","","","","","",""
"2013","middle vocational","Female","","","","","","","","","","",""
"2013","middle vocational","Male","","","","","","","","","","",""
"2013","vocational + Abi","Female","","","","","","","","","","",""
"2013","vocational + Abi","Male","","","","","","","","","","",""
"2014","general elemantary","Female","","","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","","","",""
"2014","higher education","Female","","","","","","","","","","",""
"2014","higher education","Male","","","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","","","",""
"2014","in school","Female","","","","","","","","","","",""
"2014","in school","Male","","","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","","","",""
"2015","general elemantary","Female","6.36","7","1774","5","6","7","7","6.31","6.41","7","7"
"2015","general elemantary","Male","6.29","7","1165","5","6","7","7","6.23","6.35","7","7"
"2015","higher education","Female","6.47","7","3220","6","6","7","7","6.44","6.5","7","7"
"2015","higher education","Male","6.38","7","3200","5","6","7","7","6.35","6.41","7","7"
"2015","higher vocational","Female","6.41","7","589","5","6","7","7","6.34","6.48","7","7"
"2015","higher vocational","Male","6.4","7","950","6","6","7","7","6.34","6.46","7","7"
"2015","in school","Female","6.46","7","209","6","6","7","7","6.34","6.58","7","7"
"2015","in school","Male","6.23","6","168","5","6","7","7","6.09","6.37","6","7"
"2015","inadequately","Female","6.21","7","307","5","6","7","7","6.08","6.34","7","7"
"2015","inadequately","Male","6.27","7","211","5","6","7","7","6.11","6.43","6","7"
"2015","middle vocational","Female","6.42","7","6698","5","6","7","7","6.4","6.44","7","7"
"2015","middle vocational","Male","6.39","7","5483","5","6","7","7","6.37","6.41","7","7"
"2015","vocational + Abi","Female","6.45","7","1341","5","6","7","7","6.4","6.5","7","7"
"2015","vocational + Abi","Male","6.3","7","810","5","6","7","7","6.23","6.37","7","7"
"2016","general elemantary","Female","6.39","7","304","3","6","7","7","6.31","6.47","7","7"
"2016","general elemantary","Male","6.73","7","536","6","7","7","7","6.67","6.79","7","7"
"2016","higher education","Female","6.37","7","276","4","6","7","7","6.27","6.47","7","7"
"2016","higher education","Male","6.65","7","502","6","6","7","7","6.59","6.71","7","7"
"2016","higher vocational","Female","","","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","","","",""
"2016","in school","Female","","","","","","","","","","",""
"2016","in school","Male","","","","","","","","","","",""
"2016","inadequately","Female","6.57","7","648","5","7","7","7","6.5","6.64","7","7"
"2016","inadequately","Male","6.57","7","901","5","7","7","7","6.52","6.62","7","7"
"2016","middle vocational","Female","6.6","7","283","6","6","7","7","6.52","6.68","7","7"
"2016","middle vocational","Male","6.74","7","509","6","7","7","7","6.68","6.8","7","7"
"2016","vocational + Abi","Female","5.62","5","34","5","5","7","7","5.45","5.79","7","7"
"2016","vocational + Abi","Male","6.74","7","76","6","7","7","7","6.54","6.94","7","7"
"2017","general elemantary","Female","6.77","7","227","6","7","7","7","6.69","6.85","7","7"
"2017","general elemantary","Male","6.78","7","326","6","7","7","7","6.69","6.87","7","7"
"2017","higher education","Female","6.87","7","157","6","7","7","7","6.8","6.94","7","7"
"2017","higher education","Male","6.85","7","292","6","7","7","7","6.79","6.91","7","7"
"2017","higher vocational","Female","","","","","","","","","","",""
"2017","higher vocational","Male","","","","","","","","","","",""
"2017","in school","Female","","","","","","","","","","",""
"2017","in school","Male","","","","","","","","","","",""
"2017","inadequately","Female","6.78","7","556","6","7","7","7","6.74","6.82","7","7"
"2017","inadequately","Male","6.79","7","658","6","7","7","7","6.74","6.84","7","7"
"2017","middle vocational","Female","6.8","7","199","6","7","7","7","6.73","6.87","7","7"
"2017","middle vocational","Male","6.8","7","245","6","7","7","7","6.72","6.88","7","7"
"2017","vocational + Abi","Female","6.84","7","33","6","7","7","7","6.63","7.05","7","7"
"2017","vocational + Abi","Male","6.9","7","36","6","7","7","7","6.72","7.08","7","7"
"2018","general elemantary","Female","6.84","7","53","6","7","7","7","6.71","6.97","7","7"
"2018","general elemantary","Male","6.78","7","46","6","7","7","7","6.58","6.98","7","7"
"2018","higher education","Female","6.79","7","32","6","7","7","7","6.6","6.98","7","7"
"2018","higher education","Male","","","","","","","","","","",""
"2018","higher vocational","Female","","","","","","","","","","",""
"2018","higher vocational","Male","","","","","","","","","","",""
"2018","in school","Female","","","","","","","","","","",""
"2018","in school","Male","","","","","","","","","","",""
"2018","inadequately","Female","6.86","7","97","6","7","7","7","6.77","6.95","7","7"
"2018","inadequately","Male","6.62","7","66","6","7","7","7","6.39","6.85","7","7"
"2018","middle vocational","Female","","","","","","","","","","",""
"2018","middle vocational","Male","6.95","7","32","7","7","7","7","6.83","7.07","7","7"
"2018","vocational + Abi","Female","","","","","","","","","","",""
"2018","vocational + Abi","Male","","","","","","","","","","",""
"2019","general elemantary","Female","","","","","","","","","","",""
"2019","general elemantary","Male","","","","","","","","","","",""
"2019","higher education","Female","","","","","","","","","","",""
"2019","higher education","Male","","","","","","","","","","",""
"2019","higher vocational","Female","","","","","","","","","","",""
"2019","higher vocational","Male","","","","","","","","","","",""
"2019","in school","Female","","","","","","","","","","",""
"2019","in school","Male","","","","","","","","","","",""
"2019","inadequately","Female","6.53","7","70","5","6","7","7","6.27","6.79","7","7"
"2019","inadequately","Male","6.57","7","62","5","7","7","7","6.36","6.78","7","7"
"2019","middle vocational","Female","","","","","","","","","","",""
"2019","middle vocational","Male","","","","","","","","","","",""
"2019","vocational + Abi","Female","","","","","","","","","","",""
"2019","vocational + Abi","Male","","","","","","","","","","",""
