"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","6.6","7","63","5","7","7","7","6.39","6.81","7","7"
"2010","direct migration background","Westdeutschland, alte Bundeslaender","6.38","7","1403","5","6","7","7","6.33","6.43","7","7"
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","6.17","7","38","5","5","7","7","5.74","6.6","6","7"
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","6.34","7","620","5","6","7","7","6.26","6.42","7","7"
"2010","no migration background","Ostdeutschland, neue Bundeslaender","6.39","7","4036","5","6","7","7","6.36","6.42","7","7"
"2010","no migration background","Westdeutschland, alte Bundeslaender","6.41","7","10531","5","6","7","7","6.39","6.43","7","7"
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","direct migration background","Ostdeutschland, neue Bundeslaender","6.29","7","428","5","6","7","7","6.18","6.4","7","7"
"2015","direct migration background","Westdeutschland, alte Bundeslaender","6.35","7","5370","5","6","7","7","6.32","6.38","7","7"
"2015","indirect migration background","Ostdeutschland, neue Bundeslaender","6.35","7","105","6","6","7","7","6.12","6.58","7","7"
"2015","indirect migration background","Westdeutschland, alte Bundeslaender","6.43","7","1580","5","6","7","7","6.39","6.47","7","7"
"2015","no migration background","Ostdeutschland, neue Bundeslaender","6.38","7","4905","5","6","7","7","6.35","6.41","7","7"
"2015","no migration background","Westdeutschland, alte Bundeslaender","6.41","7","14375","5","6","7","7","6.4","6.42","7","7"
"2016","direct migration background","Ostdeutschland, neue Bundeslaender","6.71","7","738","6","7","7","7","6.65","6.77","7","7"
"2016","direct migration background","Westdeutschland, alte Bundeslaender","6.59","7","3630","6","7","7","7","6.57","6.61","7","7"
"2016","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","direct migration background","Ostdeutschland, neue Bundeslaender","6.88","7","265","7","7","7","7","6.82","6.94","7","7"
"2017","direct migration background","Westdeutschland, alte Bundeslaender","6.79","7","2613","6","7","7","7","6.77","6.81","7","7"
"2017","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","direct migration background","Ostdeutschland, neue Bundeslaender","6.83","7","49","6","7","7","7","6.71","6.95","7","7"
"2018","direct migration background","Westdeutschland, alte Bundeslaender","6.81","7","374","6","7","7","7","6.75","6.87","7","7"
"2018","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","direct migration background","Westdeutschland, alte Bundeslaender","6.74","7","256","6","7","7","7","6.64","6.84","7","7"
"2019","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
