"plh0219","year","sex","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2008","Female","","","","","4"
"5 on scale 1-7","2008","Female","","","","","5"
"5 on scale 1-7","2008","Male","","","","","5"
"6 on scale 1-7","2008","Female","","","","","6"
"6 on scale 1-7","2008","Male","","","","","6"
"7 Strongly agree","2008","Male","","","","","7"
"7 Strongly agree","2008","Female","","","","","7"
"1 Strongly disagree","2009","Male","125","0.017824829190237","0.0150256177868296","0.0206240405936445","1"
"1 Strongly disagree","2009","Female","116","0.0151721422783888","0.0127000045371074","0.0176442800196702","1"
"2 on scale 1-7 ","2009","Female","348","0.0425241793010089","0.0384433265248182","0.0466050320771995","2"
"2 on scale 1-7 ","2009","Male","413","0.0525919493343428","0.0478696152923146","0.057314283376371","2"
"3 on scale 1-7 ","2009","Male","1014","0.11674037899046","0.109947040219596","0.123533717761324","3"
"3 on scale 1-7 ","2009","Female","922","0.0979608419309799","0.091948993827863","0.103972690034097","3"
"4 on scale 1-7","2009","Female","1906","0.213357972397409","0.205072599495669","0.221643345299148","4"
"4 on scale 1-7","2009","Male","1824","0.216116710609891","0.207409111780092","0.224824309439691","4"
"5 on scale 1-7","2009","Female","2061","0.213765838619544","0.205474700396967","0.222056976842121","5"
"5 on scale 1-7","2009","Male","1967","0.220797414355287","0.212022341742309","0.229572486968265","5"
"6 on scale 1-7","2009","Female","2351","0.237730675819591","0.229121414644336","0.246339936994846","6"
"6 on scale 1-7","2009","Male","2046","0.229261403578642","0.220368418531178","0.238154388626105","6"
"7 Strongly agree","2009","Male","1194","0.14666731394114","0.139182958671397","0.154151669210883","7"
"7 Strongly agree","2009","Female","1688","0.179488349653079","0.17172713746149","0.187249561844668","7"
"1 Strongly disagree","2010","Male","","","","","1"
"1 Strongly disagree","2010","Female","","","","","1"
"2 on scale 1-7 ","2010","Male","","","","","2"
"2 on scale 1-7 ","2010","Female","","","","","2"
"3 on scale 1-7 ","2010","Female","","","","","3"
"3 on scale 1-7 ","2010","Male","","","","","3"
"4 on scale 1-7","2010","Female","","","","","4"
"4 on scale 1-7","2010","Male","","","","","4"
"5 on scale 1-7","2010","Female","","","","","5"
"5 on scale 1-7","2010","Male","","","","","5"
"6 on scale 1-7","2010","Male","","","","","6"
"6 on scale 1-7","2010","Female","","","","","6"
"7 Strongly agree","2010","Male","","","","","7"
"7 Strongly agree","2010","Female","","","","","7"
"1 Strongly disagree","2011","Male","","","","","1"
"1 Strongly disagree","2011","Female","","","","","1"
"2 on scale 1-7 ","2011","Female","","","","","2"
"2 on scale 1-7 ","2011","Male","","","","","2"
"3 on scale 1-7 ","2011","Male","","","","","3"
"3 on scale 1-7 ","2011","Female","","","","","3"
"4 on scale 1-7","2011","Female","","","","","4"
"4 on scale 1-7","2011","Male","","","","","4"
"5 on scale 1-7","2011","Female","","","","","5"
"5 on scale 1-7","2011","Male","","","","","5"
"6 on scale 1-7","2011","Female","","","","","6"
"6 on scale 1-7","2011","Male","","","","","6"
"7 Strongly agree","2011","Male","","","","","7"
"7 Strongly agree","2011","Female","","","","","7"
"1 Strongly disagree","2012","Male","35","0.0110160643143511","0.00721257917084753","0.0148195494578546","1"
"1 Strongly disagree","2012","Female","36","0.0114640199616216","0.00825633811963297","0.0146717018036102","1"
"2 on scale 1-7 ","2012","Male","108","0.0347891411945916","0.02811174988287","0.0414665325063131","2"
"2 on scale 1-7 ","2012","Female","117","0.0263940284045825","0.0215637625720024","0.0312242942371627","2"
"3 on scale 1-7 ","2012","Female","279","0.0653113087320546","0.0578664876388305","0.0727561298252788","3"
"3 on scale 1-7 ","2012","Male","254","0.0805488956621416","0.070632177082145","0.0904656142421383","3"
"4 on scale 1-7","2012","Female","603","0.144931665589316","0.134324273269009","0.155539057909624","4"
"4 on scale 1-7","2012","Male","530","0.18758282075265","0.173357569216743","0.201808072288558","4"
"5 on scale 1-7","2012","Female","974","0.219424165032735","0.206953880675691","0.231894449389778","5"
"5 on scale 1-7","2012","Male","702","0.235328923532961","0.219871081672008","0.250786765393915","5"
"6 on scale 1-7","2012","Male","753","0.261617123724904","0.245601355848951","0.277632891600856","6"
"6 on scale 1-7","2012","Female","1234","0.290013053666086","0.276340156942416","0.303685950389755","6"
"7 Strongly agree","2012","Male","511","0.1891170308184","0.174847217745645","0.203386843891155","7"
"7 Strongly agree","2012","Female","988","0.242461758613605","0.22954806481486","0.25537545241235","7"
"1 Strongly disagree","2013","Male","111","0.01401550509916","0.0115621906421637","0.0164688195561563","1"
"1 Strongly disagree","2013","Female","114","0.0126641126924886","0.0104753227444791","0.014852902640498","1"
"2 on scale 1-7 ","2013","Female","269","0.0286588532949964","0.0253929784428848","0.031924728147108","2"
"2 on scale 1-7 ","2013","Male","346","0.0382794487417718","0.0342751996636523","0.0422836978198914","2"
"3 on scale 1-7 ","2013","Female","717","0.0733932802003224","0.0682886990465853","0.0784978613540595","3"
"3 on scale 1-7 ","2013","Male","841","0.0977720469756196","0.091573651364608","0.103970442586631","3"
"4 on scale 1-7","2013","Female","1741","0.177462239184317","0.169983728100028","0.184940750268606","4"
"4 on scale 1-7","2013","Male","1697","0.198884931593693","0.19055460192203","0.207215261265356","4"
"5 on scale 1-7","2013","Male","2084","0.228926308715819","0.220158125945542","0.237694491486095","5"
"5 on scale 1-7","2013","Female","2195","0.220573405555614","0.212457286199058","0.22868952491217","5"
"6 on scale 1-7","2013","Female","2855","0.280495008820577","0.271701469391671","0.289288548249482","6"
"6 on scale 1-7","2013","Male","2455","0.27176770519341","0.262483436743553","0.281051973643267","6"
"7 Strongly agree","2013","Male","1286","0.150354053680526","0.14289488610327","0.157813221257782","7"
"7 Strongly agree","2013","Female","2135","0.206753100251685","0.198825998225496","0.214680202277873","7"
"1 Strongly disagree","2014","Male","","","","","1"
"1 Strongly disagree","2014","Female","","","","","1"
"2 on scale 1-7 ","2014","Male","","","","","2"
"2 on scale 1-7 ","2014","Female","","","","","2"
"3 on scale 1-7 ","2014","Female","","","","","3"
"3 on scale 1-7 ","2014","Male","","","","","3"
"4 on scale 1-7","2014","Female","","","","","4"
"4 on scale 1-7","2014","Male","","","","","4"
"5 on scale 1-7","2014","Female","","","","","5"
"5 on scale 1-7","2014","Male","","","","","5"
"6 on scale 1-7","2014","Male","","","","","6"
"6 on scale 1-7","2014","Female","","","","","6"
"7 Strongly agree","2014","Male","","","","","7"
"7 Strongly agree","2014","Female","","","","","7"
"1 Strongly disagree","2015","Male","","","","","1"
"1 Strongly disagree","2015","Female","","","","","1"
"2 on scale 1-7 ","2015","Female","","","","","2"
"2 on scale 1-7 ","2015","Male","","","","","2"
"3 on scale 1-7 ","2015","Female","","","","","3"
"3 on scale 1-7 ","2015","Male","","","","","3"
"4 on scale 1-7","2015","Female","","","","","4"
"4 on scale 1-7","2015","Male","","","","","4"
"5 on scale 1-7","2015","Male","","","","","5"
"5 on scale 1-7","2015","Female","","","","","5"
"6 on scale 1-7","2015","Female","","","","","6"
"6 on scale 1-7","2015","Male","","","","","6"
"7 Strongly agree","2015","Male","","","","","7"
"7 Strongly agree","2015","Female","","","","","7"
"1 Strongly disagree","2016","Male","","","","","1"
"1 Strongly disagree","2016","Female","","","","","1"
"2 on scale 1-7 ","2016","Female","","","","","2"
"2 on scale 1-7 ","2016","Male","","","","","2"
"3 on scale 1-7 ","2016","Female","","","","","3"
"3 on scale 1-7 ","2016","Male","","","","","3"
"4 on scale 1-7","2016","Male","","","","","4"
"4 on scale 1-7","2016","Female","","","","","4"
"5 on scale 1-7","2016","Female","","","","","5"
"5 on scale 1-7","2016","Male","","","","","5"
"6 on scale 1-7","2016","Male","","","","","6"
"6 on scale 1-7","2016","Female","","","","","6"
"7 Strongly agree","2016","Male","","","","","7"
"7 Strongly agree","2016","Female","","","","","7"
"1 Strongly disagree","2017","Male","145","0.0123806907816261","0.0105467097244911","0.014214671838761","1"
"1 Strongly disagree","2017","Female","171","0.0103267497452356","0.00872497392116978","0.0119285255693014","1"
"2 on scale 1-7 ","2017","Female","517","0.0365236921909127","0.0335514660530149","0.0394959183288105","2"
"2 on scale 1-7 ","2017","Male","598","0.0478528497771424","0.0443126028039456","0.0513930967503392","2"
"3 on scale 1-7 ","2017","Female","1076","0.0775232836039928","0.0732861927292144","0.0817603744787712","3"
"3 on scale 1-7 ","2017","Male","1174","0.0934882320233569","0.0886599479104402","0.0983165161362736","3"
"4 on scale 1-7","2017","Female","2410","0.172105168022847","0.166124378294629","0.178085957751065","4"
"4 on scale 1-7","2017","Male","2310","0.174440078370866","0.168146102724601","0.180734054017131","4"
"5 on scale 1-7","2017","Male","3164","0.239073915874277","0.231999917520726","0.246147914227828","5"
"5 on scale 1-7","2017","Female","3179","0.217219716384012","0.210686251630893","0.223753181137132","5"
"6 on scale 1-7","2017","Female","4375","0.277601305855092","0.270505965699117","0.284696646011068","6"
"6 on scale 1-7","2017","Male","3599","0.26918811766734","0.261831835761962","0.276544399572717","6"
"7 Strongly agree","2017","Male","2975","0.163576115505392","0.157441310274154","0.169710920736631","7"
"7 Strongly agree","2017","Female","3574","0.208700084197907","0.202261270428777","0.215138897967038","7"
"1 Strongly disagree","2018","Female","","","","","1"
"1 Strongly disagree","2018","Male","","","","","1"
"2 on scale 1-7 ","2018","Female","","","","","2"
"2 on scale 1-7 ","2018","Male","","","","","2"
"3 on scale 1-7 ","2018","Female","","","","","3"
"3 on scale 1-7 ","2018","Male","","","","","3"
"4 on scale 1-7","2018","Male","","","","","4"
"4 on scale 1-7","2018","Female","","","","","4"
"5 on scale 1-7","2018","Female","","","","","5"
"5 on scale 1-7","2018","Male","","","","","5"
"6 on scale 1-7","2018","Male","","","","","6"
"6 on scale 1-7","2018","Female","","","","","6"
"7 Strongly agree","2018","Male","","","","","7"
"7 Strongly agree","2018","Female","","","","","7"
"1 Strongly disagree","2019","Female","145","0.0102751140694424","0.0085700867430127","0.0119801413958722","1"
"1 Strongly disagree","2019","Male","185","0.0156913248781901","0.013493150938343","0.0178894988180372","1"
"2 on scale 1-7 ","2019","Female","488","0.0376486112618677","0.0344303441148203","0.0408668784089151","2"
"2 on scale 1-7 ","2019","Male","615","0.0494160393620792","0.0455825364321774","0.0532495422919809","2"
"3 on scale 1-7 ","2019","Male","1225","0.102241418278017","0.0968827138072594","0.107600122748774","3"
"3 on scale 1-7 ","2019","Female","1051","0.0811753637681494","0.0765578392509611","0.0857928882853378","3"
"4 on scale 1-7","2019","Female","2273","0.178181335202331","0.171711400800424","0.184651269604237","4"
"4 on scale 1-7","2019","Male","2261","0.193151048595163","0.186168543747116","0.20013355344321","4"
"5 on scale 1-7","2019","Male","2848","0.228487943481203","0.221061692985946","0.235914193976461","5"
"5 on scale 1-7","2019","Female","3067","0.229900161338624","0.22278599644937","0.237014326227878","5"
"6 on scale 1-7","2019","Female","3726","0.272483749927209","0.264955874468176","0.280011625386242","6"
"6 on scale 1-7","2019","Male","3157","0.258242961727911","0.250501701332356","0.265984222123467","6"
"7 Strongly agree","2019","Male","1988","0.152769263677436","0.146405919181369","0.159132608173504","7"
"7 Strongly agree","2019","Female","2688","0.190335664432377","0.183698335151078","0.196972993713676","7"
