"plh0219","year","sampreg","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2006","West Germany","","","",""
"7 Strongly agree","2006","East Germany","","","",""
"1 Strongly disagree","2007","West Germany","","","",""
"1 Strongly disagree","2007","East Germany","","","",""
"2 on scale 1-7 ","2007","West Germany","","","",""
"2 on scale 1-7 ","2007","East Germany","","","",""
"3 on scale 1-7 ","2007","West Germany","","","",""
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
"7 Strongly agree","2007","West Germany","","","",""
"7 Strongly agree","2007","East Germany","","","",""
"1 Strongly disagree","2008","West Germany","","","",""
"1 Strongly disagree","2008","East Germany","","","",""
"2 on scale 1-7 ","2008","West Germany","","","",""
"2 on scale 1-7 ","2008","East Germany","","","",""
"3 on scale 1-7 ","2008","West Germany","","","",""
"3 on scale 1-7 ","2008","East Germany","","","",""
"4 on scale 1-7","2008","West Germany","","","",""
"4 on scale 1-7","2008","East Germany","","","",""
"5 on scale 1-7","2008","West Germany","","","",""
"5 on scale 1-7","2008","East Germany","","","",""
"6 on scale 1-7","2008","West Germany","","","",""
"6 on scale 1-7","2008","East Germany","","","",""
"7 Strongly agree","2008","West Germany","","","",""
"7 Strongly agree","2008","East Germany","","","",""
"1 Strongly disagree","2009","West Germany","169","0.0158400489737368","0.0137291098063343","0.0179509881411392"
"1 Strongly disagree","2009","East Germany","72","0.0191905120252317","0.0151979913072118","0.0231830327432516"
"2 on scale 1-7 ","2009","West Germany","552","0.0465647269147672","0.0430023591549246","0.0501270946746098"
"2 on scale 1-7 ","2009","East Germany","209","0.051232879466148","0.0448168586588384","0.0576489002734575"
"3 on scale 1-7 ","2009","West Germany","1412","0.105324392893075","0.100134458180508","0.110514327605643"
"3 on scale 1-7 ","2009","East Germany","524","0.114958452580559","0.105675976216319","0.1242409289448"
"4 on scale 1-7","2009","West Germany","2785","0.215134657850465","0.208187336621498","0.222081979079432"
"4 on scale 1-7","2009","East Germany","945","0.212835168767687","0.200923678357788","0.224746659177587"
"5 on scale 1-7","2009","West Germany","2977","0.217720828524233","0.210743398546932","0.224698258501533"
"5 on scale 1-7","2009","East Germany","1051","0.214925229388166","0.202971297470463","0.226879161305869"
"6 on scale 1-7","2009","West Germany","3286","0.230462401275721","0.223342408101554","0.237582394449888"
"6 on scale 1-7","2009","East Germany","1111","0.2472173385723","0.23466323130196","0.25977144584264"
"7 Strongly agree","2009","West Germany","2258","0.168952943568002","0.162617743959035","0.175288143176968"
"7 Strongly agree","2009","East Germany","624","0.139640419199907","0.129553532569928","0.149727305829887"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","63","0.0118582951514437","0.00906909539368246","0.0146474949092049"
"1 Strongly disagree","2012","East Germany","8","","",""
"2 on scale 1-7 ","2012","West Germany","164","0.0265324019832526","0.0223913764255507","0.0306734275409545"
"2 on scale 1-7 ","2012","East Germany","61","0.0480385828779713","0.0365801611772137","0.0594970045787289"
"3 on scale 1-7 ","2012","West Germany","447","0.0748579138466913","0.0680770979151225","0.0816387297782601"
"3 on scale 1-7 ","2012","East Germany","86","0.05758624038835","0.0451037797167758","0.0700687010599241"
"4 on scale 1-7","2012","West Germany","928","0.165388693128743","0.155815564019619","0.174961822237867"
"4 on scale 1-7","2012","East Germany","205","0.154991615200349","0.135600416991215","0.174382813409483"
"5 on scale 1-7","2012","West Germany","1361","0.224214004265341","0.213467648561785","0.234960359968898"
"5 on scale 1-7","2012","East Germany","315","0.237531860463941","0.214728869246759","0.260334851681123"
"6 on scale 1-7","2012","West Germany","1593","0.274355899276056","0.262859075823497","0.285852722728614"
"6 on scale 1-7","2012","East Germany","394","0.293619668155326","0.269217303917252","0.3180220323934"
"7 Strongly agree","2012","West Germany","1230","0.222792792348472","0.212070741698322","0.233514842998622"
"7 Strongly agree","2012","East Germany","269","0.199954308730786","0.178523290136064","0.221385327325508"
"1 Strongly disagree","2013","West Germany","176","0.0139291544882928","0.0120138413505878","0.0158444676259977"
"1 Strongly disagree","2013","East Germany","49","0.0107671824593869","0.0077393283786845","0.0137950365400893"
"2 on scale 1-7 ","2013","West Germany","432","0.0311130315144484","0.0282755628599474","0.0339505001689495"
"2 on scale 1-7 ","2013","East Germany","183","0.0427851108719981","0.0368478558827516","0.0487223658612446"
"3 on scale 1-7 ","2013","West Germany","1156","0.0856283030292652","0.0810553851035502","0.0902012209549802"
"3 on scale 1-7 ","2013","East Germany","402","0.0838177045586801","0.0756876496889213","0.0919477594284389"
"4 on scale 1-7","2013","West Germany","2589","0.184940400758362","0.178595367084331","0.191285434432393"
"4 on scale 1-7","2013","East Germany","849","0.200427148539968","0.188682448174486","0.21217184890545"
"5 on scale 1-7","2013","West Germany","3251","0.223968475550865","0.21715519174623","0.230781759355501"
"5 on scale 1-7","2013","East Germany","1028","0.227506412779396","0.215207154817662","0.239805670741131"
"6 on scale 1-7","2013","West Germany","4095","0.279873605676627","0.272536771781341","0.287210439571912"
"6 on scale 1-7","2013","East Germany","1215","0.260912028210579","0.248028649735984","0.273795406685173"
"7 Strongly agree","2013","West Germany","2684","0.180547028982139","0.174260939759077","0.186833118205202"
"7 Strongly agree","2013","East Germany","737","0.173784412579992","0.162667434488358","0.184901390671625"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","253","0.0114499869972462","0.0100799453837484","0.012820028610744"
"1 Strongly disagree","2017","East Germany","63","0.0107922626785796","0.00819980308976402","0.0133847222673951"
"2 on scale 1-7 ","2017","West Germany","839","0.0415053324989122","0.0389368374201541","0.0440738275776703"
"2 on scale 1-7 ","2017","East Germany","276","0.0448722225525814","0.0396778688661749","0.0500665762389878"
"3 on scale 1-7 ","2017","West Germany","1753","0.0853910475225241","0.0817922630879456","0.0889898319571026"
"3 on scale 1-7 ","2017","East Germany","497","0.0852512180696323","0.0782445231890969","0.0922579129501677"
"4 on scale 1-7","2017","West Germany","3717","0.171211505365089","0.16636062830136","0.176062382428818"
"4 on scale 1-7","2017","East Germany","1003","0.182970755446816","0.173269640938066","0.192671869955567"
"5 on scale 1-7","2017","West Germany","5026","0.229027360779059","0.223616141840566","0.234438579717552"
"5 on scale 1-7","2017","East Germany","1317","0.22285736700206","0.212415555375275","0.233299178628845"
"6 on scale 1-7","2017","West Germany","6247","0.271665843103719","0.26593768764034","0.277393998567099"
"6 on scale 1-7","2017","East Germany","1727","0.282049764450457","0.270759034212468","0.293340494688445"
"7 Strongly agree","2017","West Germany","5330","0.18974892373345","0.184699621025102","0.194798226441798"
"7 Strongly agree","2017","East Germany","1219","0.171206409799874","0.161755030526254","0.180657789073493"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","267","0.0127958212262991","0.0112417000124975","0.0143499424401007"
"1 Strongly disagree","2019","East Germany","63","0.0136329157270965","0.0105837527839099","0.0166820786702831"
"2 on scale 1-7 ","2019","West Germany","850","0.0418425448845175","0.0390738518949746","0.0446112378740604"
"2 on scale 1-7 ","2019","East Germany","250","0.0512921176107636","0.0454917096266074","0.0570925255949198"
"3 on scale 1-7 ","2019","West Germany","1762","0.0919482351084902","0.0879527058392781","0.0959437643777023"
"3 on scale 1-7 ","2019","East Germany","509","0.089339819039125","0.0818397082213953","0.0968399298568547"
"4 on scale 1-7","2019","West Germany","3554","0.183751433095971","0.178396255260412","0.18910661093153"
"4 on scale 1-7","2019","East Germany","971","0.194041472028419","0.183642974324072","0.204439969732767"
"5 on scale 1-7","2019","West Germany","4611","0.229723223244814","0.223906570099502","0.235539876390127"
"5 on scale 1-7","2019","East Germany","1286","0.226280339136354","0.215278071647902","0.237282606624806"
"6 on scale 1-7","2019","West Germany","5330","0.265777141634781","0.259668845582358","0.271885437687204"
"6 on scale 1-7","2019","East Germany","1530","0.264212005356931","0.252618371119171","0.275805639594692"
"7 Strongly agree","2019","West Germany","3717","0.174161600805127","0.168917499722074","0.17940570188818"
"7 Strongly agree","2019","East Germany","947","0.16120133110131","0.151532362484868","0.170870299717753"
