"plb0050","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2004","no migration background","Female","","","","","2"
"No","2004","indirect migration background","Male","","","","","2"
"No","2004","indirect migration background","Female","","","","","2"
"No","2004","direct migration background","Male","","","","","2"
"No","2004","direct migration background","Female","","","","","2"
"Yes","2004","no migration background","Male","","","","","1"
"Yes","2004","no migration background","Female","","","","","1"
"Yes","2004","direct migration background","Male","","","","","1"
"Yes","2004","direct migration background","Female","","","","","1"
"Yes","2004","indirect migration background","Male","","","","","1"
"Yes","2004","indirect migration background","Female","","","","","1"
"No","2005","no migration background","Male","","","","","2"
"No","2005","no migration background","Female","","","","","2"
"No","2005","indirect migration background","Male","","","","","2"
"No","2005","indirect migration background","Female","","","","","2"
"No","2005","direct migration background","Male","","","","","2"
"No","2005","direct migration background","Female","","","","","2"
"Yes","2005","no migration background","Male","","","","","1"
"Yes","2005","no migration background","Female","","","","","1"
"Yes","2005","direct migration background","Male","","","","","1"
"Yes","2005","direct migration background","Female","","","","","1"
"Yes","2005","indirect migration background","Male","","","","","1"
"Yes","2005","indirect migration background","Female","","","","","1"
"No","2006","indirect migration background","Male","129","0.482616574877116","0.420674541335391","0.544558608418842","2"
"No","2006","no migration background","Male","2591","0.482078903668529","0.468845621144303","0.495312186192755","2"
"No","2006","no migration background","Female","2509","0.511022756756798","0.49707896232454","0.524966551189056","2"
"No","2006","indirect migration background","Female","114","0.498849756364984","0.434649171329898","0.56305034140007","2"
"No","2006","direct migration background","Male","298","0.504414168164408","0.46626990741006","0.542558428918756","2"
"No","2006","direct migration background","Female","298","0.539175970977933","0.498291078515024","0.580060863440842","2"
"Yes","2006","no migration background","Male","2886","0.517921096331471","0.504687813807245","0.531154378855696","1"
"Yes","2006","no migration background","Female","2428","0.488977243243202","0.475033448810944","0.50292103767546","1"
"Yes","2006","direct migration background","Male","362","0.495585831835592","0.457441571081244","0.53373009258994","1"
"Yes","2006","direct migration background","Female","273","0.460824029022067","0.419939136559158","0.501708921484976","1"
"Yes","2006","indirect migration background","Male","121","0.517383425122884","0.455441391581158","0.579325458664609","1"
"Yes","2006","indirect migration background","Female","119","0.501150243635016","0.43694965859993","0.565350828670101","1"
"No","2007","indirect migration background","Male","","","","","2"
"No","2007","indirect migration background","Female","","","","","2"
"No","2007","no migration background","Male","","","","","2"
"No","2007","no migration background","Female","","","","","2"
"No","2007","direct migration background","Male","","","","","2"
"No","2007","direct migration background","Female","","","","","2"
"Yes","2007","no migration background","Male","","","","","1"
"Yes","2007","no migration background","Female","","","","","1"
"Yes","2007","direct migration background","Male","","","","","1"
"Yes","2007","direct migration background","Female","","","","","1"
"Yes","2007","indirect migration background","Male","","","","","1"
"Yes","2007","indirect migration background","Female","","","","","1"
"No","2008","indirect migration background","Male","","","","","2"
"No","2008","indirect migration background","Female","","","","","2"
"No","2008","no migration background","Male","","","","","2"
"No","2008","no migration background","Female","","","","","2"
"No","2008","direct migration background","Male","","","","","2"
"No","2008","direct migration background","Female","","","","","2"
"Yes","2008","direct migration background","Male","","","","","1"
"Yes","2008","direct migration background","Female","","","","","1"
"Yes","2008","no migration background","Male","","","","","1"
"Yes","2008","no migration background","Female","","","","","1"
"Yes","2008","indirect migration background","Male","","","","","1"
"Yes","2008","indirect migration background","Female","","","","","1"
"No","2009","no migration background","Male","","","","","2"
"No","2009","indirect migration background","Male","","","","","2"
"No","2009","indirect migration background","Female","","","","","2"
"No","2009","no migration background","Female","","","","","2"
"No","2009","direct migration background","Male","","","","","2"
"No","2009","direct migration background","Female","","","","","2"
"Yes","2009","direct migration background","Male","","","","","1"
"Yes","2009","direct migration background","Female","","","","","1"
"Yes","2009","no migration background","Male","","","","","1"
"Yes","2009","no migration background","Female","","","","","1"
"Yes","2009","indirect migration background","Male","","","","","1"
"Yes","2009","indirect migration background","Female","","","","","1"
"No","2010","no migration background","Male","","","","","2"
"No","2010","no migration background","Female","","","","","2"
"No","2010","indirect migration background","Male","","","","","2"
"No","2010","indirect migration background","Female","","","","","2"
"No","2010","direct migration background","Male","","","","","2"
"No","2010","direct migration background","Female","","","","","2"
"Yes","2010","direct migration background","Male","","","","","1"
"Yes","2010","direct migration background","Female","","","","","1"
"Yes","2010","no migration background","Male","","","","","1"
"Yes","2010","no migration background","Female","","","","","1"
"Yes","2010","indirect migration background","Male","","","","","1"
"Yes","2010","indirect migration background","Female","","","","","1"
"No","2011","no migration background","Male","2166","0.43949410458806","0.425548779011102","0.453439430165017","2"
"No","2011","no migration background","Female","2306","0.481929757612387","0.467733416240935","0.496126098983839","2"
"No","2011","indirect migration background","Male","115","0.468408709032623","0.408329173944641","0.528488244120605","2"
"No","2011","indirect migration background","Female","113","0.444588014169919","0.381980435637851","0.507195592701988","2"
"No","2011","direct migration background","Male","233","0.484470480700401","0.43999325900715","0.528947702393653","2"
"No","2011","direct migration background","Female","251","0.494033072004646","0.450513643053483","0.537552500955808","2"
"Yes","2011","direct migration background","Male","252","0.515529519299599","0.471052297606347","0.560006740992851","1"
"Yes","2011","direct migration background","Female","256","0.505966927995354","0.462447499044192","0.549486356946517","1"
"Yes","2011","indirect migration background","Male","150","0.531591290967377","0.471511755879395","0.591670826055359","1"
"Yes","2011","no migration background","Male","2700","0.56050589541194","0.546560569834983","0.574451220988897","1"
"Yes","2011","no migration background","Female","2453","0.518070242387613","0.503873901016161","0.532266583759065","1"
"Yes","2011","indirect migration background","Female","129","0.555411985830081","0.492804407298012","0.618019564362149","1"
"No","2012","no migration background","Male","","","","","2"
"No","2012","no migration background","Female","","","","","2"
"No","2012","indirect migration background","Male","","","","","2"
"No","2012","indirect migration background","Female","","","","","2"
"No","2012","direct migration background","Male","","","","","2"
"No","2012","direct migration background","Female","","","","","2"
"Yes","2012","direct migration background","Male","","","","","1"
"Yes","2012","direct migration background","Female","","","","","1"
"Yes","2012","indirect migration background","Male","","","","","1"
"Yes","2012","indirect migration background","Female","","","","","1"
"Yes","2012","no migration background","Male","","","","","1"
"Yes","2012","no migration background","Female","","","","","1"
"No","2013","no migration background","Male","","","","","2"
"No","2013","no migration background","Female","","","","","2"
"No","2013","direct migration background","Male","","","","","2"
"No","2013","direct migration background","Female","","","","","2"
"No","2013","indirect migration background","Male","","","","","2"
"No","2013","indirect migration background","Female","","","","","2"
"Yes","2013","direct migration background","Male","","","","","1"
"Yes","2013","direct migration background","Female","","","","","1"
"Yes","2013","indirect migration background","Male","","","","","1"
"Yes","2013","indirect migration background","Female","","","","","1"
"Yes","2013","no migration background","Male","","","","","1"
"Yes","2013","no migration background","Female","","","","","1"
"No","2014","no migration background","Male","","","","","2"
"No","2014","no migration background","Female","","","","","2"
"No","2014","direct migration background","Male","","","","","2"
"No","2014","direct migration background","Female","","","","","2"
"No","2014","indirect migration background","Male","","","","","2"
"No","2014","indirect migration background","Female","","","","","2"
"Yes","2014","direct migration background","Male","","","","","1"
"Yes","2014","direct migration background","Female","","","","","1"
"Yes","2014","no migration background","Male","","","","","1"
"Yes","2014","indirect migration background","Male","","","","","1"
"Yes","2014","indirect migration background","Female","","","","","1"
"Yes","2014","no migration background","Female","","","","","1"
"No","2015","no migration background","Male","","","","","2"
"No","2015","no migration background","Female","","","","","2"
"No","2015","direct migration background","Male","","","","","2"
"No","2015","direct migration background","Female","","","","","2"
"No","2015","indirect migration background","Male","","","","","2"
"No","2015","indirect migration background","Female","","","","","2"
"Yes","2015","direct migration background","Male","","","","","1"
"Yes","2015","direct migration background","Female","","","","","1"
"Yes","2015","no migration background","Male","","","","","1"
"Yes","2015","no migration background","Female","","","","","1"
"Yes","2015","indirect migration background","Male","","","","","1"
"Yes","2015","indirect migration background","Female","","","","","1"
"No","2016","no migration background","Male","2063","0.431411514005678","0.417376999235348","0.445446028776007","2"
"No","2016","no migration background","Female","2483","0.45677097308942","0.443350157589313","0.470191788589527","2"
"No","2016","direct migration background","Male","753","0.519670757434883","0.493955093402627","0.545386421467138","2"
"No","2016","direct migration background","Female","835","0.610307626756047","0.58469772664773","0.635917526864364","2"
"No","2016","indirect migration background","Male","221","0.396780314658147","0.353374192166623","0.440186437149672","2"
"No","2016","indirect migration background","Female","260","0.471439304407782","0.428451670916303","0.514426937899262","2"
"Yes","2016","direct migration background","Male","697","0.480329242565117","0.454613578532862","0.506044906597373","1"
"Yes","2016","direct migration background","Female","558","0.389692373243953","0.364082473135636","0.41530227335227","1"
"Yes","2016","no migration background","Male","2721","0.568588485994322","0.554553971223993","0.582623000764651","1"
"Yes","2016","no migration background","Female","2809","0.54322902691058","0.529808211410473","0.556649842410687","1"
"Yes","2016","indirect migration background","Male","267","0.603219685341853","0.559813562850328","0.646625807833377","1"
"Yes","2016","indirect migration background","Female","258","0.528560695592218","0.485573062100738","0.571548329083697","1"
"No","2017","no migration background","Male","","","","","2"
"No","2017","no migration background","Female","","","","","2"
"No","2017","direct migration background","Male","","","","","2"
"No","2017","direct migration background","Female","","","","","2"
"No","2017","indirect migration background","Male","","","","","2"
"No","2017","indirect migration background","Female","","","","","2"
"Yes","2017","direct migration background","Male","","","","","1"
"Yes","2017","direct migration background","Female","","","","","1"
"Yes","2017","no migration background","Male","","","","","1"
"Yes","2017","no migration background","Female","","","","","1"
"Yes","2017","indirect migration background","Male","","","","","1"
"Yes","2017","indirect migration background","Female","","","","","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"No","2019","no migration background","Male","3155","0.434872292291903","0.422432825994408","0.447311758589398","2"
"No","2019","no migration background","Female","3022","0.469681635490634","0.457120218930869","0.4822430520504","2"
"No","2019","direct migration background","Male","606","0.486503367022662","0.457900418121616","0.515106315923707","2"
"No","2019","direct migration background","Female","661","0.539770759870126","0.511344814093097","0.568196705647156","2"
"No","2019","indirect migration background","Male","291","0.428048109577932","0.387103880161306","0.468992338994559","2"
"No","2019","indirect migration background","Female","299","0.484205424722991","0.443777425296493","0.524633424149488","2"
"Yes","2019","direct migration background","Male","567","0.513496632977338","0.484893684076292","0.542099581878384","1"
"Yes","2019","direct migration background","Female","520","0.460229240129873","0.431803294352844","0.488655185906903","1"
"Yes","2019","no migration background","Male","2946","0.565127707708097","0.552688241410602","0.577567174005592","1"
"Yes","2019","indirect migration background","Male","270","0.571951890422068","0.531007661005441","0.612896119838694","1"
"Yes","2019","no migration background","Female","3042","0.530318364509366","0.5177569479496","0.542879781069131","1"
"Yes","2019","indirect migration background","Female","288","0.515794575277009","0.475366575850512","0.556222574703507","1"
