"plb0050","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"No","2006","Employed","no degree/no degree yet","67","0.657572928467042","0.566809801430877","0.748336055503206"
"Yes","2007","Not Employed","lower secondary degree","","","",""
"Yes","2007","Not Employed","secondary school degree","","","",""
"Yes","2007","Not Employed","college entrance qualification","","","",""
"Yes","2007","Not Employed","Other degree","","","",""
"Yes","2007","Not Employed","no degree/no degree yet","","","",""
"Yes","2007","Employed","lower secondary degree","","","",""
"Yes","2007","Employed","secondary school degree","","","",""
"Yes","2007","Employed","college entrance qualification","","","",""
"Yes","2007","Employed","Other degree","","","",""
"Yes","2007","Employed","no degree/no degree yet","","","",""
"No","2007","Not Employed","lower secondary degree","","","",""
"No","2007","Not Employed","secondary school degree","","","",""
"No","2007","Not Employed","college entrance qualification","","","",""
"No","2007","Not Employed","Other degree","","","",""
"No","2007","Not Employed","no degree/no degree yet","","","",""
"No","2007","Employed","lower secondary degree","","","",""
"No","2007","Employed","secondary school degree","","","",""
"No","2007","Employed","college entrance qualification","","","",""
"No","2007","Employed","Other degree","","","",""
"No","2007","Employed","no degree/no degree yet","","","",""
"Yes","2008","Not Employed","lower secondary degree","","","",""
"Yes","2008","Not Employed","secondary school degree","","","",""
"Yes","2008","Not Employed","college entrance qualification","","","",""
"Yes","2008","Not Employed","Other degree","","","",""
"Yes","2008","Not Employed","no degree/no degree yet","","","",""
"Yes","2008","Employed","lower secondary degree","","","",""
"Yes","2008","Employed","secondary school degree","","","",""
"Yes","2008","Employed","college entrance qualification","","","",""
"Yes","2008","Employed","Other degree","","","",""
"Yes","2008","Employed","no degree/no degree yet","","","",""
"No","2008","Not Employed","lower secondary degree","","","",""
"No","2008","Not Employed","secondary school degree","","","",""
"No","2008","Not Employed","college entrance qualification","","","",""
"No","2008","Not Employed","Other degree","","","",""
"No","2008","Not Employed","no degree/no degree yet","","","",""
"No","2008","Employed","lower secondary degree","","","",""
"No","2008","Employed","secondary school degree","","","",""
"No","2008","Employed","college entrance qualification","","","",""
"No","2008","Employed","Other degree","","","",""
"No","2008","Employed","no degree/no degree yet","","","",""
"Yes","2009","Not Employed","lower secondary degree","","","",""
"Yes","2009","Not Employed","secondary school degree","","","",""
"Yes","2009","Not Employed","college entrance qualification","","","",""
"Yes","2009","Not Employed","Other degree","","","",""
"Yes","2009","Not Employed","no degree/no degree yet","","","",""
"Yes","2009","Employed","lower secondary degree","","","",""
"Yes","2009","Employed","secondary school degree","","","",""
"Yes","2009","Employed","college entrance qualification","","","",""
"Yes","2009","Employed","Other degree","","","",""
"Yes","2009","Employed","no degree/no degree yet","","","",""
"No","2009","Not Employed","lower secondary degree","","","",""
"No","2009","Not Employed","secondary school degree","","","",""
"No","2009","Not Employed","college entrance qualification","","","",""
"No","2009","Not Employed","Other degree","","","",""
"No","2009","Not Employed","no degree/no degree yet","","","",""
"No","2009","Employed","lower secondary degree","","","",""
"No","2009","Employed","secondary school degree","","","",""
"No","2009","Employed","college entrance qualification","","","",""
"No","2009","Employed","Other degree","","","",""
"No","2009","Employed","no degree/no degree yet","","","",""
"Yes","2010","Not Employed","lower secondary degree","","","",""
"Yes","2010","Not Employed","secondary school degree","","","",""
"Yes","2010","Not Employed","college entrance qualification","","","",""
"Yes","2010","Not Employed","Other degree","","","",""
"Yes","2010","Not Employed","no degree/no degree yet","","","",""
"Yes","2010","Employed","lower secondary degree","","","",""
"Yes","2010","Employed","secondary school degree","","","",""
"Yes","2010","Employed","college entrance qualification","","","",""
"Yes","2010","Employed","Other degree","","","",""
"Yes","2010","Employed","no degree/no degree yet","","","",""
"No","2010","Not Employed","lower secondary degree","","","",""
"No","2010","Not Employed","secondary school degree","","","",""
"No","2010","Not Employed","college entrance qualification","","","",""
"No","2010","Not Employed","Other degree","","","",""
"No","2010","Not Employed","no degree/no degree yet","","","",""
"No","2010","Employed","lower secondary degree","","","",""
"No","2010","Employed","secondary school degree","","","",""
"No","2010","Employed","college entrance qualification","","","",""
"No","2010","Employed","Other degree","","","",""
"No","2010","Employed","no degree/no degree yet","","","",""
"Yes","2011","Not Employed","lower secondary degree","12","","",""
"Yes","2011","Not Employed","secondary school degree","17","","",""
"Yes","2011","Not Employed","college entrance qualification","29","","",""
"Yes","2011","Not Employed","Other degree","1","","",""
"Yes","2011","Not Employed","no degree/no degree yet","1","","",""
"Yes","2011","Employed","lower secondary degree","1157","0.487767685761134","0.467966901900653","0.507568469621614"
"Yes","2011","Employed","secondary school degree","2048","0.526343910258141","0.510814158577846","0.541873661938435"
"Yes","2011","Employed","college entrance qualification","2221","0.608113464320113","0.592197736712208","0.624029191928018"
"Yes","2011","Employed","Other degree","247","0.501270409719909","0.45774802197201","0.544792797467809"
"Yes","2011","Employed","no degree/no degree yet","42","0.348106831245109","0.258677634473527","0.437536028016692"
"No","2011","Not Employed","lower secondary degree","24","","",""
"No","2011","Not Employed","secondary school degree","31","0.628509918445629","0.491813495032483","0.765206341858774"
"No","2011","Not Employed","college entrance qualification","25","","",""
"No","2011","Not Employed","Other degree","3","","",""
"No","2011","Not Employed","no degree/no degree yet","6","","",""
"No","2011","Employed","lower secondary degree","1291","0.512232314238866","0.492431530378386","0.532033098099347"
"No","2011","Employed","secondary school degree","1923","0.47365608974186","0.458126338061565","0.489185841422154"
"No","2011","Employed","college entrance qualification","1393","0.391886535679887","0.375970808071982","0.407802263287792"
"No","2011","Employed","Other degree","260","0.498729590280091","0.455207202532191","0.54225197802799"
"No","2011","Employed","no degree/no degree yet","67","0.651893168754891","0.562463971983308","0.741322365526473"
"Yes","2012","Not Employed","lower secondary degree","","","",""
"Yes","2012","Not Employed","secondary school degree","","","",""
"Yes","2012","Not Employed","college entrance qualification","","","",""
"Yes","2012","Not Employed","Other degree","","","",""
"Yes","2012","Not Employed","no degree/no degree yet","","","",""
"Yes","2012","Employed","lower secondary degree","","","",""
"Yes","2012","Employed","secondary school degree","","","",""
"Yes","2012","Employed","college entrance qualification","","","",""
"Yes","2012","Employed","Other degree","","","",""
"Yes","2012","Employed","no degree/no degree yet","","","",""
"No","2012","Not Employed","lower secondary degree","","","",""
"No","2012","Not Employed","secondary school degree","","","",""
"No","2012","Not Employed","college entrance qualification","","","",""
"No","2012","Not Employed","Other degree","","","",""
"No","2012","Not Employed","no degree/no degree yet","","","",""
"No","2012","Employed","lower secondary degree","","","",""
"No","2012","Employed","secondary school degree","","","",""
"No","2012","Employed","college entrance qualification","","","",""
"No","2012","Employed","Other degree","","","",""
"No","2012","Employed","no degree/no degree yet","","","",""
"Yes","2013","Not Employed","lower secondary degree","","","",""
"Yes","2013","Not Employed","secondary school degree","","","",""
"Yes","2013","Not Employed","college entrance qualification","","","",""
"Yes","2013","Not Employed","Other degree","","","",""
"Yes","2013","Not Employed","no degree/no degree yet","","","",""
"Yes","2013","Employed","lower secondary degree","","","",""
"Yes","2013","Employed","secondary school degree","","","",""
"Yes","2013","Employed","college entrance qualification","","","",""
"Yes","2013","Employed","Other degree","","","",""
"Yes","2013","Employed","no degree/no degree yet","","","",""
"No","2013","Not Employed","lower secondary degree","","","",""
"No","2013","Not Employed","secondary school degree","","","",""
"No","2013","Not Employed","college entrance qualification","","","",""
"No","2013","Not Employed","Other degree","","","",""
"No","2013","Not Employed","no degree/no degree yet","","","",""
"No","2013","Employed","lower secondary degree","","","",""
"No","2013","Employed","secondary school degree","","","",""
"No","2013","Employed","college entrance qualification","","","",""
"No","2013","Employed","Other degree","","","",""
"No","2013","Employed","no degree/no degree yet","","","",""
"Yes","2014","Not Employed","lower secondary degree","","","",""
"Yes","2014","Not Employed","secondary school degree","","","",""
"Yes","2014","Not Employed","college entrance qualification","","","",""
"Yes","2014","Not Employed","Other degree","","","",""
"Yes","2014","Not Employed","no degree/no degree yet","","","",""
"Yes","2014","Employed","lower secondary degree","","","",""
"Yes","2014","Employed","secondary school degree","","","",""
"Yes","2014","Employed","college entrance qualification","","","",""
"Yes","2014","Employed","Other degree","","","",""
"Yes","2014","Employed","no degree/no degree yet","","","",""
"No","2014","Not Employed","lower secondary degree","","","",""
"No","2014","Not Employed","secondary school degree","","","",""
"No","2014","Not Employed","college entrance qualification","","","",""
"No","2014","Not Employed","Other degree","","","",""
"No","2014","Not Employed","no degree/no degree yet","","","",""
"No","2014","Employed","lower secondary degree","","","",""
"No","2014","Employed","secondary school degree","","","",""
"No","2014","Employed","college entrance qualification","","","",""
"No","2014","Employed","Other degree","","","",""
"No","2014","Employed","no degree/no degree yet","","","",""
"Yes","2015","Not Employed","lower secondary degree","","","",""
"Yes","2015","Not Employed","secondary school degree","","","",""
"Yes","2015","Not Employed","college entrance qualification","","","",""
"Yes","2015","Not Employed","Other degree","","","",""
"Yes","2015","Not Employed","no degree/no degree yet","","","",""
"Yes","2015","Employed","lower secondary degree","","","",""
"Yes","2015","Employed","secondary school degree","","","",""
"Yes","2015","Employed","college entrance qualification","","","",""
"Yes","2015","Employed","Other degree","","","",""
"Yes","2015","Employed","no degree/no degree yet","","","",""
"No","2015","Not Employed","lower secondary degree","","","",""
"No","2015","Not Employed","secondary school degree","","","",""
"No","2015","Not Employed","college entrance qualification","","","",""
"No","2015","Not Employed","Other degree","","","",""
"No","2015","Not Employed","no degree/no degree yet","","","",""
"No","2015","Employed","lower secondary degree","","","",""
"No","2015","Employed","secondary school degree","","","",""
"No","2015","Employed","college entrance qualification","","","",""
"No","2015","Employed","Other degree","","","",""
"No","2015","Employed","no degree/no degree yet","","","",""
"Yes","2016","Not Employed","lower secondary degree","15","","",""
"Yes","2016","Not Employed","secondary school degree","27","","",""
"Yes","2016","Not Employed","college entrance qualification","41","0.416876042447858","0.315575608485269","0.518176476410447"
"Yes","2016","Not Employed","Other degree","13","","",""
"Yes","2016","Not Employed","no degree/no degree yet","4","","",""
"Yes","2016","Employed","lower secondary degree","1113","0.474700357606291","0.454705513787357","0.494695201425226"
"Yes","2016","Employed","secondary school degree","2175","0.525692753667779","0.510573270191809","0.540812237143749"
"Yes","2016","Employed","college entrance qualification","2759","0.634389581632092","0.620185248110067","0.648593915154118"
"Yes","2016","Employed","Other degree","831","0.449447541530922","0.427050928742556","0.471844154319288"
"Yes","2016","Employed","no degree/no degree yet","84","0.40228935260019","0.337785393852027","0.466793311348352"
"No","2016","Not Employed","lower secondary degree","38","0.648369626403485","0.519821817621031","0.77691743518594"
"No","2016","Not Employed","secondary school degree","52","0.722707181382507","0.623991751381857","0.821422611383156"
"No","2016","Not Employed","college entrance qualification","50","0.583123957552142","0.481823523589553","0.684424391514731"
"No","2016","Not Employed","Other degree","39","0.838631196226781","0.738644615750654","0.938617776702908"
"No","2016","Not Employed","no degree/no degree yet","18","","",""
"No","2016","Employed","lower secondary degree","1283","0.525299642393709","0.505304798574774","0.545294486212643"
"No","2016","Employed","secondary school degree","2015","0.474307246332221","0.459187762856251","0.489426729808191"
"No","2016","Employed","college entrance qualification","1657","0.365610418367908","0.351406084845882","0.379814751889933"
"No","2016","Employed","Other degree","1064","0.550552458469078","0.528155845680712","0.572949071257444"
"No","2016","Employed","no degree/no degree yet","138","0.59771064739981","0.533206688651648","0.662214606147973"
"Yes","2017","Not Employed","lower secondary degree","","","",""
"Yes","2017","Not Employed","secondary school degree","","","",""
"Yes","2017","Not Employed","college entrance qualification","","","",""
"Yes","2017","Not Employed","Other degree","","","",""
"Yes","2017","Not Employed","no degree/no degree yet","","","",""
"Yes","2017","Employed","lower secondary degree","","","",""
"Yes","2017","Employed","secondary school degree","","","",""
"Yes","2017","Employed","college entrance qualification","","","",""
"Yes","2017","Employed","Other degree","","","",""
"Yes","2017","Employed","no degree/no degree yet","","","",""
"No","2017","Not Employed","lower secondary degree","","","",""
"No","2017","Not Employed","secondary school degree","","","",""
"No","2017","Not Employed","college entrance qualification","","","",""
"No","2017","Not Employed","Other degree","","","",""
"No","2017","Not Employed","no degree/no degree yet","","","",""
"No","2017","Employed","lower secondary degree","","","",""
"No","2017","Employed","secondary school degree","","","",""
"No","2017","Employed","college entrance qualification","","","",""
"No","2017","Employed","Other degree","","","",""
"No","2017","Employed","no degree/no degree yet","","","",""
"Yes","2018","Not Employed","lower secondary degree","","","",""
"Yes","2018","Not Employed","secondary school degree","","","",""
"Yes","2018","Not Employed","college entrance qualification","","","",""
"Yes","2018","Not Employed","Other degree","","","",""
"Yes","2018","Not Employed","no degree/no degree yet","","","",""
"Yes","2018","Employed","lower secondary degree","","","",""
"Yes","2018","Employed","secondary school degree","","","",""
"Yes","2018","Employed","college entrance qualification","","","",""
"Yes","2018","Employed","Other degree","","","",""
"Yes","2018","Employed","no degree/no degree yet","","","",""
"No","2018","Not Employed","lower secondary degree","","","",""
"No","2018","Not Employed","secondary school degree","","","",""
"No","2018","Not Employed","college entrance qualification","","","",""
"No","2018","Not Employed","Other degree","","","",""
"No","2018","Not Employed","no degree/no degree yet","","","",""
"No","2018","Employed","lower secondary degree","","","",""
"No","2018","Employed","secondary school degree","","","",""
"No","2018","Employed","college entrance qualification","","","",""
"No","2018","Employed","Other degree","","","",""
"No","2018","Employed","no degree/no degree yet","","","",""
"Yes","2019","Not Employed","lower secondary degree","23","","",""
"Yes","2019","Not Employed","secondary school degree","38","0.320877874725556","0.243551455567744","0.398204293883368"
"Yes","2019","Not Employed","college entrance qualification","86","0.456318922871892","0.388301397234346","0.524336448509438"
"Yes","2019","Not Employed","Other degree","16","","",""
"Yes","2019","Not Employed","no degree/no degree yet","9","","",""
"Yes","2019","Employed","lower secondary degree","966","0.466770446560323","0.44593282170932","0.487608071411325"
"Yes","2019","Employed","secondary school degree","2265","0.525979745169677","0.511800759143799","0.540158731195554"
"Yes","2019","Employed","college entrance qualification","3093","0.623408500275031","0.610860682509322","0.63595631804074"
"Yes","2019","Employed","Other degree","707","0.49893534658695","0.473632377710679","0.524238315463222"
"Yes","2019","Employed","no degree/no degree yet","83","0.455597483791705","0.389486965101804","0.521708002481605"
"No","2019","Not Employed","lower secondary degree","80","0.766261184789327","0.684530843730037","0.847991525848617"
"No","2019","Not Employed","secondary school degree","102","0.679122125274444","0.601795706116632","0.756448544432256"
"No","2019","Not Employed","college entrance qualification","120","0.543681077128108","0.475663551490562","0.611698602765654"
"No","2019","Not Employed","Other degree","39","0.725859547049763","0.607968830886894","0.843750263212633"
"No","2019","Not Employed","no degree/no degree yet","15","","",""
"No","2019","Employed","lower secondary degree","1236","0.533229553439677","0.512391928588675","0.55406717829068"
"No","2019","Employed","secondary school degree","2499","0.474020254830323","0.459841268804446","0.488199240856201"
"No","2019","Employed","college entrance qualification","2635","0.376591499724969","0.36404368195926","0.389139317490678"
"No","2019","Employed","Other degree","793","0.50106465341305","0.475761684536778","0.526367622289321"
"No","2019","Employed","no degree/no degree yet","135","0.544402516208295","0.478291997518395","0.610513034898196"
