"plb0050","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2006","indirect migration background","West Germany","233","0.509819147504199","0.464382334983603","0.555255960024795","1"
"Yes","2006","indirect migration background","East Germany","7","","","","1"
"No","2007","indirect migration background","West Germany","","","","","2"
"No","2007","indirect migration background","East Germany","","","","","2"
"No","2007","no migration background","West Germany","","","","","2"
"No","2007","no migration background","East Germany","","","","","2"
"No","2007","direct migration background","West Germany","","","","","2"
"No","2007","direct migration background","East Germany","","","","","2"
"Yes","2007","no migration background","West Germany","","","","","1"
"Yes","2007","no migration background","East Germany","","","","","1"
"Yes","2007","direct migration background","West Germany","","","","","1"
"Yes","2007","direct migration background","East Germany","","","","","1"
"Yes","2007","indirect migration background","West Germany","","","","","1"
"Yes","2007","indirect migration background","East Germany","","","","","1"
"No","2008","indirect migration background","West Germany","","","","","2"
"No","2008","indirect migration background","East Germany","","","","","2"
"No","2008","no migration background","West Germany","","","","","2"
"No","2008","no migration background","East Germany","","","","","2"
"No","2008","direct migration background","West Germany","","","","","2"
"No","2008","direct migration background","East Germany","","","","","2"
"Yes","2008","direct migration background","West Germany","","","","","1"
"Yes","2008","direct migration background","East Germany","","","","","1"
"Yes","2008","no migration background","West Germany","","","","","1"
"Yes","2008","no migration background","East Germany","","","","","1"
"Yes","2008","indirect migration background","West Germany","","","","","1"
"Yes","2008","indirect migration background","East Germany","","","","","1"
"No","2009","no migration background","West Germany","","","","","2"
"No","2009","indirect migration background","West Germany","","","","","2"
"No","2009","indirect migration background","East Germany","","","","","2"
"No","2009","no migration background","East Germany","","","","","2"
"No","2009","direct migration background","West Germany","","","","","2"
"No","2009","direct migration background","East Germany","","","","","2"
"Yes","2009","direct migration background","West Germany","","","","","1"
"Yes","2009","direct migration background","East Germany","","","","","1"
"Yes","2009","no migration background","West Germany","","","","","1"
"Yes","2009","no migration background","East Germany","","","","","1"
"Yes","2009","indirect migration background","West Germany","","","","","1"
"Yes","2009","indirect migration background","East Germany","","","","","1"
"No","2010","no migration background","West Germany","","","","","2"
"No","2010","no migration background","East Germany","","","","","2"
"No","2010","indirect migration background","West Germany","","","","","2"
"No","2010","indirect migration background","East Germany","","","","","2"
"No","2010","direct migration background","West Germany","","","","","2"
"No","2010","direct migration background","East Germany","","","","","2"
"Yes","2010","direct migration background","West Germany","","","","","1"
"Yes","2010","direct migration background","East Germany","","","","","1"
"Yes","2010","no migration background","West Germany","","","","","1"
"Yes","2010","no migration background","East Germany","","","","","1"
"Yes","2010","indirect migration background","West Germany","","","","","1"
"Yes","2010","indirect migration background","East Germany","","","","","1"
"No","2011","no migration background","West Germany","3219","0.442898460868612","0.431366212788382","0.454430708948841","2"
"No","2011","no migration background","East Germany","1253","0.520113883453267","0.500522270602172","0.539705496304363","2"
"No","2011","indirect migration background","West Germany","216","0.458834074104327","0.414209571614967","0.503458576593686","2"
"No","2011","indirect migration background","East Germany","12","","","","2"
"No","2011","direct migration background","West Germany","475","0.487656745230382","0.456217210859912","0.519096279600852","2"
"No","2011","direct migration background","East Germany","9","","","","2"
"Yes","2011","direct migration background","West Germany","496","0.512343254769618","0.480903720399148","0.543782789140088","1"
"Yes","2011","direct migration background","East Germany","12","","","","1"
"Yes","2011","indirect migration background","West Germany","263","0.541165925895673","0.496541423406314","0.585790428385033","1"
"Yes","2011","no migration background","West Germany","3908","0.557101539131388","0.545569291051159","0.568633787211618","1"
"Yes","2011","no migration background","East Germany","1245","0.479886116546733","0.460294503695637","0.499477729397828","1"
"Yes","2011","indirect migration background","East Germany","16","","","","1"
"No","2012","no migration background","West Germany","","","","","2"
"No","2012","no migration background","East Germany","","","","","2"
"No","2012","indirect migration background","West Germany","","","","","2"
"No","2012","indirect migration background","East Germany","","","","","2"
"No","2012","direct migration background","West Germany","","","","","2"
"No","2012","direct migration background","East Germany","","","","","2"
"Yes","2012","direct migration background","West Germany","","","","","1"
"Yes","2012","direct migration background","East Germany","","","","","1"
"Yes","2012","indirect migration background","West Germany","","","","","1"
"Yes","2012","indirect migration background","East Germany","","","","","1"
"Yes","2012","no migration background","West Germany","","","","","1"
"Yes","2012","no migration background","East Germany","","","","","1"
"No","2013","no migration background","West Germany","","","","","2"
"No","2013","no migration background","East Germany","","","","","2"
"No","2013","direct migration background","West Germany","","","","","2"
"No","2013","direct migration background","East Germany","","","","","2"
"No","2013","indirect migration background","West Germany","","","","","2"
"No","2013","indirect migration background","East Germany","","","","","2"
"Yes","2013","direct migration background","West Germany","","","","","1"
"Yes","2013","direct migration background","East Germany","","","","","1"
"Yes","2013","indirect migration background","West Germany","","","","","1"
"Yes","2013","indirect migration background","East Germany","","","","","1"
"Yes","2013","no migration background","West Germany","","","","","1"
"Yes","2013","no migration background","East Germany","","","","","1"
"No","2014","no migration background","West Germany","","","","","2"
"No","2014","no migration background","East Germany","","","","","2"
"No","2014","direct migration background","West Germany","","","","","2"
"No","2014","direct migration background","East Germany","","","","","2"
"No","2014","indirect migration background","West Germany","","","","","2"
"No","2014","indirect migration background","East Germany","","","","","2"
"Yes","2014","direct migration background","West Germany","","","","","1"
"Yes","2014","direct migration background","East Germany","","","","","1"
"Yes","2014","no migration background","West Germany","","","","","1"
"Yes","2014","indirect migration background","West Germany","","","","","1"
"Yes","2014","indirect migration background","East Germany","","","","","1"
"Yes","2014","no migration background","East Germany","","","","","1"
"No","2015","no migration background","West Germany","","","","","2"
"No","2015","no migration background","East Germany","","","","","2"
"No","2015","direct migration background","West Germany","","","","","2"
"No","2015","direct migration background","East Germany","","","","","2"
"No","2015","indirect migration background","West Germany","","","","","2"
"No","2015","indirect migration background","East Germany","","","","","2"
"Yes","2015","direct migration background","West Germany","","","","","1"
"Yes","2015","direct migration background","East Germany","","","","","1"
"Yes","2015","no migration background","West Germany","","","","","1"
"Yes","2015","no migration background","East Germany","","","","","1"
"Yes","2015","indirect migration background","West Germany","","","","","1"
"Yes","2015","indirect migration background","East Germany","","","","","1"
"No","2016","no migration background","West Germany","3330","0.430368537201367","0.419263184077607","0.441473890325128","2"
"No","2016","no migration background","East Germany","1216","0.494467835035033","0.474629893887381","0.514305776182685","2"
"No","2016","direct migration background","West Germany","1478","0.560583214700826","0.541739876172633","0.57942655322902","2"
"No","2016","direct migration background","East Germany","110","0.616267178002835","0.544827895733792","0.687706460271878","2"
"No","2016","indirect migration background","West Germany","446","0.425335862016476","0.393747556630022","0.456924167402929","2"
"No","2016","indirect migration background","East Germany","35","0.552386548047513","0.431503744278444","0.673269351816581","2"
"Yes","2016","direct migration background","West Germany","1187","0.439416785299174","0.42057344677098","0.458260123827367","1"
"Yes","2016","direct migration background","East Germany","68","0.383732821997165","0.312293539728122","0.455172104266208","1"
"Yes","2016","no migration background","West Germany","4306","0.569631462798633","0.558526109674872","0.580736815922393","1"
"Yes","2016","no migration background","East Germany","1224","0.505532164964967","0.485694223817314","0.525370106112619","1"
"Yes","2016","indirect migration background","West Germany","495","0.574664137983524","0.543075832597071","0.606252443369978","1"
"Yes","2016","indirect migration background","East Germany","30","0.447613451952487","0.326730648183419","0.568496255721556","1"
"No","2017","no migration background","West Germany","","","","","2"
"No","2017","no migration background","East Germany","","","","","2"
"No","2017","direct migration background","West Germany","","","","","2"
"No","2017","direct migration background","East Germany","","","","","2"
"No","2017","indirect migration background","West Germany","","","","","2"
"No","2017","indirect migration background","East Germany","","","","","2"
"Yes","2017","direct migration background","West Germany","","","","","1"
"Yes","2017","direct migration background","East Germany","","","","","1"
"Yes","2017","no migration background","West Germany","","","","","1"
"Yes","2017","no migration background","East Germany","","","","","1"
"Yes","2017","indirect migration background","West Germany","","","","","1"
"Yes","2017","indirect migration background","East Germany","","","","","1"
"No","2018","no migration background","West Germany","","","","","2"
"No","2018","no migration background","East Germany","","","","","2"
"No","2018","direct migration background","West Germany","","","","","2"
"No","2018","direct migration background","East Germany","","","","","2"
"No","2018","indirect migration background","West Germany","","","","","2"
"No","2018","indirect migration background","East Germany","","","","","2"
"Yes","2018","direct migration background","West Germany","","","","","1"
"Yes","2018","direct migration background","East Germany","","","","","1"
"Yes","2018","no migration background","West Germany","","","","","1"
"Yes","2018","no migration background","East Germany","","","","","1"
"Yes","2018","indirect migration background","West Germany","","","","","1"
"Yes","2018","indirect migration background","East Germany","","","","","1"
"No","2019","no migration background","West Germany","4555","0.443880570386869","0.433727558757398","0.45403358201634","2"
"No","2019","no migration background","East Germany","1606","0.482600166685416","0.464500547774853","0.500699785595978","2"
"No","2019","direct migration background","West Germany","1166","0.507967999337208","0.486991376510872","0.528944622163544","2"
"No","2019","direct migration background","East Germany","100","0.602022354637516","0.528442440206624","0.675602269068409","2"
"No","2019","indirect migration background","West Germany","539","0.450524631644436","0.420558305943636","0.480490957345235","2"
"No","2019","indirect migration background","East Germany","49","0.529568023683299","0.424078784699486","0.635057262667112","2"
"Yes","2019","direct migration background","West Germany","1016","0.492032000662792","0.471055377836456","0.513008623489128","1"
"Yes","2019","direct migration background","East Germany","70","0.397977645362484","0.324397730931591","0.471557559793376","1"
"Yes","2019","no migration background","West Germany","4644","0.556119429613131","0.54596641798366","0.566272441242602","1"
"Yes","2019","indirect migration background","West Germany","520","0.549475368355564","0.519509042654765","0.579441694056364","1"
"Yes","2019","no migration background","East Germany","1322","0.517399833314584","0.499300214404022","0.535499452225147","1"
"Yes","2019","indirect migration background","East Germany","37","0.470431976316701","0.364942737332888","0.575921215300514","1"
