"plb0050","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2006","indirect migration background","vocational + Abi","21","","","","1"
"Yes","2006","indirect migration background","higher vocational","18","","","","1"
"Yes","2006","indirect migration background","higher education","41","0.666897496363518","0.553188555270979","0.780606437456057","1"
"Yes","2006","no migration background","in school","4","","","","1"
"Yes","2006","no migration background","inadequately","11","","","","1"
"Yes","2006","no migration background","general elemantary","246","0.429560828207217","0.389275110972804","0.469846545441629","1"
"Yes","2006","no migration background","middle vocational","2470","0.489679265715788","0.476083101719903","0.503275429711674","1"
"Yes","2006","no migration background","vocational + Abi","322","0.466961842126274","0.428607789556944","0.505315894695604","1"
"Yes","2006","no migration background","higher vocational","473","0.487831143089688","0.455877122635286","0.51978516354409","1"
"Yes","2006","no migration background","higher education","1750","0.599953204039809","0.582051587637052","0.617854820442567","1"
"Yes","2006","direct migration background","in school","","","","","1"
"Yes","2006","direct migration background","inadequately","19","","","","1"
"Yes","2006","direct migration background","general elemantary","120","0.470075121493161","0.404860103279937","0.535290139706384","1"
"Yes","2006","direct migration background","middle vocational","253","0.479329892821892","0.435497377070808","0.523162408572976","1"
"Yes","2006","direct migration background","vocational + Abi","80","0.54574259307551","0.464700803300299","0.626784382850721","1"
"Yes","2006","direct migration background","higher vocational","35","0.358849145263324","0.256878609997629","0.46081968052902","1"
"Yes","2006","direct migration background","higher education","122","0.490104309957397","0.425498867612198","0.554709752302596","1"
"Yes","2006","indirect migration background","in school","","","","","1"
"Yes","2006","indirect migration background","inadequately","1","","","","1"
"No","2007","indirect migration background","higher education","","","","","2"
"No","2007","indirect migration background","vocational + Abi","","","","","2"
"No","2007","indirect migration background","middle vocational","","","","","2"
"No","2007","indirect migration background","higher vocational","","","","","2"
"No","2007","indirect migration background","inadequately","","","","","2"
"No","2007","indirect migration background","general elemantary","","","","","2"
"No","2007","direct migration background","middle vocational","","","","","2"
"No","2007","direct migration background","vocational + Abi","","","","","2"
"No","2007","direct migration background","higher vocational","","","","","2"
"No","2007","direct migration background","higher education","","","","","2"
"No","2007","indirect migration background","in school","","","","","2"
"No","2007","no migration background","higher vocational","","","","","2"
"No","2007","no migration background","higher education","","","","","2"
"No","2007","direct migration background","in school","","","","","2"
"No","2007","direct migration background","inadequately","","","","","2"
"No","2007","direct migration background","general elemantary","","","","","2"
"No","2007","no migration background","in school","","","","","2"
"No","2007","no migration background","inadequately","","","","","2"
"No","2007","no migration background","general elemantary","","","","","2"
"No","2007","no migration background","middle vocational","","","","","2"
"No","2007","no migration background","vocational + Abi","","","","","2"
"Yes","2007","indirect migration background","general elemantary","","","","","1"
"Yes","2007","indirect migration background","middle vocational","","","","","1"
"Yes","2007","indirect migration background","vocational + Abi","","","","","1"
"Yes","2007","indirect migration background","higher vocational","","","","","1"
"Yes","2007","indirect migration background","higher education","","","","","1"
"Yes","2007","direct migration background","vocational + Abi","","","","","1"
"Yes","2007","direct migration background","higher vocational","","","","","1"
"Yes","2007","direct migration background","higher education","","","","","1"
"Yes","2007","indirect migration background","in school","","","","","1"
"Yes","2007","indirect migration background","inadequately","","","","","1"
"Yes","2007","no migration background","in school","","","","","1"
"Yes","2007","no migration background","inadequately","","","","","1"
"Yes","2007","no migration background","general elemantary","","","","","1"
"Yes","2007","no migration background","middle vocational","","","","","1"
"Yes","2007","no migration background","vocational + Abi","","","","","1"
"Yes","2007","no migration background","higher vocational","","","","","1"
"Yes","2007","no migration background","higher education","","","","","1"
"Yes","2007","direct migration background","in school","","","","","1"
"Yes","2007","direct migration background","inadequately","","","","","1"
"Yes","2007","direct migration background","general elemantary","","","","","1"
"Yes","2007","direct migration background","middle vocational","","","","","1"
"No","2008","indirect migration background","higher vocational","","","","","2"
"No","2008","indirect migration background","higher education","","","","","2"
"No","2008","indirect migration background","inadequately","","","","","2"
"No","2008","indirect migration background","vocational + Abi","","","","","2"
"No","2008","indirect migration background","general elemantary","","","","","2"
"No","2008","indirect migration background","middle vocational","","","","","2"
"No","2008","direct migration background","vocational + Abi","","","","","2"
"No","2008","indirect migration background","in school","","","","","2"
"No","2008","direct migration background","middle vocational","","","","","2"
"No","2008","direct migration background","higher vocational","","","","","2"
"No","2008","direct migration background","higher education","","","","","2"
"No","2008","no migration background","higher vocational","","","","","2"
"No","2008","no migration background","higher education","","","","","2"
"No","2008","direct migration background","in school","","","","","2"
"No","2008","direct migration background","inadequately","","","","","2"
"No","2008","direct migration background","general elemantary","","","","","2"
"No","2008","no migration background","in school","","","","","2"
"No","2008","no migration background","inadequately","","","","","2"
"No","2008","no migration background","general elemantary","","","","","2"
"No","2008","no migration background","middle vocational","","","","","2"
"No","2008","no migration background","vocational + Abi","","","","","2"
"Yes","2008","indirect migration background","general elemantary","","","","","1"
"Yes","2008","indirect migration background","middle vocational","","","","","1"
"Yes","2008","indirect migration background","vocational + Abi","","","","","1"
"Yes","2008","indirect migration background","higher vocational","","","","","1"
"Yes","2008","indirect migration background","higher education","","","","","1"
"Yes","2008","direct migration background","vocational + Abi","","","","","1"
"Yes","2008","direct migration background","higher vocational","","","","","1"
"Yes","2008","direct migration background","higher education","","","","","1"
"Yes","2008","indirect migration background","in school","","","","","1"
"Yes","2008","indirect migration background","inadequately","","","","","1"
"Yes","2008","no migration background","general elemantary","","","","","1"
"Yes","2008","no migration background","middle vocational","","","","","1"
"Yes","2008","no migration background","higher vocational","","","","","1"
"Yes","2008","direct migration background","in school","","","","","1"
"Yes","2008","direct migration background","inadequately","","","","","1"
"Yes","2008","direct migration background","middle vocational","","","","","1"
"Yes","2008","no migration background","in school","","","","","1"
"Yes","2008","no migration background","inadequately","","","","","1"
"Yes","2008","no migration background","vocational + Abi","","","","","1"
"Yes","2008","no migration background","higher education","","","","","1"
"Yes","2008","direct migration background","general elemantary","","","","","1"
"No","2009","indirect migration background","general elemantary","","","","","2"
"No","2009","indirect migration background","vocational + Abi","","","","","2"
"No","2009","indirect migration background","higher education","","","","","2"
"No","2009","indirect migration background","middle vocational","","","","","2"
"No","2009","indirect migration background","higher vocational","","","","","2"
"No","2009","indirect migration background","inadequately","","","","","2"
"No","2009","direct migration background","vocational + Abi","","","","","2"
"No","2009","direct migration background","higher vocational","","","","","2"
"No","2009","indirect migration background","in school","","","","","2"
"No","2009","direct migration background","middle vocational","","","","","2"
"No","2009","direct migration background","higher education","","","","","2"
"No","2009","no migration background","higher vocational","","","","","2"
"No","2009","no migration background","higher education","","","","","2"
"No","2009","direct migration background","in school","","","","","2"
"No","2009","direct migration background","inadequately","","","","","2"
"No","2009","direct migration background","general elemantary","","","","","2"
"No","2009","no migration background","in school","","","","","2"
"No","2009","no migration background","inadequately","","","","","2"
"No","2009","no migration background","general elemantary","","","","","2"
"No","2009","no migration background","middle vocational","","","","","2"
"No","2009","no migration background","vocational + Abi","","","","","2"
"Yes","2009","indirect migration background","general elemantary","","","","","1"
"Yes","2009","indirect migration background","middle vocational","","","","","1"
"Yes","2009","indirect migration background","vocational + Abi","","","","","1"
"Yes","2009","indirect migration background","higher vocational","","","","","1"
"Yes","2009","indirect migration background","higher education","","","","","1"
"Yes","2009","direct migration background","vocational + Abi","","","","","1"
"Yes","2009","direct migration background","higher vocational","","","","","1"
"Yes","2009","direct migration background","higher education","","","","","1"
"Yes","2009","indirect migration background","in school","","","","","1"
"Yes","2009","indirect migration background","inadequately","","","","","1"
"Yes","2009","no migration background","in school","","","","","1"
"Yes","2009","no migration background","general elemantary","","","","","1"
"Yes","2009","no migration background","vocational + Abi","","","","","1"
"Yes","2009","no migration background","higher vocational","","","","","1"
"Yes","2009","direct migration background","in school","","","","","1"
"Yes","2009","direct migration background","general elemantary","","","","","1"
"Yes","2009","no migration background","inadequately","","","","","1"
"Yes","2009","no migration background","middle vocational","","","","","1"
"Yes","2009","no migration background","higher education","","","","","1"
"Yes","2009","direct migration background","inadequately","","","","","1"
"Yes","2009","direct migration background","middle vocational","","","","","1"
"No","2010","indirect migration background","inadequately","","","","","2"
"No","2010","indirect migration background","middle vocational","","","","","2"
"No","2010","indirect migration background","higher education","","","","","2"
"No","2010","indirect migration background","general elemantary","","","","","2"
"No","2010","indirect migration background","vocational + Abi","","","","","2"
"No","2010","indirect migration background","higher vocational","","","","","2"
"No","2010","direct migration background","middle vocational","","","","","2"
"No","2010","direct migration background","vocational + Abi","","","","","2"
"No","2010","direct migration background","higher vocational","","","","","2"
"No","2010","direct migration background","higher education","","","","","2"
"No","2010","indirect migration background","in school","","","","","2"
"No","2010","no migration background","higher vocational","","","","","2"
"No","2010","no migration background","higher education","","","","","2"
"No","2010","direct migration background","in school","","","","","2"
"No","2010","direct migration background","inadequately","","","","","2"
"No","2010","direct migration background","general elemantary","","","","","2"
"No","2010","no migration background","in school","","","","","2"
"No","2010","no migration background","inadequately","","","","","2"
"No","2010","no migration background","general elemantary","","","","","2"
"No","2010","no migration background","middle vocational","","","","","2"
"No","2010","no migration background","vocational + Abi","","","","","2"
"Yes","2010","indirect migration background","general elemantary","","","","","1"
"Yes","2010","indirect migration background","middle vocational","","","","","1"
"Yes","2010","indirect migration background","vocational + Abi","","","","","1"
"Yes","2010","indirect migration background","higher vocational","","","","","1"
"Yes","2010","indirect migration background","higher education","","","","","1"
"Yes","2010","direct migration background","vocational + Abi","","","","","1"
"Yes","2010","direct migration background","higher vocational","","","","","1"
"Yes","2010","direct migration background","higher education","","","","","1"
"Yes","2010","indirect migration background","in school","","","","","1"
"Yes","2010","indirect migration background","inadequately","","","","","1"
"Yes","2010","no migration background","higher education","","","","","1"
"Yes","2010","direct migration background","in school","","","","","1"
"Yes","2010","direct migration background","inadequately","","","","","1"
"Yes","2010","direct migration background","general elemantary","","","","","1"
"Yes","2010","direct migration background","middle vocational","","","","","1"
"Yes","2010","no migration background","inadequately","","","","","1"
"Yes","2010","no migration background","general elemantary","","","","","1"
"Yes","2010","no migration background","vocational + Abi","","","","","1"
"Yes","2010","no migration background","in school","","","","","1"
"Yes","2010","no migration background","middle vocational","","","","","1"
"Yes","2010","no migration background","higher vocational","","","","","1"
"No","2011","direct migration background","middle vocational","212","0.496611547184304","0.448851244070524","0.544371850298084","2"
"No","2011","direct migration background","higher vocational","27","","","","2"
"No","2011","indirect migration background","in school","6","","","","2"
"No","2011","indirect migration background","middle vocational","98","0.470642680363044","0.405277841102961","0.536007519623127","2"
"No","2011","indirect migration background","higher vocational","17","","","","2"
"No","2011","direct migration background","vocational + Abi","59","0.43097320291156","0.344846519470902","0.517099886352218","2"
"No","2011","direct migration background","higher education","92","0.4253585629002","0.358008349199192","0.492708776601208","2"
"No","2011","indirect migration background","inadequately","6","","","","2"
"No","2011","indirect migration background","general elemantary","40","0.456157661660818","0.345623942320311","0.566691381001325","2"
"No","2011","indirect migration background","vocational + Abi","9","","","","2"
"No","2011","indirect migration background","higher education","32","0.389109623076104","0.29054937409414","0.487669872058068","2"
"No","2011","no migration background","higher vocational","375","0.485443115140733","0.450723298182693","0.520162932098773","2"
"No","2011","no migration background","higher education","970","0.363399315780836","0.345065917690745","0.381732713870927","2"
"No","2011","direct migration background","in school","","","","","2"
"No","2011","direct migration background","inadequately","11","","","","2"
"No","2011","direct migration background","general elemantary","79","0.52284374973284","0.443957011501013","0.601730487964666","2"
"No","2011","no migration background","in school","14","","","","2"
"No","2011","no migration background","inadequately","25","","","","2"
"No","2011","no migration background","general elemantary","291","0.512157572906829","0.46952194012905","0.554793205684608","2"
"No","2011","no migration background","middle vocational","2432","0.496697871344132","0.482554831299948","0.510840911388316","2"
"No","2011","no migration background","vocational + Abi","310","0.42606290292261","0.388868104165884","0.463257701679335","2"
"Yes","2011","indirect migration background","general elemantary","38","0.543842338339182","0.433308618998675","0.654376057679689","1"
"Yes","2011","indirect migration background","middle vocational","126","0.529357319636956","0.463992480376873","0.594722158897039","1"
"Yes","2011","indirect migration background","vocational + Abi","21","","","","1"
"Yes","2011","indirect migration background","higher vocational","13","","","","1"
"Yes","2011","indirect migration background","higher education","62","0.610890376923896","0.512330127941932","0.70945062590586","1"
"Yes","2011","direct migration background","vocational + Abi","68","0.56902679708844","0.482900113647782","0.655153480529098","1"
"Yes","2011","direct migration background","higher vocational","24","","","","1"
"Yes","2011","direct migration background","higher education","115","0.5746414370998","0.507291223398792","0.641991650800808","1"
"Yes","2011","indirect migration background","in school","1","","","","1"
"Yes","2011","indirect migration background","inadequately","3","","","","1"
"Yes","2011","direct migration background","in school","","","","","1"
"Yes","2011","direct migration background","middle vocational","209","0.503388452815696","0.455628149701916","0.551148755929476","1"
"Yes","2011","no migration background","higher education","1674","0.636600684219164","0.618267286129073","0.654934082309255","1"
"Yes","2011","direct migration background","inadequately","14","","","","1"
"Yes","2011","direct migration background","general elemantary","75","0.47715625026716","0.398269512035334","0.556042988498987","1"
"Yes","2011","no migration background","higher vocational","421","0.514556884859267","0.479837067901227","0.549276701817307","1"
"Yes","2011","no migration background","inadequately","10","","","","1"
"Yes","2011","no migration background","middle vocational","2369","0.503302128655868","0.489159088611684","0.517445168700052","1"
"Yes","2011","no migration background","in school","11","","","","1"
"Yes","2011","no migration background","general elemantary","237","0.487842427093171","0.445206794315392","0.53047805987095","1"
"Yes","2011","no migration background","vocational + Abi","369","0.57393709707739","0.536742298320665","0.611131895834115","1"
"No","2012","direct migration background","vocational + Abi","","","","","2"
"No","2012","indirect migration background","in school","","","","","2"
"No","2012","indirect migration background","general elemantary","","","","","2"
"No","2012","indirect migration background","higher vocational","","","","","2"
"No","2012","indirect migration background","higher education","","","","","2"
"No","2012","direct migration background","middle vocational","","","","","2"
"No","2012","direct migration background","higher vocational","","","","","2"
"No","2012","direct migration background","higher education","","","","","2"
"No","2012","indirect migration background","inadequately","","","","","2"
"No","2012","indirect migration background","middle vocational","","","","","2"
"No","2012","indirect migration background","vocational + Abi","","","","","2"
"No","2012","no migration background","higher vocational","","","","","2"
"No","2012","no migration background","higher education","","","","","2"
"No","2012","direct migration background","in school","","","","","2"
"No","2012","direct migration background","inadequately","","","","","2"
"No","2012","direct migration background","general elemantary","","","","","2"
"No","2012","no migration background","in school","","","","","2"
"No","2012","no migration background","inadequately","","","","","2"
"No","2012","no migration background","general elemantary","","","","","2"
