"plb0050","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2003","16-34 y.","direct migration background","","","",""
"Yes","2003","16-34 y.","indirect migration background","","","",""
"Yes","2003","35-65 y.","no migration background","","","",""
"Yes","2003","35-65 y.","direct migration background","","","",""
"Yes","2003","35-65 y.","indirect migration background","","","",""
"Yes","2003","66 and older","no migration background","","","",""
"Yes","2003","66 and older","direct migration background","","","",""
"Yes","2003","66 and older","indirect migration background","","","",""
"No","2003","16-34 y.","no migration background","","","",""
"No","2003","16-34 y.","direct migration background","","","",""
"No","2003","16-34 y.","indirect migration background","","","",""
"No","2003","35-65 y.","no migration background","","","",""
"No","2003","35-65 y.","direct migration background","","","",""
"No","2003","35-65 y.","indirect migration background","","","",""
"No","2003","66 and older","no migration background","","","",""
"No","2003","66 and older","direct migration background","","","",""
"No","2003","66 and older","indirect migration background","","","",""
"Yes","2004","16-34 y.","no migration background","","","",""
"Yes","2004","16-34 y.","direct migration background","","","",""
"Yes","2004","16-34 y.","indirect migration background","","","",""
"Yes","2004","35-65 y.","no migration background","","","",""
"Yes","2004","35-65 y.","direct migration background","","","",""
"Yes","2004","35-65 y.","indirect migration background","","","",""
"Yes","2004","66 and older","no migration background","","","",""
"Yes","2004","66 and older","direct migration background","","","",""
"Yes","2004","66 and older","indirect migration background","","","",""
"No","2004","16-34 y.","no migration background","","","",""
"No","2004","16-34 y.","direct migration background","","","",""
"No","2004","16-34 y.","indirect migration background","","","",""
"No","2004","35-65 y.","no migration background","","","",""
"No","2004","35-65 y.","direct migration background","","","",""
"No","2004","35-65 y.","indirect migration background","","","",""
"No","2004","66 and older","no migration background","","","",""
"No","2004","66 and older","direct migration background","","","",""
"No","2004","66 and older","indirect migration background","","","",""
"Yes","2005","16-34 y.","no migration background","","","",""
"Yes","2005","16-34 y.","direct migration background","","","",""
"Yes","2005","16-34 y.","indirect migration background","","","",""
"Yes","2005","35-65 y.","no migration background","","","",""
"Yes","2005","35-65 y.","direct migration background","","","",""
"Yes","2005","35-65 y.","indirect migration background","","","",""
"Yes","2005","66 and older","no migration background","","","",""
"Yes","2005","66 and older","direct migration background","","","",""
"Yes","2005","66 and older","indirect migration background","","","",""
"No","2005","16-34 y.","no migration background","","","",""
"No","2005","16-34 y.","direct migration background","","","",""
"No","2005","16-34 y.","indirect migration background","","","",""
"No","2005","35-65 y.","no migration background","","","",""
"No","2005","35-65 y.","direct migration background","","","",""
"No","2005","35-65 y.","indirect migration background","","","",""
"No","2005","66 and older","no migration background","","","",""
"No","2005","66 and older","direct migration background","","","",""
"No","2005","66 and older","indirect migration background","","","",""
"Yes","2006","16-34 y.","no migration background","1111","0.454512964918355","0.434904190871642","0.474121738965068"
"Yes","2006","16-34 y.","direct migration background","132","0.435835679999382","0.379817493913726","0.491853866085038"
"Yes","2006","16-34 y.","indirect migration background","167","0.482451546324355","0.430324502380546","0.534578590268164"
"Yes","2006","35-65 y.","no migration background","4183","0.532424302945846","0.521333047102026","0.543515558789667"
"Yes","2006","35-65 y.","direct migration background","499","0.505010465956305","0.472543844301673","0.537477087610937"
"Yes","2006","35-65 y.","indirect migration background","73","0.600300039217639","0.515771283801909","0.684828794633369"
"Yes","2006","66 and older","no migration background","20","","",""
"Yes","2006","66 and older","direct migration background","4","","",""
"Yes","2006","66 and older","indirect migration background","","","",""
"No","2006","16-34 y.","no migration background","1366","0.545487035081645","0.525878261034932","0.565095809128358"
"No","2006","16-34 y.","direct migration background","169","0.564164320000618","0.508146133914963","0.620182506086274"
"No","2006","16-34 y.","indirect migration background","186","0.517548453675645","0.465421409731836","0.569675497619454"
"No","2006","35-65 y.","no migration background","3591","0.467575697054154","0.456484441210334","0.478666952897974"
"No","2006","35-65 y.","direct migration background","412","0.494989534043695","0.462522912389063","0.527456155698327"
"No","2006","35-65 y.","indirect migration background","56","0.399699960782361","0.315171205366631","0.484228716198091"
"No","2006","66 and older","no migration background","143","0.878972585261354","0.82890186577896","0.929043304743749"
"No","2006","66 and older","direct migration background","15","","",""
"No","2006","66 and older","indirect migration background","1","","",""
"Yes","2007","16-34 y.","no migration background","","","",""
"Yes","2007","16-34 y.","direct migration background","","","",""
"Yes","2007","16-34 y.","indirect migration background","","","",""
"Yes","2007","35-65 y.","no migration background","","","",""
"Yes","2007","35-65 y.","direct migration background","","","",""
"Yes","2007","35-65 y.","indirect migration background","","","",""
"Yes","2007","66 and older","no migration background","","","",""
"Yes","2007","66 and older","direct migration background","","","",""
"Yes","2007","66 and older","indirect migration background","","","",""
"No","2007","16-34 y.","no migration background","","","",""
"No","2007","16-34 y.","direct migration background","","","",""
"No","2007","16-34 y.","indirect migration background","","","",""
"No","2007","35-65 y.","no migration background","","","",""
"No","2007","35-65 y.","direct migration background","","","",""
"No","2007","35-65 y.","indirect migration background","","","",""
"No","2007","66 and older","no migration background","","","",""
"No","2007","66 and older","direct migration background","","","",""
"No","2007","66 and older","indirect migration background","","","",""
"Yes","2008","16-34 y.","no migration background","","","",""
"Yes","2008","16-34 y.","direct migration background","","","",""
"Yes","2008","16-34 y.","indirect migration background","","","",""
"Yes","2008","35-65 y.","no migration background","","","",""
"Yes","2008","35-65 y.","direct migration background","","","",""
"Yes","2008","35-65 y.","indirect migration background","","","",""
"Yes","2008","66 and older","no migration background","","","",""
"Yes","2008","66 and older","direct migration background","","","",""
"Yes","2008","66 and older","indirect migration background","","","",""
"No","2008","16-34 y.","no migration background","","","",""
"No","2008","16-34 y.","direct migration background","","","",""
"No","2008","16-34 y.","indirect migration background","","","",""
"No","2008","35-65 y.","no migration background","","","",""
"No","2008","35-65 y.","direct migration background","","","",""
"No","2008","35-65 y.","indirect migration background","","","",""
"No","2008","66 and older","no migration background","","","",""
"No","2008","66 and older","direct migration background","","","",""
"No","2008","66 and older","indirect migration background","","","",""
"Yes","2009","16-34 y.","no migration background","","","",""
"Yes","2009","16-34 y.","direct migration background","","","",""
"Yes","2009","16-34 y.","indirect migration background","","","",""
"Yes","2009","35-65 y.","no migration background","","","",""
"Yes","2009","35-65 y.","direct migration background","","","",""
"Yes","2009","35-65 y.","indirect migration background","","","",""
"Yes","2009","66 and older","no migration background","","","",""
"Yes","2009","66 and older","direct migration background","","","",""
"Yes","2009","66 and older","indirect migration background","","","",""
"No","2009","16-34 y.","no migration background","","","",""
"No","2009","16-34 y.","direct migration background","","","",""
"No","2009","16-34 y.","indirect migration background","","","",""
"No","2009","35-65 y.","no migration background","","","",""
"No","2009","35-65 y.","direct migration background","","","",""
"No","2009","35-65 y.","indirect migration background","","","",""
"No","2009","66 and older","no migration background","","","",""
"No","2009","66 and older","direct migration background","","","",""
"No","2009","66 and older","indirect migration background","","","",""
"Yes","2010","16-34 y.","no migration background","","","",""
"Yes","2010","16-34 y.","direct migration background","","","",""
"Yes","2010","16-34 y.","indirect migration background","","","",""
"Yes","2010","35-65 y.","no migration background","","","",""
"Yes","2010","35-65 y.","direct migration background","","","",""
"Yes","2010","35-65 y.","indirect migration background","","","",""
"Yes","2010","66 and older","no migration background","","","",""
"Yes","2010","66 and older","direct migration background","","","",""
"Yes","2010","66 and older","indirect migration background","","","",""
"No","2010","16-34 y.","no migration background","","","",""
"No","2010","16-34 y.","direct migration background","","","",""
"No","2010","16-34 y.","indirect migration background","","","",""
"No","2010","35-65 y.","no migration background","","","",""
"No","2010","35-65 y.","direct migration background","","","",""
"No","2010","35-65 y.","indirect migration background","","","",""
"No","2010","66 and older","no migration background","","","",""
"No","2010","66 and older","direct migration background","","","",""
"No","2010","66 and older","indirect migration background","","","",""
"Yes","2011","16-34 y.","no migration background","1108","0.50961460949152","0.48876778406503","0.53046143491801"
"Yes","2011","16-34 y.","direct migration background","114","0.541348316862511","0.473793730493541","0.608902903231481"
"Yes","2011","16-34 y.","indirect migration background","153","0.521081721700867","0.464075703252749","0.578087740148985"
"Yes","2011","35-65 y.","no migration background","4013","0.562198117381796","0.550771114862016","0.573625119901576"
"Yes","2011","35-65 y.","direct migration background","390","0.506513507708532","0.471154454171614","0.54187256124545"
"Yes","2011","35-65 y.","indirect migration background","126","0.594683304905083","0.528595659320982","0.660770950489185"
"Yes","2011","66 and older","no migration background","32","0.193365618772111","0.134851986266583","0.251879251277638"
"Yes","2011","66 and older","direct migration background","4","","",""
"Yes","2011","66 and older","indirect migration background","","","",""
"No","2011","16-34 y.","no migration background","1101","0.49038539050848","0.46953856508199","0.511232215934971"
"No","2011","16-34 y.","direct migration background","95","0.458651683137489","0.391097096768519","0.526206269506459"
"No","2011","16-34 y.","indirect migration background","142","0.478918278299133","0.421912259851015","0.535924296747251"
"No","2011","35-65 y.","no migration background","3228","0.437801882618204","0.426374880098424","0.449228885137984"
"No","2011","35-65 y.","direct migration background","378","0.493486492291468","0.45812743875455","0.528845545828386"
"No","2011","35-65 y.","indirect migration background","86","0.405316695094917","0.339229049510815","0.471404340679018"
"No","2011","66 and older","no migration background","143","0.806634381227889","0.748120748722362","0.865148013733417"
"No","2011","66 and older","direct migration background","11","","",""
"No","2011","66 and older","indirect migration background","","","",""
"Yes","2012","16-34 y.","no migration background","","","",""
"Yes","2012","16-34 y.","direct migration background","","","",""
"Yes","2012","16-34 y.","indirect migration background","","","",""
"Yes","2012","35-65 y.","no migration background","","","",""
"Yes","2012","35-65 y.","direct migration background","","","",""
"Yes","2012","35-65 y.","indirect migration background","","","",""
"Yes","2012","66 and older","no migration background","","","",""
"Yes","2012","66 and older","direct migration background","","","",""
"Yes","2012","66 and older","indirect migration background","","","",""
"No","2012","16-34 y.","no migration background","","","",""
"No","2012","16-34 y.","direct migration background","","","",""
"No","2012","16-34 y.","indirect migration background","","","",""
"No","2012","35-65 y.","no migration background","","","",""
"No","2012","35-65 y.","direct migration background","","","",""
"No","2012","35-65 y.","indirect migration background","","","",""
"No","2012","66 and older","no migration background","","","",""
"No","2012","66 and older","direct migration background","","","",""
"No","2012","66 and older","indirect migration background","","","",""
"Yes","2013","16-34 y.","no migration background","","","",""
"Yes","2013","16-34 y.","direct migration background","","","",""
"Yes","2013","16-34 y.","indirect migration background","","","",""
"Yes","2013","35-65 y.","no migration background","","","",""
"Yes","2013","35-65 y.","direct migration background","","","",""
"Yes","2013","35-65 y.","indirect migration background","","","",""
"Yes","2013","66 and older","no migration background","","","",""
"Yes","2013","66 and older","direct migration background","","","",""
"Yes","2013","66 and older","indirect migration background","","","",""
"No","2013","16-34 y.","no migration background","","","",""
"No","2013","16-34 y.","direct migration background","","","",""
"No","2013","16-34 y.","indirect migration background","","","",""
"No","2013","35-65 y.","no migration background","","","",""
"No","2013","35-65 y.","direct migration background","","","",""
"No","2013","35-65 y.","indirect migration background","","","",""
"No","2013","66 and older","no migration background","","","",""
"No","2013","66 and older","direct migration background","","","",""
"No","2013","66 and older","indirect migration background","","","",""
"Yes","2014","16-34 y.","no migration background","","","",""
"Yes","2014","16-34 y.","direct migration background","","","",""
"Yes","2014","16-34 y.","indirect migration background","","","",""
"Yes","2014","35-65 y.","no migration background","","","",""
"Yes","2014","35-65 y.","direct migration background","","","",""
"Yes","2014","35-65 y.","indirect migration background","","","",""
"Yes","2014","66 and older","no migration background","","","",""
"Yes","2014","66 and older","direct migration background","","","",""
"Yes","2014","66 and older","indirect migration background","","","",""
"No","2014","16-34 y.","no migration background","","","",""
"No","2014","16-34 y.","direct migration background","","","",""
"No","2014","16-34 y.","indirect migration background","","","",""
"No","2014","35-65 y.","no migration background","","","",""
"No","2014","35-65 y.","direct migration background","","","",""
"No","2014","35-65 y.","indirect migration background","","","",""
"No","2014","66 and older","no migration background","","","",""
"No","2014","66 and older","direct migration background","","","",""
"No","2014","66 and older","indirect migration background","","","",""
"Yes","2015","16-34 y.","no migration background","","","",""
"Yes","2015","16-34 y.","direct migration background","","","",""
"Yes","2015","16-34 y.","indirect migration background","","","",""
"Yes","2015","35-65 y.","no migration background","","","",""
"Yes","2015","35-65 y.","direct migration background","","","",""
"Yes","2015","35-65 y.","indirect migration background","","","",""
"Yes","2015","66 and older","no migration background","","","",""
"Yes","2015","66 and older","direct migration background","","","",""
"Yes","2015","66 and older","indirect migration background","","","",""
"No","2015","16-34 y.","no migration background","","","",""
"No","2015","16-34 y.","direct migration background","","","",""
"No","2015","16-34 y.","indirect migration background","","","",""
"No","2015","35-65 y.","no migration background","","","",""
"No","2015","35-65 y.","direct migration background","","","",""
"No","2015","35-65 y.","indirect migration background","","","",""
"No","2015","66 and older","no migration background","","","",""
"No","2015","66 and older","direct migration background","","","",""
"No","2015","66 and older","indirect migration background","","","",""
"Yes","2016","16-34 y.","no migration background","1103","0.526760773446913","0.505512441713163","0.548009105180662"
"Yes","2016","16-34 y.","direct migration background","348","0.438965578884945","0.404534024234241","0.473397133535649"
"Yes","2016","16-34 y.","indirect migration background","247","0.544210287842402","0.500985921448925","0.587434654235879"
"Yes","2016","35-65 y.","no migration background","4369","0.576957772483474","0.565952890695702","0.587962654271246"
"Yes","2016","35-65 y.","direct migration background","907","0.448984747519588","0.427310314089367","0.470659180949808"
"Yes","2016","35-65 y.","indirect migration background","278","0.610247057635749","0.567327543092756","0.653166572178743"
"Yes","2016","66 and older","no migration background","58","0.256104029120126","0.197487162683945","0.314720895556307"
"Yes","2016","66 and older","direct migration background","","","",""
"Yes","2016","66 and older","indirect migration background","","","",""
"No","2016","16-34 y.","no migration background","1018","0.473239226553087","0.451990894819338","0.494487558286837"
"No","2016","16-34 y.","direct migration background","450","0.561034421115055","0.526602866464351","0.595465975765759"
"No","2016","16-34 y.","indirect migration background","263","0.455789712157598","0.412565345764121","0.499014078551075"
"No","2016","35-65 y.","no migration background","3373","0.423042227516526","0.412037345728754","0.434047109304298"
"No","2016","35-65 y.","direct migration background","1116","0.551015252480413","0.529340819050192","0.572689685910634"
"No","2016","35-65 y.","indirect migration background","218","0.38975294236425","0.346833427821257","0.432672456907244"
"No","2016","66 and older","no migration background","155","0.743895970879874","0.685279104443693","0.802512837316055"
"No","2016","66 and older","direct migration background","22","","",""
"No","2016","66 and older","indirect migration background","","","",""
"Yes","2017","16-34 y.","no migration background","","","",""
"Yes","2017","16-34 y.","direct migration background","","","",""
"Yes","2017","16-34 y.","indirect migration background","","","",""
"Yes","2017","35-65 y.","no migration background","","","",""
"Yes","2017","35-65 y.","direct migration background","","","",""
"Yes","2017","35-65 y.","indirect migration background","","","",""
"Yes","2017","66 and older","no migration background","","","",""
"Yes","2017","66 and older","direct migration background","","","",""
"Yes","2017","66 and older","indirect migration background","","","",""
"No","2017","16-34 y.","no migration background","","","",""
"No","2017","16-34 y.","direct migration background","","","",""
"No","2017","16-34 y.","indirect migration background","","","",""
"No","2017","35-65 y.","no migration background","","","",""
"No","2017","35-65 y.","direct migration background","","","",""
"No","2017","35-65 y.","indirect migration background","","","",""
"No","2017","66 and older","no migration background","","","",""
"No","2017","66 and older","direct migration background","","","",""
"No","2017","66 and older","indirect migration background","","","",""
"Yes","2018","16-34 y.","no migration background","","","",""
"Yes","2018","16-34 y.","direct migration background","","","",""
"Yes","2018","16-34 y.","indirect migration background","","","",""
"Yes","2018","35-65 y.","no migration background","","","",""
"Yes","2018","35-65 y.","direct migration background","","","",""
"Yes","2018","35-65 y.","indirect migration background","","","",""
"Yes","2018","66 and older","no migration background","","","",""
"Yes","2018","66 and older","direct migration background","","","",""
"Yes","2018","66 and older","indirect migration background","","","",""
"No","2018","16-34 y.","no migration background","","","",""
"No","2018","16-34 y.","direct migration background","","","",""
"No","2018","16-34 y.","indirect migration background","","","",""
"No","2018","35-65 y.","no migration background","","","",""
"No","2018","35-65 y.","direct migration background","","","",""
"No","2018","35-65 y.","indirect migration background","","","",""
"No","2018","66 and older","no migration background","","","",""
"No","2018","66 and older","direct migration background","","","",""
"No","2018","66 and older","indirect migration background","","","",""
"Yes","2019","16-34 y.","no migration background","1301","0.536590870984091","0.516957206173127","0.556224535795055"
"Yes","2019","16-34 y.","direct migration background","227","0.49949243311972","0.454993766036218","0.543991100203221"
"Yes","2019","16-34 y.","indirect migration background","256","0.535176717185389","0.491889910824131","0.578463523546646"
"Yes","2019","35-65 y.","no migration background","4613","0.566156487725632","0.556047411503917","0.576265563947347"
"Yes","2019","35-65 y.","direct migration background","851","0.489273391648556","0.466326450698249","0.512220332598863"
"Yes","2019","35-65 y.","indirect migration background","302","0.559936542514446","0.521205385544446","0.598667699484446"
"Yes","2019","66 and older","no migration background","77","0.235869636608527","0.196988844909334","0.274750428307721"
"Yes","2019","66 and older","direct migration background","9","","",""
"Yes","2019","66 and older","indirect migration background","1","","",""
"No","2019","16-34 y.","no migration background","1177","0.463409129015909","0.443775464204945","0.483042793826873"
"No","2019","16-34 y.","direct migration background","258","0.50050756688028","0.456008899796779","0.545006233963782"
"No","2019","16-34 y.","indirect migration background","254","0.464823282814611","0.421536476453354","0.508110089175868"
"No","2019","35-65 y.","no migration background","4620","0.433843512274368","0.423734436052653","0.443952588496083"
"No","2019","35-65 y.","direct migration background","972","0.510726608351444","0.487779667401138","0.533673549301751"
"No","2019","35-65 y.","indirect migration background","329","0.440063457485554","0.401332300515554","0.478794614455554"
"No","2019","66 and older","no migration background","381","0.764130363391473","0.725249571692279","0.803011155090666"
"No","2019","66 and older","direct migration background","37","0.710493583381806","0.579431112249493","0.84155605451412"
"No","2019","66 and older","indirect migration background","7","","",""
