"plb0050","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","Part Time","Female","1812","0.450640240028268","0.435288071522434","0.465992408534102","1"
"Yes","2016","Full Time","Male","3133","0.58711713880063","0.574051624172653","0.600182653428608","1"
"Yes","2016","Full Time","Female","1741","0.597990132259402","0.580332969128089","0.615647295390715","1"
"Yes","2016","Not Working","Male","41","0.290143151874348","0.209280690565866","0.37100561318283","1"
"Yes","2016","Not Working","Female","72","0.373365157420735","0.307312751083622","0.439417563757848","1"
"No","2017","Full Time","Male","","","","","2"
"No","2017","Full Time","Female","","","","","2"
"No","2017","Part Time","Male","","","","","2"
"No","2017","Part Time","Female","","","","","2"
"No","2017","Not Working","Male","","","","","2"
"No","2017","Not Working","Female","","","","","2"
"Yes","2017","Part Time","Male","","","","","1"
"Yes","2017","Part Time","Female","","","","","1"
"Yes","2017","Full Time","Male","","","","","1"
"Yes","2017","Full Time","Female","","","","","1"
"Yes","2017","Not Working","Male","","","","","1"
"Yes","2017","Not Working","Female","","","","","1"
"No","2018","Full Time","Male","","","","","2"
"No","2018","Full Time","Female","","","","","2"
"No","2018","Part Time","Male","","","","","2"
"No","2018","Part Time","Female","","","","","2"
"No","2018","Not Working","Male","","","","","2"
"No","2018","Not Working","Female","","","","","2"
"Yes","2018","Part Time","Male","","","","","1"
"Yes","2018","Part Time","Female","","","","","1"
"Yes","2018","Full Time","Male","","","","","1"
"Yes","2018","Full Time","Female","","","","","1"
"Yes","2018","Not Working","Male","","","","","1"
"Yes","2018","Not Working","Female","","","","","1"
"No","2019","Full Time","Male","3132","0.418986324138397","0.406766921187938","0.431205727088855","2"
"No","2019","Full Time","Female","1543","0.425128788623768","0.408519055506979","0.441738521740558","2"
"No","2019","Part Time","Male","754","0.502796675257145","0.475985980227431","0.529607370286858","2"
"No","2019","Part Time","Female","2210","0.528512906287675","0.513201287632706","0.543824524942644","2"
"No","2019","Not Working","Male","166","0.676842461297014","0.61717424801466","0.736510674579368","2"
"No","2019","Not Working","Female","229","0.582486234202491","0.530523945167987","0.634448523236995","2"
"Yes","2019","Part Time","Male","582","0.497203324742855","0.470392629713142","0.524014019772569","1"
"Yes","2019","Part Time","Female","1873","0.471487093712325","0.456175475057356","0.486798712367293","1"
"Yes","2019","Full Time","Male","3131","0.581013675861603","0.568794272911145","0.593233078812062","1"
"Yes","2019","Not Working","Male","70","0.323157538702986","0.263489325420632","0.38282575198534","1"
"Yes","2019","Full Time","Female","1860","0.574871211376232","0.558261478259442","0.591480944493021","1"
"Yes","2019","Not Working","Female","117","0.417513765797509","0.365551476763005","0.469476054832013","1"
