"plb0050","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2006","no migration background","(2c_gen) general maturity certificate","157","0.555073156259047","0.496122833883331","0.614023478634763"
"No","2006","no migration background","(2c_voc) vocational maturity certificate","413","0.491012879315136","0.458057842812131","0.523967915818141"
"No","2006","no migration background","(3a) lower tertiary education","460","0.4079708679431","0.379162854947042","0.436778880939157"
"No","2006","no migration background","(3b) higher tertiary education","667","0.394664149590201","0.371822513513334","0.417505785667068"
"No","2006","direct migration background","(0) in school","4","","",""
"No","2006","direct migration background","(1a) inadequately completed","13","","",""
"No","2006","direct migration background","(1b) general elementary school","94","0.546726644449788","0.477906547900609","0.615546740998968"
"No","2006","direct migration background","(1c) basic vocational qualification","186","0.512893523416845","0.462571969267715","0.563215077565975"
"No","2006","direct migration background","(2b) intermediate general qualification","11","","",""
"No","2006","direct migration background","(2a) intermediate vocational","48","0.49130385052502","0.390241714462813","0.592365986587226"
"No","2006","direct migration background","(2c_gen) general maturity certificate","33","0.635983534229685","0.508823628707268","0.763143439752102"
"No","2006","direct migration background","(2c_voc) vocational maturity certificate","86","0.478825151508712","0.407226063663313","0.550424239354111"
"No","2006","direct migration background","(3a) lower tertiary education","14","","",""
"No","2006","direct migration background","(3b) higher tertiary education","94","0.545706423372917","0.474533140622056","0.616879706123779"
"No","2006","indirect migration background","(0) in school","4","","",""
"No","2006","indirect migration background","(1a) inadequately completed","1","","",""
"No","2006","indirect migration background","(1b) general elementary school","41","0.811037857107482","0.705643314824898","0.916432399390066"
"No","2006","indirect migration background","(1c) basic vocational qualification","50","0.507769756116426","0.409289752520198","0.606249759712655"
"No","2006","indirect migration background","(2b) intermediate general qualification","19","","",""
"No","2006","indirect migration background","(2a) intermediate vocational","46","0.430712748590076","0.335083868205038","0.526341628975113"
"No","2006","indirect migration background","(2c_gen) general maturity certificate","18","","",""
"No","2006","indirect migration background","(2c_voc) vocational maturity certificate","18","","",""
"No","2006","indirect migration background","(3a) lower tertiary education","9","","",""
"No","2006","indirect migration background","(3b) higher tertiary education","16","","",""
"Yes","2007","no migration background","(0) in school","","","",""
"Yes","2007","no migration background","(1a) inadequately completed","","","",""
"Yes","2007","no migration background","(1b) general elementary school","","","",""
"Yes","2007","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2007","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2007","no migration background","(2a) intermediate vocational","","","",""
"Yes","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","no migration background","(3a) lower tertiary education","","","",""
"Yes","2007","no migration background","(3b) higher tertiary education","","","",""
"Yes","2007","direct migration background","(0) in school","","","",""
"Yes","2007","direct migration background","(1a) inadequately completed","","","",""
"Yes","2007","direct migration background","(1b) general elementary school","","","",""
"Yes","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2007","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2007","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2007","indirect migration background","(0) in school","","","",""
"Yes","2007","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2007","indirect migration background","(1b) general elementary school","","","",""
"Yes","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2007","indirect migration background","(3b) higher tertiary education","","","",""
"No","2007","no migration background","(0) in school","","","",""
"No","2007","no migration background","(1a) inadequately completed","","","",""
"No","2007","no migration background","(1b) general elementary school","","","",""
"No","2007","no migration background","(1c) basic vocational qualification","","","",""
"No","2007","no migration background","(2b) intermediate general qualification","","","",""
"No","2007","no migration background","(2a) intermediate vocational","","","",""
"No","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2007","no migration background","(3a) lower tertiary education","","","",""
"No","2007","no migration background","(3b) higher tertiary education","","","",""
"No","2007","direct migration background","(0) in school","","","",""
"No","2007","direct migration background","(1a) inadequately completed","","","",""
"No","2007","direct migration background","(1b) general elementary school","","","",""
"No","2007","direct migration background","(1c) basic vocational qualification","","","",""
"No","2007","direct migration background","(2b) intermediate general qualification","","","",""
"No","2007","direct migration background","(2a) intermediate vocational","","","",""
"No","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2007","direct migration background","(3a) lower tertiary education","","","",""
"No","2007","direct migration background","(3b) higher tertiary education","","","",""
"No","2007","indirect migration background","(0) in school","","","",""
