"plb0050","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2003","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2003","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2003","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2003","lower secondary degree","1-pers.-HH","","","",""
"No","2003","lower secondary degree","(Married) couple without C. ","","","",""
"No","2003","lower secondary degree","Single parent ","","","",""
"No","2003","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2003","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2003","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2003","secondary school degree","1-pers.-HH","","","",""
"No","2003","secondary school degree","(Married) couple without C. ","","","",""
"No","2003","secondary school degree","Single parent ","","","",""
"No","2003","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2003","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2003","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2003","college entrance qualification","1-pers.-HH","","","",""
"No","2003","college entrance qualification","(Married) couple without C. ","","","",""
"No","2003","college entrance qualification","Single parent ","","","",""
"No","2003","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2003","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2003","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2003","Other degree","1-pers.-HH","","","",""
"No","2003","Other degree","(Married) couple without C. ","","","",""
"No","2003","Other degree","Single parent ","","","",""
"No","2003","Other degree","Couple + C. LE 16 ","","","",""
"No","2003","Other degree","Couple + C. GT 16 ","","","",""
"No","2003","Other degree","Couple + C. LE and GT 16","","","",""
"No","2003","no degree/no degree yet","1-pers.-HH","","","",""
"No","2003","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2003","no degree/no degree yet","Single parent ","","","",""
"No","2003","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2003","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2003","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2004","lower secondary degree","1-pers.-HH","","","",""
"Yes","2004","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2004","lower secondary degree","Single parent ","","","",""
"Yes","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2004","secondary school degree","1-pers.-HH","","","",""
"Yes","2004","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2004","secondary school degree","Single parent ","","","",""
"Yes","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2004","college entrance qualification","1-pers.-HH","","","",""
"Yes","2004","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2004","college entrance qualification","Single parent ","","","",""
"Yes","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2004","Other degree","1-pers.-HH","","","",""
"Yes","2004","Other degree","(Married) couple without C. ","","","",""
"Yes","2004","Other degree","Single parent ","","","",""
"Yes","2004","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2004","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2004","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2004","no degree/no degree yet","Single parent ","","","",""
"Yes","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2004","lower secondary degree","1-pers.-HH","","","",""
"No","2004","lower secondary degree","(Married) couple without C. ","","","",""
"No","2004","lower secondary degree","Single parent ","","","",""
"No","2004","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2004","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2004","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2004","secondary school degree","1-pers.-HH","","","",""
"No","2004","secondary school degree","(Married) couple without C. ","","","",""
"No","2004","secondary school degree","Single parent ","","","",""
"No","2004","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2004","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2004","college entrance qualification","1-pers.-HH","","","",""
"No","2004","college entrance qualification","(Married) couple without C. ","","","",""
"No","2004","college entrance qualification","Single parent ","","","",""
"No","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2004","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2004","Other degree","1-pers.-HH","","","",""
"No","2004","Other degree","(Married) couple without C. ","","","",""
"No","2004","Other degree","Single parent ","","","",""
"No","2004","Other degree","Couple + C. LE 16 ","","","",""
"No","2004","Other degree","Couple + C. GT 16 ","","","",""
"No","2004","Other degree","Couple + C. LE and GT 16","","","",""
"No","2004","no degree/no degree yet","1-pers.-HH","","","",""
"No","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2004","no degree/no degree yet","Single parent ","","","",""
"No","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2004","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2005","lower secondary degree","1-pers.-HH","","","",""
"Yes","2005","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2005","lower secondary degree","Single parent ","","","",""
"Yes","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2005","secondary school degree","1-pers.-HH","","","",""
"Yes","2005","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2005","secondary school degree","Single parent ","","","",""
"Yes","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2005","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2005","college entrance qualification","1-pers.-HH","","","",""
"Yes","2005","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2005","college entrance qualification","Single parent ","","","",""
"Yes","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2005","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2005","Other degree","1-pers.-HH","","","",""
"Yes","2005","Other degree","(Married) couple without C. ","","","",""
"Yes","2005","Other degree","Single parent ","","","",""
"Yes","2005","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2005","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2005","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2005","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2005","no degree/no degree yet","Single parent ","","","",""
"Yes","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2005","lower secondary degree","1-pers.-HH","","","",""
"No","2005","lower secondary degree","(Married) couple without C. ","","","",""
"No","2005","lower secondary degree","Single parent ","","","",""
"No","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2005","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2005","secondary school degree","1-pers.-HH","","","",""
"No","2005","secondary school degree","(Married) couple without C. ","","","",""
"No","2005","secondary school degree","Single parent ","","","",""
"No","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2005","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2005","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2005","college entrance qualification","1-pers.-HH","","","",""
"No","2005","college entrance qualification","(Married) couple without C. ","","","",""
"No","2005","college entrance qualification","Single parent ","","","",""
"No","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2005","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2005","Other degree","1-pers.-HH","","","",""
"No","2005","Other degree","(Married) couple without C. ","","","",""
"No","2005","Other degree","Single parent ","","","",""
"No","2005","Other degree","Couple + C. LE 16 ","","","",""
"No","2005","Other degree","Couple + C. GT 16 ","","","",""
"No","2005","Other degree","Couple + C. LE and GT 16","","","",""
"No","2005","no degree/no degree yet","1-pers.-HH","","","",""
"No","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2005","no degree/no degree yet","Single parent ","","","",""
"No","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2006","lower secondary degree","1-pers.-HH","166","0.509570169883692","0.455796523556337","0.563343816211046"
"Yes","2006","lower secondary degree","(Married) couple without C. ","404","0.487046090816128","0.453698313247816","0.52039386838444"
"Yes","2006","lower secondary degree","Single parent ","65","0.446188103446338","0.371242722339312","0.521133484553364"
"Yes","2006","lower secondary degree","Couple + C. LE 16 ","345","0.480257478129965","0.443351820022535","0.517163136237395"
"Yes","2006","lower secondary degree","Couple + C. GT 16 ","253","0.395012313025513","0.35625032255522","0.433774303495807"
"Yes","2006","lower secondary degree","Couple + C. LE and GT 16","128","0.461287864336226","0.401827084175939","0.520748644496513"
"Yes","2006","secondary school degree","1-pers.-HH","270","0.541390064188738","0.498144668687606","0.584635459689871"
"Yes","2006","secondary school degree","(Married) couple without C. ","605","0.518880059114473","0.490563357120967","0.54719676110798"
"Yes","2006","secondary school degree","Single parent ","144","0.536268662967623","0.477005057272704","0.595532268662542"
"Yes","2006","secondary school degree","Couple + C. LE 16 ","474","0.496259887193453","0.465531096566502","0.526988677820404"
"Yes","2006","secondary school degree","Couple + C. GT 16 ","445","0.49267386953047","0.460029440587119","0.525318298473822"
"Yes","2006","secondary school degree","Couple + C. LE and GT 16","172","0.453531735092115","0.401450551354968","0.505612918829261"
"Yes","2006","college entrance qualification","1-pers.-HH","309","0.544212302550328","0.503784578692856","0.584640026407801"
"Yes","2006","college entrance qualification","(Married) couple without C. ","664","0.56174547723864","0.533192454447251","0.590298500030028"
"Yes","2006","college entrance qualification","Single parent ","82","0.565603719811537","0.484924206960744","0.64628323266233"
"Yes","2006","college entrance qualification","Couple + C. LE 16 ","603","0.569170509432144","0.538615922666697","0.599725096197592"
"Yes","2006","college entrance qualification","Couple + C. GT 16 ","384","0.569196790926038","0.530772272077516","0.607621309774559"
"Yes","2006","college entrance qualification","Couple + C. LE and GT 16","144","0.578142005136912","0.515267537303328","0.641016472970496"
"Yes","2006","Other degree","1-pers.-HH","14","","",""
"Yes","2006","Other degree","(Married) couple without C. ","81","0.484451834581297","0.407965104902126","0.560938564260467"
"Yes","2006","Other degree","Single parent ","16","","",""
"Yes","2006","Other degree","Couple + C. LE 16 ","74","0.452370973819827","0.371910975598474","0.532830972041179"
"Yes","2006","Other degree","Couple + C. GT 16 ","62","0.591933891142334","0.502879153891079","0.680988628393589"
"Yes","2006","Other degree","Couple + C. LE and GT 16","39","0.40141546699318","0.289731192406453","0.513099741579908"
"Yes","2006","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2006","no degree/no degree yet","(Married) couple without C. ","13","","",""
"Yes","2006","no degree/no degree yet","Single parent ","5","","",""
"Yes","2006","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2006","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Yes","2006","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"No","2006","lower secondary degree","1-pers.-HH","166","0.490429830116308","0.436656183788954","0.544203476443663"
"No","2006","lower secondary degree","(Married) couple without C. ","459","0.512953909183872","0.47960613161556","0.546301686752184"
"No","2006","lower secondary degree","Single parent ","104","0.553811896553662","0.478866515446636","0.628757277660688"
"No","2006","lower secondary degree","Couple + C. LE 16 ","359","0.519742521870035","0.482836863762605","0.556648179977465"
"No","2006","lower secondary degree","Couple + C. GT 16 ","358","0.604987686974487","0.566225696504193","0.64374967744478"
"No","2006","lower secondary degree","Couple + C. LE and GT 16","142","0.538712135663774","0.479251355503487","0.598172915824061"
"No","2006","secondary school degree","1-pers.-HH","240","0.458609935811262","0.415364540310129","0.501855331312395"
"No","2006","secondary school degree","(Married) couple without C. ","591","0.481119940885527","0.45280323889202","0.509436642879033"
"No","2006","secondary school degree","Single parent ","128","0.463731337032377","0.404467731337458","0.522994942727296"
"No","2006","secondary school degree","Couple + C. LE 16 ","543","0.503740112806547","0.473011322179596","0.534468903433497"
"No","2006","secondary school degree","Couple + C. GT 16 ","456","0.50732613046953","0.474681701526178","0.539970559412882"
"No","2006","secondary school degree","Couple + C. LE and GT 16","179","0.546468264907885","0.494387081170739","0.598549448645032"
"No","2006","college entrance qualification","1-pers.-HH","274","0.455787697449672","0.415359973592199","0.496215421307144"
"No","2006","college entrance qualification","(Married) couple without C. ","496","0.43825452276136","0.409701499969971","0.466807545552749"
"No","2006","college entrance qualification","Single parent ","63","0.434396280188463","0.35371676733767","0.515075793039256"
"No","2006","college entrance qualification","Couple + C. LE 16 ","406","0.430829490567856","0.400274903802408","0.461384077333303"
"No","2006","college entrance qualification","Couple + C. GT 16 ","254","0.430803209073962","0.392378690225441","0.469227727922484"
"No","2006","college entrance qualification","Couple + C. LE and GT 16","93","0.421857994863088","0.358983527029504","0.484732462696672"
"No","2006","Other degree","1-pers.-HH","15","","",""
"No","2006","Other degree","(Married) couple without C. ","83","0.515548165418704","0.439061435739533","0.592034895097874"
"No","2006","Other degree","Single parent ","23","","",""
"No","2006","Other degree","Couple + C. LE 16 ","73","0.547629026180173","0.467169027958821","0.628089024401526"
"No","2006","Other degree","Couple + C. GT 16 ","55","0.408066108857666","0.31901137160641","0.497120846108921"
"No","2006","Other degree","Couple + C. LE and GT 16","35","0.59858453300682","0.486900258420092","0.710268807593547"
"No","2006","no degree/no degree yet","1-pers.-HH","7","","",""
"No","2006","no degree/no degree yet","(Married) couple without C. ","11","","",""
"No","2006","no degree/no degree yet","Single parent ","8","","",""
"No","2006","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"No","2006","no degree/no degree yet","Couple + C. GT 16 ","19","","",""
"No","2006","no degree/no degree yet","Couple + C. LE and GT 16","19","","",""
"Yes","2007","lower secondary degree","1-pers.-HH","","","",""
"Yes","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2007","lower secondary degree","Single parent ","","","",""
"Yes","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2007","secondary school degree","1-pers.-HH","","","",""
"Yes","2007","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2007","secondary school degree","Single parent ","","","",""
"Yes","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2007","college entrance qualification","1-pers.-HH","","","",""
"Yes","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2007","college entrance qualification","Single parent ","","","",""
"Yes","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2007","Other degree","1-pers.-HH","","","",""
"Yes","2007","Other degree","(Married) couple without C. ","","","",""
"Yes","2007","Other degree","Single parent ","","","",""
"Yes","2007","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2007","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2007","no degree/no degree yet","Single parent ","","","",""
"Yes","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
