"plb0050","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Employed","no migration background","5453","0.560223495669086","0.550433146059713","0.570013845278459"
"Yes","2016","Employed","direct migration background","1234","0.442284246437014","0.423768711537384","0.460799781336644"
"Yes","2016","Employed","indirect migration background","510","0.579421940448883","0.548194725758933","0.610649155138833"
"No","2016","Not Employed","no migration background","125","0.634378215419339","0.567963767206","0.700792663632677"
"No","2016","Not Employed","direct migration background","58","0.771320710810609","0.678709095617033","0.863932326004184"
"No","2016","Not Employed","indirect migration background","31","0.679036459146122","0.54412663597629","0.813946282315954"
"No","2016","Employed","no migration background","4421","0.439776504330914","0.429986154721541","0.449566853940288"
"No","2016","Employed","direct migration background","1530","0.557715753562986","0.539200218663356","0.576231288462616"
"No","2016","Employed","indirect migration background","450","0.420578059551117","0.389350844861167","0.451805274241067"
"Yes","2017","Not Employed","no migration background","","","",""
"Yes","2017","Not Employed","direct migration background","","","",""
"Yes","2017","Not Employed","indirect migration background","","","",""
"Yes","2017","Employed","no migration background","","","",""
"Yes","2017","Employed","direct migration background","","","",""
"Yes","2017","Employed","indirect migration background","","","",""
"No","2017","Not Employed","no migration background","","","",""
"No","2017","Not Employed","direct migration background","","","",""
"No","2017","Not Employed","indirect migration background","","","",""
"No","2017","Employed","no migration background","","","",""
"No","2017","Employed","direct migration background","","","",""
"No","2017","Employed","indirect migration background","","","",""
"Yes","2018","Not Employed","no migration background","","","",""
"Yes","2018","Not Employed","direct migration background","","","",""
"Yes","2018","Not Employed","indirect migration background","","","",""
"Yes","2018","Employed","no migration background","","","",""
"Yes","2018","Employed","direct migration background","","","",""
"Yes","2018","Employed","indirect migration background","","","",""
"No","2018","Not Employed","no migration background","","","",""
"No","2018","Not Employed","direct migration background","","","",""
"No","2018","Not Employed","indirect migration background","","","",""
"No","2018","Employed","no migration background","","","",""
"No","2018","Employed","direct migration background","","","",""
"No","2018","Employed","indirect migration background","","","",""
"Yes","2019","Not Employed","no migration background","142","0.379844023652627","0.334286725264369","0.425401322040885"
"Yes","2019","Not Employed","direct migration background","29","","",""
"Yes","2019","Not Employed","indirect migration background","17","","",""
"Yes","2019","Employed","no migration background","5849","0.555259659248052","0.546267895677343","0.564251422818761"
"Yes","2019","Employed","direct migration background","1058","0.489835573455774","0.469239422745675","0.510431724165873"
"Yes","2019","Employed","indirect migration background","542","0.554693860495592","0.525229702750221","0.584158018240963"
"No","2019","Not Employed","no migration background","294","0.620155976347374","0.574598677959115","0.665713274735632"
"No","2019","Not Employed","direct migration background","62","0.599263344840187","0.498578110240073","0.6999485794403"
"No","2019","Not Employed","indirect migration background","39","0.740520660773026","0.625712156451983","0.855329165094069"
"No","2019","Employed","no migration background","5884","0.444740340751948","0.435748577181239","0.453732104322657"
"No","2019","Employed","direct migration background","1205","0.510164426544226","0.489568275834127","0.530760577254325"
"No","2019","Employed","indirect migration background","551","0.445306139504408","0.415841981759037","0.474770297249779"
