"plb0050","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Full Time","1-pers.-HH","","","","","1"
"Yes","2002","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2002","Full Time","Single parent ","","","","","1"
"Yes","2002","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Part Time","1-pers.-HH","","","","","1"
"Yes","2002","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2002","Part Time","Single parent ","","","","","1"
"Yes","2002","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2002","Not Working","1-pers.-HH","","","","","1"
"Yes","2002","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2002","Not Working","Single parent ","","","","","1"
"Yes","2002","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2002","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2002","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2003","Full Time","(Married) couple without C. ","","","","","2"
"No","2003","Not Working","(Married) couple without C. ","","","","","2"
"No","2003","Full Time","1-pers.-HH","","","","","2"
"No","2003","Not Working","1-pers.-HH","","","","","2"
"No","2003","Full Time","Single parent ","","","","","2"
"No","2003","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2003","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2003","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2003","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2003","Not Working","Single parent ","","","","","2"
"No","2003","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2003","Part Time","1-pers.-HH","","","","","2"
"No","2003","Part Time","(Married) couple without C. ","","","","","2"
"No","2003","Part Time","Single parent ","","","","","2"
"No","2003","Part Time","Couple + C. LE 16 ","","","","","2"
"No","2003","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2003","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2003","Not Working","Couple + C. LE and GT 16","","","","","2"
"Yes","2003","Full Time","1-pers.-HH","","","","","1"
"Yes","2003","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2003","Full Time","Single parent ","","","","","1"
"Yes","2003","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2003","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2003","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2003","Part Time","1-pers.-HH","","","","","1"
"Yes","2003","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2003","Part Time","Single parent ","","","","","1"
"Yes","2003","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2003","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2003","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2003","Not Working","1-pers.-HH","","","","","1"
"Yes","2003","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2003","Not Working","Single parent ","","","","","1"
"Yes","2003","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2003","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2003","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2004","Full Time","(Married) couple without C. ","","","","","2"
"No","2004","Full Time","1-pers.-HH","","","","","2"
"No","2004","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2004","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2004","Not Working","1-pers.-HH","","","","","2"
"No","2004","Not Working","(Married) couple without C. ","","","","","2"
"No","2004","Full Time","Single parent ","","","","","2"
"No","2004","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2004","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2004","Not Working","Single parent ","","","","","2"
"No","2004","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2004","Part Time","1-pers.-HH","","","","","2"
"No","2004","Part Time","(Married) couple without C. ","","","","","2"
"No","2004","Part Time","Single parent ","","","","","2"
"No","2004","Part Time","Couple + C. LE 16 ","","","","","2"
"No","2004","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2004","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2004","Not Working","Couple + C. LE and GT 16","","","","","2"
"Yes","2004","Full Time","1-pers.-HH","","","","","1"
"Yes","2004","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2004","Full Time","Single parent ","","","","","1"
"Yes","2004","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2004","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2004","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2004","Part Time","1-pers.-HH","","","","","1"
"Yes","2004","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2004","Part Time","Single parent ","","","","","1"
"Yes","2004","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2004","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2004","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2004","Not Working","1-pers.-HH","","","","","1"
"Yes","2004","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2004","Not Working","Single parent ","","","","","1"
"Yes","2004","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2004","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2004","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2005","Full Time","1-pers.-HH","","","","","2"
"No","2005","Full Time","(Married) couple without C. ","","","","","2"
"No","2005","Full Time","Single parent ","","","","","2"
"No","2005","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2005","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2005","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2005","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2005","Not Working","1-pers.-HH","","","","","2"
"No","2005","Not Working","(Married) couple without C. ","","","","","2"
"No","2005","Not Working","Single parent ","","","","","2"
"No","2005","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2005","Part Time","1-pers.-HH","","","","","2"
"No","2005","Part Time","(Married) couple without C. ","","","","","2"
"No","2005","Part Time","Single parent ","","","","","2"
"No","2005","Part Time","Couple + C. LE 16 ","","","","","2"
"No","2005","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2005","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2005","Not Working","Couple + C. LE and GT 16","","","","","2"
"Yes","2005","Full Time","1-pers.-HH","","","","","1"
"Yes","2005","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2005","Full Time","Single parent ","","","","","1"
"Yes","2005","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Part Time","1-pers.-HH","","","","","1"
"Yes","2005","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2005","Part Time","Single parent ","","","","","1"
"Yes","2005","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Not Working","1-pers.-HH","","","","","1"
"Yes","2005","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2005","Not Working","Single parent ","","","","","1"
"Yes","2005","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2006","Full Time","1-pers.-HH","500","0.435814438866696","0.406890135290118","0.464738742443274","2"
"No","2006","Full Time","Couple + C. LE 16 ","778","0.436786346559624","0.413999537593442","0.459573155525806","2"
"No","2006","Full Time","Couple + C. GT 16 ","721","0.476774997183445","0.452092749258918","0.501457245107973","2"
"No","2006","Full Time","Single parent ","164","0.455410580794082","0.402860341088875","0.507960820499289","2"
"No","2006","Part Time","Couple + C. LE and GT 16","231","0.622448143576725","0.5737709539635","0.67112533318995","2"
"No","2006","Not Working","1-pers.-HH","21","","","","2"
"No","2006","Not Working","(Married) couple without C. ","20","","","","2"
"No","2006","Part Time","Couple + C. GT 16 ","435","0.60002236418034","0.56505491184841","0.63498981651227","2"
"No","2006","Full Time","(Married) couple without C. ","1083","0.428257860652347","0.408782970201545","0.44773275110315","2"
"No","2006","Not Working","Single parent ","11","","","","2"
"No","2006","Full Time","Couple + C. LE and GT 16","250","0.477658835979427","0.437657848366114","0.517659823592741","2"
"No","2006","Part Time","1-pers.-HH","202","0.586327662266506","0.533901668164609","0.638753656368403","2"
"No","2006","Part Time","(Married) couple without C. ","552","0.614321709942069","0.583088415358691","0.645555004525447","2"
"No","2006","Part Time","Single parent ","168","0.559682771946093","0.503414146607239","0.615951397284946","2"
"No","2006","Part Time","Couple + C. LE 16 ","578","0.578976681233879","0.548766173658624","0.609187188809133","2"
"No","2006","Not Working","Couple + C. LE 16 ","40","0.666425922035895","0.544025546272385","0.788826297799405","2"
"No","2006","Not Working","Couple + C. GT 16 ","34","0.742581691767616","0.620164648535106","0.864998735000126","2"
"No","2006","Not Working","Couple + C. LE and GT 16","13","","","","2"
"Yes","2006","Full Time","1-pers.-HH","629","0.564185561133304","0.535261257556726","0.593109864709882","1"
"Yes","2006","Full Time","(Married) couple without C. ","1397","0.571742139347653","0.55226724889685","0.591217029798455","1"
"Yes","2006","Full Time","Single parent ","181","0.544589419205918","0.492039179500711","0.597139658911125","1"
"Yes","2006","Full Time","Couple + C. LE 16 ","1042","0.563213653440376","0.540426844474194","0.586000462406558","1"
"Yes","2006","Full Time","Couple + C. GT 16 ","852","0.523225002816555","0.498542754892027","0.547907250741082","1"
"Yes","2006","Full Time","Couple + C. LE and GT 16","349","0.522341164020573","0.482340176407259","0.562342151633886","1"
"Yes","2006","Part Time","1-pers.-HH","137","0.413672337733494","0.361246343631597","0.466098331835391","1"
"Yes","2006","Part Time","(Married) couple without C. ","381","0.385678290057931","0.354444995474553","0.416911584641309","1"
"Yes","2006","Part Time","Single parent ","131","0.440317228053907","0.384048602715054","0.496585853392761","1"
"Yes","2006","Part Time","Couple + C. LE 16 ","448","0.421023318766121","0.390812811190867","0.451233826341376","1"
"Yes","2006","Part Time","Couple + C. GT 16 ","319","0.39997763581966","0.36501018348773","0.43494508815159","1"
"Yes","2006","Part Time","Couple + C. LE and GT 16","150","0.377551856423275","0.32887466681005","0.4262290460365","1"
"Yes","2006","Not Working","1-pers.-HH","4","","","","1"
"Yes","2006","Not Working","(Married) couple without C. ","9","","","","1"
"Yes","2006","Not Working","Single parent ","6","","","","1"
"Yes","2006","Not Working","Couple + C. LE 16 ","17","","","","1"
"Yes","2006","Not Working","Couple + C. GT 16 ","15","","","","1"
"Yes","2006","Not Working","Couple + C. LE and GT 16","3","","","","1"
"No","2007","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2007","Full Time","Single parent ","","","","","2"
"No","2007","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2007","Not Working","1-pers.-HH","","","","","2"
"No","2007","Not Working","(Married) couple without C. ","","","","","2"
"No","2007","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2007","Full Time","1-pers.-HH","","","","","2"
"No","2007","Full Time","(Married) couple without C. ","","","","","2"
"No","2007","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2007","Not Working","Single parent ","","","","","2"
"No","2007","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2007","Part Time","1-pers.-HH","","","","","2"
"No","2007","Part Time","(Married) couple without C. ","","","","","2"
"No","2007","Part Time","Single parent ","","","","","2"
"No","2007","Part Time","Couple + C. LE 16 ","","","","","2"
"No","2007","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2007","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2007","Not Working","Couple + C. LE and GT 16","","","","","2"
"Yes","2007","Full Time","1-pers.-HH","","","","","1"
"Yes","2007","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2007","Full Time","Single parent ","","","","","1"
"Yes","2007","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2007","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2007","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2007","Part Time","1-pers.-HH","","","","","1"
"Yes","2007","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2007","Part Time","Single parent ","","","","","1"
"Yes","2007","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2007","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2007","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2007","Not Working","1-pers.-HH","","","","","1"
"Yes","2007","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2007","Not Working","Single parent ","","","","","1"
"Yes","2007","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2007","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2007","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2008","Full Time","Single parent ","","","","","2"
"No","2008","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2008","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2008","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2008","Not Working","1-pers.-HH","","","","","2"
"No","2008","Not Working","(Married) couple without C. ","","","","","2"
"No","2008","Not Working","Single parent ","","","","","2"
"No","2008","Full Time","1-pers.-HH","","","","","2"
"No","2008","Full Time","(Married) couple without C. ","","","","","2"
"No","2008","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2008","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2008","Part Time","1-pers.-HH","","","","","2"
"No","2008","Part Time","(Married) couple without C. ","","","","","2"
"No","2008","Part Time","Single parent ","","","","","2"
"No","2008","Part Time","Couple + C. LE 16 ","","","","","2"
"No","2008","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2008","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2008","Not Working","Couple + C. LE and GT 16","","","","","2"
"Yes","2008","Part Time","Single parent ","","","","","1"
"Yes","2008","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2008","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2008","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2008","Not Working","1-pers.-HH","","","","","1"
"Yes","2008","Full Time","1-pers.-HH","","","","","1"
"Yes","2008","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2008","Full Time","Single parent ","","","","","1"
"Yes","2008","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2008","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2008","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2008","Part Time","1-pers.-HH","","","","","1"
"Yes","2008","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2008","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2008","Not Working","Single parent ","","","","","1"
"Yes","2008","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2008","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2008","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2009","Full Time","1-pers.-HH","","","","","2"
"No","2009","Full Time","(Married) couple without C. ","","","","","2"
"No","2009","Full Time","Single parent ","","","","","2"
"No","2009","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2009","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2009","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2009","Not Working","1-pers.-HH","","","","","2"
"No","2009","Not Working","(Married) couple without C. ","","","","","2"
"No","2009","Not Working","Single parent ","","","","","2"
"No","2009","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2009","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2009","Not Working","Couple + C. LE and GT 16","","","","","2"
"No","2009","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2009","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2009","Part Time","1-pers.-HH","","","","","2"
"No","2009","Part Time","(Married) couple without C. ","","","","","2"
"No","2009","Part Time","Single parent ","","","","","2"
"No","2009","Part Time","Couple + C. LE 16 ","","","","","2"
"Yes","2009","Part Time","Single parent ","","","","","1"
"Yes","2009","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2009","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2009","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","Not Working","1-pers.-HH","","","","","1"
"Yes","2009","Full Time","1-pers.-HH","","","","","1"
"Yes","2009","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2009","Full Time","Single parent ","","","","","1"
"Yes","2009","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2009","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2009","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","Part Time","1-pers.-HH","","","","","1"
"Yes","2009","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2009","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2009","Not Working","Single parent ","","","","","1"
"Yes","2009","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2009","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2009","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2010","Full Time","1-pers.-HH","","","","","2"
"No","2010","Full Time","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","Single parent ","","","","","2"
"No","2010","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2010","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Working","1-pers.-HH","","","","","2"
"No","2010","Not Working","(Married) couple without C. ","","","","","2"
"No","2010","Not Working","Single parent ","","","","","2"
"No","2010","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2010","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Couple + C. LE and GT 16","","","","","2"
"No","2010","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Part Time","1-pers.-HH","","","","","2"
"No","2010","Part Time","(Married) couple without C. ","","","","","2"
"No","2010","Part Time","Single parent ","","","","","2"
"No","2010","Part Time","Couple + C. LE 16 ","","","","","2"
"Yes","2010","Part Time","Single parent ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Not Working","1-pers.-HH","","","","","1"
"Yes","2010","Full Time","1-pers.-HH","","","","","1"
"Yes","2010","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Full Time","Single parent ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Part Time","1-pers.-HH","","","","","1"
"Yes","2010","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Working","Single parent ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2011","Full Time","1-pers.-HH","450","0.430885770538973","0.401172758451957","0.460598782625988","2"
"No","2011","Full Time","(Married) couple without C. ","955","0.396995394300296","0.377404343400204","0.416586445200389","2"
"No","2011","Full Time","Single parent ","191","0.514362371725341","0.464949217698899","0.563775525751783","2"
"No","2011","Full Time","Couple + C. LE 16 ","615","0.379529344466389","0.354654652677824","0.404404036254954","2"
"No","2011","Full Time","Couple + C. GT 16 ","589","0.448092904820355","0.421855216417928","0.474330593222781","2"
"No","2011","Part Time","Couple + C. GT 16 ","388","0.572483946160978","0.535218045082294","0.609749847239662","2"
"No","2011","Part Time","Couple + C. LE and GT 16","193","0.561087983789335","0.508416552388567","0.613759415190104","2"
"No","2011","Not Working","1-pers.-HH","11","","","","2"
"No","2011","Not Working","(Married) couple without C. ","17","","","","2"
"No","2011","Not Working","Single parent ","16","","","","2"
"No","2011","Not Working","Couple + C. LE 16 ","26","","","","2"
"No","2011","Not Working","Couple + C. GT 16 ","15","","","","2"
"No","2011","Not Working","Couple + C. LE and GT 16","5","","","","2"
"No","2011","Full Time","Couple + C. LE and GT 16","227","0.479433591648799","0.434880604704338","0.523986578593261","2"
"No","2011","Part Time","1-pers.-HH","203","0.545825698608612","0.495633010051105","0.596018387166119","2"
"No","2011","Part Time","(Married) couple without C. ","571","0.572980235369673","0.542398729322573","0.603561741416774","2"
"No","2011","Part Time","Single parent ","154","0.538422314258485","0.480946769331063","0.595897859185907","2"
"No","2011","Part Time","Couple + C. LE 16 ","470","0.499792834995021","0.467235116841289","0.532350553148753","2"
"Yes","2011","Part Time","Single parent ","135","0.461577685741515","0.404102140814093","0.519053230668937","1"
"Yes","2011","Part Time","Couple + C. LE 16 ","436","0.500207165004979","0.467649446851247","0.532764883158711","1"
"Yes","2011","Part Time","Couple + C. GT 16 ","289","0.427516053839022","0.390250152760338","0.464781954917706","1"
"Yes","2011","Part Time","Couple + C. LE and GT 16","148","0.438912016210665","0.386240584809896","0.491583447611433","1"
"Yes","2011","Not Working","1-pers.-HH","15","","","","1"
"Yes","2011","Not Working","(Married) couple without C. ","7","","","","1"
"Yes","2011","Full Time","1-pers.-HH","617","0.569114229461027","0.539401217374012","0.598827241548043","1"
"Yes","2011","Full Time","(Married) couple without C. ","1441","0.603004605699703","0.583413554799611","0.622595656599796","1"
"Yes","2011","Full Time","Single parent ","202","0.485637628274659","0.436224474248217","0.535050782301101","1"
"Yes","2011","Full Time","Couple + C. LE 16 ","847","0.620470655533611","0.595595963745046","0.645345347322176","1"
"Yes","2011","Full Time","Couple + C. GT 16 ","791","0.551907095179645","0.525669406777219","0.578144783582072","1"
"Yes","2011","Full Time","Couple + C. LE and GT 16","256","0.520566408351201","0.476013421406739","0.565119395295662","1"
"Yes","2011","Part Time","1-pers.-HH","175","0.454174301391388","0.403981612833881","0.504366989948895","1"
"Yes","2011","Part Time","(Married) couple without C. ","434","0.427019764630327","0.396438258583226","0.457601270677427","1"
"Yes","2011","Not Working","Single parent ","4","","","","1"
"Yes","2011","Not Working","Couple + C. LE 16 ","18","","","","1"
"Yes","2011","Not Working","Couple + C. GT 16 ","12","","","","1"
"Yes","2011","Not Working","Couple + C. LE and GT 16","8","","","","1"
"No","2012","Full Time","1-pers.-HH","","","","","2"
"No","2012","Full Time","(Married) couple without C. ","","","","","2"
"No","2012","Full Time","Single parent ","","","","","2"
"No","2012","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2012","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2012","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2012","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2012","Not Working","1-pers.-HH","","","","","2"
"No","2012","Not Working","(Married) couple without C. ","","","","","2"
"No","2012","Not Working","Single parent ","","","","","2"
"No","2012","Not Working","Couple + C. LE 16 ","","","","","2"
