"plb0050","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No","2008","35-65 y.","college entrance qualification","","","",""
"No","2008","35-65 y.","Other degree","","","",""
"No","2008","35-65 y.","no degree/no degree yet","","","",""
"No","2008","66 and older","lower secondary degree","","","",""
"No","2008","66 and older","secondary school degree","","","",""
"No","2008","66 and older","college entrance qualification","","","",""
"No","2008","66 and older","Other degree","","","",""
"No","2008","66 and older","no degree/no degree yet","","","",""
"Yes","2009","16-34 y.","lower secondary degree","","","",""
"Yes","2009","16-34 y.","secondary school degree","","","",""
"Yes","2009","16-34 y.","college entrance qualification","","","",""
"Yes","2009","16-34 y.","Other degree","","","",""
"Yes","2009","16-34 y.","no degree/no degree yet","","","",""
"Yes","2009","35-65 y.","lower secondary degree","","","",""
"Yes","2009","35-65 y.","secondary school degree","","","",""
"Yes","2009","35-65 y.","college entrance qualification","","","",""
"Yes","2009","35-65 y.","Other degree","","","",""
"Yes","2009","35-65 y.","no degree/no degree yet","","","",""
"Yes","2009","66 and older","lower secondary degree","","","",""
"Yes","2009","66 and older","secondary school degree","","","",""
"Yes","2009","66 and older","college entrance qualification","","","",""
"Yes","2009","66 and older","Other degree","","","",""
"Yes","2009","66 and older","no degree/no degree yet","","","",""
"No","2009","16-34 y.","lower secondary degree","","","",""
"No","2009","16-34 y.","secondary school degree","","","",""
"No","2009","16-34 y.","college entrance qualification","","","",""
"No","2009","16-34 y.","Other degree","","","",""
"No","2009","16-34 y.","no degree/no degree yet","","","",""
"No","2009","35-65 y.","lower secondary degree","","","",""
"No","2009","35-65 y.","secondary school degree","","","",""
"No","2009","35-65 y.","college entrance qualification","","","",""
"No","2009","35-65 y.","Other degree","","","",""
"No","2009","35-65 y.","no degree/no degree yet","","","",""
"No","2009","66 and older","lower secondary degree","","","",""
"No","2009","66 and older","secondary school degree","","","",""
"No","2009","66 and older","college entrance qualification","","","",""
"No","2009","66 and older","Other degree","","","",""
"No","2009","66 and older","no degree/no degree yet","","","",""
"Yes","2010","16-34 y.","lower secondary degree","","","",""
"Yes","2010","16-34 y.","secondary school degree","","","",""
"Yes","2010","16-34 y.","college entrance qualification","","","",""
"Yes","2010","16-34 y.","Other degree","","","",""
"Yes","2010","16-34 y.","no degree/no degree yet","","","",""
"Yes","2010","35-65 y.","lower secondary degree","","","",""
"Yes","2010","35-65 y.","secondary school degree","","","",""
"Yes","2010","35-65 y.","college entrance qualification","","","",""
"Yes","2010","35-65 y.","Other degree","","","",""
"Yes","2010","35-65 y.","no degree/no degree yet","","","",""
"Yes","2010","66 and older","lower secondary degree","","","",""
"Yes","2010","66 and older","secondary school degree","","","",""
"Yes","2010","66 and older","college entrance qualification","","","",""
"Yes","2010","66 and older","Other degree","","","",""
"Yes","2010","66 and older","no degree/no degree yet","","","",""
"No","2010","16-34 y.","lower secondary degree","","","",""
"No","2010","16-34 y.","secondary school degree","","","",""
"No","2010","16-34 y.","college entrance qualification","","","",""
"No","2010","16-34 y.","Other degree","","","",""
"No","2010","16-34 y.","no degree/no degree yet","","","",""
"No","2010","35-65 y.","lower secondary degree","","","",""
"No","2010","35-65 y.","secondary school degree","","","",""
"No","2010","35-65 y.","college entrance qualification","","","",""
"No","2010","35-65 y.","Other degree","","","",""
"No","2010","35-65 y.","no degree/no degree yet","","","",""
"No","2010","66 and older","lower secondary degree","","","",""
"No","2010","66 and older","secondary school degree","","","",""
"No","2010","66 and older","college entrance qualification","","","",""
"No","2010","66 and older","Other degree","","","",""
"No","2010","66 and older","no degree/no degree yet","","","",""
"Yes","2011","16-34 y.","lower secondary degree","161","0.438120558598816","0.389739452193621","0.486501665004011"
"Yes","2011","16-34 y.","secondary school degree","430","0.489110941122824","0.456269660966672","0.521952221278976"
"Yes","2011","16-34 y.","college entrance qualification","592","0.554097839985746","0.523800755478203","0.584394924493289"
"Yes","2011","16-34 y.","Other degree","30","0.714013283261418","0.592356526960528","0.835670039562308"
"Yes","2011","16-34 y.","no degree/no degree yet","19","","",""
"Yes","2011","35-65 y.","lower secondary degree","995","0.514364073467173","0.4924928366023","0.536235310332047"
"Yes","2011","35-65 y.","secondary school degree","1628","0.540234440449323","0.522662156885059","0.557806724013587"
"Yes","2011","35-65 y.","college entrance qualification","1645","0.644501785274913","0.625988591122463","0.663014979427363"
"Yes","2011","35-65 y.","Other degree","215","0.479219767232872","0.432959973534653","0.52547956093109"
"Yes","2011","35-65 y.","no degree/no degree yet","24","","",""
"Yes","2011","66 and older","lower secondary degree","13","","",""
"Yes","2011","66 and older","secondary school degree","7","","",""
"Yes","2011","66 and older","college entrance qualification","13","","",""
"Yes","2011","66 and older","Other degree","3","","",""
"Yes","2011","66 and older","no degree/no degree yet","","","",""
"No","2011","16-34 y.","lower secondary degree","243","0.561879441401184","0.513498334995989","0.610260547806379"
"No","2011","16-34 y.","secondary school degree","460","0.510889058877176","0.478047778721024","0.543730339033328"
"No","2011","16-34 y.","college entrance qualification","442","0.445902160014254","0.415605075506711","0.476199244521797"
"No","2011","16-34 y.","Other degree","23","","",""
"No","2011","16-34 y.","no degree/no degree yet","35","0.63233211668333","0.503728945213986","0.760935288152675"
"No","2011","35-65 y.","lower secondary degree","1011","0.485635926532827","0.463764689667953","0.5075071633977"
"No","2011","35-65 y.","secondary school degree","1462","0.459765559550677","0.442193275986413","0.477337843114941"
"No","2011","35-65 y.","college entrance qualification","923","0.355498214725087","0.336985020572638","0.374011408877537"
"No","2011","35-65 y.","Other degree","233","0.520780232767128","0.47452043906891","0.567040026465347"
"No","2011","35-65 y.","no degree/no degree yet","37","0.711365999233841","0.597654739739919","0.825077258727764"
"No","2011","66 and older","lower secondary degree","61","0.882810785314271","0.809526666816425","0.956094903812116"
"No","2011","66 and older","secondary school degree","32","0.679795370967649","0.533369204645353","0.826221537289945"
"No","2011","66 and older","college entrance qualification","53","0.771995867861405","0.670778516157772","0.873213219565039"
"No","2011","66 and older","Other degree","7","","",""
"No","2011","66 and older","no degree/no degree yet","1","","",""
"Yes","2012","16-34 y.","lower secondary degree","","","",""
"Yes","2012","16-34 y.","secondary school degree","","","",""
"Yes","2012","16-34 y.","college entrance qualification","","","",""
"Yes","2012","16-34 y.","Other degree","","","",""
"Yes","2012","16-34 y.","no degree/no degree yet","","","",""
"Yes","2012","35-65 y.","lower secondary degree","","","",""
"Yes","2012","35-65 y.","secondary school degree","","","",""
"Yes","2012","35-65 y.","college entrance qualification","","","",""
"Yes","2012","35-65 y.","Other degree","","","",""
"Yes","2012","35-65 y.","no degree/no degree yet","","","",""
"Yes","2012","66 and older","lower secondary degree","","","",""
"Yes","2012","66 and older","secondary school degree","","","",""
"Yes","2012","66 and older","college entrance qualification","","","",""
"Yes","2012","66 and older","Other degree","","","",""
"Yes","2012","66 and older","no degree/no degree yet","","","",""
"No","2012","16-34 y.","lower secondary degree","","","",""
"No","2012","16-34 y.","secondary school degree","","","",""
"No","2012","16-34 y.","college entrance qualification","","","",""
"No","2012","16-34 y.","Other degree","","","",""
"No","2012","16-34 y.","no degree/no degree yet","","","",""
"No","2012","35-65 y.","lower secondary degree","","","",""
"No","2012","35-65 y.","secondary school degree","","","",""
"No","2012","35-65 y.","college entrance qualification","","","",""
"No","2012","35-65 y.","Other degree","","","",""
"No","2012","35-65 y.","no degree/no degree yet","","","",""
"No","2012","66 and older","lower secondary degree","","","",""
"No","2012","66 and older","secondary school degree","","","",""
"No","2012","66 and older","college entrance qualification","","","",""
"No","2012","66 and older","Other degree","","","",""
"No","2012","66 and older","no degree/no degree yet","","","",""
"Yes","2013","16-34 y.","lower secondary degree","","","",""
"Yes","2013","16-34 y.","secondary school degree","","","",""
"Yes","2013","16-34 y.","college entrance qualification","","","",""
"Yes","2013","16-34 y.","Other degree","","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","","","",""
"Yes","2013","35-65 y.","lower secondary degree","","","",""
"Yes","2013","35-65 y.","secondary school degree","","","",""
"Yes","2013","35-65 y.","college entrance qualification","","","",""
"Yes","2013","35-65 y.","Other degree","","","",""
"Yes","2013","35-65 y.","no degree/no degree yet","","","",""
"Yes","2013","66 and older","lower secondary degree","","","",""
"Yes","2013","66 and older","secondary school degree","","","",""
"Yes","2013","66 and older","college entrance qualification","","","",""
"Yes","2013","66 and older","Other degree","","","",""
"Yes","2013","66 and older","no degree/no degree yet","","","",""
"No","2013","16-34 y.","lower secondary degree","","","",""
"No","2013","16-34 y.","secondary school degree","","","",""
"No","2013","16-34 y.","college entrance qualification","","","",""
"No","2013","16-34 y.","Other degree","","","",""
"No","2013","16-34 y.","no degree/no degree yet","","","",""
"No","2013","35-65 y.","lower secondary degree","","","",""
"No","2013","35-65 y.","secondary school degree","","","",""
"No","2013","35-65 y.","college entrance qualification","","","",""
"No","2013","35-65 y.","Other degree","","","",""
"No","2013","35-65 y.","no degree/no degree yet","","","",""
"No","2013","66 and older","lower secondary degree","","","",""
"No","2013","66 and older","secondary school degree","","","",""
"No","2013","66 and older","college entrance qualification","","","",""
"No","2013","66 and older","Other degree","","","",""
"No","2013","66 and older","no degree/no degree yet","","","",""
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"No","2014","16-34 y.","lower secondary degree","","","",""
"No","2014","16-34 y.","secondary school degree","","","",""
"No","2014","16-34 y.","college entrance qualification","","","",""
"No","2014","16-34 y.","Other degree","","","",""
"No","2014","16-34 y.","no degree/no degree yet","","","",""
"No","2014","35-65 y.","lower secondary degree","","","",""
"No","2014","35-65 y.","secondary school degree","","","",""
"No","2014","35-65 y.","college entrance qualification","","","",""
"No","2014","35-65 y.","Other degree","","","",""
"No","2014","35-65 y.","no degree/no degree yet","","","",""
"No","2014","66 and older","lower secondary degree","","","",""
"No","2014","66 and older","secondary school degree","","","",""
"No","2014","66 and older","college entrance qualification","","","",""
"No","2014","66 and older","Other degree","","","",""
"No","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","","","",""
"Yes","2015","16-34 y.","secondary school degree","","","",""
"Yes","2015","16-34 y.","college entrance qualification","","","",""
"Yes","2015","16-34 y.","Other degree","","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","","","",""
"Yes","2015","35-65 y.","lower secondary degree","","","",""
"Yes","2015","35-65 y.","secondary school degree","","","",""
"Yes","2015","35-65 y.","college entrance qualification","","","",""
"Yes","2015","35-65 y.","Other degree","","","",""
"Yes","2015","35-65 y.","no degree/no degree yet","","","",""
"Yes","2015","66 and older","lower secondary degree","","","",""
"Yes","2015","66 and older","secondary school degree","","","",""
"Yes","2015","66 and older","college entrance qualification","","","",""
"Yes","2015","66 and older","Other degree","","","",""
"Yes","2015","66 and older","no degree/no degree yet","","","",""
"No","2015","16-34 y.","lower secondary degree","","","",""
"No","2015","16-34 y.","secondary school degree","","","",""
"No","2015","16-34 y.","college entrance qualification","","","",""
"No","2015","16-34 y.","Other degree","","","",""
"No","2015","16-34 y.","no degree/no degree yet","","","",""
"No","2015","35-65 y.","lower secondary degree","","","",""
"No","2015","35-65 y.","secondary school degree","","","",""
"No","2015","35-65 y.","college entrance qualification","","","",""
"No","2015","35-65 y.","Other degree","","","",""
"No","2015","35-65 y.","no degree/no degree yet","","","",""
"No","2015","66 and older","lower secondary degree","","","",""
"No","2015","66 and older","secondary school degree","","","",""
"No","2015","66 and older","college entrance qualification","","","",""
"No","2015","66 and older","Other degree","","","",""
"No","2015","66 and older","no degree/no degree yet","","","",""
"Yes","2016","16-34 y.","lower secondary degree","195","0.422469988734934","0.378734371386385","0.466205606083484"
"Yes","2016","16-34 y.","secondary school degree","457","0.502684362886298","0.469945934171668","0.535422791600927"
"Yes","2016","16-34 y.","college entrance qualification","644","0.588147869124887","0.559285270690334","0.61701046755944"
"Yes","2016","16-34 y.","Other degree","177","0.41261633104246","0.365421537510921","0.459811124574"
"Yes","2016","16-34 y.","no degree/no degree yet","29","","",""
"Yes","2016","35-65 y.","lower secondary degree","909","0.49866357786876","0.475989579655237","0.521337576082284"
"Yes","2016","35-65 y.","secondary school degree","1724","0.532936233649415","0.51594741870022","0.54992504859861"
"Yes","2016","35-65 y.","college entrance qualification","2143","0.657167384149268","0.64104105577814","0.673293712520396"
"Yes","2016","35-65 y.","Other degree","667","0.465304882403183","0.440146568509152","0.490463196297213"
"Yes","2016","35-65 y.","no degree/no degree yet","59","0.435727785477567","0.354740134006435","0.516715436948699"
"Yes","2016","66 and older","lower secondary degree","24","","",""
"Yes","2016","66 and older","secondary school degree","21","","",""
"Yes","2016","66 and older","college entrance qualification","13","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"No","2016","16-34 y.","lower secondary degree","295","0.577530011265065","0.533794393916516","0.621265628613615"
"No","2016","16-34 y.","secondary school degree","439","0.497315637113702","0.464577208399073","0.530054065828332"
"No","2016","16-34 y.","college entrance qualification","473","0.411852130875113","0.38298953244056","0.440714729309666"
"No","2016","16-34 y.","Other degree","241","0.58738366895754","0.540188875426","0.634578462489079"
"No","2016","16-34 y.","no degree/no degree yet","69","0.625303531721593","0.529469382040028","0.721137681403157"
