"plb0050","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Employed","in school","","","",""
"Yes","2004","Employed","inadequately","","","",""
"Yes","2004","Employed","general elemantary","","","",""
"Yes","2004","Employed","middle vocational","","","",""
"Yes","2004","Employed","vocational + Abi","","","",""
"Yes","2004","Employed","higher vocational","","","",""
"Yes","2004","Employed","higher education","","","",""
"No","2004","Not Employed","in school","","","",""
"No","2004","Not Employed","inadequately","","","",""
"No","2004","Not Employed","general elemantary","","","",""
"No","2004","Not Employed","middle vocational","","","",""
"No","2004","Not Employed","vocational + Abi","","","",""
"No","2004","Not Employed","higher vocational","","","",""
"No","2004","Not Employed","higher education","","","",""
"No","2004","Employed","in school","","","",""
"No","2004","Employed","inadequately","","","",""
"No","2004","Employed","general elemantary","","","",""
"No","2004","Employed","middle vocational","","","",""
"No","2004","Employed","vocational + Abi","","","",""
"No","2004","Employed","higher vocational","","","",""
"No","2004","Employed","higher education","","","",""
"Yes","2005","Not Employed","in school","","","",""
"Yes","2005","Not Employed","inadequately","","","",""
"Yes","2005","Not Employed","general elemantary","","","",""
"Yes","2005","Not Employed","middle vocational","","","",""
"Yes","2005","Not Employed","vocational + Abi","","","",""
"Yes","2005","Not Employed","higher vocational","","","",""
"Yes","2005","Not Employed","higher education","","","",""
"Yes","2005","Employed","in school","","","",""
"Yes","2005","Employed","inadequately","","","",""
"Yes","2005","Employed","general elemantary","","","",""
"Yes","2005","Employed","middle vocational","","","",""
"Yes","2005","Employed","vocational + Abi","","","",""
"Yes","2005","Employed","higher vocational","","","",""
"Yes","2005","Employed","higher education","","","",""
"No","2005","Not Employed","in school","","","",""
"No","2005","Not Employed","inadequately","","","",""
"No","2005","Not Employed","general elemantary","","","",""
"No","2005","Not Employed","middle vocational","","","",""
"No","2005","Not Employed","vocational + Abi","","","",""
"No","2005","Not Employed","higher vocational","","","",""
"No","2005","Not Employed","higher education","","","",""
"No","2005","Employed","in school","","","",""
"No","2005","Employed","inadequately","","","",""
"No","2005","Employed","general elemantary","","","",""
"No","2005","Employed","middle vocational","","","",""
"No","2005","Employed","vocational + Abi","","","",""
"No","2005","Employed","higher vocational","","","",""
"No","2005","Employed","higher education","","","",""
"Yes","2006","Not Employed","in school","","","",""
"Yes","2006","Not Employed","inadequately","","","",""
"Yes","2006","Not Employed","general elemantary","7","","",""
"Yes","2006","Not Employed","middle vocational","27","","",""
"Yes","2006","Not Employed","vocational + Abi","2","","",""
"Yes","2006","Not Employed","higher vocational","1","","",""
"Yes","2006","Not Employed","higher education","15","","",""
"Yes","2006","Employed","in school","4","","",""
"Yes","2006","Employed","inadequately","31","0.491364734217528","0.370755280847749","0.611974187587306"
"Yes","2006","Employed","general elemantary","390","0.435758529936521","0.402714311297919","0.468802748575123"
"Yes","2006","Employed","middle vocational","2814","0.494204592068266","0.481348740362861","0.507060443773671"
"Yes","2006","Employed","vocational + Abi","421","0.497689218393388","0.46348797629766","0.531890460489116"
"Yes","2006","Employed","higher vocational","525","0.480073391056307","0.449954745534894","0.510192036577719"
"Yes","2006","Employed","higher education","1898","0.594273703745091","0.577096112342957","0.611451295147225"
"No","2006","Not Employed","in school","3","","",""
"No","2006","Not Employed","inadequately","3","","",""
"No","2006","Not Employed","general elemantary","24","","",""
"No","2006","Not Employed","middle vocational","78","0.70398545610471","0.616669862725776","0.791301049483643"
"No","2006","Not Employed","vocational + Abi","7","","",""
"No","2006","Not Employed","higher vocational","3","","",""
"No","2006","Not Employed","higher education","19","","",""
"No","2006","Employed","in school","31","0.958588231257122","0.892580925663917","1.02459553685033"
"No","2006","Employed","inadequately","35","0.508635265782472","0.388025812412694","0.629244719152251"
"No","2006","Employed","general elemantary","475","0.564241470063479","0.531197251424877","0.597285688702081"
"No","2006","Employed","middle vocational","2996","0.505795407931734","0.49293955622633","0.518651259637139"
"No","2006","Employed","vocational + Abi","400","0.502310781606612","0.468109539510884","0.53651202370234"
"No","2006","Employed","higher vocational","532","0.519926608943693","0.489807963422281","0.550045254465106"
"No","2006","Employed","higher education","1241","0.405726296254909","0.388548704852775","0.422903887657043"
"Yes","2007","Not Employed","in school","","","",""
"Yes","2007","Not Employed","inadequately","","","",""
"Yes","2007","Not Employed","general elemantary","","","",""
"Yes","2007","Not Employed","middle vocational","","","",""
"Yes","2007","Not Employed","vocational + Abi","","","",""
"Yes","2007","Not Employed","higher vocational","","","",""
"Yes","2007","Not Employed","higher education","","","",""
"Yes","2007","Employed","in school","","","",""
"Yes","2007","Employed","inadequately","","","",""
"Yes","2007","Employed","general elemantary","","","",""
"Yes","2007","Employed","middle vocational","","","",""
"Yes","2007","Employed","vocational + Abi","","","",""
"Yes","2007","Employed","higher vocational","","","",""
"Yes","2007","Employed","higher education","","","",""
"No","2007","Not Employed","in school","","","",""
"No","2007","Not Employed","inadequately","","","",""
"No","2007","Not Employed","general elemantary","","","",""
"No","2007","Not Employed","middle vocational","","","",""
"No","2007","Not Employed","vocational + Abi","","","",""
"No","2007","Not Employed","higher vocational","","","",""
"No","2007","Not Employed","higher education","","","",""
"No","2007","Employed","in school","","","",""
"No","2007","Employed","inadequately","","","",""
"No","2007","Employed","general elemantary","","","",""
"No","2007","Employed","middle vocational","","","",""
"No","2007","Employed","vocational + Abi","","","",""
"No","2007","Employed","higher vocational","","","",""
"No","2007","Employed","higher education","","","",""
"Yes","2008","Not Employed","in school","","","",""
"Yes","2008","Not Employed","inadequately","","","",""
"Yes","2008","Not Employed","general elemantary","","","",""
"Yes","2008","Not Employed","middle vocational","","","",""
"Yes","2008","Not Employed","vocational + Abi","","","",""
"Yes","2008","Not Employed","higher vocational","","","",""
"Yes","2008","Not Employed","higher education","","","",""
"Yes","2008","Employed","in school","","","",""
"Yes","2008","Employed","inadequately","","","",""
"Yes","2008","Employed","general elemantary","","","",""
"Yes","2008","Employed","middle vocational","","","",""
"Yes","2008","Employed","vocational + Abi","","","",""
"Yes","2008","Employed","higher vocational","","","",""
"Yes","2008","Employed","higher education","","","",""
"No","2008","Not Employed","in school","","","",""
"No","2008","Not Employed","inadequately","","","",""
"No","2008","Not Employed","general elemantary","","","",""
"No","2008","Not Employed","middle vocational","","","",""
"No","2008","Not Employed","vocational + Abi","","","",""
"No","2008","Not Employed","higher vocational","","","",""
"No","2008","Not Employed","higher education","","","",""
"No","2008","Employed","in school","","","",""
"No","2008","Employed","inadequately","","","",""
"No","2008","Employed","general elemantary","","","",""
"No","2008","Employed","middle vocational","","","",""
"No","2008","Employed","vocational + Abi","","","",""
"No","2008","Employed","higher vocational","","","",""
"No","2008","Employed","higher education","","","",""
"Yes","2009","Not Employed","in school","","","",""
"Yes","2009","Not Employed","inadequately","","","",""
"Yes","2009","Not Employed","general elemantary","","","",""
"Yes","2009","Not Employed","middle vocational","","","",""
"Yes","2009","Not Employed","vocational + Abi","","","",""
"Yes","2009","Not Employed","higher vocational","","","",""
"Yes","2009","Not Employed","higher education","","","",""
"Yes","2009","Employed","in school","","","",""
"Yes","2009","Employed","inadequately","","","",""
"Yes","2009","Employed","general elemantary","","","",""
"Yes","2009","Employed","middle vocational","","","",""
"Yes","2009","Employed","vocational + Abi","","","",""
"Yes","2009","Employed","higher vocational","","","",""
"Yes","2009","Employed","higher education","","","",""
"No","2009","Not Employed","in school","","","",""
"No","2009","Not Employed","inadequately","","","",""
"No","2009","Not Employed","general elemantary","","","",""
"No","2009","Not Employed","middle vocational","","","",""
"No","2009","Not Employed","vocational + Abi","","","",""
"No","2009","Not Employed","higher vocational","","","",""
"No","2009","Not Employed","higher education","","","",""
"No","2009","Employed","in school","","","",""
"No","2009","Employed","inadequately","","","",""
"No","2009","Employed","general elemantary","","","",""
"No","2009","Employed","middle vocational","","","",""
"No","2009","Employed","vocational + Abi","","","",""
"No","2009","Employed","higher vocational","","","",""
"No","2009","Employed","higher education","","","",""
"Yes","2010","Not Employed","in school","","","",""
"Yes","2010","Not Employed","inadequately","","","",""
"Yes","2010","Not Employed","general elemantary","","","",""
"Yes","2010","Not Employed","middle vocational","","","",""
"Yes","2010","Not Employed","vocational + Abi","","","",""
"Yes","2010","Not Employed","higher vocational","","","",""
"Yes","2010","Not Employed","higher education","","","",""
"Yes","2010","Employed","in school","","","",""
"Yes","2010","Employed","inadequately","","","",""
"Yes","2010","Employed","general elemantary","","","",""
"Yes","2010","Employed","middle vocational","","","",""
"Yes","2010","Employed","vocational + Abi","","","",""
"Yes","2010","Employed","higher vocational","","","",""
"Yes","2010","Employed","higher education","","","",""
"No","2010","Not Employed","in school","","","",""
"No","2010","Not Employed","inadequately","","","",""
"No","2010","Not Employed","general elemantary","","","",""
"No","2010","Not Employed","middle vocational","","","",""
"No","2010","Not Employed","vocational + Abi","","","",""
"No","2010","Not Employed","higher vocational","","","",""
"No","2010","Not Employed","higher education","","","",""
"No","2010","Employed","in school","","","",""
"No","2010","Employed","inadequately","","","",""
"No","2010","Employed","general elemantary","","","",""
"No","2010","Employed","middle vocational","","","",""
"No","2010","Employed","vocational + Abi","","","",""
"No","2010","Employed","higher vocational","","","",""
"No","2010","Employed","higher education","","","",""
"Yes","2011","Not Employed","in school","","","",""
"Yes","2011","Not Employed","inadequately","","","",""
"Yes","2011","Not Employed","general elemantary","8","","",""
"Yes","2011","Not Employed","middle vocational","30","0.55459963771116","0.438992675241687","0.670206600180634"
"Yes","2011","Not Employed","vocational + Abi","3","","",""
"Yes","2011","Not Employed","higher vocational","3","","",""
"Yes","2011","Not Employed","higher education","17","","",""
"Yes","2011","Employed","in school","12","","",""
"Yes","2011","Employed","inadequately","27","","",""
"Yes","2011","Employed","general elemantary","342","0.494640991732105","0.45847127404685","0.530810709417359"
"Yes","2011","Employed","middle vocational","2674","0.503858255513163","0.490491810050152","0.517224700976174"
"Yes","2011","Employed","vocational + Abi","455","0.584603715558726","0.550997457589674","0.618209973527778"
"Yes","2011","Employed","higher vocational","455","0.503468814654284","0.470283235511932","0.536654393796636"
"Yes","2011","Employed","higher education","1834","0.63223722969692","0.614723593671702","0.649750865722138"
"No","2011","Not Employed","in school","3","","",""
"No","2011","Not Employed","inadequately","3","","",""
"No","2011","Not Employed","general elemantary","18","","",""
"No","2011","Not Employed","middle vocational","41","0.44540036228884","0.329793399819366","0.561007324758313"
"No","2011","Not Employed","vocational + Abi","7","","",""
"No","2011","Not Employed","higher vocational","2","","",""
"No","2011","Not Employed","higher education","16","","",""
"No","2011","Employed","in school","17","","",""
"No","2011","Employed","inadequately","39","0.677753890076006","0.565006635782595","0.790501144369416"
"No","2011","Employed","general elemantary","392","0.505359008267895","0.469189290582641","0.54152872595315"
"No","2011","Employed","middle vocational","2701","0.496141744486837","0.482775299023826","0.509508189949848"
"No","2011","Employed","vocational + Abi","371","0.415396284441275","0.381790026472223","0.449002542410326"
"No","2011","Employed","higher vocational","417","0.496531185345716","0.463345606203364","0.529716764488068"
"No","2011","Employed","higher education","1078","0.36776277030308","0.350249134277862","0.385276406328298"
"Yes","2012","Not Employed","in school","","","",""
"Yes","2012","Not Employed","inadequately","","","",""
"Yes","2012","Not Employed","general elemantary","","","",""
"Yes","2012","Not Employed","middle vocational","","","",""
"Yes","2012","Not Employed","vocational + Abi","","","",""
"Yes","2012","Not Employed","higher vocational","","","",""
"Yes","2012","Not Employed","higher education","","","",""
"Yes","2012","Employed","in school","","","",""
"Yes","2012","Employed","inadequately","","","",""
"Yes","2012","Employed","general elemantary","","","",""
"Yes","2012","Employed","middle vocational","","","",""
"Yes","2012","Employed","vocational + Abi","","","",""
"Yes","2012","Employed","higher vocational","","","",""
"Yes","2012","Employed","higher education","","","",""
"No","2012","Not Employed","in school","","","",""
"No","2012","Not Employed","inadequately","","","",""
"No","2012","Not Employed","general elemantary","","","",""
"No","2012","Not Employed","middle vocational","","","",""
"No","2012","Not Employed","vocational + Abi","","","",""
"No","2012","Not Employed","higher vocational","","","",""
"No","2012","Not Employed","higher education","","","",""
"No","2012","Employed","in school","","","",""
"No","2012","Employed","inadequately","","","",""
"No","2012","Employed","general elemantary","","","",""
"No","2012","Employed","middle vocational","","","",""
"No","2012","Employed","vocational + Abi","","","",""
"No","2012","Employed","higher vocational","","","",""
"No","2012","Employed","higher education","","","",""
"Yes","2013","Not Employed","in school","","","",""
"Yes","2013","Not Employed","inadequately","","","",""
"Yes","2013","Not Employed","general elemantary","","","",""
"Yes","2013","Not Employed","middle vocational","","","",""
"Yes","2013","Not Employed","vocational + Abi","","","",""
"Yes","2013","Not Employed","higher vocational","","","",""
"Yes","2013","Not Employed","higher education","","","",""
"Yes","2013","Employed","in school","","","",""
"Yes","2013","Employed","inadequately","","","",""
"Yes","2013","Employed","general elemantary","","","",""
"Yes","2013","Employed","middle vocational","","","",""
"Yes","2013","Employed","vocational + Abi","","","",""
"Yes","2013","Employed","higher vocational","","","",""
"Yes","2013","Employed","higher education","","","",""
"No","2013","Not Employed","in school","","","",""
"No","2013","Not Employed","inadequately","","","",""
"No","2013","Not Employed","general elemantary","","","",""
"No","2013","Not Employed","middle vocational","","","",""
"No","2013","Not Employed","vocational + Abi","","","",""
"No","2013","Not Employed","higher vocational","","","",""
"No","2013","Not Employed","higher education","","","",""
"No","2013","Employed","in school","","","",""
"No","2013","Employed","inadequately","","","",""
"No","2013","Employed","general elemantary","","","",""
"No","2013","Employed","middle vocational","","","",""
"No","2013","Employed","vocational + Abi","","","",""
"No","2013","Employed","higher vocational","","","",""
"No","2013","Employed","higher education","","","",""
"Yes","2014","Not Employed","in school","","","",""
"Yes","2014","Not Employed","inadequately","","","",""
"Yes","2014","Not Employed","general elemantary","","","",""
"Yes","2014","Not Employed","middle vocational","","","",""
"Yes","2014","Not Employed","vocational + Abi","","","",""
"Yes","2014","Not Employed","higher vocational","","","",""
"Yes","2014","Not Employed","higher education","","","",""
"Yes","2014","Employed","in school","","","",""
"Yes","2014","Employed","inadequately","","","",""
"Yes","2014","Employed","general elemantary","","","",""
"Yes","2014","Employed","middle vocational","","","",""
"Yes","2014","Employed","vocational + Abi","","","",""
"Yes","2014","Employed","higher vocational","","","",""
"Yes","2014","Employed","higher education","","","",""
"No","2014","Not Employed","in school","","","",""
"No","2014","Not Employed","inadequately","","","",""
"No","2014","Not Employed","general elemantary","","","",""
"No","2014","Not Employed","middle vocational","","","",""
"No","2014","Not Employed","vocational + Abi","","","",""
"No","2014","Not Employed","higher vocational","","","",""
"No","2014","Not Employed","higher education","","","",""
"No","2014","Employed","in school","","","",""
"No","2014","Employed","inadequately","","","",""
"No","2014","Employed","general elemantary","","","",""
"No","2014","Employed","middle vocational","","","",""
"No","2014","Employed","vocational + Abi","","","",""
"No","2014","Employed","higher vocational","","","",""
"No","2014","Employed","higher education","","","",""
"Yes","2015","Not Employed","in school","","","",""
"Yes","2015","Not Employed","inadequately","","","",""
"Yes","2015","Not Employed","general elemantary","","","",""
"Yes","2015","Not Employed","middle vocational","","","",""
"Yes","2015","Not Employed","vocational + Abi","","","",""
"Yes","2015","Not Employed","higher vocational","","","",""
"Yes","2015","Not Employed","higher education","","","",""
"Yes","2015","Employed","in school","","","",""
"Yes","2015","Employed","inadequately","","","",""
"Yes","2015","Employed","general elemantary","","","",""
"Yes","2015","Employed","middle vocational","","","",""
"Yes","2015","Employed","vocational + Abi","","","",""
"Yes","2015","Employed","higher vocational","","","",""
"Yes","2015","Employed","higher education","","","",""
"No","2015","Not Employed","in school","","","",""
"No","2015","Not Employed","inadequately","","","",""
"No","2015","Not Employed","general elemantary","","","",""
"No","2015","Not Employed","middle vocational","","","",""
"No","2015","Not Employed","vocational + Abi","","","",""
"No","2015","Not Employed","higher vocational","","","",""
"No","2015","Not Employed","higher education","","","",""
"No","2015","Employed","in school","","","",""
"No","2015","Employed","inadequately","","","",""
"No","2015","Employed","general elemantary","","","",""
"No","2015","Employed","middle vocational","","","",""
"No","2015","Employed","vocational + Abi","","","",""
"No","2015","Employed","higher vocational","","","",""
"No","2015","Employed","higher education","","","",""
"Yes","2016","Not Employed","in school","1","","",""
"Yes","2016","Not Employed","inadequately","3","","",""
"Yes","2016","Not Employed","general elemantary","15","","",""
"Yes","2016","Not Employed","middle vocational","42","0.294243110219718","0.219025548819971","0.369460671619465"
"Yes","2016","Not Employed","vocational + Abi","11","","",""
"Yes","2016","Not Employed","higher vocational","3","","",""
"Yes","2016","Not Employed","higher education","30","0.500068482653632","0.365457604798478","0.634679360508787"
"Yes","2016","Employed","in school","12","","",""
"Yes","2016","Employed","inadequately","57","0.465990473952584","0.383061992585306","0.548918955319862"
"Yes","2016","Employed","general elemantary","444","0.438401511015115","0.408985282099739","0.467817739930492"
"Yes","2016","Employed","middle vocational","2946","0.500009099790878","0.487424526366733","0.512593673215024"
"Yes","2016","Employed","vocational + Abi","736","0.542559032933329","0.516729116336327","0.56838894953033"
"Yes","2016","Employed","higher vocational","492","0.581425030245077","0.548568429208592","0.614281631281562"
"Yes","2016","Employed","higher education","2391","0.655793191722889","0.64049268613047","0.671093697315309"
"No","2016","Not Employed","in school","13","","",""
"No","2016","Not Employed","inadequately","5","","",""
"No","2016","Not Employed","general elemantary","38","0.683725707201338","0.558531839260099","0.808919575142577"
"No","2016","Not Employed","middle vocational","99","0.705756889780282","0.630539328380535","0.780974451180029"
"No","2016","Not Employed","vocational + Abi","17","","",""
"No","2016","Not Employed","higher vocational","4","","",""
"No","2016","Not Employed","higher education","23","","",""
"No","2016","Employed","in school","26","","",""
"No","2016","Employed","inadequately","82","0.534009526047416","0.451081044680138","0.616938007414694"
"No","2016","Employed","general elemantary","649","0.561598488984885","0.532182260069508","0.591014717900261"
"No","2016","Employed","middle vocational","3118","0.499990900209122","0.487406326784976","0.512575473633267"
"No","2016","Employed","vocational + Abi","693","0.457440967066671","0.43161105046967","0.483270883663673"
"No","2016","Employed","higher vocational","374","0.418574969754923","0.385718368718438","0.451431570791408"
"No","2016","Employed","higher education","1313","0.344206808277111","0.328906302684691","0.35950731386953"
"Yes","2017","Not Employed","in school","","","",""
"Yes","2017","Not Employed","inadequately","","","",""
"Yes","2017","Not Employed","general elemantary","","","",""
"Yes","2017","Not Employed","middle vocational","","","",""
"Yes","2017","Not Employed","vocational + Abi","","","",""
"Yes","2017","Not Employed","higher vocational","","","",""
"Yes","2017","Not Employed","higher education","","","",""
"Yes","2017","Employed","in school","","","",""
"Yes","2017","Employed","inadequately","","","",""
"Yes","2017","Employed","general elemantary","","","",""
"Yes","2017","Employed","middle vocational","","","",""
"Yes","2017","Employed","vocational + Abi","","","",""
"Yes","2017","Employed","higher vocational","","","",""
"Yes","2017","Employed","higher education","","","",""
"No","2017","Not Employed","in school","","","",""
"No","2017","Not Employed","inadequately","","","",""
"No","2017","Not Employed","general elemantary","","","",""
"No","2017","Not Employed","middle vocational","","","",""
"No","2017","Not Employed","vocational + Abi","","","",""
"No","2017","Not Employed","higher vocational","","","",""
"No","2017","Not Employed","higher education","","","",""
"No","2017","Employed","in school","","","",""
"No","2017","Employed","inadequately","","","",""
"No","2017","Employed","general elemantary","","","",""
"No","2017","Employed","middle vocational","","","",""
"No","2017","Employed","vocational + Abi","","","",""
"No","2017","Employed","higher vocational","","","",""
"No","2017","Employed","higher education","","","",""
"Yes","2018","Not Employed","in school","","","",""
"Yes","2018","Not Employed","inadequately","","","",""
"Yes","2018","Not Employed","general elemantary","","","",""
"Yes","2018","Not Employed","middle vocational","","","",""
"Yes","2018","Not Employed","vocational + Abi","","","",""
"Yes","2018","Not Employed","higher vocational","","","",""
"Yes","2018","Not Employed","higher education","","","",""
"Yes","2018","Employed","in school","","","",""
"Yes","2018","Employed","inadequately","","","",""
"Yes","2018","Employed","general elemantary","","","",""
"Yes","2018","Employed","middle vocational","","","",""
"Yes","2018","Employed","vocational + Abi","","","",""
"Yes","2018","Employed","higher vocational","","","",""
"Yes","2018","Employed","higher education","","","",""
"No","2018","Not Employed","in school","","","",""
"No","2018","Not Employed","inadequately","","","",""
"No","2018","Not Employed","general elemantary","","","",""
"No","2018","Not Employed","middle vocational","","","",""
"No","2018","Not Employed","vocational + Abi","","","",""
"No","2018","Not Employed","higher vocational","","","",""
"No","2018","Not Employed","higher education","","","",""
"No","2018","Employed","in school","","","",""
"No","2018","Employed","inadequately","","","",""
"No","2018","Employed","general elemantary","","","",""
"No","2018","Employed","middle vocational","","","",""
"No","2018","Employed","vocational + Abi","","","",""
"No","2018","Employed","higher vocational","","","",""
"No","2018","Employed","higher education","","","",""
"Yes","2019","Not Employed","in school","6","","",""
"Yes","2019","Not Employed","inadequately","4","","",""
"Yes","2019","Not Employed","general elemantary","20","","",""
"Yes","2019","Not Employed","middle vocational","73","0.307024998638542","0.247283515124255","0.366766482152828"
"Yes","2019","Not Employed","vocational + Abi","13","","",""
"Yes","2019","Not Employed","higher vocational","7","","",""
"Yes","2019","Not Employed","higher education","57","0.536322126284094","0.452817824169211","0.619826428398977"
"Yes","2019","Employed","in school","17","","",""
"Yes","2019","Employed","inadequately","60","0.47810618092507","0.395064917760006","0.561147444090134"
"Yes","2019","Employed","general elemantary","439","0.425113077231015","0.395492081781534","0.454734072680496"
"Yes","2019","Employed","middle vocational","2935","0.499132213022909","0.486744256802953","0.511520169242865"
"Yes","2019","Employed","vocational + Abi","796","0.572352949795121","0.54796603509944","0.596739864490802"
"Yes","2019","Employed","higher vocational","513","0.589073028561361","0.559851626886996","0.618294430235726"
"Yes","2019","Employed","higher education","2540","0.648590368977089","0.634742842150885","0.662437895803292"
"No","2019","Not Employed","in school","10","","",""
"No","2019","Not Employed","inadequately","7","","",""
"No","2019","Not Employed","general elemantary","57","0.819255712121182","0.733305934374315","0.905205489868049"
"No","2019","Not Employed","middle vocational","156","0.692975001361458","0.633233517847172","0.752716484875745"
"No","2019","Not Employed","vocational + Abi","32","0.592681000651145","0.449125555259116","0.736236446043174"
"No","2019","Not Employed","higher vocational","27","","",""
"No","2019","Not Employed","higher education","80","0.463677873715905","0.380173571601022","0.547182175830788"
"No","2019","Employed","in school","25","","",""
"No","2019","Employed","inadequately","79","0.52189381907493","0.438852555909866","0.604935082239994"
"No","2019","Employed","general elemantary","631","0.574886922768985","0.545265927319504","0.604507918218466"
"No","2019","Employed","middle vocational","3323","0.500867786977091","0.488479830757135","0.513255743197047"
"No","2019","Employed","vocational + Abi","785","0.427647050204879","0.403260135509198","0.452033964900559"
"No","2019","Employed","higher vocational","576","0.410926971438639","0.381705569764274","0.440148373113004"
"No","2019","Employed","higher education","2026","0.351409631022911","0.337562104196708","0.365257157849115"
