"plb0050","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2001","Hesse","no migration background","382","0.601736062284538","0.56413101766773","0.639341106901346","1"
"Yes","2001","Hesse","direct migration background","87","0.497516872994219","0.420759705944238","0.5742740400442","1"
"Yes","2001","Hesse","indirect migration background","20","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","no migration background","295","0.476897137264073","0.436249060662091","0.517545213866055","1"
"Yes","2001","Rhineland-Palatinate,Saarland","direct migration background","60","0.437545899656547","0.352917431831483","0.522174367481611","1"
"Yes","2001","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","1"
"Yes","2001","Baden-Württemberg","no migration background","543","0.520720187842651","0.490617724725108","0.550822650960194","1"
"Yes","2001","Baden-Württemberg","direct migration background","226","0.57982176400118","0.530645374304705","0.628998153697656","1"
"Yes","2001","Baden-Württemberg","indirect migration background","74","0.565676938377935","0.480141926945912","0.651211949809957","1"
"Yes","2001","Bavaria","no migration background","763","0.49055171706747","0.465526983341086","0.515576450793853","1"
"Yes","2001","Bavaria","direct migration background","135","0.582170335082051","0.51924627156392","0.645094398600182","1"
"Yes","2001","Bavaria","indirect migration background","38","0.429255410588861","0.319410590918439","0.539100230259284","1"
"Yes","2001","Berlin","no migration background","225","0.529787631301889","0.481238327549142","0.578336935054636","1"
"Yes","2001","Berlin","direct migration background","13","","","","1"
"Yes","2001","Berlin","indirect migration background","11","","","","1"
"Yes","2001","Brandenburg","no migration background","251","0.518111393134892","0.474574470001611","0.561648316268173","1"
"Yes","2001","Brandenburg","direct migration background","2","","","","1"
"Yes","2001","Brandenburg","indirect migration background","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","no migration background","139","0.483764052378524","0.426640482014354","0.540887622742695","1"
"Yes","2001","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2001","Saxony","no migration background","377","0.423461553291296","0.390741261503816","0.456181845078777","1"
"Yes","2001","Saxony","direct migration background","","","","","1"
"Yes","2001","Saxony","indirect migration background","1","","","","1"
"Yes","2001","Saxony-Anhalt","no migration background","222","0.389631656058605","0.347431648735584","0.431831663381625","1"
"Yes","2001","Saxony-Anhalt","direct migration background","2","","","","1"
"Yes","2001","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","2001","Thuringia","no migration background","234","0.443984650884409","0.400736108011227","0.487233193757591","1"
"Yes","2001","Thuringia","direct migration background","2","","","","1"
"Yes","2001","Thuringia","indirect migration background","2","","","","1"
"No","2002","Berlin","direct migration background","","","","","2"
"No","2002","Schleswig-Holstein","direct migration background","","","","","2"
"No","2002","Hamburg","direct migration background","","","","","2"
"No","2002","Hamburg","indirect migration background","","","","","2"
"No","2002","Schleswig-Holstein","no migration background","","","","","2"
"No","2002","Hamburg","no migration background","","","","","2"
"No","2002","Lower Saxony","no migration background","","","","","2"
"No","2002","Bavaria","direct migration background","","","","","2"
"No","2002","Bavaria","indirect migration background","","","","","2"
"No","2002","Berlin","no migration background","","","","","2"
"No","2002","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2002","Lower Saxony","direct migration background","","","","","2"
"No","2002","Lower Saxony","indirect migration background","","","","","2"
"No","2002","Bremen","no migration background","","","","","2"
"No","2002","Bremen","indirect migration background","","","","","2"
"No","2002","Baden-Württemberg","direct migration background","","","","","2"
"No","2002","Baden-Württemberg","indirect migration background","","","","","2"
"No","2002","Bavaria","no migration background","","","","","2"
"No","2002","Brandenburg","direct migration background","","","","","2"
"No","2002","Brandenburg","indirect migration background","","","","","2"
"No","2002","Bremen","direct migration background","","","","","2"
"No","2002","Berlin","indirect migration background","","","","","2"
"No","2002","Brandenburg","no migration background","","","","","2"
"No","2002","North Rhine-Westphalia","no migration background","","","","","2"
"No","2002","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2002","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2002","Hesse","no migration background","","","","","2"
"No","2002","Hesse","direct migration background","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2002","Baden-Württemberg","no migration background","","","","","2"
"No","2002","Hesse","indirect migration background","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2002","Saxony","no migration background","","","","","2"
"No","2002","Saxony","direct migration background","","","","","2"
"No","2002","Saxony","indirect migration background","","","","","2"
"No","2002","Saxony-Anhalt","no migration background","","","","","2"
"No","2002","Saxony-Anhalt","direct migration background","","","","","2"
"No","2002","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2002","Thuringia","no migration background","","","","","2"
"No","2002","Thuringia","direct migration background","","","","","2"
"No","2002","Thuringia","indirect migration background","","","","","2"
"Yes","2002","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2002","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2002","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2002","Hamburg","no migration background","","","","","1"
"Yes","2002","Hamburg","direct migration background","","","","","1"
"Yes","2002","Hamburg","indirect migration background","","","","","1"
"Yes","2002","Lower Saxony","no migration background","","","","","1"
"Yes","2002","Lower Saxony","direct migration background","","","","","1"
"Yes","2002","Lower Saxony","indirect migration background","","","","","1"
"Yes","2002","Bremen","no migration background","","","","","1"
"Yes","2002","Bremen","direct migration background","","","","","1"
"Yes","2002","Bremen","indirect migration background","","","","","1"
"Yes","2002","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2002","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2002","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2002","Hesse","no migration background","","","","","1"
"Yes","2002","Hesse","direct migration background","","","","","1"
"Yes","2002","Hesse","indirect migration background","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2002","Baden-Württemberg","no migration background","","","","","1"
"Yes","2002","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2002","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2002","Bavaria","no migration background","","","","","1"
"Yes","2002","Bavaria","direct migration background","","","","","1"
"Yes","2002","Bavaria","indirect migration background","","","","","1"
"Yes","2002","Berlin","no migration background","","","","","1"
"Yes","2002","Berlin","direct migration background","","","","","1"
"Yes","2002","Berlin","indirect migration background","","","","","1"
"Yes","2002","Brandenburg","no migration background","","","","","1"
"Yes","2002","Brandenburg","direct migration background","","","","","1"
"Yes","2002","Brandenburg","indirect migration background","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2002","Saxony","no migration background","","","","","1"
"Yes","2002","Saxony","direct migration background","","","","","1"
"Yes","2002","Saxony","indirect migration background","","","","","1"
"Yes","2002","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2002","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2002","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2002","Thuringia","no migration background","","","","","1"
"Yes","2002","Thuringia","direct migration background","","","","","1"
"Yes","2002","Thuringia","indirect migration background","","","","","1"
"No","2003","Schleswig-Holstein","direct migration background","","","","","2"
"No","2003","Berlin","direct migration background","","","","","2"
"No","2003","Schleswig-Holstein","no migration background","","","","","2"
"No","2003","Brandenburg","indirect migration background","","","","","2"
"No","2003","Berlin","indirect migration background","","","","","2"
"No","2003","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2003","Brandenburg","direct migration background","","","","","2"
"No","2003","Hamburg","direct migration background","","","","","2"
"No","2003","Hamburg","indirect migration background","","","","","2"
"No","2003","Lower Saxony","no migration background","","","","","2"
"No","2003","Bavaria","direct migration background","","","","","2"
"No","2003","Bavaria","indirect migration background","","","","","2"
"No","2003","Brandenburg","no migration background","","","","","2"
"No","2003","Hamburg","no migration background","","","","","2"
"No","2003","Berlin","no migration background","","","","","2"
"No","2003","Lower Saxony","direct migration background","","","","","2"
"No","2003","Bremen","direct migration background","","","","","2"
"No","2003","Bremen","indirect migration background","","","","","2"
"No","2003","Baden-Württemberg","direct migration background","","","","","2"
"No","2003","Baden-Württemberg","indirect migration background","","","","","2"
"No","2003","Bavaria","no migration background","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2003","Saxony","no migration background","","","","","2"
"No","2003","Lower Saxony","indirect migration background","","","","","2"
"No","2003","Bremen","no migration background","","","","","2"
"No","2003","North Rhine-Westphalia","no migration background","","","","","2"
"No","2003","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2003","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2003","Hesse","no migration background","","","","","2"
"No","2003","Hesse","direct migration background","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2003","Baden-Württemberg","no migration background","","","","","2"
"No","2003","Hesse","indirect migration background","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2003","Saxony","direct migration background","","","","","2"
"No","2003","Saxony","indirect migration background","","","","","2"
"No","2003","Saxony-Anhalt","no migration background","","","","","2"
"No","2003","Saxony-Anhalt","direct migration background","","","","","2"
"No","2003","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2003","Thuringia","no migration background","","","","","2"
"No","2003","Thuringia","direct migration background","","","","","2"
"No","2003","Thuringia","indirect migration background","","","","","2"
"Yes","2003","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2003","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2003","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2003","Hamburg","no migration background","","","","","1"
"Yes","2003","Hamburg","direct migration background","","","","","1"
"Yes","2003","Hamburg","indirect migration background","","","","","1"
"Yes","2003","Lower Saxony","no migration background","","","","","1"
"Yes","2003","Lower Saxony","direct migration background","","","","","1"
"Yes","2003","Lower Saxony","indirect migration background","","","","","1"
"Yes","2003","Bremen","no migration background","","","","","1"
"Yes","2003","Bremen","direct migration background","","","","","1"
"Yes","2003","Bremen","indirect migration background","","","","","1"
"Yes","2003","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2003","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2003","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2003","Hesse","no migration background","","","","","1"
"Yes","2003","Hesse","direct migration background","","","","","1"
"Yes","2003","Hesse","indirect migration background","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2003","Baden-Württemberg","no migration background","","","","","1"
"Yes","2003","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2003","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2003","Bavaria","no migration background","","","","","1"
"Yes","2003","Bavaria","direct migration background","","","","","1"
"Yes","2003","Bavaria","indirect migration background","","","","","1"
"Yes","2003","Berlin","no migration background","","","","","1"
"Yes","2003","Berlin","direct migration background","","","","","1"
"Yes","2003","Berlin","indirect migration background","","","","","1"
"Yes","2003","Brandenburg","no migration background","","","","","1"
"Yes","2003","Brandenburg","direct migration background","","","","","1"
"Yes","2003","Brandenburg","indirect migration background","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2003","Saxony","no migration background","","","","","1"
"Yes","2003","Saxony","direct migration background","","","","","1"
"Yes","2003","Saxony","indirect migration background","","","","","1"
"Yes","2003","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2003","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2003","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2003","Thuringia","no migration background","","","","","1"
"Yes","2003","Thuringia","direct migration background","","","","","1"
"Yes","2003","Thuringia","indirect migration background","","","","","1"
"No","2004","Berlin","indirect migration background","","","","","2"
"No","2004","Brandenburg","no migration background","","","","","2"
"No","2004","Brandenburg","direct migration background","","","","","2"
"No","2004","Berlin","direct migration background","","","","","2"
"No","2004","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2004","Hamburg","no migration background","","","","","2"
"No","2004","Hamburg","direct migration background","","","","","2"
"No","2004","Hamburg","indirect migration background","","","","","2"
"No","2004","Brandenburg","indirect migration background","","","","","2"
"No","2004","Schleswig-Holstein","no migration background","","","","","2"
"No","2004","Schleswig-Holstein","direct migration background","","","","","2"
"No","2004","Bavaria","direct migration background","","","","","2"
"No","2004","Bavaria","indirect migration background","","","","","2"
"No","2004","Berlin","no migration background","","","","","2"
"No","2004","Lower Saxony","no migration background","","","","","2"
"No","2004","Lower Saxony","direct migration background","","","","","2"
"No","2004","Lower Saxony","indirect migration background","","","","","2"
"No","2004","Bremen","no migration background","","","","","2"
"No","2004","Bremen","direct migration background","","","","","2"
"No","2004","Bremen","indirect migration background","","","","","2"
"No","2004","North Rhine-Westphalia","no migration background","","","","","2"
"No","2004","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2004","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2004","Hesse","no migration background","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2004","Baden-Württemberg","direct migration background","","","","","2"
"No","2004","Baden-Württemberg","indirect migration background","","","","","2"
"No","2004","Bavaria","no migration background","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2004","Saxony","no migration background","","","","","2"
"No","2004","Hesse","direct migration background","","","","","2"
"No","2004","Hesse","indirect migration background","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2004","Baden-Württemberg","no migration background","","","","","2"
"No","2004","Saxony","direct migration background","","","","","2"
"No","2004","Saxony","indirect migration background","","","","","2"
"No","2004","Saxony-Anhalt","no migration background","","","","","2"
"No","2004","Saxony-Anhalt","direct migration background","","","","","2"
"No","2004","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2004","Thuringia","no migration background","","","","","2"
"No","2004","Thuringia","direct migration background","","","","","2"
"No","2004","Thuringia","indirect migration background","","","","","2"
"Yes","2004","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2004","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2004","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2004","Hamburg","no migration background","","","","","1"
"Yes","2004","Hamburg","direct migration background","","","","","1"
"Yes","2004","Hamburg","indirect migration background","","","","","1"
"Yes","2004","Lower Saxony","no migration background","","","","","1"
"Yes","2004","Lower Saxony","direct migration background","","","","","1"
"Yes","2004","Lower Saxony","indirect migration background","","","","","1"
"Yes","2004","Bremen","no migration background","","","","","1"
"Yes","2004","Bremen","direct migration background","","","","","1"
"Yes","2004","Bremen","indirect migration background","","","","","1"
"Yes","2004","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2004","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2004","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2004","Hesse","indirect migration background","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2004","Baden-Württemberg","no migration background","","","","","1"
"Yes","2004","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2004","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2004","Bavaria","no migration background","","","","","1"
"Yes","2004","Bavaria","direct migration background","","","","","1"
"Yes","2004","Bavaria","indirect migration background","","","","","1"
"Yes","2004","Berlin","no migration background","","","","","1"
"Yes","2004","Berlin","direct migration background","","","","","1"
"Yes","2004","Berlin","indirect migration background","","","","","1"
"Yes","2004","Brandenburg","no migration background","","","","","1"
"Yes","2004","Brandenburg","direct migration background","","","","","1"
"Yes","2004","Brandenburg","indirect migration background","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2004","Saxony","no migration background","","","","","1"
"Yes","2004","Saxony","direct migration background","","","","","1"
"Yes","2004","Saxony","indirect migration background","","","","","1"
"Yes","2004","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2004","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2004","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2004","Thuringia","no migration background","","","","","1"
"Yes","2004","Thuringia","direct migration background","","","","","1"
"Yes","2004","Thuringia","indirect migration background","","","","","1"
"Yes","2004","Hesse","no migration background","","","","","1"
"Yes","2004","Hesse","direct migration background","","","","","1"
"No","2005","Schleswig-Holstein","no migration background","","","","","2"
"No","2005","Hamburg","indirect migration background","","","","","2"
"No","2005","Berlin","direct migration background","","","","","2"
"No","2005","Berlin","indirect migration background","","","","","2"
"No","2005","Brandenburg","indirect migration background","","","","","2"
"No","2005","Schleswig-Holstein","direct migration background","","","","","2"
"No","2005","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2005","Hamburg","no migration background","","","","","2"
"No","2005","Hamburg","direct migration background","","","","","2"
"No","2005","Lower Saxony","no migration background","","","","","2"
"No","2005","Lower Saxony","direct migration background","","","","","2"
"No","2005","Brandenburg","no migration background","","","","","2"
"No","2005","Brandenburg","direct migration background","","","","","2"
"No","2005","Lower Saxony","indirect migration background","","","","","2"
"No","2005","Bremen","no migration background","","","","","2"
"No","2005","Bremen","direct migration background","","","","","2"
"No","2005","Bremen","indirect migration background","","","","","2"
"No","2005","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2005","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2005","Hesse","no migration background","","","","","2"
"No","2005","Bavaria","direct migration background","","","","","2"
"No","2005","Bavaria","indirect migration background","","","","","2"
"No","2005","Berlin","no migration background","","","","","2"
"No","2005","North Rhine-Westphalia","no migration background","","","","","2"
"No","2005","Hesse","direct migration background","","","","","2"
"No","2005","Hesse","indirect migration background","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2005","Baden-Württemberg","direct migration background","","","","","2"
"No","2005","Baden-Württemberg","indirect migration background","","","","","2"
"No","2005","Bavaria","no migration background","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2005","Saxony","no migration background","","","","","2"
"No","2005","Baden-Württemberg","no migration background","","","","","2"
"No","2005","Saxony","direct migration background","","","","","2"
"No","2005","Saxony","indirect migration background","","","","","2"
"No","2005","Saxony-Anhalt","no migration background","","","","","2"
"No","2005","Saxony-Anhalt","direct migration background","","","","","2"
"No","2005","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2005","Thuringia","no migration background","","","","","2"
"No","2005","Thuringia","direct migration background","","","","","2"
"No","2005","Thuringia","indirect migration background","","","","","2"
"Yes","2005","Hesse","indirect migration background","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2005","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2005","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2005","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2005","Hamburg","no migration background","","","","","1"
"Yes","2005","Hamburg","direct migration background","","","","","1"
"Yes","2005","Hamburg","indirect migration background","","","","","1"
"Yes","2005","Lower Saxony","no migration background","","","","","1"
"Yes","2005","Lower Saxony","direct migration background","","","","","1"
"Yes","2005","Lower Saxony","indirect migration background","","","","","1"
"Yes","2005","Bremen","no migration background","","","","","1"
"Yes","2005","Bremen","direct migration background","","","","","1"
"Yes","2005","Bremen","indirect migration background","","","","","1"
"Yes","2005","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2005","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2005","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2005","Hesse","no migration background","","","","","1"
"Yes","2005","Hesse","direct migration background","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2005","Baden-Württemberg","no migration background","","","","","1"
"Yes","2005","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2005","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2005","Bavaria","no migration background","","","","","1"
"Yes","2005","Bavaria","direct migration background","","","","","1"
"Yes","2005","Bavaria","indirect migration background","","","","","1"
"Yes","2005","Berlin","no migration background","","","","","1"
"Yes","2005","Berlin","direct migration background","","","","","1"
"Yes","2005","Berlin","indirect migration background","","","","","1"
"Yes","2005","Brandenburg","no migration background","","","","","1"
"Yes","2005","Brandenburg","direct migration background","","","","","1"
"Yes","2005","Brandenburg","indirect migration background","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2005","Saxony","no migration background","","","","","1"
"Yes","2005","Saxony","direct migration background","","","","","1"
"Yes","2005","Saxony","indirect migration background","","","","","1"
"Yes","2005","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2005","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2005","Saxony-Anhalt","indirect migration background","","","","","1"
