"plb0050","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2001","lower secondary degree","general elemantary","389","0.553082799317018","0.515796751667784","0.590368846966252"
"No","2001","lower secondary degree","middle vocational","1486","0.513084342773877","0.494823368393776","0.531345317153978"
"No","2001","lower secondary degree","vocational + Abi","11","","",""
"No","2001","lower secondary degree","higher vocational","139","0.487720581094971","0.429068289535253","0.546372872654689"
"No","2001","lower secondary degree","higher education","34","0.524024468868308","0.404438896510753","0.643610041225863"
"No","2001","secondary school degree","in school","","","",""
"No","2001","secondary school degree","inadequately","","","",""
"No","2001","secondary school degree","general elemantary","213","0.544048022592157","0.493971465463194","0.59412457972112"
"No","2001","secondary school degree","middle vocational","1541","0.4846269109024","0.467017186128739","0.502236635676061"
"No","2001","secondary school degree","vocational + Abi","5","","",""
"No","2001","secondary school degree","higher vocational","286","0.527720961590346","0.486187023886296","0.569254899294395"
"No","2001","secondary school degree","higher education","182","0.379560657475766","0.334922071986417","0.424199242965115"
"No","2001","college entrance qualification","in school","","","",""
"No","2001","college entrance qualification","inadequately","","","",""
"No","2001","college entrance qualification","general elemantary","","","",""
"No","2001","college entrance qualification","middle vocational","200","0.593258552008012","0.541795529702303","0.64472157431372"
"No","2001","college entrance qualification","vocational + Abi","261","0.451158157810955","0.410379015178968","0.491937300442942"
"No","2001","college entrance qualification","higher vocational","96","0.375725958602318","0.315081895965489","0.436370021239148"
"No","2001","college entrance qualification","higher education","763","0.413547764720572","0.39156543396878","0.435530095472363"
"No","2001","Other degree","in school","","","",""
"No","2001","Other degree","inadequately","7","","",""
"No","2001","Other degree","general elemantary","82","0.492043340899576","0.422407872008901","0.561678809790251"
"No","2001","Other degree","middle vocational","140","0.51321157422529","0.455182718878051","0.57124042957253"
"No","2001","Other degree","vocational + Abi","47","0.493877392807754","0.392807546355159","0.594947239260349"
"No","2001","Other degree","higher vocational","18","","",""
"No","2001","Other degree","higher education","50","0.427267417378666","0.337631721734","0.516903113023331"
"No","2001","no degree/no degree yet","in school","59","0.839628165441749","0.754868469369457","0.924387861514042"
"No","2001","no degree/no degree yet","inadequately","41","0.484647957189356","0.380230779804153","0.589065134574558"
"No","2001","no degree/no degree yet","general elemantary","","","",""
"No","2001","no degree/no degree yet","middle vocational","9","","",""
"No","2001","no degree/no degree yet","vocational + Abi","","","",""
"No","2001","no degree/no degree yet","higher vocational","","","",""
"No","2001","no degree/no degree yet","higher education","1","","",""
"Yes","2002","lower secondary degree","in school","","","",""
"Yes","2002","lower secondary degree","inadequately","","","",""
"Yes","2002","lower secondary degree","general elemantary","","","",""
"Yes","2002","lower secondary degree","middle vocational","","","",""
"Yes","2002","lower secondary degree","vocational + Abi","","","",""
"Yes","2002","lower secondary degree","higher vocational","","","",""
"Yes","2002","lower secondary degree","higher education","","","",""
"Yes","2002","secondary school degree","in school","","","",""
"Yes","2002","secondary school degree","inadequately","","","",""
"Yes","2002","secondary school degree","general elemantary","","","",""
"Yes","2002","secondary school degree","middle vocational","","","",""
"Yes","2002","secondary school degree","vocational + Abi","","","",""
"Yes","2002","secondary school degree","higher vocational","","","",""
"Yes","2002","secondary school degree","higher education","","","",""
"Yes","2002","college entrance qualification","in school","","","",""
"Yes","2002","college entrance qualification","inadequately","","","",""
"Yes","2002","college entrance qualification","general elemantary","","","",""
"Yes","2002","college entrance qualification","middle vocational","","","",""
"Yes","2002","college entrance qualification","vocational + Abi","","","",""
"Yes","2002","college entrance qualification","higher vocational","","","",""
"Yes","2002","college entrance qualification","higher education","","","",""
"Yes","2002","Other degree","in school","","","",""
"Yes","2002","Other degree","inadequately","","","",""
"Yes","2002","Other degree","general elemantary","","","",""
"Yes","2002","Other degree","middle vocational","","","",""
"Yes","2002","Other degree","vocational + Abi","","","",""
"Yes","2002","Other degree","higher vocational","","","",""
"Yes","2002","Other degree","higher education","","","",""
"Yes","2002","no degree/no degree yet","in school","","","",""
"Yes","2002","no degree/no degree yet","inadequately","","","",""
"Yes","2002","no degree/no degree yet","general elemantary","","","",""
"Yes","2002","no degree/no degree yet","middle vocational","","","",""
"Yes","2002","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2002","no degree/no degree yet","higher vocational","","","",""
"Yes","2002","no degree/no degree yet","higher education","","","",""
"No","2002","lower secondary degree","in school","","","",""
"No","2002","lower secondary degree","inadequately","","","",""
"No","2002","lower secondary degree","general elemantary","","","",""
"No","2002","lower secondary degree","middle vocational","","","",""
"No","2002","lower secondary degree","vocational + Abi","","","",""
"No","2002","lower secondary degree","higher vocational","","","",""
"No","2002","lower secondary degree","higher education","","","",""
"No","2002","secondary school degree","in school","","","",""
"No","2002","secondary school degree","inadequately","","","",""
"No","2002","secondary school degree","general elemantary","","","",""
"No","2002","secondary school degree","middle vocational","","","",""
"No","2002","secondary school degree","vocational + Abi","","","",""
"No","2002","secondary school degree","higher vocational","","","",""
"No","2002","secondary school degree","higher education","","","",""
"No","2002","college entrance qualification","in school","","","",""
"No","2002","college entrance qualification","inadequately","","","",""
"No","2002","college entrance qualification","general elemantary","","","",""
"No","2002","college entrance qualification","middle vocational","","","",""
"No","2002","college entrance qualification","vocational + Abi","","","",""
"No","2002","college entrance qualification","higher vocational","","","",""
"No","2002","college entrance qualification","higher education","","","",""
"No","2002","Other degree","in school","","","",""
"No","2002","Other degree","inadequately","","","",""
"No","2002","Other degree","general elemantary","","","",""
"No","2002","Other degree","middle vocational","","","",""
"No","2002","Other degree","vocational + Abi","","","",""
"No","2002","Other degree","higher vocational","","","",""
"No","2002","Other degree","higher education","","","",""
"No","2002","no degree/no degree yet","in school","","","",""
"No","2002","no degree/no degree yet","inadequately","","","",""
"No","2002","no degree/no degree yet","general elemantary","","","",""
"No","2002","no degree/no degree yet","middle vocational","","","",""
"No","2002","no degree/no degree yet","vocational + Abi","","","",""
"No","2002","no degree/no degree yet","higher vocational","","","",""
"No","2002","no degree/no degree yet","higher education","","","",""
"Yes","2003","lower secondary degree","in school","","","",""
"Yes","2003","lower secondary degree","inadequately","","","",""
"Yes","2003","lower secondary degree","general elemantary","","","",""
"Yes","2003","lower secondary degree","middle vocational","","","",""
"Yes","2003","lower secondary degree","vocational + Abi","","","",""
"Yes","2003","lower secondary degree","higher vocational","","","",""
"Yes","2003","lower secondary degree","higher education","","","",""
"Yes","2003","secondary school degree","in school","","","",""
"Yes","2003","secondary school degree","inadequately","","","",""
"Yes","2003","secondary school degree","general elemantary","","","",""
"Yes","2003","secondary school degree","middle vocational","","","",""
"Yes","2003","secondary school degree","vocational + Abi","","","",""
"Yes","2003","secondary school degree","higher vocational","","","",""
"Yes","2003","secondary school degree","higher education","","","",""
"Yes","2003","college entrance qualification","in school","","","",""
"Yes","2003","college entrance qualification","inadequately","","","",""
"Yes","2003","college entrance qualification","general elemantary","","","",""
"Yes","2003","college entrance qualification","middle vocational","","","",""
"Yes","2003","college entrance qualification","vocational + Abi","","","",""
"Yes","2003","college entrance qualification","higher vocational","","","",""
"Yes","2003","college entrance qualification","higher education","","","",""
"Yes","2003","Other degree","in school","","","",""
"Yes","2003","Other degree","inadequately","","","",""
"Yes","2003","Other degree","general elemantary","","","",""
"Yes","2003","Other degree","middle vocational","","","",""
"Yes","2003","Other degree","vocational + Abi","","","",""
"Yes","2003","Other degree","higher vocational","","","",""
"Yes","2003","Other degree","higher education","","","",""
"Yes","2003","no degree/no degree yet","in school","","","",""
"Yes","2003","no degree/no degree yet","inadequately","","","",""
"Yes","2003","no degree/no degree yet","general elemantary","","","",""
"Yes","2003","no degree/no degree yet","middle vocational","","","",""
"Yes","2003","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2003","no degree/no degree yet","higher vocational","","","",""
"Yes","2003","no degree/no degree yet","higher education","","","",""
"No","2003","lower secondary degree","in school","","","",""
"No","2003","lower secondary degree","inadequately","","","",""
"No","2003","lower secondary degree","general elemantary","","","",""
"No","2003","lower secondary degree","middle vocational","","","",""
"No","2003","lower secondary degree","vocational + Abi","","","",""
"No","2003","lower secondary degree","higher vocational","","","",""
"No","2003","lower secondary degree","higher education","","","",""
"No","2003","secondary school degree","in school","","","",""
"No","2003","secondary school degree","inadequately","","","",""
"No","2003","secondary school degree","general elemantary","","","",""
"No","2003","secondary school degree","middle vocational","","","",""
"No","2003","secondary school degree","vocational + Abi","","","",""
"No","2003","secondary school degree","higher vocational","","","",""
"No","2003","secondary school degree","higher education","","","",""
"No","2003","college entrance qualification","in school","","","",""
"No","2003","college entrance qualification","inadequately","","","",""
"No","2003","college entrance qualification","general elemantary","","","",""
"No","2003","college entrance qualification","middle vocational","","","",""
"No","2003","college entrance qualification","vocational + Abi","","","",""
"No","2003","college entrance qualification","higher vocational","","","",""
"No","2003","college entrance qualification","higher education","","","",""
"No","2003","Other degree","in school","","","",""
"No","2003","Other degree","inadequately","","","",""
"No","2003","Other degree","general elemantary","","","",""
"No","2003","Other degree","middle vocational","","","",""
"No","2003","Other degree","vocational + Abi","","","",""
"No","2003","Other degree","higher vocational","","","",""
"No","2003","Other degree","higher education","","","",""
"No","2003","no degree/no degree yet","in school","","","",""
"No","2003","no degree/no degree yet","inadequately","","","",""
"No","2003","no degree/no degree yet","general elemantary","","","",""
"No","2003","no degree/no degree yet","middle vocational","","","",""
"No","2003","no degree/no degree yet","vocational + Abi","","","",""
"No","2003","no degree/no degree yet","higher vocational","","","",""
"No","2003","no degree/no degree yet","higher education","","","",""
"Yes","2004","lower secondary degree","in school","","","",""
"Yes","2004","lower secondary degree","inadequately","","","",""
"Yes","2004","lower secondary degree","general elemantary","","","",""
"Yes","2004","lower secondary degree","middle vocational","","","",""
"Yes","2004","lower secondary degree","vocational + Abi","","","",""
"Yes","2004","lower secondary degree","higher vocational","","","",""
"Yes","2004","lower secondary degree","higher education","","","",""
"Yes","2004","secondary school degree","in school","","","",""
"Yes","2004","secondary school degree","inadequately","","","",""
"Yes","2004","secondary school degree","general elemantary","","","",""
"Yes","2004","secondary school degree","middle vocational","","","",""
"Yes","2004","secondary school degree","vocational + Abi","","","",""
"Yes","2004","secondary school degree","higher vocational","","","",""
"Yes","2004","secondary school degree","higher education","","","",""
"Yes","2004","college entrance qualification","in school","","","",""
"Yes","2004","college entrance qualification","inadequately","","","",""
"Yes","2004","college entrance qualification","general elemantary","","","",""
"Yes","2004","college entrance qualification","middle vocational","","","",""
"Yes","2004","college entrance qualification","vocational + Abi","","","",""
"Yes","2004","college entrance qualification","higher vocational","","","",""
"Yes","2004","college entrance qualification","higher education","","","",""
"Yes","2004","Other degree","in school","","","",""
"Yes","2004","Other degree","inadequately","","","",""
"Yes","2004","Other degree","general elemantary","","","",""
"Yes","2004","Other degree","middle vocational","","","",""
"Yes","2004","Other degree","vocational + Abi","","","",""
"Yes","2004","Other degree","higher vocational","","","",""
"Yes","2004","Other degree","higher education","","","",""
"Yes","2004","no degree/no degree yet","in school","","","",""
"Yes","2004","no degree/no degree yet","inadequately","","","",""
"Yes","2004","no degree/no degree yet","general elemantary","","","",""
"Yes","2004","no degree/no degree yet","middle vocational","","","",""
"Yes","2004","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2004","no degree/no degree yet","higher vocational","","","",""
"Yes","2004","no degree/no degree yet","higher education","","","",""
"No","2004","lower secondary degree","in school","","","",""
"No","2004","lower secondary degree","inadequately","","","",""
"No","2004","lower secondary degree","general elemantary","","","",""
"No","2004","lower secondary degree","middle vocational","","","",""
"No","2004","lower secondary degree","vocational + Abi","","","",""
"No","2004","lower secondary degree","higher vocational","","","",""
"No","2004","lower secondary degree","higher education","","","",""
"No","2004","secondary school degree","in school","","","",""
"No","2004","secondary school degree","inadequately","","","",""
"No","2004","secondary school degree","general elemantary","","","",""
"No","2004","secondary school degree","middle vocational","","","",""
"No","2004","secondary school degree","vocational + Abi","","","",""
"No","2004","secondary school degree","higher vocational","","","",""
"No","2004","secondary school degree","higher education","","","",""
"No","2004","college entrance qualification","in school","","","",""
"No","2004","college entrance qualification","inadequately","","","",""
"No","2004","college entrance qualification","general elemantary","","","",""
"No","2004","college entrance qualification","middle vocational","","","",""
"No","2004","college entrance qualification","vocational + Abi","","","",""
"No","2004","college entrance qualification","higher vocational","","","",""
"No","2004","college entrance qualification","higher education","","","",""
"No","2004","Other degree","in school","","","",""
"No","2004","Other degree","inadequately","","","",""
"No","2004","Other degree","general elemantary","","","",""
"No","2004","Other degree","middle vocational","","","",""
"No","2004","Other degree","vocational + Abi","","","",""
"No","2004","Other degree","higher vocational","","","",""
"No","2004","Other degree","higher education","","","",""
"No","2004","no degree/no degree yet","in school","","","",""
"No","2004","no degree/no degree yet","inadequately","","","",""
"No","2004","no degree/no degree yet","general elemantary","","","",""
"No","2004","no degree/no degree yet","middle vocational","","","",""
"No","2004","no degree/no degree yet","vocational + Abi","","","",""
"No","2004","no degree/no degree yet","higher vocational","","","",""
"No","2004","no degree/no degree yet","higher education","","","",""
"Yes","2005","lower secondary degree","in school","","","",""
"Yes","2005","lower secondary degree","inadequately","","","",""
"Yes","2005","lower secondary degree","general elemantary","","","",""
"Yes","2005","lower secondary degree","middle vocational","","","",""
"Yes","2005","lower secondary degree","vocational + Abi","","","",""
"Yes","2005","lower secondary degree","higher vocational","","","",""
"Yes","2005","lower secondary degree","higher education","","","",""
"Yes","2005","secondary school degree","in school","","","",""
"Yes","2005","secondary school degree","inadequately","","","",""
"Yes","2005","secondary school degree","general elemantary","","","",""
"Yes","2005","secondary school degree","middle vocational","","","",""
"Yes","2005","secondary school degree","vocational + Abi","","","",""
"Yes","2005","secondary school degree","higher vocational","","","",""
"Yes","2005","secondary school degree","higher education","","","",""
"Yes","2005","college entrance qualification","in school","","","",""
"Yes","2005","college entrance qualification","inadequately","","","",""
"Yes","2005","college entrance qualification","general elemantary","","","",""
"Yes","2005","college entrance qualification","middle vocational","","","",""
"Yes","2005","college entrance qualification","vocational + Abi","","","",""
"Yes","2005","college entrance qualification","higher vocational","","","",""
"Yes","2005","college entrance qualification","higher education","","","",""
"Yes","2005","Other degree","in school","","","",""
"Yes","2005","Other degree","inadequately","","","",""
"Yes","2005","Other degree","general elemantary","","","",""
"Yes","2005","Other degree","middle vocational","","","",""
"Yes","2005","Other degree","vocational + Abi","","","",""
"Yes","2005","Other degree","higher vocational","","","",""
"Yes","2005","Other degree","higher education","","","",""
"Yes","2005","no degree/no degree yet","in school","","","",""
"Yes","2005","no degree/no degree yet","inadequately","","","",""
"Yes","2005","no degree/no degree yet","general elemantary","","","",""
"Yes","2005","no degree/no degree yet","middle vocational","","","",""
"Yes","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2005","no degree/no degree yet","higher vocational","","","",""
"Yes","2005","no degree/no degree yet","higher education","","","",""
"No","2005","lower secondary degree","in school","","","",""
"No","2005","lower secondary degree","inadequately","","","",""
"No","2005","lower secondary degree","general elemantary","","","",""
"No","2005","lower secondary degree","middle vocational","","","",""
"No","2005","lower secondary degree","vocational + Abi","","","",""
"No","2005","lower secondary degree","higher vocational","","","",""
"No","2005","lower secondary degree","higher education","","","",""
"No","2005","secondary school degree","in school","","","",""
"No","2005","secondary school degree","inadequately","","","",""
"No","2005","secondary school degree","general elemantary","","","",""
"No","2005","secondary school degree","middle vocational","","","",""
"No","2005","secondary school degree","vocational + Abi","","","",""
"No","2005","secondary school degree","higher vocational","","","",""
"No","2005","secondary school degree","higher education","","","",""
"No","2005","college entrance qualification","in school","","","",""
"No","2005","college entrance qualification","inadequately","","","",""
"No","2005","college entrance qualification","general elemantary","","","",""
"No","2005","college entrance qualification","middle vocational","","","",""
"No","2005","college entrance qualification","vocational + Abi","","","",""
"No","2005","college entrance qualification","higher vocational","","","",""
"No","2005","college entrance qualification","higher education","","","",""
"No","2005","Other degree","in school","","","",""
"No","2005","Other degree","inadequately","","","",""
"No","2005","Other degree","general elemantary","","","",""
"No","2005","Other degree","middle vocational","","","",""
"No","2005","Other degree","vocational + Abi","","","",""
"No","2005","Other degree","higher vocational","","","",""
"No","2005","Other degree","higher education","","","",""
"No","2005","no degree/no degree yet","in school","","","",""
"No","2005","no degree/no degree yet","inadequately","","","",""
"No","2005","no degree/no degree yet","general elemantary","","","",""
"No","2005","no degree/no degree yet","middle vocational","","","",""
"No","2005","no degree/no degree yet","vocational + Abi","","","",""
"No","2005","no degree/no degree yet","higher vocational","","","",""
"No","2005","no degree/no degree yet","higher education","","","",""
"Yes","2006","lower secondary degree","in school","","","",""
"Yes","2006","lower secondary degree","inadequately","","","",""
"Yes","2006","lower secondary degree","general elemantary","176","0.418509956504963","0.372675495957552","0.464344417052373"
"Yes","2006","lower secondary degree","middle vocational","1088","0.479078670170327","0.45861800078691","0.499539339553744"
"Yes","2006","lower secondary degree","vocational + Abi","6","","",""
"Yes","2006","lower secondary degree","higher vocational","104","0.428509553078708","0.364415890217396","0.49260321594002"
"Yes","2006","lower secondary degree","higher education","27","","",""
"Yes","2006","secondary school degree","in school","","","",""
"Yes","2006","secondary school degree","inadequately","","","",""
"Yes","2006","secondary school degree","general elemantary","163","0.454399812019145","0.400840452327771","0.507959171710519"
"Yes","2006","secondary school degree","middle vocational","1470","0.514500162279463","0.496594844417328","0.532405480141598"
"Yes","2006","secondary school degree","vocational + Abi","6","","",""
"Yes","2006","secondary school degree","higher vocational","238","0.442046739505386","0.399605483820015","0.484487995190756"
"Yes","2006","secondary school degree","higher education","272","0.62045516799618","0.576300579154941","0.664609756837419"
"Yes","2006","college entrance qualification","in school","","","",""
"Yes","2006","college entrance qualification","inadequately","","","",""
"Yes","2006","college entrance qualification","general elemantary","","","",""
"Yes","2006","college entrance qualification","middle vocational","142","0.448694956467391","0.395195345262691","0.50219456767209"
"Yes","2006","college entrance qualification","vocational + Abi","366","0.484855305458081","0.44837561450399","0.521334996412172"
"Yes","2006","college entrance qualification","higher vocational","166","0.623783515383308","0.565347312950269","0.682219717816347"
"Yes","2006","college entrance qualification","higher education","1540","0.595474263192069","0.576307949852032","0.614640576532107"
"Yes","2006","Other degree","in school","","","",""
"Yes","2006","Other degree","inadequately","5","","",""
"Yes","2006","Other degree","general elemantary","58","0.419551529399388","0.330887166000761","0.508215892798016"
"Yes","2006","Other degree","middle vocational","104","0.466633191351423","0.398997527917103","0.534268854785743"
"Yes","2006","Other degree","vocational + Abi","45","0.559481586944158","0.450694329159316","0.668268844729"
"Yes","2006","Other degree","higher vocational","16","","",""
"Yes","2006","Other degree","higher education","65","0.462992996190036","0.375928717942111","0.550057274437961"
"Yes","2006","no degree/no degree yet","in school","4","","",""
"Yes","2006","no degree/no degree yet","inadequately","26","","",""
"Yes","2006","no degree/no degree yet","general elemantary","","","",""
"Yes","2006","no degree/no degree yet","middle vocational","7","","",""
"Yes","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2006","no degree/no degree yet","higher vocational","","","",""
"Yes","2006","no degree/no degree yet","higher education","1","","",""
"No","2006","lower secondary degree","in school","","","",""
"No","2006","lower secondary degree","inadequately","","","",""
"No","2006","lower secondary degree","general elemantary","269","0.581490043495037","0.535655582947627","0.627324504042448"
"No","2006","lower secondary degree","middle vocational","1202","0.520921329829673","0.500460660446256","0.54138199921309"
"No","2006","lower secondary degree","vocational + Abi","7","","",""
"No","2006","lower secondary degree","higher vocational","125","0.571490446921292","0.50739678405998","0.635584109782604"
"No","2006","lower secondary degree","higher education","22","","",""
"No","2006","secondary school degree","in school","","","",""
"No","2006","secondary school degree","inadequately","","","",""
"No","2006","secondary school degree","general elemantary","169","0.545600187980855","0.492040828289481","0.599159547672228"
"No","2006","secondary school degree","middle vocational","1523","0.485499837720537","0.467594519858402","0.503405155582672"
"No","2006","secondary school degree","vocational + Abi","10","","",""
"No","2006","secondary school degree","higher vocational","288","0.557953260494614","0.515512004809244","0.600394516179985"
"No","2006","secondary school degree","higher education","192","0.37954483200382","0.335390243162581","0.423699420845059"
"No","2006","college entrance qualification","in school","","","",""
"No","2006","college entrance qualification","inadequately","","","",""
"No","2006","college entrance qualification","general elemantary","","","",""
"No","2006","college entrance qualification","middle vocational","190","0.55130504353261","0.49780543232791","0.604804654737309"
"No","2006","college entrance qualification","vocational + Abi","355","0.515144694541919","0.478665003587828","0.55162438549601"
"No","2006","college entrance qualification","higher vocational","98","0.376216484616692","0.317780282183653","0.434652687049731"
"No","2006","college entrance qualification","higher education","979","0.404525736807931","0.385359423467893","0.423692050147968"
"No","2006","Other degree","in school","","","",""
"No","2006","Other degree","inadequately","16","","",""
"No","2006","Other degree","general elemantary","61","0.580448470600612","0.491784107201984","0.669112833999239"
"No","2006","Other degree","middle vocational","105","0.533366808648577","0.465731145214257","0.601002472082897"
"No","2006","Other degree","vocational + Abi","35","0.440518413055842","0.331731155271","0.549305670840684"
"No","2006","Other degree","higher vocational","20","","",""
"No","2006","Other degree","higher education","61","0.537007003809964","0.449942725562039","0.624071282057889"
"No","2006","no degree/no degree yet","in school","34","0.963269366970566","0.9034634196379","1.02307531430323"
"No","2006","no degree/no degree yet","inadequately","22","","",""
"No","2006","no degree/no degree yet","general elemantary","","","",""
"No","2006","no degree/no degree yet","middle vocational","15","","",""
"No","2006","no degree/no degree yet","vocational + Abi","","","",""
"No","2006","no degree/no degree yet","higher vocational","1","","",""
"No","2006","no degree/no degree yet","higher education","2","","",""
"Yes","2007","lower secondary degree","in school","","","",""
"Yes","2007","lower secondary degree","inadequately","","","",""
"Yes","2007","lower secondary degree","general elemantary","","","",""
"Yes","2007","lower secondary degree","middle vocational","","","",""
"Yes","2007","lower secondary degree","vocational + Abi","","","",""
"Yes","2007","lower secondary degree","higher vocational","","","",""
"Yes","2007","lower secondary degree","higher education","","","",""
"Yes","2007","secondary school degree","in school","","","",""
"Yes","2007","secondary school degree","inadequately","","","",""
"Yes","2007","secondary school degree","general elemantary","","","",""
"Yes","2007","secondary school degree","middle vocational","","","",""
"Yes","2007","secondary school degree","vocational + Abi","","","",""
"Yes","2007","secondary school degree","higher vocational","","","",""
"Yes","2007","secondary school degree","higher education","","","",""
"Yes","2007","college entrance qualification","in school","","","",""
"Yes","2007","college entrance qualification","inadequately","","","",""
"Yes","2007","college entrance qualification","general elemantary","","","",""
"Yes","2007","college entrance qualification","middle vocational","","","",""
"Yes","2007","college entrance qualification","vocational + Abi","","","",""
"Yes","2007","college entrance qualification","higher vocational","","","",""
"Yes","2007","college entrance qualification","higher education","","","",""
"Yes","2007","Other degree","in school","","","",""
"Yes","2007","Other degree","inadequately","","","",""
"Yes","2007","Other degree","general elemantary","","","",""
"Yes","2007","Other degree","middle vocational","","","",""
"Yes","2007","Other degree","vocational + Abi","","","",""
"Yes","2007","Other degree","higher vocational","","","",""
"Yes","2007","Other degree","higher education","","","",""
"Yes","2007","no degree/no degree yet","in school","","","",""
"Yes","2007","no degree/no degree yet","inadequately","","","",""
"Yes","2007","no degree/no degree yet","general elemantary","","","",""
"Yes","2007","no degree/no degree yet","middle vocational","","","",""
"Yes","2007","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2007","no degree/no degree yet","higher vocational","","","",""
"Yes","2007","no degree/no degree yet","higher education","","","",""
"No","2007","lower secondary degree","in school","","","",""
"No","2007","lower secondary degree","inadequately","","","",""
"No","2007","lower secondary degree","general elemantary","","","",""
"No","2007","lower secondary degree","middle vocational","","","",""
"No","2007","lower secondary degree","vocational + Abi","","","",""
"No","2007","lower secondary degree","higher vocational","","","",""
"No","2007","lower secondary degree","higher education","","","",""
"No","2007","secondary school degree","in school","","","",""
"No","2007","secondary school degree","inadequately","","","",""
"No","2007","secondary school degree","general elemantary","","","",""
"No","2007","secondary school degree","middle vocational","","","",""
"No","2007","secondary school degree","vocational + Abi","","","",""
"No","2007","secondary school degree","higher vocational","","","",""
"No","2007","secondary school degree","higher education","","","",""
"No","2007","college entrance qualification","in school","","","",""
"No","2007","college entrance qualification","inadequately","","","",""
"No","2007","college entrance qualification","general elemantary","","","",""
"No","2007","college entrance qualification","middle vocational","","","",""
"No","2007","college entrance qualification","vocational + Abi","","","",""
"No","2007","college entrance qualification","higher vocational","","","",""
"No","2007","college entrance qualification","higher education","","","",""
"No","2007","Other degree","in school","","","",""
"No","2007","Other degree","inadequately","","","",""
"No","2007","Other degree","general elemantary","","","",""
"No","2007","Other degree","middle vocational","","","",""
"No","2007","Other degree","vocational + Abi","","","",""
"No","2007","Other degree","higher vocational","","","",""
"No","2007","Other degree","higher education","","","",""
"No","2007","no degree/no degree yet","in school","","","",""
"No","2007","no degree/no degree yet","inadequately","","","",""
"No","2007","no degree/no degree yet","general elemantary","","","",""
"No","2007","no degree/no degree yet","middle vocational","","","",""
"No","2007","no degree/no degree yet","vocational + Abi","","","",""
"No","2007","no degree/no degree yet","higher vocational","","","",""
"No","2007","no degree/no degree yet","higher education","","","",""
"Yes","2008","lower secondary degree","in school","","","",""
"Yes","2008","lower secondary degree","inadequately","","","",""
"Yes","2008","lower secondary degree","general elemantary","","","",""
"Yes","2008","lower secondary degree","middle vocational","","","",""
"Yes","2008","lower secondary degree","vocational + Abi","","","",""
"Yes","2008","lower secondary degree","higher vocational","","","",""
