"plb0050","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Baden-Württemberg","inadequately","9","","","","2"
"No","2001","Baden-Württemberg","general elemantary","109","0.438635661294316","0.377610967159604","0.499660355429027","2"
"No","2001","Baden-Württemberg","middle vocational","386","0.486801933131126","0.451566712354032","0.522037153908221","2"
"No","2001","Baden-Württemberg","vocational + Abi","40","0.488383749464757","0.380192052543443","0.59657544638607","2"
"No","2001","Baden-Württemberg","higher vocational","74","0.476407189059438","0.399498293558273","0.553316084560603","2"
"No","2001","Baden-Württemberg","higher education","102","0.412015109765258","0.352642548799333","0.471387670731184","2"
"No","2001","Bavaria","in school","2","","","","2"
"No","2001","Bavaria","inadequately","5","","","","2"
"No","2001","Bavaria","general elemantary","120","0.585085165247313","0.519378376872005","0.650791953622622","2"
"No","2001","Bavaria","middle vocational","533","0.511931607135632","0.481783333675476","0.542079880595788","2"
"No","2001","Bavaria","vocational + Abi","45","0.464937521752877","0.361315363338307","0.568559680167446","2"
"No","2001","Bavaria","higher vocational","68","0.491089968339606","0.410275250507432","0.571904686171781","2"
"No","2001","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","2"
"No","2001","Mecklenburg-Western Pomerania","higher vocational","16","","","","2"
"No","2001","Mecklenburg-Western Pomerania","higher education","40","0.525620195743047","0.418194503128358","0.633045888357736","2"
"No","2001","Saxony","in school","","","","","2"
"No","2001","Saxony","inadequately","1","","","","2"
"No","2001","Saxony","general elemantary","38","0.659167206844813","0.535024113994471","0.783310299695156","2"
"No","2001","Saxony","middle vocational","280","0.61381092521662","0.569747427453944","0.657874422979295","2"
"No","2001","Saxony","vocational + Abi","14","","","","2"
"No","2001","Saxony","higher vocational","59","0.752175744080729","0.659291807675438","0.84505968048602","2"
"No","2001","Saxony","higher education","116","0.450903118208274","0.388974932233923","0.512831304182624","2"
"No","2001","Saxony-Anhalt","in school","2","","","","2"
"No","2001","Saxony-Anhalt","inadequately","1","","","","2"
"No","2001","Saxony-Anhalt","general elemantary","23","","","","2"
"No","2001","Saxony-Anhalt","middle vocational","163","0.659641800167065","0.601711774295657","0.717571826038474","2"
"No","2001","Saxony-Anhalt","vocational + Abi","8","","","","2"
"No","2001","Saxony-Anhalt","higher vocational","33","0.594661490819473","0.468310708631303","0.721012273007642","2"
"No","2001","Saxony-Anhalt","higher education","66","0.47357808204852","0.395476281968475","0.551679882128565","2"
"No","2001","Thuringia","in school","2","","","","2"
"No","2001","Thuringia","inadequately","1","","","","2"
"No","2001","Thuringia","general elemantary","11","","","","2"
"No","2001","Thuringia","middle vocational","192","0.61227290776973","0.559137694824098","0.665408120715362","2"
"No","2001","Thuringia","vocational + Abi","3","","","","2"
"No","2001","Thuringia","higher vocational","25","","","","2"
"No","2001","Thuringia","higher education","42","0.356817070170599","0.268488960611663","0.445145179729535","2"
"No","2001","Lower Saxony","higher vocational","38","0.457270698067182","0.350097209863946","0.564444186270418","2"
"No","2001","Lower Saxony","higher education","56","0.339510436264923","0.269944339887108","0.409076532642739","2"
"No","2001","Bremen","in school","","","","","2"
"No","2001","Bremen","inadequately","","","","","2"
"No","2001","Bremen","general elemantary","3","","","","2"
"No","2001","Bremen","middle vocational","22","","","","2"
"No","2001","Bremen","vocational + Abi","3","","","","2"
"No","2001","Bavaria","higher education","132","0.4103231450516","0.356174385987202","0.464471904115997","2"
"No","2001","Berlin","in school","7","","","","2"
"No","2001","Berlin","inadequately","","","","","2"
"No","2001","Berlin","general elemantary","12","","","","2"
"No","2001","Berlin","middle vocational","96","0.515389788251918","0.445953621382945","0.584825955120892","2"
"No","2001","Berlin","vocational + Abi","15","","","","2"
"No","2001","Berlin","higher vocational","15","","","","2"
"No","2001","Berlin","higher education","61","0.442599181580135","0.363376649022814","0.521821714137455","2"
"No","2001","Brandenburg","in school","1","","","","2"
"No","2001","Brandenburg","inadequately","1","","","","2"
"No","2001","Brandenburg","general elemantary","30","0.659288675911625","0.515952920996571","0.802624430826679","2"
"No","2001","Brandenburg","middle vocational","141","0.572469394828394","0.511021337255776","0.633917452401012","2"
"No","2001","Brandenburg","vocational + Abi","4","","","","2"
"No","2001","Brandenburg","higher vocational","22","","","","2"
"No","2001","Brandenburg","higher education","57","0.35136555243374","0.276926790224366","0.425804314643114","2"
"No","2001","Mecklenburg-Western Pomerania","in school","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","general elemantary","13","","","","2"
"No","2001","Mecklenburg-Western Pomerania","middle vocational","84","0.490548373173757","0.414038309465642","0.567058436881871","2"
"Yes","2001","Schleswig-Holstein","in school","","","","","1"
"Yes","2001","Schleswig-Holstein","inadequately","2","","","","1"
"Yes","2001","Schleswig-Holstein","general elemantary","12","","","","1"
"Yes","2001","Schleswig-Holstein","middle vocational","102","0.530454442004187","0.463114959149439","0.597793924858935","1"
"Yes","2001","Schleswig-Holstein","vocational + Abi","12","","","","1"
"Yes","2001","Schleswig-Holstein","higher vocational","20","","","","1"
"Yes","2001","Schleswig-Holstein","higher education","34","0.481132163577218","0.355747694902496","0.60651663225194","1"
"Yes","2001","Hamburg","in school","1","","","","1"
"Yes","2001","Hamburg","inadequately","1","","","","1"
"Yes","2001","Hamburg","general elemantary","2","","","","1"
"Yes","2001","Hamburg","middle vocational","43","0.629525736565141","0.520229998828245","0.738821474302037","1"
"Yes","2001","Hamburg","vocational + Abi","6","","","","1"
"Yes","2001","Hamburg","higher vocational","12","","","","1"
"Yes","2001","Hamburg","higher education","30","0.622172852311501","0.489107462217629","0.755238242405374","1"
"Yes","2001","Lower Saxony","in school","1","","","","1"
"Yes","2001","Lower Saxony","inadequately","3","","","","1"
"Yes","2001","Lower Saxony","general elemantary","49","0.534174761497081","0.437840079400234","0.630509443593928","1"
"Yes","2001","Lower Saxony","middle vocational","306","0.494525499460992","0.454685954007944","0.534365044914041","1"
"Yes","2001","Lower Saxony","vocational + Abi","36","0.513167520842632","0.38669626856277","0.639638773122495","1"
"Yes","2001","Lower Saxony","higher vocational","45","0.542729301932818","0.435555813729581","0.649902790136054","1"
"Yes","2001","Lower Saxony","higher education","122","0.660489563735077","0.590923467357261","0.730055660112892","1"
"Yes","2001","Bremen","in school","","","","","1"
"Yes","2001","Bremen","inadequately","2","","","","1"
"Yes","2001","Bremen","general elemantary","7","","","","1"
"Yes","2001","Bremen","middle vocational","19","","","","1"
"Yes","2001","Bremen","vocational + Abi","5","","","","1"
"Yes","2001","Bremen","higher vocational","2","","","","1"
"Yes","2001","Bremen","higher education","14","","","","1"
"Yes","2001","North Rhine-Westphalia","in school","5","","","","1"
"Yes","2001","North Rhine-Westphalia","inadequately","16","","","","1"
"Yes","2001","North Rhine-Westphalia","general elemantary","127","0.437396669057238","0.379083777361432","0.495709560753045","1"
"Yes","2001","North Rhine-Westphalia","middle vocational","705","0.525368903716281","0.498642287459102","0.552095519973459","1"
"Yes","2001","North Rhine-Westphalia","vocational + Abi","125","0.585911355201716","0.521407347300603","0.65041536310283","1"
"Yes","2001","North Rhine-Westphalia","higher vocational","138","0.563844302221714","0.501620929011732","0.626067675431695","1"
"Yes","2001","North Rhine-Westphalia","higher education","286","0.562287178082124","0.518360963836596","0.606213392327652","1"
"Yes","2001","Hesse","in school","","","","","1"
"Yes","2001","Hesse","inadequately","4","","","","1"
"Yes","2001","Hesse","general elemantary","44","0.457521649902606","0.353432901842964","0.561610397962248","1"
"Yes","2001","Hesse","middle vocational","255","0.579193608918602","0.53373124290792","0.624655974929285","1"
"Yes","2001","Hesse","vocational + Abi","44","0.571518749373536","0.460263004022205","0.682774494724866","1"
"Yes","2001","Hesse","higher vocational","33","0.554577111636928","0.423225930643457","0.685928292630399","1"
"Yes","2001","Hesse","higher education","108","0.63286826827294","0.561040452296047","0.704696084249832","1"
"Yes","2001","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","inadequately","4","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","general elemantary","29","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","middle vocational","207","0.471476662138645","0.423449577209398","0.519503747067892","1"
"Yes","2001","Rhineland-Palatinate,Saarland","vocational + Abi","18","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","higher vocational","34","0.438438341870082","0.326140749167285","0.550735934572879","1"
"Yes","2001","Rhineland-Palatinate,Saarland","higher education","68","0.613618636086858","0.520037399975415","0.707199872198301","1"
"Yes","2001","Baden-Württemberg","in school","1","","","","1"
"Yes","2001","Baden-Württemberg","inadequately","14","","","","1"
"Yes","2001","Baden-Württemberg","general elemantary","145","0.561364338705684","0.500339644570973","0.622389032840396","1"
"Yes","2001","Baden-Württemberg","middle vocational","387","0.513198066868874","0.477962846091779","0.548433287645968","1"
"Yes","2001","Baden-Württemberg","vocational + Abi","42","0.511616250535244","0.40342455361393","0.619807947456557","1"
"Yes","2001","Baden-Württemberg","higher vocational","88","0.523592810940562","0.446683915439397","0.600501706441727","1"
"Yes","2001","Baden-Württemberg","higher education","162","0.587984890234742","0.528612329268816","0.647357451200667","1"
"Yes","2001","Bavaria","in school","3","","","","1"
"Yes","2001","Bavaria","inadequately","6","","","","1"
"Yes","2001","Bavaria","general elemantary","96","0.414914834752687","0.349208046377378","0.480621623127995","1"
"Yes","2001","Bavaria","middle vocational","523","0.488068392864368","0.457920119404212","0.518216666324524","1"
"Yes","2001","Bavaria","vocational + Abi","44","0.535062478247123","0.431440319832554","0.638684636661693","1"
"Yes","2001","Bavaria","higher vocational","79","0.508910031660394","0.428095313828219","0.589724749492568","1"
"Yes","2001","Bavaria","higher education","185","0.5896768549484","0.535528095884003","0.643825614012798","1"
"Yes","2001","Berlin","in school","","","","","1"
"Yes","2001","Berlin","inadequately","1","","","","1"
"Yes","2001","Berlin","general elemantary","16","","","","1"
"Yes","2001","Berlin","middle vocational","103","0.484610211748082","0.415174044879108","0.554046378617055","1"
"Yes","2001","Berlin","vocational + Abi","7","","","","1"
"Yes","2001","Berlin","higher vocational","30","0.621384090953392","0.479667293844458","0.763100888062326","1"
"Yes","2001","Berlin","higher education","90","0.557400818419866","0.478178285862545","0.636623350977186","1"
"Yes","2001","Brandenburg","in school","1","","","","1"
"Yes","2001","Brandenburg","inadequately","1","","","","1"
"Yes","2001","Brandenburg","general elemantary","12","","","","1"
"Yes","2001","Brandenburg","middle vocational","108","0.427530605171606","0.366082547598988","0.488978662744223","1"
"Yes","2001","Brandenburg","vocational + Abi","5","","","","1"
"Yes","2001","Brandenburg","higher vocational","25","","","","1"
"Yes","2001","Brandenburg","higher education","101","0.64863444756626","0.574195685356886","0.723073209775634","1"
"Yes","2001","Mecklenburg-Western Pomerania","in school","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","general elemantary","4","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","middle vocational","80","0.509451626826243","0.432941563118129","0.585961690534358","1"
"Yes","2001","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","higher vocational","10","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","higher education","43","0.474379804256953","0.366954111642264","0.581805496871642","1"
"Yes","2001","Saxony","in school","1","","","","1"
"Yes","2001","Saxony","inadequately","","","","","1"
"Yes","2001","Saxony","general elemantary","18","","","","1"
"Yes","2001","Saxony","middle vocational","189","0.38618907478338","0.342125577020705","0.430252572546056","1"
"Yes","2001","Saxony","vocational + Abi","14","","","","1"
"Yes","2001","Saxony","higher vocational","24","","","","1"
"Yes","2001","Saxony","higher education","132","0.549096881791726","0.487168695817376","0.611025067766076","1"
"Yes","2001","Saxony-Anhalt","in school","","","","","1"
"Yes","2001","Saxony-Anhalt","inadequately","","","","","1"
"Yes","2001","Saxony-Anhalt","general elemantary","7","","","","1"
"Yes","2001","Saxony-Anhalt","middle vocational","94","0.340358199832935","0.282428173961526","0.398288225704343","1"
"Yes","2001","Saxony-Anhalt","vocational + Abi","8","","","","1"
"Yes","2001","Saxony-Anhalt","higher vocational","25","","","","1"
"Yes","2001","Saxony-Anhalt","higher education","91","0.52642191795148","0.448320117871435","0.604523718031525","1"
"Yes","2001","Thuringia","in school","","","","","1"
"Yes","2001","Thuringia","inadequately","","","","","1"
"Yes","2001","Thuringia","general elemantary","9","","","","1"
"Yes","2001","Thuringia","middle vocational","131","0.38772709223027","0.334591879284637","0.440862305175902","1"
"Yes","2001","Thuringia","vocational + Abi","10","","","","1"
"Yes","2001","Thuringia","higher vocational","14","","","","1"
"Yes","2001","Thuringia","higher education","71","0.643182929829401","0.554854820270465","0.731511039388337","1"
"No","2002","Schleswig-Holstein","in school","","","","","2"
"No","2002","Schleswig-Holstein","inadequately","","","","","2"
"No","2002","Schleswig-Holstein","general elemantary","","","","","2"
"No","2002","Schleswig-Holstein","middle vocational","","","","","2"
"No","2002","Schleswig-Holstein","vocational + Abi","","","","","2"
"No","2002","Schleswig-Holstein","higher vocational","","","","","2"
"No","2002","Schleswig-Holstein","higher education","","","","","2"
"No","2002","Hamburg","in school","","","","","2"
"No","2002","Hamburg","higher education","","","","","2"
"No","2002","Lower Saxony","in school","","","","","2"
"No","2002","Lower Saxony","inadequately","","","","","2"
"No","2002","Lower Saxony","general elemantary","","","","","2"
"No","2002","Lower Saxony","middle vocational","","","","","2"
"No","2002","Lower Saxony","vocational + Abi","","","","","2"
"No","2002","Hamburg","inadequately","","","","","2"
"No","2002","Hamburg","general elemantary","","","","","2"
"No","2002","Hamburg","middle vocational","","","","","2"
"No","2002","Hamburg","vocational + Abi","","","","","2"
"No","2002","Hamburg","higher vocational","","","","","2"
"No","2002","Bremen","higher vocational","","","","","2"
"No","2002","Bremen","higher education","","","","","2"
"No","2002","North Rhine-Westphalia","in school","","","","","2"
"No","2002","North Rhine-Westphalia","inadequately","","","","","2"
"No","2002","North Rhine-Westphalia","general elemantary","","","","","2"
"No","2002","North Rhine-Westphalia","middle vocational","","","","","2"
"No","2002","North Rhine-Westphalia","vocational + Abi","","","","","2"
"No","2002","North Rhine-Westphalia","higher vocational","","","","","2"
"No","2002","North Rhine-Westphalia","higher education","","","","","2"
"No","2002","Hesse","in school","","","","","2"
"No","2002","Hesse","inadequately","","","","","2"
"No","2002","Hesse","general elemantary","","","","","2"
"No","2002","Hesse","middle vocational","","","","","2"
"No","2002","Hesse","vocational + Abi","","","","","2"
"No","2002","Hesse","higher vocational","","","","","2"
"No","2002","Hesse","higher education","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","in school","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","general elemantary","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","middle vocational","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"No","2002","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"No","2002","Baden-Württemberg","in school","","","","","2"
"No","2002","Baden-Württemberg","inadequately","","","","","2"
"No","2002","Baden-Württemberg","general elemantary","","","","","2"
"No","2002","Baden-Württemberg","middle vocational","","","","","2"
"No","2002","Baden-Württemberg","vocational + Abi","","","","","2"
"No","2002","Baden-Württemberg","higher vocational","","","","","2"
"No","2002","Baden-Württemberg","higher education","","","","","2"
"No","2002","Bavaria","in school","","","","","2"
"No","2002","Bavaria","inadequately","","","","","2"
"No","2002","Bavaria","general elemantary","","","","","2"
"No","2002","Bavaria","middle vocational","","","","","2"
"No","2002","Bavaria","vocational + Abi","","","","","2"
"No","2002","Bavaria","higher vocational","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","higher education","","","","","2"
"No","2002","Saxony","in school","","","","","2"
"No","2002","Saxony","inadequately","","","","","2"
"No","2002","Saxony","general elemantary","","","","","2"
"No","2002","Saxony","middle vocational","","","","","2"
"No","2002","Saxony","vocational + Abi","","","","","2"
"No","2002","Saxony","higher vocational","","","","","2"
"No","2002","Saxony","higher education","","","","","2"
"No","2002","Saxony-Anhalt","in school","","","","","2"
"No","2002","Saxony-Anhalt","inadequately","","","","","2"
"No","2002","Saxony-Anhalt","general elemantary","","","","","2"
"No","2002","Saxony-Anhalt","middle vocational","","","","","2"
"No","2002","Saxony-Anhalt","vocational + Abi","","","","","2"
"No","2002","Saxony-Anhalt","higher vocational","","","","","2"
"No","2002","Saxony-Anhalt","higher education","","","","","2"
"No","2002","Thuringia","in school","","","","","2"
"No","2002","Thuringia","inadequately","","","","","2"
"No","2002","Thuringia","general elemantary","","","","","2"
"No","2002","Thuringia","middle vocational","","","","","2"
"No","2002","Thuringia","vocational + Abi","","","","","2"
"No","2002","Thuringia","higher vocational","","","","","2"
"No","2002","Thuringia","higher education","","","","","2"
"No","2002","Lower Saxony","higher vocational","","","","","2"
"No","2002","Lower Saxony","higher education","","","","","2"
"No","2002","Bremen","in school","","","","","2"
"No","2002","Bremen","inadequately","","","","","2"
"No","2002","Bremen","general elemantary","","","","","2"
"No","2002","Bremen","middle vocational","","","","","2"
"No","2002","Bremen","vocational + Abi","","","","","2"
"No","2002","Bavaria","higher education","","","","","2"
"No","2002","Berlin","in school","","","","","2"
"No","2002","Berlin","inadequately","","","","","2"
"No","2002","Berlin","general elemantary","","","","","2"
"No","2002","Berlin","middle vocational","","","","","2"
"No","2002","Berlin","vocational + Abi","","","","","2"
"No","2002","Berlin","higher vocational","","","","","2"
"No","2002","Berlin","higher education","","","","","2"
"No","2002","Brandenburg","in school","","","","","2"
"No","2002","Brandenburg","inadequately","","","","","2"
"No","2002","Brandenburg","general elemantary","","","","","2"
"No","2002","Brandenburg","middle vocational","","","","","2"
"No","2002","Brandenburg","vocational + Abi","","","","","2"
"No","2002","Brandenburg","higher vocational","","","","","2"
"No","2002","Brandenburg","higher education","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","in school","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"No","2002","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Yes","2002","Schleswig-Holstein","in school","","","","","1"
"Yes","2002","Schleswig-Holstein","inadequately","","","","","1"
"Yes","2002","Schleswig-Holstein","general elemantary","","","","","1"
"Yes","2002","Schleswig-Holstein","middle vocational","","","","","1"
"Yes","2002","Schleswig-Holstein","vocational + Abi","","","","","1"
"Yes","2002","Schleswig-Holstein","higher vocational","","","","","1"
"Yes","2002","Schleswig-Holstein","higher education","","","","","1"
"Yes","2002","Hamburg","in school","","","","","1"
"Yes","2002","Hamburg","inadequately","","","","","1"
"Yes","2002","Hamburg","general elemantary","","","","","1"
"Yes","2002","Hamburg","middle vocational","","","","","1"
"Yes","2002","Hamburg","vocational + Abi","","","","","1"
"Yes","2002","Hamburg","higher vocational","","","","","1"
"Yes","2002","Hamburg","higher education","","","","","1"
"Yes","2002","Lower Saxony","in school","","","","","1"
"Yes","2002","Lower Saxony","inadequately","","","","","1"
"Yes","2002","Lower Saxony","general elemantary","","","","","1"
"Yes","2002","Lower Saxony","middle vocational","","","","","1"
"Yes","2002","Lower Saxony","vocational + Abi","","","","","1"
"Yes","2002","Lower Saxony","higher vocational","","","","","1"
"Yes","2002","Lower Saxony","higher education","","","","","1"
"Yes","2002","Bremen","in school","","","","","1"
"Yes","2002","Bremen","inadequately","","","","","1"
"Yes","2002","Bremen","general elemantary","","","","","1"
"Yes","2002","Bremen","middle vocational","","","","","1"
"Yes","2002","Bremen","vocational + Abi","","","","","1"
"Yes","2002","Bremen","higher vocational","","","","","1"
"Yes","2002","Bremen","higher education","","","","","1"
"Yes","2002","North Rhine-Westphalia","in school","","","","","1"
"Yes","2002","North Rhine-Westphalia","inadequately","","","","","1"
"Yes","2002","North Rhine-Westphalia","general elemantary","","","","","1"
"Yes","2002","North Rhine-Westphalia","middle vocational","","","","","1"
"Yes","2002","North Rhine-Westphalia","vocational + Abi","","","","","1"
"Yes","2002","North Rhine-Westphalia","higher vocational","","","","","1"
"Yes","2002","North Rhine-Westphalia","higher education","","","","","1"
"Yes","2002","Hesse","in school","","","","","1"
"Yes","2002","Hesse","inadequately","","","","","1"
"Yes","2002","Hesse","general elemantary","","","","","1"
"Yes","2002","Hesse","middle vocational","","","","","1"
"Yes","2002","Hesse","vocational + Abi","","","","","1"
"Yes","2002","Hesse","higher vocational","","","","","1"
"Yes","2002","Hesse","higher education","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","general elemantary","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","middle vocational","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","higher vocational","","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"Yes","2002","Baden-Württemberg","in school","","","","","1"
"Yes","2002","Baden-Württemberg","inadequately","","","","","1"
"Yes","2002","Baden-Württemberg","general elemantary","","","","","1"
"Yes","2002","Baden-Württemberg","middle vocational","","","","","1"
"Yes","2002","Baden-Württemberg","vocational + Abi","","","","","1"
"Yes","2002","Baden-Württemberg","higher vocational","","","","","1"
"Yes","2002","Baden-Württemberg","higher education","","","","","1"
"Yes","2002","Bavaria","in school","","","","","1"
"Yes","2002","Bavaria","inadequately","","","","","1"
"Yes","2002","Bavaria","general elemantary","","","","","1"
"Yes","2002","Bavaria","middle vocational","","","","","1"
"Yes","2002","Bavaria","vocational + Abi","","","","","1"
"Yes","2002","Bavaria","higher vocational","","","","","1"
"Yes","2002","Bavaria","higher education","","","","","1"
"Yes","2002","Berlin","in school","","","","","1"
"Yes","2002","Berlin","inadequately","","","","","1"
"Yes","2002","Berlin","general elemantary","","","","","1"
"Yes","2002","Berlin","middle vocational","","","","","1"
"Yes","2002","Berlin","vocational + Abi","","","","","1"
"Yes","2002","Berlin","higher vocational","","","","","1"
"Yes","2002","Berlin","higher education","","","","","1"
"Yes","2002","Brandenburg","in school","","","","","1"
"Yes","2002","Brandenburg","inadequately","","","","","1"
"Yes","2002","Brandenburg","general elemantary","","","","","1"
"Yes","2002","Brandenburg","middle vocational","","","","","1"
"Yes","2002","Brandenburg","vocational + Abi","","","","","1"
"Yes","2002","Brandenburg","higher vocational","","","","","1"
"Yes","2002","Brandenburg","higher education","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","in school","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Yes","2002","Saxony","in school","","","","","1"
"Yes","2002","Saxony","inadequately","","","","","1"
"Yes","2002","Saxony","general elemantary","","","","","1"
"Yes","2002","Saxony","middle vocational","","","","","1"
"Yes","2002","Saxony","vocational + Abi","","","","","1"
"Yes","2002","Saxony","higher vocational","","","","","1"
"Yes","2002","Saxony","higher education","","","","","1"
"Yes","2002","Saxony-Anhalt","in school","","","","","1"
"Yes","2002","Saxony-Anhalt","inadequately","","","","","1"
"Yes","2002","Saxony-Anhalt","general elemantary","","","","","1"
"Yes","2002","Saxony-Anhalt","middle vocational","","","","","1"
"Yes","2002","Saxony-Anhalt","vocational + Abi","","","","","1"
"Yes","2002","Saxony-Anhalt","higher vocational","","","","","1"
"Yes","2002","Saxony-Anhalt","higher education","","","","","1"
"Yes","2002","Thuringia","in school","","","","","1"
"Yes","2002","Thuringia","inadequately","","","","","1"
"Yes","2002","Thuringia","general elemantary","","","","","1"
"Yes","2002","Thuringia","middle vocational","","","","","1"
"Yes","2002","Thuringia","vocational + Abi","","","","","1"
"Yes","2002","Thuringia","higher vocational","","","","","1"
"Yes","2002","Thuringia","higher education","","","","","1"
"No","2003","Schleswig-Holstein","higher education","","","","","2"
