"plh0217","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2007","16-34 y.","","","","","5"
"6 on scale 1-7","2007","66 and older","","","","","6"
"6 on scale 1-7","2007","35-65 y.","","","","","6"
"6 on scale 1-7","2007","16-34 y.","","","","","6"
"7 Strongly agree","2007","66 and older","","","","","7"
"7 Strongly agree","2007","16-34 y.","","","","","7"
"7 Strongly agree","2007","35-65 y.","","","","","7"
"1 Strongly disagree","2008","35-65 y.","","","","","1"
"1 Strongly disagree","2008","66 and older","","","","","1"
"1 Strongly disagree","2008","16-34 y.","","","","","1"
"2 on scale 1-7 ","2008","66 and older","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","","","","","2"
"3 on scale 1-7 ","2008","66 and older","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","","","","","3"
"4 on scale 1-7","2008","66 and older","","","","","4"
"4 on scale 1-7","2008","35-65 y.","","","","","4"
"4 on scale 1-7","2008","16-34 y.","","","","","4"
"5 on scale 1-7","2008","66 and older","","","","","5"
"5 on scale 1-7","2008","35-65 y.","","","","","5"
"5 on scale 1-7","2008","16-34 y.","","","","","5"
"6 on scale 1-7","2008","66 and older","","","","","6"
"6 on scale 1-7","2008","35-65 y.","","","","","6"
"6 on scale 1-7","2008","16-34 y.","","","","","6"
"7 Strongly agree","2008","66 and older","","","","","7"
"7 Strongly agree","2008","16-34 y.","","","","","7"
"7 Strongly agree","2008","35-65 y.","","","","","7"
"1 Strongly disagree","2009","35-65 y.","91","0.0101490271155294","0.0081698575547086","0.0121281966763502","1"
"1 Strongly disagree","2009","66 and older","48","0.0128443525211884","0.00942217482620684","0.01626653021617","1"
"1 Strongly disagree","2009","16-34 y.","21","","","","1"
"2 on scale 1-7 ","2009","66 and older","120","0.0298373778080875","0.0246665958265372","0.0350081597896379","2"
"2 on scale 1-7 ","2009","16-34 y.","114","0.0266314549808968","0.0216332329456835","0.03162967701611","2"
"2 on scale 1-7 ","2009","35-65 y.","262","0.0349527083867648","0.0313261004774787","0.0385793162960508","2"
"3 on scale 1-7 ","2009","66 and older","224","0.0557192119297007","0.0487480256089566","0.0626903982504447","3"
"3 on scale 1-7 ","2009","35-65 y.","612","0.0679717548717573","0.0630016601284112","0.0729418496151034","3"
"3 on scale 1-7 ","2009","16-34 y.","252","0.0746052214783044","0.066448275648391","0.0827621673082177","3"
"4 on scale 1-7","2009","66 and older","549","0.133609299691809","0.123269101436751","0.143949497946866","4"
"4 on scale 1-7","2009","35-65 y.","1415","0.152664621131733","0.145562586895696","0.159766655367771","4"
"4 on scale 1-7","2009","16-34 y.","587","0.145953531167309","0.134993103561706","0.156913958772911","4"
"5 on scale 1-7","2009","66 and older","915","0.213677820352247","0.201220242318038","0.226135398386455","5"
"5 on scale 1-7","2009","35-65 y.","2212","0.21777733175264","0.209627335213285","0.225927328291995","5"
"5 on scale 1-7","2009","16-34 y.","992","0.24145665311749","0.228170806513276","0.254742499721704","5"
"6 on scale 1-7","2009","35-65 y.","3168","0.304029845724779","0.294946636730097","0.313113054719462","6"
"6 on scale 1-7","2009","66 and older","1298","0.298290598626827","0.284386204765613","0.312194992488041","6"
"6 on scale 1-7","2009","16-34 y.","1281","0.317519035255618","0.303067646023132","0.331970424488105","6"
"7 Strongly agree","2009","66 and older","1005","0.256021339070141","0.242757417269325","0.269285260870956","7"
"7 Strongly agree","2009","16-34 y.","739","0.184232925152404","0.172197923505028","0.196267926799781","7"
"7 Strongly agree","2009","35-65 y.","2092","0.212454711016795","0.20437758532394","0.220531836709651","7"
"1 Strongly disagree","2010","35-65 y.","","","","","1"
"1 Strongly disagree","2010","66 and older","","","","","1"
"1 Strongly disagree","2010","16-34 y.","","","","","1"
"2 on scale 1-7 ","2010","66 and older","","","","","2"
"2 on scale 1-7 ","2010","35-65 y.","","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","","","","","2"
"3 on scale 1-7 ","2010","66 and older","","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","","","","","3"
"4 on scale 1-7","2010","66 and older","","","","","4"
"4 on scale 1-7","2010","16-34 y.","","","","","4"
"4 on scale 1-7","2010","35-65 y.","","","","","4"
"5 on scale 1-7","2010","66 and older","","","","","5"
"5 on scale 1-7","2010","35-65 y.","","","","","5"
"5 on scale 1-7","2010","16-34 y.","","","","","5"
"6 on scale 1-7","2010","35-65 y.","","","","","6"
"6 on scale 1-7","2010","66 and older","","","","","6"
"6 on scale 1-7","2010","16-34 y.","","","","","6"
"7 Strongly agree","2010","66 and older","","","","","7"
"7 Strongly agree","2010","16-34 y.","","","","","7"
"7 Strongly agree","2010","35-65 y.","","","","","7"
"1 Strongly disagree","2011","35-65 y.","","","","","1"
"1 Strongly disagree","2011","66 and older","","","","","1"
"1 Strongly disagree","2011","16-34 y.","","","","","1"
"2 on scale 1-7 ","2011","66 and older","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","","","","","2"
"3 on scale 1-7 ","2011","35-65 y.","","","","","3"
"3 on scale 1-7 ","2011","66 and older","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","","","","","3"
"4 on scale 1-7","2011","66 and older","","","","","4"
"4 on scale 1-7","2011","35-65 y.","","","","","4"
"4 on scale 1-7","2011","16-34 y.","","","","","4"
"5 on scale 1-7","2011","66 and older","","","","","5"
"5 on scale 1-7","2011","35-65 y.","","","","","5"
"5 on scale 1-7","2011","16-34 y.","","","","","5"
"6 on scale 1-7","2011","35-65 y.","","","","","6"
"6 on scale 1-7","2011","66 and older","","","","","6"
"6 on scale 1-7","2011","16-34 y.","","","","","6"
"7 Strongly agree","2011","66 and older","","","","","7"
"7 Strongly agree","2011","16-34 y.","","","","","7"
"7 Strongly agree","2011","35-65 y.","","","","","7"
"1 Strongly disagree","2012","35-65 y.","34","0.00854360786155925","0.00596691175243765","0.0111203039706809","1"
"1 Strongly disagree","2012","66 and older","","","","","1"
"1 Strongly disagree","2012","16-34 y.","23","","","","1"
"2 on scale 1-7 ","2012","66 and older","1","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","112","0.0259420468073662","0.0214916344029585","0.0303924592117739","2"
"2 on scale 1-7 ","2012","16-34 y.","41","0.0193412430839515","0.0135876490318586","0.0250948371360444","2"
"3 on scale 1-7 ","2012","66 and older","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","237","0.0466748868030852","0.0407692342401212","0.0525805393660492","3"
"3 on scale 1-7 ","2012","16-34 y.","105","0.0526227750980876","0.0432948207200884","0.0619507294760867","3"
"4 on scale 1-7","2012","66 and older","2","","","","4"
"4 on scale 1-7","2012","35-65 y.","555","0.118020905532909","0.108988272707649","0.127053538358169","4"
"4 on scale 1-7","2012","16-34 y.","237","0.100557197638038","0.0879930964330911","0.113121298842985","4"
"5 on scale 1-7","2012","66 and older","5","","","","5"
"5 on scale 1-7","2012","35-65 y.","1037","0.207693398788494","0.196336396230125","0.219050401346863","5"
"5 on scale 1-7","2012","16-34 y.","479","0.22567492091049","0.208211015035772","0.243138826785209","5"
"6 on scale 1-7","2012","66 and older","10","","","","6"
"6 on scale 1-7","2012","35-65 y.","1717","0.343829061341506","0.330531085901585","0.357127036781428","6"
"6 on scale 1-7","2012","16-34 y.","773","0.345574817161645","0.325707505041412","0.365442129281878","6"
"7 Strongly agree","2012","66 and older","6","","","","7"
"7 Strongly agree","2012","16-34 y.","543","0.248528272558726","0.230473904440051","0.266582640677401","7"
"7 Strongly agree","2012","35-65 y.","1209","0.24929609286508","0.237184596201584","0.261407589528575","7"
"1 Strongly disagree","2013","35-65 y.","94","0.0104865976183235","0.00851234780570136","0.0124608474309456","1"
"1 Strongly disagree","2013","66 and older","46","0.0123304920673044","0.0092531154918059","0.015407868642803","1"
"1 Strongly disagree","2013","16-34 y.","30","0.00734708814912757","0.00459425619123117","0.010099920107024","1"
"2 on scale 1-7 ","2013","66 and older","117","0.0248169456107225","0.0204788226858024","0.0291550685356426","2"
"2 on scale 1-7 ","2013","16-34 y.","74","0.0206295054464121","0.0160476510699054","0.0252113598229189","2"
"2 on scale 1-7 ","2013","35-65 y.","271","0.0273398735142715","0.0241793955265703","0.0305003515019727","2"
"3 on scale 1-7 ","2013","66 and older","261","0.0525860934700548","0.0463618016110105","0.0588103853290991","3"
"3 on scale 1-7 ","2013","35-65 y.","603","0.0611274717432702","0.0564845058259473","0.0657704376605932","3"
"3 on scale 1-7 ","2013","16-34 y.","209","0.0599550082707974","0.0523023834976495","0.0676076330439452","3"
"4 on scale 1-7","2013","66 and older","580","0.117369024271199","0.108393683511934","0.126344365030464","4"
"4 on scale 1-7","2013","35-65 y.","1341","0.134574592093422","0.127960498748693","0.14118868543815","4"
"4 on scale 1-7","2013","16-34 y.","500","0.131942013330736","0.12103290416395","0.142851122497522","4"
"5 on scale 1-7","2013","66 and older","1043","0.213795245050705","0.202362474945845","0.225228015155564","5"
"5 on scale 1-7","2013","16-34 y.","926","0.254948937207719","0.240900015639162","0.268997858776276","5"
"5 on scale 1-7","2013","35-65 y.","2182","0.211514123386982","0.203599311301754","0.219428935472209","5"
"6 on scale 1-7","2013","66 and older","1684","0.324010997309721","0.310960282259819","0.337061712359623","6"
"6 on scale 1-7","2013","35-65 y.","3499","0.333210724708773","0.324075320846572","0.342346128570974","6"
"6 on scale 1-7","2013","16-34 y.","1268","0.3303830100022","0.315221395479828","0.345544624524572","6"
"7 Strongly agree","2013","66 and older","1209","0.255091202220294","0.242935392070212","0.267247012370375","7"
"7 Strongly agree","2013","16-34 y.","690","0.194794437593008","0.182028138218682","0.207560736967333","7"
"7 Strongly agree","2013","35-65 y.","2237","0.221746616934958","0.213695373221762","0.229797860648155","7"
"1 Strongly disagree","2014","35-65 y.","","","","","1"
"1 Strongly disagree","2014","66 and older","","","","","1"
"1 Strongly disagree","2014","16-34 y.","","","","","1"
"2 on scale 1-7 ","2014","66 and older","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","","","","","2"
"3 on scale 1-7 ","2014","66 and older","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","","","","","3"
"4 on scale 1-7","2014","35-65 y.","","","","","4"
"4 on scale 1-7","2014","66 and older","","","","","4"
"4 on scale 1-7","2014","16-34 y.","","","","","4"
"5 on scale 1-7","2014","66 and older","","","","","5"
"5 on scale 1-7","2014","35-65 y.","","","","","5"
"5 on scale 1-7","2014","16-34 y.","","","","","5"
"6 on scale 1-7","2014","66 and older","","","","","6"
"6 on scale 1-7","2014","35-65 y.","","","","","6"
"6 on scale 1-7","2014","16-34 y.","","","","","6"
"7 Strongly agree","2014","66 and older","","","","","7"
"7 Strongly agree","2014","16-34 y.","","","","","7"
"7 Strongly agree","2014","35-65 y.","","","","","7"
"1 Strongly disagree","2015","35-65 y.","","","","","1"
"1 Strongly disagree","2015","66 and older","","","","","1"
"1 Strongly disagree","2015","16-34 y.","","","","","1"
"2 on scale 1-7 ","2015","66 and older","","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","","","","","2"
"3 on scale 1-7 ","2015","66 and older","","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","","","","","3"
"4 on scale 1-7","2015","66 and older","","","","","4"
"4 on scale 1-7","2015","35-65 y.","","","","","4"
"4 on scale 1-7","2015","16-34 y.","","","","","4"
"5 on scale 1-7","2015","66 and older","","","","","5"
"5 on scale 1-7","2015","35-65 y.","","","","","5"
"5 on scale 1-7","2015","16-34 y.","","","","","5"
"6 on scale 1-7","2015","35-65 y.","","","","","6"
"6 on scale 1-7","2015","66 and older","","","","","6"
"6 on scale 1-7","2015","16-34 y.","","","","","6"
"7 Strongly agree","2015","66 and older","","","","","7"
"7 Strongly agree","2015","16-34 y.","","","","","7"
"7 Strongly agree","2015","35-65 y.","","","","","7"
"1 Strongly disagree","2016","35-65 y.","","","","","1"
"1 Strongly disagree","2016","66 and older","","","","","1"
"1 Strongly disagree","2016","16-34 y.","","","","","1"
"2 on scale 1-7 ","2016","66 and older","","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","","","","","2"
"3 on scale 1-7 ","2016","66 and older","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","","","","","3"
"4 on scale 1-7","2016","66 and older","","","","","4"
"4 on scale 1-7","2016","35-65 y.","","","","","4"
"4 on scale 1-7","2016","16-34 y.","","","","","4"
"5 on scale 1-7","2016","66 and older","","","","","5"
"5 on scale 1-7","2016","35-65 y.","","","","","5"
"5 on scale 1-7","2016","16-34 y.","","","","","5"
"6 on scale 1-7","2016","35-65 y.","","","","","6"
"6 on scale 1-7","2016","66 and older","","","","","6"
"6 on scale 1-7","2016","16-34 y.","","","","","6"
"7 Strongly agree","2016","66 and older","","","","","7"
"7 Strongly agree","2016","16-34 y.","","","","","7"
"7 Strongly agree","2016","35-65 y.","","","","","7"
"1 Strongly disagree","2017","35-65 y.","164","0.0126284296171476","0.0109340919386725","0.0143227672956228","1"
"1 Strongly disagree","2017","66 and older","35","0.00710658207907012","0.00478358744843255","0.00942957670970768","1"
"1 Strongly disagree","2017","16-34 y.","97","0.00899156383844673","0.00686566922068645","0.011117458456207","1"
"2 on scale 1-7 ","2017","66 and older","130","0.0290916216917964","0.0244439055900707","0.033739337793522","2"
"2 on scale 1-7 ","2017","35-65 y.","447","0.0276036805635729","0.0251177434668993","0.0300896176602464","2"
"2 on scale 1-7 ","2017","16-34 y.","185","0.0299161796424748","0.0260796095458022","0.0337527497391475","2"
"3 on scale 1-7 ","2017","66 and older","271","0.0587889131258013","0.0522837568441088","0.0652940694074939","3"
"3 on scale 1-7 ","2017","35-65 y.","887","0.0569562481020424","0.0534396592654177","0.0604728369386671","3"
"3 on scale 1-7 ","2017","16-34 y.","353","0.0552877490575059","0.0501408023837578","0.0604346957312541","3"
"4 on scale 1-7","2017","35-65 y.","1948","0.124697791404692","0.119684841341021","0.129710741468364","4"
"4 on scale 1-7","2017","66 and older","588","0.116901909902901","0.108016411810382","0.125787407995419","4"
"4 on scale 1-7","2017","16-34 y.","801","0.12129418860516","0.113941821441721","0.128646555768599","4"
"5 on scale 1-7","2017","66 and older","1019","0.201862466244295","0.19076220610559","0.212962726383","5"
"5 on scale 1-7","2017","16-34 y.","1486","0.208600113216963","0.199449700085838","0.217750526348089","5"
"5 on scale 1-7","2017","35-65 y.","3195","0.199435711905494","0.193372753959045","0.205498669851942","5"
"6 on scale 1-7","2017","35-65 y.","5382","0.340316156913706","0.333126731319733","0.34750558250768","6"
"6 on scale 1-7","2017","16-34 y.","2319","0.350195842282976","0.339452679004828","0.360939005561124","6"
"6 on scale 1-7","2017","66 and older","1761","0.346430980240656","0.333272049771383","0.359589910709929","6"
"7 Strongly agree","2017","66 and older","1219","0.239817526715481","0.228009811013796","0.251625242417165","7"
"7 Strongly agree","2017","16-34 y.","2333","0.225714363356473","0.216299464901171","0.235129261811776","7"
"7 Strongly agree","2017","35-65 y.","4662","0.238361981493345","0.231896843689089","0.2448271192976","7"
"1 Strongly disagree","2018","35-65 y.","","","","","1"
"1 Strongly disagree","2018","66 and older","","","","","1"
"1 Strongly disagree","2018","16-34 y.","","","","","1"
"2 on scale 1-7 ","2018","66 and older","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","","","","","2"
"3 on scale 1-7 ","2018","35-65 y.","","","","","3"
"3 on scale 1-7 ","2018","66 and older","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","","","","","3"
"4 on scale 1-7","2018","35-65 y.","","","","","4"
"4 on scale 1-7","2018","66 and older","","","","","4"
"4 on scale 1-7","2018","16-34 y.","","","","","4"
"5 on scale 1-7","2018","16-34 y.","","","","","5"
"5 on scale 1-7","2018","35-65 y.","","","","","5"
"5 on scale 1-7","2018","66 and older","","","","","5"
"6 on scale 1-7","2018","35-65 y.","","","","","6"
"6 on scale 1-7","2018","66 and older","","","","","6"
"6 on scale 1-7","2018","16-34 y.","","","","","6"
"7 Strongly agree","2018","16-34 y.","","","","","7"
"7 Strongly agree","2018","35-65 y.","","","","","7"
"7 Strongly agree","2018","66 and older","","","","","7"
"1 Strongly disagree","2019","35-65 y.","167","0.0140330221909411","0.0121584283309942","0.015907616050888","1"
"1 Strongly disagree","2019","66 and older","68","0.0152024947317151","0.0118749184579152","0.018530071005515","1"
"1 Strongly disagree","2019","16-34 y.","58","0.00912236617653738","0.00659288213641304","0.0116518502166617","1"
"2 on scale 1-7 ","2019","66 and older","140","0.0298130292837522","0.0251878572536578","0.0344382013138465","2"
"2 on scale 1-7 ","2019","35-65 y.","479","0.0353381001043092","0.0323956469270909","0.0382805532815276","2"
"2 on scale 1-7 ","2019","16-34 y.","166","0.0266676372524914","0.0223812536828175","0.0309540208221653","2"
"3 on scale 1-7 ","2019","16-34 y.","319","0.055796521197997","0.0496898499626961","0.0619031924332978","3"
"3 on scale 1-7 ","2019","35-65 y.","955","0.0600282093179606","0.0562426025131321","0.0638138161227891","3"
"3 on scale 1-7 ","2019","66 and older","293","0.059125152305895","0.0527108535502172","0.0655394510615728","3"
"4 on scale 1-7","2019","35-65 y.","1973","0.138960701974418","0.133448084142163","0.144473319806673","4"
"4 on scale 1-7","2019","16-34 y.","702","0.132988304052644","0.123954152285248","0.14202245582004","4"
"4 on scale 1-7","2019","66 and older","617","0.126202591331526","0.117171574934518","0.135233607728534","4"
"5 on scale 1-7","2019","16-34 y.","1253","0.232923630938216","0.221677729888862","0.24416953198757","5"
"5 on scale 1-7","2019","35-65 y.","3288","0.220597117053517","0.213988945341602","0.227205288765433","5"
"5 on scale 1-7","2019","66 and older","1019","0.197199951322491","0.186379279761054","0.208020622883929","5"
"6 on scale 1-7","2019","35-65 y.","4963","0.31714075512349","0.309724374269672","0.324557135977307","6"
"6 on scale 1-7","2019","16-34 y.","1821","0.347315857909581","0.334648617377725","0.359983098441436","6"
"6 on scale 1-7","2019","66 and older","1735","0.323428859724758","0.310707215745077","0.336150503704438","6"
"7 Strongly agree","2019","16-34 y.","1108","0.195185682472533","0.184640842194286","0.205730522750781","7"
"7 Strongly agree","2019","35-65 y.","3300","0.213902094235364","0.207367084524013","0.220437103946715","7"
"7 Strongly agree","2019","66 and older","1322","0.249027921299862","0.23726722500098","0.260788617598745","7"
