"plh0217","year","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","242","0.0116634331810868","0.0102813965898449","0.0130454697723287"
"1 Strongly disagree","2017","East Germany","54","0.0044517024504778","0.00278080955542285","0.00612259534553275"
"2 on scale 1-7 ","2017","West Germany","603","0.0278571766606896","0.0257388765283729","0.0299754767930063"
"2 on scale 1-7 ","2017","East Germany","159","0.031670060340662","0.0272747402682854","0.0360653804130386"
"3 on scale 1-7 ","2017","West Germany","1194","0.057766779325422","0.0547636627531979","0.0607698958976461"
"3 on scale 1-7 ","2017","East Germany","317","0.0533806400847429","0.0477386286673283","0.0590226515021574"
"4 on scale 1-7","2017","West Germany","2643","0.121472512403455","0.117267467951182","0.125677556855727"
"4 on scale 1-7","2017","East Germany","694","0.124410308450954","0.116126445898514","0.132694171003394"
"5 on scale 1-7","2017","West Germany","4488","0.201335727582814","0.19617398360536","0.206497471560268"
"5 on scale 1-7","2017","East Germany","1212","0.206398040236066","0.196240032681651","0.216556047790481"
"6 on scale 1-7","2017","West Germany","7367","0.341023111489586","0.334920989227205","0.347125233751967"
"6 on scale 1-7","2017","East Germany","2095","0.359140002668062","0.347098855799966","0.371181149536157"
"7 Strongly agree","2017","West Germany","6647","0.238881259356947","0.233392538367378","0.244369980346515"
"7 Strongly agree","2017","East Germany","1567","0.220549245769036","0.210142821926268","0.230955669611803"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","234","0.0134893633112788","0.011894876012786","0.0150838506097715"
"1 Strongly disagree","2019","East Germany","59","0.0118447989329545","0.00900107703598803","0.014688520829921"
"2 on scale 1-7 ","2019","West Germany","618","0.0320664755628128","0.0296313417416341","0.0345016093839915"
"2 on scale 1-7 ","2019","East Germany","167","0.0318694201991589","0.0272523684154494","0.0364864719828685"
"3 on scale 1-7 ","2019","West Germany","1261","0.0606901078788974","0.0573899261555758","0.0639902896022189"
"3 on scale 1-7 ","2019","East Germany","300","0.0498221194849356","0.0441030647536627","0.0555411742162084"
"4 on scale 1-7","2019","West Germany","2607","0.135300175839316","0.130572406085514","0.140027945593117"
"4 on scale 1-7","2019","East Germany","677","0.130825612521539","0.121962004461959","0.139689220581119"
"5 on scale 1-7","2019","West Germany","4291","0.215601348485266","0.209917158204899","0.221285538765634"
"5 on scale 1-7","2019","East Germany","1251","0.227915507721212","0.216889201534899","0.238941813907526"
"6 on scale 1-7","2019","West Germany","6507","0.318833482247663","0.312392040858459","0.325274923636866"
"6 on scale 1-7","2019","East Germany","1986","0.357726565452402","0.345127269678465","0.370325861226339"
"7 Strongly agree","2019","West Germany","4589","0.224019046674766","0.218256128474555","0.229781964874977"
"7 Strongly agree","2019","East Germany","1120","0.189995975687798","0.179684365554225","0.200307585821371"
