"plh0217","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","88","0.024088852574285","0.0191127032335915","0.0290650019149785"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","9","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","13","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","35","0.0290389351688812","0.0209515304710118","0.0371263398667506"
"2 on scale 1-7 ","2005","Single parent ","in school","3","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","1","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","1","","",""
"2 on scale 1-7 ","2005","Single parent ","middle vocational","8","","",""
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","55","0.0271909315461066","0.0197393510959922","0.0346425119962211"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","5","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","10","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","19","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","10","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","37","0.0173743652925651","0.0112872717346868","0.0234614588504434"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","13","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","18","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","5","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","inadequately","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","general elemantary","20","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","middle vocational","89","0.0543996719253552","0.0430867083086699","0.0657126355420404"
"3 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","8","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher vocational","9","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher education","38","0.0892198081693882","0.0655889432295031","0.112850673109273"
"3 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","4","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","42","0.0698632445773291","0.0508565390538827","0.0888699501007755"
"3 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","194","0.0541354204850312","0.046791373481469","0.0614794674885934"
"3 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","17","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","24","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher education","95","0.0501173686747438","0.0396087162326267","0.0606260211168609"
"3 on scale 1-7 ","2005","Single parent ","in school","4","","",""
"3 on scale 1-7 ","2005","Single parent ","inadequately","2","","",""
"3 on scale 1-7 ","2005","Single parent ","general elemantary","9","","",""
"3 on scale 1-7 ","2005","Single parent ","middle vocational","30","0.052035657589673","0.0331449878713422","0.0709263273080038"
"3 on scale 1-7 ","2005","Single parent ","vocational + Abi","1","","",""
"3 on scale 1-7 ","2005","Single parent ","higher vocational","1","","",""
"3 on scale 1-7 ","2005","Single parent ","higher education","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","7","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","90","0.0513829056496302","0.0412676386873369","0.0614981726119236"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","13","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","23","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","39","0.0532204530703108","0.0379584584360266","0.068482447704595"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","9","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","2","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","19","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","92","0.0595184361078163","0.0484963866167627","0.0705404855988699"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","10","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","17","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","27","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","3","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","13","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","43","0.0813956477488602","0.0605185451795716","0.102272750318149"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","12","","",""
"4 on scale 1-7","2005","1-pers.-HH","in school","1","","",""
"4 on scale 1-7","2005","1-pers.-HH","inadequately","3","","",""
"4 on scale 1-7","2005","1-pers.-HH","general elemantary","37","0.088240762135941","0.0614312707686362","0.115050253503246"
"4 on scale 1-7","2005","1-pers.-HH","middle vocational","174","0.121702139421991","0.105394373769975","0.138009905074007"
"4 on scale 1-7","2005","1-pers.-HH","vocational + Abi","23","","",""
"4 on scale 1-7","2005","1-pers.-HH","higher vocational","25","","",""
"4 on scale 1-7","2005","1-pers.-HH","higher education","67","0.112596984715889","0.0863930796497489","0.138800889782028"
"4 on scale 1-7","2005","(Married) couple without C. ","in school","","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","inadequately","9","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","general elemantary","75","0.100502028894698","0.0780840438046558","0.122920013984739"
"4 on scale 1-7","2005","(Married) couple without C. ","middle vocational","439","0.12265953629624","0.112012837969059","0.133306234623422"
"4 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","43","0.122867116349793","0.0885723942023717","0.157161838497214"
"4 on scale 1-7","2005","(Married) couple without C. ","higher vocational","59","0.131790731299404","0.103774564112695","0.159806898486113"
"4 on scale 1-7","2005","(Married) couple without C. ","higher education","219","0.118519997322135","0.102952457925924","0.134087536718346"
"4 on scale 1-7","2005","Single parent ","in school","12","","",""
"4 on scale 1-7","2005","Single parent ","inadequately","4","","",""
"4 on scale 1-7","2005","Single parent ","general elemantary","23","","",""
"4 on scale 1-7","2005","Single parent ","middle vocational","60","0.119838148453529","0.0922145885482912","0.147461708358766"
"4 on scale 1-7","2005","Single parent ","vocational + Abi","9","","",""
"4 on scale 1-7","2005","Single parent ","higher vocational","4","","",""
"4 on scale 1-7","2005","Single parent ","higher education","12","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","6","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","45","0.152198207477117","0.109509247627163","0.194887167327072"
"4 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","268","0.142019656613496","0.126026453812003","0.158012859414988"
"4 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","34","0.0779649983521534","0.0483565018342156","0.107573494870091"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","40","0.116394205301189","0.0853898905261101","0.147398520076268"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher education","104","0.112487622910771","0.0910050072841114","0.133970238537431"
"4 on scale 1-7","2005","Couple + C. GT 16 ","in school","30","0.102229007058057","0.0659587569889755","0.138499257127138"
"4 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","7","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","62","0.122588733880398","0.0915902290830396","0.153587238677756"
"4 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","238","0.12880355052241","0.113197844424706","0.144409256620114"
"4 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","25","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","34","0.121109976258982","0.0767722262404198","0.165447726277545"
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher education","77","0.120671875210027","0.0952354351922017","0.146108315227853"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","in school","32","0.140431492856511","0.097620003714168","0.183242981998853"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","4","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","37","0.160609971541708","0.114633757682262","0.206586185401154"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","86","0.110472337150303","0.0865385246735854","0.134406149627021"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","8","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","31","0.11520541233726","0.0783323237179841","0.152078500956535"
"5 on scale 1-7","2005","1-pers.-HH","in school","1","","",""
"5 on scale 1-7","2005","1-pers.-HH","inadequately","9","","",""
"5 on scale 1-7","2005","1-pers.-HH","general elemantary","80","0.201390610451039","0.163485245843968","0.23929597505811"
"5 on scale 1-7","2005","1-pers.-HH","middle vocational","292","0.185027257570661","0.165657961361888","0.204396553779435"
"5 on scale 1-7","2005","1-pers.-HH","vocational + Abi","34","0.20340775543732","0.144273398205027","0.262542112669613"
"5 on scale 1-7","2005","1-pers.-HH","higher vocational","37","0.211543254065838","0.154513236560804","0.268573271570872"
"5 on scale 1-7","2005","1-pers.-HH","higher education","117","0.183627289716701","0.151530984700731","0.215723594732672"
"5 on scale 1-7","2005","(Married) couple without C. ","in school","2","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","inadequately","13","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","general elemantary","136","0.202766877124113","0.172789043795746","0.23274471045248"
"5 on scale 1-7","2005","(Married) couple without C. ","middle vocational","744","0.187372317592866","0.174708089323777","0.200036545861955"
"5 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","76","0.204025233378982","0.161926565758712","0.246123900999253"
"5 on scale 1-7","2005","(Married) couple without C. ","higher vocational","112","0.151470450704318","0.121777625494132","0.181163275914505"
"5 on scale 1-7","2005","(Married) couple without C. ","higher education","354","0.219095065273695","0.199173048271741","0.239017082275649"
"5 on scale 1-7","2005","Single parent ","in school","24","","",""
"5 on scale 1-7","2005","Single parent ","inadequately","4","","",""
"5 on scale 1-7","2005","Single parent ","general elemantary","48","0.224488015992528","0.167784856150987","0.28119117583407"
"5 on scale 1-7","2005","Single parent ","middle vocational","109","0.202925861092869","0.168718553836758","0.237133168348981"
"5 on scale 1-7","2005","Single parent ","vocational + Abi","4","","",""
"5 on scale 1-7","2005","Single parent ","higher vocational","10","","",""
"5 on scale 1-7","2005","Single parent ","higher education","18","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","5","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","50","0.158838265375579","0.115399151162083","0.202277379589075"
"5 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","394","0.223444900386052","0.204359823765309","0.242529977006796"
"5 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","71","0.249098269355665","0.201337675093341","0.296858863617989"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","93","0.208616168854889","0.169334064115121","0.247898273594657"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher education","175","0.20150482884629","0.174232234351274","0.228777423341305"
"5 on scale 1-7","2005","Couple + C. GT 16 ","in school","65","0.249289205051255","0.197496480122033","0.301081929980477"
"5 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","12","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","85","0.215956964505015","0.177064324734459","0.254849604275571"
"5 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","404","0.235664582553354","0.215892582218971","0.255436582887738"
"5 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","39","0.211448378467965","0.150600942333294","0.272295814602637"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","47","0.240637131467714","0.182544316269977","0.29872994666545"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher education","134","0.243292507197597","0.20978777118585","0.276797243209345"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","in school","62","0.193406117286146","0.144737344475525","0.242074890096766"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","8","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","49","0.184370828257421","0.135813193136262","0.232928463378581"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","142","0.227860222369556","0.195835335425198","0.259885109313914"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","8","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","25","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","60","0.271784969895894","0.220404936252886","0.323165003538901"
"6 on scale 1-7","2005","1-pers.-HH","in school","1","","",""
"6 on scale 1-7","2005","1-pers.-HH","inadequately","5","","",""
"6 on scale 1-7","2005","1-pers.-HH","general elemantary","142","0.307074099054171","0.263474865575287","0.350673332533056"
"6 on scale 1-7","2005","1-pers.-HH","middle vocational","466","0.297350883077403","0.274551226170248","0.320150539984559"
"6 on scale 1-7","2005","1-pers.-HH","vocational + Abi","67","0.328176541934914","0.259197137700291","0.397155946169536"
"6 on scale 1-7","2005","1-pers.-HH","higher vocational","71","0.326290018487536","0.260818356870705","0.391761680104367"
"6 on scale 1-7","2005","1-pers.-HH","higher education","194","0.334202936522665","0.295099200221883","0.373306672823448"
"6 on scale 1-7","2005","(Married) couple without C. ","in school","2","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","inadequately","12","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","general elemantary","213","0.302553949730592","0.268303538493516","0.336804360967669"
"6 on scale 1-7","2005","(Married) couple without C. ","middle vocational","1151","0.31665957820385","0.301562424398415","0.331756732009286"
"6 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","125","0.341496133268324","0.291956952620618","0.39103531391603"
"6 on scale 1-7","2005","(Married) couple without C. ","higher vocational","202","0.387211803337848","0.346867374920942","0.427556231754753"
"6 on scale 1-7","2005","(Married) couple without C. ","higher education","585","0.354324815093508","0.331287823853488","0.377361806333529"
"6 on scale 1-7","2005","Single parent ","in school","31","0.272229301460146","0.186269739030829","0.358188863889464"
"6 on scale 1-7","2005","Single parent ","inadequately","2","","",""
"6 on scale 1-7","2005","Single parent ","general elemantary","58","0.265518044045165","0.205503845726815","0.325532242363515"
"6 on scale 1-7","2005","Single parent ","middle vocational","169","0.302267931282555","0.263207124477498","0.341328738087612"
"6 on scale 1-7","2005","Single parent ","vocational + Abi","14","","",""
"6 on scale 1-7","2005","Single parent ","higher vocational","23","","",""
"6 on scale 1-7","2005","Single parent ","higher education","46","0.399784476929065","0.311400474909675","0.488168478948455"
"6 on scale 1-7","2005","Couple + C. LE 16 ","in school","1","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","5","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","86","0.287816913640874","0.234012534717715","0.341621292564034"
"6 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","590","0.302185516267032","0.281146309670774","0.32322472286329"
"6 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","117","0.367402755992994","0.314164028463226","0.420641483522763"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","144","0.337325671338069","0.291616647125544","0.383034695550595"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher education","322","0.398439722924695","0.365153197117783","0.431726248731608"
"6 on scale 1-7","2005","Couple + C. GT 16 ","in school","99","0.369160582002228","0.311384542740906","0.42693662126355"
"6 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","8","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","132","0.288122817089581","0.245316760035256","0.330928874143906"
"6 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","608","0.333095244529345","0.311138013007468","0.355052476051222"
"6 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","56","0.284485775871445","0.217255568050397","0.351715983692492"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","69","0.32796955740155","0.264168531248946","0.391770583554153"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher education","261","0.405483939332596","0.367144439705756","0.443823438959436"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","in school","82","0.31375565809184","0.256578442545621","0.370932873638059"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","6","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","72","0.259656943895763","0.204755783587625","0.3145581042039"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","189","0.254578928664238","0.221319296368612","0.287838560959864"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","39","0.317860374727004","0.227934574054294","0.407786175399715"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","108","0.322703936672803","0.268710216116983","0.376697657228624"
"7 Strongly agree","2005","1-pers.-HH","in school","1","","",""
"7 Strongly agree","2005","1-pers.-HH","inadequately","8","","",""
"7 Strongly agree","2005","1-pers.-HH","general elemantary","136","0.31951953938053","0.275446763637607","0.363592315123452"
"7 Strongly agree","2005","1-pers.-HH","middle vocational","462","0.301248226601976","0.278363372181065","0.324133081022886"
"7 Strongly agree","2005","1-pers.-HH","vocational + Abi","42","0.264869289477767","0.200045237198426","0.329693341757107"
"7 Strongly agree","2005","1-pers.-HH","higher vocational","47","0.245589730680406","0.185482893620301","0.305696567740511"
"7 Strongly agree","2005","1-pers.-HH","higher education","130","0.259690392615324","0.223342702122102","0.296038083108547"
"7 Strongly agree","2005","(Married) couple without C. ","in school","","","",""
"7 Strongly agree","2005","(Married) couple without C. ","inadequately","22","","",""
"7 Strongly agree","2005","(Married) couple without C. ","general elemantary","199","0.288502453451657","0.254721607108972","0.322283299794341"
"7 Strongly agree","2005","(Married) couple without C. ","middle vocational","1002","0.285642186336407","0.270981669421798","0.300302703251016"
"7 Strongly agree","2005","(Married) couple without C. ","vocational + Abi","80","0.231934250303457","0.187842392090307","0.276026108516606"
"7 Strongly agree","2005","(Married) couple without C. ","higher vocational","145","0.252346450317476","0.21637127845749","0.288321622177462"
"7 Strongly agree","2005","(Married) couple without C. ","higher education","355","0.215825750574823","0.196011582471912","0.235639918677734"
"7 Strongly agree","2005","Single parent ","in school","29","","",""
"7 Strongly agree","2005","Single parent ","inadequately","5","","",""
"7 Strongly agree","2005","Single parent ","general elemantary","66","0.345484607413121","0.280861072960084","0.410108141866158"
"7 Strongly agree","2005","Single parent ","middle vocational","151","0.29509930939726","0.2563067087947","0.33389190999982"
"7 Strongly agree","2005","Single parent ","vocational + Abi","11","","",""
"7 Strongly agree","2005","Single parent ","higher vocational","14","","",""
"7 Strongly agree","2005","Single parent ","higher education","32","0.26834789051022","0.188399726500539","0.348296054519901"
"7 Strongly agree","2005","Couple + C. LE 16 ","in school","1","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","inadequately","14","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","general elemantary","80","0.336300994939042","0.280155708945997","0.392446280932086"
"7 Strongly agree","2005","Couple + C. LE 16 ","middle vocational","423","0.245949807349544","0.226218951798562","0.265680662900526"
"7 Strongly agree","2005","Couple + C. LE 16 ","vocational + Abi","73","0.258528344260861","0.210178600871866","0.306878087649857"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher vocational","96","0.216251966099868","0.176450832230941","0.256053099968795"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher education","169","0.212515092610768","0.184701083795137","0.2403291014264"
"7 Strongly agree","2005","Couple + C. GT 16 ","in school","64","0.24712223750963","0.195480738204736","0.298763736814523"
"7 Strongly agree","2005","Couple + C. GT 16 ","inadequately","13","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","general elemantary","119","0.304729561590517","0.261223673452835","0.348235449728198"
"7 Strongly agree","2005","Couple + C. GT 16 ","middle vocational","385","0.221133489246103","0.201799555210042","0.240467423282164"
"7 Strongly agree","2005","Couple + C. GT 16 ","vocational + Abi","39","0.244640151344574","0.180583260418735","0.308697042270413"
"7 Strongly agree","2005","Couple + C. GT 16 ","higher vocational","37","0.2038365791421","0.149089797358985","0.258583360925216"
"7 Strongly agree","2005","Couple + C. GT 16 ","higher education","116","0.162521447902932","0.133712990461543","0.191329905344321"
"7 Strongly agree","2005","Couple + C. LE and GT 16","in school","63","0.309285817576058","0.252332763214397","0.366238871937718"
"7 Strongly agree","2005","Couple + C. LE and GT 16","inadequately","8","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","general elemantary","67","0.32031841202726","0.261892062439021","0.378744761615498"
"7 Strongly agree","2005","Couple + C. LE and GT 16","middle vocational","174","0.282631460324332","0.248252970247435","0.317009950401229"
"7 Strongly agree","2005","Couple + C. LE and GT 16","vocational + Abi","22","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher vocational","23","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher education","71","0.251927548730961","0.201790183406201","0.302064914055721"
"1 Strongly disagree","2006","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2006","1-pers.-HH","inadequately","","","",""
"1 Strongly disagree","2006","1-pers.-HH","general elemantary","","","",""
"1 Strongly disagree","2006","1-pers.-HH","middle vocational","","","",""
"1 Strongly disagree","2006","1-pers.-HH","vocational + Abi","","","",""
"1 Strongly disagree","2006","1-pers.-HH","higher vocational","","","",""
"1 Strongly disagree","2006","1-pers.-HH","higher education","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","inadequately","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","general elemantary","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","middle vocational","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","vocational + Abi","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","higher vocational","","","",""
