"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","indirect migration background","inadequately","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","","","","","","","","","","",""
"2009","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2009","no migration background","general elemantary","","","","","","","","","","",""
"2009","no migration background","higher education","","","","","","","","","","",""
"2009","no migration background","higher vocational","","","","","","","","","","",""
"2009","no migration background","in school","","","","","","","","","","",""
"2009","no migration background","inadequately","","","","","","","","","","",""
"2009","no migration background","middle vocational","","","","","","","","","","",""
"2009","no migration background","vocational + Abi","","","","","","","","","","",""
"2010","direct migration background","general elemantary","6.02","6","322","4","5","7","7","5.9","6.14","6","6"
"2010","direct migration background","higher education","5.97","6","274","4","6","7","7","5.83","6.11","6","6"
"2010","direct migration background","higher vocational","6.28","7","85","5","6","7","7","6.05","6.51","6","7"
"2010","direct migration background","in school","","","","","","","","","","",""
"2010","direct migration background","inadequately","5.95","6","68","4","5","7","7","5.58","6.32","6","7"
"2010","direct migration background","middle vocational","5.97","6","538","4","5","7","7","5.87","6.07","6","6"
"2010","direct migration background","vocational + Abi","5.72","6","142","4","5","7","7","5.53","5.91","6","7"
"2010","indirect migration background","general elemantary","5.86","6","120","3","5","7","7","5.61","6.11","6","7"
"2010","indirect migration background","higher education","5.8","6","85","5","5","6","7","5.58","6.02","6","6"
"2010","indirect migration background","higher vocational","6.01","6","32","5","6","7","7","5.59","6.43","6","7"
"2010","indirect migration background","in school","5.55","6","43","4","5","7","7","5.13","5.97","6","7"
"2010","indirect migration background","inadequately","","","","","","","","","","",""
"2010","indirect migration background","middle vocational","6.09","6","269","5","5","7","7","5.97","6.21","6","7"
"2010","indirect migration background","vocational + Abi","5.9","6","37","5","6","7","7","5.47","6.33","6","7"
"2010","no migration background","general elemantary","5.85","6","1177","4","5","7","7","5.78","5.92","6","6"
"2010","no migration background","higher education","5.77","6","3468","4","5","7","7","5.73","5.81","6","6"
"2010","no migration background","higher vocational","5.87","6","1141","4","5","7","7","5.8","5.94","6","6"
"2010","no migration background","in school","5.63","6","218","4","5","7","7","5.47","5.79","6","6"
"2010","no migration background","inadequately","5.72","6","60","4","5","7","7","5.37","6.07","6","7"
"2010","no migration background","middle vocational","5.82","6","7512","4","5","7","7","5.79","5.85","6","6"
"2010","no migration background","vocational + Abi","5.72","6","763","4","5","7","7","5.64","5.8","6","6"
"2011","direct migration background","general elemantary","","","","","","","","","","",""
"2011","direct migration background","higher education","","","","","","","","","","",""
"2011","direct migration background","higher vocational","","","","","","","","","","",""
"2011","direct migration background","in school","","","","","","","","","","",""
"2011","direct migration background","inadequately","","","","","","","","","","",""
"2011","direct migration background","middle vocational","","","","","","","","","","",""
"2011","direct migration background","vocational + Abi","","","","","","","","","","",""
"2011","indirect migration background","general elemantary","","","","","","","","","","",""
"2011","indirect migration background","higher education","","","","","","","","","","",""
"2011","indirect migration background","higher vocational","","","","","","","","","","",""
"2011","indirect migration background","in school","","","","","","","","","","",""
"2011","indirect migration background","inadequately","","","","","","","","","","",""
"2011","indirect migration background","middle vocational","","","","","","","","","","",""
"2011","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2011","no migration background","general elemantary","","","","","","","","","","",""
"2011","no migration background","higher education","","","","","","","","","","",""
"2011","no migration background","higher vocational","","","","","","","","","","",""
"2011","no migration background","in school","","","","","","","","","","",""
"2011","no migration background","inadequately","","","","","","","","","","",""
"2011","no migration background","middle vocational","","","","","","","","","","",""
"2011","no migration background","vocational + Abi","","","","","","","","","","",""
"2012","direct migration background","general elemantary","","","","","","","","","","",""
"2012","direct migration background","higher education","","","","","","","","","","",""
"2012","direct migration background","higher vocational","","","","","","","","","","",""
"2012","direct migration background","in school","","","","","","","","","","",""
"2012","direct migration background","inadequately","","","","","","","","","","",""
"2012","direct migration background","middle vocational","","","","","","","","","","",""
"2012","direct migration background","vocational + Abi","","","","","","","","","","",""
"2012","indirect migration background","general elemantary","","","","","","","","","","",""
"2012","indirect migration background","higher education","","","","","","","","","","",""
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","","","","","","","","","","",""
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","","","","","","","","","","",""
"2012","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2012","no migration background","general elemantary","","","","","","","","","","",""
"2012","no migration background","higher education","","","","","","","","","","",""
"2012","no migration background","higher vocational","","","","","","","","","","",""
"2012","no migration background","in school","","","","","","","","","","",""
"2012","no migration background","inadequately","","","","","","","","","","",""
"2012","no migration background","middle vocational","","","","","","","","","","",""
"2012","no migration background","vocational + Abi","","","","","","","","","","",""
"2013","direct migration background","general elemantary","","","","","","","","","","",""
"2013","direct migration background","higher education","","","","","","","","","","",""
"2013","direct migration background","higher vocational","","","","","","","","","","",""
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","","","","","","","","","","",""
"2013","direct migration background","middle vocational","","","","","","","","","","",""
"2013","direct migration background","vocational + Abi","","","","","","","","","","",""
"2013","indirect migration background","general elemantary","","","","","","","","","","",""
"2013","indirect migration background","higher education","","","","","","","","","","",""
"2013","indirect migration background","higher vocational","","","","","","","","","","",""
"2013","indirect migration background","in school","","","","","","","","","","",""
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","","","","","","","","","","",""
"2013","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2013","no migration background","general elemantary","","","","","","","","","","",""
"2013","no migration background","higher education","","","","","","","","","","",""
"2013","no migration background","higher vocational","","","","","","","","","","",""
"2013","no migration background","in school","","","","","","","","","","",""
"2013","no migration background","inadequately","","","","","","","","","","",""
"2013","no migration background","middle vocational","","","","","","","","","","",""
"2013","no migration background","vocational + Abi","","","","","","","","","","",""
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","6.1","6","1001","5","6","7","7","6.02","6.18","6","7"
"2015","direct migration background","higher education","6.05","6","1465","5","6","7","7","5.99","6.11","6","6"
"2015","direct migration background","higher vocational","6.05","6","101","4","6","7","7","5.84","6.26","6","6"
"2015","direct migration background","in school","6.37","6","58","6","6","7","7","6.15","6.59","6","7"
"2015","direct migration background","inadequately","6.2","7","310","5","5","7","7","6.07","6.33","6","7"
"2015","direct migration background","middle vocational","6.12","6","1919","4","6","7","7","6.07","6.17","6","7"
"2015","direct migration background","vocational + Abi","6.22","7","799","5","6","7","7","6.14","6.3","7","7"
"2015","indirect migration background","general elemantary","6.17","7","322","4","6","7","7","6.04","6.3","6","7"
"2015","indirect migration background","higher education","5.87","6","263","4","5","7","7","5.73","6.01","6","6"
"2015","indirect migration background","higher vocational","6.05","6","59","5","5","7","7","5.79","6.31","6","7"
"2015","indirect migration background","in school","6.07","6","101","4","6","7","7","5.87","6.27","6","6"
"2015","indirect migration background","inadequately","6.14","6","39","6","6","7","7","5.69","6.59","6","7"
"2015","indirect migration background","middle vocational","5.94","6","683","4","5","7","7","5.85","6.03","6","6"
"2015","indirect migration background","vocational + Abi","6.02","6","118","5","6","7","7","5.8","6.24","6","7"
"2015","no migration background","general elemantary","5.89","6","1609","4","5","7","7","5.83","5.95","6","6"
"2015","no migration background","higher education","5.75","6","4690","4","5","7","7","5.72","5.78","6","6"
"2015","no migration background","higher vocational","5.85","6","1379","4","5","7","7","5.79","5.91","6","6"
"2015","no migration background","in school","5.46","6","219","4","5","6","7","5.31","5.61","6","6"
"2015","no migration background","inadequately","5.72","6","164","4","5","7","7","5.5","5.94","6","7"
"2015","no migration background","middle vocational","5.87","6","9568","4","5","7","7","5.85","5.89","6","6"
"2015","no migration background","vocational + Abi","5.76","6","1237","4","5","7","7","5.69","5.83","6","6"
"2016","direct migration background","general elemantary","6.71","7","831","6","7","7","7","6.67","6.75","7","7"
"2016","direct migration background","higher education","6.52","7","771","5","6","7","7","6.47","6.57","7","7"
"2016","direct migration background","higher vocational","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","",""
"2016","direct migration background","inadequately","6.63","7","1535","6","7","7","7","6.6","6.66","7","7"
"2016","direct migration background","middle vocational","6.48","7","788","5","7","7","7","6.43","6.53","7","7"
"2016","direct migration background","vocational + Abi","6.05","6","109","5","5","7","7","5.87","6.23","7","7"
"2016","indirect migration background","general elemantary","","","","","","","","","","",""
"2016","indirect migration background","higher education","","","","","","","","","","",""
"2016","indirect migration background","higher vocational","","","","","","","","","","",""
"2016","indirect migration background","in school","","","","","","","","","","",""
"2016","indirect migration background","inadequately","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","","","","","","","","","","",""
"2016","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2016","no migration background","general elemantary","","","","","","","","","","",""
"2016","no migration background","higher education","","","","","","","","","","",""
"2016","no migration background","higher vocational","","","","","","","","","","",""
"2016","no migration background","in school","","","","","","","","","","",""
"2016","no migration background","inadequately","","","","","","","","","","",""
"2016","no migration background","middle vocational","","","","","","","","","","",""
"2016","no migration background","vocational + Abi","","","","","","","","","","",""
"2017","direct migration background","general elemantary","6.69","7","554","6","7","7","7","6.63","6.75","7","7"
"2017","direct migration background","higher education","6.77","7","448","6","7","7","7","6.71","6.83","7","7"
"2017","direct migration background","higher vocational","","","","","","","","","","",""
"2017","direct migration background","in school","","","","","","","","","","",""
"2017","direct migration background","inadequately","6.77","7","1207","6","7","7","7","6.73","6.81","7","7"
"2017","direct migration background","middle vocational","6.72","7","442","6","7","7","7","6.65","6.79","7","7"
"2017","direct migration background","vocational + Abi","6.63","7","69","6","6","7","7","6.42","6.84","7","7"
"2017","indirect migration background","general elemantary","","","","","","","","","","",""
"2017","indirect migration background","higher education","","","","","","","","","","",""
"2017","indirect migration background","higher vocational","","","","","","","","","","",""
"2017","indirect migration background","in school","","","","","","","","","","",""
"2017","indirect migration background","inadequately","","","","","","","","","","",""
"2017","indirect migration background","middle vocational","","","","","","","","","","",""
"2017","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2017","no migration background","general elemantary","","","","","","","","","","",""
"2017","no migration background","higher education","","","","","","","","","","",""
"2017","no migration background","higher vocational","","","","","","","","","","",""
"2017","no migration background","in school","","","","","","","","","","",""
"2017","no migration background","inadequately","","","","","","","","","","",""
"2017","no migration background","middle vocational","","","","","","","","","","",""
"2017","no migration background","vocational + Abi","","","","","","","","","","",""
"2018","direct migration background","general elemantary","6.87","7","99","7","7","7","7","6.7","7.04","7","7"
"2018","direct migration background","higher education","6.77","7","49","6","7","7","7","6.63","6.91","7","7"
"2018","direct migration background","higher vocational","","","","","","","","","","",""
"2018","direct migration background","in school","","","","","","","","","","",""
"2018","direct migration background","inadequately","6.49","7","160","6","7","7","7","6.32","6.66","7","7"
"2018","direct migration background","middle vocational","6.87","7","57","6","7","7","7","6.75","6.99","7","7"
"2018","direct migration background","vocational + Abi","","","","","","","","","","",""
"2018","indirect migration background","general elemantary","","","","","","","","","","",""
"2018","indirect migration background","higher education","","","","","","","","","","",""
"2018","indirect migration background","higher vocational","","","","","","","","","","",""
"2018","indirect migration background","in school","","","","","","","","","","",""
"2018","indirect migration background","inadequately","","","","","","","","","","",""
"2018","indirect migration background","middle vocational","","","","","","","","","","",""
"2018","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2018","no migration background","general elemantary","","","","","","","","","","",""
"2018","no migration background","higher education","","","","","","","","","","",""
"2018","no migration background","higher vocational","","","","","","","","","","",""
"2018","no migration background","in school","","","","","","","","","","",""
"2018","no migration background","inadequately","","","","","","","","","","",""
"2018","no migration background","middle vocational","","","","","","","","","","",""
"2018","no migration background","vocational + Abi","","","","","","","","","","",""
"2019","direct migration background","general elemantary","6.65","7","51","5","7","7","7","6.53","6.77","7","7"
"2019","direct migration background","higher education","","","","","","","","","","",""
"2019","direct migration background","higher vocational","","","","","","","","","","",""
"2019","direct migration background","in school","","","","","","","","","","",""
"2019","direct migration background","inadequately","6.35","7","132","5","6","7","7","6.11","6.59","7","7"
"2019","direct migration background","middle vocational","6.14","7","33","2","7","7","7","5.73","6.55","7","7"
"2019","direct migration background","vocational + Abi","","","","","","","","","","",""
"2019","indirect migration background","general elemantary","","","","","","","","","","",""
"2019","indirect migration background","higher education","","","","","","","","","","",""
"2019","indirect migration background","higher vocational","","","","","","","","","","",""
"2019","indirect migration background","in school","","","","","","","","","","",""
"2019","indirect migration background","inadequately","","","","","","","","","","",""
"2019","indirect migration background","middle vocational","","","","","","","","","","",""
"2019","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2019","no migration background","general elemantary","","","","","","","","","","",""
"2019","no migration background","higher education","","","","","","","","","","",""
"2019","no migration background","higher vocational","","","","","","","","","","",""
"2019","no migration background","in school","","","","","","","","","","",""
"2019","no migration background","inadequately","","","","","","","","","","",""
"2019","no migration background","middle vocational","","","","","","","","","","",""
"2019","no migration background","vocational + Abi","","","","","","","","","","",""
