"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2010","16-34 y.","direct migration background","6.01","6","239","4","5","7","7","5.87","6.15","6","6"
"2010","16-34 y.","indirect migration background","5.83","6","447","4","5","7","7","5.71","5.95","6","6"
"2010","16-34 y.","no migration background","5.69","6","2891","4","5","7","7","5.65","5.73","6","6"
"2010","35-65 y.","direct migration background","6.01","6","909","4","6","7","7","5.94","6.08","6","6"
"2010","35-65 y.","indirect migration background","6.01","6","205","5","6","7","7","5.86","6.16","6","6"
"2010","35-65 y.","no migration background","5.81","6","7942","4","5","7","7","5.78","5.84","6","6"
"2010","66 and older","direct migration background","5.87","6","312","4","5","7","7","5.73","6.01","6","6"
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","5.89","6","3709","4","5","7","7","5.85","5.93","6","6"
"2011","16-34 y.","direct migration background","","","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","","","",""
"2012","16-34 y.","direct migration background","","","","","","","","","","",""
"2012","16-34 y.","indirect migration background","","","","","","","","","","",""
"2012","16-34 y.","no migration background","","","","","","","","","","",""
"2012","35-65 y.","direct migration background","","","","","","","","","","",""
"2012","35-65 y.","indirect migration background","","","","","","","","","","",""
"2012","35-65 y.","no migration background","","","","","","","","","","",""
"2012","66 and older","direct migration background","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","","","","","","","","","","",""
"2013","16-34 y.","indirect migration background","","","","","","","","","","",""
"2013","16-34 y.","no migration background","","","","","","","","","","",""
"2013","35-65 y.","direct migration background","","","","","","","","","","",""
"2013","35-65 y.","indirect migration background","","","","","","","","","","",""
"2013","35-65 y.","no migration background","","","","","","","","","","",""
"2013","66 and older","direct migration background","","","","","","","","","","",""
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","","","","","","","","","","",""
"2014","16-34 y.","direct migration background","","","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","","","",""
"2015","16-34 y.","direct migration background","6.16","6","1891","5","6","7","7","6.11","6.21","6","7"
"2015","16-34 y.","indirect migration background","6.01","6","997","4","6","7","7","5.94","6.08","6","6"
"2015","16-34 y.","no migration background","5.76","6","3762","4","5","7","7","5.72","5.8","6","6"
"2015","35-65 y.","direct migration background","6.15","7","3470","5","6","7","7","6.11","6.19","6","7"
"2015","35-65 y.","indirect migration background","5.98","6","683","4","5","7","7","5.89","6.07","6","6"
"2015","35-65 y.","no migration background","5.84","6","11002","4","5","7","7","5.82","5.86","6","6"
"2015","66 and older","direct migration background","5.82","6","428","4","5","7","7","5.69","5.95","6","6"
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","5.88","6","4505","4","5","7","7","5.85","5.91","6","6"
"2016","16-34 y.","direct migration background","6.51","7","2484","5","7","7","7","6.48","6.54","7","7"
"2016","16-34 y.","indirect migration background","","","","","","","","","","",""
"2016","16-34 y.","no migration background","","","","","","","","","","",""
"2016","35-65 y.","direct migration background","6.71","7","1849","6","7","7","7","6.68","6.74","7","7"
"2016","35-65 y.","indirect migration background","","","","","","","","","","",""
"2016","35-65 y.","no migration background","","","","","","","","","","",""
"2016","66 and older","direct migration background","","","","","","","","","","",""
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","","","","","","","","","","",""
"2017","16-34 y.","direct migration background","6.72","7","1862","6","7","7","7","6.69","6.75","7","7"
"2017","16-34 y.","indirect migration background","","","","","","","","","","",""
"2017","16-34 y.","no migration background","","","","","","","","","","",""
"2017","35-65 y.","direct migration background","6.75","7","971","6","7","7","7","6.7","6.8","7","7"
"2017","35-65 y.","indirect migration background","","","","","","","","","","",""
"2017","35-65 y.","no migration background","","","","","","","","","","",""
"2017","66 and older","direct migration background","6.81","7","36","6","7","7","7","6.56","7.06","7","7"
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","","","","","","","","","","",""
"2018","16-34 y.","direct migration background","6.83","7","254","7","7","7","7","6.75","6.91","7","7"
"2018","16-34 y.","indirect migration background","","","","","","","","","","",""
"2018","16-34 y.","no migration background","","","","","","","","","","",""
"2018","35-65 y.","direct migration background","6.5","7","161","6","7","7","7","6.33","6.67","7","7"
"2018","35-65 y.","indirect migration background","","","","","","","","","","",""
"2018","35-65 y.","no migration background","","","","","","","","","","",""
"2018","66 and older","direct migration background","","","","","","","","","","",""
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","","","","","","","","","","",""
"2019","16-34 y.","direct migration background","6.72","7","145","6","7","7","7","6.58","6.86","7","7"
"2019","16-34 y.","indirect migration background","","","","","","","","","","",""
"2019","16-34 y.","no migration background","","","","","","","","","","",""
"2019","35-65 y.","direct migration background","6.11","7","125","2.2510000000002","6","7","7","5.86","6.36","7","7"
"2019","35-65 y.","indirect migration background","","","","","","","","","","",""
"2019","35-65 y.","no migration background","","","","","","","","","","",""
"2019","66 and older","direct migration background","","","","","","","","","","",""
"2019","66 and older","indirect migration background","","","","","","","","","","",""
"2019","66 and older","no migration background","","","","","","","","","","",""
