"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.8","6","1310","4","5","7","7","5.74","5.86","6","6"
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","5.76","6","5902","4","5","7","7","5.73","5.79","6","6"
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.85","6","1126","4","5","7","7","5.78","5.92","6","6"
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","5.95","6","5268","4","5","7","7","5.92","5.98","6","6"
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.93","6","118","4","5","7","7","5.7","6.16","5","6"
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.86","6","836","4","5","7","7","5.78","5.94","6","6"
"2015","Other degree","Ostdeutschland, neue Bundeslaender","6.07","6","375","5","6","7","7","5.93","6.21","6","7"
"2015","Other degree","Westdeutschland, alte Bundeslaender","6.12","7","3644","4","6","7","7","6.08","6.16","7","7"
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","5.87","6","2351","4","5","7","7","5.82","5.92","6","6"
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","5.86","6","4850","4","5","7","7","5.83","5.89","6","6"
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","6.61","7","32","5","7","7","7","6.32","6.9","7","7"
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","6.63","7","284","6","7","7","7","6.55","6.71","7","7"
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.47","7","1313","5","6","7","7","6.43","6.51","7","7"
"2016","Other degree","Ostdeutschland, neue Bundeslaender","6.7","7","410","6","7","7","7","6.64","6.76","7","7"
"2016","Other degree","Westdeutschland, alte Bundeslaender","6.48","7","1959","5","6","7","7","6.45","6.51","7","7"
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","6.8","7","105","6","7","7","7","6.67","6.93","7","7"
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.76","7","1141","6","7","7","7","6.72","6.8","7","7"
"2017","Other degree","Ostdeutschland, neue Bundeslaender","6.86","7","136","7","7","7","7","6.75","6.97","7","7"
"2017","Other degree","Westdeutschland, alte Bundeslaender","6.71","7","1307","6","7","7","7","6.67","6.75","7","7"
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.46","7","160","5","7","7","7","6.29","6.63","7","7"
"2018","Other degree","Ostdeutschland, neue Bundeslaender","6.86","7","30","6","7","7","7","6.44","7.28","7","7"
"2018","Other degree","Westdeutschland, alte Bundeslaender","6.83","7","151","6","7","7","7","6.74","6.92","7","7"
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.39","7","128","5","6","7","7","6.15","6.63","7","7"
"2019","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Other degree","Westdeutschland, alte Bundeslaender","6.41","7","82","5","7","7","7","6.21","6.61","7","7"
"2019","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
