"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","secondary school degree","higher education","","","","","","","","","","",""
"2006","secondary school degree","higher vocational","","","","","","","","","","",""
"2006","secondary school degree","in school","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","","","","","","","","","","",""
"2006","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2007","college entrance qualification","general elemantary","","","","","","","","","","",""
"2007","college entrance qualification","higher education","","","","","","","","","","",""
"2007","college entrance qualification","higher vocational","","","","","","","","","","",""
"2007","college entrance qualification","in school","","","","","","","","","","",""
"2007","college entrance qualification","inadequately","","","","","","","","","","",""
"2007","college entrance qualification","middle vocational","","","","","","","","","","",""
"2007","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2007","lower secondary degree","general elemantary","","","","","","","","","","",""
"2007","lower secondary degree","higher education","","","","","","","","","","",""
"2007","lower secondary degree","higher vocational","","","","","","","","","","",""
"2007","lower secondary degree","in school","","","","","","","","","","",""
"2007","lower secondary degree","inadequately","","","","","","","","","","",""
"2007","lower secondary degree","middle vocational","","","","","","","","","","",""
"2007","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2007","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2007","no degree/no degree yet","higher education","","","","","","","","","","",""
"2007","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2007","no degree/no degree yet","in school","","","","","","","","","","",""
"2007","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2007","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2007","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2007","Other degree","general elemantary","","","","","","","","","","",""
"2007","Other degree","higher education","","","","","","","","","","",""
"2007","Other degree","higher vocational","","","","","","","","","","",""
"2007","Other degree","in school","","","","","","","","","","",""
"2007","Other degree","inadequately","","","","","","","","","","",""
"2007","Other degree","middle vocational","","","","","","","","","","",""
"2007","Other degree","vocational + Abi","","","","","","","","","","",""
"2007","secondary school degree","general elemantary","","","","","","","","","","",""
"2007","secondary school degree","higher education","","","","","","","","","","",""
"2007","secondary school degree","higher vocational","","","","","","","","","","",""
"2007","secondary school degree","in school","","","","","","","","","","",""
"2007","secondary school degree","inadequately","","","","","","","","","","",""
"2007","secondary school degree","middle vocational","","","","","","","","","","",""
"2007","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2008","college entrance qualification","general elemantary","","","","","","","","","","",""
"2008","college entrance qualification","higher education","","","","","","","","","","",""
"2008","college entrance qualification","higher vocational","","","","","","","","","","",""
"2008","college entrance qualification","in school","","","","","","","","","","",""
"2008","college entrance qualification","inadequately","","","","","","","","","","",""
"2008","college entrance qualification","middle vocational","","","","","","","","","","",""
"2008","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2008","lower secondary degree","general elemantary","","","","","","","","","","",""
"2008","lower secondary degree","higher education","","","","","","","","","","",""
"2008","lower secondary degree","higher vocational","","","","","","","","","","",""
"2008","lower secondary degree","in school","","","","","","","","","","",""
"2008","lower secondary degree","inadequately","","","","","","","","","","",""
"2008","lower secondary degree","middle vocational","","","","","","","","","","",""
"2008","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2008","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2008","no degree/no degree yet","higher education","","","","","","","","","","",""
"2008","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2008","no degree/no degree yet","in school","","","","","","","","","","",""
"2008","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2008","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2008","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2008","Other degree","general elemantary","","","","","","","","","","",""
"2008","Other degree","higher education","","","","","","","","","","",""
"2008","Other degree","higher vocational","","","","","","","","","","",""
"2008","Other degree","in school","","","","","","","","","","",""
"2008","Other degree","inadequately","","","","","","","","","","",""
"2008","Other degree","middle vocational","","","","","","","","","","",""
"2008","Other degree","vocational + Abi","","","","","","","","","","",""
"2008","secondary school degree","general elemantary","","","","","","","","","","",""
"2008","secondary school degree","higher education","","","","","","","","","","",""
"2008","secondary school degree","higher vocational","","","","","","","","","","",""
"2008","secondary school degree","in school","","","","","","","","","","",""
"2008","secondary school degree","inadequately","","","","","","","","","","",""
"2008","secondary school degree","middle vocational","","","","","","","","","","",""
"2008","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2009","college entrance qualification","general elemantary","","","","","","","","","","",""
"2009","college entrance qualification","higher education","","","","","","","","","","",""
"2009","college entrance qualification","higher vocational","","","","","","","","","","",""
"2009","college entrance qualification","in school","","","","","","","","","","",""
"2009","college entrance qualification","inadequately","","","","","","","","","","",""
"2009","college entrance qualification","middle vocational","","","","","","","","","","",""
"2009","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2009","lower secondary degree","general elemantary","","","","","","","","","","",""
"2009","lower secondary degree","higher education","","","","","","","","","","",""
"2009","lower secondary degree","higher vocational","","","","","","","","","","",""
"2009","lower secondary degree","in school","","","","","","","","","","",""
"2009","lower secondary degree","inadequately","","","","","","","","","","",""
"2009","lower secondary degree","middle vocational","","","","","","","","","","",""
"2009","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2009","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2009","no degree/no degree yet","higher education","","","","","","","","","","",""
"2009","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2009","no degree/no degree yet","in school","","","","","","","","","","",""
"2009","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2009","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2009","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2009","Other degree","general elemantary","","","","","","","","","","",""
"2009","Other degree","higher education","","","","","","","","","","",""
"2009","Other degree","higher vocational","","","","","","","","","","",""
"2009","Other degree","in school","","","","","","","","","","",""
"2009","Other degree","inadequately","","","","","","","","","","",""
"2009","Other degree","middle vocational","","","","","","","","","","",""
"2009","Other degree","vocational + Abi","","","","","","","","","","",""
"2009","secondary school degree","general elemantary","","","","","","","","","","",""
"2009","secondary school degree","higher education","","","","","","","","","","",""
"2009","secondary school degree","higher vocational","","","","","","","","","","",""
"2009","secondary school degree","in school","","","","","","","","","","",""
"2009","secondary school degree","inadequately","","","","","","","","","","",""
"2009","secondary school degree","middle vocational","","","","","","","","","","",""
"2009","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2010","college entrance qualification","general elemantary","","","","","","","","","","",""
"2010","college entrance qualification","higher education","5.76","6","2920","4","5","7","7","5.72","5.8","6","6"
"2010","college entrance qualification","higher vocational","5.7","6","299","4","5","6","7","5.57","5.83","6","6"
"2010","college entrance qualification","in school","","","","","","","","","","",""
"2010","college entrance qualification","inadequately","","","","","","","","","","",""
"2010","college entrance qualification","middle vocational","5.64","6","609","4","5","6","7","5.55","5.73","6","6"
"2010","college entrance qualification","vocational + Abi","5.7","6","834","4","5","7","7","5.62","5.78","6","6"
"2010","lower secondary degree","general elemantary","5.9","6","1037","4","5","7","7","5.82","5.98","6","6"
"2010","lower secondary degree","higher education","5.94","6","145","4","5","7","7","5.76","6.12","6","6"
"2010","lower secondary degree","higher vocational","6.11","6","343","5","6","7","7","5.99","6.23","6","6"
"2010","lower secondary degree","in school","","","","","","","","","","",""
"2010","lower secondary degree","inadequately","","","","","","","","","","",""
"2010","lower secondary degree","middle vocational","5.85","6","3819","4","5","7","7","5.81","5.89","6","6"
"2010","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2010","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2010","no degree/no degree yet","higher education","","","","","","","","","","",""
"2010","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2010","no degree/no degree yet","in school","5.62","6","268","4","5","7","7","5.47","5.77","6","6"
"2010","no degree/no degree yet","inadequately","6.07","6.06","109","5","5","7","7","5.8","6.34","6","7"
"2010","no degree/no degree yet","middle vocational","5.71","6","33","4","5","7","7","5.33","6.09","6","7"
"2010","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2010","Other degree","general elemantary","5.99","6","180","4","5","7","7","5.83","6.15","6","7"
"2010","Other degree","higher education","5.98","6","158","4","6","7","7","5.8","6.16","6","7"
"2010","Other degree","higher vocational","6.3","6","36","5","6","7","7","5.97","6.63","6","7"
"2010","Other degree","in school","","","","","","","","","","",""
"2010","Other degree","inadequately","","","","","","","","","","",""
"2010","Other degree","middle vocational","5.98","6","239","5","6","7","7","5.81","6.15","6","6"
"2010","Other degree","vocational + Abi","6.02","7","73","5","5","7","7","5.74","6.3","6","7"
"2010","secondary school degree","general elemantary","5.8","6","402","4","5","7","7","5.68","5.92","6","6"
"2010","secondary school degree","higher education","5.88","6","554","4","5","7","7","5.79","5.97","6","6"
"2010","secondary school degree","higher vocational","5.87","6","571","4","5","7","7","5.78","5.96","6","6"
"2010","secondary school degree","in school","","","","","","","","","","",""
"2010","secondary school degree","inadequately","","","","","","","","","","",""
"2010","secondary school degree","middle vocational","5.85","6","3495","4","5","7","7","5.81","5.89","6","6"
"2010","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2011","college entrance qualification","general elemantary","","","","","","","","","","",""
"2011","college entrance qualification","higher education","","","","","","","","","","",""
"2011","college entrance qualification","higher vocational","","","","","","","","","","",""
"2011","college entrance qualification","in school","","","","","","","","","","",""
"2011","college entrance qualification","inadequately","","","","","","","","","","",""
"2011","college entrance qualification","middle vocational","","","","","","","","","","",""
"2011","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2011","lower secondary degree","general elemantary","","","","","","","","","","",""
"2011","lower secondary degree","higher education","","","","","","","","","","",""
"2011","lower secondary degree","higher vocational","","","","","","","","","","",""
"2011","lower secondary degree","in school","","","","","","","","","","",""
"2011","lower secondary degree","inadequately","","","","","","","","","","",""
"2011","lower secondary degree","middle vocational","","","","","","","","","","",""
"2011","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2011","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2011","no degree/no degree yet","higher education","","","","","","","","","","",""
"2011","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2011","no degree/no degree yet","in school","","","","","","","","","","",""
"2011","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2011","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2011","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2011","Other degree","general elemantary","","","","","","","","","","",""
"2011","Other degree","higher education","","","","","","","","","","",""
"2011","Other degree","higher vocational","","","","","","","","","","",""
"2011","Other degree","in school","","","","","","","","","","",""
"2011","Other degree","inadequately","","","","","","","","","","",""
"2011","Other degree","middle vocational","","","","","","","","","","",""
"2011","Other degree","vocational + Abi","","","","","","","","","","",""
"2011","secondary school degree","general elemantary","","","","","","","","","","",""
"2011","secondary school degree","higher education","","","","","","","","","","",""
"2011","secondary school degree","higher vocational","","","","","","","","","","",""
"2011","secondary school degree","in school","","","","","","","","","","",""
"2011","secondary school degree","inadequately","","","","","","","","","","",""
"2011","secondary school degree","middle vocational","","","","","","","","","","",""
"2011","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2012","college entrance qualification","general elemantary","","","","","","","","","","",""
"2012","college entrance qualification","higher education","","","","","","","","","","",""
"2012","college entrance qualification","higher vocational","","","","","","","","","","",""
"2012","college entrance qualification","in school","","","","","","","","","","",""
"2012","college entrance qualification","inadequately","","","","","","","","","","",""
"2012","college entrance qualification","middle vocational","","","","","","","","","","",""
"2012","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2012","lower secondary degree","general elemantary","","","","","","","","","","",""
"2012","lower secondary degree","higher education","","","","","","","","","","",""
"2012","lower secondary degree","higher vocational","","","","","","","","","","",""
"2012","lower secondary degree","in school","","","","","","","","","","",""
"2012","lower secondary degree","inadequately","","","","","","","","","","",""
"2012","lower secondary degree","middle vocational","","","","","","","","","","",""
"2012","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2012","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2012","no degree/no degree yet","higher education","","","","","","","","","","",""
"2012","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2012","no degree/no degree yet","in school","","","","","","","","","","",""
"2012","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2012","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2012","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2012","Other degree","general elemantary","","","","","","","","","","",""
"2012","Other degree","higher education","","","","","","","","","","",""
"2012","Other degree","higher vocational","","","","","","","","","","",""
"2012","Other degree","in school","","","","","","","","","","",""
"2012","Other degree","inadequately","","","","","","","","","","",""
"2012","Other degree","middle vocational","","","","","","","","","","",""
"2012","Other degree","vocational + Abi","","","","","","","","","","",""
"2012","secondary school degree","general elemantary","","","","","","","","","","",""
"2012","secondary school degree","higher education","","","","","","","","","","",""
"2012","secondary school degree","higher vocational","","","","","","","","","","",""
"2012","secondary school degree","in school","","","","","","","","","","",""
"2012","secondary school degree","inadequately","","","","","","","","","","",""
"2012","secondary school degree","middle vocational","","","","","","","","","","",""
"2012","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2013","college entrance qualification","general elemantary","","","","","","","","","","",""
"2013","college entrance qualification","higher education","","","","","","","","","","",""
"2013","college entrance qualification","higher vocational","","","","","","","","","","",""
"2013","college entrance qualification","in school","","","","","","","","","","",""
"2013","college entrance qualification","inadequately","","","","","","","","","","",""
"2013","college entrance qualification","middle vocational","","","","","","","","","","",""
"2013","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2013","lower secondary degree","general elemantary","","","","","","","","","","",""
"2013","lower secondary degree","higher education","","","","","","","","","","",""
"2013","lower secondary degree","higher vocational","","","","","","","","","","",""
"2013","lower secondary degree","in school","","","","","","","","","","",""
"2013","lower secondary degree","inadequately","","","","","","","","","","",""
"2013","lower secondary degree","middle vocational","","","","","","","","","","",""
"2013","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2013","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2013","no degree/no degree yet","higher education","","","","","","","","","","",""
"2013","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2013","no degree/no degree yet","in school","","","","","","","","","","",""
"2013","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2013","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2013","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2013","Other degree","general elemantary","","","","","","","","","","",""
"2013","Other degree","higher education","","","","","","","","","","",""
"2013","Other degree","higher vocational","","","","","","","","","","",""
"2013","Other degree","in school","","","","","","","","","","",""
"2013","Other degree","inadequately","","","","","","","","","","",""
"2013","Other degree","middle vocational","","","","","","","","","","",""
"2013","Other degree","vocational + Abi","","","","","","","","","","",""
"2013","secondary school degree","general elemantary","","","","","","","","","","",""
"2013","secondary school degree","higher education","","","","","","","","","","",""
"2013","secondary school degree","higher vocational","","","","","","","","","","",""
"2013","secondary school degree","in school","","","","","","","","","","",""
"2013","secondary school degree","inadequately","","","","","","","","","","",""
"2013","secondary school degree","middle vocational","","","","","","","","","","",""
"2013","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2014","college entrance qualification","general elemantary","","","","","","","","","","",""
"2014","college entrance qualification","higher education","","","","","","","","","","",""
"2014","college entrance qualification","higher vocational","","","","","","","","","","",""
"2014","college entrance qualification","in school","","","","","","","","","","",""
"2014","college entrance qualification","inadequately","","","","","","","","","","",""
"2014","college entrance qualification","middle vocational","","","","","","","","","","",""
"2014","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2014","lower secondary degree","general elemantary","","","","","","","","","","",""
"2014","lower secondary degree","higher education","","","","","","","","","","",""
"2014","lower secondary degree","higher vocational","","","","","","","","","","",""
"2014","lower secondary degree","in school","","","","","","","","","","",""
"2014","lower secondary degree","inadequately","","","","","","","","","","",""
"2014","lower secondary degree","middle vocational","","","","","","","","","","",""
"2014","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2014","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2014","no degree/no degree yet","higher education","","","","","","","","","","",""
"2014","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2014","no degree/no degree yet","in school","","","","","","","","","","",""
"2014","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2014","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2014","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2014","Other degree","general elemantary","","","","","","","","","","",""
"2014","Other degree","higher education","","","","","","","","","","",""
"2014","Other degree","higher vocational","","","","","","","","","","",""
"2014","Other degree","in school","","","","","","","","","","",""
"2014","Other degree","inadequately","","","","","","","","","","",""
"2014","Other degree","middle vocational","","","","","","","","","","",""
"2014","Other degree","vocational + Abi","","","","","","","","","","",""
"2014","secondary school degree","general elemantary","","","","","","","","","","",""
"2014","secondary school degree","higher education","","","","","","","","","","",""
"2014","secondary school degree","higher vocational","","","","","","","","","","",""
"2014","secondary school degree","in school","","","","","","","","","","",""
"2014","secondary school degree","inadequately","","","","","","","","","","",""
"2014","secondary school degree","middle vocational","","","","","","","","","","",""
"2014","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2015","college entrance qualification","general elemantary","","","","","","","","","","",""
"2015","college entrance qualification","higher education","5.75","6","4301","4","5","7","7","5.72","5.78","6","6"
"2015","college entrance qualification","higher vocational","5.76","6","421","4","5","7","7","5.65","5.87","6","6"
"2015","college entrance qualification","in school","","","","","","","","","","",""
"2015","college entrance qualification","inadequately","","","","","","","","","","",""
"2015","college entrance qualification","middle vocational","5.75","6","1051","4","5","6","7","5.68","5.82","6","6"
"2015","college entrance qualification","vocational + Abi","5.8","6","1439","4","5","7","7","5.74","5.86","6","6"
"2015","lower secondary degree","general elemantary","5.97","6","1482","4","5","7","7","5.91","6.03","6","6"
"2015","lower secondary degree","higher education","5.89","6","139","4","5","7","7","5.7","6.08","6","6"
"2015","lower secondary degree","higher vocational","5.93","6","350","5","5","7","7","5.82","6.04","6","6"
"2015","lower secondary degree","in school","","","","","","","","","","",""
"2015","lower secondary degree","inadequately","","","","","","","","","","",""
"2015","lower secondary degree","middle vocational","5.93","6","4418","4","5","7","7","5.9","5.96","6","6"
"2015","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2015","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2015","no degree/no degree yet","higher education","","","","","","","","","","",""
"2015","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2015","no degree/no degree yet","in school","5.69","6","378","4","5","7","7","5.58","5.8","6","6"
"2015","no degree/no degree yet","inadequately","6.03","6","450","5","5","7","7","5.92","6.14","6","7"
"2015","no degree/no degree yet","middle vocational","5.8","6","113","4","5","7","7","5.55","6.05","6","7"
"2015","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2015","Other degree","general elemantary","6.06","6","685","4","6","7","7","5.96","6.16","6","7"
"2015","Other degree","higher education","6.08","6","1241","5","6","7","7","6.01","6.15","6","7"
"2015","Other degree","higher vocational","5.86","6","48","4","6","6","7","5.6","6.12","6","6"
"2015","Other degree","in school","","","","","","","","","","",""
"2015","Other degree","inadequately","5.73","6","63","4","4","7","7","5.35","6.11","6","7"
"2015","Other degree","middle vocational","6.18","7","1287","4","6","7","7","6.12","6.24","6","7"
"2015","Other degree","vocational + Abi","6.23","7","695","4","6","7","7","6.14","6.32","7","7"
"2015","secondary school degree","general elemantary","5.9","6","765","4","5","7","7","5.82","5.98","6","6"
"2015","secondary school degree","higher education","5.82","6","626","4","5","7","7","5.72","5.92","6","6"
"2015","secondary school degree","higher vocational","5.89","6","680","4","5","7","7","5.81","5.97","6","6"
"2015","secondary school degree","in school","","","","","","","","","","",""
"2015","secondary school degree","inadequately","","","","","","","","","","",""
"2015","secondary school degree","middle vocational","5.86","6","5115","4","5","7","7","5.83","5.89","6","6"
"2015","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2016","college entrance qualification","general elemantary","","","","","","","","","","",""
"2016","college entrance qualification","higher education","","","","","","","","","","",""
"2016","college entrance qualification","higher vocational","","","","","","","","","","",""
"2016","college entrance qualification","in school","","","","","","","","","","",""
"2016","college entrance qualification","inadequately","","","","","","","","","","",""
"2016","college entrance qualification","middle vocational","","","","","","","","","","",""
"2016","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2016","lower secondary degree","general elemantary","","","","","","","","","","",""
"2016","lower secondary degree","higher education","","","","","","","","","","",""
"2016","lower secondary degree","higher vocational","","","","","","","","","","",""
"2016","lower secondary degree","in school","","","","","","","","","","",""
"2016","lower secondary degree","inadequately","","","","","","","","","","",""
"2016","lower secondary degree","middle vocational","","","","","","","","","","",""
"2016","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2016","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2016","no degree/no degree yet","higher education","","","","","","","","","","",""
"2016","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2016","no degree/no degree yet","in school","5.77","6.39","31","4","4","7","7","5.5","6.04","7","7"
"2016","no degree/no degree yet","inadequately","6.59","7","1536","5","7","7","7","6.56","6.62","7","7"
"2016","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2016","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2016","Other degree","general elemantary","6.7","7","796","6","7","7","7","6.66","6.74","7","7"
"2016","Other degree","higher education","6.51","7","726","5","6","7","7","6.46","6.56","7","7"
"2016","Other degree","higher vocational","","","","","","","","","","",""
"2016","Other degree","in school","","","","","","","","","","",""
"2016","Other degree","inadequately","","","","","","","","","","",""
"2016","Other degree","middle vocational","6.47","7","731","5","7","7","7","6.42","6.52","7","7"
"2016","Other degree","vocational + Abi","6.16","6.45","110","5","5","7","7","5.98","6.34","7","7"
"2016","secondary school degree","general elemantary","","","","","","","","","","",""
"2016","secondary school degree","higher education","","","","","","","","","","",""
"2016","secondary school degree","higher vocational","","","","","","","","","","",""
"2016","secondary school degree","in school","","","","","","","","","","",""
"2016","secondary school degree","inadequately","","","","","","","","","","",""
"2016","secondary school degree","middle vocational","","","","","","","","","","",""
"2016","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2017","college entrance qualification","general elemantary","","","","","","","","","","",""
"2017","college entrance qualification","higher education","","","","","","","","","","",""
"2017","college entrance qualification","higher vocational","","","","","","","","","","",""
"2017","college entrance qualification","in school","","","","","","","","","","",""
"2017","college entrance qualification","inadequately","","","","","","","","","","",""
"2017","college entrance qualification","middle vocational","","","","","","","","","","",""
"2017","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2017","lower secondary degree","general elemantary","","","","","","","","","","",""
"2017","lower secondary degree","higher education","","","","","","","","","","",""
"2017","lower secondary degree","higher vocational","","","","","","","","","","",""
"2017","lower secondary degree","in school","","","","","","","","","","",""
"2017","lower secondary degree","inadequately","","","","","","","","","","",""
"2017","lower secondary degree","middle vocational","","","","","","","","","","",""
"2017","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2017","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2017","no degree/no degree yet","higher education","","","","","","","","","","",""
