"plh0188","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Tends to agree","1993","Brandenburg","Employed","178","0.403687466080168","0.356708800000625","0.450666132159712"
"Tends to agree","1993","Mecklenburg-Western Pomerania","Not Employed","53","0.368687520733452","0.286071580609987","0.451303460856917"
"Tends to agree","1993","Mecklenburg-Western Pomerania","Employed","125","0.441252541655654","0.382243979927397","0.500261103383911"
"Tends to agree","1993","Saxony","Not Employed","141","0.358688358651039","0.310465883794603","0.406910833507475"
"Tends to agree","1993","Saxony","Employed","349","0.467774774511841","0.431727261255006","0.503822287768676"
"Tends to agree","1993","Saxony-Anhalt","Not Employed","92","0.385914779727912","0.323674119895654","0.44815543956017"
"Tends to agree","1993","Saxony-Anhalt","Employed","266","0.519475164689819","0.475942711009921","0.563007618369718"
"Tends to agree","1993","Thuringia","Not Employed","80","0.339872027865401","0.277281512153665","0.402462543577136"
"Tends to agree","1993","Thuringia","Employed","207","0.484286666729064","0.43769670084728","0.530876632610847"
"Rather not true","1993","Schleswig-Holstein","Not Employed","41","0.379924213618019","0.285266005915641","0.474582421320398"
"Rather not true","1993","Schleswig-Holstein","Employed","70","0.428181176859639","0.357070530145049","0.49929182357423"
"Rather not true","1993","Hamburg","Not Employed","31","0.531177213289365","0.403842692184239","0.658511734394491"
"Rather not true","1993","Hamburg","Employed","22","","",""
"Rather not true","1993","Lower Saxony","Not Employed","144","0.433545277773394","0.382424868638368","0.484665686908419"
"Rather not true","1993","Lower Saxony","Employed","194","0.331384242989794","0.294272779230937","0.368495706748651"
"Rather not true","1993","Bremen","Not Employed","11","","",""
"Rather not true","1993","Bremen","Employed","13","","",""
"Rather not true","1993","North Rhine-Westphalia","Not Employed","332","0.366424185544911","0.335306331690516","0.397542039399307"
"Rather not true","1993","North Rhine-Westphalia","Employed","476","0.3070642104444","0.284405371315168","0.329723049573631"
"Rather not true","1993","Hesse","Not Employed","102","0.366796543540772","0.311614403816198","0.421978683265346"
"Rather not true","1993","Hesse","Employed","226","0.385336056561107","0.347512860283547","0.423159252838667"
"Rather not true","1993","Rhineland-Palatinate,Saarland","Not Employed","100","0.403145565337668","0.342581784865432","0.463709345809905"
"Rather not true","1993","Rhineland-Palatinate,Saarland","Employed","147","0.392544622531","0.343893337572357","0.441195907489643"
"Rather not true","1993","Baden-Württemberg","Not Employed","224","0.471969305672157","0.429707100095633","0.514231511248681"
"Rather not true","1993","Baden-Württemberg","Employed","483","0.428289514338533","0.400758703654344","0.455820325022723"
"Rather not true","1993","Bavaria","Not Employed","205","0.427016331618532","0.383264049636021","0.470768613601044"
"Rather not true","1993","Bavaria","Employed","406","0.372689640505952","0.34444774862504","0.400931532386865"
"Rather not true","1993","Berlin","Not Employed","65","0.357370872715024","0.28446981551622","0.430271929913828"
"Rather not true","1993","Berlin","Employed","147","0.350504466907011","0.304207464538194","0.396801469275829"
"Rather not true","1993","Brandenburg","Not Employed","72","0.369485639147816","0.30466630547417","0.434304972821463"
"Rather not true","1993","Brandenburg","Employed","172","0.431963265262012","0.384533311815627","0.479393218708397"
"Rather not true","1993","Mecklenburg-Western Pomerania","Not Employed","49","0.354578826635812","0.27265873173764","0.436498921533985"
"Rather not true","1993","Mecklenburg-Western Pomerania","Employed","99","0.369736011086474","0.312367872103792","0.427104150069155"
"Rather not true","1993","Saxony","Not Employed","146","0.385719524767341","0.336778229396433","0.434660820138249"
"Rather not true","1993","Saxony","Employed","259","0.349117481130294","0.314678817911975","0.383556144348613"
"Rather not true","1993","Saxony-Anhalt","Not Employed","94","0.392918671499294","0.330474927972403","0.455362415026186"
"Rather not true","1993","Saxony-Anhalt","Employed","151","0.291725978896952","0.252119973549634","0.331331984244271"
"Rather not true","1993","Thuringia","Not Employed","85","0.370311583603531","0.306502390713191","0.434120776493871"
"Rather not true","1993","Thuringia","Employed","150","0.321113187665551","0.277585588516734","0.364640786814368"
"Totally disagree","1993","Schleswig-Holstein","Not Employed","9","","",""
"Totally disagree","1993","Schleswig-Holstein","Employed","12","","",""
"Totally disagree","1993","Hamburg","Not Employed","10","","",""
"Totally disagree","1993","Hamburg","Employed","8","","",""
"Totally disagree","1993","Lower Saxony","Not Employed","42","0.130643082250918","0.095878520714416","0.16540764378742"
"Totally disagree","1993","Lower Saxony","Employed","44","0.0625841921158639","0.0434877564056576","0.0816806278260703"
"Totally disagree","1993","Bremen","Not Employed","9","","",""
"Totally disagree","1993","Bremen","Employed","9","","",""
"Totally disagree","1993","North Rhine-Westphalia","Not Employed","129","0.140577207612929","0.118129129457949","0.163025285767909"
"Totally disagree","1993","North Rhine-Westphalia","Employed","166","0.102736829849127","0.0878226436629904","0.117651016035263"
"Totally disagree","1993","Hesse","Not Employed","47","0.201586132417238","0.155649554075108","0.247522710759368"
"Totally disagree","1993","Hesse","Employed","47","0.0791354133561551","0.0581555402697498","0.10011528644256"
"Totally disagree","1993","Rhineland-Palatinate,Saarland","Not Employed","42","0.197354257630479","0.148214498445156","0.246494016815801"
"Totally disagree","1993","Rhineland-Palatinate,Saarland","Employed","35","0.112473079761119","0.0809950407293212","0.143951118792917"
"Totally disagree","1993","Baden-Württemberg","Not Employed","78","0.166307807886137","0.134785000899441","0.197830614872833"
"Totally disagree","1993","Baden-Württemberg","Employed","100","0.0810350447647054","0.0658523761358447","0.0962177133935661"
"Totally disagree","1993","Bavaria","Not Employed","50","0.104088016216127","0.077077033587504","0.131098998844751"
"Totally disagree","1993","Bavaria","Employed","95","0.0764755520000457","0.060952954215674","0.0919981497844173"
"Totally disagree","1993","Berlin","Not Employed","26","","",""
"Totally disagree","1993","Berlin","Employed","45","0.126931704093562","0.0946298706346703","0.159233537552454"
"Totally disagree","1993","Brandenburg","Not Employed","32","0.142264644020703","0.0953526993813561","0.18917658866005"
"Totally disagree","1993","Brandenburg","Employed","41","0.100772790646762","0.0719492424277662","0.129596338865757"
"Totally disagree","1993","Mecklenburg-Western Pomerania","Not Employed","18","","",""
"Totally disagree","1993","Mecklenburg-Western Pomerania","Employed","23","","",""
"Totally disagree","1993","Saxony","Not Employed","50","0.139759849566146","0.104897443320709","0.174622255811584"
"Totally disagree","1993","Saxony","Employed","52","0.0866544969850437","0.0663298840276937","0.106979109942394"
"Totally disagree","1993","Saxony-Anhalt","Not Employed","23","","",""
"Totally disagree","1993","Saxony-Anhalt","Employed","39","0.0821261734015489","0.058203752930252","0.106048593872846"
"Totally disagree","1993","Thuringia","Not Employed","32","0.173545729665028","0.123501601175351","0.223589858154706"
"Totally disagree","1993","Thuringia","Employed","35","0.086332391635426","0.0601494789978321","0.11251530427302"
"True entirely","1994","Schleswig-Holstein","Not Employed","","","",""
"True entirely","1994","Schleswig-Holstein","Employed","","","",""
"True entirely","1994","Hamburg","Not Employed","","","",""
"True entirely","1994","Hamburg","Employed","","","",""
"True entirely","1994","Lower Saxony","Not Employed","","","",""
"True entirely","1994","Lower Saxony","Employed","","","",""
"True entirely","1994","Bremen","Not Employed","","","",""
"True entirely","1994","Bremen","Employed","","","",""
"True entirely","1994","North Rhine-Westphalia","Not Employed","","","",""
"True entirely","1994","North Rhine-Westphalia","Employed","","","",""
"True entirely","1994","Hesse","Not Employed","","","",""
"True entirely","1994","Hesse","Employed","","","",""
"True entirely","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"True entirely","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"True entirely","1994","Baden-Württemberg","Not Employed","","","",""
"True entirely","1994","Baden-Württemberg","Employed","","","",""
"True entirely","1994","Bavaria","Not Employed","","","",""
"True entirely","1994","Bavaria","Employed","","","",""
"True entirely","1994","Berlin","Not Employed","","","",""
"True entirely","1994","Berlin","Employed","","","",""
"True entirely","1994","Brandenburg","Not Employed","","","",""
"True entirely","1994","Brandenburg","Employed","","","",""
"True entirely","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
"True entirely","1994","Mecklenburg-Western Pomerania","Employed","","","",""
"True entirely","1994","Saxony","Not Employed","","","",""
"True entirely","1994","Saxony","Employed","","","",""
"True entirely","1994","Saxony-Anhalt","Not Employed","","","",""
"True entirely","1994","Saxony-Anhalt","Employed","","","",""
"True entirely","1994","Thuringia","Not Employed","","","",""
"True entirely","1994","Thuringia","Employed","","","",""
"Tends to agree","1994","Schleswig-Holstein","Not Employed","","","",""
"Tends to agree","1994","Schleswig-Holstein","Employed","","","",""
"Tends to agree","1994","Hamburg","Not Employed","","","",""
"Tends to agree","1994","Hamburg","Employed","","","",""
"Tends to agree","1994","Lower Saxony","Not Employed","","","",""
"Tends to agree","1994","Lower Saxony","Employed","","","",""
"Tends to agree","1994","Bremen","Not Employed","","","",""
"Tends to agree","1994","Bremen","Employed","","","",""
"Tends to agree","1994","North Rhine-Westphalia","Not Employed","","","",""
"Tends to agree","1994","North Rhine-Westphalia","Employed","","","",""
"Tends to agree","1994","Hesse","Not Employed","","","",""
"Tends to agree","1994","Hesse","Employed","","","",""
"Tends to agree","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Tends to agree","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"Tends to agree","1994","Baden-Württemberg","Not Employed","","","",""
"Tends to agree","1994","Baden-Württemberg","Employed","","","",""
"Tends to agree","1994","Bavaria","Not Employed","","","",""
"Tends to agree","1994","Bavaria","Employed","","","",""
"Tends to agree","1994","Berlin","Not Employed","","","",""
"Tends to agree","1994","Berlin","Employed","","","",""
"Tends to agree","1994","Brandenburg","Not Employed","","","",""
"Tends to agree","1994","Brandenburg","Employed","","","",""
"Tends to agree","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Tends to agree","1994","Mecklenburg-Western Pomerania","Employed","","","",""
"Tends to agree","1994","Saxony","Not Employed","","","",""
"Tends to agree","1994","Saxony","Employed","","","",""
"Tends to agree","1994","Saxony-Anhalt","Not Employed","","","",""
"Tends to agree","1994","Saxony-Anhalt","Employed","","","",""
"Tends to agree","1994","Thuringia","Not Employed","","","",""
"Tends to agree","1994","Thuringia","Employed","","","",""
"Rather not true","1994","Schleswig-Holstein","Not Employed","","","",""
"Rather not true","1994","Schleswig-Holstein","Employed","","","",""
"Rather not true","1994","Hamburg","Not Employed","","","",""
"Rather not true","1994","Hamburg","Employed","","","",""
"Rather not true","1994","Lower Saxony","Not Employed","","","",""
"Rather not true","1994","Lower Saxony","Employed","","","",""
"Rather not true","1994","Bremen","Not Employed","","","",""
"Rather not true","1994","Bremen","Employed","","","",""
"Rather not true","1994","North Rhine-Westphalia","Not Employed","","","",""
"Rather not true","1994","North Rhine-Westphalia","Employed","","","",""
"Rather not true","1994","Hesse","Not Employed","","","",""
"Rather not true","1994","Hesse","Employed","","","",""
"Rather not true","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rather not true","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rather not true","1994","Baden-Württemberg","Not Employed","","","",""
"Rather not true","1994","Baden-Württemberg","Employed","","","",""
"Rather not true","1994","Bavaria","Not Employed","","","",""
"Rather not true","1994","Bavaria","Employed","","","",""
"Rather not true","1994","Berlin","Not Employed","","","",""
"Rather not true","1994","Berlin","Employed","","","",""
"Rather not true","1994","Brandenburg","Not Employed","","","",""
"Rather not true","1994","Brandenburg","Employed","","","",""
"Rather not true","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rather not true","1994","Mecklenburg-Western Pomerania","Employed","","","",""
"Rather not true","1994","Saxony","Not Employed","","","",""
"Rather not true","1994","Saxony","Employed","","","",""
"Rather not true","1994","Saxony-Anhalt","Not Employed","","","",""
"Rather not true","1994","Saxony-Anhalt","Employed","","","",""
"Rather not true","1994","Thuringia","Not Employed","","","",""
"Rather not true","1994","Thuringia","Employed","","","",""
"Totally disagree","1994","Schleswig-Holstein","Not Employed","","","",""
"Totally disagree","1994","Schleswig-Holstein","Employed","","","",""
"Totally disagree","1994","Hamburg","Not Employed","","","",""
"Totally disagree","1994","Hamburg","Employed","","","",""
"Totally disagree","1994","Lower Saxony","Not Employed","","","",""
"Totally disagree","1994","Lower Saxony","Employed","","","",""
"Totally disagree","1994","Bremen","Not Employed","","","",""
"Totally disagree","1994","Bremen","Employed","","","",""
"Totally disagree","1994","North Rhine-Westphalia","Not Employed","","","",""
"Totally disagree","1994","North Rhine-Westphalia","Employed","","","",""
"Totally disagree","1994","Hesse","Not Employed","","","",""
"Totally disagree","1994","Hesse","Employed","","","",""
"Totally disagree","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Totally disagree","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"Totally disagree","1994","Baden-Württemberg","Not Employed","","","",""
"Totally disagree","1994","Baden-Württemberg","Employed","","","",""
