"plh0188","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Totally disagree","1995","East Germany","194","0.0669576397484601","0.0588973548192877","0.0750179246776325"
"True entirely","1996","West Germany","1432","0.134729294387589","0.127823362147209","0.141635226627969"
"True entirely","1996","East Germany","328","0.099769962259083","0.0900989837702043","0.109440940747962"
"Tends to agree","1996","West Germany","4677","0.490612621193412","0.480501280515535","0.50072396187129"
"Tends to agree","1996","East Germany","1774","0.452416837180992","0.436355260109743","0.468478414252242"
"Rather not true","1996","West Germany","2772","0.316989518933846","0.30757817964783","0.326400858219862"
"Rather not true","1996","East Germany","1334","0.367646216332511","0.352086958608598","0.383205474056424"
"Totally disagree","1996","West Germany","509","0.0576685654851527","0.0529535110782509","0.0623836198920546"
"Totally disagree","1996","East Germany","253","0.0801669842274134","0.0714041209947176","0.0889298474601092"
"True entirely","1997","West Germany","920","0.0909961762480496","0.0851237386072722","0.096868613888827"
"True entirely","1997","East Germany","191","0.059394557178179","0.0517213593923381","0.0670677549640198"
"Tends to agree","1997","West Germany","4068","0.42439772332596","0.414305850680103","0.434489595971818"
"Tends to agree","1997","East Germany","1304","0.335881522856093","0.320548945546162","0.351214100166023"
"Rather not true","1997","West Germany","3378","0.377223941164024","0.367327260308001","0.387120622020046"
"Rather not true","1997","East Germany","1722","0.471653063469089","0.455447271810962","0.487858855127216"
"Totally disagree","1997","West Germany","848","0.107382159261966","0.101060620070385","0.113703698453547"
"Totally disagree","1997","East Germany","428","0.133070856496639","0.122044485464121","0.144097227529158"
"True entirely","1998","West Germany","","","",""
"True entirely","1998","East Germany","","","",""
"Tends to agree","1998","West Germany","","","",""
"Tends to agree","1998","East Germany","","","",""
"Rather not true","1998","West Germany","","","",""
"Rather not true","1998","East Germany","","","",""
"Totally disagree","1998","West Germany","","","",""
"Totally disagree","1998","East Germany","","","",""
"True entirely","1999","West Germany","","","",""
"True entirely","1999","East Germany","","","",""
"Tends to agree","1999","West Germany","","","",""
"Tends to agree","1999","East Germany","","","",""
"Rather not true","1999","West Germany","","","",""
"Rather not true","1999","East Germany","","","",""
"Totally disagree","1999","West Germany","","","",""
"Totally disagree","1999","East Germany","","","",""
"True entirely","2000","West Germany","","","",""
"True entirely","2000","East Germany","","","",""
"Tends to agree","2000","West Germany","","","",""
"Tends to agree","2000","East Germany","","","",""
"Rather not true","2000","West Germany","","","",""
"Rather not true","2000","East Germany","","","",""
"Totally disagree","2000","West Germany","","","",""
"Totally disagree","2000","East Germany","","","",""
"True entirely","2001","West Germany","","","",""
"True entirely","2001","East Germany","","","",""
"Tends to agree","2001","West Germany","","","",""
"Tends to agree","2001","East Germany","","","",""
"Rather not true","2001","West Germany","","","",""
"Rather not true","2001","East Germany","","","",""
"Totally disagree","2001","West Germany","","","",""
"Totally disagree","2001","East Germany","","","",""
"True entirely","2002","West Germany","","","",""
"True entirely","2002","East Germany","","","",""
"Tends to agree","2002","West Germany","","","",""
"Tends to agree","2002","East Germany","","","",""
"Rather not true","2002","West Germany","","","",""
"Rather not true","2002","East Germany","","","",""
"Totally disagree","2002","West Germany","","","",""
"Totally disagree","2002","East Germany","","","",""
"True entirely","2003","West Germany","","","",""
"True entirely","2003","East Germany","","","",""
"Tends to agree","2003","West Germany","","","",""
"Tends to agree","2003","East Germany","","","",""
"Rather not true","2003","West Germany","","","",""
"Rather not true","2003","East Germany","","","",""
"Totally disagree","2003","West Germany","","","",""
"Totally disagree","2003","East Germany","","","",""
"True entirely","2004","West Germany","","","",""
"True entirely","2004","East Germany","","","",""
"Tends to agree","2004","West Germany","","","",""
"Tends to agree","2004","East Germany","","","",""
"Rather not true","2004","West Germany","","","",""
"Rather not true","2004","East Germany","","","",""
"Totally disagree","2004","West Germany","","","",""
"Totally disagree","2004","East Germany","","","",""
"True entirely","2005","West Germany","","","",""
"True entirely","2005","East Germany","","","",""
"Tends to agree","2005","West Germany","","","",""
"Tends to agree","2005","East Germany","","","",""
"Rather not true","2005","West Germany","","","",""
"Rather not true","2005","East Germany","","","",""
"Totally disagree","2005","West Germany","","","",""
"Totally disagree","2005","East Germany","","","",""
"True entirely","2006","West Germany","","","",""
"True entirely","2006","East Germany","","","",""
"Tends to agree","2006","West Germany","","","",""
"Tends to agree","2006","East Germany","","","",""
"Rather not true","2006","West Germany","","","",""
"Rather not true","2006","East Germany","","","",""
"Totally disagree","2006","West Germany","","","",""
"Totally disagree","2006","East Germany","","","",""
"True entirely","2007","West Germany","","","",""
"True entirely","2007","East Germany","","","",""
"Tends to agree","2007","West Germany","","","",""
"Tends to agree","2007","East Germany","","","",""
"Rather not true","2007","West Germany","","","",""
"Rather not true","2007","East Germany","","","",""
"Totally disagree","2007","West Germany","","","",""
"Totally disagree","2007","East Germany","","","",""
"True entirely","2008","West Germany","1749","0.10844038411908","0.103392959566841","0.113487808671319"
"True entirely","2008","East Germany","338","0.071670561799832","0.0643605283162932","0.0789805952833708"
"Tends to agree","2008","West Germany","7157","0.478994644643848","0.470885304060439","0.487103985227257"
"Tends to agree","2008","East Germany","1950","0.394061103729075","0.380212879051212","0.407909328406938"
"Rather not true","2008","West Germany","4800","0.342582550676502","0.334878797658593","0.35028630369441"
"Rather not true","2008","East Germany","2054","0.440882983683279","0.426812438533218","0.45495352883334"
"Totally disagree","2008","West Germany","872","0.0699824205605705","0.0658410968690128","0.0741237442521282"
"Totally disagree","2008","East Germany","441","0.0933853507878139","0.0851392499001419","0.101631451675486"
"True entirely","2009","West Germany","","","",""
"True entirely","2009","East Germany","","","",""
"Tends to agree","2009","West Germany","","","",""
"Tends to agree","2009","East Germany","","","",""
"Rather not true","2009","West Germany","","","",""
"Rather not true","2009","East Germany","","","",""
"Totally disagree","2009","West Germany","","","",""
"Totally disagree","2009","East Germany","","","",""
"True entirely","2010","West Germany","","","",""
"True entirely","2010","East Germany","","","",""
"Tends to agree","2010","West Germany","","","",""
"Tends to agree","2010","East Germany","","","",""
"Rather not true","2010","West Germany","","","",""
"Rather not true","2010","East Germany","","","",""
"Totally disagree","2010","West Germany","","","",""
"Totally disagree","2010","East Germany","","","",""
"True entirely","2011","West Germany","","","",""
"True entirely","2011","East Germany","","","",""
"Tends to agree","2011","West Germany","","","",""
"Tends to agree","2011","East Germany","","","",""
"Rather not true","2011","West Germany","","","",""
"Rather not true","2011","East Germany","","","",""
"Totally disagree","2011","West Germany","","","",""
"Totally disagree","2011","East Germany","","","",""
"True entirely","2012","West Germany","","","",""
"True entirely","2012","East Germany","","","",""
"Tends to agree","2012","West Germany","","","",""
"Tends to agree","2012","East Germany","","","",""
"Rather not true","2012","West Germany","","","",""
"Rather not true","2012","East Germany","","","",""
"Totally disagree","2012","West Germany","","","",""
"Totally disagree","2012","East Germany","","","",""
"True entirely","2013","West Germany","2534","0.169311754036329","0.163191947202663","0.175431560869995"
"True entirely","2013","East Germany","484","0.108268740330004","0.0991548059587528","0.117382674701256"
"Tends to agree","2013","West Germany","8468","0.573488798070266","0.56541825391915","0.581559342221382"
"Tends to agree","2013","East Germany","2516","0.533756834579674","0.519124442716892","0.548389226442456"
"Rather not true","2013","West Germany","3006","0.225283096270624","0.218465819181425","0.232100373359822"
"Rather not true","2013","East Germany","1251","0.305034536127573","0.291529570677773","0.318539501577374"
"Totally disagree","2013","West Germany","418","0.0319163516227817","0.0290479616876428","0.0347847415579206"
"Totally disagree","2013","East Germany","214","0.0529398889627481","0.0463721233578665","0.0595076545676298"
"True entirely","2014","West Germany","","","",""
"True entirely","2014","East Germany","","","",""
"Tends to agree","2014","West Germany","","","",""
"Tends to agree","2014","East Germany","","","",""
"Rather not true","2014","West Germany","","","",""
"Rather not true","2014","East Germany","","","",""
"Totally disagree","2014","West Germany","","","",""
"Totally disagree","2014","East Germany","","","",""
"True entirely","2015","West Germany","","","",""
"True entirely","2015","East Germany","","","",""
"Tends to agree","2015","West Germany","","","",""
"Tends to agree","2015","East Germany","","","",""
"Rather not true","2015","West Germany","","","",""
"Rather not true","2015","East Germany","","","",""
"Totally disagree","2015","West Germany","","","",""
"Totally disagree","2015","East Germany","","","",""
"True entirely","2016","West Germany","","","",""
"True entirely","2016","East Germany","","","",""
"Tends to agree","2016","West Germany","","","",""
"Tends to agree","2016","East Germany","","","",""
"Rather not true","2016","West Germany","","","",""
"Rather not true","2016","East Germany","","","",""
"Totally disagree","2016","West Germany","","","",""
"Totally disagree","2016","East Germany","","","",""
"True entirely","2017","West Germany","","","",""
"True entirely","2017","East Germany","","","",""
"Tends to agree","2017","West Germany","","","",""
"Tends to agree","2017","East Germany","","","",""
"Rather not true","2017","West Germany","","","",""
"Rather not true","2017","East Germany","","","",""
"Totally disagree","2017","West Germany","","","",""
"Totally disagree","2017","East Germany","","","",""
"True entirely","2018","West Germany","3640","0.168362858347056","0.163192200830764","0.173533515863347"
"True entirely","2018","East Germany","697","0.124844990196548","0.116099006522221","0.133590973870874"
"Tends to agree","2018","West Germany","10883","0.528347176209465","0.521449121986122","0.535245230432808"
"Tends to agree","2018","East Germany","2730","0.479286990087988","0.466068627962462","0.492505352213513"
"Rather not true","2018","West Germany","4715","0.256339279198805","0.250306037970919","0.262372520426692"
"Rather not true","2018","East Germany","1711","0.330122664867409","0.317679927798436","0.342565401936383"
"Totally disagree","2018","West Germany","880","0.0469506862446737","0.0440276490084907","0.0498737234808567"
"Totally disagree","2018","East Germany","349","0.0657453548480556","0.0591877418830533","0.0723029678130579"
