"plh0188","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1991","North Rhine-Westphalia","Male","1","","",""
"True entirely","1991","North Rhine-Westphalia","Female","1","","",""
"True entirely","1991","Hesse","Male","","","",""
"True entirely","1991","Hesse","Female","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","Female","1","","",""
"True entirely","1991","Baden-Württemberg","Male","1","","",""
"True entirely","1991","Baden-Württemberg","Female","1","","",""
"True entirely","1991","Bavaria","Male","2","","",""
"True entirely","1991","Bavaria","Female","2","","",""
"True entirely","1991","Berlin","Male","15","","",""
"True entirely","1991","Berlin","Female","15","","",""
"True entirely","1991","Brandenburg","Male","56","0.150816586577322","0.112087569571627","0.189545603583017"
"True entirely","1991","Brandenburg","Female","50","0.137977356364153","0.102000435974384","0.173954276753922"
"True entirely","1991","Mecklenburg-Western Pomerania","Male","34","0.145284077804928","0.099742918625966","0.190825236983889"
"True entirely","1991","Mecklenburg-Western Pomerania","Female","23","","",""
"True entirely","1991","Saxony","Male","104","0.164606768922465","0.134479766679055","0.194733771165875"
"True entirely","1991","Saxony","Female","85","0.132737401124838","0.106654050664516","0.158820751585159"
"True entirely","1991","Saxony-Anhalt","Male","72","0.193416538230984","0.153333084518326","0.233499991943642"
"True entirely","1991","Saxony-Anhalt","Female","76","0.2084667392106","0.169801728585817","0.247131749835383"
"True entirely","1991","Thuringia","Male","51","0.163921765466753","0.123979481830105","0.203864049103401"
"True entirely","1991","Thuringia","Female","43","0.122330927124636","0.088669623567933","0.15599223068134"
"Tends to agree","1991","Schleswig-Holstein","Male","","","",""
"Tends to agree","1991","Schleswig-Holstein","Female","1","","",""
"Tends to agree","1991","Hamburg","Male","","","",""
"Tends to agree","1991","Hamburg","Female","","","",""
"Tends to agree","1991","Lower Saxony","Male","","","",""
"Tends to agree","1991","Lower Saxony","Female","","","",""
"Tends to agree","1991","Bremen","Male","","","",""
"Tends to agree","1991","Bremen","Female","","","",""
"Tends to agree","1991","North Rhine-Westphalia","Male","1","","",""
"Tends to agree","1991","North Rhine-Westphalia","Female","2","","",""
"Tends to agree","1991","Hesse","Male","2","","",""
"Tends to agree","1991","Hesse","Female","1","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","Male","1","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","Female","1","","",""
"Tends to agree","1991","Baden-Württemberg","Male","3","","",""
"Tends to agree","1991","Baden-Württemberg","Female","1","","",""
"Tends to agree","1991","Bavaria","Male","2","","",""
"Tends to agree","1991","Bavaria","Female","1","","",""
"Tends to agree","1991","Berlin","Male","54","0.378019795822493","0.295300528641025","0.460739063003961"
"Tends to agree","1991","Berlin","Female","51","0.344307878708294","0.265881529709418","0.422734227707171"
"Tends to agree","1991","Brandenburg","Male","127","0.37946412410377","0.326949534255736","0.431978713951804"
"Tends to agree","1991","Brandenburg","Female","127","0.34761352017465","0.297935812886156","0.397291227463145"
"Tends to agree","1991","Mecklenburg-Western Pomerania","Male","92","0.390738947273114","0.32768253858404","0.453795355962189"
"Tends to agree","1991","Mecklenburg-Western Pomerania","Female","92","0.372162218106318","0.310621326749286","0.433703109463351"
"Tends to agree","1991","Saxony","Male","246","0.42213795834916","0.382011956834829","0.462263959863491"
"Tends to agree","1991","Saxony","Female","285","0.43833241526159","0.400187830890083","0.476476999633097"
"Tends to agree","1991","Saxony-Anhalt","Male","174","0.497542242045683","0.446801310908729","0.548283173182637"
"Tends to agree","1991","Saxony-Anhalt","Female","156","0.355480035524708","0.309919275789883","0.401040795259532"
"Tends to agree","1991","Thuringia","Male","155","0.447706741538297","0.394056360705306","0.501357122371288"
"Tends to agree","1991","Thuringia","Female","157","0.421272192078233","0.37054790277592","0.471996481380546"
"Rather not true","1991","Schleswig-Holstein","Male","","","",""
"Rather not true","1991","Schleswig-Holstein","Female","","","",""
"Rather not true","1991","Hamburg","Male","","","",""
"Rather not true","1991","Hamburg","Female","","","",""
"Rather not true","1991","Lower Saxony","Male","1","","",""
"Rather not true","1991","Lower Saxony","Female","","","",""
"Rather not true","1991","Bremen","Male","","","",""
"Rather not true","1991","Bremen","Female","","","",""
"Rather not true","1991","North Rhine-Westphalia","Male","1","","",""
"Rather not true","1991","North Rhine-Westphalia","Female","1","","",""
"Rather not true","1991","Hesse","Male","1","","",""
"Rather not true","1991","Hesse","Female","1","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Rather not true","1991","Baden-Württemberg","Male","1","","",""
"Rather not true","1991","Baden-Württemberg","Female","1","","",""
"Rather not true","1991","Bavaria","Male","","","",""
"Rather not true","1991","Bavaria","Female","","","",""
"Rather not true","1991","Berlin","Male","46","0.36228585695886","0.280288502639676","0.444283211278045"
"Rather not true","1991","Berlin","Female","52","0.366185892978487","0.286667006480083","0.445704779476892"
"Rather not true","1991","Brandenburg","Male","107","0.356804166404321","0.304960257489576","0.408648075319066"
"Rather not true","1991","Brandenburg","Female","133","0.394388798161919","0.343406433654937","0.445371162668901"
"Rather not true","1991","Mecklenburg-Western Pomerania","Male","74","0.324902903658884","0.264376608779679","0.38542919853809"
"Rather not true","1991","Mecklenburg-Western Pomerania","Female","94","0.401184228314485","0.33878309765225","0.463585358976719"
"Rather not true","1991","Saxony","Male","186","0.318880857991589","0.281018089455721","0.356743626527458"
"Rather not true","1991","Saxony","Female","217","0.328122938851298","0.292027309702681","0.364218567999914"
"Rather not true","1991","Saxony-Anhalt","Male","97","0.240155264729738","0.196803961244224","0.283506568215252"
"Rather not true","1991","Saxony-Anhalt","Female","152","0.344501328388588","0.29926925236135","0.389733404415825"
"Rather not true","1991","Thuringia","Male","103","0.338260632428802","0.287214794722121","0.389306470135484"
"Rather not true","1991","Thuringia","Female","125","0.326316743104504","0.278150258031937","0.374483228177072"
"Totally disagree","1991","Schleswig-Holstein","Male","","","",""
"Totally disagree","1991","Schleswig-Holstein","Female","","","",""
"Totally disagree","1991","Hamburg","Male","","","",""
"Totally disagree","1991","Hamburg","Female","","","",""
"Totally disagree","1991","Lower Saxony","Male","","","",""
"Totally disagree","1991","Lower Saxony","Female","","","",""
"Totally disagree","1991","Bremen","Male","","","",""
"Totally disagree","1991","Bremen","Female","","","",""
"Totally disagree","1991","North Rhine-Westphalia","Male","","","",""
"Totally disagree","1991","North Rhine-Westphalia","Female","","","",""
"Totally disagree","1991","Hesse","Male","","","",""
"Totally disagree","1991","Hesse","Female","","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Totally disagree","1991","Baden-Württemberg","Male","","","",""
"Totally disagree","1991","Baden-Württemberg","Female","","","",""
"Totally disagree","1991","Bavaria","Male","1","","",""
"Totally disagree","1991","Bavaria","Female","","","",""
"Totally disagree","1991","Berlin","Male","17","","",""
"Totally disagree","1991","Berlin","Female","23","","",""
"Totally disagree","1991","Brandenburg","Male","38","0.112915122914587","0.0786643944521783","0.147165851376996"
"Totally disagree","1991","Brandenburg","Female","43","0.120020325299277","0.0861183925004369","0.153922258098117"
"Totally disagree","1991","Mecklenburg-Western Pomerania","Male","30","0.139074071263074","0.0943552702253494","0.183792872300798"
"Totally disagree","1991","Mecklenburg-Western Pomerania","Female","28","","",""
"Totally disagree","1991","Saxony","Male","46","0.0943744147367859","0.0706230769518758","0.118125752521696"
"Totally disagree","1991","Saxony","Female","63","0.100807244762275","0.0776618983747683","0.123952591149781"
"Totally disagree","1991","Saxony-Anhalt","Male","30","0.0688859549935953","0.043184337509066","0.0945875724781246"
"Totally disagree","1991","Saxony-Anhalt","Female","40","0.0915518968761044","0.0641014829610848","0.119002310791124"
"Totally disagree","1991","Thuringia","Male","21","","",""
"Totally disagree","1991","Thuringia","Female","39","0.130080137692627","0.095522621782944","0.164637653602309"
"True entirely","1992","Schleswig-Holstein","Male","29","","",""
"True entirely","1992","Schleswig-Holstein","Female","22","","",""
"True entirely","1992","Hamburg","Male","11","","",""
"True entirely","1992","Hamburg","Female","15","","",""
"True entirely","1992","Lower Saxony","Male","79","0.200012377926176","0.161245885567108","0.238778870285244"
"True entirely","1992","Lower Saxony","Female","65","0.139548062183709","0.106719533409455","0.172376590957964"
"True entirely","1992","Bremen","Male","5","","",""
"True entirely","1992","Bremen","Female","13","","",""
"True entirely","1992","North Rhine-Westphalia","Male","149","0.162284901186462","0.138006590800357","0.186563211572568"
"True entirely","1992","North Rhine-Westphalia","Female","149","0.137480339303027","0.116232865265378","0.158727813340676"
"True entirely","1992","Hesse","Male","52","0.143843900277798","0.10496641863454","0.182721381921057"
"True entirely","1992","Hesse","Female","43","0.113412147568275","0.0799518946863258","0.146872400450224"
"True entirely","1992","Rhineland-Palatinate,Saarland","Male","36","0.113516037243653","0.0747326638142201","0.152299410673085"
"True entirely","1992","Rhineland-Palatinate,Saarland","Female","27","","",""
"True entirely","1992","Baden-Württemberg","Male","70","0.128325532053728","0.099579353510932","0.157071710596524"
"True entirely","1992","Baden-Württemberg","Female","71","0.119911826600117","0.0937210454049514","0.146102607795282"
"True entirely","1992","Bavaria","Male","91","0.134520058265593","0.108187669356495","0.160852447174692"
"True entirely","1992","Bavaria","Female","66","0.0894520029881694","0.067760795688116","0.111143210288223"
"True entirely","1992","Berlin","Male","26","","",""
"True entirely","1992","Berlin","Female","29","","",""
"True entirely","1992","Brandenburg","Male","43","0.136792038663725","0.0990833978227277","0.174500679504722"
"True entirely","1992","Brandenburg","Female","39","0.126050787769444","0.0910783487693495","0.161023226769539"
"True entirely","1992","Mecklenburg-Western Pomerania","Male","26","","",""
"True entirely","1992","Mecklenburg-Western Pomerania","Female","23","","",""
"True entirely","1992","Saxony","Male","81","0.150290407441173","0.12003753698954","0.180543277892806"
"True entirely","1992","Saxony","Female","80","0.124704118153816","0.0987401696519936","0.150668066655638"
"True entirely","1992","Saxony-Anhalt","Male","62","0.175026309131377","0.136202700673508","0.213849917589246"
"True entirely","1992","Saxony-Anhalt","Female","59","0.154200305913096","0.11911483855709","0.189285773269103"
"True entirely","1992","Thuringia","Male","57","0.152726643479237","0.11361774454941","0.191835542409064"
"True entirely","1992","Thuringia","Female","47","0.13425489320486","0.098840225061765","0.169669561347955"
"Tends to agree","1992","Schleswig-Holstein","Male","43","0.379136320426888","0.289282840330665","0.46898980052311"
"Tends to agree","1992","Schleswig-Holstein","Female","68","0.545584054399955","0.459660773549506","0.631507335250404"
"Tends to agree","1992","Hamburg","Male","20","","",""
"Tends to agree","1992","Hamburg","Female","25","","",""
"Tends to agree","1992","Lower Saxony","Male","207","0.491169481071561","0.442720047960062","0.53961891418306"
"Tends to agree","1992","Lower Saxony","Female","212","0.470358207283697","0.423072303611736","0.517644110955658"
"Tends to agree","1992","Bremen","Male","15","","",""
"Tends to agree","1992","Bremen","Female","13","","",""
"Tends to agree","1992","North Rhine-Westphalia","Male","455","0.509922204166109","0.477005548467454","0.542838859864765"
"Tends to agree","1992","North Rhine-Westphalia","Female","481","0.460067847837634","0.429315162503609","0.49082053317166"
"Tends to agree","1992","Hesse","Male","160","0.516763855017549","0.461403139768911","0.572124570266188"
"Tends to agree","1992","Hesse","Female","158","0.420019255160328","0.367938181178167","0.472100329142489"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Male","116","0.453524336828857","0.392659390874357","0.514389282783357"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Female","128","0.416028930257104","0.359201685247134","0.472856175267075"
"Tends to agree","1992","Baden-Württemberg","Male","263","0.485475982918624","0.44251906441338","0.528432901423868"
"Tends to agree","1992","Baden-Württemberg","Female","255","0.411363449149801","0.371690835420321","0.451036062879281"
"Tends to agree","1992","Bavaria","Male","321","0.498685574287844","0.460098954358621","0.537272194217067"
"Tends to agree","1992","Bavaria","Female","313","0.465291071257805","0.427380673090154","0.503201469425456"
"Tends to agree","1992","Berlin","Male","111","0.462882251653801","0.399131666418068","0.526632836889533"
"Tends to agree","1992","Berlin","Female","101","0.354763436380067","0.297482566414212","0.412044306345922"
"Tends to agree","1992","Brandenburg","Male","146","0.475626152620934","0.420822926556464","0.530429378685403"
"Tends to agree","1992","Brandenburg","Female","155","0.439301359701836","0.38700685345689","0.491595865946782"
"Tends to agree","1992","Mecklenburg-Western Pomerania","Male","89","0.416569348624507","0.349572449865291","0.483566247383722"
"Tends to agree","1992","Mecklenburg-Western Pomerania","Female","97","0.442431800681026","0.375256346837069","0.509607254524984"
"Tends to agree","1992","Saxony","Male","236","0.42967945661743","0.387771402217095","0.471587511017764"
"Tends to agree","1992","Saxony","Female","267","0.429095500341391","0.390198902931281","0.467992097751502"
"Tends to agree","1992","Saxony-Anhalt","Male","182","0.461925188247653","0.410988426095612","0.512861950399694"
"Tends to agree","1992","Saxony-Anhalt","Female","200","0.47778546603089","0.429257528818363","0.526313403243416"
"Tends to agree","1992","Thuringia","Male","164","0.520319540001917","0.466004826612984","0.57463425339085"
"Tends to agree","1992","Thuringia","Female","175","0.4578312267625","0.406077330903743","0.509585122621257"
"Rather not true","1992","Schleswig-Holstein","Male","34","0.347303993119962","0.259128185556441","0.435479800683483"
"Rather not true","1992","Schleswig-Holstein","Female","30","0.235755949995091","0.162507135513569","0.309004764476612"
"Rather not true","1992","Hamburg","Male","13","","",""
"Rather not true","1992","Hamburg","Female","22","","",""
"Rather not true","1992","Lower Saxony","Male","97","0.244087275084617","0.202458384725483","0.28571616544375"
"Rather not true","1992","Lower Saxony","Female","128","0.318662710772957","0.274518586191683","0.36280683535423"
"Rather not true","1992","Bremen","Male","18","","",""
"Rather not true","1992","Bremen","Female","19","","",""
"Rather not true","1992","North Rhine-Westphalia","Male","236","0.278625517382389","0.249105129338856","0.308145905425923"
"Rather not true","1992","North Rhine-Westphalia","Female","321","0.329523609132542","0.300520969882195","0.358526248382888"
"Rather not true","1992","Hesse","Male","86","0.287513725607572","0.237372670952582","0.337654780262561"
"Rather not true","1992","Hesse","Female","108","0.344597899530098","0.294450459129631","0.394745339930566"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Male","77","0.316140006061588","0.259293358621575","0.3729866535016"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Female","106","0.389020962218295","0.332812872379033","0.445229052057557"
"Rather not true","1992","Baden-Württemberg","Male","154","0.320266146220793","0.280163651871291","0.360368640570295"
"Rather not true","1992","Baden-Württemberg","Female","220","0.396165186586543","0.356732934725841","0.435597438447246"
"Rather not true","1992","Bavaria","Male","186","0.285694072372397","0.250831375836216","0.320556768908578"
"Rather not true","1992","Bavaria","Female","242","0.373913312910054","0.337139389515058","0.410687236305051"
"Rather not true","1992","Berlin","Male","71","0.325014683333087","0.265130405928678","0.384898960737497"
"Rather not true","1992","Berlin","Female","108","0.397396301071757","0.338808324288232","0.455984277855282"
"Rather not true","1992","Brandenburg","Male","106","0.3218732558062","0.270604753312863","0.373141758299537"
"Rather not true","1992","Brandenburg","Female","120","0.33268998767942","0.283042905720468","0.382337069638373"
"Rather not true","1992","Mecklenburg-Western Pomerania","Male","77","0.365399980042601","0.299958859984507","0.430841100100695"
"Rather not true","1992","Mecklenburg-Western Pomerania","Female","71","0.348495140599796","0.284049189612859","0.412941091586734"
"Rather not true","1992","Saxony","Male","171","0.315682288532914","0.276334557449658","0.355030019616171"
"Rather not true","1992","Saxony","Female","215","0.344362608295853","0.307021023134947","0.381704193456759"
"Rather not true","1992","Saxony-Anhalt","Male","100","0.293354271935374","0.246836247864736","0.339872296006012"
"Rather not true","1992","Saxony-Anhalt","Female","120","0.293214663238545","0.248987661918481","0.33744166455861"
"Rather not true","1992","Thuringia","Male","86","0.248699918907482","0.201704995056739","0.295694842758224"
"Rather not true","1992","Thuringia","Female","113","0.312279600640431","0.26414018068618","0.360419020594683"
"Totally disagree","1992","Schleswig-Holstein","Male","6","","",""
"Totally disagree","1992","Schleswig-Holstein","Female","9","","",""
"Totally disagree","1992","Hamburg","Male","4","","",""
"Totally disagree","1992","Hamburg","Female","3","","",""
"Totally disagree","1992","Lower Saxony","Male","26","","",""
"Totally disagree","1992","Lower Saxony","Female","23","","",""
"Totally disagree","1992","Bremen","Male","2","","",""
"Totally disagree","1992","Bremen","Female","2","","",""
"Totally disagree","1992","North Rhine-Westphalia","Male","46","0.0491673772650386","0.0349302689823453","0.0634044855477319"
"Totally disagree","1992","North Rhine-Westphalia","Female","58","0.0729282037267974","0.0568844143927528","0.0889719930608419"
"Totally disagree","1992","Hesse","Male","15","","",""
"Totally disagree","1992","Hesse","Female","36","0.121970697741299","0.0874387716693004","0.156502623813297"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Male","28","","",""
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Female","28","","",""
"Totally disagree","1992","Baden-Württemberg","Male","33","0.0659323388068554","0.0446026348255339","0.0872620427881769"
"Totally disagree","1992","Baden-Württemberg","Female","45","0.0725595376635388","0.051645175526187","0.0934738998008906"
"Totally disagree","1992","Bavaria","Male","47","0.0811002950741652","0.0600327706099671","0.102167819538363"
"Totally disagree","1992","Bavaria","Female","44","0.071343612843971","0.0517803025857511","0.090906923102191"
"Totally disagree","1992","Berlin","Male","27","","",""
"Totally disagree","1992","Berlin","Female","30","0.141299129249939","0.099595736472504","0.183002522027374"
"Totally disagree","1992","Brandenburg","Male","24","","",""
"Totally disagree","1992","Brandenburg","Female","32","0.1019578648493","0.0700741611456173","0.133841568552982"
"Totally disagree","1992","Mecklenburg-Western Pomerania","Male","16","","",""
"Totally disagree","1992","Mecklenburg-Western Pomerania","Female","19","","",""
"Totally disagree","1992","Saxony","Male","48","0.104347847408483","0.0784670811534508","0.130228613663515"
"Totally disagree","1992","Saxony","Female","60","0.10183777320894","0.0780702055393094","0.125605340878571"
"Totally disagree","1992","Saxony-Anhalt","Male","24","","",""
"Totally disagree","1992","Saxony-Anhalt","Female","28","","",""
"Totally disagree","1992","Thuringia","Male","18","","",""
"Totally disagree","1992","Thuringia","Female","21","","",""
"True entirely","1993","Schleswig-Holstein","Male","22","","",""
"True entirely","1993","Schleswig-Holstein","Female","25","","",""
"True entirely","1993","Hamburg","Male","4","","",""
"True entirely","1993","Hamburg","Female","6","","",""
"True entirely","1993","Lower Saxony","Male","67","0.124069014993064","0.0948204346166673","0.15331759536946"
"True entirely","1993","Lower Saxony","Female","61","0.113642888886385","0.0855702755244931","0.141715502248278"
"True entirely","1993","Bremen","Male","6","","",""
"True entirely","1993","Bremen","Female","12","","",""
"True entirely","1993","North Rhine-Westphalia","Male","168","0.130565345528171","0.111620442503652","0.149510248552691"
"True entirely","1993","North Rhine-Westphalia","Female","152","0.109964975826947","0.0929456840093295","0.126984267644564"
"True entirely","1993","Hesse","Male","55","0.100357340345725","0.0728087371883376","0.127905943503112"
"True entirely","1993","Hesse","Female","57","0.115599698543108","0.086754078181524","0.144445318904692"
"True entirely","1993","Rhineland-Palatinate,Saarland","Male","27","","",""
"True entirely","1993","Rhineland-Palatinate,Saarland","Female","30","0.105753420858288","0.072723933718134","0.138782907998442"
