"pli0081","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","1992","direct migration background","East Germany","","","","","5"
"Never","1992","indirect migration background","West Germany","","","","","5"
"Never","1992","indirect migration background","East Germany","","","","","5"
"Rarely","1992","no migration background","West Germany","","","","","4"
"Rarely","1992","no migration background","East Germany","","","","","4"
"Rarely","1992","direct migration background","West Germany","","","","","4"
"Rarely","1992","direct migration background","East Germany","","","","","4"
"Rarely","1992","indirect migration background","West Germany","","","","","4"
"Rarely","1992","indirect migration background","East Germany","","","","","4"
"Daily","1993","no migration background","West Germany","","","","","1"
"Daily","1993","no migration background","East Germany","","","","","1"
"Daily","1993","direct migration background","West Germany","","","","","1"
"Daily","1993","direct migration background","East Germany","","","","","1"
"Daily","1993","indirect migration background","West Germany","","","","","1"
"Daily","1993","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1993","no migration background","West Germany","","","","","3"
"Min 1x per month","1993","no migration background","East Germany","","","","","3"
"Min 1x per month","1993","direct migration background","West Germany","","","","","3"
"Min 1x per month","1993","direct migration background","East Germany","","","","","3"
"Min 1x per month","1993","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1993","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1993","no migration background","West Germany","","","","","2"
"Min 1x per week","1993","no migration background","East Germany","","","","","2"
"Min 1x per week","1993","direct migration background","West Germany","","","","","2"
"Min 1x per week","1993","direct migration background","East Germany","","","","","2"
"Min 1x per week","1993","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1993","indirect migration background","East Germany","","","","","2"
"Never","1993","no migration background","West Germany","","","","","5"
"Never","1993","no migration background","East Germany","","","","","5"
"Never","1993","direct migration background","West Germany","","","","","5"
"Never","1993","direct migration background","East Germany","","","","","5"
"Never","1993","indirect migration background","West Germany","","","","","5"
"Never","1993","indirect migration background","East Germany","","","","","5"
"Rarely","1993","no migration background","West Germany","","","","","4"
"Rarely","1993","no migration background","East Germany","","","","","4"
"Rarely","1993","direct migration background","West Germany","","","","","4"
"Rarely","1993","direct migration background","East Germany","","","","","4"
"Rarely","1993","indirect migration background","West Germany","","","","","4"
"Rarely","1993","indirect migration background","East Germany","","","","","4"
"Daily","1994","no migration background","West Germany","","","","","1"
"Daily","1994","no migration background","East Germany","","","","","1"
"Daily","1994","direct migration background","West Germany","","","","","1"
"Daily","1994","direct migration background","East Germany","","","","","1"
"Daily","1994","indirect migration background","West Germany","","","","","1"
"Daily","1994","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1994","no migration background","East Germany","","","","","3"
"Min 1x per month","1994","no migration background","West Germany","","","","","3"
"Min 1x per month","1994","direct migration background","West Germany","","","","","3"
"Min 1x per month","1994","direct migration background","East Germany","","","","","3"
"Min 1x per month","1994","indirect migration background","East Germany","","","","","3"
"Min 1x per month","1994","indirect migration background","West Germany","","","","","3"
"Min 1x per week","1994","no migration background","West Germany","","","","","2"
"Min 1x per week","1994","no migration background","East Germany","","","","","2"
"Min 1x per week","1994","direct migration background","West Germany","","","","","2"
"Min 1x per week","1994","direct migration background","East Germany","","","","","2"
"Min 1x per week","1994","indirect migration background","East Germany","","","","","2"
"Min 1x per week","1994","indirect migration background","West Germany","","","","","2"
"Never","1994","no migration background","West Germany","","","","","5"
"Never","1994","no migration background","East Germany","","","","","5"
"Never","1994","direct migration background","West Germany","","","","","5"
"Never","1994","direct migration background","East Germany","","","","","5"
"Never","1994","indirect migration background","West Germany","","","","","5"
"Never","1994","indirect migration background","East Germany","","","","","5"
"Rarely","1994","no migration background","East Germany","","","","","4"
"Rarely","1994","no migration background","West Germany","","","","","4"
"Rarely","1994","direct migration background","East Germany","","","","","4"
"Rarely","1994","direct migration background","West Germany","","","","","4"
"Rarely","1994","indirect migration background","West Germany","","","","","4"
"Rarely","1994","indirect migration background","East Germany","","","","","4"
"Daily","1995","no migration background","West Germany","468","0.0690518855451261","0.0628686476197305","0.0752351234705217","1"
"Daily","1995","no migration background","East Germany","241","0.0735247053035657","0.0649087765695766","0.0821406340375548","1"
"Daily","1995","direct migration background","West Germany","308","0.109196505932074","0.0973352853474721","0.121057726516677","1"
"Daily","1995","direct migration background","East Germany","13","","","","1"
"Daily","1995","indirect migration background","West Germany","58","0.0904220411467884","0.0651580122926512","0.115686070000926","1"
"Daily","1995","indirect migration background","East Germany","1","","","","1"
"Min 1x per month","1995","no migration background","West Germany","2025","0.310776209801292","0.299489445353729","0.322062974248855","3"
"Min 1x per month","1995","no migration background","East Germany","1155","0.303148763609483","0.287975937921995","0.31832158929697","3"
"Min 1x per month","1995","direct migration background","West Germany","519","0.222854114192004","0.207027221425282","0.238681006958725","3"
"Min 1x per month","1995","direct migration background","East Germany","39","0.276967586783033","0.203622094256212","0.350313079309855","3"
"Min 1x per month","1995","indirect migration background","West Germany","104","0.251565803184701","0.213340749396998","0.289790856972405","3"
"Min 1x per month","1995","indirect migration background","East Germany","6","","","","3"
"Min 1x per week","1995","no migration background","West Germany","2416","0.367859006213876","0.356098849129396","0.379619163298357","2"
"Min 1x per week","1995","no migration background","East Germany","1430","0.424810620940282","0.408492443826154","0.441128798054411","2"
"Min 1x per week","1995","direct migration background","West Germany","1243","0.404132873133607","0.385470328550294","0.422795417716919","2"
"Min 1x per week","1995","direct migration background","East Germany","52","0.379521218998064","0.29998561737413","0.459056820621998","2"
"Min 1x per week","1995","indirect migration background","West Germany","220","0.329843830230712","0.288425967523628","0.371261692937796","2"
"Min 1x per week","1995","indirect migration background","East Germany","4","","","","2"
"Never","1995","no migration background","West Germany","131","0.0235089667100202","0.0198139504905545","0.027203982929486","5"
"Never","1995","no migration background","East Germany","64","0.0228468919335986","0.0179144338535126","0.0277793500136846","5"
"Never","1995","direct migration background","West Germany","174","0.0710209232174044","0.0612523715317798","0.0807894749030291","5"
"Never","1995","direct migration background","East Germany","5","","","","5"
"Never","1995","indirect migration background","West Germany","32","0.0871991362154409","0.0623455190601439","0.112052753370738","5"
"Never","1995","indirect migration background","East Germany","1","","","","5"
"Rarely","1995","no migration background","East Germany","635","0.17566901821307","0.163106782769164","0.188231253656977","4"
"Rarely","1995","no migration background","West Germany","1419","0.228803931729685","0.218559695287507","0.239048168171864","4"
"Rarely","1995","direct migration background","West Germany","412","0.192795583524911","0.177792713014243","0.207798454035578","4"
"Rarely","1995","direct migration background","East Germany","34","0.216341002737137","0.148855101268076","0.283826904206198","4"
"Rarely","1995","indirect migration background","West Germany","81","0.240969189222357","0.203293955743385","0.278644422701329","4"
"Rarely","1995","indirect migration background","East Germany","4","","","","4"
"Daily","1996","no migration background","West Germany","","","","","1"
"Daily","1996","no migration background","East Germany","","","","","1"
"Daily","1996","direct migration background","West Germany","","","","","1"
"Daily","1996","direct migration background","East Germany","","","","","1"
"Daily","1996","indirect migration background","West Germany","","","","","1"
"Daily","1996","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1996","no migration background","West Germany","","","","","3"
"Min 1x per month","1996","no migration background","East Germany","","","","","3"
"Min 1x per month","1996","direct migration background","West Germany","","","","","3"
"Min 1x per month","1996","direct migration background","East Germany","","","","","3"
"Min 1x per month","1996","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1996","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1996","no migration background","West Germany","","","","","2"
"Min 1x per week","1996","no migration background","East Germany","","","","","2"
"Min 1x per week","1996","direct migration background","West Germany","","","","","2"
"Min 1x per week","1996","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1996","direct migration background","East Germany","","","","","2"
"Min 1x per week","1996","indirect migration background","East Germany","","","","","2"
"Never","1996","no migration background","West Germany","","","","","5"
"Never","1996","no migration background","East Germany","","","","","5"
"Never","1996","direct migration background","West Germany","","","","","5"
"Never","1996","direct migration background","East Germany","","","","","5"
"Never","1996","indirect migration background","West Germany","","","","","5"
"Never","1996","indirect migration background","East Germany","","","","","5"
"Rarely","1996","no migration background","East Germany","","","","","4"
"Rarely","1996","no migration background","West Germany","","","","","4"
"Rarely","1996","direct migration background","West Germany","","","","","4"
"Rarely","1996","direct migration background","East Germany","","","","","4"
"Rarely","1996","indirect migration background","West Germany","","","","","4"
"Rarely","1996","indirect migration background","East Germany","","","","","4"
"Daily","1997","no migration background","West Germany","","","","","1"
"Daily","1997","no migration background","East Germany","","","","","1"
"Daily","1997","direct migration background","West Germany","","","","","1"
"Daily","1997","direct migration background","East Germany","","","","","1"
"Daily","1997","indirect migration background","West Germany","","","","","1"
"Daily","1997","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1997","no migration background","West Germany","","","","","3"
"Min 1x per month","1997","no migration background","East Germany","","","","","3"
"Min 1x per month","1997","direct migration background","West Germany","","","","","3"
"Min 1x per month","1997","direct migration background","East Germany","","","","","3"
"Min 1x per month","1997","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1997","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1997","no migration background","West Germany","","","","","2"
"Min 1x per week","1997","no migration background","East Germany","","","","","2"
"Min 1x per week","1997","direct migration background","West Germany","","","","","2"
"Min 1x per week","1997","direct migration background","East Germany","","","","","2"
"Min 1x per week","1997","indirect migration background","East Germany","","","","","2"
"Min 1x per week","1997","indirect migration background","West Germany","","","","","2"
"Never","1997","no migration background","West Germany","","","","","5"
"Never","1997","no migration background","East Germany","","","","","5"
"Never","1997","direct migration background","West Germany","","","","","5"
"Never","1997","direct migration background","East Germany","","","","","5"
"Never","1997","indirect migration background","West Germany","","","","","5"
"Never","1997","indirect migration background","East Germany","","","","","5"
"Rarely","1997","no migration background","West Germany","","","","","4"
"Rarely","1997","direct migration background","West Germany","","","","","4"
"Rarely","1997","no migration background","East Germany","","","","","4"
"Rarely","1997","direct migration background","East Germany","","","","","4"
"Rarely","1997","indirect migration background","West Germany","","","","","4"
"Rarely","1997","indirect migration background","East Germany","","","","","4"
"Daily","1998","no migration background","West Germany","574","0.075343600952772","0.0693716661941199","0.0813155357114241","1"
"Daily","1998","no migration background","East Germany","270","0.0716213977899434","0.0633473233500098","0.0798954722298771","1"
"Daily","1998","direct migration background","West Germany","311","0.108761334896503","0.096001375773329","0.121521294019677","1"
"Daily","1998","direct migration background","East Germany","11","","","","1"
"Daily","1998","indirect migration background","East Germany","","","","","1"
"Daily","1998","indirect migration background","West Germany","112","0.164888374535528","0.134557743095068","0.195219005975988","1"
"Min 1x per month","1998","no migration background","West Germany","2256","0.301487472409599","0.291104459034734","0.311870485784463","3"
"Min 1x per month","1998","no migration background","East Germany","1358","0.34978437386729","0.334481804046968","0.365086943687612","3"
"Min 1x per month","1998","direct migration background","West Germany","417","0.204483797533704","0.187953945179909","0.221013649887499","3"
"Min 1x per month","1998","direct migration background","East Germany","35","0.315069157743929","0.231604826545095","0.398533488942764","3"
"Min 1x per month","1998","indirect migration background","East Germany","10","","","","3"
"Min 1x per month","1998","indirect migration background","West Germany","111","0.200134690016695","0.167431976784936","0.232837403248454","3"
"Min 1x per week","1998","no migration background","West Germany","3003","0.384509163001466","0.37350224271964","0.395516083283292","2"
"Min 1x per week","1998","no migration background","East Germany","1450","0.401214462314203","0.385486972688799","0.416941951939606","2"
"Min 1x per week","1998","direct migration background","West Germany","1131","0.452984152138053","0.432582916728557","0.473385387547548","2"
"Min 1x per week","1998","direct migration background","East Germany","42","0.307109128180116","0.224228431528469","0.389989824831763","2"
"Min 1x per week","1998","indirect migration background","West Germany","230","0.353251022470481","0.314182790486621","0.39231925445434","2"
"Min 1x per week","1998","indirect migration background","East Germany","13","","","","2"
"Never","1998","no migration background","West Germany","119","0.0200346457662445","0.0168643639238901","0.0232049276085989","5"
"Never","1998","no migration background","East Germany","38","0.0155126870274377","0.0115473140411235","0.019478060013752","5"
"Never","1998","direct migration background","West Germany","77","0.0376008085815542","0.0298044604128172","0.0453971567502913","5"
"Never","1998","direct migration background","East Germany","2","","","","5"
"Never","1998","indirect migration background","West Germany","14","","","","5"
"Never","1998","indirect migration background","East Germany","","","","","5"
"Rarely","1998","no migration background","West Germany","1552","0.218625117869919","0.209273614604406","0.227976621135431","4"
"Rarely","1998","no migration background","East Germany","615","0.161867079001126","0.150048338935373","0.17368581906688","4"
"Rarely","1998","direct migration background","West Germany","351","0.196169906850186","0.17989519409503","0.212444619605342","4"
"Rarely","1998","direct migration background","East Germany","29","","","","4"
"Rarely","1998","indirect migration background","East Germany","3","","","","4"
"Rarely","1998","indirect migration background","West Germany","108","0.26231314380267","0.226358067260594","0.298268220344746","4"
"Daily","1999","no migration background","West Germany","","","","","1"
"Daily","1999","no migration background","East Germany","","","","","1"
"Daily","1999","direct migration background","West Germany","","","","","1"
"Daily","1999","direct migration background","East Germany","","","","","1"
"Daily","1999","indirect migration background","East Germany","","","","","1"
"Daily","1999","indirect migration background","West Germany","","","","","1"
"Min 1x per month","1999","no migration background","West Germany","","","","","3"
"Min 1x per month","1999","no migration background","East Germany","","","","","3"
"Min 1x per month","1999","direct migration background","West Germany","","","","","3"
"Min 1x per month","1999","direct migration background","East Germany","","","","","3"
"Min 1x per month","1999","indirect migration background","East Germany","","","","","3"
"Min 1x per month","1999","indirect migration background","West Germany","","","","","3"
"Min 1x per week","1999","no migration background","West Germany","","","","","2"
"Min 1x per week","1999","no migration background","East Germany","","","","","2"
"Min 1x per week","1999","direct migration background","West Germany","","","","","2"
"Min 1x per week","1999","direct migration background","East Germany","","","","","2"
"Min 1x per week","1999","indirect migration background","East Germany","","","","","2"
"Min 1x per week","1999","indirect migration background","West Germany","","","","","2"
"Never","1999","no migration background","East Germany","","","","","5"
"Never","1999","no migration background","West Germany","","","","","5"
"Never","1999","direct migration background","West Germany","","","","","5"
"Never","1999","direct migration background","East Germany","","","","","5"
"Never","1999","indirect migration background","West Germany","","","","","5"
"Never","1999","indirect migration background","East Germany","","","","","5"
"Rarely","1999","no migration background","West Germany","","","","","4"
"Rarely","1999","no migration background","East Germany","","","","","4"
"Rarely","1999","direct migration background","West Germany","","","","","4"
"Rarely","1999","direct migration background","East Germany","","","","","4"
"Rarely","1999","indirect migration background","West Germany","","","","","4"
"Rarely","1999","indirect migration background","East Germany","","","","","4"
"Daily","2000","no migration background","West Germany","","","","","1"
"Daily","2000","no migration background","East Germany","","","","","1"
"Daily","2000","direct migration background","West Germany","","","","","1"
"Daily","2000","direct migration background","East Germany","","","","","1"
"Daily","2000","indirect migration background","West Germany","","","","","1"
"Daily","2000","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2000","no migration background","West Germany","","","","","3"
"Min 1x per month","2000","no migration background","East Germany","","","","","3"
"Min 1x per month","2000","direct migration background","West Germany","","","","","3"
"Min 1x per month","2000","direct migration background","East Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2000","no migration background","West Germany","","","","","2"
"Min 1x per week","2000","no migration background","East Germany","","","","","2"
"Min 1x per week","2000","direct migration background","West Germany","","","","","2"
"Min 1x per week","2000","direct migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","East Germany","","","","","2"
"Never","2000","no migration background","West Germany","","","","","5"
"Never","2000","no migration background","East Germany","","","","","5"
"Never","2000","direct migration background","West Germany","","","","","5"
"Never","2000","direct migration background","East Germany","","","","","5"
"Never","2000","indirect migration background","West Germany","","","","","5"
"Never","2000","indirect migration background","East Germany","","","","","5"
"Rarely","2000","no migration background","West Germany","","","","","4"
"Rarely","2000","no migration background","East Germany","","","","","4"
"Rarely","2000","direct migration background","West Germany","","","","","4"
"Rarely","2000","direct migration background","East Germany","","","","","4"
"Rarely","2000","indirect migration background","West Germany","","","","","4"
"Rarely","2000","indirect migration background","East Germany","","","","","4"
"Daily","2001","no migration background","West Germany","","","","","1"
"Daily","2001","no migration background","East Germany","","","","","1"
"Daily","2001","direct migration background","West Germany","","","","","1"
"Daily","2001","direct migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2001","no migration background","West Germany","","","","","3"
"Min 1x per month","2001","no migration background","East Germany","","","","","3"
"Min 1x per month","2001","direct migration background","West Germany","","","","","3"
"Min 1x per month","2001","direct migration background","East Germany","","","","","3"
"Min 1x per month","2001","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2001","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2001","no migration background","East Germany","","","","","2"
"Min 1x per week","2001","no migration background","West Germany","","","","","2"
"Min 1x per week","2001","direct migration background","West Germany","","","","","2"
"Min 1x per week","2001","direct migration background","East Germany","","","","","2"
"Min 1x per week","2001","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2001","indirect migration background","East Germany","","","","","2"
"Never","2001","no migration background","East Germany","","","","","5"
"Never","2001","no migration background","West Germany","","","","","5"
"Never","2001","direct migration background","West Germany","","","","","5"
"Never","2001","direct migration background","East Germany","","","","","5"
"Never","2001","indirect migration background","West Germany","","","","","5"
"Never","2001","indirect migration background","East Germany","","","","","5"
"Rarely","2001","no migration background","West Germany","","","","","4"
"Rarely","2001","no migration background","East Germany","","","","","4"
"Rarely","2001","direct migration background","West Germany","","","","","4"
"Rarely","2001","indirect migration background","West Germany","","","","","4"
"Rarely","2001","direct migration background","East Germany","","","","","4"
"Rarely","2001","indirect migration background","East Germany","","","","","4"
"Daily","2002","no migration background","West Germany","","","","","1"
"Daily","2002","no migration background","East Germany","","","","","1"
"Daily","2002","direct migration background","West Germany","","","","","1"
"Daily","2002","direct migration background","East Germany","","","","","1"
"Daily","2002","indirect migration background","East Germany","","","","","1"
"Daily","2002","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2002","no migration background","West Germany","","","","","3"
"Min 1x per month","2002","no migration background","East Germany","","","","","3"
"Min 1x per month","2002","direct migration background","West Germany","","","","","3"
"Min 1x per month","2002","direct migration background","East Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2002","no migration background","West Germany","","","","","2"
"Min 1x per week","2002","no migration background","East Germany","","","","","2"
"Min 1x per week","2002","direct migration background","West Germany","","","","","2"
"Min 1x per week","2002","direct migration background","East Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","West Germany","","","","","2"
"Never","2002","no migration background","West Germany","","","","","5"
"Never","2002","no migration background","East Germany","","","","","5"
"Never","2002","direct migration background","West Germany","","","","","5"
"Never","2002","direct migration background","East Germany","","","","","5"
"Never","2002","indirect migration background","West Germany","","","","","5"
"Never","2002","indirect migration background","East Germany","","","","","5"
"Rarely","2002","no migration background","West Germany","","","","","4"
"Rarely","2002","no migration background","East Germany","","","","","4"
"Rarely","2002","direct migration background","West Germany","","","","","4"
"Rarely","2002","direct migration background","East Germany","","","","","4"
"Rarely","2002","indirect migration background","West Germany","","","","","4"
"Rarely","2002","indirect migration background","East Germany","","","","","4"
"Daily","2003","no migration background","West Germany","911","0.0721048005494453","0.0677489385792248","0.0764606625196659","1"
"Daily","2003","no migration background","East Germany","372","0.0733689563588218","0.0662881860626527","0.0804497266549909","1"
"Daily","2003","direct migration background","West Germany","234","0.0681718823750323","0.0583313551065513","0.0780124096435134","1"
"Daily","2003","direct migration background","East Germany","6","","","","1"
"Daily","2003","indirect migration background","West Germany","76","0.0982824326322608","0.077033572779486","0.119531292485036","1"
"Daily","2003","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2003","no migration background","West Germany","4303","0.305301289651219","0.297545873243574","0.313056706058865","3"
"Min 1x per month","2003","no migration background","East Germany","1803","0.327355638552823","0.314612582946349","0.340098694159296","3"
"Min 1x per month","2003","direct migration background","West Germany","550","0.223219954888116","0.206962095659649","0.239477814116584","3"
"Min 1x per month","2003","direct migration background","East Germany","33","0.385160130257466","0.292080400248853","0.47823986026608","3"
"Min 1x per month","2003","indirect migration background","West Germany","150","0.206391191931442","0.177503606869173","0.23527877699371","3"
"Min 1x per month","2003","indirect migration background","East Germany","9","","","","3"
"Min 1x per week","2003","no migration background","East Germany","2028","0.390808862178363","0.377558434304623","0.404059290052102","2"
"Min 1x per week","2003","no migration background","West Germany","5142","0.381997200800976","0.373815042704317","0.390179358897635","2"
"Min 1x per week","2003","direct migration background","West Germany","1178","0.43902999160279","0.419653964346354","0.458406018859226","2"
"Min 1x per week","2003","direct migration background","East Germany","32","0.277276273722892","0.191652187021977","0.362900360423807","2"
"Min 1x per week","2003","indirect migration background","East Germany","12","","","","2"
"Min 1x per week","2003","indirect migration background","West Germany","373","0.442274310079231","0.406824117430722","0.47772450272774","2"
"Never","2003","no migration background","West Germany","314","0.02880162683826","0.0259851574317517","0.0316180962447682","5"
"Never","2003","no migration background","East Germany","82","0.023902446142666","0.019754446611173","0.028050445674159","5"
"Never","2003","direct migration background","West Germany","120","0.0613319788239346","0.0519639693692324","0.0706999882786368","5"
"Never","2003","direct migration background","East Germany","4","","","","5"
"Never","2003","indirect migration background","West Germany","21","","","","5"
"Never","2003","indirect migration background","East Germany","1","","","","5"
"Rarely","2003","no migration background","West Germany","2876","0.2117950821601","0.204914581175628","0.218675583144571","4"
"Rarely","2003","no migration background","East Germany","924","0.184564096767327","0.174028977956228","0.195099215578425","4"
"Rarely","2003","direct migration background","West Germany","438","0.208246192310127","0.192392463113067","0.224099921507188","4"
"Rarely","2003","direct migration background","East Germany","30","0.266665106333315","0.182081205093711","0.351249007572918","4"
"Rarely","2003","indirect migration background","East Germany","10","","","","4"
"Rarely","2003","indirect migration background","West Germany","134","0.199149289568223","0.170643860568804","0.227654718567642","4"
"Daily","2004","no migration background","West Germany","","","","","1"
"Daily","2004","no migration background","East Germany","","","","","1"
"Daily","2004","direct migration background","West Germany","","","","","1"
"Daily","2004","indirect migration background","West Germany","","","","","1"
"Daily","2004","direct migration background","East Germany","","","","","1"
"Daily","2004","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2004","no migration background","West Germany","","","","","3"
"Min 1x per month","2004","no migration background","East Germany","","","","","3"
"Min 1x per month","2004","direct migration background","West Germany","","","","","3"
"Min 1x per month","2004","direct migration background","East Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2004","no migration background","West Germany","","","","","2"
"Min 1x per week","2004","direct migration background","West Germany","","","","","2"
"Min 1x per week","2004","no migration background","East Germany","","","","","2"
"Min 1x per week","2004","direct migration background","East Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","West Germany","","","","","2"
