"pli0081","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Never","1990","Not Employed","lower secondary degree","48","0.0276782238005565","0.0201059842922675","0.0352504633088455"
"Never","1990","Not Employed","secondary school degree","12","","",""
"Never","1990","Not Employed","college entrance qualification","13","","",""
"Never","1990","Not Employed","Other degree","34","0.135089814108107","0.0930531697380359","0.177126458478179"
"Never","1990","Not Employed","no degree/no degree yet","35","0.0632658977455024","0.0402296124705342","0.0863021830204705"
"Never","1990","Employed","lower secondary degree","62","0.0176279303080503","0.0126942961670459","0.0225615644490548"
"Never","1990","Employed","secondary school degree","19","","",""
"Never","1990","Employed","college entrance qualification","15","","",""
"Never","1990","Employed","Other degree","86","0.125181596427606","0.101529569271232","0.14883362358398"
"Never","1990","Employed","no degree/no degree yet","45","0.133318976061425","0.100416256849158","0.166221695273691"
"Daily","1991","Not Employed","lower secondary degree","","","",""
"Daily","1991","Not Employed","secondary school degree","","","",""
"Daily","1991","Not Employed","college entrance qualification","","","",""
"Daily","1991","Not Employed","Other degree","","","",""
"Daily","1991","Not Employed","no degree/no degree yet","","","",""
"Daily","1991","Employed","lower secondary degree","","","",""
"Daily","1991","Employed","secondary school degree","","","",""
"Daily","1991","Employed","college entrance qualification","","","",""
"Daily","1991","Employed","Other degree","","","",""
"Daily","1991","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1991","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1991","Not Employed","secondary school degree","","","",""
"Min 1x per week","1991","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1991","Not Employed","Other degree","","","",""
"Min 1x per week","1991","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1991","Employed","lower secondary degree","","","",""
"Min 1x per week","1991","Employed","secondary school degree","","","",""
"Min 1x per week","1991","Employed","college entrance qualification","","","",""
"Min 1x per week","1991","Employed","Other degree","","","",""
"Min 1x per week","1991","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1991","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1991","Not Employed","secondary school degree","","","",""
"Min 1x per month","1991","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1991","Not Employed","Other degree","","","",""
"Min 1x per month","1991","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1991","Employed","lower secondary degree","","","",""
"Min 1x per month","1991","Employed","secondary school degree","","","",""
"Min 1x per month","1991","Employed","college entrance qualification","","","",""
"Min 1x per month","1991","Employed","Other degree","","","",""
"Min 1x per month","1991","Employed","no degree/no degree yet","","","",""
"Rarely","1991","Not Employed","lower secondary degree","","","",""
"Rarely","1991","Not Employed","secondary school degree","","","",""
"Rarely","1991","Not Employed","college entrance qualification","","","",""
"Rarely","1991","Not Employed","Other degree","","","",""
"Rarely","1991","Not Employed","no degree/no degree yet","","","",""
"Rarely","1991","Employed","lower secondary degree","","","",""
"Rarely","1991","Employed","secondary school degree","","","",""
"Rarely","1991","Employed","college entrance qualification","","","",""
"Rarely","1991","Employed","Other degree","","","",""
"Rarely","1991","Employed","no degree/no degree yet","","","",""
"Never","1991","Not Employed","lower secondary degree","","","",""
"Never","1991","Not Employed","secondary school degree","","","",""
"Never","1991","Not Employed","college entrance qualification","","","",""
"Never","1991","Not Employed","Other degree","","","",""
"Never","1991","Not Employed","no degree/no degree yet","","","",""
"Never","1991","Employed","lower secondary degree","","","",""
"Never","1991","Employed","secondary school degree","","","",""
"Never","1991","Employed","college entrance qualification","","","",""
"Never","1991","Employed","Other degree","","","",""
"Never","1991","Employed","no degree/no degree yet","","","",""
"Daily","1992","Not Employed","lower secondary degree","","","",""
"Daily","1992","Not Employed","secondary school degree","","","",""
"Daily","1992","Not Employed","college entrance qualification","","","",""
"Daily","1992","Not Employed","Other degree","","","",""
"Daily","1992","Not Employed","no degree/no degree yet","","","",""
"Daily","1992","Employed","lower secondary degree","","","",""
"Daily","1992","Employed","secondary school degree","","","",""
"Daily","1992","Employed","college entrance qualification","","","",""
"Daily","1992","Employed","Other degree","","","",""
"Daily","1992","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1992","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1992","Not Employed","secondary school degree","","","",""
"Min 1x per week","1992","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1992","Not Employed","Other degree","","","",""
"Min 1x per week","1992","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1992","Employed","lower secondary degree","","","",""
"Min 1x per week","1992","Employed","secondary school degree","","","",""
"Min 1x per week","1992","Employed","college entrance qualification","","","",""
"Min 1x per week","1992","Employed","Other degree","","","",""
"Min 1x per week","1992","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1992","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1992","Not Employed","secondary school degree","","","",""
"Min 1x per month","1992","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1992","Not Employed","Other degree","","","",""
"Min 1x per month","1992","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1992","Employed","lower secondary degree","","","",""
"Min 1x per month","1992","Employed","secondary school degree","","","",""
"Min 1x per month","1992","Employed","college entrance qualification","","","",""
"Min 1x per month","1992","Employed","Other degree","","","",""
"Min 1x per month","1992","Employed","no degree/no degree yet","","","",""
"Rarely","1992","Not Employed","lower secondary degree","","","",""
"Rarely","1992","Not Employed","secondary school degree","","","",""
"Rarely","1992","Not Employed","college entrance qualification","","","",""
"Rarely","1992","Not Employed","Other degree","","","",""
"Rarely","1992","Not Employed","no degree/no degree yet","","","",""
"Rarely","1992","Employed","lower secondary degree","","","",""
"Rarely","1992","Employed","secondary school degree","","","",""
"Rarely","1992","Employed","college entrance qualification","","","",""
"Rarely","1992","Employed","Other degree","","","",""
"Rarely","1992","Employed","no degree/no degree yet","","","",""
"Never","1992","Not Employed","lower secondary degree","","","",""
"Never","1992","Not Employed","secondary school degree","","","",""
"Never","1992","Not Employed","college entrance qualification","","","",""
"Never","1992","Not Employed","Other degree","","","",""
"Never","1992","Not Employed","no degree/no degree yet","","","",""
"Never","1992","Employed","lower secondary degree","","","",""
"Never","1992","Employed","secondary school degree","","","",""
"Never","1992","Employed","college entrance qualification","","","",""
"Never","1992","Employed","Other degree","","","",""
"Never","1992","Employed","no degree/no degree yet","","","",""
"Daily","1993","Not Employed","lower secondary degree","","","",""
"Daily","1993","Not Employed","secondary school degree","","","",""
"Daily","1993","Not Employed","college entrance qualification","","","",""
"Daily","1993","Not Employed","Other degree","","","",""
"Daily","1993","Not Employed","no degree/no degree yet","","","",""
"Daily","1993","Employed","lower secondary degree","","","",""
"Daily","1993","Employed","secondary school degree","","","",""
"Daily","1993","Employed","college entrance qualification","","","",""
"Daily","1993","Employed","Other degree","","","",""
"Daily","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Not Employed","secondary school degree","","","",""
"Min 1x per week","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Not Employed","Other degree","","","",""
"Min 1x per week","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Employed","secondary school degree","","","",""
"Min 1x per week","1993","Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Employed","Other degree","","","",""
"Min 1x per week","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Not Employed","secondary school degree","","","",""
"Min 1x per month","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Not Employed","Other degree","","","",""
"Min 1x per month","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Employed","secondary school degree","","","",""
"Min 1x per month","1993","Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Employed","Other degree","","","",""
"Min 1x per month","1993","Employed","no degree/no degree yet","","","",""
"Rarely","1993","Not Employed","lower secondary degree","","","",""
"Rarely","1993","Not Employed","secondary school degree","","","",""
"Rarely","1993","Not Employed","college entrance qualification","","","",""
"Rarely","1993","Not Employed","Other degree","","","",""
"Rarely","1993","Not Employed","no degree/no degree yet","","","",""
"Rarely","1993","Employed","lower secondary degree","","","",""
"Rarely","1993","Employed","secondary school degree","","","",""
"Rarely","1993","Employed","college entrance qualification","","","",""
"Rarely","1993","Employed","Other degree","","","",""
"Rarely","1993","Employed","no degree/no degree yet","","","",""
"Never","1993","Not Employed","lower secondary degree","","","",""
"Never","1993","Not Employed","secondary school degree","","","",""
"Never","1993","Not Employed","college entrance qualification","","","",""
"Never","1993","Not Employed","Other degree","","","",""
"Never","1993","Not Employed","no degree/no degree yet","","","",""
"Never","1993","Employed","lower secondary degree","","","",""
"Never","1993","Employed","secondary school degree","","","",""
"Never","1993","Employed","college entrance qualification","","","",""
"Never","1993","Employed","Other degree","","","",""
"Never","1993","Employed","no degree/no degree yet","","","",""
"Daily","1994","Not Employed","lower secondary degree","","","",""
"Daily","1994","Not Employed","secondary school degree","","","",""
"Daily","1994","Not Employed","college entrance qualification","","","",""
"Daily","1994","Not Employed","Other degree","","","",""
"Daily","1994","Not Employed","no degree/no degree yet","","","",""
"Daily","1994","Employed","lower secondary degree","","","",""
"Daily","1994","Employed","secondary school degree","","","",""
"Daily","1994","Employed","college entrance qualification","","","",""
"Daily","1994","Employed","Other degree","","","",""
"Daily","1994","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1994","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1994","Not Employed","secondary school degree","","","",""
"Min 1x per week","1994","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1994","Not Employed","Other degree","","","",""
"Min 1x per week","1994","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1994","Employed","lower secondary degree","","","",""
"Min 1x per week","1994","Employed","secondary school degree","","","",""
"Min 1x per week","1994","Employed","college entrance qualification","","","",""
"Min 1x per week","1994","Employed","Other degree","","","",""
"Min 1x per week","1994","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1994","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1994","Not Employed","secondary school degree","","","",""
"Min 1x per month","1994","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1994","Not Employed","Other degree","","","",""
"Min 1x per month","1994","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1994","Employed","lower secondary degree","","","",""
"Min 1x per month","1994","Employed","secondary school degree","","","",""
"Min 1x per month","1994","Employed","college entrance qualification","","","",""
"Min 1x per month","1994","Employed","Other degree","","","",""
"Min 1x per month","1994","Employed","no degree/no degree yet","","","",""
"Rarely","1994","Not Employed","lower secondary degree","","","",""
"Rarely","1994","Not Employed","secondary school degree","","","",""
"Rarely","1994","Not Employed","college entrance qualification","","","",""
"Rarely","1994","Not Employed","Other degree","","","",""
"Rarely","1994","Not Employed","no degree/no degree yet","","","",""
"Rarely","1994","Employed","lower secondary degree","","","",""
"Rarely","1994","Employed","secondary school degree","","","",""
"Rarely","1994","Employed","college entrance qualification","","","",""
"Rarely","1994","Employed","Other degree","","","",""
"Rarely","1994","Employed","no degree/no degree yet","","","",""
"Never","1994","Not Employed","lower secondary degree","","","",""
"Never","1994","Not Employed","secondary school degree","","","",""
"Never","1994","Not Employed","college entrance qualification","","","",""
"Never","1994","Not Employed","Other degree","","","",""
"Never","1994","Not Employed","no degree/no degree yet","","","",""
"Never","1994","Employed","lower secondary degree","","","",""
"Never","1994","Employed","secondary school degree","","","",""
"Never","1994","Employed","college entrance qualification","","","",""
"Never","1994","Employed","Other degree","","","",""
"Never","1994","Employed","no degree/no degree yet","","","",""
"Daily","1995","Not Employed","lower secondary degree","272","0.1100099198541","0.0976147954073649","0.122405044300836"
"Daily","1995","Not Employed","secondary school degree","64","0.0841620915263355","0.0651248232299284","0.103199359822743"
"Daily","1995","Not Employed","college entrance qualification","22","","",""
"Daily","1995","Not Employed","Other degree","47","0.117739037531012","0.0854609736791337","0.15001710138289"
"Daily","1995","Not Employed","no degree/no degree yet","60","0.0816053480358951","0.0587676389826436","0.104443057089147"
"Daily","1995","Employed","lower secondary degree","230","0.0660847656570406","0.0571153855276221","0.0750541457864591"
"Daily","1995","Employed","secondary school degree","188","0.0603165546775141","0.0514298906973098","0.0692032186577184"
"Daily","1995","Employed","college entrance qualification","60","0.0373652961866882","0.0275251607447721","0.0472054316286044"
"Daily","1995","Employed","Other degree","71","0.0789045226350885","0.060164599725097","0.0976444455450799"
"Daily","1995","Employed","no degree/no degree yet","31","0.0997466831212795","0.0661164585093617","0.133376907733197"
"Min 1x per week","1995","Not Employed","lower secondary degree","1002","0.398166239857826","0.378774674237018","0.417557805478635"
"Min 1x per week","1995","Not Employed","secondary school degree","341","0.401918672236932","0.368299557281062","0.435537787192801"
"Min 1x per week","1995","Not Employed","college entrance qualification","163","0.327332321804712","0.285571220097341","0.369093423512082"
"Min 1x per week","1995","Not Employed","Other degree","198","0.478008603483524","0.427982320756438","0.528034886210609"
"Min 1x per week","1995","Not Employed","no degree/no degree yet","217","0.327563705654738","0.288411880455644","0.366715530853831"
"Min 1x per week","1995","Employed","lower secondary degree","1194","0.388829382998997","0.371229134709135","0.406429631288859"
"Min 1x per week","1995","Employed","secondary school degree","1095","0.388655403062234","0.370460275616135","0.406850530508332"
"Min 1x per week","1995","Employed","college entrance qualification","494","0.327809343857513","0.303454070725367","0.352164616989659"
"Min 1x per week","1995","Employed","Other degree","341","0.390502926126081","0.356590216959369","0.424415635292792"
"Min 1x per week","1995","Employed","no degree/no degree yet","146","0.485465813643484","0.429375920175301","0.541555707111667"
"Min 1x per month","1995","Not Employed","lower secondary degree","686","0.27517029579951","0.257478938608981","0.292861652990039"
"Min 1x per month","1995","Not Employed","secondary school degree","205","0.24710083457396","0.217524620792108","0.276677048355812"
"Min 1x per month","1995","Not Employed","college entrance qualification","164","0.316071119972852","0.274692585890843","0.35744965405486"
"Min 1x per month","1995","Not Employed","Other degree","66","0.170241012791161","0.132600391459523","0.207881634122798"
"Min 1x per month","1995","Not Employed","no degree/no degree yet","144","0.312819512113336","0.274141790869582","0.351497233357091"
"Min 1x per month","1995","Employed","lower secondary degree","866","0.306476447680481","0.289831318005342","0.323121577355619"
"Min 1x per month","1995","Employed","secondary school degree","894","0.321758865893017","0.304321253014956","0.339196478771078"
"Min 1x per month","1995","Employed","college entrance qualification","508","0.347639329091518","0.322930939450354","0.372347718732681"
"Min 1x per month","1995","Employed","Other degree","165","0.212595816863304","0.184155086630372","0.241036547096237"
"Min 1x per month","1995","Employed","no degree/no degree yet","57","0.171607943978072","0.129293871252076","0.213922016704068"
"Rarely","1995","Not Employed","lower secondary degree","414","0.184736049774987","0.169362741707617","0.200109357842358"
"Rarely","1995","Not Employed","secondary school degree","177","0.21962681868073","0.191239072331079","0.248014565030381"
"Rarely","1995","Not Employed","college entrance qualification","124","0.295787509343973","0.255169465981318","0.336405552706628"
"Rarely","1995","Not Employed","Other degree","47","0.154134493283878","0.117972756455724","0.190296230112032"
"Rarely","1995","Not Employed","no degree/no degree yet","97","0.214570013172973","0.180323464909706","0.248816561436239"
"Rarely","1995","Employed","lower secondary degree","597","0.217004997729165","0.202122617843037","0.231887377615293"
"Rarely","1995","Employed","secondary school degree","542","0.21522916847693","0.199888238124322","0.230570098829539"
"Rarely","1995","Employed","college entrance qualification","351","0.272920884701596","0.249808469821441","0.296033299581751"
"Rarely","1995","Employed","Other degree","144","0.196898717994016","0.169256611836798","0.224540824151234"
"Rarely","1995","Employed","no degree/no degree yet","44","0.168663172816583","0.126639228332028","0.210687117301138"
"Never","1995","Not Employed","lower secondary degree","74","0.0319174947135758","0.0249542290018611","0.0388807604252905"
"Never","1995","Not Employed","secondary school degree","30","0.0471915829820425","0.0326513244685126","0.0617318414955725"
"Never","1995","Not Employed","college entrance qualification","12","","",""
"Never","1995","Not Employed","Other degree","25","","",""
"Never","1995","Not Employed","no degree/no degree yet","34","0.0634414210230582","0.043106968859593","0.0837758731865233"
"Never","1995","Employed","lower secondary degree","60","0.0216044059343172","0.0163552867757067","0.0268535250929277"
"Never","1995","Employed","secondary school degree","38","0.0140400078903045","0.00964820307819492","0.0184318127024141"
"Never","1995","Employed","college entrance qualification","14","","",""
"Never","1995","Employed","Other degree","74","0.121098016381511","0.0984200940439321","0.143775938719089"
"Never","1995","Employed","no degree/no degree yet","27","","",""
"Daily","1996","Not Employed","lower secondary degree","","","",""
"Daily","1996","Not Employed","secondary school degree","","","",""
"Daily","1996","Not Employed","college entrance qualification","","","",""
"Daily","1996","Not Employed","Other degree","","","",""
"Daily","1996","Not Employed","no degree/no degree yet","","","",""
"Daily","1996","Employed","lower secondary degree","","","",""
"Daily","1996","Employed","secondary school degree","","","",""
"Daily","1996","Employed","college entrance qualification","","","",""
"Daily","1996","Employed","Other degree","","","",""
"Daily","1996","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1996","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1996","Not Employed","secondary school degree","","","",""
"Min 1x per week","1996","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1996","Not Employed","Other degree","","","",""
"Min 1x per week","1996","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1996","Employed","lower secondary degree","","","",""
"Min 1x per week","1996","Employed","secondary school degree","","","",""
"Min 1x per week","1996","Employed","college entrance qualification","","","",""
"Min 1x per week","1996","Employed","Other degree","","","",""
"Min 1x per week","1996","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1996","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1996","Not Employed","secondary school degree","","","",""
"Min 1x per month","1996","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1996","Not Employed","Other degree","","","",""
"Min 1x per month","1996","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1996","Employed","lower secondary degree","","","",""
"Min 1x per month","1996","Employed","secondary school degree","","","",""
"Min 1x per month","1996","Employed","college entrance qualification","","","",""
"Min 1x per month","1996","Employed","Other degree","","","",""
"Min 1x per month","1996","Employed","no degree/no degree yet","","","",""
"Rarely","1996","Not Employed","lower secondary degree","","","",""
"Rarely","1996","Not Employed","secondary school degree","","","",""
"Rarely","1996","Not Employed","college entrance qualification","","","",""
"Rarely","1996","Not Employed","Other degree","","","",""
"Rarely","1996","Not Employed","no degree/no degree yet","","","",""
"Rarely","1996","Employed","lower secondary degree","","","",""
"Rarely","1996","Employed","secondary school degree","","","",""
"Rarely","1996","Employed","college entrance qualification","","","",""
"Rarely","1996","Employed","Other degree","","","",""
"Rarely","1996","Employed","no degree/no degree yet","","","",""
"Never","1996","Not Employed","lower secondary degree","","","",""
"Never","1996","Not Employed","secondary school degree","","","",""
"Never","1996","Not Employed","college entrance qualification","","","",""
"Never","1996","Not Employed","Other degree","","","",""
"Never","1996","Not Employed","no degree/no degree yet","","","",""
"Never","1996","Employed","lower secondary degree","","","",""
"Never","1996","Employed","secondary school degree","","","",""
"Never","1996","Employed","college entrance qualification","","","",""
"Never","1996","Employed","Other degree","","","",""
"Never","1996","Employed","no degree/no degree yet","","","",""
"Daily","1997","Not Employed","lower secondary degree","","","",""
"Daily","1997","Not Employed","secondary school degree","","","",""
"Daily","1997","Not Employed","college entrance qualification","","","",""
"Daily","1997","Not Employed","Other degree","","","",""
"Daily","1997","Not Employed","no degree/no degree yet","","","",""
"Daily","1997","Employed","lower secondary degree","","","",""
"Daily","1997","Employed","secondary school degree","","","",""
"Daily","1997","Employed","college entrance qualification","","","",""
"Daily","1997","Employed","Other degree","","","",""
"Daily","1997","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1997","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1997","Not Employed","secondary school degree","","","",""
"Min 1x per week","1997","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1997","Not Employed","Other degree","","","",""
"Min 1x per week","1997","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1997","Employed","lower secondary degree","","","",""
"Min 1x per week","1997","Employed","secondary school degree","","","",""
"Min 1x per week","1997","Employed","college entrance qualification","","","",""
"Min 1x per week","1997","Employed","Other degree","","","",""
"Min 1x per week","1997","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1997","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1997","Not Employed","secondary school degree","","","",""
"Min 1x per month","1997","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1997","Not Employed","Other degree","","","",""
"Min 1x per month","1997","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1997","Employed","lower secondary degree","","","",""
"Min 1x per month","1997","Employed","secondary school degree","","","",""
"Min 1x per month","1997","Employed","college entrance qualification","","","",""
"Min 1x per month","1997","Employed","Other degree","","","",""
"Min 1x per month","1997","Employed","no degree/no degree yet","","","",""
"Rarely","1997","Not Employed","lower secondary degree","","","",""
"Rarely","1997","Not Employed","secondary school degree","","","",""
"Rarely","1997","Not Employed","college entrance qualification","","","",""
"Rarely","1997","Not Employed","Other degree","","","",""
"Rarely","1997","Not Employed","no degree/no degree yet","","","",""
"Rarely","1997","Employed","lower secondary degree","","","",""
"Rarely","1997","Employed","secondary school degree","","","",""
"Rarely","1997","Employed","college entrance qualification","","","",""
"Rarely","1997","Employed","Other degree","","","",""
"Rarely","1997","Employed","no degree/no degree yet","","","",""
"Never","1997","Not Employed","lower secondary degree","","","",""
"Never","1997","Not Employed","secondary school degree","","","",""
"Never","1997","Not Employed","college entrance qualification","","","",""
"Never","1997","Not Employed","Other degree","","","",""
"Never","1997","Not Employed","no degree/no degree yet","","","",""
"Never","1997","Employed","lower secondary degree","","","",""
"Never","1997","Employed","secondary school degree","","","",""
"Never","1997","Employed","college entrance qualification","","","",""
"Never","1997","Employed","Other degree","","","",""
"Never","1997","Employed","no degree/no degree yet","","","",""
"Daily","1998","Not Employed","lower secondary degree","325","0.111092635501016","0.0992852237805322","0.1229000472215"
"Daily","1998","Not Employed","secondary school degree","73","0.0632247177557757","0.0474039589164698","0.0790454765950815"
"Daily","1998","Not Employed","college entrance qualification","34","0.0584347376122604","0.0390246532361019","0.0778448219884189"
"Daily","1998","Not Employed","Other degree","66","0.146300819761591","0.110290826427213","0.18231081309597"
"Daily","1998","Not Employed","no degree/no degree yet","78","0.129628447968916","0.101907310689906","0.157349585247926"
"Daily","1998","Employed","lower secondary degree","261","0.0812913870379639","0.0713348116027601","0.0912479624731677"
"Daily","1998","Employed","secondary school degree","182","0.0584126706986886","0.0499597603442014","0.0668655810531757"
"Daily","1998","Employed","college entrance qualification","67","0.0310714088219177","0.0226968078836164","0.0394460097602191"
"Daily","1998","Employed","Other degree","54","0.0761677274135866","0.0553712324097348","0.0969642224174384"
"Daily","1998","Employed","no degree/no degree yet","32","0.127363073765692","0.0856181561830048","0.169107991348378"
"Min 1x per week","1998","Not Employed","lower secondary degree","1191","0.426315879104849","0.407734155779391","0.444897602430306"
"Min 1x per week","1998","Not Employed","secondary school degree","386","0.412628823703987","0.380624972265941","0.444632675142032"
"Min 1x per week","1998","Not Employed","college entrance qualification","201","0.334787881819473","0.295736932018915","0.373838831620031"
"Min 1x per week","1998","Not Employed","Other degree","184","0.500245415984024","0.449298584297099","0.55119224767095"
"Min 1x per week","1998","Not Employed","no degree/no degree yet","226","0.362402703661594","0.32273130731654","0.402074100006648"
"Min 1x per week","1998","Employed","lower secondary degree","1190","0.381481010702455","0.3637835152788","0.399178506126109"
"Min 1x per week","1998","Employed","secondary school degree","1235","0.414616412934312","0.396859562177511","0.432373263691114"
"Min 1x per week","1998","Employed","college entrance qualification","557","0.328080435391126","0.305419043934601","0.350741826847651"
"Min 1x per week","1998","Employed","Other degree","305","0.444044143558152","0.405091107726779","0.482997179389526"
"Min 1x per week","1998","Employed","no degree/no degree yet","108","0.382855847935708","0.321989674324569","0.443722021546847"
