"pli0081","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1991","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1991","Employed","higher vocational","","","","","3"
"Min 1x per month","1991","Employed","higher education","","","","","3"
"Min 1x per week","1991","Not Employed","in school","","","","","2"
"Min 1x per week","1991","Not Employed","inadequately","","","","","2"
"Min 1x per week","1991","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1991","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1991","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1991","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1991","Not Employed","higher education","","","","","2"
"Min 1x per week","1991","Employed","in school","","","","","2"
"Min 1x per week","1991","Employed","inadequately","","","","","2"
"Min 1x per week","1991","Employed","general elemantary","","","","","2"
"Min 1x per week","1991","Employed","middle vocational","","","","","2"
"Min 1x per week","1991","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1991","Employed","higher vocational","","","","","2"
"Min 1x per week","1991","Employed","higher education","","","","","2"
"Never","1991","Not Employed","in school","","","","","5"
"Never","1991","Not Employed","inadequately","","","","","5"
"Never","1991","Not Employed","general elemantary","","","","","5"
"Never","1991","Not Employed","middle vocational","","","","","5"
"Never","1991","Not Employed","vocational + Abi","","","","","5"
"Never","1991","Not Employed","higher vocational","","","","","5"
"Never","1991","Not Employed","higher education","","","","","5"
"Never","1991","Employed","in school","","","","","5"
"Never","1991","Employed","inadequately","","","","","5"
"Never","1991","Employed","general elemantary","","","","","5"
"Never","1991","Employed","middle vocational","","","","","5"
"Never","1991","Employed","vocational + Abi","","","","","5"
"Never","1991","Employed","higher vocational","","","","","5"
"Never","1991","Employed","higher education","","","","","5"
"Rarely","1991","Not Employed","in school","","","","","4"
"Rarely","1991","Not Employed","inadequately","","","","","4"
"Rarely","1991","Not Employed","general elemantary","","","","","4"
"Rarely","1991","Not Employed","middle vocational","","","","","4"
"Rarely","1991","Not Employed","vocational + Abi","","","","","4"
"Rarely","1991","Not Employed","higher vocational","","","","","4"
"Rarely","1991","Not Employed","higher education","","","","","4"
"Rarely","1991","Employed","in school","","","","","4"
"Rarely","1991","Employed","inadequately","","","","","4"
"Rarely","1991","Employed","general elemantary","","","","","4"
"Rarely","1991","Employed","middle vocational","","","","","4"
"Rarely","1991","Employed","vocational + Abi","","","","","4"
"Rarely","1991","Employed","higher vocational","","","","","4"
"Rarely","1991","Employed","higher education","","","","","4"
"Daily","1992","Not Employed","in school","","","","","1"
"Daily","1992","Not Employed","inadequately","","","","","1"
"Daily","1992","Not Employed","general elemantary","","","","","1"
"Daily","1992","Not Employed","middle vocational","","","","","1"
"Daily","1992","Not Employed","vocational + Abi","","","","","1"
"Daily","1992","Not Employed","higher vocational","","","","","1"
"Daily","1992","Not Employed","higher education","","","","","1"
"Daily","1992","Employed","in school","","","","","1"
"Daily","1992","Employed","inadequately","","","","","1"
"Daily","1992","Employed","general elemantary","","","","","1"
"Daily","1992","Employed","middle vocational","","","","","1"
"Daily","1992","Employed","vocational + Abi","","","","","1"
"Daily","1992","Employed","higher vocational","","","","","1"
"Daily","1992","Employed","higher education","","","","","1"
"Min 1x per month","1992","Not Employed","in school","","","","","3"
"Min 1x per month","1992","Not Employed","inadequately","","","","","3"
"Min 1x per month","1992","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1992","Employed","higher vocational","","","","","3"
"Min 1x per month","1992","Employed","higher education","","","","","3"
"Min 1x per month","1992","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1992","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1992","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1992","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1992","Not Employed","higher education","","","","","3"
"Min 1x per month","1992","Employed","in school","","","","","3"
"Min 1x per month","1992","Employed","inadequately","","","","","3"
"Min 1x per month","1992","Employed","general elemantary","","","","","3"
"Min 1x per month","1992","Employed","middle vocational","","","","","3"
"Min 1x per week","1992","Not Employed","in school","","","","","2"
"Min 1x per week","1992","Not Employed","inadequately","","","","","2"
"Min 1x per week","1992","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1992","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1992","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1992","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1992","Not Employed","higher education","","","","","2"
"Min 1x per week","1992","Employed","in school","","","","","2"
"Min 1x per week","1992","Employed","inadequately","","","","","2"
"Min 1x per week","1992","Employed","general elemantary","","","","","2"
"Min 1x per week","1992","Employed","middle vocational","","","","","2"
"Min 1x per week","1992","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1992","Employed","higher vocational","","","","","2"
"Min 1x per week","1992","Employed","higher education","","","","","2"
"Never","1992","Employed","vocational + Abi","","","","","5"
"Never","1992","Employed","higher vocational","","","","","5"
"Never","1992","Employed","higher education","","","","","5"
"Never","1992","Not Employed","in school","","","","","5"
"Never","1992","Not Employed","inadequately","","","","","5"
"Never","1992","Not Employed","general elemantary","","","","","5"
"Never","1992","Not Employed","middle vocational","","","","","5"
"Never","1992","Not Employed","vocational + Abi","","","","","5"
"Never","1992","Not Employed","higher vocational","","","","","5"
"Never","1992","Not Employed","higher education","","","","","5"
"Never","1992","Employed","in school","","","","","5"
"Never","1992","Employed","inadequately","","","","","5"
"Never","1992","Employed","general elemantary","","","","","5"
"Never","1992","Employed","middle vocational","","","","","5"
"Rarely","1992","Employed","vocational + Abi","","","","","4"
"Rarely","1992","Employed","higher vocational","","","","","4"
"Rarely","1992","Employed","higher education","","","","","4"
"Rarely","1992","Not Employed","in school","","","","","4"
"Rarely","1992","Not Employed","inadequately","","","","","4"
"Rarely","1992","Not Employed","general elemantary","","","","","4"
"Rarely","1992","Not Employed","middle vocational","","","","","4"
"Rarely","1992","Not Employed","vocational + Abi","","","","","4"
"Rarely","1992","Not Employed","higher vocational","","","","","4"
"Rarely","1992","Not Employed","higher education","","","","","4"
"Rarely","1992","Employed","in school","","","","","4"
"Rarely","1992","Employed","inadequately","","","","","4"
"Rarely","1992","Employed","general elemantary","","","","","4"
"Rarely","1992","Employed","middle vocational","","","","","4"
"Daily","1993","Not Employed","in school","","","","","1"
"Daily","1993","Not Employed","inadequately","","","","","1"
"Daily","1993","Not Employed","general elemantary","","","","","1"
"Daily","1993","Not Employed","middle vocational","","","","","1"
"Daily","1993","Not Employed","vocational + Abi","","","","","1"
"Daily","1993","Not Employed","higher vocational","","","","","1"
"Daily","1993","Not Employed","higher education","","","","","1"
"Daily","1993","Employed","in school","","","","","1"
"Daily","1993","Employed","inadequately","","","","","1"
"Daily","1993","Employed","general elemantary","","","","","1"
"Daily","1993","Employed","middle vocational","","","","","1"
"Daily","1993","Employed","vocational + Abi","","","","","1"
"Daily","1993","Employed","higher vocational","","","","","1"
"Daily","1993","Employed","higher education","","","","","1"
"Min 1x per month","1993","Not Employed","in school","","","","","3"
"Min 1x per month","1993","Not Employed","inadequately","","","","","3"
"Min 1x per month","1993","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1993","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1993","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1993","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1993","Not Employed","higher education","","","","","3"
"Min 1x per month","1993","Employed","in school","","","","","3"
"Min 1x per month","1993","Employed","inadequately","","","","","3"
"Min 1x per month","1993","Employed","general elemantary","","","","","3"
"Min 1x per month","1993","Employed","middle vocational","","","","","3"
"Min 1x per month","1993","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1993","Employed","higher vocational","","","","","3"
"Min 1x per month","1993","Employed","higher education","","","","","3"
"Min 1x per week","1993","Not Employed","in school","","","","","2"
"Min 1x per week","1993","Not Employed","inadequately","","","","","2"
"Min 1x per week","1993","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1993","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1993","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1993","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1993","Not Employed","higher education","","","","","2"
"Min 1x per week","1993","Employed","in school","","","","","2"
"Min 1x per week","1993","Employed","inadequately","","","","","2"
"Min 1x per week","1993","Employed","general elemantary","","","","","2"
"Min 1x per week","1993","Employed","middle vocational","","","","","2"
"Min 1x per week","1993","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1993","Employed","higher vocational","","","","","2"
"Min 1x per week","1993","Employed","higher education","","","","","2"
"Never","1993","Not Employed","in school","","","","","5"
"Never","1993","Not Employed","inadequately","","","","","5"
"Never","1993","Not Employed","general elemantary","","","","","5"
"Never","1993","Not Employed","middle vocational","","","","","5"
"Never","1993","Not Employed","vocational + Abi","","","","","5"
"Never","1993","Not Employed","higher vocational","","","","","5"
"Never","1993","Not Employed","higher education","","","","","5"
"Never","1993","Employed","in school","","","","","5"
"Never","1993","Employed","inadequately","","","","","5"
"Never","1993","Employed","general elemantary","","","","","5"
"Never","1993","Employed","middle vocational","","","","","5"
"Never","1993","Employed","vocational + Abi","","","","","5"
"Never","1993","Employed","higher vocational","","","","","5"
"Never","1993","Employed","higher education","","","","","5"
"Rarely","1993","Not Employed","in school","","","","","4"
"Rarely","1993","Not Employed","inadequately","","","","","4"
"Rarely","1993","Not Employed","general elemantary","","","","","4"
"Rarely","1993","Not Employed","middle vocational","","","","","4"
"Rarely","1993","Not Employed","vocational + Abi","","","","","4"
"Rarely","1993","Not Employed","higher vocational","","","","","4"
"Rarely","1993","Not Employed","higher education","","","","","4"
"Rarely","1993","Employed","in school","","","","","4"
"Rarely","1993","Employed","inadequately","","","","","4"
"Rarely","1993","Employed","general elemantary","","","","","4"
"Rarely","1993","Employed","middle vocational","","","","","4"
"Rarely","1993","Employed","vocational + Abi","","","","","4"
"Rarely","1993","Employed","higher vocational","","","","","4"
"Rarely","1993","Employed","higher education","","","","","4"
"Daily","1994","Not Employed","in school","","","","","1"
"Daily","1994","Not Employed","inadequately","","","","","1"
"Daily","1994","Not Employed","general elemantary","","","","","1"
"Daily","1994","Not Employed","middle vocational","","","","","1"
"Daily","1994","Not Employed","vocational + Abi","","","","","1"
"Daily","1994","Not Employed","higher vocational","","","","","1"
"Daily","1994","Not Employed","higher education","","","","","1"
"Daily","1994","Employed","in school","","","","","1"
"Daily","1994","Employed","inadequately","","","","","1"
"Daily","1994","Employed","general elemantary","","","","","1"
"Daily","1994","Employed","middle vocational","","","","","1"
"Daily","1994","Employed","vocational + Abi","","","","","1"
"Daily","1994","Employed","higher vocational","","","","","1"
"Daily","1994","Employed","higher education","","","","","1"
"Min 1x per month","1994","Not Employed","in school","","","","","3"
"Min 1x per month","1994","Not Employed","inadequately","","","","","3"
"Min 1x per month","1994","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1994","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1994","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1994","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1994","Not Employed","higher education","","","","","3"
"Min 1x per month","1994","Employed","in school","","","","","3"
"Min 1x per month","1994","Employed","inadequately","","","","","3"
"Min 1x per month","1994","Employed","general elemantary","","","","","3"
"Min 1x per month","1994","Employed","middle vocational","","","","","3"
"Min 1x per month","1994","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1994","Employed","higher vocational","","","","","3"
"Min 1x per month","1994","Employed","higher education","","","","","3"
"Min 1x per week","1994","Not Employed","in school","","","","","2"
"Min 1x per week","1994","Not Employed","inadequately","","","","","2"
"Min 1x per week","1994","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1994","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1994","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1994","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1994","Not Employed","higher education","","","","","2"
"Min 1x per week","1994","Employed","in school","","","","","2"
"Min 1x per week","1994","Employed","inadequately","","","","","2"
"Min 1x per week","1994","Employed","general elemantary","","","","","2"
"Min 1x per week","1994","Employed","middle vocational","","","","","2"
"Min 1x per week","1994","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1994","Employed","higher vocational","","","","","2"
"Min 1x per week","1994","Employed","higher education","","","","","2"
"Never","1994","Not Employed","in school","","","","","5"
"Never","1994","Not Employed","inadequately","","","","","5"
"Never","1994","Not Employed","general elemantary","","","","","5"
"Never","1994","Not Employed","middle vocational","","","","","5"
"Never","1994","Not Employed","vocational + Abi","","","","","5"
"Never","1994","Not Employed","higher vocational","","","","","5"
"Never","1994","Not Employed","higher education","","","","","5"
"Never","1994","Employed","in school","","","","","5"
"Never","1994","Employed","inadequately","","","","","5"
"Never","1994","Employed","general elemantary","","","","","5"
"Never","1994","Employed","middle vocational","","","","","5"
"Never","1994","Employed","vocational + Abi","","","","","5"
"Never","1994","Employed","higher vocational","","","","","5"
"Never","1994","Employed","higher education","","","","","5"
"Rarely","1994","Not Employed","in school","","","","","4"
"Rarely","1994","Not Employed","inadequately","","","","","4"
"Rarely","1994","Not Employed","general elemantary","","","","","4"
"Rarely","1994","Not Employed","middle vocational","","","","","4"
"Rarely","1994","Not Employed","vocational + Abi","","","","","4"
"Rarely","1994","Not Employed","higher vocational","","","","","4"
"Rarely","1994","Not Employed","higher education","","","","","4"
"Rarely","1994","Employed","in school","","","","","4"
"Rarely","1994","Employed","inadequately","","","","","4"
"Rarely","1994","Employed","general elemantary","","","","","4"
"Rarely","1994","Employed","middle vocational","","","","","4"
"Rarely","1994","Employed","vocational + Abi","","","","","4"
"Rarely","1994","Employed","higher vocational","","","","","4"
"Rarely","1994","Employed","higher education","","","","","4"
"Daily","1995","Not Employed","in school","18","","","","1"
"Daily","1995","Not Employed","inadequately","44","0.161901423313681","0.116865982889247","0.206936863738114","1"
"Daily","1995","Not Employed","general elemantary","140","0.118100034225093","0.100159011293078","0.136041057157108","1"
"Daily","1995","Not Employed","middle vocational","217","0.0964289294797046","0.0842105075433258","0.108647351416083","1"
"Daily","1995","Not Employed","vocational + Abi","15","","","","1"
"Daily","1995","Not Employed","higher vocational","12","","","","1"
"Daily","1995","Not Employed","higher education","21","","","","1"
"Daily","1995","Employed","in school","","","","","1"
"Daily","1995","Employed","inadequately","32","0.121974811313038","0.0831548290593339","0.160794793566743","1"
"Daily","1995","Employed","general elemantary","111","0.0744962613142294","0.0599806015619802","0.0890119210664786","1"
"Daily","1995","Employed","middle vocational","340","0.0658101767232599","0.0585446986636464","0.0730756547828733","1"
"Daily","1995","Employed","vocational + Abi","14","","","","1"
"Daily","1995","Employed","higher vocational","30","0.0478848615095085","0.0304171505133944","0.0653525725056225","1"
"Daily","1995","Employed","higher education","61","0.0352697829155389","0.0255726125635972","0.0449669532674806","1"
"Min 1x per month","1995","Not Employed","in school","97","0.348887155447561","0.292555519240013","0.405218791655108","3"
"Min 1x per month","1995","Not Employed","inadequately","42","0.238632193906185","0.186519526785587","0.290744861026782","3"
"Min 1x per month","1995","Not Employed","general elemantary","305","0.246425697096508","0.222469462143175","0.270381932049842","3"
"Min 1x per month","1995","Not Employed","middle vocational","625","0.279107588142568","0.26054017778234","0.297674998502797","3"
"Min 1x per month","1995","Not Employed","vocational + Abi","33","0.294447498723748","0.215793313151828","0.373101684295667","3"
"Min 1x per month","1995","Not Employed","higher vocational","55","0.264711109320864","0.201813769885265","0.327608448756463","3"
"Min 1x per month","1995","Not Employed","higher education","113","0.289170941529487","0.242849283841006","0.335492599217968","3"
"Min 1x per month","1995","Employed","in school","2","","","","3"
"Min 1x per month","1995","Employed","inadequately","51","0.207919514064304","0.159780293943013","0.256058734185595","3"
"Min 1x per month","1995","Employed","general elemantary","329","0.288282468487343","0.263241945211642","0.313322991763045","3"
"Min 1x per month","1995","Employed","middle vocational","1320","0.304974543210957","0.291483912573806","0.318465173848109","3"
"Min 1x per month","1995","Employed","vocational + Abi","108","0.317149780235493","0.268326122585891","0.365973437885095","3"
"Min 1x per month","1995","Employed","higher vocational","192","0.330844021995953","0.292352288360214","0.369335755631693","3"
"Min 1x per month","1995","Employed","higher education","518","0.359060351861683","0.333841054308447","0.38427964941492","3"
"Min 1x per week","1995","Not Employed","in school","83","0.298321761150397","0.244247173646928","0.352396348653867","2"
"Min 1x per week","1995","Not Employed","inadequately","120","0.347604816003946","0.289383797983432","0.40582583402446","2"
"Min 1x per week","1995","Not Employed","general elemantary","518","0.39384916718629","0.366686785631707","0.421011548740873","2"
"Min 1x per week","1995","Not Employed","middle vocational","932","0.400835641701108","0.380550108003497","0.42112117539872","2"
"Min 1x per week","1995","Not Employed","vocational + Abi","50","0.346271656437156","0.264168403243902","0.428374909630411","2"
"Min 1x per week","1995","Not Employed","higher vocational","77","0.38607242462478","0.316664325456968","0.455480523792593","2"
"Min 1x per week","1995","Not Employed","higher education","149","0.386408359837394","0.336659039086717","0.436157680588071","2"
"Min 1x per week","1995","Employed","in school","5","","","","2"
"Min 1x per week","1995","Employed","inadequately","124","0.396711968926509","0.338680071066802","0.454743866786215","2"
"Min 1x per week","1995","Employed","general elemantary","533","0.402645018404616","0.375533248986593","0.429756787822639","2"
"Min 1x per week","1995","Employed","middle vocational","1824","0.388671922079287","0.374388612255276","0.402955231903298","2"
"Min 1x per week","1995","Employed","vocational + Abi","139","0.366754193228014","0.316193958342492","0.417314428113536","2"
"Min 1x per week","1995","Employed","higher vocational","226","0.38655757906538","0.346720623267172","0.426394534863587","2"
"Min 1x per week","1995","Employed","higher education","461","0.317943710953348","0.293462893289419","0.342424528617277","2"
"Never","1995","Not Employed","in school","11","","","","5"
"Never","1995","Not Employed","inadequately","22","","","","5"
"Never","1995","Not Employed","general elemantary","54","0.0405291628682511","0.029566596568246","0.0514917291682563","5"
"Never","1995","Not Employed","middle vocational","64","0.0314042061273728","0.024184899536233","0.0386235127185125","5"
"Never","1995","Not Employed","vocational + Abi","3","","","","5"
"Never","1995","Not Employed","higher vocational","6","","","","5"
"Never","1995","Not Employed","higher education","15","","","","5"
"Never","1995","Employed","in school","","","","","5"
"Never","1995","Employed","inadequately","25","","","","5"
"Never","1995","Employed","general elemantary","60","0.0361136491744018","0.0257996033929839","0.0464276949558197","5"
"Never","1995","Employed","middle vocational","94","0.0216069352856306","0.0173465059194422","0.0258673646518191","5"
"Never","1995","Employed","vocational + Abi","12","","","","5"
"Never","1995","Employed","higher vocational","5","","","","5"
"Never","1995","Employed","higher education","21","","","","5"
"Rarely","1995","Not Employed","in school","66","0.266571105664186","0.214311360392147","0.318830850936224","4"
"Rarely","1995","Not Employed","inadequately","29","","","","4"
"Rarely","1995","Not Employed","general elemantary","226","0.201095938623858","0.178813563003558","0.223378314244159","4"
"Rarely","1995","Not Employed","middle vocational","404","0.192223634549246","0.175912684781698","0.208534584316794","4"
"Rarely","1995","Not Employed","vocational + Abi","28","","","","4"
"Rarely","1995","Not Employed","higher vocational","39","0.238234602944096","0.177500834347867","0.298968371540326","4"
"Rarely","1995","Not Employed","higher education","70","0.233799030593388","0.190555924289536","0.277042136897241","4"
"Rarely","1995","Employed","in school","3","","","","4"
"Rarely","1995","Employed","inadequately","41","0.188736941534248","0.142320047735505","0.23515383533299","4"
"Rarely","1995","Employed","general elemantary","224","0.19846260261941","0.176413968618936","0.220511236619883","4"
"Rarely","1995","Employed","middle vocational","896","0.218936422700865","0.206819221950713","0.231053623451018","4"
"Rarely","1995","Employed","vocational + Abi","76","0.234192864446761","0.189762291756385","0.278623437137138","4"
"Rarely","1995","Employed","higher vocational","121","0.226838620764687","0.192578750039203","0.261098491490171","4"
"Rarely","1995","Employed","higher education","329","0.263634751742101","0.240472079502123","0.286797423982079","4"
"Daily","1996","Not Employed","in school","","","","","1"
"Daily","1996","Not Employed","inadequately","","","","","1"
"Daily","1996","Not Employed","general elemantary","","","","","1"
"Daily","1996","Not Employed","middle vocational","","","","","1"
"Daily","1996","Not Employed","vocational + Abi","","","","","1"
"Daily","1996","Not Employed","higher vocational","","","","","1"
"Daily","1996","Not Employed","higher education","","","","","1"
"Daily","1996","Employed","in school","","","","","1"
"Daily","1996","Employed","inadequately","","","","","1"
"Daily","1996","Employed","general elemantary","","","","","1"
"Daily","1996","Employed","middle vocational","","","","","1"
"Daily","1996","Employed","vocational + Abi","","","","","1"
"Daily","1996","Employed","higher vocational","","","","","1"
"Daily","1996","Employed","higher education","","","","","1"
