"pli0081","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1990","Couple + C. GT 16 ","inadequately","25","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","general elemantary","178","0.371660758666481","0.331778569853428","0.411542947479534","3"
"Min 1x per month","1990","Couple + C. GT 16 ","middle vocational","315","0.337616853949187","0.307979095121481","0.367254612776894","3"
"Min 1x per month","1990","Couple + C. GT 16 ","vocational + Abi","21","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","higher vocational","29","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","higher education","38","0.336893847872653","0.249747952172841","0.424039743572465","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","in school","25","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","inadequately","17","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","general elemantary","70","0.282117627745613","0.230588114848746","0.333647140642479","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","higher vocational","12","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","higher education","10","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","vocational + Abi","28","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","higher vocational","57","0.336915137675783","0.262505864767204","0.411324410584361","3"
"Min 1x per month","1990","(Married) couple without C. ","higher education","67","0.332914349454804","0.267107358240955","0.398721340668652","3"
"Min 1x per week","1990","1-pers.-HH","in school","1","","","","2"
"Min 1x per week","1990","1-pers.-HH","higher vocational","20","","","","2"
"Min 1x per week","1990","1-pers.-HH","inadequately","13","","","","2"
"Min 1x per week","1990","1-pers.-HH","higher education","34","0.332924627983121","0.24485783863645","0.420991417329792","2"
"Min 1x per week","1990","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","middle vocational","99","0.287040852237079","0.237004292143679","0.337077412330479","2"
"Min 1x per week","1990","1-pers.-HH","general elemantary","97","0.308866278945858","0.256843557647277","0.360889000244438","2"
"Min 1x per week","1990","1-pers.-HH","middle vocational","164","0.353974859007151","0.311150462371276","0.396799255643027","2"
"Min 1x per week","1990","1-pers.-HH","vocational + Abi","15","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","inadequately","22","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","higher education","56","0.314148476338897","0.249330195124346","0.378966757553448","2"
"Min 1x per week","1990","(Married) couple without C. ","general elemantary","230","0.438225510456347","0.396221038369413","0.48022998254328","2"
"Min 1x per week","1990","(Married) couple without C. ","middle vocational","493","0.378684281099328","0.351740519634248","0.405628042564408","2"
"Min 1x per week","1990","(Married) couple without C. ","vocational + Abi","30","0.333187416361","0.229899554704958","0.436475278017043","2"
"Min 1x per week","1990","(Married) couple without C. ","higher vocational","57","0.392994611928094","0.316104266309875","0.469884957546313","2"
"Min 1x per week","1990","Single parent ","in school","1","","","","2"
"Min 1x per week","1990","Single parent ","inadequately","8","","","","2"
"Min 1x per week","1990","Single parent ","general elemantary","47","0.319477929783201","0.241963558485408","0.396992301080993","2"
"Min 1x per week","1990","Single parent ","middle vocational","68","0.324543230113156","0.260450876953965","0.388635583272346","2"
"Min 1x per week","1990","Single parent ","vocational + Abi","4","","","","2"
"Min 1x per week","1990","Single parent ","higher vocational","4","","","","2"
"Min 1x per week","1990","Single parent ","higher education","6","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","in school","1","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","inadequately","56","0.306305290401156","0.23253798806735","0.380072592734962","2"
"Min 1x per week","1990","Couple + C. LE 16 ","general elemantary","201","0.455756765251495","0.407071432111365","0.504442098391626","2"
"Min 1x per week","1990","Couple + C. LE 16 ","middle vocational","485","0.434593309274581","0.405124993931575","0.464061624617587","2"
"Min 1x per week","1990","Couple + C. LE 16 ","vocational + Abi","35","0.494517160425581","0.379825840033778","0.609208480817385","2"
"Min 1x per week","1990","Couple + C. LE 16 ","higher vocational","47","0.298311676240412","0.22484976755949","0.371773584921334","2"
"Min 1x per week","1990","Couple + C. LE 16 ","higher education","72","0.363862309444398","0.296161895234625","0.431562723654172","2"
"Min 1x per week","1990","Couple + C. GT 16 ","in school","19","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","inadequately","74","0.488667384023121","0.408672744469799","0.568662023576444","2"
"Min 1x per week","1990","Couple + C. GT 16 ","general elemantary","187","0.29945337239734","0.261653383993911","0.337253360800769","2"
"Min 1x per week","1990","Couple + C. GT 16 ","middle vocational","325","0.326984634098104","0.297584126685672","0.356385141510536","2"
"Min 1x per week","1990","Couple + C. GT 16 ","vocational + Abi","8","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","higher vocational","19","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","higher education","28","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","in school","15","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","inadequately","52","0.446597126773682","0.355338415291664","0.5378558382557","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","general elemantary","99","0.309624499998938","0.256685635060665","0.362563364937211","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","vocational + Abi","6","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","higher vocational","3","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","higher education","13","","","","2"
"Never","1990","Couple + C. GT 16 ","in school","4","","","","5"
"Never","1990","Couple + C. GT 16 ","middle vocational","29","","","","5"
"Never","1990","Couple + C. GT 16 ","general elemantary","33","0.0494706653582294","0.0315742860085425","0.0673670447079163","5"
"Never","1990","1-pers.-HH","in school","","","","","5"
"Never","1990","Couple + C. LE 16 ","higher education","2","","","","5"
"Never","1990","Couple + C. GT 16 ","inadequately","8","","","","5"
"Never","1990","Single parent ","higher education","","","","","5"
"Never","1990","Couple + C. LE 16 ","in school","","","","","5"
"Never","1990","Couple + C. LE and GT 16","in school","8","","","","5"
"Never","1990","Couple + C. LE and GT 16","middle vocational","12","","","","5"
"Never","1990","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","1990","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","1990","1-pers.-HH","inadequately","8","","","","5"
"Never","1990","1-pers.-HH","general elemantary","22","","","","5"
"Never","1990","1-pers.-HH","middle vocational","22","","","","5"
"Never","1990","Single parent ","higher vocational","1","","","","5"
"Never","1990","Couple + C. GT 16 ","higher vocational","1","","","","5"
"Never","1990","(Married) couple without C. ","in school","","","","","5"
"Never","1990","(Married) couple without C. ","general elemantary","18","","","","5"
"Never","1990","1-pers.-HH","higher education","5","","","","5"
"Never","1990","Couple + C. LE 16 ","inadequately","20","","","","5"
"Never","1990","Couple + C. LE 16 ","middle vocational","24","","","","5"
"Never","1990","Couple + C. GT 16 ","higher education","1","","","","5"
"Never","1990","Couple + C. LE and GT 16","vocational + Abi","2","","","","5"
"Never","1990","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","1990","(Married) couple without C. ","inadequately","9","","","","5"
"Never","1990","Couple + C. GT 16 ","vocational + Abi","3","","","","5"
"Never","1990","1-pers.-HH","vocational + Abi","1","","","","5"
"Never","1990","1-pers.-HH","higher vocational","2","","","","5"
"Never","1990","(Married) couple without C. ","middle vocational","22","","","","5"
"Never","1990","(Married) couple without C. ","vocational + Abi","2","","","","5"
"Never","1990","(Married) couple without C. ","higher vocational","3","","","","5"
"Never","1990","Single parent ","in school","","","","","5"
"Never","1990","Single parent ","inadequately","4","","","","5"
"Never","1990","Single parent ","general elemantary","10","","","","5"
"Never","1990","Single parent ","vocational + Abi","1","","","","5"
"Never","1990","Couple + C. LE 16 ","general elemantary","19","","","","5"
"Never","1990","Couple + C. LE and GT 16","inadequately","10","","","","5"
"Never","1990","(Married) couple without C. ","higher education","3","","","","5"
"Never","1990","Single parent ","middle vocational","9","","","","5"
"Never","1990","Couple + C. LE 16 ","vocational + Abi","2","","","","5"
"Never","1990","Couple + C. LE and GT 16","general elemantary","19","","","","5"
"Rarely","1990","(Married) couple without C. ","middle vocational","219","0.186497398661919","0.164861283840238","0.2081335134836","4"
"Rarely","1990","1-pers.-HH","vocational + Abi","11","","","","4"
"Rarely","1990","1-pers.-HH","higher vocational","16","","","","4"
"Rarely","1990","Single parent ","general elemantary","24","","","","4"
"Rarely","1990","Single parent ","middle vocational","58","0.297856157603428","0.235254260030073","0.360458055176783","4"
"Rarely","1990","Single parent ","vocational + Abi","","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","vocational + Abi","3","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","higher vocational","11","","","","4"
"Rarely","1990","Couple + C. GT 16 ","inadequately","21","","","","4"
"Rarely","1990","1-pers.-HH","inadequately","3","","","","4"
"Rarely","1990","Couple + C. GT 16 ","in school","21","","","","4"
"Rarely","1990","1-pers.-HH","higher education","38","0.294747632946373","0.209545750981426","0.37994951491132","4"
"Rarely","1990","Couple + C. LE and GT 16","middle vocational","85","0.277171661137528","0.227663674530334","0.326679647744723","4"
"Rarely","1990","(Married) couple without C. ","vocational + Abi","15","","","","4"
"Rarely","1990","1-pers.-HH","in school","1","","","","4"
"Rarely","1990","(Married) couple without C. ","general elemantary","95","0.170735904655184","0.138881128526634","0.202590680783733","4"
"Rarely","1990","Couple + C. GT 16 ","general elemantary","128","0.236676424878228","0.20159797633262","0.271754873423835","4"
"Rarely","1990","(Married) couple without C. ","inadequately","13","","","","4"
"Rarely","1990","1-pers.-HH","general elemantary","57","0.190947189029706","0.146691220760367","0.235203157299045","4"
"Rarely","1990","1-pers.-HH","middle vocational","136","0.282287671744999","0.241978721014874","0.322596622475123","4"
"Rarely","1990","(Married) couple without C. ","in school","","","","","4"
"Rarely","1990","Single parent ","in school","7","","","","4"
"Rarely","1990","Single parent ","inadequately","10","","","","4"
"Rarely","1990","Single parent ","higher vocational","7","","","","4"
"Rarely","1990","Single parent ","higher education","10","","","","4"
"Rarely","1990","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1990","Couple + C. LE 16 ","inadequately","26","","","","4"
"Rarely","1990","Couple + C. LE 16 ","general elemantary","51","0.159680197616283","0.123871964336329","0.195488430896236","4"
"Rarely","1990","Couple + C. LE 16 ","higher vocational","35","0.245669904104106","0.176548643084031","0.314791165124181","4"
"Rarely","1990","Couple + C. LE 16 ","higher education","47","0.240064729863972","0.179961237740499","0.300168221987446","4"
"Rarely","1990","Couple + C. GT 16 ","middle vocational","260","0.279313274369408","0.25119441413562","0.307432134603196","4"
"Rarely","1990","Couple + C. GT 16 ","vocational + Abi","26","","","","4"
"Rarely","1990","Couple + C. GT 16 ","higher vocational","27","","","","4"
"Rarely","1990","Couple + C. GT 16 ","higher education","41","0.338817103233863","0.251549642903518","0.426084563564208","4"
"Rarely","1990","Couple + C. LE and GT 16","in school","11","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","inadequately","25","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","general elemantary","85","0.300833448132548","0.248320347325942","0.353346548939153","4"
"Rarely","1990","Couple + C. LE and GT 16","higher education","12","","","","4"
"Rarely","1990","(Married) couple without C. ","higher vocational","29","","","","4"
"Rarely","1990","(Married) couple without C. ","higher education","66","0.311858120930239","0.247168813534718","0.37654742832576","4"
"Rarely","1990","Couple + C. LE 16 ","middle vocational","182","0.170602845561123","0.14824099582555","0.192964695296695","4"
"Rarely","1990","Couple + C. LE 16 ","vocational + Abi","16","","","","4"
"Daily","1991","1-pers.-HH","in school","","","","","1"
"Daily","1991","1-pers.-HH","inadequately","","","","","1"
"Daily","1991","1-pers.-HH","general elemantary","","","","","1"
"Daily","1991","1-pers.-HH","middle vocational","","","","","1"
"Daily","1991","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1991","1-pers.-HH","higher vocational","","","","","1"
"Daily","1991","1-pers.-HH","higher education","","","","","1"
"Daily","1991","(Married) couple without C. ","in school","","","","","1"
"Daily","1991","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1991","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1991","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1991","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1991","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1991","(Married) couple without C. ","higher education","","","","","1"
"Daily","1991","Single parent ","in school","","","","","1"
"Daily","1991","Single parent ","inadequately","","","","","1"
"Daily","1991","Single parent ","general elemantary","","","","","1"
"Daily","1991","Single parent ","middle vocational","","","","","1"
"Daily","1991","Single parent ","vocational + Abi","","","","","1"
"Daily","1991","Single parent ","higher vocational","","","","","1"
"Daily","1991","Single parent ","higher education","","","","","1"
"Daily","1991","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1991","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1991","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1991","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1991","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1991","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1991","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1991","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1991","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1991","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1991","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1991","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1991","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1991","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1991","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1991","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1991","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1991","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1991","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","1991","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","1991","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","1991","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","1991","Single parent ","in school","","","","","3"
"Min 1x per month","1991","Single parent ","inadequately","","","","","3"
"Min 1x per month","1991","Single parent ","general elemantary","","","","","3"
"Min 1x per month","1991","Single parent ","middle vocational","","","","","3"
"Min 1x per month","1991","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1991","Single parent ","higher vocational","","","","","3"
"Min 1x per month","1991","Single parent ","higher education","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per week","1991","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1991","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1991","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1991","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","1991","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","1991","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","1991","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","1991","Single parent ","in school","","","","","2"
"Min 1x per week","1991","Single parent ","inadequately","","","","","2"
"Min 1x per week","1991","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1991","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1991","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1991","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1991","Single parent ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","higher education","","","","","2"
"Never","1991","1-pers.-HH","in school","","","","","5"
"Never","1991","1-pers.-HH","general elemantary","","","","","5"
"Never","1991","1-pers.-HH","vocational + Abi","","","","","5"
"Never","1991","1-pers.-HH","higher education","","","","","5"
"Never","1991","(Married) couple without C. ","in school","","","","","5"
"Never","1991","(Married) couple without C. ","inadequately","","","","","5"
"Never","1991","(Married) couple without C. ","middle vocational","","","","","5"
"Never","1991","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","1991","(Married) couple without C. ","higher vocational","","","","","5"
"Never","1991","Single parent ","in school","","","","","5"
"Never","1991","Single parent ","general elemantary","","","","","5"
"Never","1991","Single parent ","middle vocational","","","","","5"
"Never","1991","Single parent ","vocational + Abi","","","","","5"
"Never","1991","Single parent ","higher vocational","","","","","5"
"Never","1991","Single parent ","higher education","","","","","5"
"Never","1991","Couple + C. LE 16 ","in school","","","","","5"
"Never","1991","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","1991","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","1991","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","1991","Couple + C. LE 16 ","higher education","","","","","5"
"Never","1991","Couple + C. GT 16 ","in school","","","","","5"
"Never","1991","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","1991","Couple + C. GT 16 ","general elemantary","","","","","5"
"Never","1991","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","1991","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","1991","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","1991","Couple + C. GT 16 ","higher education","","","","","5"
"Never","1991","Couple + C. LE and GT 16","in school","","","","","5"
"Never","1991","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","1991","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","1991","1-pers.-HH","inadequately","","","","","5"
"Never","1991","1-pers.-HH","higher vocational","","","","","5"
"Never","1991","(Married) couple without C. ","general elemantary","","","","","5"
"Never","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","1991","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","1991","1-pers.-HH","middle vocational","","","","","5"
"Never","1991","Single parent ","inadequately","","","","","5"
