"pli0081","year","education","n","percent","lower_confidence","upper_confidence"
"Rarely","1996","lower secondary degree","","","",""
"Rarely","1996","secondary school degree","","","",""
"Rarely","1996","college entrance qualification","","","",""
"Rarely","1996","Other degree","","","",""
"Rarely","1996","no degree/no degree yet","","","",""
"Never","1996","lower secondary degree","","","",""
"Never","1996","secondary school degree","","","",""
"Never","1996","college entrance qualification","","","",""
"Never","1996","Other degree","","","",""
"Never","1996","no degree/no degree yet","","","",""
"Daily","1997","lower secondary degree","","","",""
"Daily","1997","secondary school degree","","","",""
"Daily","1997","college entrance qualification","","","",""
"Daily","1997","Other degree","","","",""
"Daily","1997","no degree/no degree yet","","","",""
"Min 1x per week","1997","lower secondary degree","","","",""
"Min 1x per week","1997","secondary school degree","","","",""
"Min 1x per week","1997","college entrance qualification","","","",""
"Min 1x per week","1997","Other degree","","","",""
"Min 1x per week","1997","no degree/no degree yet","","","",""
"Min 1x per month","1997","lower secondary degree","","","",""
"Min 1x per month","1997","secondary school degree","","","",""
"Min 1x per month","1997","college entrance qualification","","","",""
"Min 1x per month","1997","Other degree","","","",""
"Min 1x per month","1997","no degree/no degree yet","","","",""
"Rarely","1997","lower secondary degree","","","",""
"Rarely","1997","secondary school degree","","","",""
"Rarely","1997","college entrance qualification","","","",""
"Rarely","1997","Other degree","","","",""
"Rarely","1997","no degree/no degree yet","","","",""
"Never","1997","lower secondary degree","","","",""
"Never","1997","secondary school degree","","","",""
"Never","1997","college entrance qualification","","","",""
"Never","1997","Other degree","","","",""
"Never","1997","no degree/no degree yet","","","",""
"Daily","1998","lower secondary degree","586","0.0977077826288047","0.0899415321175433","0.105474033140066"
"Daily","1998","secondary school degree","255","0.0598488490443012","0.0523715644857712","0.0673261336028312"
"Daily","1998","college entrance qualification","101","0.0385466907191999","0.0305204976373995","0.0465728838010003"
"Daily","1998","Other degree","120","0.102729229346794","0.0838647281671218","0.121593730526466"
"Daily","1998","no degree/no degree yet","110","0.128983324624058","0.105886416411592","0.152080232836524"
"Min 1x per week","1998","lower secondary degree","2381","0.40617886646073","0.393333109612447","0.419024623309013"
"Min 1x per week","1998","secondary school degree","1621","0.414023207469216","0.398496845130932","0.4295495698075"
"Min 1x per week","1998","college entrance qualification","758","0.329912816723345","0.310310057586957","0.349515575859734"
"Min 1x per week","1998","Other degree","489","0.465329248153016","0.434336510517505","0.496321985788526"
"Min 1x per week","1998","no degree/no degree yet","334","0.368227260517674","0.334990993459015","0.401463527576333"
"Min 1x per month","1998","lower secondary degree","1565","0.278635848508886","0.26690933294924","0.290362364068532"
"Min 1x per month","1998","secondary school degree","1225","0.311624877463559","0.297025114326943","0.326224640600175"
"Min 1x per month","1998","college entrance qualification","820","0.362113082870969","0.342075473328503","0.382150692413435"
"Min 1x per month","1998","Other degree","185","0.175166588917125","0.151548469764791","0.198784708069459"
"Min 1x per month","1998","no degree/no degree yet","194","0.26420920196561","0.233826599171668","0.294591804759552"
"Rarely","1998","lower secondary degree","997","0.196219158486596","0.185831617741107","0.206606699232085"
"Rarely","1998","secondary school degree","718","0.197458821676526","0.184910400142881","0.210007243210171"
"Rarely","1998","college entrance qualification","502","0.252418802333854","0.234307820704821","0.270529783962888"
"Rarely","1998","Other degree","153","0.196808869677175","0.172104809524262","0.221512929830088"
"Rarely","1998","no degree/no degree yet","142","0.207337761787017","0.179402218759849","0.235273304814185"
"Never","1998","lower secondary degree","86","0.0212583439149835","0.0174854728704083","0.0250312149595587"
"Never","1998","secondary school degree","47","0.0170442443463983","0.0129641234940893","0.0211243651987073"
"Never","1998","college entrance qualification","29","","",""
"Never","1998","Other degree","48","0.0599660639058905","0.0452137179499407","0.0747184098618404"
"Never","1998","no degree/no degree yet","29","","",""
"Daily","1999","lower secondary degree","","","",""
"Daily","1999","secondary school degree","","","",""
"Daily","1999","college entrance qualification","","","",""
"Daily","1999","Other degree","","","",""
"Daily","1999","no degree/no degree yet","","","",""
"Min 1x per week","1999","lower secondary degree","","","",""
"Min 1x per week","1999","secondary school degree","","","",""
"Min 1x per week","1999","college entrance qualification","","","",""
"Min 1x per week","1999","Other degree","","","",""
"Min 1x per week","1999","no degree/no degree yet","","","",""
"Min 1x per month","1999","lower secondary degree","","","",""
"Min 1x per month","1999","secondary school degree","","","",""
"Min 1x per month","1999","college entrance qualification","","","",""
"Min 1x per month","1999","Other degree","","","",""
"Min 1x per month","1999","no degree/no degree yet","","","",""
"Rarely","1999","lower secondary degree","","","",""
"Rarely","1999","secondary school degree","","","",""
"Rarely","1999","college entrance qualification","","","",""
"Rarely","1999","Other degree","","","",""
"Rarely","1999","no degree/no degree yet","","","",""
"Never","1999","lower secondary degree","","","",""
"Never","1999","secondary school degree","","","",""
"Never","1999","college entrance qualification","","","",""
"Never","1999","Other degree","","","",""
"Never","1999","no degree/no degree yet","","","",""
"Daily","2000","lower secondary degree","","","",""
"Daily","2000","secondary school degree","","","",""
"Daily","2000","college entrance qualification","","","",""
"Daily","2000","Other degree","","","",""
"Daily","2000","no degree/no degree yet","","","",""
"Min 1x per week","2000","lower secondary degree","","","",""
"Min 1x per week","2000","secondary school degree","","","",""
"Min 1x per week","2000","college entrance qualification","","","",""
"Min 1x per week","2000","Other degree","","","",""
"Min 1x per week","2000","no degree/no degree yet","","","",""
"Min 1x per month","2000","lower secondary degree","","","",""
"Min 1x per month","2000","secondary school degree","","","",""
"Min 1x per month","2000","college entrance qualification","","","",""
"Min 1x per month","2000","Other degree","","","",""
"Min 1x per month","2000","no degree/no degree yet","","","",""
"Rarely","2000","lower secondary degree","","","",""
"Rarely","2000","secondary school degree","","","",""
"Rarely","2000","college entrance qualification","","","",""
"Rarely","2000","Other degree","","","",""
"Rarely","2000","no degree/no degree yet","","","",""
"Never","2000","lower secondary degree","","","",""
"Never","2000","secondary school degree","","","",""
"Never","2000","college entrance qualification","","","",""
"Never","2000","Other degree","","","",""
"Never","2000","no degree/no degree yet","","","",""
"Daily","2001","lower secondary degree","","","",""
"Daily","2001","secondary school degree","","","",""
"Daily","2001","college entrance qualification","","","",""
"Daily","2001","Other degree","","","",""
"Daily","2001","no degree/no degree yet","","","",""
"Min 1x per week","2001","lower secondary degree","","","",""
"Min 1x per week","2001","secondary school degree","","","",""
"Min 1x per week","2001","college entrance qualification","","","",""
"Min 1x per week","2001","Other degree","","","",""
"Min 1x per week","2001","no degree/no degree yet","","","",""
"Min 1x per month","2001","lower secondary degree","","","",""
"Min 1x per month","2001","secondary school degree","","","",""
"Min 1x per month","2001","college entrance qualification","","","",""
"Min 1x per month","2001","Other degree","","","",""
"Min 1x per month","2001","no degree/no degree yet","","","",""
"Rarely","2001","lower secondary degree","","","",""
"Rarely","2001","secondary school degree","","","",""
"Rarely","2001","college entrance qualification","","","",""
"Rarely","2001","Other degree","","","",""
"Rarely","2001","no degree/no degree yet","","","",""
"Never","2001","lower secondary degree","","","",""
"Never","2001","secondary school degree","","","",""
"Never","2001","college entrance qualification","","","",""
"Never","2001","Other degree","","","",""
"Never","2001","no degree/no degree yet","","","",""
"Daily","2002","lower secondary degree","","","",""
"Daily","2002","secondary school degree","","","",""
"Daily","2002","college entrance qualification","","","",""
"Daily","2002","Other degree","","","",""
"Daily","2002","no degree/no degree yet","","","",""
"Min 1x per week","2002","lower secondary degree","","","",""
"Min 1x per week","2002","secondary school degree","","","",""
"Min 1x per week","2002","college entrance qualification","","","",""
"Min 1x per week","2002","Other degree","","","",""
"Min 1x per week","2002","no degree/no degree yet","","","",""
"Min 1x per month","2002","lower secondary degree","","","",""
"Min 1x per month","2002","secondary school degree","","","",""
"Min 1x per month","2002","college entrance qualification","","","",""
"Min 1x per month","2002","Other degree","","","",""
"Min 1x per month","2002","no degree/no degree yet","","","",""
"Rarely","2002","lower secondary degree","","","",""
"Rarely","2002","secondary school degree","","","",""
"Rarely","2002","college entrance qualification","","","",""
"Rarely","2002","Other degree","","","",""
"Rarely","2002","no degree/no degree yet","","","",""
"Never","2002","lower secondary degree","","","",""
"Never","2002","secondary school degree","","","",""
"Never","2002","college entrance qualification","","","",""
"Never","2002","Other degree","","","",""
"Never","2002","no degree/no degree yet","","","",""
"Daily","2003","lower secondary degree","720","0.0921926878006509","0.0858161153540078","0.098569260247294"
"Daily","2003","secondary school degree","418","0.0581693716920936","0.0524456446299364","0.0638930987542508"
"Daily","2003","college entrance qualification","238","0.0488390033830961","0.0431031417828352","0.054574864983357"
"Daily","2003","Other degree","116","0.0700493537969987","0.0558719916798499","0.0842267159141475"
"Daily","2003","no degree/no degree yet","83","0.086765626322118","0.0683135896294589","0.105217663014777"
"Min 1x per week","2003","lower secondary degree","3272","0.402764712681568","0.391954340194379","0.413575085168758"
"Min 1x per week","2003","secondary school degree","2577","0.405110143840702","0.393105475512371","0.417114812169033"
"Min 1x per week","2003","college entrance qualification","1957","0.351888630248746","0.339179504168869","0.364597756328623"
"Min 1x per week","2003","Other degree","571","0.447195696877265","0.419577334047084","0.474814059707447"
"Min 1x per week","2003","no degree/no degree yet","293","0.330426107208013","0.299593108515382","0.361259105900644"
"Min 1x per month","2003","lower secondary degree","2220","0.272314334703815","0.262502518977933","0.282126150429698"
"Min 1x per month","2003","secondary school degree","2114","0.316980802115961","0.305602479057864","0.328359125174058"
"Min 1x per month","2003","college entrance qualification","1911","0.347285877328494","0.334615390063578","0.35995636459341"
"Min 1x per month","2003","Other degree","265","0.207210465486528","0.184696696125596","0.229724234847461"
"Min 1x per month","2003","no degree/no degree yet","259","0.276797083785538","0.247468562211941","0.306125605359134"
"Rarely","2003","lower secondary degree","1470","0.199183560023518","0.190380463640602","0.207986656406434"
"Rarely","2003","secondary school degree","1213","0.197182722444746","0.187453276504224","0.206912168385268"
"Rarely","2003","college entrance qualification","1225","0.225622724126477","0.214498852459227","0.236746595793726"
"Rarely","2003","Other degree","214","0.194882287353782","0.172879419517747","0.216885155189816"
"Rarely","2003","no degree/no degree yet","223","0.247069011184078","0.218796391175982","0.275341631192174"
"Never","2003","lower secondary degree","225","0.0335447047904471","0.0295760338270581","0.037513375753836"
"Never","2003","secondary school degree","102","0.0225569599064973","0.0189259173582331","0.0261880024547615"
"Never","2003","college entrance qualification","93","0.0263637649131871","0.0221000286821845","0.0306275011441897"
"Never","2003","Other degree","79","0.0806621964854261","0.0655357819934346","0.0957886109774175"
"Never","2003","no degree/no degree yet","36","0.0589421715002534","0.0435038331987376","0.0743805098017691"
"Daily","2004","lower secondary degree","","","",""
"Daily","2004","secondary school degree","","","",""
"Daily","2004","college entrance qualification","","","",""
"Daily","2004","Other degree","","","",""
"Daily","2004","no degree/no degree yet","","","",""
"Min 1x per week","2004","lower secondary degree","","","",""
"Min 1x per week","2004","secondary school degree","","","",""
"Min 1x per week","2004","college entrance qualification","","","",""
"Min 1x per week","2004","Other degree","","","",""
"Min 1x per week","2004","no degree/no degree yet","","","",""
"Min 1x per month","2004","lower secondary degree","","","",""
"Min 1x per month","2004","secondary school degree","","","",""
"Min 1x per month","2004","college entrance qualification","","","",""
"Min 1x per month","2004","Other degree","","","",""
"Min 1x per month","2004","no degree/no degree yet","","","",""
"Rarely","2004","lower secondary degree","","","",""
"Rarely","2004","secondary school degree","","","",""
"Rarely","2004","college entrance qualification","","","",""
"Rarely","2004","Other degree","","","",""
"Rarely","2004","no degree/no degree yet","","","",""
"Never","2004","lower secondary degree","","","",""
"Never","2004","secondary school degree","","","",""
"Never","2004","college entrance qualification","","","",""
"Never","2004","Other degree","","","",""
"Never","2004","no degree/no degree yet","","","",""
"Daily","2005","lower secondary degree","","","",""
"Daily","2005","secondary school degree","","","",""
"Daily","2005","college entrance qualification","","","",""
"Daily","2005","Other degree","","","",""
"Daily","2005","no degree/no degree yet","","","",""
"Min 1x per week","2005","lower secondary degree","","","",""
"Min 1x per week","2005","secondary school degree","","","",""
"Min 1x per week","2005","college entrance qualification","","","",""
"Min 1x per week","2005","Other degree","","","",""
"Min 1x per week","2005","no degree/no degree yet","","","",""
"Min 1x per month","2005","lower secondary degree","","","",""
"Min 1x per month","2005","secondary school degree","","","",""
"Min 1x per month","2005","college entrance qualification","","","",""
"Min 1x per month","2005","Other degree","","","",""
"Min 1x per month","2005","no degree/no degree yet","","","",""
"Rarely","2005","lower secondary degree","","","",""
"Rarely","2005","secondary school degree","","","",""
"Rarely","2005","college entrance qualification","","","",""
"Rarely","2005","Other degree","","","",""
"Rarely","2005","no degree/no degree yet","","","",""
"Never","2005","lower secondary degree","","","",""
"Never","2005","secondary school degree","","","",""
"Never","2005","college entrance qualification","","","",""
"Never","2005","Other degree","","","",""
"Never","2005","no degree/no degree yet","","","",""
"Daily","2006","lower secondary degree","","","",""
"Daily","2006","secondary school degree","","","",""
"Daily","2006","college entrance qualification","","","",""
"Daily","2006","Other degree","","","",""
"Daily","2006","no degree/no degree yet","","","",""
"Min 1x per week","2006","lower secondary degree","","","",""
"Min 1x per week","2006","secondary school degree","","","",""
"Min 1x per week","2006","college entrance qualification","","","",""
"Min 1x per week","2006","Other degree","","","",""
"Min 1x per week","2006","no degree/no degree yet","","","",""
"Min 1x per month","2006","lower secondary degree","","","",""
"Min 1x per month","2006","secondary school degree","","","",""
"Min 1x per month","2006","college entrance qualification","","","",""
"Min 1x per month","2006","Other degree","","","",""
"Min 1x per month","2006","no degree/no degree yet","","","",""
"Rarely","2006","lower secondary degree","","","",""
"Rarely","2006","secondary school degree","","","",""
"Rarely","2006","college entrance qualification","","","",""
"Rarely","2006","Other degree","","","",""
"Rarely","2006","no degree/no degree yet","","","",""
"Never","2006","lower secondary degree","","","",""
"Never","2006","secondary school degree","","","",""
"Never","2006","college entrance qualification","","","",""
"Never","2006","Other degree","","","",""
"Never","2006","no degree/no degree yet","","","",""
"Daily","2007","lower secondary degree","","","",""
"Daily","2007","secondary school degree","","","",""
"Daily","2007","college entrance qualification","","","",""
"Daily","2007","Other degree","","","",""
"Daily","2007","no degree/no degree yet","","","",""
"Min 1x per week","2007","lower secondary degree","","","",""
"Min 1x per week","2007","secondary school degree","","","",""
"Min 1x per week","2007","college entrance qualification","","","",""
"Min 1x per week","2007","Other degree","","","",""
"Min 1x per week","2007","no degree/no degree yet","","","",""
"Min 1x per month","2007","lower secondary degree","","","",""
"Min 1x per month","2007","secondary school degree","","","",""
"Min 1x per month","2007","college entrance qualification","","","",""
"Min 1x per month","2007","Other degree","","","",""
"Min 1x per month","2007","no degree/no degree yet","","","",""
"Rarely","2007","lower secondary degree","","","",""
"Rarely","2007","secondary school degree","","","",""
"Rarely","2007","college entrance qualification","","","",""
"Rarely","2007","Other degree","","","",""
"Rarely","2007","no degree/no degree yet","","","",""
"Never","2007","lower secondary degree","","","",""
"Never","2007","secondary school degree","","","",""
"Never","2007","college entrance qualification","","","",""
"Never","2007","Other degree","","","",""
"Never","2007","no degree/no degree yet","","","",""
"Daily","2008","lower secondary degree","640","0.0975344666784761","0.0903069407804961","0.104761992576456"
"Daily","2008","secondary school degree","444","0.0682724601717113","0.0617511850491058","0.0747937352943168"
"Daily","2008","college entrance qualification","276","0.0493347597864535","0.0434108221863056","0.0552586973866014"
"Daily","2008","Other degree","94","0.0883430326715888","0.0702872273127718","0.106398838030406"
"Daily","2008","no degree/no degree yet","56","0.0906229753778326","0.066565747878335","0.11468020287733"
"Min 1x per week","2008","lower secondary degree","2646","0.396574443797779","0.384657373557652","0.408491514037906"
"Min 1x per week","2008","secondary school degree","2229","0.385164085332089","0.37258156077888","0.397746609885298"
"Min 1x per week","2008","college entrance qualification","1709","0.315596471305288","0.302883638122835","0.328309304487741"
"Min 1x per week","2008","Other degree","412","0.414287338296493","0.382946679505819","0.445627997087167"
"Min 1x per week","2008","no degree/no degree yet","169","0.310957832935363","0.272167091700895","0.349748574169831"
"Min 1x per month","2008","lower secondary degree","1735","0.259921206314475","0.249236683653395","0.270605728975554"
"Min 1x per month","2008","secondary school degree","1796","0.305442837766437","0.293533592205747","0.317352083327127"
"Min 1x per month","2008","college entrance qualification","1832","0.359464698915045","0.346339079207578","0.372590318622511"
"Min 1x per month","2008","Other degree","236","0.255609543020128","0.227856927748176","0.283362158292081"
"Min 1x per month","2008","no degree/no degree yet","172","0.294688329406264","0.256482781590805","0.332893877221723"
"Rarely","2008","lower secondary degree","1278","0.212346921162216","0.202384021437248","0.222309820887185"
"Rarely","2008","secondary school degree","1180","0.22062725505544","0.209905460823695","0.231349049287184"
"Rarely","2008","college entrance qualification","1240","0.254217003113913","0.242306538723535","0.266127467504291"
"Rarely","2008","Other degree","165","0.183015510583516","0.158413769732376","0.207617251434657"
"Rarely","2008","no degree/no degree yet","131","0.261960617726374","0.225112763787289","0.29880847166546"
"Never","2008","lower secondary degree","174","0.0336229620470538","0.0292317281140424","0.0380141959800651"
"Never","2008","secondary school degree","97","0.0204933616743228","0.0168300356233166","0.024156687725329"
"Never","2008","college entrance qualification","77","0.0213870668793008","0.0174297461671856","0.0253443875914159"
"Never","2008","Other degree","42","0.0587445754282735","0.043783851273028","0.0737052995835189"
"Never","2008","no degree/no degree yet","19","","",""
"Daily","2009","lower secondary degree","","","",""
"Daily","2009","secondary school degree","","","",""
"Daily","2009","college entrance qualification","","","",""
"Daily","2009","Other degree","","","",""
"Daily","2009","no degree/no degree yet","","","",""
"Min 1x per week","2009","lower secondary degree","","","",""
"Min 1x per week","2009","secondary school degree","","","",""
"Min 1x per week","2009","college entrance qualification","","","",""
"Min 1x per week","2009","Other degree","","","",""
"Min 1x per week","2009","no degree/no degree yet","","","",""
"Min 1x per month","2009","lower secondary degree","","","",""
"Min 1x per month","2009","secondary school degree","","","",""
"Min 1x per month","2009","college entrance qualification","","","",""
"Min 1x per month","2009","Other degree","","","",""
"Min 1x per month","2009","no degree/no degree yet","","","",""
"Rarely","2009","lower secondary degree","","","",""
"Rarely","2009","secondary school degree","","","",""
"Rarely","2009","college entrance qualification","","","",""
"Rarely","2009","Other degree","","","",""
"Rarely","2009","no degree/no degree yet","","","",""
"Never","2009","lower secondary degree","","","",""
"Never","2009","secondary school degree","","","",""
"Never","2009","college entrance qualification","","","",""
"Never","2009","Other degree","","","",""
"Never","2009","no degree/no degree yet","","","",""
"Daily","2010","lower secondary degree","","","",""
"Daily","2010","secondary school degree","","","",""
