"pli0081","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","indirect migration background","(2a) intermediate vocational","10","","",""
"Min 1x per week","1990","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","1990","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","no migration background","(0) in school","44","0.424075792077471","0.327214000225155","0.520937583929787"
"Min 1x per month","1990","no migration background","(1a) inadequately completed","14","","",""
"Min 1x per month","1990","no migration background","(1b) general elementary school","380","0.300634148136108","0.275163805840956","0.32610449043126"
"Min 1x per month","1990","no migration background","(1c) basic vocational qualification","866","0.329011946512939","0.310927298499706","0.347096594526171"
"Min 1x per month","1990","no migration background","(2b) intermediate general qualification","97","0.368402837561253","0.311494602279128","0.425311072843378"
"Min 1x per month","1990","no migration background","(2a) intermediate vocational","391","0.331490066189209","0.304306211300055","0.358673921078363"
"Min 1x per month","1990","no migration background","(2c_gen) general maturity certificate","67","0.287614897330198","0.229116054410833","0.346113740249562"
"Min 1x per month","1990","no migration background","(2c_voc) vocational maturity certificate","109","0.374122029163313","0.318809196581614","0.429434861745011"
"Min 1x per month","1990","no migration background","(3a) lower tertiary education","64","0.286669625349478","0.225215276467642","0.348123974231315"
"Min 1x per month","1990","no migration background","(3b) higher tertiary education","136","0.339894909700722","0.293300725867821","0.386489093533624"
"Min 1x per month","1990","direct migration background","(0) in school","2","","",""
"Min 1x per month","1990","direct migration background","(1a) inadequately completed","108","0.156634326414108","0.127862377142578","0.185406275685638"
"Min 1x per month","1990","direct migration background","(1b) general elementary school","143","0.217088558159783","0.188644856759488","0.245532259560078"
"Min 1x per month","1990","direct migration background","(1c) basic vocational qualification","113","0.218193297172267","0.184227303804287","0.252159290540246"
"Min 1x per month","1990","direct migration background","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1990","direct migration background","(2a) intermediate vocational","29","","",""
"Min 1x per month","1990","direct migration background","(2c_gen) general maturity certificate","23","","",""
"Min 1x per month","1990","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per month","1990","direct migration background","(3a) lower tertiary education","13","","",""
"Min 1x per month","1990","direct migration background","(3b) higher tertiary education","14","","",""
"Min 1x per month","1990","indirect migration background","(0) in school","9","","",""
"Min 1x per month","1990","indirect migration background","(1a) inadequately completed","4","","",""
"Min 1x per month","1990","indirect migration background","(1b) general elementary school","19","","",""
"Min 1x per month","1990","indirect migration background","(1c) basic vocational qualification","12","","",""
"Min 1x per month","1990","indirect migration background","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1990","indirect migration background","(2a) intermediate vocational","4","","",""
"Min 1x per month","1990","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1990","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1990","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1990","no migration background","(0) in school","28","","",""
"Rarely","1990","no migration background","(1a) inadequately completed","19","","",""
"Rarely","1990","no migration background","(1b) general elementary school","260","0.210304530313685","0.187667599020319","0.232941461607051"
"Rarely","1990","no migration background","(1c) basic vocational qualification","546","0.220643938986962","0.204682913456598","0.236604964517326"
"Rarely","1990","no migration background","(2b) intermediate general qualification","57","0.191719614356699","0.145277942733684","0.238161285979714"
"Rarely","1990","no migration background","(2a) intermediate vocational","251","0.232085228047799","0.207707001314231","0.256463454781368"
"Rarely","1990","no migration background","(2c_gen) general maturity certificate","73","0.300639704098512","0.241380225343978","0.359899182853047"
"Rarely","1990","no migration background","(2c_voc) vocational maturity certificate","74","0.251208069238628","0.20163203347594","0.300784105001316"
"Rarely","1990","no migration background","(3a) lower tertiary education","58","0.259407649837275","0.199841788800787","0.318973510873763"
"Rarely","1990","no migration background","(3b) higher tertiary education","131","0.32074247965968","0.274828143821106","0.366656815498254"
"Rarely","1990","direct migration background","(0) in school","9","","",""
"Rarely","1990","direct migration background","(1a) inadequately completed","101","0.182039922360949","0.151493016373488","0.212586828348409"
"Rarely","1990","direct migration background","(1b) general elementary school","136","0.186088916079845","0.159237941206473","0.212939890953217"
"Rarely","1990","direct migration background","(1c) basic vocational qualification","137","0.272447561055888","0.235833530818887","0.30906159129289"
"Rarely","1990","direct migration background","(2b) intermediate general qualification","14","","",""
"Rarely","1990","direct migration background","(2a) intermediate vocational","23","","",""
"Rarely","1990","direct migration background","(2c_gen) general maturity certificate","20","","",""
"Rarely","1990","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Rarely","1990","direct migration background","(3a) lower tertiary education","8","","",""
"Rarely","1990","direct migration background","(3b) higher tertiary education","23","","",""
"Rarely","1990","indirect migration background","(0) in school","6","","",""
"Rarely","1990","indirect migration background","(1a) inadequately completed","1","","",""
"Rarely","1990","indirect migration background","(1b) general elementary school","16","","",""
"Rarely","1990","indirect migration background","(1c) basic vocational qualification","6","","",""
"Rarely","1990","indirect migration background","(2b) intermediate general qualification","12","","",""
"Rarely","1990","indirect migration background","(2a) intermediate vocational","2","","",""
"Rarely","1990","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Rarely","1990","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1990","indirect migration background","(3b) higher tertiary education","2","","",""
"Never","1990","no migration background","(0) in school","5","","",""
"Never","1990","no migration background","(1a) inadequately completed","1","","",""
"Never","1990","no migration background","(1b) general elementary school","33","0.0299935952990283","0.0205189059415714","0.0394682846564853"
"Never","1990","no migration background","(1c) basic vocational qualification","42","0.0183701477274342","0.0132014987850308","0.0235387966698377"
"Never","1990","no migration background","(2b) intermediate general qualification","9","","",""
"Never","1990","no migration background","(2a) intermediate vocational","15","","",""
"Never","1990","no migration background","(2c_gen) general maturity certificate","12","","",""
"Never","1990","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"Never","1990","no migration background","(3a) lower tertiary education","3","","",""
"Never","1990","no migration background","(3b) higher tertiary education","4","","",""
"Never","1990","direct migration background","(0) in school","3","","",""
"Never","1990","direct migration background","(1a) inadequately completed","65","0.145950629058707","0.118001882987039","0.173899375130375"
"Never","1990","direct migration background","(1b) general elementary school","83","0.0741751640500879","0.05609489058776","0.0922554375124158"
"Never","1990","direct migration background","(1c) basic vocational qualification","44","0.0579145286295274","0.0387051711246913","0.0771238861343636"
"Never","1990","direct migration background","(2b) intermediate general qualification","3","","",""
"Never","1990","direct migration background","(2a) intermediate vocational","1","","",""
"Never","1990","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Never","1990","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Never","1990","direct migration background","(3a) lower tertiary education","","","",""
"Never","1990","direct migration background","(3b) higher tertiary education","4","","",""
"Never","1990","indirect migration background","(0) in school","4","","",""
"Never","1990","indirect migration background","(1a) inadequately completed","2","","",""
"Never","1990","indirect migration background","(1b) general elementary school","5","","",""
"Never","1990","indirect migration background","(1c) basic vocational qualification","4","","",""
"Never","1990","indirect migration background","(2b) intermediate general qualification","3","","",""
"Never","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1991","no migration background","(0) in school","","","",""
"Daily","1991","no migration background","(1a) inadequately completed","","","",""
"Daily","1991","no migration background","(1b) general elementary school","","","",""
"Daily","1991","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","no migration background","(2a) intermediate vocational","","","",""
"Daily","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no migration background","(3a) lower tertiary education","","","",""
"Daily","1991","no migration background","(3b) higher tertiary education","","","",""
"Daily","1991","direct migration background","(0) in school","","","",""
"Daily","1991","direct migration background","(1a) inadequately completed","","","",""
"Daily","1991","direct migration background","(1b) general elementary school","","","",""
"Daily","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1991","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1991","indirect migration background","(0) in school","","","",""
"Daily","1991","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1991","indirect migration background","(1b) general elementary school","","","",""
"Daily","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no migration background","(0) in school","","","",""
"Min 1x per week","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(0) in school","","","",""
"Min 1x per week","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(0) in school","","","",""
"Min 1x per week","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","no migration background","(0) in school","","","",""
"Min 1x per month","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(0) in school","","","",""
"Min 1x per month","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(0) in school","","","",""
"Min 1x per month","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","no migration background","(0) in school","","","",""
"Rarely","1991","no migration background","(1a) inadequately completed","","","",""
"Rarely","1991","no migration background","(1b) general elementary school","","","",""
"Rarely","1991","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","direct migration background","(0) in school","","","",""
"Rarely","1991","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1991","direct migration background","(1b) general elementary school","","","",""
"Rarely","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","indirect migration background","(0) in school","","","",""
"Rarely","1991","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1991","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1991","no migration background","(0) in school","","","",""
"Never","1991","no migration background","(1a) inadequately completed","","","",""
"Never","1991","no migration background","(1b) general elementary school","","","",""
"Never","1991","no migration background","(1c) basic vocational qualification","","","",""
"Never","1991","no migration background","(2b) intermediate general qualification","","","",""
"Never","1991","no migration background","(2a) intermediate vocational","","","",""
"Never","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","no migration background","(3a) lower tertiary education","","","",""
"Never","1991","no migration background","(3b) higher tertiary education","","","",""
"Never","1991","direct migration background","(0) in school","","","",""
"Never","1991","direct migration background","(1a) inadequately completed","","","",""
"Never","1991","direct migration background","(1b) general elementary school","","","",""
"Never","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1991","direct migration background","(2a) intermediate vocational","","","",""
"Never","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","direct migration background","(3a) lower tertiary education","","","",""
"Never","1991","direct migration background","(3b) higher tertiary education","","","",""
"Never","1991","indirect migration background","(0) in school","","","",""
"Never","1991","indirect migration background","(1a) inadequately completed","","","",""
"Never","1991","indirect migration background","(1b) general elementary school","","","",""
"Never","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1992","no migration background","(0) in school","","","",""
"Daily","1992","no migration background","(1a) inadequately completed","","","",""
"Daily","1992","no migration background","(1b) general elementary school","","","",""
"Daily","1992","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","no migration background","(2a) intermediate vocational","","","",""
"Daily","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","no migration background","(3a) lower tertiary education","","","",""
"Daily","1992","no migration background","(3b) higher tertiary education","","","",""
"Daily","1992","direct migration background","(0) in school","","","",""
"Daily","1992","direct migration background","(1a) inadequately completed","","","",""
"Daily","1992","direct migration background","(1b) general elementary school","","","",""
"Daily","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1992","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1992","indirect migration background","(0) in school","","","",""
"Daily","1992","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1992","indirect migration background","(1b) general elementary school","","","",""
"Daily","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","no migration background","(0) in school","","","",""
"Min 1x per week","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(0) in school","","","",""
"Min 1x per week","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(0) in school","","","",""
"Min 1x per week","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no migration background","(0) in school","","","",""
"Min 1x per month","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(0) in school","","","",""
"Min 1x per month","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","indirect migration background","(0) in school","","","",""
"Min 1x per month","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2a) intermediate vocational","","","",""
