"pli0081","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Hesse","middle vocational","37","0.0631163928499881","0.0407233611251704","0.0855094245748058","1"
"Daily","1990","Hesse","vocational + Abi","","","","","1"
"Daily","1990","Hesse","higher vocational","5","","","","1"
"Daily","1990","Hesse","higher education","5","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","in school","1","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","inadequately","5","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","general elemantary","29","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","middle vocational","34","0.105260461284262","0.071740685551086","0.138780237017438","1"
"Daily","1990","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","higher vocational","1","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","higher education","3","","","","1"
"Daily","1990","Baden-Württemberg","in school","","","","","1"
"Daily","1990","Baden-Württemberg","inadequately","26","","","","1"
"Daily","1990","Baden-Württemberg","general elemantary","61","0.135630997424791","0.106030732274708","0.165231262574873","1"
"Daily","1990","Baden-Württemberg","middle vocational","75","0.0861273957797446","0.0666743240394083","0.105580467520081","1"
"Daily","1990","Baden-Württemberg","vocational + Abi","","","","","1"
"Daily","1990","Baden-Württemberg","higher vocational","4","","","","1"
"Daily","1990","Baden-Württemberg","higher education","1","","","","1"
"Daily","1990","Bavaria","in school","2","","","","1"
"Daily","1990","Bavaria","inadequately","5","","","","1"
"Daily","1990","Bavaria","general elemantary","29","","","","1"
"Daily","1990","Bavaria","middle vocational","42","0.0546364027314932","0.0389949116904383","0.0702778937725482","1"
"Daily","1990","Bavaria","vocational + Abi","5","","","","1"
"Daily","1990","Bavaria","higher vocational","6","","","","1"
"Daily","1990","Bavaria","higher education","2","","","","1"
"Daily","1990","Berlin","in school","3","","","","1"
"Daily","1990","Berlin","inadequately","8","","","","1"
"Daily","1990","Berlin","general elemantary","6","","","","1"
"Daily","1990","Berlin","middle vocational","10","","","","1"
"Daily","1990","Berlin","vocational + Abi","1","","","","1"
"Daily","1990","Berlin","higher vocational","3","","","","1"
"Daily","1990","Berlin","higher education","","","","","1"
"Daily","1990","Brandenburg","in school","","","","","1"
"Daily","1990","Brandenburg","inadequately","","","","","1"
"Daily","1990","Brandenburg","general elemantary","","","","","1"
"Daily","1990","Brandenburg","middle vocational","","","","","1"
"Daily","1990","Brandenburg","vocational + Abi","","","","","1"
"Daily","1990","Brandenburg","higher vocational","","","","","1"
"Daily","1990","Brandenburg","higher education","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","in school","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Daily","1990","Saxony","in school","","","","","1"
"Daily","1990","Saxony","inadequately","","","","","1"
"Daily","1990","Saxony","general elemantary","","","","","1"
"Daily","1990","Saxony","middle vocational","","","","","1"
"Daily","1990","Saxony","vocational + Abi","","","","","1"
"Daily","1990","Saxony","higher vocational","","","","","1"
"Daily","1990","Saxony","higher education","","","","","1"
"Daily","1990","Saxony-Anhalt","in school","","","","","1"
"Daily","1990","Saxony-Anhalt","inadequately","","","","","1"
"Daily","1990","Saxony-Anhalt","general elemantary","","","","","1"
"Daily","1990","Saxony-Anhalt","middle vocational","","","","","1"
"Daily","1990","Saxony-Anhalt","vocational + Abi","","","","","1"
"Daily","1990","Saxony-Anhalt","higher vocational","","","","","1"
"Daily","1990","Saxony-Anhalt","higher education","","","","","1"
"Daily","1990","Thuringia","in school","","","","","1"
"Daily","1990","Thuringia","inadequately","","","","","1"
"Daily","1990","Thuringia","general elemantary","","","","","1"
"Daily","1990","Thuringia","middle vocational","","","","","1"
"Daily","1990","Thuringia","vocational + Abi","","","","","1"
"Daily","1990","Thuringia","higher vocational","","","","","1"
"Daily","1990","Thuringia","higher education","","","","","1"
"Min 1x per month","1990","Baden-Württemberg","general elemantary","121","0.274819627281502","0.236226193107509","0.313413061455494","3"
"Min 1x per month","1990","Baden-Württemberg","in school","11","","","","3"
"Min 1x per month","1990","Baden-Württemberg","inadequately","30","0.121059695729499","0.0745550149282041","0.167564376530794","3"
"Min 1x per month","1990","Hamburg","in school","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","higher education","4","","","","3"
"Min 1x per month","1990","Hamburg","general elemantary","5","","","","3"
"Min 1x per month","1990","Hamburg","middle vocational","28","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","general elemantary","59","0.293989210442775","0.232949485298255","0.355028935587295","3"
"Min 1x per month","1990","Hamburg","vocational + Abi","","","","","3"
"Min 1x per month","1990","Hamburg","inadequately","1","","","","3"
"Min 1x per month","1990","Hesse","higher vocational","11","","","","3"
"Min 1x per month","1990","Baden-Württemberg","higher vocational","29","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","higher vocational","7","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","inadequately","5","","","","3"
"Min 1x per month","1990","Baden-Württemberg","vocational + Abi","19","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","higher vocational","66","0.469202244274883","0.385329043639763","0.553075444910003","3"
"Min 1x per month","1990","North Rhine-Westphalia","higher education","64","0.32975994621504","0.264276785043861","0.395243107386218","3"
"Min 1x per month","1990","Hesse","in school","1","","","","3"
"Min 1x per month","1990","Hesse","inadequately","18","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","in school","1","","","","3"
"Min 1x per month","1990","Baden-Württemberg","middle vocational","222","0.306008458893832","0.274054953705045","0.33796196408262","3"
"Min 1x per month","1990","Hesse","higher education","27","","","","3"
"Min 1x per month","1990","Hamburg","higher education","5","","","","3"
"Min 1x per month","1990","Lower Saxony","in school","6","","","","3"
"Min 1x per month","1990","Lower Saxony","inadequately","6","","","","3"
"Min 1x per month","1990","Lower Saxony","general elemantary","78","0.328458642654419","0.269769567407447","0.387147717901391","3"
"Min 1x per month","1990","Lower Saxony","middle vocational","169","0.349441377141082","0.307607491859188","0.391275262422976","3"
"Min 1x per month","1990","Lower Saxony","vocational + Abi","8","","","","3"
"Min 1x per month","1990","Lower Saxony","higher vocational","28","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","general elemantary","152","0.282167426349688","0.246798822389282","0.317536030310095","3"
"Min 1x per month","1990","North Rhine-Westphalia","middle vocational","368","0.317384833018135","0.291308985457806","0.343460680578463","3"
"Min 1x per month","1990","North Rhine-Westphalia","vocational + Abi","26","","","","3"
"Min 1x per month","1990","Hesse","general elemantary","64","0.273816938070673","0.220229809661768","0.327404066479577","3"
"Min 1x per month","1990","Hesse","middle vocational","132","0.307214747491664","0.264731340611283","0.349698154372045","3"
"Min 1x per month","1990","Hesse","vocational + Abi","15","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","middle vocational","82","0.259921124703829","0.212016223599987","0.307826025807671","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher vocational","4","","","","3"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher education","14","","","","3"
"Min 1x per month","1990","Hamburg","higher vocational","2","","","","3"
"Min 1x per month","1990","Lower Saxony","higher education","27","","","","3"
"Min 1x per month","1990","Bremen","in school","","","","","3"
"Min 1x per month","1990","Bremen","inadequately","","","","","3"
"Min 1x per month","1990","Bremen","general elemantary","11","","","","3"
"Min 1x per month","1990","Bremen","middle vocational","18","","","","3"
"Min 1x per month","1990","Bremen","vocational + Abi","1","","","","3"
"Min 1x per month","1990","Bremen","higher vocational","2","","","","3"
"Min 1x per month","1990","Bremen","higher education","1","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","in school","22","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","inadequately","37","0.208610125059339","0.150683246679345","0.266537003439334","3"
"Min 1x per month","1990","Brandenburg","vocational + Abi","","","","","3"
"Min 1x per month","1990","Brandenburg","higher vocational","","","","","3"
"Min 1x per month","1990","Brandenburg","higher education","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","in school","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Min 1x per month","1990","Saxony","in school","","","","","3"
"Min 1x per month","1990","Saxony","inadequately","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","in school","3","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","inadequately","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","general elemantary","17","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","middle vocational","73","0.448088110104828","0.370790491547008","0.525385728662648","3"
"Min 1x per month","1990","Schleswig-Holstein","vocational + Abi","4","","","","3"
"Min 1x per month","1990","Baden-Württemberg","higher education","28","","","","3"
"Min 1x per month","1990","Bavaria","in school","10","","","","3"
"Min 1x per month","1990","Bavaria","inadequately","18","","","","3"
"Min 1x per month","1990","Bavaria","general elemantary","123","0.364845211842693","0.317551797531817","0.41213862615357","3"
"Min 1x per month","1990","Bavaria","middle vocational","247","0.294452577835839","0.263083016258307","0.325822139413371","3"
"Min 1x per month","1990","Bavaria","vocational + Abi","14","","","","3"
"Min 1x per month","1990","Bavaria","higher vocational","30","0.317367593812998","0.221206016884334","0.413529170741663","3"
"Min 1x per month","1990","Bavaria","higher education","46","0.347471627153524","0.267148505050991","0.427794749256058","3"
"Min 1x per month","1990","Berlin","in school","1","","","","3"
"Min 1x per month","1990","Berlin","inadequately","2","","","","3"
"Min 1x per month","1990","Berlin","general elemantary","21","","","","3"
"Min 1x per month","1990","Berlin","middle vocational","47","0.353672923127493","0.273903651051815","0.433442195203171","3"
"Min 1x per month","1990","Berlin","vocational + Abi","1","","","","3"
"Min 1x per month","1990","Berlin","higher vocational","8","","","","3"
"Min 1x per month","1990","Berlin","higher education","12","","","","3"
"Min 1x per month","1990","Brandenburg","in school","","","","","3"
"Min 1x per month","1990","Brandenburg","inadequately","","","","","3"
"Min 1x per month","1990","Brandenburg","general elemantary","","","","","3"
"Min 1x per month","1990","Brandenburg","middle vocational","","","","","3"
"Min 1x per month","1990","Saxony","general elemantary","","","","","3"
"Min 1x per month","1990","Saxony","middle vocational","","","","","3"
"Min 1x per month","1990","Saxony","vocational + Abi","","","","","3"
"Min 1x per month","1990","Saxony","higher vocational","","","","","3"
"Min 1x per month","1990","Saxony","higher education","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","in school","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","inadequately","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","general elemantary","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","middle vocational","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","vocational + Abi","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","higher vocational","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","higher education","","","","","3"
"Min 1x per month","1990","Thuringia","in school","","","","","3"
"Min 1x per month","1990","Thuringia","inadequately","","","","","3"
"Min 1x per month","1990","Thuringia","general elemantary","","","","","3"
"Min 1x per month","1990","Thuringia","middle vocational","","","","","3"
"Min 1x per month","1990","Thuringia","vocational + Abi","","","","","3"
"Min 1x per month","1990","Thuringia","higher vocational","","","","","3"
"Min 1x per month","1990","Thuringia","higher education","","","","","3"
"Min 1x per week","1990","Bremen","general elemantary","9","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","higher education","4","","","","2"
"Min 1x per week","1990","Hamburg","inadequately","1","","","","2"
"Min 1x per week","1990","Bremen","middle vocational","15","","","","2"
"Min 1x per week","1990","Lower Saxony","higher vocational","20","","","","2"
"Min 1x per week","1990","Lower Saxony","higher education","19","","","","2"
"Min 1x per week","1990","Bremen","in school","","","","","2"
"Min 1x per week","1990","Hamburg","in school","1","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","higher vocational","8","","","","2"
"Min 1x per week","1990","Hamburg","middle vocational","30","0.300527669800158","0.206326803546303","0.394728536054012","2"
"Min 1x per week","1990","Bremen","vocational + Abi","4","","","","2"
"Min 1x per week","1990","Lower Saxony","in school","1","","","","2"
"Min 1x per week","1990","Lower Saxony","general elemantary","85","0.305874114085524","0.2482941989966","0.363454029174448","2"
"Min 1x per week","1990","Bremen","inadequately","","","","","2"
"Min 1x per week","1990","Hamburg","general elemantary","18","","","","2"
"Min 1x per week","1990","Bremen","higher education","1","","","","2"
"Min 1x per week","1990","Lower Saxony","inadequately","20","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","inadequately","78","0.364997555958305","0.29636188784356","0.433633224073049","2"
"Min 1x per week","1990","Lower Saxony","middle vocational","175","0.338493101619573","0.296974767638752","0.380011435600394","2"
"Min 1x per week","1990","Lower Saxony","vocational + Abi","7","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","in school","15","","","","2"
"Min 1x per week","1990","Bremen","higher vocational","1","","","","2"
"Min 1x per week","1990","Hamburg","vocational + Abi","3","","","","2"
"Min 1x per week","1990","Hamburg","higher vocational","5","","","","2"
"Min 1x per week","1990","Hamburg","higher education","5","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","in school","","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","inadequately","2","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","general elemantary","21","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","general elemantary","234","0.36183405840314","0.324070367730638","0.399597749075642","2"
"Min 1x per week","1990","North Rhine-Westphalia","middle vocational","518","0.414816286369454","0.387214868186296","0.442417704552612","2"
"Min 1x per week","1990","North Rhine-Westphalia","vocational + Abi","36","0.412422196367013","0.307771448980933","0.517072943753094","2"
"Min 1x per week","1990","North Rhine-Westphalia","higher vocational","38","0.283797126545121","0.208026537528008","0.359567715562234","2"
"Min 1x per week","1990","Hesse","middle vocational","143","0.309304027232802","0.266740732415808","0.351867322049796","2"
"Min 1x per week","1990","Hesse","vocational + Abi","10","","","","2"
"Min 1x per week","1990","Hesse","higher vocational","13","","","","2"
"Min 1x per week","1990","Hesse","higher education","26","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","in school","1","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","inadequately","24","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","general elemantary","89","0.399260659144957","0.33364424381363","0.464877074476285","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","middle vocational","136","0.40586077031676","0.352225211816056","0.459496328817464","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","vocational + Abi","5","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher vocational","6","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher education","12","","","","2"
"Min 1x per week","1990","Baden-Württemberg","in school","3","","","","2"
"Min 1x per week","1990","Baden-Württemberg","inadequately","92","0.386101283689734","0.31669222185219","0.455510345527277","2"
"Min 1x per week","1990","Baden-Württemberg","general elemantary","203","0.352720452671181","0.311413058837231","0.394027846505131","2"
"Min 1x per week","1990","Baden-Württemberg","middle vocational","323","0.373015689902165","0.339483139373414","0.406548240430915","2"
"Min 1x per week","1990","Baden-Württemberg","vocational + Abi","20","","","","2"
"Min 1x per week","1990","Baden-Württemberg","higher vocational","42","0.462938835383657","0.364218019673629","0.561659651093684","2"
"Min 1x per week","1990","Schleswig-Holstein","middle vocational","44","0.28183095902601","0.211901975115438","0.351759942936583","2"
"Min 1x per week","1990","Schleswig-Holstein","vocational + Abi","1","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","higher education","64","0.352214585268405","0.285681946770115","0.418747223766696","2"
"Min 1x per week","1990","Hesse","in school","6","","","","2"
"Min 1x per week","1990","Hesse","inadequately","22","","","","2"
"Min 1x per week","1990","Hesse","general elemantary","108","0.369055757055166","0.31106633827126","0.427045175839071","2"
"Min 1x per week","1990","Baden-Württemberg","higher education","33","0.335842867788242","0.242810520446777","0.428875215129707","2"
"Min 1x per week","1990","Bavaria","in school","8","","","","2"
"Min 1x per week","1990","Bavaria","inadequately","19","","","","2"
"Min 1x per week","1990","Bavaria","general elemantary","151","0.347108251170685","0.30033908643731","0.39387741590406","2"
"Min 1x per week","1990","Bavaria","middle vocational","299","0.363598670725847","0.330492088659064","0.396705252792629","2"
"Min 1x per week","1990","Bavaria","vocational + Abi","15","","","","2"
"Min 1x per week","1990","Bavaria","higher vocational","25","","","","2"
"Min 1x per week","1990","Brandenburg","higher vocational","","","","","2"
"Min 1x per week","1990","Brandenburg","higher education","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","in school","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Min 1x per week","1990","Saxony","in school","","","","","2"
"Min 1x per week","1990","Saxony","inadequately","","","","","2"
"Min 1x per week","1990","Saxony","general elemantary","","","","","2"
"Min 1x per week","1990","Saxony","middle vocational","","","","","2"
"Min 1x per week","1990","Saxony","vocational + Abi","","","","","2"
"Min 1x per week","1990","Saxony","higher vocational","","","","","2"
"Min 1x per week","1990","Saxony","higher education","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","in school","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","inadequately","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","general elemantary","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","middle vocational","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","vocational + Abi","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","higher vocational","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","higher education","","","","","2"
"Min 1x per week","1990","Thuringia","in school","","","","","2"
"Min 1x per week","1990","Thuringia","inadequately","","","","","2"
"Min 1x per week","1990","Thuringia","general elemantary","","","","","2"
"Min 1x per week","1990","Thuringia","middle vocational","","","","","2"
"Min 1x per week","1990","Thuringia","vocational + Abi","","","","","2"
"Min 1x per week","1990","Thuringia","higher vocational","","","","","2"
"Min 1x per week","1990","Thuringia","higher education","","","","","2"
"Min 1x per week","1990","Bavaria","higher education","46","0.35647639527601","0.27568244617843","0.43727034437359","2"
"Min 1x per week","1990","Berlin","in school","4","","","","2"
"Min 1x per week","1990","Berlin","inadequately","9","","","","2"
"Min 1x per week","1990","Berlin","general elemantary","31","0.388971001200496","0.281467138595456","0.496474863805535","2"
"Min 1x per week","1990","Berlin","middle vocational","44","0.347428059537957","0.267985140921971","0.426870978153942","2"
"Min 1x per week","1990","Berlin","vocational + Abi","7","","","","2"
"Min 1x per week","1990","Berlin","higher vocational","3","","","","2"
"Min 1x per week","1990","Berlin","higher education","6","","","","2"
"Min 1x per week","1990","Brandenburg","in school","","","","","2"
"Min 1x per week","1990","Brandenburg","inadequately","","","","","2"
"Min 1x per week","1990","Brandenburg","general elemantary","","","","","2"
"Min 1x per week","1990","Brandenburg","middle vocational","","","","","2"
"Min 1x per week","1990","Brandenburg","vocational + Abi","","","","","2"
"Never","1990","Hamburg","in school","","","","","5"
"Never","1990","Baden-Württemberg","inadequately","13","","","","5"
"Never","1990","Schleswig-Holstein","higher education","","","","","5"
"Never","1990","North Rhine-Westphalia","middle vocational","31","0.0180532129900018","0.0105942472599665","0.0255121787200371","5"
"Never","1990","Baden-Württemberg","in school","","","","","5"
"Never","1990","Hamburg","inadequately","2","","","","5"
"Never","1990","Schleswig-Holstein","higher vocational","1","","","","5"
"Never","1990","Saxony-Anhalt","middle vocational","","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","general elemantary","2","","","","5"
"Never","1990","Lower Saxony","in school","1","","","","5"
"Never","1990","North Rhine-Westphalia","higher vocational","","","","","5"
"Never","1990","Baden-Württemberg","general elemantary","29","","","","5"
"Never","1990","Hamburg","higher education","","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","inadequately","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","higher vocational","1","","","","5"
"Never","1990","Bavaria","general elemantary","15","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","middle vocational","9","","","","5"
"Never","1990","Baden-Württemberg","middle vocational","19","","","","5"
"Never","1990","Baden-Württemberg","vocational + Abi","2","","","","5"
"Never","1990","Bavaria","in school","1","","","","5"
"Never","1990","Bavaria","inadequately","7","","","","5"
"Never","1990","North Rhine-Westphalia","general elemantary","45","0.0381547080852399","0.0230997490532959","0.0532096671171839","5"
"Never","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"Never","1990","North Rhine-Westphalia","higher education","2","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"Never","1990","Saxony-Anhalt","general elemantary","","","","","5"
"Never","1990","Berlin","inadequately","2","","","","5"
"Never","1990","Berlin","general elemantary","4","","","","5"
"Never","1990","Baden-Württemberg","higher vocational","","","","","5"
"Never","1990","Hesse","higher education","1","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Never","1990","Bavaria","vocational + Abi","1","","","","5"
"Never","1990","Bavaria","higher vocational","3","","","","5"
"Never","1990","Brandenburg","higher vocational","","","","","5"
"Never","1990","Baden-Württemberg","higher education","2","","","","5"
"Never","1990","Berlin","vocational + Abi","1","","","","5"
"Never","1990","Brandenburg","higher education","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","in school","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"Never","1990","Hamburg","general elemantary","2","","","","5"
"Never","1990","Hamburg","middle vocational","7","","","","5"
"Never","1990","Hamburg","vocational + Abi","1","","","","5"
"Never","1990","Hamburg","higher vocational","1","","","","5"
"Never","1990","Lower Saxony","inadequately","5","","","","5"
"Never","1990","Lower Saxony","general elemantary","10","","","","5"
"Never","1990","Lower Saxony","middle vocational","14","","","","5"
"Never","1990","Lower Saxony","vocational + Abi","1","","","","5"
"Never","1990","Bremen","in school","","","","","5"
"Never","1990","Bremen","inadequately","2","","","","5"
"Never","1990","Bremen","general elemantary","5","","","","5"
"Never","1990","Bremen","middle vocational","1","","","","5"
"Never","1990","Berlin","middle vocational","7","","","","5"
"Never","1990","Bremen","higher vocational","","","","","5"
"Never","1990","Bremen","higher education","","","","","5"
"Never","1990","North Rhine-Westphalia","in school","5","","","","5"
"Never","1990","North Rhine-Westphalia","inadequately","25","","","","5"
"Never","1990","North Rhine-Westphalia","vocational + Abi","4","","","","5"
"Never","1990","Hesse","in school","4","","","","5"
"Never","1990","Hesse","inadequately","7","","","","5"
"Never","1990","Hesse","general elemantary","20","","","","5"
"Never","1990","Hesse","middle vocational","17","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Never","1990","Hesse","higher vocational","","","","","5"
"Never","1990","Bavaria","middle vocational","24","","","","5"
"Never","1990","Lower Saxony","higher vocational","","","","","5"
"Never","1990","Lower Saxony","higher education","1","","","","5"
"Never","1990","Bremen","vocational + Abi","","","","","5"
"Never","1990","Hesse","vocational + Abi","3","","","","5"
"Never","1990","Bavaria","higher education","4","","","","5"
"Never","1990","Berlin","in school","","","","","5"
"Never","1990","Berlin","higher vocational","1","","","","5"
"Never","1990","Berlin","higher education","1","","","","5"
"Never","1990","Brandenburg","in school","","","","","5"
"Never","1990","Brandenburg","inadequately","","","","","5"
"Never","1990","Brandenburg","general elemantary","","","","","5"
"Never","1990","Brandenburg","middle vocational","","","","","5"
"Never","1990","Brandenburg","vocational + Abi","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Never","1990","Saxony","in school","","","","","5"
"Never","1990","Saxony","inadequately","","","","","5"
"Never","1990","Saxony","general elemantary","","","","","5"
"Never","1990","Saxony","middle vocational","","","","","5"
"Never","1990","Saxony","vocational + Abi","","","","","5"
"Never","1990","Saxony","higher vocational","","","","","5"
"Never","1990","Saxony","higher education","","","","","5"
"Never","1990","Saxony-Anhalt","in school","","","","","5"
"Never","1990","Saxony-Anhalt","inadequately","","","","","5"
