"pli0081","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","35-65 y.","Female","97","0.0271836191422513","0.0206421272177841","0.0337251110667186","5"
"Never","1990","66 and older","Male","16","","","","5"
"Never","1990","66 and older","Female","23","","","","5"
"Rarely","1990","16-34 y.","Female","327","0.189122986568198","0.170961264841626","0.207284708294771","4"
"Rarely","1990","35-65 y.","Male","635","0.277187197518486","0.259279408377323","0.295094986659649","4"
"Rarely","1990","16-34 y.","Male","402","0.231974164791345","0.212786765177726","0.251161564404963","4"
"Rarely","1990","66 and older","Male","100","0.260881244186413","0.218684400627957","0.303078087744869","4"
"Rarely","1990","35-65 y.","Female","515","0.22452994537575","0.207744711957766","0.241315178793735","4"
"Rarely","1990","66 and older","Female","123","0.203734916579854","0.172530240912724","0.234939592246984","4"
"Daily","1991","16-34 y.","Male","","","","","1"
"Daily","1991","16-34 y.","Female","","","","","1"
"Daily","1991","35-65 y.","Male","","","","","1"
"Daily","1991","35-65 y.","Female","","","","","1"
"Daily","1991","66 and older","Male","","","","","1"
"Daily","1991","66 and older","Female","","","","","1"
"Min 1x per month","1991","16-34 y.","Female","","","","","3"
"Min 1x per month","1991","16-34 y.","Male","","","","","3"
"Min 1x per month","1991","35-65 y.","Male","","","","","3"
"Min 1x per month","1991","35-65 y.","Female","","","","","3"
"Min 1x per month","1991","66 and older","Male","","","","","3"
"Min 1x per month","1991","66 and older","Female","","","","","3"
"Min 1x per week","1991","16-34 y.","Male","","","","","2"
"Min 1x per week","1991","16-34 y.","Female","","","","","2"
"Min 1x per week","1991","35-65 y.","Male","","","","","2"
"Min 1x per week","1991","35-65 y.","Female","","","","","2"
"Min 1x per week","1991","66 and older","Male","","","","","2"
"Min 1x per week","1991","66 and older","Female","","","","","2"
"Never","1991","16-34 y.","Male","","","","","5"
"Never","1991","16-34 y.","Female","","","","","5"
"Never","1991","35-65 y.","Male","","","","","5"
"Never","1991","35-65 y.","Female","","","","","5"
"Never","1991","66 and older","Male","","","","","5"
"Never","1991","66 and older","Female","","","","","5"
"Rarely","1991","16-34 y.","Female","","","","","4"
"Rarely","1991","16-34 y.","Male","","","","","4"
"Rarely","1991","35-65 y.","Male","","","","","4"
"Rarely","1991","35-65 y.","Female","","","","","4"
"Rarely","1991","66 and older","Male","","","","","4"
"Rarely","1991","66 and older","Female","","","","","4"
"Daily","1992","16-34 y.","Male","","","","","1"
"Daily","1992","16-34 y.","Female","","","","","1"
"Daily","1992","35-65 y.","Male","","","","","1"
"Daily","1992","35-65 y.","Female","","","","","1"
"Daily","1992","66 and older","Male","","","","","1"
"Daily","1992","66 and older","Female","","","","","1"
"Min 1x per month","1992","16-34 y.","Female","","","","","3"
"Min 1x per month","1992","16-34 y.","Male","","","","","3"
"Min 1x per month","1992","35-65 y.","Male","","","","","3"
"Min 1x per month","1992","35-65 y.","Female","","","","","3"
"Min 1x per month","1992","66 and older","Male","","","","","3"
"Min 1x per month","1992","66 and older","Female","","","","","3"
"Min 1x per week","1992","16-34 y.","Male","","","","","2"
"Min 1x per week","1992","35-65 y.","Male","","","","","2"
"Min 1x per week","1992","16-34 y.","Female","","","","","2"
"Min 1x per week","1992","66 and older","Male","","","","","2"
"Min 1x per week","1992","35-65 y.","Female","","","","","2"
"Min 1x per week","1992","66 and older","Female","","","","","2"
"Never","1992","16-34 y.","Male","","","","","5"
"Never","1992","16-34 y.","Female","","","","","5"
"Never","1992","35-65 y.","Male","","","","","5"
"Never","1992","35-65 y.","Female","","","","","5"
"Never","1992","66 and older","Male","","","","","5"
"Never","1992","66 and older","Female","","","","","5"
"Rarely","1992","16-34 y.","Male","","","","","4"
"Rarely","1992","16-34 y.","Female","","","","","4"
"Rarely","1992","35-65 y.","Male","","","","","4"
"Rarely","1992","35-65 y.","Female","","","","","4"
"Rarely","1992","66 and older","Male","","","","","4"
"Rarely","1992","66 and older","Female","","","","","4"
"Daily","1993","16-34 y.","Male","","","","","1"
"Daily","1993","16-34 y.","Female","","","","","1"
"Daily","1993","35-65 y.","Male","","","","","1"
"Daily","1993","35-65 y.","Female","","","","","1"
"Daily","1993","66 and older","Male","","","","","1"
"Daily","1993","66 and older","Female","","","","","1"
"Min 1x per month","1993","16-34 y.","Male","","","","","3"
"Min 1x per month","1993","16-34 y.","Female","","","","","3"
"Min 1x per month","1993","35-65 y.","Male","","","","","3"
"Min 1x per month","1993","35-65 y.","Female","","","","","3"
"Min 1x per month","1993","66 and older","Male","","","","","3"
"Min 1x per month","1993","66 and older","Female","","","","","3"
"Min 1x per week","1993","16-34 y.","Male","","","","","2"
"Min 1x per week","1993","16-34 y.","Female","","","","","2"
"Min 1x per week","1993","35-65 y.","Male","","","","","2"
"Min 1x per week","1993","35-65 y.","Female","","","","","2"
"Min 1x per week","1993","66 and older","Male","","","","","2"
"Min 1x per week","1993","66 and older","Female","","","","","2"
"Never","1993","16-34 y.","Male","","","","","5"
"Never","1993","16-34 y.","Female","","","","","5"
"Never","1993","35-65 y.","Male","","","","","5"
"Never","1993","35-65 y.","Female","","","","","5"
"Never","1993","66 and older","Male","","","","","5"
"Never","1993","66 and older","Female","","","","","5"
"Rarely","1993","16-34 y.","Male","","","","","4"
"Rarely","1993","16-34 y.","Female","","","","","4"
"Rarely","1993","35-65 y.","Male","","","","","4"
"Rarely","1993","35-65 y.","Female","","","","","4"
"Rarely","1993","66 and older","Male","","","","","4"
"Rarely","1993","66 and older","Female","","","","","4"
"Daily","1994","16-34 y.","Male","","","","","1"
"Daily","1994","16-34 y.","Female","","","","","1"
"Daily","1994","35-65 y.","Male","","","","","1"
"Daily","1994","35-65 y.","Female","","","","","1"
"Daily","1994","66 and older","Male","","","","","1"
"Daily","1994","66 and older","Female","","","","","1"
"Min 1x per month","1994","16-34 y.","Female","","","","","3"
"Min 1x per month","1994","16-34 y.","Male","","","","","3"
"Min 1x per month","1994","35-65 y.","Male","","","","","3"
"Min 1x per month","1994","35-65 y.","Female","","","","","3"
"Min 1x per month","1994","66 and older","Female","","","","","3"
"Min 1x per month","1994","66 and older","Male","","","","","3"
"Min 1x per week","1994","16-34 y.","Male","","","","","2"
"Min 1x per week","1994","16-34 y.","Female","","","","","2"
"Min 1x per week","1994","35-65 y.","Male","","","","","2"
"Min 1x per week","1994","35-65 y.","Female","","","","","2"
"Min 1x per week","1994","66 and older","Female","","","","","2"
"Min 1x per week","1994","66 and older","Male","","","","","2"
"Never","1994","16-34 y.","Male","","","","","5"
"Never","1994","16-34 y.","Female","","","","","5"
"Never","1994","35-65 y.","Male","","","","","5"
"Never","1994","35-65 y.","Female","","","","","5"
"Never","1994","66 and older","Male","","","","","5"
"Never","1994","66 and older","Female","","","","","5"
"Rarely","1994","16-34 y.","Female","","","","","4"
"Rarely","1994","16-34 y.","Male","","","","","4"
"Rarely","1994","35-65 y.","Female","","","","","4"
"Rarely","1994","35-65 y.","Male","","","","","4"
"Rarely","1994","66 and older","Male","","","","","4"
"Rarely","1994","66 and older","Female","","","","","4"
"Daily","1995","16-34 y.","Male","203","0.0688496762603141","0.0587908187855628","0.0789085337350654","1"
"Daily","1995","16-34 y.","Female","241","0.0883221234684158","0.0771966008259043","0.0994476461109273","1"
"Daily","1995","35-65 y.","Male","193","0.0459302229873942","0.0388751642219205","0.0529852817528679","1"
"Daily","1995","35-65 y.","Female","281","0.069780382538874","0.0612652497851285","0.0782955152926194","1"
"Daily","1995","66 and older","Male","54","0.103228363082554","0.0785940909161121","0.127862635248995","1"
"Daily","1995","66 and older","Female","117","0.129867269175833","0.108536009111798","0.151198529239868","1"
"Min 1x per month","1995","16-34 y.","Male","670","0.298464075197292","0.280285543820513","0.31664260657407","3"
"Min 1x per month","1995","16-34 y.","Female","676","0.285317311805835","0.267612730693632","0.303021892918038","3"
"Min 1x per month","1995","35-65 y.","Male","1087","0.332089498400551","0.316216901156611","0.347962095644491","3"
"Min 1x per month","1995","35-65 y.","Female","1012","0.29497702899759","0.279735528122815","0.310218529872365","3"
"Min 1x per month","1995","66 and older","Male","169","0.295717758291514","0.258768021027349","0.332667495555678","3"
"Min 1x per month","1995","66 and older","Female","234","0.234497175508708","0.20761179976662","0.261382551250796","3"
"Min 1x per week","1995","16-34 y.","Male","1019","0.387840333196263","0.368482950075753","0.407197716316773","2"
"Min 1x per week","1995","16-34 y.","Female","1113","0.423086351649327","0.403716117190494","0.442456586108159","2"
"Min 1x per week","1995","35-65 y.","Male","1234","0.343278303907483","0.327276271360176","0.359280336454789","2"
"Min 1x per week","1995","35-65 y.","Female","1390","0.404415238689509","0.388012455379247","0.420818021999771","2"
"Min 1x per week","1995","66 and older","Male","225","0.348455489552523","0.309877021007468","0.387033958097579","2"
"Min 1x per week","1995","66 and older","Female","384","0.382934779199723","0.352088566829665","0.413780991569781","2"
"Never","1995","16-34 y.","Male","74","0.0363861162603675","0.0289472426515805","0.0438249898691546","5"
"Never","1995","16-34 y.","Female","65","0.0266244900795001","0.0203127977585714","0.0329361824004288","5"
"Never","1995","35-65 y.","Male","107","0.0283808490162189","0.0227842780618935","0.0339774199705443","5"
"Never","1995","35-65 y.","Female","103","0.023319307210681","0.0182754111750443","0.0283632032463177","5"
"Never","1995","66 and older","Male","20","","","","5"
"Never","1995","66 and older","Female","38","0.04249594910998","0.0296957130089409","0.0552961852110191","5"
"Rarely","1995","16-34 y.","Female","404","0.176649722996923","0.161697224710614","0.191602221283231","4"
"Rarely","1995","16-34 y.","Male","468","0.208459799085764","0.192322329011766","0.224597269159762","4"
"Rarely","1995","35-65 y.","Male","761","0.250321125688353","0.235721299774835","0.264920951601871","4"
"Rarely","1995","35-65 y.","Female","653","0.207508042563346","0.19395468482181","0.221061400304883","4"
"Rarely","1995","66 and older","Male","118","0.207623095791141","0.174783105623332","0.240463085958949","4"
"Rarely","1995","66 and older","Female","181","0.210204827005756","0.18434935422031","0.236060299791202","4"
"Daily","1996","16-34 y.","Male","","","","","1"
"Daily","1996","16-34 y.","Female","","","","","1"
"Daily","1996","35-65 y.","Male","","","","","1"
"Daily","1996","35-65 y.","Female","","","","","1"
"Daily","1996","66 and older","Male","","","","","1"
"Daily","1996","66 and older","Female","","","","","1"
"Min 1x per month","1996","16-34 y.","Male","","","","","3"
"Min 1x per month","1996","16-34 y.","Female","","","","","3"
"Min 1x per month","1996","35-65 y.","Male","","","","","3"
"Min 1x per month","1996","35-65 y.","Female","","","","","3"
"Min 1x per month","1996","66 and older","Male","","","","","3"
"Min 1x per month","1996","66 and older","Female","","","","","3"
"Min 1x per week","1996","16-34 y.","Male","","","","","2"
"Min 1x per week","1996","16-34 y.","Female","","","","","2"
"Min 1x per week","1996","35-65 y.","Male","","","","","2"
"Min 1x per week","1996","66 and older","Male","","","","","2"
"Min 1x per week","1996","35-65 y.","Female","","","","","2"
"Min 1x per week","1996","66 and older","Female","","","","","2"
"Never","1996","16-34 y.","Male","","","","","5"
"Never","1996","16-34 y.","Female","","","","","5"
"Never","1996","35-65 y.","Male","","","","","5"
"Never","1996","35-65 y.","Female","","","","","5"
"Never","1996","66 and older","Male","","","","","5"
"Never","1996","66 and older","Female","","","","","5"
"Rarely","1996","16-34 y.","Female","","","","","4"
"Rarely","1996","16-34 y.","Male","","","","","4"
"Rarely","1996","35-65 y.","Male","","","","","4"
"Rarely","1996","35-65 y.","Female","","","","","4"
"Rarely","1996","66 and older","Male","","","","","4"
"Rarely","1996","66 and older","Female","","","","","4"
"Daily","1997","16-34 y.","Male","","","","","1"
"Daily","1997","16-34 y.","Female","","","","","1"
"Daily","1997","35-65 y.","Male","","","","","1"
"Daily","1997","35-65 y.","Female","","","","","1"
"Daily","1997","66 and older","Male","","","","","1"
"Daily","1997","66 and older","Female","","","","","1"
"Min 1x per month","1997","16-34 y.","Male","","","","","3"
"Min 1x per month","1997","16-34 y.","Female","","","","","3"
"Min 1x per month","1997","35-65 y.","Male","","","","","3"
"Min 1x per month","1997","35-65 y.","Female","","","","","3"
"Min 1x per month","1997","66 and older","Male","","","","","3"
"Min 1x per month","1997","66 and older","Female","","","","","3"
"Min 1x per week","1997","16-34 y.","Male","","","","","2"
"Min 1x per week","1997","16-34 y.","Female","","","","","2"
"Min 1x per week","1997","35-65 y.","Male","","","","","2"
"Min 1x per week","1997","35-65 y.","Female","","","","","2"
"Min 1x per week","1997","66 and older","Female","","","","","2"
"Min 1x per week","1997","66 and older","Male","","","","","2"
"Never","1997","16-34 y.","Male","","","","","5"
"Never","1997","16-34 y.","Female","","","","","5"
"Never","1997","35-65 y.","Male","","","","","5"
"Never","1997","35-65 y.","Female","","","","","5"
"Never","1997","66 and older","Male","","","","","5"
"Never","1997","66 and older","Female","","","","","5"
"Rarely","1997","16-34 y.","Male","","","","","4"
"Rarely","1997","35-65 y.","Male","","","","","4"
"Rarely","1997","16-34 y.","Female","","","","","4"
"Rarely","1997","35-65 y.","Female","","","","","4"
"Rarely","1997","66 and older","Male","","","","","4"
"Rarely","1997","66 and older","Female","","","","","4"
"Daily","1998","16-34 y.","Male","213","0.0739876698806135","0.0635308866374985","0.0844444531237285","1"
"Daily","1998","16-34 y.","Female","276","0.102813272986568","0.0908065866800827","0.114819959293054","1"
"Daily","1998","35-65 y.","Male","243","0.0570758205743439","0.0496209331542958","0.0645307079943921","1"
"Daily","1998","35-65 y.","Female","323","0.0757625949742666","0.0673313498015771","0.0841938401469561","1"
"Daily","1998","66 and older","Female","148","0.124828480768088","0.105436622685285","0.144220338850891","1"
"Daily","1998","66 and older","Male","75","0.0904578809358412","0.0700247572570648","0.110891004614618","1"
"Min 1x per month","1998","16-34 y.","Male","697","0.312140330009951","0.293629115564377","0.330651544455526","3"
"Min 1x per month","1998","16-34 y.","Female","625","0.266960322338452","0.249472156940577","0.284448487736326","3"
"Min 1x per month","1998","35-65 y.","Male","1241","0.333364144321491","0.318215268736772","0.34851301990621","3"
"Min 1x per month","1998","35-65 y.","Female","1120","0.284614245512249","0.270237155630509","0.29899133539399","3"
"Min 1x per month","1998","66 and older","Female","286","0.254234077793224","0.22868741693507","0.279780738651378","3"
"Min 1x per month","1998","66 and older","Male","218","0.286133098663325","0.253937772928204","0.318328424398446","3"
"Min 1x per week","1998","16-34 y.","Male","1023","0.403591834400086","0.383991972030186","0.423191696769987","2"
"Min 1x per week","1998","16-34 y.","Female","1136","0.441916713283966","0.422284155991858","0.461549270576073","2"
"Min 1x per week","1998","35-65 y.","Male","1376","0.34887423476387","0.333558299926325","0.364190169601415","2"
"Min 1x per week","1998","35-65 y.","Female","1548","0.403305066509197","0.387674830301529","0.418935302716865","2"
"Min 1x per week","1998","66 and older","Male","312","0.398302910509523","0.363429385612028","0.433176435407018","2"
"Min 1x per week","1998","66 and older","Female","474","0.412282641812333","0.383402602656434","0.441162680968231","2"
"Never","1998","16-34 y.","Male","38","0.0186856965253307","0.013276051650909","0.0240953413997524","5"
"Never","1998","16-34 y.","Female","22","","","","5"
"Never","1998","35-65 y.","Male","75","0.0230543243316113","0.0182316489762205","0.0278769996870021","5"
"Never","1998","35-65 y.","Female","64","0.0173735848281049","0.0132105363896942","0.0215366332665156","5"
"Never","1998","66 and older","Male","18","","","","5"
"Never","1998","66 and older","Female","33","0.0361842870638579","0.0252277577518757","0.04714081637584","5"
"Rarely","1998","16-34 y.","Male","436","0.191594469184018","0.175872165958832","0.207316772409204","4"
"Rarely","1998","16-34 y.","Female","399","0.178502774225726","0.163364279725761","0.193641268725691","4"
"Rarely","1998","35-65 y.","Male","785","0.237631476008684","0.223953838726521","0.251309113290846","4"
"Rarely","1998","35-65 y.","Female","729","0.218944508176182","0.205768601793126","0.232120414559238","4"
"Rarely","1998","66 and older","Female","175","0.172470512562498","0.150305644028076","0.19463538109692","4"
"Rarely","1998","66 and older","Male","134","0.189287341491737","0.16138154554867","0.217193137434804","4"
"Daily","1999","16-34 y.","Male","","","","","1"
"Daily","1999","16-34 y.","Female","","","","","1"
"Daily","1999","35-65 y.","Male","","","","","1"
"Daily","1999","35-65 y.","Female","","","","","1"
"Daily","1999","66 and older","Female","","","","","1"
"Daily","1999","66 and older","Male","","","","","1"
"Min 1x per month","1999","16-34 y.","Male","","","","","3"
"Min 1x per month","1999","16-34 y.","Female","","","","","3"
"Min 1x per month","1999","35-65 y.","Male","","","","","3"
"Min 1x per month","1999","35-65 y.","Female","","","","","3"
"Min 1x per month","1999","66 and older","Female","","","","","3"
"Min 1x per month","1999","66 and older","Male","","","","","3"
"Min 1x per week","1999","16-34 y.","Male","","","","","2"
"Min 1x per week","1999","16-34 y.","Female","","","","","2"
"Min 1x per week","1999","35-65 y.","Male","","","","","2"
"Min 1x per week","1999","35-65 y.","Female","","","","","2"
"Min 1x per week","1999","66 and older","Female","","","","","2"
"Min 1x per week","1999","66 and older","Male","","","","","2"
"Never","1999","16-34 y.","Female","","","","","5"
"Never","1999","16-34 y.","Male","","","","","5"
"Never","1999","35-65 y.","Male","","","","","5"
"Never","1999","35-65 y.","Female","","","","","5"
"Never","1999","66 and older","Male","","","","","5"
"Never","1999","66 and older","Female","","","","","5"
"Rarely","1999","16-34 y.","Male","","","","","4"
"Rarely","1999","16-34 y.","Female","","","","","4"
"Rarely","1999","35-65 y.","Male","","","","","4"
"Rarely","1999","35-65 y.","Female","","","","","4"
"Rarely","1999","66 and older","Male","","","","","4"
"Rarely","1999","66 and older","Female","","","","","4"
"Daily","2000","16-34 y.","Male","","","","","1"
"Daily","2000","16-34 y.","Female","","","","","1"
"Daily","2000","35-65 y.","Male","","","","","1"
"Daily","2000","35-65 y.","Female","","","","","1"
"Daily","2000","66 and older","Male","","","","","1"
"Daily","2000","66 and older","Female","","","","","1"
"Min 1x per month","2000","16-34 y.","Male","","","","","3"
"Min 1x per month","2000","16-34 y.","Female","","","","","3"
"Min 1x per month","2000","35-65 y.","Male","","","","","3"
"Min 1x per month","2000","35-65 y.","Female","","","","","3"
"Min 1x per month","2000","66 and older","Male","","","","","3"
"Min 1x per month","2000","66 and older","Female","","","","","3"
"Min 1x per week","2000","16-34 y.","Male","","","","","2"
"Min 1x per week","2000","16-34 y.","Female","","","","","2"
"Min 1x per week","2000","35-65 y.","Male","","","","","2"
"Min 1x per week","2000","35-65 y.","Female","","","","","2"
"Min 1x per week","2000","66 and older","Male","","","","","2"
"Min 1x per week","2000","66 and older","Female","","","","","2"
"Never","2000","16-34 y.","Male","","","","","5"
"Never","2000","16-34 y.","Female","","","","","5"
"Never","2000","35-65 y.","Male","","","","","5"
"Never","2000","35-65 y.","Female","","","","","5"
"Never","2000","66 and older","Male","","","","","5"
"Never","2000","66 and older","Female","","","","","5"
"Rarely","2000","16-34 y.","Male","","","","","4"
"Rarely","2000","16-34 y.","Female","","","","","4"
"Rarely","2000","35-65 y.","Male","","","","","4"
"Rarely","2000","35-65 y.","Female","","","","","4"
"Rarely","2000","66 and older","Male","","","","","4"
"Rarely","2000","66 and older","Female","","","","","4"
"Daily","2001","16-34 y.","Male","","","","","1"
"Daily","2001","16-34 y.","Female","","","","","1"
"Daily","2001","35-65 y.","Male","","","","","1"
"Daily","2001","35-65 y.","Female","","","","","1"
"Daily","2001","66 and older","Female","","","","","1"
"Daily","2001","66 and older","Male","","","","","1"
"Min 1x per month","2001","16-34 y.","Male","","","","","3"
"Min 1x per month","2001","16-34 y.","Female","","","","","3"
"Min 1x per month","2001","35-65 y.","Male","","","","","3"
"Min 1x per month","2001","35-65 y.","Female","","","","","3"
"Min 1x per month","2001","66 and older","Male","","","","","3"
"Min 1x per month","2001","66 and older","Female","","","","","3"
"Min 1x per week","2001","16-34 y.","Female","","","","","2"
"Min 1x per week","2001","16-34 y.","Male","","","","","2"
"Min 1x per week","2001","35-65 y.","Male","","","","","2"
"Min 1x per week","2001","35-65 y.","Female","","","","","2"
"Min 1x per week","2001","66 and older","Male","","","","","2"
"Min 1x per week","2001","66 and older","Female","","","","","2"
"Never","2001","16-34 y.","Female","","","","","5"
"Never","2001","16-34 y.","Male","","","","","5"
"Never","2001","35-65 y.","Male","","","","","5"
"Never","2001","35-65 y.","Female","","","","","5"
"Never","2001","66 and older","Male","","","","","5"
"Never","2001","66 and older","Female","","","","","5"
"Rarely","2001","16-34 y.","Male","","","","","4"
"Rarely","2001","16-34 y.","Female","","","","","4"
"Rarely","2001","35-65 y.","Male","","","","","4"
"Rarely","2001","66 and older","Male","","","","","4"
"Rarely","2001","35-65 y.","Female","","","","","4"
"Rarely","2001","66 and older","Female","","","","","4"
"Daily","2002","16-34 y.","Male","","","","","1"
"Daily","2002","16-34 y.","Female","","","","","1"
"Daily","2002","35-65 y.","Male","","","","","1"
"Daily","2002","35-65 y.","Female","","","","","1"
"Daily","2002","66 and older","Female","","","","","1"
"Daily","2002","66 and older","Male","","","","","1"
"Min 1x per month","2002","16-34 y.","Male","","","","","3"
"Min 1x per month","2002","16-34 y.","Female","","","","","3"
"Min 1x per month","2002","35-65 y.","Male","","","","","3"
"Min 1x per month","2002","35-65 y.","Female","","","","","3"
"Min 1x per month","2002","66 and older","Male","","","","","3"
"Min 1x per month","2002","66 and older","Female","","","","","3"
"Min 1x per week","2002","16-34 y.","Male","","","","","2"
"Min 1x per week","2002","16-34 y.","Female","","","","","2"
"Min 1x per week","2002","35-65 y.","Male","","","","","2"
"Min 1x per week","2002","35-65 y.","Female","","","","","2"
"Min 1x per week","2002","66 and older","Female","","","","","2"
"Min 1x per week","2002","66 and older","Male","","","","","2"
"Never","2002","16-34 y.","Male","","","","","5"
"Never","2002","16-34 y.","Female","","","","","5"
"Never","2002","35-65 y.","Male","","","","","5"
"Never","2002","35-65 y.","Female","","","","","5"
"Never","2002","66 and older","Male","","","","","5"
"Never","2002","66 and older","Female","","","","","5"
"Rarely","2002","16-34 y.","Male","","","","","4"
"Rarely","2002","16-34 y.","Female","","","","","4"
"Rarely","2002","35-65 y.","Male","","","","","4"
"Rarely","2002","35-65 y.","Female","","","","","4"
"Rarely","2002","66 and older","Male","","","","","4"
"Rarely","2002","66 and older","Female","","","","","4"
"Daily","2003","16-34 y.","Male","176","0.0648976579613919","0.0557828328084023","0.0740124831143815","1"
"Daily","2003","16-34 y.","Female","268","0.0799602823897426","0.0703297053102916","0.0895908594691936","1"
"Daily","2003","35-65 y.","Male","298","0.0466915791381699","0.0414408670433359","0.0519422912330039","1"
"Daily","2003","35-65 y.","Female","507","0.0784223169174614","0.0718523848000635","0.0849922490348594","1"
"Daily","2003","66 and older","Male","142","0.0884083031116477","0.074755872351099","0.102060733872196","1"
"Daily","2003","66 and older","Female","208","0.104035233131873","0.0907146511954522","0.117355815068294","1"
"Min 1x per month","2003","16-34 y.","Male","878","0.306744793677499","0.289682420839274","0.323807166515724","3"
"Min 1x per month","2003","16-34 y.","Female","850","0.283847414122536","0.267838675378598","0.299856152866474","3"
"Min 1x per month","2003","35-65 y.","Male","2073","0.320870992033785","0.309253200506664","0.332488783560906","3"
"Min 1x per month","2003","35-65 y.","Female","1996","0.296095796059035","0.284938782180562","0.307252809937507","3"
"Min 1x per month","2003","66 and older","Male","514","0.295493146371001","0.27355097552804","0.317435317213962","3"
"Min 1x per month","2003","66 and older","Female","537","0.248824726019028","0.229961979903291","0.267687472134765","3"
"Min 1x per week","2003","16-34 y.","Female","1381","0.432244008941562","0.414654358128591","0.449833659754533","2"
"Min 1x per week","2003","16-34 y.","Male","1131","0.397765299579339","0.379656044245805","0.415874554912873","2"
"Min 1x per week","2003","35-65 y.","Male","2248","0.361142155190897","0.349187875330926","0.373096435050868","2"
"Min 1x per week","2003","35-65 y.","Female","2520","0.391195876555993","0.379269431823498","0.403122321288487","2"
"Min 1x per week","2003","66 and older","Female","836","0.41941088644022","0.397880996798333","0.440940776082107","2"
"Min 1x per week","2003","66 and older","Male","649","0.384799805496452","0.361401256379977","0.408198354612928","2"
"Never","2003","16-34 y.","Male","60","0.0307928514748277","0.0244008404461652","0.0371848625034902","5"
"Never","2003","16-34 y.","Female","36","0.0158769474114824","0.0114386125091567","0.020315282313808","5"
"Never","2003","35-65 y.","Male","152","0.0336246241510029","0.029138370167616","0.0381108781343899","5"
"Never","2003","35-65 y.","Female","135","0.0271312471908219","0.0231608214334616","0.0311016729481821","5"
"Never","2003","66 and older","Male","66","0.048256563805955","0.0379502961510838","0.0585628314608262","5"
"Never","2003","66 and older","Female","93","0.0494336545047586","0.0399758553718364","0.0588914536376808","5"
"Rarely","2003","16-34 y.","Male","561","0.199799397306943","0.185004880632168","0.214593913981718","4"
"Rarely","2003","16-34 y.","Female","512","0.188071347134677","0.174196375129749","0.201946319139605","4"
"Rarely","2003","35-65 y.","Male","1431","0.237670649486145","0.227077104699411","0.248264194272879","4"
"Rarely","2003","35-65 y.","Female","1274","0.207154763276689","0.19725062384543","0.217058902707949","4"
"Rarely","2003","66 and older","Female","344","0.178295499904121","0.161595535950535","0.194995463857706","4"
"Rarely","2003","66 and older","Male","290","0.183042181214944","0.164445361417653","0.201639001012235","4"
"Daily","2004","16-34 y.","Male","","","","","1"
"Daily","2004","16-34 y.","Female","","","","","1"
"Daily","2004","35-65 y.","Male","","","","","1"
"Daily","2004","66 and older","Male","","","","","1"
"Daily","2004","35-65 y.","Female","","","","","1"
"Daily","2004","66 and older","Female","","","","","1"
"Min 1x per month","2004","16-34 y.","Male","","","","","3"
"Min 1x per month","2004","16-34 y.","Female","","","","","3"
"Min 1x per month","2004","35-65 y.","Male","","","","","3"
"Min 1x per month","2004","35-65 y.","Female","","","","","3"
"Min 1x per month","2004","66 and older","Male","","","","","3"
"Min 1x per month","2004","66 and older","Female","","","","","3"
"Min 1x per week","2004","16-34 y.","Male","","","","","2"
"Min 1x per week","2004","35-65 y.","Male","","","","","2"
