"pli0081","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","(3a) lower tertiary education","Male","64","0.414532388115084","0.34069425504028","0.488370521189887"
"Min 1x per week","1990","(3a) lower tertiary education","Female","18","","",""
"Min 1x per week","1990","(3b) higher tertiary education","Male","86","0.288803168268284","0.237347189652226","0.340259146884342"
"Min 1x per week","1990","(3b) higher tertiary education","Female","48","0.289784886529268","0.220352996468498","0.359216776590038"
"Min 1x per month","1990","(0) in school","Male","32","0.392291531513514","0.291973383606021","0.492609679421007"
"Min 1x per month","1990","(0) in school","Female","23","","",""
"Min 1x per month","1990","(1a) inadequately completed","Male","51","0.190008094974626","0.14485625184234","0.235159938106912"
"Min 1x per month","1990","(1a) inadequately completed","Female","75","0.202919957987446","0.163259028085888","0.242580887889004"
"Min 1x per month","1990","(1b) general elementary school","Male","170","0.273824761481617","0.242246313371554","0.30540320959168"
"Min 1x per month","1990","(1b) general elementary school","Female","372","0.293849509845435","0.269745896441725","0.317953123249145"
"Min 1x per month","1990","(1c) basic vocational qualification","Male","596","0.333283188962946","0.311946606332823","0.35461977159307"
"Min 1x per month","1990","(1c) basic vocational qualification","Female","395","0.301537741255221","0.277011598060197","0.326063884450246"
"Min 1x per month","1990","(2b) intermediate general qualification","Male","44","0.397648886283761","0.310083551576243","0.485214220991279"
"Min 1x per month","1990","(2b) intermediate general qualification","Female","71","0.337974399000289","0.278005174203736","0.397943623796842"
"Min 1x per month","1990","(2a) intermediate vocational","Male","177","0.330848119954528","0.290790343093278","0.370905896815777"
"Min 1x per month","1990","(2a) intermediate vocational","Female","247","0.335009680653367","0.300887187016781","0.369132174289952"
"Min 1x per month","1990","(2c_gen) general maturity certificate","Male","61","0.305891366177462","0.243421254722356","0.368361477632568"
"Min 1x per month","1990","(2c_gen) general maturity certificate","Female","32","0.228600443910975","0.157232941637799","0.299967946184152"
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","Male","76","0.365926664912208","0.303809893482353","0.428043436342064"
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","Female","57","0.338688413061666","0.26974194248319","0.407634883640142"
"Min 1x per month","1990","(3a) lower tertiary education","Male","48","0.266537517786665","0.200267335953428","0.332807699619901"
"Min 1x per month","1990","(3a) lower tertiary education","Female","30","0.423666883196327","0.3035399307816","0.543793835611054"
"Min 1x per month","1990","(3b) higher tertiary education","Male","96","0.345255634120421","0.291273974656237","0.399237293584604"
"Min 1x per month","1990","(3b) higher tertiary education","Female","54","0.326521120383552","0.254750979891927","0.398291260875177"
"Rarely","1990","(0) in school","Male","24","","",""
"Rarely","1990","(0) in school","Female","19","","",""
"Rarely","1990","(1a) inadequately completed","Male","60","0.234987143146594","0.186188751332835","0.283785534960353"
"Rarely","1990","(1a) inadequately completed","Female","61","0.186749784472418","0.148317899013624","0.225181669931211"
"Rarely","1990","(1b) general elementary school","Male","159","0.248146463334718","0.217558231395951","0.278734695273484"
"Rarely","1990","(1b) general elementary school","Female","253","0.189751866558442","0.169004017334512","0.210499715782373"
"Rarely","1990","(1c) basic vocational qualification","Male","424","0.2412330427911","0.221867928816713","0.260598156765486"
"Rarely","1990","(1c) basic vocational qualification","Female","265","0.202525713559838","0.181048131912533","0.224003295207143"
"Rarely","1990","(2b) intermediate general qualification","Male","30","0.206302793074248","0.133902979502947","0.27870260664555"
"Rarely","1990","(2b) intermediate general qualification","Female","53","0.196490001592304","0.146115007148297","0.246864996036311"
"Rarely","1990","(2a) intermediate vocational","Male","127","0.260050630355634","0.222704972514559","0.29739628819671"
"Rarely","1990","(2a) intermediate vocational","Female","149","0.216721091222617","0.186935019760342","0.246507162684891"
"Rarely","1990","(2c_gen) general maturity certificate","Male","68","0.342761490000998","0.278413874188308","0.407109105813687"
"Rarely","1990","(2c_gen) general maturity certificate","Female","33","0.22892660848802","0.157523311407582","0.300329905568458"
"Rarely","1990","(2c_voc) vocational maturity certificate","Male","69","0.283478901274543","0.22536005786257","0.341597744686516"
"Rarely","1990","(2c_voc) vocational maturity certificate","Female","38","0.216897720449105","0.156857048848181","0.276938392050029"
"Rarely","1990","(3a) lower tertiary education","Male","50","0.263130718675444","0.197132678729035","0.329128758621854"
"Rarely","1990","(3a) lower tertiary education","Female","16","","",""
"Rarely","1990","(3b) higher tertiary education","Male","103","0.325285261463944","0.272094984647325","0.378475538280563"
"Rarely","1990","(3b) higher tertiary education","Female","53","0.318192300912593","0.246906677649446","0.389477924175741"
"Never","1990","(0) in school","Male","6","","",""
"Never","1990","(0) in school","Female","6","","",""
"Never","1990","(1a) inadequately completed","Male","26","","",""
"Never","1990","(1a) inadequately completed","Female","42","0.111382262145149","0.0803570293236275","0.14240749496667"
"Never","1990","(1b) general elementary school","Male","66","0.0560540927610609","0.0397644738592436","0.0723437116628781"
"Never","1990","(1b) general elementary school","Female","55","0.0301478619118883","0.0210998730395111","0.0391958507842655"
"Never","1990","(1c) basic vocational qualification","Male","61","0.0228085500203318","0.0160510489549122","0.0295660510857513"
"Never","1990","(1c) basic vocational qualification","Female","29","","",""
"Never","1990","(2b) intermediate general qualification","Male","7","","",""
"Never","1990","(2b) intermediate general qualification","Female","8","","",""
"Never","1990","(2a) intermediate vocational","Male","6","","",""
"Never","1990","(2a) intermediate vocational","Female","10","","",""
"Never","1990","(2c_gen) general maturity certificate","Male","11","","",""
"Never","1990","(2c_gen) general maturity certificate","Female","10","","",""
"Never","1990","(2c_voc) vocational maturity certificate","Male","10","","",""
"Never","1990","(2c_voc) vocational maturity certificate","Female","5","","",""
"Never","1990","(3a) lower tertiary education","Male","3","","",""
"Never","1990","(3a) lower tertiary education","Female","","","",""
"Never","1990","(3b) higher tertiary education","Male","6","","",""
"Never","1990","(3b) higher tertiary education","Female","2","","",""
"Daily","1991","(0) in school","Male","","","",""
"Daily","1991","(0) in school","Female","","","",""
"Daily","1991","(1a) inadequately completed","Male","","","",""
"Daily","1991","(1a) inadequately completed","Female","","","",""
"Daily","1991","(1b) general elementary school","Male","","","",""
"Daily","1991","(1b) general elementary school","Female","","","",""
"Daily","1991","(1c) basic vocational qualification","Male","","","",""
"Daily","1991","(1c) basic vocational qualification","Female","","","",""
"Daily","1991","(2b) intermediate general qualification","Male","","","",""
"Daily","1991","(2b) intermediate general qualification","Female","","","",""
"Daily","1991","(2a) intermediate vocational","Male","","","",""
"Daily","1991","(2a) intermediate vocational","Female","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1991","(3a) lower tertiary education","Male","","","",""
"Daily","1991","(3a) lower tertiary education","Female","","","",""
"Daily","1991","(3b) higher tertiary education","Male","","","",""
"Daily","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1991","(0) in school","Male","","","",""
"Min 1x per week","1991","(0) in school","Female","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1991","(1b) general elementary school","Male","","","",""
"Min 1x per week","1991","(1b) general elementary school","Female","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1991","(0) in school","Male","","","",""
"Min 1x per month","1991","(0) in school","Female","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1991","(1b) general elementary school","Male","","","",""
"Min 1x per month","1991","(1b) general elementary school","Female","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Female","","","",""
"Rarely","1991","(0) in school","Male","","","",""
"Rarely","1991","(0) in school","Female","","","",""
"Rarely","1991","(1a) inadequately completed","Male","","","",""
"Rarely","1991","(1a) inadequately completed","Female","","","",""
"Rarely","1991","(1b) general elementary school","Male","","","",""
"Rarely","1991","(1b) general elementary school","Female","","","",""
"Rarely","1991","(1c) basic vocational qualification","Male","","","",""
"Rarely","1991","(1c) basic vocational qualification","Female","","","",""
"Rarely","1991","(2b) intermediate general qualification","Male","","","",""
"Rarely","1991","(2b) intermediate general qualification","Female","","","",""
"Rarely","1991","(2a) intermediate vocational","Male","","","",""
"Rarely","1991","(2a) intermediate vocational","Female","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1991","(3a) lower tertiary education","Male","","","",""
"Rarely","1991","(3a) lower tertiary education","Female","","","",""
"Rarely","1991","(3b) higher tertiary education","Male","","","",""
"Rarely","1991","(3b) higher tertiary education","Female","","","",""
"Never","1991","(0) in school","Male","","","",""
"Never","1991","(0) in school","Female","","","",""
"Never","1991","(1a) inadequately completed","Male","","","",""
"Never","1991","(1a) inadequately completed","Female","","","",""
"Never","1991","(1b) general elementary school","Male","","","",""
"Never","1991","(1b) general elementary school","Female","","","",""
"Never","1991","(1c) basic vocational qualification","Male","","","",""
"Never","1991","(1c) basic vocational qualification","Female","","","",""
"Never","1991","(2b) intermediate general qualification","Male","","","",""
"Never","1991","(2b) intermediate general qualification","Female","","","",""
"Never","1991","(2a) intermediate vocational","Male","","","",""
"Never","1991","(2a) intermediate vocational","Female","","","",""
"Never","1991","(2c_gen) general maturity certificate","Male","","","",""
"Never","1991","(2c_gen) general maturity certificate","Female","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1991","(3a) lower tertiary education","Male","","","",""
"Never","1991","(3a) lower tertiary education","Female","","","",""
"Never","1991","(3b) higher tertiary education","Male","","","",""
"Never","1991","(3b) higher tertiary education","Female","","","",""
"Daily","1992","(0) in school","Male","","","",""
"Daily","1992","(0) in school","Female","","","",""
"Daily","1992","(1a) inadequately completed","Male","","","",""
"Daily","1992","(1a) inadequately completed","Female","","","",""
"Daily","1992","(1b) general elementary school","Male","","","",""
"Daily","1992","(1b) general elementary school","Female","","","",""
"Daily","1992","(1c) basic vocational qualification","Male","","","",""
"Daily","1992","(1c) basic vocational qualification","Female","","","",""
"Daily","1992","(2b) intermediate general qualification","Male","","","",""
"Daily","1992","(2b) intermediate general qualification","Female","","","",""
"Daily","1992","(2a) intermediate vocational","Male","","","",""
"Daily","1992","(2a) intermediate vocational","Female","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1992","(3a) lower tertiary education","Male","","","",""
"Daily","1992","(3a) lower tertiary education","Female","","","",""
"Daily","1992","(3b) higher tertiary education","Male","","","",""
"Daily","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1992","(0) in school","Male","","","",""
"Min 1x per week","1992","(0) in school","Female","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1992","(1b) general elementary school","Male","","","",""
"Min 1x per week","1992","(1b) general elementary school","Female","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1992","(0) in school","Male","","","",""
"Min 1x per month","1992","(0) in school","Female","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1992","(1b) general elementary school","Male","","","",""
"Min 1x per month","1992","(1b) general elementary school","Female","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Female","","","",""
"Rarely","1992","(0) in school","Male","","","",""
"Rarely","1992","(0) in school","Female","","","",""
"Rarely","1992","(1a) inadequately completed","Male","","","",""
"Rarely","1992","(1a) inadequately completed","Female","","","",""
"Rarely","1992","(1b) general elementary school","Male","","","",""
"Rarely","1992","(1b) general elementary school","Female","","","",""
"Rarely","1992","(1c) basic vocational qualification","Male","","","",""
"Rarely","1992","(1c) basic vocational qualification","Female","","","",""
"Rarely","1992","(2b) intermediate general qualification","Male","","","",""
"Rarely","1992","(2b) intermediate general qualification","Female","","","",""
"Rarely","1992","(2a) intermediate vocational","Male","","","",""
"Rarely","1992","(2a) intermediate vocational","Female","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1992","(3a) lower tertiary education","Male","","","",""
"Rarely","1992","(3a) lower tertiary education","Female","","","",""
"Rarely","1992","(3b) higher tertiary education","Male","","","",""
"Rarely","1992","(3b) higher tertiary education","Female","","","",""
"Never","1992","(0) in school","Male","","","",""
"Never","1992","(0) in school","Female","","","",""
"Never","1992","(1a) inadequately completed","Male","","","",""
"Never","1992","(1a) inadequately completed","Female","","","",""
"Never","1992","(1b) general elementary school","Male","","","",""
"Never","1992","(1b) general elementary school","Female","","","",""
"Never","1992","(1c) basic vocational qualification","Male","","","",""
"Never","1992","(1c) basic vocational qualification","Female","","","",""
"Never","1992","(2b) intermediate general qualification","Male","","","",""
"Never","1992","(2b) intermediate general qualification","Female","","","",""
"Never","1992","(2a) intermediate vocational","Male","","","",""
"Never","1992","(2a) intermediate vocational","Female","","","",""
"Never","1992","(2c_gen) general maturity certificate","Male","","","",""
"Never","1992","(2c_gen) general maturity certificate","Female","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1992","(3a) lower tertiary education","Male","","","",""
"Never","1992","(3a) lower tertiary education","Female","","","",""
"Never","1992","(3b) higher tertiary education","Male","","","",""
"Never","1992","(3b) higher tertiary education","Female","","","",""
"Daily","1993","(0) in school","Male","","","",""
"Daily","1993","(0) in school","Female","","","",""
"Daily","1993","(1a) inadequately completed","Male","","","",""
"Daily","1993","(1a) inadequately completed","Female","","","",""
"Daily","1993","(1b) general elementary school","Male","","","",""
"Daily","1993","(1b) general elementary school","Female","","","",""
"Daily","1993","(1c) basic vocational qualification","Male","","","",""
"Daily","1993","(1c) basic vocational qualification","Female","","","",""
"Daily","1993","(2b) intermediate general qualification","Male","","","",""
"Daily","1993","(2b) intermediate general qualification","Female","","","",""
"Daily","1993","(2a) intermediate vocational","Male","","","",""
"Daily","1993","(2a) intermediate vocational","Female","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1993","(3a) lower tertiary education","Male","","","",""
"Daily","1993","(3a) lower tertiary education","Female","","","",""
"Daily","1993","(3b) higher tertiary education","Male","","","",""
"Daily","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1993","(0) in school","Male","","","",""
"Min 1x per week","1993","(0) in school","Female","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1993","(1b) general elementary school","Male","","","",""
"Min 1x per week","1993","(1b) general elementary school","Female","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1993","(0) in school","Male","","","",""
"Min 1x per month","1993","(0) in school","Female","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1993","(1b) general elementary school","Male","","","",""
"Min 1x per month","1993","(1b) general elementary school","Female","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Female","","","",""
"Rarely","1993","(0) in school","Male","","","",""
"Rarely","1993","(0) in school","Female","","","",""
"Rarely","1993","(1a) inadequately completed","Male","","","",""
"Rarely","1993","(1a) inadequately completed","Female","","","",""
"Rarely","1993","(1b) general elementary school","Male","","","",""
"Rarely","1993","(1b) general elementary school","Female","","","",""
"Rarely","1993","(1c) basic vocational qualification","Male","","","",""
"Rarely","1993","(1c) basic vocational qualification","Female","","","",""
"Rarely","1993","(2b) intermediate general qualification","Male","","","",""
"Rarely","1993","(2b) intermediate general qualification","Female","","","",""
"Rarely","1993","(2a) intermediate vocational","Male","","","",""
"Rarely","1993","(2a) intermediate vocational","Female","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1993","(3a) lower tertiary education","Male","","","",""
"Rarely","1993","(3a) lower tertiary education","Female","","","",""
"Rarely","1993","(3b) higher tertiary education","Male","","","",""
"Rarely","1993","(3b) higher tertiary education","Female","","","",""
"Never","1993","(0) in school","Male","","","",""
"Never","1993","(0) in school","Female","","","",""
"Never","1993","(1a) inadequately completed","Male","","","",""
"Never","1993","(1a) inadequately completed","Female","","","",""
"Never","1993","(1b) general elementary school","Male","","","",""
"Never","1993","(1b) general elementary school","Female","","","",""
"Never","1993","(1c) basic vocational qualification","Male","","","",""
"Never","1993","(1c) basic vocational qualification","Female","","","",""
"Never","1993","(2b) intermediate general qualification","Male","","","",""
"Never","1993","(2b) intermediate general qualification","Female","","","",""
"Never","1993","(2a) intermediate vocational","Male","","","",""
"Never","1993","(2a) intermediate vocational","Female","","","",""
"Never","1993","(2c_gen) general maturity certificate","Male","","","",""
"Never","1993","(2c_gen) general maturity certificate","Female","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1993","(3a) lower tertiary education","Male","","","",""
"Never","1993","(3a) lower tertiary education","Female","","","",""
"Never","1993","(3b) higher tertiary education","Male","","","",""
"Never","1993","(3b) higher tertiary education","Female","","","",""
"Daily","1994","(0) in school","Male","","","",""
"Daily","1994","(0) in school","Female","","","",""
"Daily","1994","(1a) inadequately completed","Male","","","",""
"Daily","1994","(1a) inadequately completed","Female","","","",""
"Daily","1994","(1b) general elementary school","Male","","","",""
"Daily","1994","(1b) general elementary school","Female","","","",""
"Daily","1994","(1c) basic vocational qualification","Male","","","",""
"Daily","1994","(1c) basic vocational qualification","Female","","","",""
"Daily","1994","(2b) intermediate general qualification","Male","","","",""
"Daily","1994","(2b) intermediate general qualification","Female","","","",""
"Daily","1994","(2a) intermediate vocational","Male","","","",""
"Daily","1994","(2a) intermediate vocational","Female","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1994","(3a) lower tertiary education","Male","","","",""
"Daily","1994","(3a) lower tertiary education","Female","","","",""
"Daily","1994","(3b) higher tertiary education","Male","","","",""
"Daily","1994","(3b) higher tertiary education","Female","","","",""
