"pli0081","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","college entrance qualification","middle vocational","94","0.338858787262449","0.283517224064837","0.39420035046006"
"Min 1x per week","1990","college entrance qualification","vocational + Abi","78","0.351992069680208","0.288301106690347","0.415683032670068"
"Min 1x per week","1990","college entrance qualification","higher vocational","34","0.319753739225456","0.234514401185295","0.404993077265617"
"Min 1x per week","1990","college entrance qualification","higher education","178","0.321158876444608","0.28351464912286","0.358803103766356"
"Min 1x per week","1990","Other degree","in school","","","",""
"Min 1x per week","1990","Other degree","inadequately","12","","",""
"Min 1x per week","1990","Other degree","general elemantary","219","0.376214023387353","0.334656645922244","0.417771400852462"
"Min 1x per week","1990","Other degree","middle vocational","118","0.298446952240326","0.250371619254683","0.34652228522597"
"Min 1x per week","1990","Other degree","vocational + Abi","26","","",""
"Min 1x per week","1990","Other degree","higher vocational","2","","",""
"Min 1x per week","1990","Other degree","higher education","13","","",""
"Min 1x per week","1990","no degree/no degree yet","in school","39","0.198485097620034","0.136874573070969","0.260095622169098"
"Min 1x per week","1990","no degree/no degree yet","inadequately","253","0.380883853826779","0.341995726830282","0.419771980823277"
"Min 1x per week","1990","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1990","no degree/no degree yet","middle vocational","31","0.317969957663899","0.21257683886251","0.423363076465288"
"Min 1x per week","1990","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1990","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1990","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1990","lower secondary degree","in school","","","",""
"Min 1x per month","1990","lower secondary degree","inadequately","","","",""
"Min 1x per month","1990","lower secondary degree","general elemantary","443","0.297390411152449","0.274907975509561","0.319872846795338"
"Min 1x per month","1990","lower secondary degree","middle vocational","860","0.320459556019694","0.302870642422164","0.338048469617223"
"Min 1x per month","1990","lower secondary degree","vocational + Abi","1","","",""
"Min 1x per month","1990","lower secondary degree","higher vocational","76","0.338725434888404","0.276747243942824","0.400703625833983"
"Min 1x per month","1990","lower secondary degree","higher education","2","","",""
"Min 1x per month","1990","secondary school degree","in school","","","",""
"Min 1x per month","1990","secondary school degree","inadequately","","","",""
"Min 1x per month","1990","secondary school degree","general elemantary","115","0.35595964109834","0.306430843078882","0.405488439117798"
"Min 1x per month","1990","secondary school degree","middle vocational","360","0.329987615318558","0.302238408717576","0.357736821919541"
"Min 1x per month","1990","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1990","secondary school degree","higher vocational","65","0.356552093371003","0.283467756566256","0.42963643017575"
"Min 1x per month","1990","secondary school degree","higher education","19","","",""
"Min 1x per month","1990","college entrance qualification","in school","","","",""
"Min 1x per month","1990","college entrance qualification","inadequately","","","",""
"Min 1x per month","1990","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1990","college entrance qualification","middle vocational","76","0.278326141686178","0.225924798700577","0.33072748467178"
"Min 1x per month","1990","college entrance qualification","vocational + Abi","75","0.367500466777363","0.303205012725853","0.431795920828872"
"Min 1x per month","1990","college entrance qualification","higher vocational","43","0.355148697048486","0.267683742552596","0.442613651544376"
"Min 1x per month","1990","college entrance qualification","higher education","201","0.333963011975041","0.295939457794774","0.371986566155308"
"Min 1x per month","1990","Other degree","in school","","","",""
"Min 1x per month","1990","Other degree","inadequately","6","","",""
"Min 1x per month","1990","Other degree","general elemantary","93","0.190401593786437","0.15672075089991","0.224082436672964"
"Min 1x per month","1990","Other degree","middle vocational","70","0.232192311304035","0.187830566952116","0.276554055655954"
"Min 1x per month","1990","Other degree","vocational + Abi","14","","",""
"Min 1x per month","1990","Other degree","higher vocational","1","","",""
"Min 1x per month","1990","Other degree","higher education","2","","",""
"Min 1x per month","1990","no degree/no degree yet","in school","55","0.394317348033024","0.318828871193462","0.469805824872587"
"Min 1x per month","1990","no degree/no degree yet","inadequately","110","0.19563829175147","0.163870479692973","0.227406103809966"
"Min 1x per month","1990","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1990","no degree/no degree yet","middle vocational","13","","",""
"Min 1x per month","1990","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1990","no degree/no degree yet","higher vocational","2","","",""
"Min 1x per month","1990","no degree/no degree yet","higher education","","","",""
"Rarely","1990","lower secondary degree","in school","","","",""
"Rarely","1990","lower secondary degree","inadequately","","","",""
"Rarely","1990","lower secondary degree","general elemantary","313","0.203739420070807","0.183929260092693","0.223549580048922"
"Rarely","1990","lower secondary degree","middle vocational","541","0.218267562711987","0.202698286862745","0.23383683856123"
"Rarely","1990","lower secondary degree","vocational + Abi","1","","",""
"Rarely","1990","lower secondary degree","higher vocational","62","0.272142580383847","0.21385909864573","0.330426062121963"
"Rarely","1990","lower secondary degree","higher education","5","","",""
"Rarely","1990","secondary school degree","in school","","","",""
"Rarely","1990","secondary school degree","inadequately","","","",""
"Rarely","1990","secondary school degree","general elemantary","83","0.199447470328015","0.158113221457233","0.240781719198797"
"Rarely","1990","secondary school degree","middle vocational","244","0.236730899941464","0.211645175360275","0.261816624522654"
"Rarely","1990","secondary school degree","vocational + Abi","","","",""
"Rarely","1990","secondary school degree","higher vocational","33","0.220416958278637","0.157167062674965","0.28366685388231"
"Rarely","1990","secondary school degree","higher education","15","","",""
"Rarely","1990","college entrance qualification","in school","","","",""
"Rarely","1990","college entrance qualification","inadequately","","","",""
"Rarely","1990","college entrance qualification","general elemantary","","","",""
"Rarely","1990","college entrance qualification","middle vocational","90","0.304781775338195","0.250960993484731","0.358602557191659"
"Rarely","1990","college entrance qualification","vocational + Abi","54","0.237939505639794","0.181152467585458","0.29472654369413"
"Rarely","1990","college entrance qualification","higher vocational","31","0.270412868939294","0.189232423259208","0.35159331461938"
"Rarely","1990","college entrance qualification","higher education","187","0.297287591147688","0.260438095095479","0.334137087199897"
"Rarely","1990","Other degree","in school","","","",""
"Rarely","1990","Other degree","inadequately","8","","",""
"Rarely","1990","Other degree","general elemantary","91","0.199645294556716","0.165354019788158","0.233936569325275"
"Rarely","1990","Other degree","middle vocational","96","0.283525129520545","0.236171341127226","0.330878917913865"
"Rarely","1990","Other degree","vocational + Abi","19","","",""
"Rarely","1990","Other degree","higher vocational","2","","",""
"Rarely","1990","Other degree","higher education","12","","",""
"Rarely","1990","no degree/no degree yet","in school","43","0.315284023549484","0.243514284727103","0.387053762371866"
"Rarely","1990","no degree/no degree yet","inadequately","100","0.183426350796819","0.15243337883286","0.214419322760778"
"Rarely","1990","no degree/no degree yet","general elemantary","","","",""
"Rarely","1990","no degree/no degree yet","middle vocational","19","","",""
"Rarely","1990","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1990","no degree/no degree yet","higher vocational","1","","",""
"Rarely","1990","no degree/no degree yet","higher education","1","","",""
"Never","1990","lower secondary degree","in school","","","",""
"Never","1990","lower secondary degree","inadequately","","","",""
"Never","1990","lower secondary degree","general elemantary","53","0.0285169216632845","0.0203305438626106","0.0367032994639584"
"Never","1990","lower secondary degree","middle vocational","55","0.0199393564818115","0.0146703735579882","0.0252083394056347"
"Never","1990","lower secondary degree","vocational + Abi","","","",""
"Never","1990","lower secondary degree","higher vocational","2","","",""
"Never","1990","lower secondary degree","higher education","","","",""
"Never","1990","secondary school degree","in school","","","",""
"Never","1990","secondary school degree","inadequately","","","",""
"Never","1990","secondary school degree","general elemantary","15","","",""
"Never","1990","secondary school degree","middle vocational","13","","",""
"Never","1990","secondary school degree","vocational + Abi","","","",""
"Never","1990","secondary school degree","higher vocational","3","","",""
"Never","1990","secondary school degree","higher education","","","",""
"Never","1990","college entrance qualification","in school","","","",""
"Never","1990","college entrance qualification","inadequately","","","",""
"Never","1990","college entrance qualification","general elemantary","","","",""
"Never","1990","college entrance qualification","middle vocational","14","","",""
"Never","1990","college entrance qualification","vocational + Abi","4","","",""
"Never","1990","college entrance qualification","higher vocational","2","","",""
"Never","1990","college entrance qualification","higher education","8","","",""
"Never","1990","Other degree","in school","","","",""
"Never","1990","Other degree","inadequately","2","","",""
"Never","1990","Other degree","general elemantary","66","0.140514470310446","0.110702364809901","0.170326575810991"
"Never","1990","Other degree","middle vocational","40","0.124699325642161","0.0899881635986488","0.159410487685673"
"Never","1990","Other degree","vocational + Abi","9","","",""
"Never","1990","Other degree","higher vocational","","","",""
"Never","1990","Other degree","higher education","3","","",""
"Never","1990","no degree/no degree yet","in school","12","","",""
"Never","1990","no degree/no degree yet","inadequately","62","0.118949969590189","0.093025067029659","0.144874872150719"
"Never","1990","no degree/no degree yet","general elemantary","","","",""
"Never","1990","no degree/no degree yet","middle vocational","6","","",""
"Never","1990","no degree/no degree yet","vocational + Abi","","","",""
"Never","1990","no degree/no degree yet","higher vocational","","","",""
"Never","1990","no degree/no degree yet","higher education","","","",""
"Daily","1991","lower secondary degree","in school","","","",""
"Daily","1991","lower secondary degree","inadequately","","","",""
"Daily","1991","lower secondary degree","general elemantary","","","",""
"Daily","1991","lower secondary degree","middle vocational","","","",""
"Daily","1991","lower secondary degree","vocational + Abi","","","",""
"Daily","1991","lower secondary degree","higher vocational","","","",""
"Daily","1991","lower secondary degree","higher education","","","",""
"Daily","1991","secondary school degree","in school","","","",""
"Daily","1991","secondary school degree","inadequately","","","",""
"Daily","1991","secondary school degree","general elemantary","","","",""
"Daily","1991","secondary school degree","middle vocational","","","",""
"Daily","1991","secondary school degree","vocational + Abi","","","",""
"Daily","1991","secondary school degree","higher vocational","","","",""
"Daily","1991","secondary school degree","higher education","","","",""
"Daily","1991","college entrance qualification","in school","","","",""
"Daily","1991","college entrance qualification","inadequately","","","",""
"Daily","1991","college entrance qualification","general elemantary","","","",""
"Daily","1991","college entrance qualification","middle vocational","","","",""
"Daily","1991","college entrance qualification","vocational + Abi","","","",""
"Daily","1991","college entrance qualification","higher vocational","","","",""
"Daily","1991","college entrance qualification","higher education","","","",""
"Daily","1991","Other degree","in school","","","",""
"Daily","1991","Other degree","inadequately","","","",""
"Daily","1991","Other degree","general elemantary","","","",""
"Daily","1991","Other degree","middle vocational","","","",""
"Daily","1991","Other degree","vocational + Abi","","","",""
"Daily","1991","Other degree","higher vocational","","","",""
"Daily","1991","Other degree","higher education","","","",""
"Daily","1991","no degree/no degree yet","in school","","","",""
"Daily","1991","no degree/no degree yet","inadequately","","","",""
"Daily","1991","no degree/no degree yet","general elemantary","","","",""
"Daily","1991","no degree/no degree yet","middle vocational","","","",""
"Daily","1991","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1991","no degree/no degree yet","higher vocational","","","",""
"Daily","1991","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1991","lower secondary degree","in school","","","",""
"Min 1x per week","1991","lower secondary degree","inadequately","","","",""
"Min 1x per week","1991","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1991","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1991","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1991","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1991","lower secondary degree","higher education","","","",""
"Min 1x per week","1991","secondary school degree","in school","","","",""
"Min 1x per week","1991","secondary school degree","inadequately","","","",""
"Min 1x per week","1991","secondary school degree","general elemantary","","","",""
"Min 1x per week","1991","secondary school degree","middle vocational","","","",""
"Min 1x per week","1991","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1991","secondary school degree","higher vocational","","","",""
"Min 1x per week","1991","secondary school degree","higher education","","","",""
"Min 1x per week","1991","college entrance qualification","in school","","","",""
"Min 1x per week","1991","college entrance qualification","inadequately","","","",""
"Min 1x per week","1991","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1991","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1991","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1991","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1991","college entrance qualification","higher education","","","",""
"Min 1x per week","1991","Other degree","in school","","","",""
"Min 1x per week","1991","Other degree","inadequately","","","",""
"Min 1x per week","1991","Other degree","general elemantary","","","",""
"Min 1x per week","1991","Other degree","middle vocational","","","",""
"Min 1x per week","1991","Other degree","vocational + Abi","","","",""
"Min 1x per week","1991","Other degree","higher vocational","","","",""
"Min 1x per week","1991","Other degree","higher education","","","",""
"Min 1x per week","1991","no degree/no degree yet","in school","","","",""
"Min 1x per week","1991","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1991","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1991","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1991","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1991","lower secondary degree","in school","","","",""
"Min 1x per month","1991","lower secondary degree","inadequately","","","",""
"Min 1x per month","1991","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1991","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1991","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1991","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1991","lower secondary degree","higher education","","","",""
"Min 1x per month","1991","secondary school degree","in school","","","",""
"Min 1x per month","1991","secondary school degree","inadequately","","","",""
"Min 1x per month","1991","secondary school degree","general elemantary","","","",""
"Min 1x per month","1991","secondary school degree","middle vocational","","","",""
"Min 1x per month","1991","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1991","secondary school degree","higher vocational","","","",""
"Min 1x per month","1991","secondary school degree","higher education","","","",""
"Min 1x per month","1991","college entrance qualification","in school","","","",""
"Min 1x per month","1991","college entrance qualification","inadequately","","","",""
"Min 1x per month","1991","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1991","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1991","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1991","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1991","college entrance qualification","higher education","","","",""
"Min 1x per month","1991","Other degree","in school","","","",""
"Min 1x per month","1991","Other degree","inadequately","","","",""
"Min 1x per month","1991","Other degree","general elemantary","","","",""
"Min 1x per month","1991","Other degree","middle vocational","","","",""
"Min 1x per month","1991","Other degree","vocational + Abi","","","",""
"Min 1x per month","1991","Other degree","higher vocational","","","",""
"Min 1x per month","1991","Other degree","higher education","","","",""
"Min 1x per month","1991","no degree/no degree yet","in school","","","",""
"Min 1x per month","1991","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1991","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1991","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1991","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1991","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1991","no degree/no degree yet","higher education","","","",""
"Rarely","1991","lower secondary degree","in school","","","",""
"Rarely","1991","lower secondary degree","inadequately","","","",""
"Rarely","1991","lower secondary degree","general elemantary","","","",""
"Rarely","1991","lower secondary degree","middle vocational","","","",""
"Rarely","1991","lower secondary degree","vocational + Abi","","","",""
"Rarely","1991","lower secondary degree","higher vocational","","","",""
"Rarely","1991","lower secondary degree","higher education","","","",""
"Rarely","1991","secondary school degree","in school","","","",""
"Rarely","1991","secondary school degree","inadequately","","","",""
"Rarely","1991","secondary school degree","general elemantary","","","",""
"Rarely","1991","secondary school degree","middle vocational","","","",""
"Rarely","1991","secondary school degree","vocational + Abi","","","",""
"Rarely","1991","secondary school degree","higher vocational","","","",""
"Rarely","1991","secondary school degree","higher education","","","",""
"Rarely","1991","college entrance qualification","in school","","","",""
"Rarely","1991","college entrance qualification","inadequately","","","",""
"Rarely","1991","college entrance qualification","general elemantary","","","",""
"Rarely","1991","college entrance qualification","middle vocational","","","",""
"Rarely","1991","college entrance qualification","vocational + Abi","","","",""
"Rarely","1991","college entrance qualification","higher vocational","","","",""
"Rarely","1991","college entrance qualification","higher education","","","",""
"Rarely","1991","Other degree","in school","","","",""
"Rarely","1991","Other degree","inadequately","","","",""
"Rarely","1991","Other degree","general elemantary","","","",""
"Rarely","1991","Other degree","middle vocational","","","",""
"Rarely","1991","Other degree","vocational + Abi","","","",""
"Rarely","1991","Other degree","higher vocational","","","",""
"Rarely","1991","Other degree","higher education","","","",""
"Rarely","1991","no degree/no degree yet","in school","","","",""
"Rarely","1991","no degree/no degree yet","inadequately","","","",""
"Rarely","1991","no degree/no degree yet","general elemantary","","","",""
"Rarely","1991","no degree/no degree yet","middle vocational","","","",""
"Rarely","1991","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1991","no degree/no degree yet","higher vocational","","","",""
"Rarely","1991","no degree/no degree yet","higher education","","","",""
"Never","1991","lower secondary degree","in school","","","",""
"Never","1991","lower secondary degree","inadequately","","","",""
"Never","1991","lower secondary degree","general elemantary","","","",""
"Never","1991","lower secondary degree","middle vocational","","","",""
"Never","1991","lower secondary degree","vocational + Abi","","","",""
"Never","1991","lower secondary degree","higher vocational","","","",""
"Never","1991","lower secondary degree","higher education","","","",""
"Never","1991","secondary school degree","in school","","","",""
"Never","1991","secondary school degree","inadequately","","","",""
"Never","1991","secondary school degree","general elemantary","","","",""
"Never","1991","secondary school degree","middle vocational","","","",""
"Never","1991","secondary school degree","vocational + Abi","","","",""
"Never","1991","secondary school degree","higher vocational","","","",""
"Never","1991","secondary school degree","higher education","","","",""
"Never","1991","college entrance qualification","in school","","","",""
"Never","1991","college entrance qualification","inadequately","","","",""
"Never","1991","college entrance qualification","general elemantary","","","",""
"Never","1991","college entrance qualification","middle vocational","","","",""
"Never","1991","college entrance qualification","vocational + Abi","","","",""
"Never","1991","college entrance qualification","higher vocational","","","",""
"Never","1991","college entrance qualification","higher education","","","",""
"Never","1991","Other degree","in school","","","",""
"Never","1991","Other degree","inadequately","","","",""
"Never","1991","Other degree","general elemantary","","","",""
"Never","1991","Other degree","middle vocational","","","",""
"Never","1991","Other degree","vocational + Abi","","","",""
"Never","1991","Other degree","higher vocational","","","",""
"Never","1991","Other degree","higher education","","","",""
"Never","1991","no degree/no degree yet","in school","","","",""
"Never","1991","no degree/no degree yet","inadequately","","","",""
"Never","1991","no degree/no degree yet","general elemantary","","","",""
"Never","1991","no degree/no degree yet","middle vocational","","","",""
"Never","1991","no degree/no degree yet","vocational + Abi","","","",""
"Never","1991","no degree/no degree yet","higher vocational","","","",""
"Never","1991","no degree/no degree yet","higher education","","","",""
"Daily","1992","lower secondary degree","in school","","","",""
"Daily","1992","lower secondary degree","inadequately","","","",""
"Daily","1992","lower secondary degree","general elemantary","","","",""
"Daily","1992","lower secondary degree","middle vocational","","","",""
"Daily","1992","lower secondary degree","vocational + Abi","","","",""
"Daily","1992","lower secondary degree","higher vocational","","","",""
"Daily","1992","lower secondary degree","higher education","","","",""
"Daily","1992","secondary school degree","in school","","","",""
"Daily","1992","secondary school degree","inadequately","","","",""
"Daily","1992","secondary school degree","general elemantary","","","",""
"Daily","1992","secondary school degree","middle vocational","","","",""
"Daily","1992","secondary school degree","vocational + Abi","","","",""
"Daily","1992","secondary school degree","higher vocational","","","",""
"Daily","1992","secondary school degree","higher education","","","",""
"Daily","1992","college entrance qualification","in school","","","",""
"Daily","1992","college entrance qualification","inadequately","","","",""
"Daily","1992","college entrance qualification","general elemantary","","","",""
"Daily","1992","college entrance qualification","middle vocational","","","",""
"Daily","1992","college entrance qualification","vocational + Abi","","","",""
"Daily","1992","college entrance qualification","higher vocational","","","",""
"Daily","1992","college entrance qualification","higher education","","","",""
"Daily","1992","Other degree","in school","","","",""
"Daily","1992","Other degree","inadequately","","","",""
"Daily","1992","Other degree","general elemantary","","","",""
"Daily","1992","Other degree","middle vocational","","","",""
"Daily","1992","Other degree","vocational + Abi","","","",""
"Daily","1992","Other degree","higher vocational","","","",""
"Daily","1992","Other degree","higher education","","","",""
"Daily","1992","no degree/no degree yet","in school","","","",""
"Daily","1992","no degree/no degree yet","inadequately","","","",""
"Daily","1992","no degree/no degree yet","general elemantary","","","",""
"Daily","1992","no degree/no degree yet","middle vocational","","","",""
"Daily","1992","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1992","no degree/no degree yet","higher vocational","","","",""
"Daily","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1992","lower secondary degree","in school","","","",""
"Min 1x per week","1992","lower secondary degree","inadequately","","","",""
"Min 1x per week","1992","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1992","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1992","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1992","lower secondary degree","higher education","","","",""
"Min 1x per week","1992","secondary school degree","in school","","","",""
"Min 1x per week","1992","secondary school degree","inadequately","","","",""
"Min 1x per week","1992","secondary school degree","general elemantary","","","",""
"Min 1x per week","1992","secondary school degree","middle vocational","","","",""
"Min 1x per week","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1992","secondary school degree","higher vocational","","","",""
"Min 1x per week","1992","secondary school degree","higher education","","","",""
"Min 1x per week","1992","college entrance qualification","in school","","","",""
"Min 1x per week","1992","college entrance qualification","inadequately","","","",""
"Min 1x per week","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1992","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1992","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1992","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1992","college entrance qualification","higher education","","","",""
"Min 1x per week","1992","Other degree","in school","","","",""
"Min 1x per week","1992","Other degree","inadequately","","","",""
"Min 1x per week","1992","Other degree","general elemantary","","","",""
"Min 1x per week","1992","Other degree","middle vocational","","","",""
"Min 1x per week","1992","Other degree","vocational + Abi","","","",""
"Min 1x per week","1992","Other degree","higher vocational","","","",""
"Min 1x per week","1992","Other degree","higher education","","","",""
"Min 1x per week","1992","no degree/no degree yet","in school","","","",""
"Min 1x per week","1992","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1992","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1992","lower secondary degree","in school","","","",""
"Min 1x per month","1992","lower secondary degree","inadequately","","","",""
"Min 1x per month","1992","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1992","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1992","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1992","lower secondary degree","higher education","","","",""
"Min 1x per month","1992","secondary school degree","in school","","","",""
"Min 1x per month","1992","secondary school degree","inadequately","","","",""
"Min 1x per month","1992","secondary school degree","general elemantary","","","",""
"Min 1x per month","1992","secondary school degree","middle vocational","","","",""
"Min 1x per month","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1992","secondary school degree","higher vocational","","","",""
"Min 1x per month","1992","secondary school degree","higher education","","","",""
"Min 1x per month","1992","college entrance qualification","in school","","","",""
"Min 1x per month","1992","college entrance qualification","inadequately","","","",""
"Min 1x per month","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1992","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1992","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1992","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1992","college entrance qualification","higher education","","","",""
"Min 1x per month","1992","Other degree","in school","","","",""
"Min 1x per month","1992","Other degree","inadequately","","","",""
"Min 1x per month","1992","Other degree","general elemantary","","","",""
"Min 1x per month","1992","Other degree","middle vocational","","","",""
"Min 1x per month","1992","Other degree","vocational + Abi","","","",""
"Min 1x per month","1992","Other degree","higher vocational","","","",""
"Min 1x per month","1992","Other degree","higher education","","","",""
"Min 1x per month","1992","no degree/no degree yet","in school","","","",""
"Min 1x per month","1992","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1992","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher education","","","",""
