"pli0081","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","secondary school degree","Couple + C. GT 16 ","102","0.271207060584197","0.225535066544683","0.316879054623712"
"Min 1x per week","1990","secondary school degree","Couple + C. LE and GT 16","33","0.238259000394594","0.164166448333068","0.31235155245612"
"Min 1x per week","1990","college entrance qualification","1-pers.-HH","66","0.379315266528786","0.309395829995651","0.449234703061921"
"Min 1x per week","1990","college entrance qualification","(Married) couple without C. ","101","0.343216159719715","0.290106441592889","0.396325877846541"
"Min 1x per week","1990","college entrance qualification","Single parent ","17","","",""
"Min 1x per week","1990","college entrance qualification","Couple + C. LE 16 ","102","0.374498199121219","0.316225611567583","0.432770786674856"
"Min 1x per week","1990","college entrance qualification","Couple + C. GT 16 ","70","0.263223573087943","0.211362863154242","0.315084283021645"
"Min 1x per week","1990","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Min 1x per week","1990","Other degree","1-pers.-HH","9","","",""
"Min 1x per week","1990","Other degree","(Married) couple without C. ","45","0.264747260610828","0.195734034744641","0.333760486477015"
"Min 1x per week","1990","Other degree","Single parent ","12","","",""
"Min 1x per week","1990","Other degree","Couple + C. LE 16 ","137","0.390271167985726","0.336990243080608","0.443552092890844"
"Min 1x per week","1990","Other degree","Couple + C. GT 16 ","72","0.323106977327919","0.256256832363812","0.389957122292026"
"Min 1x per week","1990","Other degree","Couple + C. LE and GT 16","66","0.414450963163419","0.337637426817964","0.491264499508873"
"Min 1x per week","1990","no degree/no degree yet","1-pers.-HH","15","","",""
"Min 1x per week","1990","no degree/no degree yet","(Married) couple without C. ","26","","",""
"Min 1x per week","1990","no degree/no degree yet","Single parent ","7","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE 16 ","67","0.340419785221855","0.26833638679942","0.412503183644289"
"Min 1x per week","1990","no degree/no degree yet","Couple + C. GT 16 ","91","0.269369503307705","0.211402621037761","0.327336385577648"
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE and GT 16","68","0.290245519400652","0.224123571801095","0.356367467000209"
"Min 1x per month","1990","lower secondary degree","1-pers.-HH","128","0.257049732485642","0.219632565910025","0.294466899061259"
"Min 1x per month","1990","lower secondary degree","(Married) couple without C. ","410","0.318318898936751","0.292908773512224","0.343729024361277"
"Min 1x per month","1990","lower secondary degree","Single parent ","66","0.323245903500936","0.262668268882145","0.383823538119727"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE 16 ","255","0.311406315045558","0.281068674673067","0.341743955418049"
"Min 1x per month","1990","lower secondary degree","Couple + C. GT 16 ","326","0.36060956875638","0.330043075866738","0.391176061646021"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE and GT 16","115","0.382031053272112","0.330384506173297","0.433677600370927"
"Min 1x per month","1990","secondary school degree","1-pers.-HH","69","0.338004097986065","0.273564688542767","0.402443507429363"
"Min 1x per month","1990","secondary school degree","(Married) couple without C. ","145","0.346205906447954","0.301650668372436","0.390761144523473"
"Min 1x per month","1990","secondary school degree","Single parent ","23","","",""
"Min 1x per month","1990","secondary school degree","Couple + C. LE 16 ","126","0.319645393445548","0.273887762311189","0.365403024579906"
"Min 1x per month","1990","secondary school degree","Couple + C. GT 16 ","132","0.362923204741991","0.313526194824534","0.412320214659447"
"Min 1x per month","1990","secondary school degree","Couple + C. LE and GT 16","39","0.326483004469469","0.244927965546137","0.408038043392801"
"Min 1x per month","1990","college entrance qualification","1-pers.-HH","52","0.291122866961076","0.225661379394298","0.356584354527854"
"Min 1x per month","1990","college entrance qualification","(Married) couple without C. ","109","0.354210683735685","0.300710514061273","0.407710853410098"
"Min 1x per month","1990","college entrance qualification","Single parent ","22","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE 16 ","93","0.361640290672568","0.303791232456206","0.419489348888931"
"Min 1x per month","1990","college entrance qualification","Couple + C. GT 16 ","84","0.302343346456826","0.248258041279225","0.356428651634428"
"Min 1x per month","1990","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Min 1x per month","1990","Other degree","1-pers.-HH","9","","",""
"Min 1x per month","1990","Other degree","(Married) couple without C. ","28","","",""
"Min 1x per month","1990","Other degree","Single parent ","3","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE 16 ","64","0.22642001986647","0.180708024585826","0.272132015147114"
"Min 1x per month","1990","Other degree","Couple + C. GT 16 ","37","0.272384408079076","0.208747175240608","0.336021640917545"
"Min 1x per month","1990","Other degree","Couple + C. LE and GT 16","32","0.228823995723959","0.163323123395181","0.294324868052737"
"Min 1x per month","1990","no degree/no degree yet","1-pers.-HH","7","","",""
"Min 1x per month","1990","no degree/no degree yet","(Married) couple without C. ","20","","",""
"Min 1x per month","1990","no degree/no degree yet","Single parent ","9","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE 16 ","27","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. GT 16 ","49","0.297632383566561","0.2378904653508","0.357374301782322"
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE and GT 16","42","0.38266702637383","0.311859558878081","0.453474493869579"
"Rarely","1990","lower secondary degree","1-pers.-HH","134","0.263872208155879","0.226136206661371","0.301608209650387"
"Rarely","1990","lower secondary degree","(Married) couple without C. ","218","0.178064527458585","0.157195964804436","0.198933090112734"
"Rarely","1990","lower secondary degree","Single parent ","50","0.214054926802544","0.160931135499851","0.267178718105237"
"Rarely","1990","lower secondary degree","Couple + C. LE 16 ","145","0.178037200158002","0.152975067023408","0.203099333292596"
"Rarely","1990","lower secondary degree","Couple + C. GT 16 ","214","0.239715165308935","0.212539521521829","0.266890809096042"
"Rarely","1990","lower secondary degree","Couple + C. LE and GT 16","88","0.253808296579258","0.207550307667513","0.300066285491004"
"Rarely","1990","secondary school degree","1-pers.-HH","42","0.200443736326574","0.14590768647503","0.254979786178118"
"Rarely","1990","secondary school degree","(Married) couple without C. ","71","0.18916414335924","0.152486880512503","0.225841406205977"
"Rarely","1990","secondary school degree","Single parent ","23","","",""
"Rarely","1990","secondary school degree","Couple + C. LE 16 ","64","0.168656796185195","0.131915561919904","0.205398030450486"
"Rarely","1990","secondary school degree","Couple + C. GT 16 ","107","0.313918338586009","0.266243015120557","0.361593662051461"
"Rarely","1990","secondary school degree","Couple + C. LE and GT 16","45","0.357607023917222","0.274248571612695","0.440965476221749"
"Rarely","1990","college entrance qualification","1-pers.-HH","57","0.267729847852338","0.203926085525935","0.331533610178742"
"Rarely","1990","college entrance qualification","(Married) couple without C. ","81","0.245774438793117","0.197613174047049","0.293935703539185"
"Rarely","1990","college entrance qualification","Single parent ","20","","",""
"Rarely","1990","college entrance qualification","Couple + C. LE 16 ","60","0.227279623352706","0.176823185478","0.277736061227411"
"Rarely","1990","college entrance qualification","Couple + C. GT 16 ","108","0.383115449638367","0.325865516180644","0.440365383096091"
"Rarely","1990","college entrance qualification","Couple + C. LE and GT 16","21","","",""
"Rarely","1990","Other degree","1-pers.-HH","18","","",""
"Rarely","1990","Other degree","(Married) couple without C. ","50","0.34422710235925","0.269908501103125","0.418545703615375"
"Rarely","1990","Other degree","Single parent ","6","","",""
"Rarely","1990","Other degree","Couple + C. LE 16 ","60","0.203144630993842","0.159199316072343","0.24708994591534"
"Rarely","1990","Other degree","Couple + C. GT 16 ","43","0.225743975821819","0.165982743036468","0.285505208607171"
"Rarely","1990","Other degree","Couple + C. LE and GT 16","39","0.251376778893945","0.183735194283963","0.319018363503927"
"Rarely","1990","no degree/no degree yet","1-pers.-HH","8","","",""
"Rarely","1990","no degree/no degree yet","(Married) couple without C. ","16","","",""
"Rarely","1990","no degree/no degree yet","Single parent ","15","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. LE 16 ","27","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. GT 16 ","46","0.322534148249748","0.261455644764359","0.383612651735137"
"Rarely","1990","no degree/no degree yet","Couple + C. LE and GT 16","38","0.208174092488802","0.149026510189366","0.267321674788237"
"Never","1990","lower secondary degree","1-pers.-HH","21","","",""
"Never","1990","lower secondary degree","(Married) couple without C. ","17","","",""
"Never","1990","lower secondary degree","Single parent ","10","","",""
"Never","1990","lower secondary degree","Couple + C. LE 16 ","6","","",""
"Never","1990","lower secondary degree","Couple + C. GT 16 ","29","","",""
"Never","1990","lower secondary degree","Couple + C. LE and GT 16","13","","",""
"Never","1990","secondary school degree","1-pers.-HH","6","","",""
"Never","1990","secondary school degree","(Married) couple without C. ","5","","",""
"Never","1990","secondary school degree","Single parent ","2","","",""
"Never","1990","secondary school degree","Couple + C. LE 16 ","2","","",""
"Never","1990","secondary school degree","Couple + C. GT 16 ","10","","",""
"Never","1990","secondary school degree","Couple + C. LE and GT 16","6","","",""
"Never","1990","college entrance qualification","1-pers.-HH","6","","",""
"Never","1990","college entrance qualification","(Married) couple without C. ","5","","",""
"Never","1990","college entrance qualification","Single parent ","4","","",""
"Never","1990","college entrance qualification","Couple + C. LE 16 ","2","","",""
"Never","1990","college entrance qualification","Couple + C. GT 16 ","8","","",""
"Never","1990","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Never","1990","Other degree","1-pers.-HH","17","","",""
"Never","1990","Other degree","(Married) couple without C. ","20","","",""
"Never","1990","Other degree","Single parent ","6","","",""
"Never","1990","Other degree","Couple + C. LE 16 ","35","0.100960318971802","0.0680535727053983","0.133867065238205"
"Never","1990","Other degree","Couple + C. GT 16 ","20","","",""
"Never","1990","Other degree","Couple + C. LE and GT 16","11","","",""
"Never","1990","no degree/no degree yet","1-pers.-HH","9","","",""
"Never","1990","no degree/no degree yet","(Married) couple without C. ","10","","",""
"Never","1990","no degree/no degree yet","Single parent ","3","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"Never","1990","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE and GT 16","19","","",""
"Daily","1991","lower secondary degree","1-pers.-HH","","","",""
"Daily","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1991","lower secondary degree","Single parent ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","secondary school degree","1-pers.-HH","","","",""
"Daily","1991","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1991","secondary school degree","Single parent ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","college entrance qualification","1-pers.-HH","","","",""
"Daily","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1991","college entrance qualification","Single parent ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1991","Other degree","1-pers.-HH","","","",""
"Daily","1991","Other degree","(Married) couple without C. ","","","",""
"Daily","1991","Other degree","Single parent ","","","",""
"Daily","1991","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1991","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1991","no degree/no degree yet","Single parent ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","secondary school degree","Single parent ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Other degree","Single parent ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","secondary school degree","Single parent ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Other degree","Single parent ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1991","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1991","lower secondary degree","Single parent ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","secondary school degree","1-pers.-HH","","","",""
"Rarely","1991","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1991","secondary school degree","Single parent ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1991","college entrance qualification","Single parent ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Other degree","1-pers.-HH","","","",""
"Rarely","1991","Other degree","(Married) couple without C. ","","","",""
"Rarely","1991","Other degree","Single parent ","","","",""
"Rarely","1991","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1991","no degree/no degree yet","Single parent ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1991","lower secondary degree","1-pers.-HH","","","",""
"Never","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1991","lower secondary degree","Single parent ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1991","secondary school degree","1-pers.-HH","","","",""
"Never","1991","secondary school degree","(Married) couple without C. ","","","",""
"Never","1991","secondary school degree","Single parent ","","","",""
"Never","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1991","college entrance qualification","1-pers.-HH","","","",""
"Never","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1991","college entrance qualification","Single parent ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1991","Other degree","1-pers.-HH","","","",""
"Never","1991","Other degree","(Married) couple without C. ","","","",""
"Never","1991","Other degree","Single parent ","","","",""
"Never","1991","Other degree","Couple + C. LE 16 ","","","",""
"Never","1991","Other degree","Couple + C. GT 16 ","","","",""
"Never","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1991","no degree/no degree yet","Single parent ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1992","lower secondary degree","1-pers.-HH","","","",""
"Daily","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1992","lower secondary degree","Single parent ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","secondary school degree","1-pers.-HH","","","",""
"Daily","1992","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1992","secondary school degree","Single parent ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","college entrance qualification","1-pers.-HH","","","",""
"Daily","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1992","college entrance qualification","Single parent ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1992","Other degree","1-pers.-HH","","","",""
"Daily","1992","Other degree","(Married) couple without C. ","","","",""
"Daily","1992","Other degree","Single parent ","","","",""
"Daily","1992","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1992","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1992","no degree/no degree yet","Single parent ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","secondary school degree","Single parent ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1992","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1992","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Other degree","Single parent ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","secondary school degree","Single parent ","","","",""
