"pli0081","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1990","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1990","Bavaria","West Germany","492","0.31771831173873","0.294883438044778","0.340553185432683","3"
"Min 1x per month","1990","Bavaria","East Germany","","","","","3"
"Min 1x per month","1990","Berlin","West Germany","95","0.324520620059987","0.274005857303362","0.375035382816612","3"
"Min 1x per month","1990","Berlin","East Germany","","","","","3"
"Min 1x per month","1990","Brandenburg","West Germany","","","","","3"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1990","Saxony","West Germany","","","","","2"
"Min 1x per week","1990","Saxony","East Germany","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1990","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1990","Schleswig-Holstein","West Germany","83","0.306020641052706","0.252329391640263","0.359711890465149","2"
"Min 1x per week","1990","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1990","Hamburg","West Germany","63","0.349727282120636","0.277399961202553","0.422054603038718","2"
"Min 1x per week","1990","Hamburg","East Germany","","","","","2"
"Min 1x per week","1990","Lower Saxony","West Germany","333","0.318609802852157","0.289393294210008","0.347826311494306","2"
"Min 1x per week","1990","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1990","Bremen","West Germany","30","0.33077894840846","0.239916757022873","0.421641139794046","2"
"Min 1x per week","1990","Bremen","East Germany","","","","","2"
"Min 1x per week","1990","North Rhine-Westphalia","West Germany","1008","0.384242870260662","0.365426199321353","0.40305954119997","2"
"Min 1x per week","1990","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1990","Hesse","West Germany","336","0.331367231830907","0.301971885323387","0.360762578338427","2"
"Min 1x per week","1990","Hesse","East Germany","","","","","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","West Germany","277","0.389174345863967","0.35225606868714","0.426092623040794","2"
"Min 1x per week","1990","Thuringia","West Germany","","","","","2"
"Min 1x per week","1990","Thuringia","East Germany","","","","","2"
"Min 1x per week","1990","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1990","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1990","Bavaria","West Germany","572","0.342956677097396","0.319675106902866","0.366238247291926","2"
"Min 1x per week","1990","Bavaria","East Germany","","","","","2"
"Min 1x per week","1990","Berlin","West Germany","108","0.319024480888133","0.268735958377865","0.369313003398401","2"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1990","Baden-Württemberg","West Germany","725","0.369146213596192","0.346828048240665","0.391464378951719","2"
"Min 1x per week","1990","Berlin","East Germany","","","","","2"
"Min 1x per week","1990","Brandenburg","West Germany","","","","","2"
"Never","1990","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1990","Saxony","West Germany","","","","","5"
"Never","1990","Schleswig-Holstein","East Germany","","","","","5"
"Never","1990","North Rhine-Westphalia","West Germany","114","0.0253647748674634","0.0192824205670054","0.0314471291679213","5"
"Never","1990","Schleswig-Holstein","West Germany","4","","","","5"
"Never","1990","Hamburg","East Germany","","","","","5"
"Never","1990","Lower Saxony","East Germany","","","","","5"
"Never","1990","Bremen","West Germany","8","","","","5"
"Never","1990","Bremen","East Germany","","","","","5"
"Never","1990","Saxony","East Germany","","","","","5"
"Never","1990","Hamburg","West Germany","13","","","","5"
"Never","1990","Lower Saxony","West Germany","33","0.0243183862996913","0.0146596069229748","0.0339771656764078","5"
"Never","1990","Brandenburg","East Germany","","","","","5"
"Never","1990","Saxony-Anhalt","West Germany","","","","","5"
"Never","1990","Saxony-Anhalt","East Germany","","","","","5"
"Never","1990","Thuringia","West Germany","","","","","5"
"Never","1990","Thuringia","East Germany","","","","","5"
"Never","1990","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1990","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1990","Hesse","West Germany","53","0.0367756453406699","0.0250219655611148","0.048529325120225","5"
"Never","1990","Hesse","East Germany","","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","West Germany","14","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1990","Baden-Württemberg","West Germany","67","0.0244475796148617","0.0173052783525405","0.0315898808771829","5"
"Never","1990","Baden-Württemberg","East Germany","","","","","5"
"Never","1990","Bavaria","West Germany","58","0.0290595856110079","0.0208213040523244","0.0372978671696915","5"
"Never","1990","Bavaria","East Germany","","","","","5"
"Never","1990","Berlin","West Germany","17","","","","5"
"Never","1990","Berlin","East Germany","","","","","5"
"Never","1990","Brandenburg","West Germany","","","","","5"
"Rarely","1990","Saxony","West Germany","","","","","4"
"Rarely","1990","Hamburg","West Germany","45","0.285146906124566","0.216671819880726","0.353621992368405","4"
"Rarely","1990","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1990","North Rhine-Westphalia","West Germany","531","0.209169958600837","0.193436420680153","0.224903496521522","4"
"Rarely","1990","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1990","Bavaria","West Germany","384","0.253771510848452","0.232428633026602","0.275114388670301","4"
"Rarely","1990","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1990","Hesse","West Germany","241","0.259526488393856","0.232150135864687","0.286902840923024","4"
"Rarely","1990","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1990","Schleswig-Holstein","West Germany","62","0.217640233833592","0.169564301051893","0.265716166615291","4"
"Rarely","1990","Hamburg","East Germany","","","","","4"
"Rarely","1990","Lower Saxony","West Germany","225","0.254251372889991","0.226947220839797","0.281555524940184","4"
"Rarely","1990","Lower Saxony","East Germany","","","","","4"
"Rarely","1990","Bremen","West Germany","28","","","","4"
"Rarely","1990","Bremen","East Germany","","","","","4"
"Rarely","1990","Hesse","East Germany","","","","","4"
"Rarely","1990","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1990","Saxony","East Germany","","","","","4"
"Rarely","1990","Thuringia","East Germany","","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","West Germany","135","0.213717063018549","0.182677205866865","0.244756920170233","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1990","Baden-Württemberg","West Germany","373","0.225376081678128","0.206052203618999","0.244699959737256","4"
"Rarely","1990","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1990","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1990","Thuringia","West Germany","","","","","4"
"Rarely","1990","Brandenburg","East Germany","","","","","4"
"Rarely","1990","Bavaria","East Germany","","","","","4"
"Rarely","1990","Berlin","West Germany","78","0.241073599594035","0.194924229485882","0.287222969702188","4"
"Rarely","1990","Berlin","East Germany","","","","","4"
"Rarely","1990","Brandenburg","West Germany","","","","","4"
"Daily","1991","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1991","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1991","Hamburg","West Germany","","","","","1"
"Daily","1991","Hamburg","East Germany","","","","","1"
"Daily","1991","Lower Saxony","West Germany","","","","","1"
"Daily","1991","Lower Saxony","East Germany","","","","","1"
"Daily","1991","Bremen","West Germany","","","","","1"
"Daily","1991","Bremen","East Germany","","","","","1"
"Daily","1991","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1991","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1991","Hesse","West Germany","","","","","1"
"Daily","1991","Hesse","East Germany","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1991","Baden-Württemberg","West Germany","","","","","1"
"Daily","1991","Baden-Württemberg","East Germany","","","","","1"
"Daily","1991","Bavaria","West Germany","","","","","1"
"Daily","1991","Bavaria","East Germany","","","","","1"
"Daily","1991","Berlin","West Germany","","","","","1"
"Daily","1991","Berlin","East Germany","","","","","1"
"Daily","1991","Brandenburg","West Germany","","","","","1"
"Daily","1991","Brandenburg","East Germany","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1991","Saxony","West Germany","","","","","1"
"Daily","1991","Saxony","East Germany","","","","","1"
"Daily","1991","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1991","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1991","Thuringia","West Germany","","","","","1"
"Daily","1991","Thuringia","East Germany","","","","","1"
"Min 1x per month","1991","Saxony","East Germany","","","","","3"
"Min 1x per month","1991","Hamburg","West Germany","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1991","Hamburg","East Germany","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1991","Saxony","West Germany","","","","","3"
"Min 1x per month","1991","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1991","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","1991","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1991","Thuringia","East Germany","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1991","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1991","Thuringia","West Germany","","","","","3"
"Min 1x per month","1991","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","1991","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1991","Bremen","West Germany","","","","","3"
"Min 1x per month","1991","Bremen","East Germany","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1991","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1991","Hesse","West Germany","","","","","3"
"Min 1x per month","1991","Hesse","East Germany","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1991","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1991","Bavaria","West Germany","","","","","3"
"Min 1x per month","1991","Bavaria","East Germany","","","","","3"
"Min 1x per month","1991","Berlin","West Germany","","","","","3"
"Min 1x per month","1991","Berlin","East Germany","","","","","3"
"Min 1x per month","1991","Brandenburg","West Germany","","","","","3"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1991","Saxony","West Germany","","","","","2"
"Min 1x per week","1991","Saxony","East Germany","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1991","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1991","Thuringia","West Germany","","","","","2"
"Min 1x per week","1991","Thuringia","East Germany","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1991","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1991","Hamburg","West Germany","","","","","2"
"Min 1x per week","1991","Hamburg","East Germany","","","","","2"
"Min 1x per week","1991","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1991","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1991","Bremen","West Germany","","","","","2"
"Min 1x per week","1991","Bremen","East Germany","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1991","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1991","Hesse","West Germany","","","","","2"
"Min 1x per week","1991","Hesse","East Germany","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1991","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1991","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1991","Bavaria","West Germany","","","","","2"
"Min 1x per week","1991","Bavaria","East Germany","","","","","2"
"Min 1x per week","1991","Berlin","West Germany","","","","","2"
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1991","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1991","Berlin","East Germany","","","","","2"
"Min 1x per week","1991","Brandenburg","West Germany","","","","","2"
"Never","1991","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1991","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1991","Schleswig-Holstein","East Germany","","","","","5"
"Never","1991","Hamburg","West Germany","","","","","5"
"Never","1991","Hamburg","East Germany","","","","","5"
"Never","1991","Lower Saxony","West Germany","","","","","5"
"Never","1991","Bremen","West Germany","","","","","5"
"Never","1991","Bremen","East Germany","","","","","5"
"Never","1991","Saxony","West Germany","","","","","5"
"Never","1991","Saxony","East Germany","","","","","5"
"Never","1991","Saxony-Anhalt","West Germany","","","","","5"
"Never","1991","Saxony-Anhalt","East Germany","","","","","5"
"Never","1991","Thuringia","West Germany","","","","","5"
"Never","1991","Thuringia","East Germany","","","","","5"
"Never","1991","Lower Saxony","East Germany","","","","","5"
"Never","1991","Schleswig-Holstein","West Germany","","","","","5"
"Never","1991","Brandenburg","East Germany","","","","","5"
"Never","1991","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1991","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1991","Hesse","West Germany","","","","","5"
"Never","1991","Hesse","East Germany","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1991","Baden-Württemberg","West Germany","","","","","5"
"Never","1991","Baden-Württemberg","East Germany","","","","","5"
"Never","1991","Bavaria","West Germany","","","","","5"
"Never","1991","Bavaria","East Germany","","","","","5"
"Never","1991","Berlin","West Germany","","","","","5"
"Never","1991","Berlin","East Germany","","","","","5"
"Never","1991","Brandenburg","West Germany","","","","","5"
"Rarely","1991","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1991","Hamburg","West Germany","","","","","4"
"Rarely","1991","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","1991","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1991","Hesse","West Germany","","","","","4"
"Rarely","1991","Hesse","East Germany","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1991","Baden-Württemberg","West Germany","","","","","4"
"Rarely","1991","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1991","Bavaria","West Germany","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1991","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1991","Saxony","West Germany","","","","","4"
"Rarely","1991","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","1991","Hamburg","East Germany","","","","","4"
"Rarely","1991","Lower Saxony","West Germany","","","","","4"
"Rarely","1991","Lower Saxony","East Germany","","","","","4"
"Rarely","1991","Bremen","West Germany","","","","","4"
"Rarely","1991","Bremen","East Germany","","","","","4"
"Rarely","1991","Saxony","East Germany","","","","","4"
"Rarely","1991","Thuringia","East Germany","","","","","4"
"Rarely","1991","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1991","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1991","Thuringia","West Germany","","","","","4"
"Rarely","1991","Brandenburg","East Germany","","","","","4"
"Rarely","1991","Bavaria","East Germany","","","","","4"
"Rarely","1991","Berlin","West Germany","","","","","4"
"Rarely","1991","Berlin","East Germany","","","","","4"
"Rarely","1991","Brandenburg","West Germany","","","","","4"
"Daily","1992","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1992","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1992","Hamburg","West Germany","","","","","1"
"Daily","1992","Hamburg","East Germany","","","","","1"
"Daily","1992","Lower Saxony","West Germany","","","","","1"
"Daily","1992","Lower Saxony","East Germany","","","","","1"
"Daily","1992","Bremen","West Germany","","","","","1"
"Daily","1992","Bremen","East Germany","","","","","1"
"Daily","1992","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1992","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1992","Hesse","West Germany","","","","","1"
"Daily","1992","Hesse","East Germany","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1992","Baden-Württemberg","West Germany","","","","","1"
"Daily","1992","Baden-Württemberg","East Germany","","","","","1"
"Daily","1992","Bavaria","West Germany","","","","","1"
"Daily","1992","Bavaria","East Germany","","","","","1"
"Daily","1992","Berlin","West Germany","","","","","1"
"Daily","1992","Berlin","East Germany","","","","","1"
"Daily","1992","Brandenburg","West Germany","","","","","1"
"Daily","1992","Brandenburg","East Germany","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1992","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1992","Saxony","West Germany","","","","","1"
"Daily","1992","Saxony","East Germany","","","","","1"
"Daily","1992","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1992","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1992","Thuringia","West Germany","","","","","1"
"Daily","1992","Thuringia","East Germany","","","","","1"
"Min 1x per month","1992","Saxony","East Germany","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1992","Saxony","West Germany","","","","","3"
"Min 1x per month","1992","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1992","Hamburg","West Germany","","","","","3"
"Min 1x per month","1992","Hamburg","East Germany","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1992","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1992","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1992","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1992","Thuringia","West Germany","","","","","3"
"Min 1x per month","1992","Thuringia","East Germany","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1992","Bavaria","West Germany","","","","","3"
"Min 1x per month","1992","Bavaria","East Germany","","","","","3"
"Min 1x per month","1992","Berlin","West Germany","","","","","3"
"Min 1x per month","1992","Berlin","East Germany","","","","","3"
"Min 1x per month","1992","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1992","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","1992","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1992","Bremen","West Germany","","","","","3"
"Min 1x per month","1992","Bremen","East Germany","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1992","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1992","Hesse","West Germany","","","","","3"
"Min 1x per month","1992","Hesse","East Germany","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1992","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per week","1992","Thuringia","East Germany","","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1992","Saxony","West Germany","","","","","2"
"Min 1x per week","1992","Saxony","East Germany","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1992","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1992","Thuringia","West Germany","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1992","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1992","Hamburg","West Germany","","","","","2"
"Min 1x per week","1992","Hamburg","East Germany","","","","","2"
"Min 1x per week","1992","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1992","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1992","Bremen","West Germany","","","","","2"
"Min 1x per week","1992","Bremen","East Germany","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1992","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1992","Hesse","West Germany","","","","","2"
"Min 1x per week","1992","Hesse","East Germany","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1992","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1992","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1992","Bavaria","West Germany","","","","","2"
"Min 1x per week","1992","Bavaria","East Germany","","","","","2"
"Min 1x per week","1992","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1992","Berlin","West Germany","","","","","2"
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1992","Berlin","East Germany","","","","","2"
"Min 1x per week","1992","Brandenburg","West Germany","","","","","2"
"Never","1992","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1992","Schleswig-Holstein","East Germany","","","","","5"
"Never","1992","Hamburg","West Germany","","","","","5"
"Never","1992","Hamburg","East Germany","","","","","5"
"Never","1992","Lower Saxony","West Germany","","","","","5"
"Never","1992","Lower Saxony","East Germany","","","","","5"
"Never","1992","Bremen","West Germany","","","","","5"
"Never","1992","Bremen","East Germany","","","","","5"
"Never","1992","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1992","Saxony","West Germany","","","","","5"
"Never","1992","Saxony","East Germany","","","","","5"
"Never","1992","Saxony-Anhalt","West Germany","","","","","5"
"Never","1992","Saxony-Anhalt","East Germany","","","","","5"
"Never","1992","Thuringia","West Germany","","","","","5"
"Never","1992","Thuringia","East Germany","","","","","5"
"Never","1992","Schleswig-Holstein","West Germany","","","","","5"
"Never","1992","Brandenburg","East Germany","","","","","5"
"Never","1992","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1992","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1992","Hesse","West Germany","","","","","5"
"Never","1992","Hesse","East Germany","","","","","5"
"Never","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1992","Baden-Württemberg","West Germany","","","","","5"
"Never","1992","Baden-Württemberg","East Germany","","","","","5"
"Never","1992","Bavaria","West Germany","","","","","5"
"Never","1992","Bavaria","East Germany","","","","","5"
"Never","1992","Berlin","West Germany","","","","","5"
"Never","1992","Berlin","East Germany","","","","","5"
"Never","1992","Brandenburg","West Germany","","","","","5"
"Rarely","1992","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1992","Hamburg","West Germany","","","","","4"
"Rarely","1992","Hamburg","East Germany","","","","","4"
"Rarely","1992","Lower Saxony","West Germany","","","","","4"
"Rarely","1992","Lower Saxony","East Germany","","","","","4"
"Rarely","1992","Bremen","West Germany","","","","","4"
"Rarely","1992","Bremen","East Germany","","","","","4"
"Rarely","1992","North Rhine-Westphalia","West Germany","","","","","4"
