"pli0081","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1993","66 and older","Full Time","","","","","3"
"Min 1x per month","1993","66 and older","Part Time","","","","","3"
"Min 1x per week","1993","66 and older","Full Time","","","","","2"
"Min 1x per week","1993","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1993","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1993","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1993","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1993","66 and older","Not Working","","","","","2"
"Min 1x per week","1993","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1993","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1993","66 and older","Part Time","","","","","2"
"Never","1993","16-34 y.","Full Time","","","","","5"
"Never","1993","16-34 y.","Part Time","","","","","5"
"Never","1993","16-34 y.","Not Working","","","","","5"
"Never","1993","35-65 y.","Full Time","","","","","5"
"Never","1993","35-65 y.","Part Time","","","","","5"
"Never","1993","35-65 y.","Not Working","","","","","5"
"Never","1993","66 and older","Full Time","","","","","5"
"Never","1993","66 and older","Part Time","","","","","5"
"Never","1993","66 and older","Not Working","","","","","5"
"Rarely","1993","35-65 y.","Not Working","","","","","4"
"Rarely","1993","16-34 y.","Not Working","","","","","4"
"Rarely","1993","16-34 y.","Part Time","","","","","4"
"Rarely","1993","16-34 y.","Full Time","","","","","4"
"Rarely","1993","35-65 y.","Part Time","","","","","4"
"Rarely","1993","35-65 y.","Full Time","","","","","4"
"Rarely","1993","66 and older","Part Time","","","","","4"
"Rarely","1993","66 and older","Not Working","","","","","4"
"Rarely","1993","66 and older","Full Time","","","","","4"
"Daily","1994","16-34 y.","Full Time","","","","","1"
"Daily","1994","16-34 y.","Part Time","","","","","1"
"Daily","1994","16-34 y.","Not Working","","","","","1"
"Daily","1994","35-65 y.","Full Time","","","","","1"
"Daily","1994","35-65 y.","Part Time","","","","","1"
"Daily","1994","35-65 y.","Not Working","","","","","1"
"Daily","1994","66 and older","Full Time","","","","","1"
"Daily","1994","66 and older","Part Time","","","","","1"
"Daily","1994","66 and older","Not Working","","","","","1"
"Min 1x per month","1994","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1994","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1994","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1994","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1994","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1994","66 and older","Not Working","","","","","3"
"Min 1x per month","1994","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1994","66 and older","Full Time","","","","","3"
"Min 1x per month","1994","66 and older","Part Time","","","","","3"
"Min 1x per week","1994","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1994","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1994","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1994","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1994","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1994","66 and older","Full Time","","","","","2"
"Min 1x per week","1994","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1994","66 and older","Not Working","","","","","2"
"Min 1x per week","1994","66 and older","Part Time","","","","","2"
"Never","1994","16-34 y.","Full Time","","","","","5"
"Never","1994","16-34 y.","Part Time","","","","","5"
"Never","1994","16-34 y.","Not Working","","","","","5"
"Never","1994","35-65 y.","Full Time","","","","","5"
"Never","1994","35-65 y.","Part Time","","","","","5"
"Never","1994","35-65 y.","Not Working","","","","","5"
"Never","1994","66 and older","Full Time","","","","","5"
"Never","1994","66 and older","Part Time","","","","","5"
"Never","1994","66 and older","Not Working","","","","","5"
"Rarely","1994","16-34 y.","Full Time","","","","","4"
"Rarely","1994","16-34 y.","Part Time","","","","","4"
"Rarely","1994","16-34 y.","Not Working","","","","","4"
"Rarely","1994","35-65 y.","Part Time","","","","","4"
"Rarely","1994","35-65 y.","Not Working","","","","","4"
"Rarely","1994","35-65 y.","Full Time","","","","","4"
"Rarely","1994","66 and older","Part Time","","","","","4"
"Rarely","1994","66 and older","Not Working","","","","","4"
"Rarely","1994","66 and older","Full Time","","","","","4"
"Daily","1995","16-34 y.","Full Time","211","0.0759384466244678","0.0653734143357757","0.08650347891316","1"
"Daily","1995","16-34 y.","Part Time","111","0.0863447477013669","0.0701535746711241","0.10253592073161","1"
"Daily","1995","16-34 y.","Not Working","122","0.0755554962247143","0.0615198313319123","0.0895911611175162","1"
"Daily","1995","35-65 y.","Full Time","165","0.0384467146841522","0.0320475270871755","0.0448459022811289","1"
"Daily","1995","35-65 y.","Part Time","114","0.0612970614573421","0.0487809765566007","0.0738131463580835","1"
"Daily","1995","35-65 y.","Not Working","195","0.085855555404545","0.0733956400663274","0.0983154707427626","1"
"Daily","1995","66 and older","Full Time","","","","","1"
"Daily","1995","66 and older","Part Time","5","","","","1"
"Daily","1995","66 and older","Not Working","166","0.118413053971479","0.102051499943779","0.134774607999179","1"
"Min 1x per month","1995","16-34 y.","Full Time","674","0.298833722311334","0.280577335197993","0.317090109424675","3"
"Min 1x per month","1995","16-34 y.","Part Time","295","0.280224464101506","0.254335138447674","0.306113789755338","3"
"Min 1x per month","1995","16-34 y.","Not Working","377","0.289944263776166","0.265847261541901","0.314041266010431","3"
"Min 1x per month","1995","35-65 y.","Full Time","1153","0.33203658227579","0.316362654069668","0.347710510481912","3"
"Min 1x per month","1995","35-65 y.","Part Time","427","0.314896505164538","0.290661305840083","0.339131704488993","3"
"Min 1x per month","1995","35-65 y.","Not Working","519","0.283644831349041","0.263596643881657","0.303693018816425","3"
"Min 1x per month","1995","66 and older","Not Working","391","0.255612981638342","0.23352362674102","0.277702336535665","3"
"Min 1x per month","1995","66 and older","Full Time","3","","","","3"
"Min 1x per month","1995","66 and older","Part Time","9","","","","3"
"Min 1x per week","1995","16-34 y.","Part Time","503","0.405887277187018","0.377579464088865","0.43419509028517","2"
"Min 1x per week","1995","16-34 y.","Full Time","1090","0.419225603285225","0.399545963093625","0.438905243476826","2"
"Min 1x per week","1995","35-65 y.","Full Time","1242","0.346427894570964","0.330591302577984","0.362264486563944","2"
"Min 1x per week","1995","35-65 y.","Part Time","536","0.373693726471831","0.348451022826273","0.398936430117388","2"
"Min 1x per week","1995","35-65 y.","Not Working","846","0.416810318133394","0.3948823887105","0.438738247556288","2"
"Min 1x per week","1995","66 and older","Full Time","1","","","","2"
"Min 1x per week","1995","66 and older","Not Working","594","0.372395322187953","0.34791385854983","0.396876785826077","2"
"Min 1x per week","1995","16-34 y.","Not Working","539","0.377039946603467","0.351301441505658","0.402778451701276","2"
"Min 1x per week","1995","66 and older","Part Time","14","","","","2"
"Never","1995","16-34 y.","Full Time","49","0.0286198018352022","0.0219698659567697","0.0352697377136347","5"
"Never","1995","16-34 y.","Part Time","32","0.0225762856966076","0.0140130705423206","0.0311395008508945","5"
"Never","1995","35-65 y.","Full Time","96","0.0195597301538963","0.014950795544256","0.0241686647635365","5"
"Never","1995","35-65 y.","Part Time","48","0.0372036824938984","0.0273285084379453","0.0470788565498516","5"
"Never","1995","66 and older","Full Time","","","","","5"
"Never","1995","66 and older","Part Time","","","","","5"
"Never","1995","66 and older","Not Working","58","0.0447626411598448","0.0342912185903135","0.055234063729376","5"
"Never","1995","16-34 y.","Not Working","58","0.0455583917024079","0.0344840374638728","0.056632745940943","5"
"Never","1995","35-65 y.","Not Working","66","0.0278170135038965","0.0205030508714931","0.0351309761362999","5"
"Rarely","1995","16-34 y.","Part Time","215","0.204967225313502","0.181696822489098","0.228237628137905","4"
"Rarely","1995","16-34 y.","Full Time","391","0.17738242594377","0.162147378526968","0.192617473360572","4"
"Rarely","1995","35-65 y.","Part Time","286","0.212909024412391","0.191549376696082","0.234268672128699","4"
"Rarely","1995","35-65 y.","Not Working","316","0.185872281609124","0.168571048252019","0.203173514966228","4"
"Rarely","1995","66 and older","Full Time","5","","","","4"
"Rarely","1995","66 and older","Not Working","289","0.208816001042381","0.188232804580787","0.229399197503974","4"
"Rarely","1995","16-34 y.","Not Working","266","0.211901901693245","0.190199034934544","0.233604768451945","4"
"Rarely","1995","35-65 y.","Full Time","812","0.263529078315197","0.248866828314459","0.278191328315935","4"
"Rarely","1995","66 and older","Part Time","5","","","","4"
"Daily","1996","16-34 y.","Full Time","","","","","1"
"Daily","1996","16-34 y.","Part Time","","","","","1"
"Daily","1996","16-34 y.","Not Working","","","","","1"
"Daily","1996","35-65 y.","Full Time","","","","","1"
"Daily","1996","35-65 y.","Part Time","","","","","1"
"Daily","1996","35-65 y.","Not Working","","","","","1"
"Daily","1996","66 and older","Full Time","","","","","1"
"Daily","1996","66 and older","Part Time","","","","","1"
"Daily","1996","66 and older","Not Working","","","","","1"
"Min 1x per month","1996","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1996","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1996","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1996","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1996","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1996","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1996","66 and older","Not Working","","","","","3"
"Min 1x per month","1996","66 and older","Part Time","","","","","3"
"Min 1x per month","1996","66 and older","Full Time","","","","","3"
"Min 1x per week","1996","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1996","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1996","66 and older","Not Working","","","","","2"
"Min 1x per week","1996","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1996","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1996","66 and older","Part Time","","","","","2"
"Min 1x per week","1996","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1996","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1996","66 and older","Full Time","","","","","2"
"Never","1996","16-34 y.","Full Time","","","","","5"
"Never","1996","16-34 y.","Part Time","","","","","5"
"Never","1996","16-34 y.","Not Working","","","","","5"
"Never","1996","35-65 y.","Full Time","","","","","5"
"Never","1996","35-65 y.","Part Time","","","","","5"
"Never","1996","66 and older","Full Time","","","","","5"
"Never","1996","66 and older","Part Time","","","","","5"
"Never","1996","66 and older","Not Working","","","","","5"
"Never","1996","35-65 y.","Not Working","","","","","5"
"Rarely","1996","16-34 y.","Part Time","","","","","4"
"Rarely","1996","16-34 y.","Full Time","","","","","4"
"Rarely","1996","16-34 y.","Not Working","","","","","4"
"Rarely","1996","35-65 y.","Full Time","","","","","4"
"Rarely","1996","35-65 y.","Part Time","","","","","4"
"Rarely","1996","35-65 y.","Not Working","","","","","4"
"Rarely","1996","66 and older","Full Time","","","","","4"
"Rarely","1996","66 and older","Not Working","","","","","4"
"Rarely","1996","66 and older","Part Time","","","","","4"
"Daily","1997","16-34 y.","Full Time","","","","","1"
"Daily","1997","16-34 y.","Part Time","","","","","1"
"Daily","1997","16-34 y.","Not Working","","","","","1"
"Daily","1997","35-65 y.","Full Time","","","","","1"
"Daily","1997","35-65 y.","Part Time","","","","","1"
"Daily","1997","35-65 y.","Not Working","","","","","1"
"Daily","1997","66 and older","Full Time","","","","","1"
"Daily","1997","66 and older","Part Time","","","","","1"
"Daily","1997","66 and older","Not Working","","","","","1"
"Min 1x per month","1997","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1997","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1997","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1997","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1997","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1997","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1997","66 and older","Not Working","","","","","3"
"Min 1x per month","1997","66 and older","Full Time","","","","","3"
"Min 1x per month","1997","66 and older","Part Time","","","","","3"
"Min 1x per week","1997","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1997","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1997","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1997","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1997","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1997","66 and older","Not Working","","","","","2"
"Min 1x per week","1997","66 and older","Part Time","","","","","2"
"Min 1x per week","1997","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1997","66 and older","Full Time","","","","","2"
"Never","1997","16-34 y.","Full Time","","","","","5"
"Never","1997","16-34 y.","Part Time","","","","","5"
"Never","1997","16-34 y.","Not Working","","","","","5"
"Never","1997","35-65 y.","Full Time","","","","","5"
"Never","1997","35-65 y.","Part Time","","","","","5"
"Never","1997","66 and older","Full Time","","","","","5"
"Never","1997","66 and older","Part Time","","","","","5"
"Never","1997","66 and older","Not Working","","","","","5"
"Never","1997","35-65 y.","Not Working","","","","","5"
"Rarely","1997","16-34 y.","Full Time","","","","","4"
"Rarely","1997","16-34 y.","Part Time","","","","","4"
"Rarely","1997","16-34 y.","Not Working","","","","","4"
"Rarely","1997","35-65 y.","Full Time","","","","","4"
"Rarely","1997","35-65 y.","Part Time","","","","","4"
"Rarely","1997","35-65 y.","Not Working","","","","","4"
"Rarely","1997","66 and older","Full Time","","","","","4"
"Rarely","1997","66 and older","Not Working","","","","","4"
"Rarely","1997","66 and older","Part Time","","","","","4"
"Daily","1998","16-34 y.","Full Time","207","0.0707769737186478","0.0603594960256987","0.0811944514115969","1"
"Daily","1998","16-34 y.","Part Time","139","0.121543120531505","0.102608330476938","0.140477910586071","1"
"Daily","1998","16-34 y.","Not Working","143","0.0884004177548906","0.0734930230585632","0.103307812451218","1"
"Daily","1998","35-65 y.","Full Time","183","0.0459437918042104","0.039143334001462","0.0527442496069588","1"
"Daily","1998","35-65 y.","Part Time","127","0.0692513761339433","0.0571003776949082","0.0814023745729784","1"
"Daily","1998","66 and older","Not Working","216","0.110271529394593","0.0958613223996253","0.124681736389561","1"
"Daily","1998","35-65 y.","Not Working","256","0.0958909669315251","0.0835479232667844","0.108234010596266","1"
"Daily","1998","66 and older","Full Time","1","","","","1"
"Daily","1998","66 and older","Part Time","6","","","","1"
"Min 1x per month","1998","16-34 y.","Part Time","286","0.255925991936312","0.230638815228291","0.281213168644333","3"
"Min 1x per month","1998","16-34 y.","Full Time","651","0.306050994430139","0.287330501525476","0.324771487334802","3"
"Min 1x per month","1998","35-65 y.","Part Time","504","0.302756411019228","0.280766650548113","0.324746171490344","3"
"Min 1x per month","1998","66 and older","Not Working","490","0.265627975129125","0.245308862181953","0.285947088076298","3"
"Min 1x per month","1998","16-34 y.","Not Working","385","0.292365862563399","0.268480037259433","0.316251687867365","3"
"Min 1x per month","1998","35-65 y.","Full Time","1278","0.337850912212243","0.322487835750624","0.353213988673862","3"
"Min 1x per month","1998","35-65 y.","Not Working","579","0.269406846790574","0.250808894658987","0.288004798922161","3"
"Min 1x per month","1998","66 and older","Full Time","3","","","","3"
"Min 1x per month","1998","66 and older","Part Time","11","","","","3"
"Min 1x per week","1998","16-34 y.","Full Time","1095","0.443414884434538","0.42323458849786","0.463595180371216","2"
"Min 1x per week","1998","16-34 y.","Not Working","578","0.397904234105305","0.372200595899505","0.423607872311106","2"
"Min 1x per week","1998","35-65 y.","Full Time","1286","0.344548930528426","0.329112981248829","0.359984879808024","2"
"Min 1x per week","1998","35-65 y.","Part Time","685","0.385128733005245","0.361838350582188","0.408419115428302","2"
"Min 1x per week","1998","35-65 y.","Not Working","953","0.417740250487476","0.397065772241958","0.438414728732993","2"
"Min 1x per week","1998","66 and older","Part Time","20","","","","2"
"Min 1x per week","1998","66 and older","Not Working","762","0.409307607264573","0.386686421122043","0.431928793407103","2"
"Min 1x per week","1998","16-34 y.","Part Time","486","0.410826832184294","0.382317571236046","0.439336093132543","2"
"Min 1x per week","1998","66 and older","Full Time","4","","","","2"
"Never","1998","16-34 y.","Full Time","20","","","","5"
"Never","1998","35-65 y.","Full Time","55","0.0156925913834388","0.0116556684213189","0.0197295143455588","5"
"Never","1998","35-65 y.","Part Time","36","0.021120176896263","0.014238488182981","0.028001865609545","5"
"Never","1998","66 and older","Full Time","1","","","","5"
"Never","1998","66 and older","Part Time","1","","","","5"
"Never","1998","66 and older","Not Working","49","0.0357768949914636","0.0272321350420931","0.044321654940834","5"
"Never","1998","16-34 y.","Part Time","10","","","","5"
"Never","1998","16-34 y.","Not Working","30","0.0201844091767866","0.0127993713111098","0.0275694470424633","5"
"Never","1998","35-65 y.","Not Working","48","0.0266812006550844","0.0199257666981915","0.0334366346119773","5"
"Rarely","1998","16-34 y.","Full Time","355","0.166326901177133","0.151200495449279","0.181453306904986","4"
"Rarely","1998","16-34 y.","Not Working","257","0.201145076399619","0.180094635615427","0.222195517183811","4"
"Rarely","1998","35-65 y.","Part Time","325","0.22174330294532","0.201860928477801","0.24162567741284","4"
"Rarely","1998","35-65 y.","Not Working","350","0.190280735135341","0.173826122661233","0.206735347609449","4"
"Rarely","1998","66 and older","Not Working","298","0.179015993220245","0.161379061198906","0.196652925241584","4"
"Rarely","1998","16-34 y.","Part Time","223","0.202677914171572","0.179383317842281","0.225972510500863","4"
"Rarely","1998","35-65 y.","Full Time","839","0.255963774071682","0.241788742180587","0.270138805962777","4"
"Rarely","1998","66 and older","Full Time","6","","","","4"
"Rarely","1998","66 and older","Part Time","5","","","","4"
"Daily","1999","16-34 y.","Full Time","","","","","1"
"Daily","1999","16-34 y.","Part Time","","","","","1"
"Daily","1999","16-34 y.","Not Working","","","","","1"
"Daily","1999","35-65 y.","Full Time","","","","","1"
"Daily","1999","35-65 y.","Part Time","","","","","1"
"Daily","1999","66 and older","Part Time","","","","","1"
"Daily","1999","66 and older","Not Working","","","","","1"
"Daily","1999","66 and older","Full Time","","","","","1"
"Daily","1999","35-65 y.","Not Working","","","","","1"
