"pli0081","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1990","indirect migration background","Female","33","0.217660332495838","0.151401729258149","0.283918935733528","4"
"Daily","1991","no migration background","Male","","","","","1"
"Daily","1991","no migration background","Female","","","","","1"
"Daily","1991","direct migration background","Male","","","","","1"
"Daily","1991","direct migration background","Female","","","","","1"
"Daily","1991","indirect migration background","Male","","","","","1"
"Daily","1991","indirect migration background","Female","","","","","1"
"Min 1x per month","1991","no migration background","Female","","","","","3"
"Min 1x per month","1991","no migration background","Male","","","","","3"
"Min 1x per month","1991","direct migration background","Male","","","","","3"
"Min 1x per month","1991","direct migration background","Female","","","","","3"
"Min 1x per month","1991","indirect migration background","Male","","","","","3"
"Min 1x per month","1991","indirect migration background","Female","","","","","3"
"Min 1x per week","1991","no migration background","Male","","","","","2"
"Min 1x per week","1991","no migration background","Female","","","","","2"
"Min 1x per week","1991","direct migration background","Male","","","","","2"
"Min 1x per week","1991","direct migration background","Female","","","","","2"
"Min 1x per week","1991","indirect migration background","Male","","","","","2"
"Min 1x per week","1991","indirect migration background","Female","","","","","2"
"Never","1991","no migration background","Male","","","","","5"
"Never","1991","no migration background","Female","","","","","5"
"Never","1991","direct migration background","Male","","","","","5"
"Never","1991","direct migration background","Female","","","","","5"
"Never","1991","indirect migration background","Male","","","","","5"
"Never","1991","indirect migration background","Female","","","","","5"
"Rarely","1991","no migration background","Female","","","","","4"
"Rarely","1991","no migration background","Male","","","","","4"
"Rarely","1991","direct migration background","Male","","","","","4"
"Rarely","1991","direct migration background","Female","","","","","4"
"Rarely","1991","indirect migration background","Male","","","","","4"
"Rarely","1991","indirect migration background","Female","","","","","4"
"Daily","1992","no migration background","Male","","","","","1"
"Daily","1992","no migration background","Female","","","","","1"
"Daily","1992","direct migration background","Male","","","","","1"
"Daily","1992","direct migration background","Female","","","","","1"
"Daily","1992","indirect migration background","Male","","","","","1"
"Daily","1992","indirect migration background","Female","","","","","1"
"Min 1x per month","1992","no migration background","Female","","","","","3"
"Min 1x per month","1992","no migration background","Male","","","","","3"
"Min 1x per month","1992","direct migration background","Male","","","","","3"
"Min 1x per month","1992","direct migration background","Female","","","","","3"
"Min 1x per month","1992","indirect migration background","Male","","","","","3"
"Min 1x per month","1992","indirect migration background","Female","","","","","3"
"Min 1x per week","1992","no migration background","Male","","","","","2"
"Min 1x per week","1992","direct migration background","Male","","","","","2"
"Min 1x per week","1992","no migration background","Female","","","","","2"
"Min 1x per week","1992","indirect migration background","Male","","","","","2"
"Min 1x per week","1992","direct migration background","Female","","","","","2"
"Min 1x per week","1992","indirect migration background","Female","","","","","2"
"Never","1992","no migration background","Male","","","","","5"
"Never","1992","no migration background","Female","","","","","5"
"Never","1992","direct migration background","Male","","","","","5"
"Never","1992","direct migration background","Female","","","","","5"
"Never","1992","indirect migration background","Male","","","","","5"
"Never","1992","indirect migration background","Female","","","","","5"
"Rarely","1992","no migration background","Male","","","","","4"
"Rarely","1992","no migration background","Female","","","","","4"
"Rarely","1992","direct migration background","Male","","","","","4"
"Rarely","1992","direct migration background","Female","","","","","4"
"Rarely","1992","indirect migration background","Male","","","","","4"
"Rarely","1992","indirect migration background","Female","","","","","4"
"Daily","1993","no migration background","Male","","","","","1"
"Daily","1993","no migration background","Female","","","","","1"
"Daily","1993","direct migration background","Male","","","","","1"
"Daily","1993","direct migration background","Female","","","","","1"
"Daily","1993","indirect migration background","Male","","","","","1"
"Daily","1993","indirect migration background","Female","","","","","1"
"Min 1x per month","1993","no migration background","Male","","","","","3"
"Min 1x per month","1993","no migration background","Female","","","","","3"
"Min 1x per month","1993","direct migration background","Male","","","","","3"
"Min 1x per month","1993","direct migration background","Female","","","","","3"
"Min 1x per month","1993","indirect migration background","Male","","","","","3"
"Min 1x per month","1993","indirect migration background","Female","","","","","3"
"Min 1x per week","1993","no migration background","Male","","","","","2"
"Min 1x per week","1993","no migration background","Female","","","","","2"
"Min 1x per week","1993","direct migration background","Male","","","","","2"
"Min 1x per week","1993","direct migration background","Female","","","","","2"
"Min 1x per week","1993","indirect migration background","Male","","","","","2"
"Min 1x per week","1993","indirect migration background","Female","","","","","2"
"Never","1993","no migration background","Male","","","","","5"
"Never","1993","no migration background","Female","","","","","5"
"Never","1993","direct migration background","Male","","","","","5"
"Never","1993","direct migration background","Female","","","","","5"
"Never","1993","indirect migration background","Male","","","","","5"
"Never","1993","indirect migration background","Female","","","","","5"
"Rarely","1993","no migration background","Male","","","","","4"
"Rarely","1993","no migration background","Female","","","","","4"
"Rarely","1993","direct migration background","Male","","","","","4"
"Rarely","1993","direct migration background","Female","","","","","4"
"Rarely","1993","indirect migration background","Male","","","","","4"
"Rarely","1993","indirect migration background","Female","","","","","4"
"Daily","1994","no migration background","Male","","","","","1"
"Daily","1994","no migration background","Female","","","","","1"
"Daily","1994","direct migration background","Male","","","","","1"
"Daily","1994","direct migration background","Female","","","","","1"
"Daily","1994","indirect migration background","Male","","","","","1"
"Daily","1994","indirect migration background","Female","","","","","1"
"Min 1x per month","1994","no migration background","Female","","","","","3"
"Min 1x per month","1994","no migration background","Male","","","","","3"
"Min 1x per month","1994","direct migration background","Male","","","","","3"
"Min 1x per month","1994","direct migration background","Female","","","","","3"
"Min 1x per month","1994","indirect migration background","Female","","","","","3"
"Min 1x per month","1994","indirect migration background","Male","","","","","3"
"Min 1x per week","1994","no migration background","Male","","","","","2"
"Min 1x per week","1994","no migration background","Female","","","","","2"
"Min 1x per week","1994","direct migration background","Male","","","","","2"
"Min 1x per week","1994","direct migration background","Female","","","","","2"
"Min 1x per week","1994","indirect migration background","Female","","","","","2"
"Min 1x per week","1994","indirect migration background","Male","","","","","2"
"Never","1994","no migration background","Male","","","","","5"
"Never","1994","no migration background","Female","","","","","5"
"Never","1994","direct migration background","Male","","","","","5"
"Never","1994","direct migration background","Female","","","","","5"
"Never","1994","indirect migration background","Male","","","","","5"
"Never","1994","indirect migration background","Female","","","","","5"
"Rarely","1994","no migration background","Female","","","","","4"
"Rarely","1994","no migration background","Male","","","","","4"
"Rarely","1994","direct migration background","Female","","","","","4"
"Rarely","1994","direct migration background","Male","","","","","4"
"Rarely","1994","indirect migration background","Male","","","","","4"
"Rarely","1994","indirect migration background","Female","","","","","4"
"Daily","1995","no migration background","Male","278","0.0570721637339581","0.0504625341665754","0.0636817933013409","1"
"Daily","1995","no migration background","Female","431","0.0817014501136611","0.0742935935607292","0.089109306666593","1"
"Daily","1995","direct migration background","Male","150","0.0870267133231838","0.0723451673086544","0.101708259337713","1"
"Daily","1995","direct migration background","Female","171","0.129275442041788","0.111593278075887","0.146957606007689","1"
"Daily","1995","indirect migration background","Male","22","","","","1"
"Daily","1995","indirect migration background","Female","37","0.123926507861762","0.0836423856171452","0.164210630106378","1"
"Min 1x per month","1995","no migration background","Male","1565","0.329561244688473","0.316168384170742","0.342954105206203","3"
"Min 1x per month","1995","no migration background","Female","1615","0.290687029844088","0.278406488540186","0.30296757114799","3"
"Min 1x per month","1995","direct migration background","Male","303","0.24360578296048","0.221247710405985","0.265963855514974","3"
"Min 1x per month","1995","direct migration background","Female","255","0.209233242801505","0.187795623912886","0.230670861690124","3"
"Min 1x per month","1995","indirect migration background","Male","58","0.295079273672587","0.238991174033065","0.351167373312109","3"
"Min 1x per month","1995","indirect migration background","Female","52","0.210036726245246","0.160236352731582","0.259837099758909","3"
"Min 1x per week","1995","no migration background","Male","1734","0.35420507531852","0.340578069959138","0.367832080677903","2"
"Min 1x per week","1995","no migration background","Female","2112","0.403717701548833","0.390448322910092","0.416987080187573","2"
"Min 1x per week","1995","direct migration background","Male","636","0.38735875852991","0.361985498572457","0.412732018487362","2"
"Min 1x per week","1995","direct migration background","Female","659","0.417732250531776","0.391739791272844","0.443724709790709","2"
"Min 1x per week","1995","indirect migration background","Male","108","0.311145207939889","0.254210560850933","0.368079855028845","2"
"Min 1x per week","1995","indirect migration background","Female","116","0.345674036051562","0.287529088059958","0.403818984043165","2"
"Never","1995","no migration background","Male","90","0.024571481832509","0.0201604608715015","0.0289825027935164","5"
"Never","1995","no migration background","Female","105","0.0222773127585069","0.0182859152698749","0.026268710247139","5"
"Never","1995","direct migration background","Male","92","0.0748258502823526","0.0611216391951043","0.0885300613696009","5"
"Never","1995","direct migration background","Female","87","0.062298099762142","0.0495599368488037","0.0750362626754803","5"
"Never","1995","indirect migration background","Male","19","","","","5"
"Never","1995","indirect migration background","Female","14","","","","5"
"Rarely","1995","no migration background","Female","989","0.201616505734911","0.190765885867116","0.212467125602707","4"
"Rarely","1995","no migration background","Male","1065","0.23459003442654","0.222516690877264","0.246663377975816","4"
"Rarely","1995","direct migration background","Male","235","0.207182894904074","0.186073299056829","0.228292490751319","4"
"Rarely","1995","direct migration background","Female","211","0.181460964862788","0.161149169780427","0.20177275994515","4"
"Rarely","1995","indirect migration background","Male","47","0.248008763674638","0.194899395340287","0.30111813200899","4"
"Rarely","1995","indirect migration background","Female","38","0.240749701927905","0.188479173098512","0.293020230757298","4"
"Daily","1996","no migration background","Male","","","","","1"
"Daily","1996","no migration background","Female","","","","","1"
"Daily","1996","direct migration background","Male","","","","","1"
"Daily","1996","direct migration background","Female","","","","","1"
"Daily","1996","indirect migration background","Male","","","","","1"
"Daily","1996","indirect migration background","Female","","","","","1"
"Min 1x per month","1996","no migration background","Male","","","","","3"
"Min 1x per month","1996","no migration background","Female","","","","","3"
"Min 1x per month","1996","direct migration background","Male","","","","","3"
"Min 1x per month","1996","direct migration background","Female","","","","","3"
"Min 1x per month","1996","indirect migration background","Male","","","","","3"
"Min 1x per month","1996","indirect migration background","Female","","","","","3"
"Min 1x per week","1996","no migration background","Male","","","","","2"
"Min 1x per week","1996","no migration background","Female","","","","","2"
"Min 1x per week","1996","direct migration background","Male","","","","","2"
"Min 1x per week","1996","indirect migration background","Male","","","","","2"
"Min 1x per week","1996","direct migration background","Female","","","","","2"
"Min 1x per week","1996","indirect migration background","Female","","","","","2"
"Never","1996","no migration background","Male","","","","","5"
"Never","1996","no migration background","Female","","","","","5"
"Never","1996","direct migration background","Male","","","","","5"
"Never","1996","direct migration background","Female","","","","","5"
"Never","1996","indirect migration background","Male","","","","","5"
"Never","1996","indirect migration background","Female","","","","","5"
"Rarely","1996","no migration background","Female","","","","","4"
"Rarely","1996","no migration background","Male","","","","","4"
"Rarely","1996","direct migration background","Male","","","","","4"
"Rarely","1996","direct migration background","Female","","","","","4"
"Rarely","1996","indirect migration background","Male","","","","","4"
"Rarely","1996","indirect migration background","Female","","","","","4"
"Daily","1997","no migration background","Male","","","","","1"
"Daily","1997","no migration background","Female","","","","","1"
"Daily","1997","direct migration background","Male","","","","","1"
"Daily","1997","direct migration background","Female","","","","","1"
"Daily","1997","indirect migration background","Male","","","","","1"
"Daily","1997","indirect migration background","Female","","","","","1"
"Min 1x per month","1997","no migration background","Male","","","","","3"
"Min 1x per month","1997","no migration background","Female","","","","","3"
"Min 1x per month","1997","direct migration background","Male","","","","","3"
"Min 1x per month","1997","direct migration background","Female","","","","","3"
"Min 1x per month","1997","indirect migration background","Male","","","","","3"
"Min 1x per month","1997","indirect migration background","Female","","","","","3"
"Min 1x per week","1997","no migration background","Male","","","","","2"
"Min 1x per week","1997","no migration background","Female","","","","","2"
"Min 1x per week","1997","direct migration background","Male","","","","","2"
"Min 1x per week","1997","direct migration background","Female","","","","","2"
"Min 1x per week","1997","indirect migration background","Female","","","","","2"
"Min 1x per week","1997","indirect migration background","Male","","","","","2"
"Never","1997","no migration background","Male","","","","","5"
"Never","1997","no migration background","Female","","","","","5"
"Never","1997","direct migration background","Male","","","","","5"
"Never","1997","direct migration background","Female","","","","","5"
"Never","1997","indirect migration background","Male","","","","","5"
"Never","1997","indirect migration background","Female","","","","","5"
"Rarely","1997","no migration background","Male","","","","","4"
"Rarely","1997","direct migration background","Male","","","","","4"
"Rarely","1997","no migration background","Female","","","","","4"
"Rarely","1997","direct migration background","Female","","","","","4"
"Rarely","1997","indirect migration background","Male","","","","","4"
"Rarely","1997","indirect migration background","Female","","","","","4"
"Daily","1998","no migration background","Male","335","0.0602865678603657","0.0539140038014194","0.0666591319193119","1"
"Daily","1998","no migration background","Female","509","0.0875524852438578","0.0803256961087263","0.0947792743789894","1"
"Daily","1998","direct migration background","Male","148","0.0921065439995794","0.0758598317603157","0.108353256238843","1"
"Daily","1998","direct migration background","Female","174","0.123418118758091","0.104722369721197","0.142113867794986","1"
"Daily","1998","indirect migration background","Female","64","0.174174766016241","0.130748651500624","0.217600880531858","1"
"Daily","1998","indirect migration background","Male","48","0.143665056941147","0.104493562530838","0.182836551351456","1"
"Min 1x per month","1998","no migration background","Male","1864","0.342931538559852","0.330222425666874","0.35564065145283","3"
"Min 1x per month","1998","no migration background","Female","1750","0.283803114588913","0.272275697954175","0.295330531223651","3"
"Min 1x per month","1998","direct migration background","Male","231","0.205026504756269","0.182344359330596","0.227708650181942","3"
"Min 1x per month","1998","direct migration background","Female","221","0.217477079195313","0.194028720814704","0.240925437575923","3"
"Min 1x per month","1998","indirect migration background","Female","60","0.191704608391978","0.146631697271584","0.236777519512372","3"
"Min 1x per month","1998","indirect migration background","Male","61","0.220479145907492","0.174180279182046","0.266778012632937","3"
"Min 1x per week","1998","no migration background","Male","1987","0.362011081175987","0.349144187491081","0.374877974860893","2"
"Min 1x per week","1998","no migration background","Female","2466","0.412067750770653","0.399482694770307","0.424652806770999","2"
"Min 1x per week","1998","direct migration background","Male","593","0.437132004645516","0.409263582412847","0.465000426878186","2"
"Min 1x per week","1998","direct migration background","Female","580","0.451095848448117","0.422811913053916","0.479379783842318","2"
"Min 1x per week","1998","indirect migration background","Male","131","0.365068963354486","0.311301014727402","0.41883691198157","2"
"Min 1x per week","1998","indirect migration background","Female","112","0.351185321259488","0.296528698662639","0.405841943856337","2"
"Never","1998","no migration background","Male","78","0.019795408785071","0.0160659413788024","0.0235248761913395","5"
"Never","1998","no migration background","Female","79","0.0183614507322487","0.0149287456281564","0.0217941558363411","5"
"Never","1998","direct migration background","Male","43","0.0465271264649086","0.0346937116606977","0.0583605412691195","5"
"Never","1998","direct migration background","Female","36","0.0298051419145772","0.0201394656516042","0.0394708181775502","5"
"Never","1998","indirect migration background","Male","10","","","","5"
"Never","1998","indirect migration background","Female","4","","","","5"
"Rarely","1998","no migration background","Male","1095","0.214975403618724","0.20397668146588","0.225974125771569","4"
"Rarely","1998","no migration background","Female","1072","0.198215198664327","0.188022138602973","0.208408258725681","4"
"Rarely","1998","direct migration background","Male","202","0.219207820133727","0.195964479277695","0.242451160989759","4"
"Rarely","1998","direct migration background","Female","178","0.178203811683901","0.156451885561392","0.19995573780641","4"
"Rarely","1998","indirect migration background","Female","53","0.269540503778509","0.218733408253664","0.320347599303355","4"
"Rarely","1998","indirect migration background","Male","58","0.247355055578759","0.199168242685784","0.295541868471733","4"
"Daily","1999","no migration background","Male","","","","","1"
"Daily","1999","no migration background","Female","","","","","1"
"Daily","1999","direct migration background","Male","","","","","1"
"Daily","1999","direct migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Male","","","","","1"
"Min 1x per month","1999","no migration background","Male","","","","","3"
"Min 1x per month","1999","no migration background","Female","","","","","3"
"Min 1x per month","1999","direct migration background","Male","","","","","3"
"Min 1x per month","1999","direct migration background","Female","","","","","3"
"Min 1x per month","1999","indirect migration background","Female","","","","","3"
"Min 1x per month","1999","indirect migration background","Male","","","","","3"
"Min 1x per week","1999","no migration background","Male","","","","","2"
"Min 1x per week","1999","no migration background","Female","","","","","2"
"Min 1x per week","1999","direct migration background","Male","","","","","2"
"Min 1x per week","1999","direct migration background","Female","","","","","2"
"Min 1x per week","1999","indirect migration background","Female","","","","","2"
"Min 1x per week","1999","indirect migration background","Male","","","","","2"
"Never","1999","no migration background","Female","","","","","5"
"Never","1999","no migration background","Male","","","","","5"
"Never","1999","direct migration background","Male","","","","","5"
"Never","1999","direct migration background","Female","","","","","5"
"Never","1999","indirect migration background","Male","","","","","5"
"Never","1999","indirect migration background","Female","","","","","5"
"Rarely","1999","no migration background","Male","","","","","4"
"Rarely","1999","no migration background","Female","","","","","4"
"Rarely","1999","direct migration background","Male","","","","","4"
"Rarely","1999","direct migration background","Female","","","","","4"
"Rarely","1999","indirect migration background","Male","","","","","4"
"Rarely","1999","indirect migration background","Female","","","","","4"
"Daily","2000","no migration background","Male","","","","","1"
"Daily","2000","no migration background","Female","","","","","1"
"Daily","2000","direct migration background","Male","","","","","1"
"Daily","2000","direct migration background","Female","","","","","1"
"Daily","2000","indirect migration background","Male","","","","","1"
"Daily","2000","indirect migration background","Female","","","","","1"
"Min 1x per month","2000","no migration background","Male","","","","","3"
"Min 1x per month","2000","no migration background","Female","","","","","3"
"Min 1x per month","2000","direct migration background","Male","","","","","3"
"Min 1x per month","2000","direct migration background","Female","","","","","3"
"Min 1x per month","2000","indirect migration background","Male","","","","","3"
"Min 1x per month","2000","indirect migration background","Female","","","","","3"
"Min 1x per week","2000","no migration background","Male","","","","","2"
"Min 1x per week","2000","no migration background","Female","","","","","2"
"Min 1x per week","2000","direct migration background","Male","","","","","2"
"Min 1x per week","2000","direct migration background","Female","","","","","2"
"Min 1x per week","2000","indirect migration background","Male","","","","","2"
"Min 1x per week","2000","indirect migration background","Female","","","","","2"
"Never","2000","no migration background","Male","","","","","5"
"Never","2000","no migration background","Female","","","","","5"
"Never","2000","direct migration background","Male","","","","","5"
"Never","2000","direct migration background","Female","","","","","5"
"Never","2000","indirect migration background","Male","","","","","5"
"Never","2000","indirect migration background","Female","","","","","5"
"Rarely","2000","no migration background","Male","","","","","4"
"Rarely","2000","no migration background","Female","","","","","4"
"Rarely","2000","direct migration background","Male","","","","","4"
"Rarely","2000","direct migration background","Female","","","","","4"
"Rarely","2000","indirect migration background","Male","","","","","4"
"Rarely","2000","indirect migration background","Female","","","","","4"
"Daily","2001","no migration background","Male","","","","","1"
"Daily","2001","no migration background","Female","","","","","1"
"Daily","2001","direct migration background","Male","","","","","1"
"Daily","2001","direct migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Male","","","","","1"
"Min 1x per month","2001","no migration background","Male","","","","","3"
"Min 1x per month","2001","no migration background","Female","","","","","3"
"Min 1x per month","2001","direct migration background","Male","","","","","3"
"Min 1x per month","2001","direct migration background","Female","","","","","3"
"Min 1x per month","2001","indirect migration background","Male","","","","","3"
"Min 1x per month","2001","indirect migration background","Female","","","","","3"
"Min 1x per week","2001","no migration background","Female","","","","","2"
"Min 1x per week","2001","no migration background","Male","","","","","2"
"Min 1x per week","2001","direct migration background","Male","","","","","2"
"Min 1x per week","2001","direct migration background","Female","","","","","2"
"Min 1x per week","2001","indirect migration background","Male","","","","","2"
"Min 1x per week","2001","indirect migration background","Female","","","","","2"
"Never","2001","no migration background","Female","","","","","5"
"Never","2001","no migration background","Male","","","","","5"
"Never","2001","direct migration background","Male","","","","","5"
"Never","2001","direct migration background","Female","","","","","5"
"Never","2001","indirect migration background","Male","","","","","5"
"Never","2001","indirect migration background","Female","","","","","5"
"Rarely","2001","no migration background","Male","","","","","4"
"Rarely","2001","no migration background","Female","","","","","4"
"Rarely","2001","direct migration background","Male","","","","","4"
"Rarely","2001","indirect migration background","Male","","","","","4"
"Rarely","2001","direct migration background","Female","","","","","4"
"Rarely","2001","indirect migration background","Female","","","","","4"
"Daily","2002","no migration background","Male","","","","","1"
"Daily","2002","no migration background","Female","","","","","1"
"Daily","2002","direct migration background","Male","","","","","1"
"Daily","2002","direct migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Male","","","","","1"
"Min 1x per month","2002","no migration background","Male","","","","","3"
"Min 1x per month","2002","no migration background","Female","","","","","3"
"Min 1x per month","2002","direct migration background","Male","","","","","3"
"Min 1x per month","2002","direct migration background","Female","","","","","3"
"Min 1x per month","2002","indirect migration background","Male","","","","","3"
"Min 1x per month","2002","indirect migration background","Female","","","","","3"
"Min 1x per week","2002","no migration background","Male","","","","","2"
"Min 1x per week","2002","no migration background","Female","","","","","2"
"Min 1x per week","2002","direct migration background","Male","","","","","2"
"Min 1x per week","2002","direct migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Male","","","","","2"
"Never","2002","no migration background","Male","","","","","5"
"Never","2002","no migration background","Female","","","","","5"
"Never","2002","direct migration background","Male","","","","","5"
"Never","2002","direct migration background","Female","","","","","5"
"Never","2002","indirect migration background","Male","","","","","5"
"Never","2002","indirect migration background","Female","","","","","5"
"Rarely","2002","no migration background","Male","","","","","4"
"Rarely","2002","no migration background","Female","","","","","4"
"Rarely","2002","direct migration background","Male","","","","","4"
"Rarely","2002","direct migration background","Female","","","","","4"
"Rarely","2002","indirect migration background","Male","","","","","4"
"Rarely","2002","indirect migration background","Female","","","","","4"
"Daily","2003","no migration background","Male","482","0.0567978721425712","0.0520245082309637","0.0615712360541787","1"
"Daily","2003","no migration background","Female","801","0.0870502468047808","0.0814467853440905","0.0926537082654711","1"
"Daily","2003","direct migration background","Male","104","0.0632936868488765","0.0498704740638949","0.076716899633858","1"
"Daily","2003","direct migration background","Female","136","0.0717856965976768","0.0580717606673073","0.0854996325280463","1"
"Daily","2003","indirect migration background","Male","30","0.102842684283637","0.0720168614291179","0.133668507138155","1"
"Daily","2003","indirect migration background","Female","46","0.0872850664929916","0.0600636564859469","0.114506476500036","1"
"Min 1x per month","2003","no migration background","Male","3106","0.330604893700524","0.320903100078619","0.340306687322428","3"
"Min 1x per month","2003","no migration background","Female","3000","0.29075089208733","0.281724631337861","0.299777152836798","3"
"Min 1x per month","2003","direct migration background","Male","283","0.223877407946552","0.200897681643932","0.246857134249171","3"
"Min 1x per month","2003","direct migration background","Female","300","0.233962213262691","0.211470787575428","0.256453638949955","3"
"Min 1x per month","2003","indirect migration background","Male","76","0.192705647600458","0.15267829622864","0.232732998972277","3"
"Min 1x per month","2003","indirect migration background","Female","83","0.231572882558091","0.190889387327579","0.272256377788602","3"
"Min 1x per week","2003","no migration background","Female","3894","0.403060221891471","0.393310366420892","0.412810077362049","2"
"Min 1x per week","2003","no migration background","Male","3276","0.363565006177571","0.353644720257263","0.373485292097879","2"
"Min 1x per week","2003","direct migration background","Male","581","0.436056613451683","0.408718801812652","0.463394425090715","2"
"Min 1x per week","2003","direct migration background","Female","629","0.430484026485414","0.404178287671701","0.456789765299127","2"
"Min 1x per week","2003","indirect migration background","Female","214","0.44176674273697","0.393873148835368","0.489660336638572","2"
"Min 1x per week","2003","indirect migration background","Male","171","0.428236993095601","0.378020799250064","0.478453186941139","2"
"Never","2003","no migration background","Male","197","0.0285892049859924","0.0251523704128358","0.032026039559149","5"
"Never","2003","no migration background","Female","199","0.0269409282373932","0.023722648220355","0.0301592082544314","5"
"Never","2003","direct migration background","Male","65","0.0713618645892806","0.057170279489998","0.0855534496885632","5"
"Never","2003","direct migration background","Female","59","0.048749825616292","0.0373091166921029","0.0601905345404812","5"
"Never","2003","indirect migration background","Male","16","","","","5"
"Never","2003","indirect migration background","Female","6","","","","5"
"Rarely","2003","no migration background","Male","1971","0.220443022993342","0.211893768664249","0.228992277322435","4"
"Rarely","2003","no migration background","Female","1829","0.192197710979026","0.184365676451295","0.200029745506756","4"
"Rarely","2003","direct migration background","Male","231","0.205410427163608","0.183138529227102","0.227682325100114","4"
"Rarely","2003","direct migration background","Female","237","0.215018238037926","0.193191619364627","0.236844856711224","4"
"Rarely","2003","indirect migration background","Female","64","0.205762229128099","0.166774210797032","0.244750247459167","4"
"Rarely","2003","indirect migration background","Male","80","0.200083011599588","0.159483459434678","0.240682563764498","4"
"Daily","2004","no migration background","Male","","","","","1"
"Daily","2004","no migration background","Female","","","","","1"
"Daily","2004","direct migration background","Male","","","","","1"
"Daily","2004","indirect migration background","Male","","","","","1"
"Daily","2004","direct migration background","Female","","","","","1"
"Daily","2004","indirect migration background","Female","","","","","1"
"Min 1x per month","2004","no migration background","Male","","","","","3"
"Min 1x per month","2004","no migration background","Female","","","","","3"
"Min 1x per month","2004","direct migration background","Male","","","","","3"
"Min 1x per month","2004","direct migration background","Female","","","","","3"
"Min 1x per month","2004","indirect migration background","Male","","","","","3"
"Min 1x per month","2004","indirect migration background","Female","","","","","3"
"Min 1x per week","2004","no migration background","Male","","","","","2"
"Min 1x per week","2004","direct migration background","Male","","","","","2"
"Min 1x per week","2004","no migration background","Female","","","","","2"
"Min 1x per week","2004","direct migration background","Female","","","","","2"
"Min 1x per week","2004","indirect migration background","Male","","","","","2"
"Min 1x per week","2004","indirect migration background","Female","","","","","2"
"Never","2004","no migration background","Male","","","","","5"
"Never","2004","no migration background","Female","","","","","5"
"Never","2004","direct migration background","Male","","","","","5"
"Never","2004","direct migration background","Female","","","","","5"
"Never","2004","indirect migration background","Male","","","","","5"
"Never","2004","indirect migration background","Female","","","","","5"
"Rarely","2004","no migration background","Male","","","","","4"
"Rarely","2004","no migration background","Female","","","","","4"
"Rarely","2004","direct migration background","Male","","","","","4"
