"pli0081","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","general elemantary","East Germany","","","","","5"
"Never","1990","middle vocational","West Germany","129","0.0231238308665541","0.0187567418711894","0.0274909198619189","5"
"Never","1990","middle vocational","East Germany","","","","","5"
"Never","1990","vocational + Abi","West Germany","13","","","","5"
"Rarely","1990","in school","West Germany","43","0.315284023549484","0.243514284727103","0.387053762371866","4"
"Rarely","1990","general elemantary","East Germany","","","","","4"
"Rarely","1990","middle vocational","West Germany","1002","0.231433030450697","0.219178521262688","0.243687539638705","4"
"Rarely","1990","in school","East Germany","","","","","4"
"Rarely","1990","inadequately","West Germany","108","0.200745001205224","0.169565546722943","0.231924455687505","4"
"Rarely","1990","inadequately","East Germany","","","","","4"
"Rarely","1990","general elemantary","West Germany","487","0.202793235873975","0.186933360655535","0.218653111092416","4"
"Rarely","1990","middle vocational","East Germany","","","","","4"
"Rarely","1990","vocational + Abi","West Germany","74","0.243376481246183","0.194324828165412","0.292428134326954","4"
"Rarely","1990","vocational + Abi","East Germany","","","","","4"
"Rarely","1990","higher vocational","West Germany","129","0.258958948732347","0.221051373661426","0.296866523803269","4"
"Rarely","1990","higher vocational","East Germany","","","","","4"
"Rarely","1990","higher education","West Germany","222","0.301422942570862","0.267380893643971","0.335464991497754","4"
"Rarely","1990","higher education","East Germany","","","","","4"
"Daily","1991","in school","West Germany","","","","","1"
"Daily","1991","in school","East Germany","","","","","1"
"Daily","1991","inadequately","West Germany","","","","","1"
"Daily","1991","inadequately","East Germany","","","","","1"
"Daily","1991","general elemantary","West Germany","","","","","1"
"Daily","1991","general elemantary","East Germany","","","","","1"
"Daily","1991","middle vocational","West Germany","","","","","1"
"Daily","1991","middle vocational","East Germany","","","","","1"
"Daily","1991","vocational + Abi","West Germany","","","","","1"
"Daily","1991","vocational + Abi","East Germany","","","","","1"
"Daily","1991","higher vocational","West Germany","","","","","1"
"Daily","1991","higher vocational","East Germany","","","","","1"
"Daily","1991","higher education","West Germany","","","","","1"
"Daily","1991","higher education","East Germany","","","","","1"
"Min 1x per month","1991","in school","West Germany","","","","","3"
"Min 1x per month","1991","in school","East Germany","","","","","3"
"Min 1x per month","1991","inadequately","West Germany","","","","","3"
"Min 1x per month","1991","inadequately","East Germany","","","","","3"
"Min 1x per month","1991","general elemantary","West Germany","","","","","3"
"Min 1x per month","1991","general elemantary","East Germany","","","","","3"
"Min 1x per month","1991","middle vocational","West Germany","","","","","3"
"Min 1x per month","1991","middle vocational","East Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1991","higher vocational","West Germany","","","","","3"
"Min 1x per month","1991","higher vocational","East Germany","","","","","3"
"Min 1x per month","1991","higher education","West Germany","","","","","3"
"Min 1x per month","1991","higher education","East Germany","","","","","3"
"Min 1x per week","1991","in school","West Germany","","","","","2"
"Min 1x per week","1991","in school","East Germany","","","","","2"
"Min 1x per week","1991","inadequately","West Germany","","","","","2"
"Min 1x per week","1991","inadequately","East Germany","","","","","2"
"Min 1x per week","1991","general elemantary","West Germany","","","","","2"
"Min 1x per week","1991","general elemantary","East Germany","","","","","2"
"Min 1x per week","1991","middle vocational","West Germany","","","","","2"
"Min 1x per week","1991","middle vocational","East Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1991","higher vocational","West Germany","","","","","2"
"Min 1x per week","1991","higher vocational","East Germany","","","","","2"
"Min 1x per week","1991","higher education","West Germany","","","","","2"
"Min 1x per week","1991","higher education","East Germany","","","","","2"
"Never","1991","in school","West Germany","","","","","5"
"Never","1991","in school","East Germany","","","","","5"
"Never","1991","inadequately","West Germany","","","","","5"
"Never","1991","inadequately","East Germany","","","","","5"
"Never","1991","general elemantary","West Germany","","","","","5"
"Never","1991","general elemantary","East Germany","","","","","5"
"Never","1991","middle vocational","West Germany","","","","","5"
"Never","1991","middle vocational","East Germany","","","","","5"
"Never","1991","vocational + Abi","West Germany","","","","","5"
"Never","1991","vocational + Abi","East Germany","","","","","5"
"Never","1991","higher vocational","West Germany","","","","","5"
"Never","1991","higher vocational","East Germany","","","","","5"
"Never","1991","higher education","West Germany","","","","","5"
"Never","1991","higher education","East Germany","","","","","5"
"Rarely","1991","in school","West Germany","","","","","4"
"Rarely","1991","in school","East Germany","","","","","4"
"Rarely","1991","inadequately","West Germany","","","","","4"
"Rarely","1991","inadequately","East Germany","","","","","4"
"Rarely","1991","general elemantary","West Germany","","","","","4"
"Rarely","1991","general elemantary","East Germany","","","","","4"
"Rarely","1991","middle vocational","West Germany","","","","","4"
"Rarely","1991","middle vocational","East Germany","","","","","4"
"Rarely","1991","vocational + Abi","West Germany","","","","","4"
"Rarely","1991","vocational + Abi","East Germany","","","","","4"
"Rarely","1991","higher vocational","West Germany","","","","","4"
"Rarely","1991","higher vocational","East Germany","","","","","4"
"Rarely","1991","higher education","West Germany","","","","","4"
"Rarely","1991","higher education","East Germany","","","","","4"
"Daily","1992","in school","West Germany","","","","","1"
"Daily","1992","in school","East Germany","","","","","1"
"Daily","1992","inadequately","West Germany","","","","","1"
"Daily","1992","inadequately","East Germany","","","","","1"
"Daily","1992","general elemantary","West Germany","","","","","1"
"Daily","1992","general elemantary","East Germany","","","","","1"
"Daily","1992","middle vocational","West Germany","","","","","1"
"Daily","1992","middle vocational","East Germany","","","","","1"
"Daily","1992","vocational + Abi","West Germany","","","","","1"
"Daily","1992","vocational + Abi","East Germany","","","","","1"
"Daily","1992","higher vocational","West Germany","","","","","1"
"Daily","1992","higher vocational","East Germany","","","","","1"
"Daily","1992","higher education","West Germany","","","","","1"
"Daily","1992","higher education","East Germany","","","","","1"
"Min 1x per month","1992","in school","West Germany","","","","","3"
"Min 1x per month","1992","in school","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","East Germany","","","","","3"
"Min 1x per month","1992","higher education","West Germany","","","","","3"
"Min 1x per month","1992","higher education","East Germany","","","","","3"
"Min 1x per month","1992","inadequately","West Germany","","","","","3"
"Min 1x per month","1992","inadequately","East Germany","","","","","3"
"Min 1x per month","1992","general elemantary","West Germany","","","","","3"
"Min 1x per month","1992","general elemantary","East Germany","","","","","3"
"Min 1x per month","1992","middle vocational","West Germany","","","","","3"
"Min 1x per month","1992","middle vocational","East Germany","","","","","3"
"Min 1x per month","1992","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1992","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","West Germany","","","","","3"
"Min 1x per week","1992","in school","West Germany","","","","","2"
"Min 1x per week","1992","in school","East Germany","","","","","2"
"Min 1x per week","1992","inadequately","West Germany","","","","","2"
"Min 1x per week","1992","inadequately","East Germany","","","","","2"
"Min 1x per week","1992","general elemantary","West Germany","","","","","2"
"Min 1x per week","1992","general elemantary","East Germany","","","","","2"
"Min 1x per week","1992","middle vocational","West Germany","","","","","2"
"Min 1x per week","1992","middle vocational","East Germany","","","","","2"
"Min 1x per week","1992","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1992","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1992","higher vocational","West Germany","","","","","2"
"Min 1x per week","1992","higher vocational","East Germany","","","","","2"
"Min 1x per week","1992","higher education","West Germany","","","","","2"
"Min 1x per week","1992","higher education","East Germany","","","","","2"
"Never","1992","higher vocational","East Germany","","","","","5"
"Never","1992","higher education","West Germany","","","","","5"
"Never","1992","higher education","East Germany","","","","","5"
"Never","1992","in school","West Germany","","","","","5"
"Never","1992","in school","East Germany","","","","","5"
"Never","1992","inadequately","West Germany","","","","","5"
"Never","1992","inadequately","East Germany","","","","","5"
"Never","1992","general elemantary","West Germany","","","","","5"
"Never","1992","general elemantary","East Germany","","","","","5"
"Never","1992","middle vocational","West Germany","","","","","5"
"Never","1992","middle vocational","East Germany","","","","","5"
"Never","1992","vocational + Abi","West Germany","","","","","5"
"Never","1992","vocational + Abi","East Germany","","","","","5"
"Never","1992","higher vocational","West Germany","","","","","5"
"Rarely","1992","higher vocational","East Germany","","","","","4"
"Rarely","1992","higher education","West Germany","","","","","4"
"Rarely","1992","higher education","East Germany","","","","","4"
"Rarely","1992","in school","West Germany","","","","","4"
"Rarely","1992","in school","East Germany","","","","","4"
"Rarely","1992","inadequately","West Germany","","","","","4"
"Rarely","1992","inadequately","East Germany","","","","","4"
"Rarely","1992","general elemantary","West Germany","","","","","4"
"Rarely","1992","general elemantary","East Germany","","","","","4"
"Rarely","1992","middle vocational","West Germany","","","","","4"
"Rarely","1992","middle vocational","East Germany","","","","","4"
"Rarely","1992","vocational + Abi","West Germany","","","","","4"
"Rarely","1992","vocational + Abi","East Germany","","","","","4"
"Rarely","1992","higher vocational","West Germany","","","","","4"
"Daily","1993","in school","West Germany","","","","","1"
"Daily","1993","in school","East Germany","","","","","1"
"Daily","1993","inadequately","West Germany","","","","","1"
"Daily","1993","inadequately","East Germany","","","","","1"
"Daily","1993","general elemantary","West Germany","","","","","1"
"Daily","1993","general elemantary","East Germany","","","","","1"
"Daily","1993","middle vocational","West Germany","","","","","1"
"Daily","1993","middle vocational","East Germany","","","","","1"
"Daily","1993","vocational + Abi","West Germany","","","","","1"
"Daily","1993","vocational + Abi","East Germany","","","","","1"
"Daily","1993","higher vocational","West Germany","","","","","1"
"Daily","1993","higher vocational","East Germany","","","","","1"
"Daily","1993","higher education","West Germany","","","","","1"
"Daily","1993","higher education","East Germany","","","","","1"
"Min 1x per month","1993","in school","West Germany","","","","","3"
"Min 1x per month","1993","in school","East Germany","","","","","3"
"Min 1x per month","1993","inadequately","West Germany","","","","","3"
"Min 1x per month","1993","inadequately","East Germany","","","","","3"
"Min 1x per month","1993","general elemantary","West Germany","","","","","3"
"Min 1x per month","1993","general elemantary","East Germany","","","","","3"
"Min 1x per month","1993","middle vocational","West Germany","","","","","3"
"Min 1x per month","1993","middle vocational","East Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1993","higher vocational","West Germany","","","","","3"
"Min 1x per month","1993","higher vocational","East Germany","","","","","3"
"Min 1x per month","1993","higher education","West Germany","","","","","3"
"Min 1x per month","1993","higher education","East Germany","","","","","3"
"Min 1x per week","1993","in school","West Germany","","","","","2"
"Min 1x per week","1993","in school","East Germany","","","","","2"
"Min 1x per week","1993","inadequately","West Germany","","","","","2"
"Min 1x per week","1993","inadequately","East Germany","","","","","2"
"Min 1x per week","1993","general elemantary","West Germany","","","","","2"
"Min 1x per week","1993","general elemantary","East Germany","","","","","2"
"Min 1x per week","1993","middle vocational","West Germany","","","","","2"
"Min 1x per week","1993","middle vocational","East Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1993","higher vocational","West Germany","","","","","2"
"Min 1x per week","1993","higher vocational","East Germany","","","","","2"
"Min 1x per week","1993","higher education","West Germany","","","","","2"
"Min 1x per week","1993","higher education","East Germany","","","","","2"
"Never","1993","in school","West Germany","","","","","5"
"Never","1993","in school","East Germany","","","","","5"
"Never","1993","inadequately","West Germany","","","","","5"
"Never","1993","inadequately","East Germany","","","","","5"
"Never","1993","general elemantary","West Germany","","","","","5"
"Never","1993","general elemantary","East Germany","","","","","5"
"Never","1993","middle vocational","West Germany","","","","","5"
"Never","1993","middle vocational","East Germany","","","","","5"
"Never","1993","vocational + Abi","West Germany","","","","","5"
"Never","1993","vocational + Abi","East Germany","","","","","5"
"Never","1993","higher vocational","West Germany","","","","","5"
"Never","1993","higher vocational","East Germany","","","","","5"
"Never","1993","higher education","West Germany","","","","","5"
"Never","1993","higher education","East Germany","","","","","5"
"Rarely","1993","in school","West Germany","","","","","4"
"Rarely","1993","in school","East Germany","","","","","4"
"Rarely","1993","inadequately","West Germany","","","","","4"
"Rarely","1993","inadequately","East Germany","","","","","4"
"Rarely","1993","general elemantary","West Germany","","","","","4"
"Rarely","1993","general elemantary","East Germany","","","","","4"
"Rarely","1993","middle vocational","West Germany","","","","","4"
"Rarely","1993","middle vocational","East Germany","","","","","4"
"Rarely","1993","vocational + Abi","West Germany","","","","","4"
"Rarely","1993","vocational + Abi","East Germany","","","","","4"
"Rarely","1993","higher vocational","West Germany","","","","","4"
"Rarely","1993","higher vocational","East Germany","","","","","4"
"Rarely","1993","higher education","West Germany","","","","","4"
"Rarely","1993","higher education","East Germany","","","","","4"
"Daily","1994","in school","West Germany","","","","","1"
"Daily","1994","in school","East Germany","","","","","1"
"Daily","1994","inadequately","West Germany","","","","","1"
"Daily","1994","inadequately","East Germany","","","","","1"
"Daily","1994","general elemantary","West Germany","","","","","1"
"Daily","1994","general elemantary","East Germany","","","","","1"
"Daily","1994","middle vocational","West Germany","","","","","1"
"Daily","1994","middle vocational","East Germany","","","","","1"
"Daily","1994","vocational + Abi","West Germany","","","","","1"
"Daily","1994","vocational + Abi","East Germany","","","","","1"
"Daily","1994","higher vocational","West Germany","","","","","1"
"Daily","1994","higher vocational","East Germany","","","","","1"
"Daily","1994","higher education","West Germany","","","","","1"
"Daily","1994","higher education","East Germany","","","","","1"
"Min 1x per month","1994","in school","West Germany","","","","","3"
"Min 1x per month","1994","in school","East Germany","","","","","3"
"Min 1x per month","1994","inadequately","West Germany","","","","","3"
"Min 1x per month","1994","inadequately","East Germany","","","","","3"
"Min 1x per month","1994","general elemantary","West Germany","","","","","3"
"Min 1x per month","1994","general elemantary","East Germany","","","","","3"
"Min 1x per month","1994","middle vocational","West Germany","","","","","3"
"Min 1x per month","1994","middle vocational","East Germany","","","","","3"
"Min 1x per month","1994","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1994","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1994","higher vocational","West Germany","","","","","3"
"Min 1x per month","1994","higher vocational","East Germany","","","","","3"
"Min 1x per month","1994","higher education","West Germany","","","","","3"
"Min 1x per month","1994","higher education","East Germany","","","","","3"
"Min 1x per week","1994","in school","West Germany","","","","","2"
"Min 1x per week","1994","in school","East Germany","","","","","2"
"Min 1x per week","1994","inadequately","West Germany","","","","","2"
"Min 1x per week","1994","inadequately","East Germany","","","","","2"
"Min 1x per week","1994","general elemantary","West Germany","","","","","2"
"Min 1x per week","1994","general elemantary","East Germany","","","","","2"
"Min 1x per week","1994","middle vocational","West Germany","","","","","2"
"Min 1x per week","1994","middle vocational","East Germany","","","","","2"
"Min 1x per week","1994","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1994","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1994","higher vocational","West Germany","","","","","2"
"Min 1x per week","1994","higher vocational","East Germany","","","","","2"
"Min 1x per week","1994","higher education","West Germany","","","","","2"
"Min 1x per week","1994","higher education","East Germany","","","","","2"
"Never","1994","in school","West Germany","","","","","5"
"Never","1994","in school","East Germany","","","","","5"
"Never","1994","inadequately","West Germany","","","","","5"
"Never","1994","inadequately","East Germany","","","","","5"
"Never","1994","general elemantary","West Germany","","","","","5"
"Never","1994","general elemantary","East Germany","","","","","5"
"Never","1994","middle vocational","West Germany","","","","","5"
"Never","1994","middle vocational","East Germany","","","","","5"
"Never","1994","vocational + Abi","West Germany","","","","","5"
"Never","1994","vocational + Abi","East Germany","","","","","5"
"Never","1994","higher vocational","West Germany","","","","","5"
"Never","1994","higher vocational","East Germany","","","","","5"
"Never","1994","higher education","West Germany","","","","","5"
"Never","1994","higher education","East Germany","","","","","5"
"Rarely","1994","in school","West Germany","","","","","4"
"Rarely","1994","in school","East Germany","","","","","4"
"Rarely","1994","inadequately","West Germany","","","","","4"
"Rarely","1994","inadequately","East Germany","","","","","4"
"Rarely","1994","general elemantary","West Germany","","","","","4"
"Rarely","1994","general elemantary","East Germany","","","","","4"
"Rarely","1994","middle vocational","West Germany","","","","","4"
"Rarely","1994","middle vocational","East Germany","","","","","4"
"Rarely","1994","vocational + Abi","West Germany","","","","","4"
"Rarely","1994","vocational + Abi","East Germany","","","","","4"
"Rarely","1994","higher vocational","West Germany","","","","","4"
"Rarely","1994","higher vocational","East Germany","","","","","4"
"Rarely","1994","higher education","West Germany","","","","","4"
"Rarely","1994","higher education","East Germany","","","","","4"
"Daily","1995","in school","West Germany","13","","","","1"
"Daily","1995","in school","East Germany","5","","","","1"
"Daily","1995","inadequately","West Germany","76","0.145731880845108","0.115405484700864","0.176058276989352","1"
"Daily","1995","inadequately","East Germany","","","","","1"
"Daily","1995","general elemantary","West Germany","218","0.0992655033208992","0.0865339854179022","0.111997021223896","1"
"Daily","1995","general elemantary","East Germany","33","0.116457623542767","0.084248177401962","0.148667069683572","1"
"Daily","1995","middle vocational","West Germany","401","0.0783222386688036","0.0706188412974042","0.086025636040203","1"
"Daily","1995","middle vocational","East Germany","156","0.076788473930744","0.0652429795303696","0.0883339683311184","1"
"Daily","1995","vocational + Abi","West Germany","29","","","","1"
"Daily","1995","vocational + Abi","East Germany","","","","","1"
"Daily","1995","higher vocational","West Germany","30","0.0475411908375781","0.0294590268187471","0.065623354856409","1"
"Daily","1995","higher vocational","East Germany","12","","","","1"
"Daily","1995","higher education","West Germany","34","0.0314173971852851","0.0201696501920654","0.0426651441785048","1"
"Daily","1995","higher education","East Germany","48","0.0523240658355651","0.0372112380516596","0.0674368936194706","1"
"Min 1x per month","1995","in school","West Germany","53","0.323677721550812","0.256973942399448","0.390381500702176","3"
"Min 1x per month","1995","in school","East Germany","46","0.420441911523822","0.32169717368269","0.519186649364954","3"
"Min 1x per month","1995","inadequately","West Germany","90","0.219595360306664","0.184014379083605","0.255176341529722","3"
"Min 1x per month","1995","inadequately","East Germany","3","","","","3"
"Min 1x per month","1995","general elemantary","West Germany","531","0.265454386777617","0.246653126973886","0.284255646581348","3"
"Min 1x per month","1995","general elemantary","East Germany","103","0.24066073186711","0.197736142481747","0.283585321252474","3"
"Min 1x per month","1995","middle vocational","West Germany","1318","0.297354230523353","0.284248673656384","0.310459787390321","3"
"Min 1x per month","1995","middle vocational","East Germany","627","0.28437195900266","0.264810512449617","0.303933405555703","3"
"Min 1x per month","1995","vocational + Abi","West Germany","122","0.315520861106276","0.270482706798718","0.360559015413833","3"
"Min 1x per month","1995","vocational + Abi","East Germany","19","","","","3"
"Min 1x per month","1995","higher vocational","West Germany","171","0.310193789988995","0.27088656592936","0.34950101404863","3"
"Min 1x per month","1995","higher vocational","East Germany","76","0.311996067023657","0.252249614872667","0.371742519174646","3"
"Min 1x per month","1995","higher education","West Germany","311","0.330988557317041","0.300647174614708","0.361329940019375","3"
"Min 1x per month","1995","higher education","East Germany","320","0.367699844880032","0.334975313718588","0.400424376041476","3"
"Min 1x per week","1995","in school","West Germany","60","0.295851292687815","0.230780496943559","0.360922088432072","2"
"Min 1x per week","1995","in school","East Germany","28","","","","2"
"Min 1x per week","1995","inadequately","West Germany","240","0.374034457647767","0.332445557107916","0.415623358187619","2"
"Min 1x per week","1995","inadequately","East Germany","4","","","","2"
"Min 1x per week","1995","general elemantary","West Germany","911","0.400996308239635","0.380128946276588","0.421863670202682","2"
"Min 1x per week","1995","general elemantary","East Germany","140","0.368275296068495","0.319842914281675","0.416707677855315","2"
"Min 1x per week","1995","middle vocational","West Germany","1892","0.379247970729158","0.365336568516439","0.393159372941877","2"
"Min 1x per week","1995","middle vocational","East Germany","864","0.448308923641996","0.426743868193168","0.469873979090824","2"
"Min 1x per week","1995","vocational + Abi","West Germany","155","0.346096005108029","0.299991674005738","0.39220033621032","2"
"Min 1x per week","1995","vocational + Abi","East Germany","34","0.491908384244604","0.373947865883125","0.609868902606082","2"
"Min 1x per week","1995","higher vocational","West Germany","213","0.384928519028453","0.343581413306","0.426275624750906","2"
"Min 1x per week","1995","higher vocational","East Germany","90","0.392656196277975","0.329681565311011","0.455630827244939","2"
"Min 1x per week","1995","higher education","West Germany","292","0.307978205000323","0.2782114163812","0.337744993619446","2"
"Min 1x per week","1995","higher education","East Germany","318","0.392960836476671","0.359813544339615","0.426108128613728","2"
"Never","1995","in school","West Germany","9","","","","5"
"Never","1995","in school","East Germany","2","","","","5"
"Never","1995","inadequately","West Germany","47","0.100880283664019","0.0749946782241042","0.126765889103934","5"
"Never","1995","inadequately","East Germany","","","","","5"
"Never","1995","general elemantary","West Germany","95","0.0364935219570208","0.0285095717176278","0.0444774721964138","5"
"Never","1995","general elemantary","East Germany","19","","","","5"
"Never","1995","middle vocational","West Germany","122","0.0269956063011512","0.0223488045524789","0.0316424080498235","5"
"Never","1995","middle vocational","East Germany","36","0.0198008416759999","0.0137597851983357","0.0258418981536641","5"
"Never","1995","vocational + Abi","West Germany","15","","","","5"
"Never","1995","vocational + Abi","East Germany","","","","","5"
"Never","1995","higher vocational","West Germany","7","","","","5"
"Never","1995","higher vocational","East Germany","4","","","","5"
"Never","1995","higher education","West Germany","28","","","","5"
"Never","1995","higher education","East Germany","8","","","","5"
"Rarely","1995","in school","West Germany","54","0.299928694861963","0.234600999668186","0.365256390055741","4"
"Rarely","1995","in school","East Germany","15","","","","4"
"Rarely","1995","inadequately","West Germany","67","0.159758017536442","0.128267489781511","0.191248545291373","4"
"Rarely","1995","inadequately","East Germany","3","","","","4"
"Rarely","1995","general elemantary","West Germany","364","0.197790279704828","0.180830154853884","0.214750404555772","4"
"Rarely","1995","general elemantary","East Germany","86","0.217774208266365","0.176330854725271","0.25921756180746","4"
"Rarely","1995","middle vocational","West Germany","940","0.218079953777535","0.206240293327894","0.229919614227175","4"
"Rarely","1995","middle vocational","East Germany","360","0.1707298017486","0.154413692489637","0.187045911007562","4"
"Rarely","1995","vocational + Abi","West Germany","88","0.232469550928934","0.191532431292224","0.273406670565644","4"
"Rarely","1995","vocational + Abi","East Germany","16","","","","4"
"Rarely","1995","higher vocational","West Germany","111","0.24330310523949","0.206842231089903","0.279763979389076","4"
"Rarely","1995","higher vocational","East Germany","49","0.175609455262744","0.126543241116263","0.224675669409224","4"
"Rarely","1995","higher education","West Germany","259","0.293675347028866","0.264309128037904","0.323041566019828","4"
"Rarely","1995","higher education","East Germany","140","0.173683112432799","0.147972218509519","0.199394006356078","4"
"Daily","1996","in school","West Germany","","","","","1"
"Daily","1996","in school","East Germany","","","","","1"
"Daily","1996","inadequately","West Germany","","","","","1"
"Daily","1996","inadequately","East Germany","","","","","1"
"Daily","1996","general elemantary","West Germany","","","","","1"
"Daily","1996","general elemantary","East Germany","","","","","1"
"Daily","1996","middle vocational","West Germany","","","","","1"
"Daily","1996","middle vocational","East Germany","","","","","1"
"Daily","1996","vocational + Abi","West Germany","","","","","1"
"Daily","1996","vocational + Abi","East Germany","","","","","1"
"Daily","1996","higher vocational","West Germany","","","","","1"
"Daily","1996","higher vocational","East Germany","","","","","1"
"Daily","1996","higher education","West Germany","","","","","1"
"Daily","1996","higher education","East Germany","","","","","1"
"Min 1x per month","1996","in school","West Germany","","","","","3"
"Min 1x per month","1996","in school","East Germany","","","","","3"
"Min 1x per month","1996","inadequately","West Germany","","","","","3"
"Min 1x per month","1996","inadequately","East Germany","","","","","3"
"Min 1x per month","1996","general elemantary","West Germany","","","","","3"
"Min 1x per month","1996","general elemantary","East Germany","","","","","3"
"Min 1x per month","1996","middle vocational","West Germany","","","","","3"
"Min 1x per month","1996","middle vocational","East Germany","","","","","3"
"Min 1x per month","1996","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1996","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1996","higher vocational","West Germany","","","","","3"
"Min 1x per month","1996","higher vocational","East Germany","","","","","3"
"Min 1x per month","1996","higher education","West Germany","","","","","3"
"Min 1x per month","1996","higher education","East Germany","","","","","3"
"Min 1x per week","1996","in school","West Germany","","","","","2"
"Min 1x per week","1996","in school","East Germany","","","","","2"
"Min 1x per week","1996","inadequately","West Germany","","","","","2"
