"pli0081","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per week","1990","Saxony","Male","","","",""
"Min 1x per week","1990","Saxony","Female","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Male","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Female","","","",""
"Min 1x per week","1990","Thuringia","Male","","","",""
"Min 1x per week","1990","Thuringia","Female","","","",""
"Min 1x per month","1990","Schleswig-Holstein","Male","54","0.409376504085181","0.327336558385725","0.491416449784637"
"Min 1x per month","1990","Schleswig-Holstein","Female","54","0.388120938255704","0.308801355279465","0.467440521231943"
"Min 1x per month","1990","Hamburg","Male","18","","",""
"Min 1x per month","1990","Hamburg","Female","23","","",""
"Min 1x per month","1990","Lower Saxony","Male","151","0.320333290853198","0.278763824722268","0.361902756984128"
"Min 1x per month","1990","Lower Saxony","Female","174","0.362507095629333","0.32007245145345","0.404941739805215"
"Min 1x per month","1990","Bremen","Male","13","","",""
"Min 1x per month","1990","Bremen","Female","20","","",""
"Min 1x per month","1990","North Rhine-Westphalia","Male","379","0.335932576463445","0.309915206859628","0.361949946067262"
"Min 1x per month","1990","North Rhine-Westphalia","Female","369","0.306077534711176","0.281034863943241","0.331120205479111"
"Min 1x per month","1990","Hesse","Male","136","0.315851378503983","0.274775944954883","0.356926812053084"
"Min 1x per month","1990","Hesse","Female","133","0.289524928389317","0.24948972538052","0.329560131398114"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Male","82","0.273652856858261","0.22488118037031","0.322424533346211"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Female","88","0.255495056618552","0.209737753338656","0.301252359898448"
"Min 1x per month","1990","Baden-Württemberg","Male","251","0.320975826242056","0.290542974071408","0.351408678412703"
"Min 1x per month","1990","Baden-Württemberg","Female","211","0.267773856187528","0.238715411483664","0.296832300891393"
"Min 1x per month","1990","Bavaria","Male","247","0.327756432105842","0.294982849248419","0.360530014963265"
"Min 1x per month","1990","Bavaria","Female","245","0.308262660684705","0.276442314435365","0.340083006934045"
"Min 1x per month","1990","Berlin","Male","47","0.338461265206191","0.263968453329861","0.412954077082522"
"Min 1x per month","1990","Berlin","Female","48","0.312395333349792","0.243727911288717","0.381062755410866"
"Min 1x per month","1990","Brandenburg","Male","","","",""
"Min 1x per month","1990","Brandenburg","Female","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1990","Saxony","Male","","","",""
"Min 1x per month","1990","Saxony","Female","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1990","Thuringia","Male","","","",""
"Min 1x per month","1990","Thuringia","Female","","","",""
"Rarely","1990","Schleswig-Holstein","Male","36","0.277278930558084","0.20259067072178","0.351967190394387"
"Rarely","1990","Schleswig-Holstein","Female","26","","",""
"Rarely","1990","Hamburg","Male","23","","",""
"Rarely","1990","Hamburg","Female","22","","",""
"Rarely","1990","Lower Saxony","Male","126","0.280111439003759","0.240105592080431","0.320117285927087"
"Rarely","1990","Lower Saxony","Female","99","0.229555273724366","0.192432620196743","0.266677927251989"
"Rarely","1990","Bremen","Male","19","","",""
"Rarely","1990","Bremen","Female","9","","",""
"Rarely","1990","North Rhine-Westphalia","Male","275","0.219639784921846","0.196834562992663","0.24244500685103"
"Rarely","1990","North Rhine-Westphalia","Female","256","0.19998305082265","0.178248251661065","0.221717849984236"
"Rarely","1990","Hesse","Male","134","0.290064339489779","0.24996638621828","0.330162292761279"
"Rarely","1990","Hesse","Female","107","0.22946275153922","0.192345351401821","0.266580151676618"
"Rarely","1990","Rhineland-Palatinate,Saarland","Male","70","0.226011142016427","0.180257269887437","0.271765014145418"
"Rarely","1990","Rhineland-Palatinate,Saarland","Female","65","0.202982840216124","0.160784159263426","0.245181521168823"
"Rarely","1990","Baden-Württemberg","Male","200","0.248192952660022","0.220034304922565","0.276351600397478"
"Rarely","1990","Baden-Württemberg","Female","173","0.204299077384592","0.177840054779907","0.230758099989277"
"Rarely","1990","Bavaria","Male","213","0.292698113915466","0.260929566885986","0.324466660944946"
"Rarely","1990","Bavaria","Female","171","0.217103652538424","0.188694418229337","0.245512886847511"
"Rarely","1990","Berlin","Male","41","0.276717575507105","0.206288081234937","0.347147069779273"
"Rarely","1990","Berlin","Female","37","0.210071201720437","0.149717168142611","0.270425235298263"
"Rarely","1990","Brandenburg","Male","","","",""
"Rarely","1990","Brandenburg","Female","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1990","Saxony","Male","","","",""
"Rarely","1990","Saxony","Female","","","",""
"Rarely","1990","Saxony-Anhalt","Male","","","",""
"Rarely","1990","Saxony-Anhalt","Female","","","",""
"Rarely","1990","Thuringia","Male","","","",""
"Rarely","1990","Thuringia","Female","","","",""
"Never","1990","Schleswig-Holstein","Male","1","","",""
"Never","1990","Schleswig-Holstein","Female","3","","",""
"Never","1990","Hamburg","Male","7","","",""
"Never","1990","Hamburg","Female","6","","",""
"Never","1990","Lower Saxony","Male","21","","",""
"Never","1990","Lower Saxony","Female","12","","",""
"Never","1990","Bremen","Male","5","","",""
"Never","1990","Bremen","Female","3","","",""
"Never","1990","North Rhine-Westphalia","Male","64","0.02890035429943","0.0196722027206875","0.0381285058781726"
"Never","1990","North Rhine-Westphalia","Female","50","0.0222624271123","0.0142455200236251","0.030279334200975"
"Never","1990","Hesse","Male","29","","",""
"Never","1990","Hesse","Female","24","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Male","6","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Female","8","","",""
"Never","1990","Baden-Württemberg","Male","38","0.0273110533734904","0.0166862698152935","0.0379358369316872"
"Never","1990","Baden-Württemberg","Female","29","","",""
"Never","1990","Bavaria","Male","29","","",""
"Never","1990","Bavaria","Female","29","","",""
"Never","1990","Berlin","Male","9","","",""
"Never","1990","Berlin","Female","8","","",""
"Never","1990","Brandenburg","Male","","","",""
"Never","1990","Brandenburg","Female","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1990","Saxony","Male","","","",""
"Never","1990","Saxony","Female","","","",""
"Never","1990","Saxony-Anhalt","Male","","","",""
"Never","1990","Saxony-Anhalt","Female","","","",""
"Never","1990","Thuringia","Male","","","",""
"Never","1990","Thuringia","Female","","","",""
"Daily","1991","Schleswig-Holstein","Male","","","",""
"Daily","1991","Schleswig-Holstein","Female","","","",""
"Daily","1991","Hamburg","Male","","","",""
"Daily","1991","Hamburg","Female","","","",""
"Daily","1991","Lower Saxony","Male","","","",""
"Daily","1991","Lower Saxony","Female","","","",""
"Daily","1991","Bremen","Male","","","",""
"Daily","1991","Bremen","Female","","","",""
"Daily","1991","North Rhine-Westphalia","Male","","","",""
"Daily","1991","North Rhine-Westphalia","Female","","","",""
"Daily","1991","Hesse","Male","","","",""
"Daily","1991","Hesse","Female","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","1991","Baden-Württemberg","Male","","","",""
"Daily","1991","Baden-Württemberg","Female","","","",""
"Daily","1991","Bavaria","Male","","","",""
"Daily","1991","Bavaria","Female","","","",""
"Daily","1991","Berlin","Male","","","",""
"Daily","1991","Berlin","Female","","","",""
"Daily","1991","Brandenburg","Male","","","",""
"Daily","1991","Brandenburg","Female","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","1991","Saxony","Male","","","",""
"Daily","1991","Saxony","Female","","","",""
"Daily","1991","Saxony-Anhalt","Male","","","",""
"Daily","1991","Saxony-Anhalt","Female","","","",""
"Daily","1991","Thuringia","Male","","","",""
"Daily","1991","Thuringia","Female","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1991","Hamburg","Male","","","",""
"Min 1x per week","1991","Hamburg","Female","","","",""
"Min 1x per week","1991","Lower Saxony","Male","","","",""
"Min 1x per week","1991","Lower Saxony","Female","","","",""
"Min 1x per week","1991","Bremen","Male","","","",""
"Min 1x per week","1991","Bremen","Female","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1991","Hesse","Male","","","",""
"Min 1x per week","1991","Hesse","Female","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1991","Baden-Württemberg","Male","","","",""
"Min 1x per week","1991","Baden-Württemberg","Female","","","",""
"Min 1x per week","1991","Bavaria","Male","","","",""
"Min 1x per week","1991","Bavaria","Female","","","",""
"Min 1x per week","1991","Berlin","Male","","","",""
"Min 1x per week","1991","Berlin","Female","","","",""
"Min 1x per week","1991","Brandenburg","Male","","","",""
"Min 1x per week","1991","Brandenburg","Female","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per week","1991","Saxony","Male","","","",""
"Min 1x per week","1991","Saxony","Female","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Male","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Female","","","",""
"Min 1x per week","1991","Thuringia","Male","","","",""
"Min 1x per week","1991","Thuringia","Female","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Male","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Female","","","",""
"Min 1x per month","1991","Hamburg","Male","","","",""
"Min 1x per month","1991","Hamburg","Female","","","",""
"Min 1x per month","1991","Lower Saxony","Male","","","",""
"Min 1x per month","1991","Lower Saxony","Female","","","",""
"Min 1x per month","1991","Bremen","Male","","","",""
"Min 1x per month","1991","Bremen","Female","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Male","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Female","","","",""
"Min 1x per month","1991","Hesse","Male","","","",""
"Min 1x per month","1991","Hesse","Female","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per month","1991","Baden-Württemberg","Male","","","",""
"Min 1x per month","1991","Baden-Württemberg","Female","","","",""
"Min 1x per month","1991","Bavaria","Male","","","",""
"Min 1x per month","1991","Bavaria","Female","","","",""
"Min 1x per month","1991","Berlin","Male","","","",""
"Min 1x per month","1991","Berlin","Female","","","",""
"Min 1x per month","1991","Brandenburg","Male","","","",""
"Min 1x per month","1991","Brandenburg","Female","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1991","Saxony","Male","","","",""
"Min 1x per month","1991","Saxony","Female","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1991","Thuringia","Male","","","",""
"Min 1x per month","1991","Thuringia","Female","","","",""
"Rarely","1991","Schleswig-Holstein","Male","","","",""
"Rarely","1991","Schleswig-Holstein","Female","","","",""
"Rarely","1991","Hamburg","Male","","","",""
"Rarely","1991","Hamburg","Female","","","",""
"Rarely","1991","Lower Saxony","Male","","","",""
"Rarely","1991","Lower Saxony","Female","","","",""
"Rarely","1991","Bremen","Male","","","",""
"Rarely","1991","Bremen","Female","","","",""
"Rarely","1991","North Rhine-Westphalia","Male","","","",""
"Rarely","1991","North Rhine-Westphalia","Female","","","",""
"Rarely","1991","Hesse","Male","","","",""
"Rarely","1991","Hesse","Female","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","1991","Baden-Württemberg","Male","","","",""
"Rarely","1991","Baden-Württemberg","Female","","","",""
"Rarely","1991","Bavaria","Male","","","",""
"Rarely","1991","Bavaria","Female","","","",""
"Rarely","1991","Berlin","Male","","","",""
"Rarely","1991","Berlin","Female","","","",""
"Rarely","1991","Brandenburg","Male","","","",""
"Rarely","1991","Brandenburg","Female","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1991","Saxony","Male","","","",""
"Rarely","1991","Saxony","Female","","","",""
"Rarely","1991","Saxony-Anhalt","Male","","","",""
"Rarely","1991","Saxony-Anhalt","Female","","","",""
"Rarely","1991","Thuringia","Male","","","",""
"Rarely","1991","Thuringia","Female","","","",""
"Never","1991","Schleswig-Holstein","Male","","","",""
"Never","1991","Schleswig-Holstein","Female","","","",""
"Never","1991","Hamburg","Male","","","",""
"Never","1991","Hamburg","Female","","","",""
"Never","1991","Lower Saxony","Male","","","",""
"Never","1991","Lower Saxony","Female","","","",""
"Never","1991","Bremen","Male","","","",""
"Never","1991","Bremen","Female","","","",""
"Never","1991","North Rhine-Westphalia","Male","","","",""
"Never","1991","North Rhine-Westphalia","Female","","","",""
"Never","1991","Hesse","Male","","","",""
"Never","1991","Hesse","Female","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","1991","Baden-Württemberg","Male","","","",""
"Never","1991","Baden-Württemberg","Female","","","",""
"Never","1991","Bavaria","Male","","","",""
"Never","1991","Bavaria","Female","","","",""
"Never","1991","Berlin","Male","","","",""
"Never","1991","Berlin","Female","","","",""
"Never","1991","Brandenburg","Male","","","",""
"Never","1991","Brandenburg","Female","","","",""
"Never","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1991","Saxony","Male","","","",""
"Never","1991","Saxony","Female","","","",""
"Never","1991","Saxony-Anhalt","Male","","","",""
"Never","1991","Saxony-Anhalt","Female","","","",""
"Never","1991","Thuringia","Male","","","",""
"Never","1991","Thuringia","Female","","","",""
"Daily","1992","Schleswig-Holstein","Male","","","",""
"Daily","1992","Schleswig-Holstein","Female","","","",""
"Daily","1992","Hamburg","Male","","","",""
"Daily","1992","Hamburg","Female","","","",""
"Daily","1992","Lower Saxony","Male","","","",""
"Daily","1992","Lower Saxony","Female","","","",""
"Daily","1992","Bremen","Male","","","",""
"Daily","1992","Bremen","Female","","","",""
"Daily","1992","North Rhine-Westphalia","Male","","","",""
"Daily","1992","North Rhine-Westphalia","Female","","","",""
"Daily","1992","Hesse","Male","","","",""
"Daily","1992","Hesse","Female","","","",""
"Daily","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","1992","Baden-Württemberg","Male","","","",""
"Daily","1992","Baden-Württemberg","Female","","","",""
"Daily","1992","Bavaria","Male","","","",""
"Daily","1992","Bavaria","Female","","","",""
"Daily","1992","Berlin","Male","","","",""
"Daily","1992","Berlin","Female","","","",""
"Daily","1992","Brandenburg","Male","","","",""
"Daily","1992","Brandenburg","Female","","","",""
"Daily","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","1992","Saxony","Male","","","",""
"Daily","1992","Saxony","Female","","","",""
"Daily","1992","Saxony-Anhalt","Male","","","",""
"Daily","1992","Saxony-Anhalt","Female","","","",""
"Daily","1992","Thuringia","Male","","","",""
"Daily","1992","Thuringia","Female","","","",""
"Min 1x per week","1992","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1992","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1992","Hamburg","Male","","","",""
"Min 1x per week","1992","Hamburg","Female","","","",""
"Min 1x per week","1992","Lower Saxony","Male","","","",""
"Min 1x per week","1992","Lower Saxony","Female","","","",""
"Min 1x per week","1992","Bremen","Male","","","",""
"Min 1x per week","1992","Bremen","Female","","","",""
"Min 1x per week","1992","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1992","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1992","Hesse","Male","","","",""
"Min 1x per week","1992","Hesse","Female","","","",""
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1992","Baden-Württemberg","Male","","","",""
"Min 1x per week","1992","Baden-Württemberg","Female","","","",""
"Min 1x per week","1992","Bavaria","Male","","","",""
"Min 1x per week","1992","Bavaria","Female","","","",""
"Min 1x per week","1992","Berlin","Male","","","",""
"Min 1x per week","1992","Berlin","Female","","","",""
"Min 1x per week","1992","Brandenburg","Male","","","",""
"Min 1x per week","1992","Brandenburg","Female","","","",""
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per week","1992","Saxony","Male","","","",""
"Min 1x per week","1992","Saxony","Female","","","",""
"Min 1x per week","1992","Saxony-Anhalt","Male","","","",""
"Min 1x per week","1992","Saxony-Anhalt","Female","","","",""
"Min 1x per week","1992","Thuringia","Male","","","",""
"Min 1x per week","1992","Thuringia","Female","","","",""
"Min 1x per month","1992","Schleswig-Holstein","Male","","","",""
"Min 1x per month","1992","Schleswig-Holstein","Female","","","",""
"Min 1x per month","1992","Hamburg","Male","","","",""
"Min 1x per month","1992","Hamburg","Female","","","",""
"Min 1x per month","1992","Lower Saxony","Male","","","",""
"Min 1x per month","1992","Lower Saxony","Female","","","",""
"Min 1x per month","1992","Bremen","Male","","","",""
"Min 1x per month","1992","Bremen","Female","","","",""
"Min 1x per month","1992","North Rhine-Westphalia","Male","","","",""
"Min 1x per month","1992","North Rhine-Westphalia","Female","","","",""
"Min 1x per month","1992","Hesse","Male","","","",""
"Min 1x per month","1992","Hesse","Female","","","",""
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per month","1992","Baden-Württemberg","Male","","","",""
"Min 1x per month","1992","Baden-Württemberg","Female","","","",""
"Min 1x per month","1992","Bavaria","Male","","","",""
"Min 1x per month","1992","Bavaria","Female","","","",""
"Min 1x per month","1992","Berlin","Male","","","",""
"Min 1x per month","1992","Berlin","Female","","","",""
"Min 1x per month","1992","Brandenburg","Male","","","",""
"Min 1x per month","1992","Brandenburg","Female","","","",""
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1992","Saxony","Male","","","",""
"Min 1x per month","1992","Saxony","Female","","","",""
"Min 1x per month","1992","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1992","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1992","Thuringia","Male","","","",""
"Min 1x per month","1992","Thuringia","Female","","","",""
"Rarely","1992","Schleswig-Holstein","Male","","","",""
"Rarely","1992","Schleswig-Holstein","Female","","","",""
"Rarely","1992","Hamburg","Male","","","",""
"Rarely","1992","Hamburg","Female","","","",""
"Rarely","1992","Lower Saxony","Male","","","",""
"Rarely","1992","Lower Saxony","Female","","","",""
"Rarely","1992","Bremen","Male","","","",""
"Rarely","1992","Bremen","Female","","","",""
"Rarely","1992","North Rhine-Westphalia","Male","","","",""
"Rarely","1992","North Rhine-Westphalia","Female","","","",""
"Rarely","1992","Hesse","Male","","","",""
"Rarely","1992","Hesse","Female","","","",""
"Rarely","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","1992","Baden-Württemberg","Male","","","",""
"Rarely","1992","Baden-Württemberg","Female","","","",""
"Rarely","1992","Bavaria","Male","","","",""
"Rarely","1992","Bavaria","Female","","","",""
"Rarely","1992","Berlin","Male","","","",""
"Rarely","1992","Berlin","Female","","","",""
"Rarely","1992","Brandenburg","Male","","","",""
"Rarely","1992","Brandenburg","Female","","","",""
"Rarely","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1992","Saxony","Male","","","",""
"Rarely","1992","Saxony","Female","","","",""
"Rarely","1992","Saxony-Anhalt","Male","","","",""
"Rarely","1992","Saxony-Anhalt","Female","","","",""
"Rarely","1992","Thuringia","Male","","","",""
"Rarely","1992","Thuringia","Female","","","",""
"Never","1992","Schleswig-Holstein","Male","","","",""
"Never","1992","Schleswig-Holstein","Female","","","",""
"Never","1992","Hamburg","Male","","","",""
"Never","1992","Hamburg","Female","","","",""
"Never","1992","Lower Saxony","Male","","","",""
"Never","1992","Lower Saxony","Female","","","",""
"Never","1992","Bremen","Male","","","",""
"Never","1992","Bremen","Female","","","",""
"Never","1992","North Rhine-Westphalia","Male","","","",""
"Never","1992","North Rhine-Westphalia","Female","","","",""
"Never","1992","Hesse","Male","","","",""
"Never","1992","Hesse","Female","","","",""
"Never","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","1992","Baden-Württemberg","Male","","","",""
"Never","1992","Baden-Württemberg","Female","","","",""
"Never","1992","Bavaria","Male","","","",""
"Never","1992","Bavaria","Female","","","",""
"Never","1992","Berlin","Male","","","",""
"Never","1992","Berlin","Female","","","",""
"Never","1992","Brandenburg","Male","","","",""
"Never","1992","Brandenburg","Female","","","",""
"Never","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1992","Saxony","Male","","","",""
"Never","1992","Saxony","Female","","","",""
"Never","1992","Saxony-Anhalt","Male","","","",""
"Never","1992","Saxony-Anhalt","Female","","","",""
"Never","1992","Thuringia","Male","","","",""
"Never","1992","Thuringia","Female","","","",""
"Daily","1993","Schleswig-Holstein","Male","","","",""
"Daily","1993","Schleswig-Holstein","Female","","","",""
"Daily","1993","Hamburg","Male","","","",""
"Daily","1993","Hamburg","Female","","","",""
"Daily","1993","Lower Saxony","Male","","","",""
"Daily","1993","Lower Saxony","Female","","","",""
"Daily","1993","Bremen","Male","","","",""
"Daily","1993","Bremen","Female","","","",""
"Daily","1993","North Rhine-Westphalia","Male","","","",""
"Daily","1993","North Rhine-Westphalia","Female","","","",""
"Daily","1993","Hesse","Male","","","",""
"Daily","1993","Hesse","Female","","","",""
"Daily","1993","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","1993","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","1993","Baden-Württemberg","Male","","","",""
"Daily","1993","Baden-Württemberg","Female","","","",""
"Daily","1993","Bavaria","Male","","","",""
"Daily","1993","Bavaria","Female","","","",""
"Daily","1993","Berlin","Male","","","",""
"Daily","1993","Berlin","Female","","","",""
"Daily","1993","Brandenburg","Male","","","",""
"Daily","1993","Brandenburg","Female","","","",""
"Daily","1993","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","1993","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","1993","Saxony","Male","","","",""
"Daily","1993","Saxony","Female","","","",""
"Daily","1993","Saxony-Anhalt","Male","","","",""
"Daily","1993","Saxony-Anhalt","Female","","","",""
