"plh0196","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"People are helpful","2009","16-34 y.","Male","","","",""
"People are helpful","2009","16-34 y.","Female","","","",""
"People are helpful","2009","35-65 y.","Male","","","",""
"People are helpful","2009","35-65 y.","Female","","","",""
"People are helpful","2009","66 and older","Male","","","",""
"People are helpful","2009","66 and older","Female","","","",""
"People pursue self-interest","2009","16-34 y.","Male","","","",""
"People pursue self-interest","2009","16-34 y.","Female","","","",""
"People pursue self-interest","2009","35-65 y.","Male","","","",""
"People pursue self-interest","2009","35-65 y.","Female","","","",""
"People pursue self-interest","2009","66 and older","Male","","","",""
"People pursue self-interest","2009","66 and older","Female","","","",""
"People are helpful","2010","16-34 y.","Male","","","",""
"People are helpful","2010","16-34 y.","Female","","","",""
"People are helpful","2010","35-65 y.","Male","","","",""
"People are helpful","2010","35-65 y.","Female","","","",""
"People are helpful","2010","66 and older","Male","","","",""
"People are helpful","2010","66 and older","Female","","","",""
"People pursue self-interest","2010","16-34 y.","Male","","","",""
"People pursue self-interest","2010","16-34 y.","Female","","","",""
"People pursue self-interest","2010","35-65 y.","Male","","","",""
"People pursue self-interest","2010","35-65 y.","Female","","","",""
"People pursue self-interest","2010","66 and older","Male","","","",""
"People pursue self-interest","2010","66 and older","Female","","","",""
"People are helpful","2011","16-34 y.","Male","","","",""
"People are helpful","2011","16-34 y.","Female","","","",""
"People are helpful","2011","35-65 y.","Male","","","",""
"People are helpful","2011","35-65 y.","Female","","","",""
"People are helpful","2011","66 and older","Male","","","",""
"People are helpful","2011","66 and older","Female","","","",""
"People pursue self-interest","2011","16-34 y.","Male","","","",""
"People pursue self-interest","2011","16-34 y.","Female","","","",""
"People pursue self-interest","2011","35-65 y.","Male","","","",""
"People pursue self-interest","2011","35-65 y.","Female","","","",""
"People pursue self-interest","2011","66 and older","Male","","","",""
"People pursue self-interest","2011","66 and older","Female","","","",""
"People are helpful","2012","16-34 y.","Male","","","",""
"People are helpful","2012","16-34 y.","Female","","","",""
"People are helpful","2012","35-65 y.","Male","","","",""
"People are helpful","2012","35-65 y.","Female","","","",""
"People are helpful","2012","66 and older","Male","","","",""
"People are helpful","2012","66 and older","Female","","","",""
"People pursue self-interest","2012","16-34 y.","Male","","","",""
"People pursue self-interest","2012","16-34 y.","Female","","","",""
"People pursue self-interest","2012","35-65 y.","Male","","","",""
"People pursue self-interest","2012","35-65 y.","Female","","","",""
"People pursue self-interest","2012","66 and older","Male","","","",""
"People pursue self-interest","2012","66 and older","Female","","","",""
"People are helpful","2013","16-34 y.","Male","919","0.385950812777865","0.366618802854632","0.405282822701097"
"People are helpful","2013","16-34 y.","Female","1229","0.363472887313995","0.346643586031222","0.380302188596767"
"People are helpful","2013","35-65 y.","Male","2623","0.370965985790963","0.359283490106809","0.382648481475116"
"People are helpful","2013","35-65 y.","Female","3514","0.406968863616727","0.396265026449381","0.417672700784074"
"People are helpful","2013","66 and older","Male","1257","0.529471310151078","0.5093209612392","0.549621659062956"
"People are helpful","2013","66 and older","Female","1510","0.597761865648804","0.578677435789096","0.616846295508512"
"People pursue self-interest","2013","16-34 y.","Male","1517","0.614049187222135","0.594717177298903","0.633381197145368"
"People pursue self-interest","2013","16-34 y.","Female","1909","0.636527112686005","0.619697811403233","0.653356413968778"
"People pursue self-interest","2013","35-65 y.","Male","3945","0.629034014209037","0.617351518524884","0.640716509893191"
"People pursue self-interest","2013","35-65 y.","Female","4578","0.593031136383273","0.582327299215926","0.603734973550619"
"People pursue self-interest","2013","66 and older","Male","1100","0.470528689848922","0.450378340937044","0.4906790387608"
"People pursue self-interest","2013","66 and older","Female","1026","0.402238134351196","0.383153704491488","0.421322564210904"
"People are helpful","2014","16-34 y.","Male","","","",""
"People are helpful","2014","16-34 y.","Female","","","",""
"People are helpful","2014","35-65 y.","Male","","","",""
"People are helpful","2014","35-65 y.","Female","","","",""
"People are helpful","2014","66 and older","Male","","","",""
"People are helpful","2014","66 and older","Female","","","",""
"People pursue self-interest","2014","16-34 y.","Male","","","",""
"People pursue self-interest","2014","16-34 y.","Female","","","",""
"People pursue self-interest","2014","35-65 y.","Male","","","",""
"People pursue self-interest","2014","35-65 y.","Female","","","",""
"People pursue self-interest","2014","66 and older","Male","","","",""
"People pursue self-interest","2014","66 and older","Female","","","",""
"People are helpful","2015","16-34 y.","Male","","","",""
"People are helpful","2015","16-34 y.","Female","","","",""
"People are helpful","2015","35-65 y.","Male","","","",""
"People are helpful","2015","35-65 y.","Female","","","",""
"People are helpful","2015","66 and older","Male","","","",""
"People are helpful","2015","66 and older","Female","","","",""
"People pursue self-interest","2015","16-34 y.","Male","","","",""
"People pursue self-interest","2015","16-34 y.","Female","","","",""
"People pursue self-interest","2015","35-65 y.","Male","","","",""
"People pursue self-interest","2015","35-65 y.","Female","","","",""
"People pursue self-interest","2015","66 and older","Male","","","",""
"People pursue self-interest","2015","66 and older","Female","","","",""
"People are helpful","2016","16-34 y.","Male","","","",""
"People are helpful","2016","16-34 y.","Female","","","",""
"People are helpful","2016","35-65 y.","Male","","","",""
"People are helpful","2016","35-65 y.","Female","","","",""
"People are helpful","2016","66 and older","Male","","","",""
"People are helpful","2016","66 and older","Female","","","",""
"People pursue self-interest","2016","16-34 y.","Male","","","",""
"People pursue self-interest","2016","16-34 y.","Female","","","",""
"People pursue self-interest","2016","35-65 y.","Male","","","",""
"People pursue self-interest","2016","35-65 y.","Female","","","",""
"People pursue self-interest","2016","66 and older","Male","","","",""
"People pursue self-interest","2016","66 and older","Female","","","",""
"People are helpful","2017","16-34 y.","Male","","","",""
"People are helpful","2017","16-34 y.","Female","","","",""
"People are helpful","2017","35-65 y.","Male","","","",""
"People are helpful","2017","35-65 y.","Female","","","",""
"People are helpful","2017","66 and older","Male","","","",""
"People are helpful","2017","66 and older","Female","","","",""
"People pursue self-interest","2017","16-34 y.","Male","","","",""
"People pursue self-interest","2017","16-34 y.","Female","","","",""
"People pursue self-interest","2017","35-65 y.","Male","","","",""
"People pursue self-interest","2017","35-65 y.","Female","","","",""
"People pursue self-interest","2017","66 and older","Male","","","",""
"People pursue self-interest","2017","66 and older","Female","","","",""
"People are helpful","2018","16-34 y.","Male","1771","0.416462061482626","0.401213545233417","0.431710577731836"
"People are helpful","2018","16-34 y.","Female","1664","0.403174045899019","0.387711275754518","0.41863681604352"
"People are helpful","2018","35-65 y.","Male","3333","0.429836427185285","0.418585939555703","0.441086914814867"
"People are helpful","2018","35-65 y.","Female","3954","0.439357933451378","0.428864254766363","0.449851612136394"
"People are helpful","2018","66 and older","Male","1332","0.559705184094361","0.53991857410715","0.579491794081572"
"People are helpful","2018","66 and older","Female","1554","0.608660324629978","0.589732439945584","0.627588209314373"
"People pursue self-interest","2018","16-34 y.","Male","2244","0.583537938517373","0.568289422268164","0.598786454766583"
"People pursue self-interest","2018","16-34 y.","Female","2202","0.596825954100981","0.58136318395648","0.612288724245482"
"People pursue self-interest","2018","35-65 y.","Male","4105","0.570163572814715","0.558913085185133","0.581414060444297"
"People pursue self-interest","2018","35-65 y.","Female","4639","0.560642066548622","0.550148387863606","0.571135745233637"
"People pursue self-interest","2018","66 and older","Male","1086","0.440294815905639","0.420508205918428","0.46008142589285"
"People pursue self-interest","2018","66 and older","Female","1000","0.391339675370022","0.372411790685627","0.410267560054416"
