"plh0196","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"People pursue self-interest","2003","(Married) couple without C. ","indirect migration background","69","0.580437213415408","0.492142729422359","0.668731697408457"
"People pursue self-interest","2003","Single parent ","no migration background","592","0.677881966338235","0.647353049473941","0.708410883202529"
"People pursue self-interest","2003","Single parent ","direct migration background","87","0.599266306398238","0.517505266287581","0.681027346508894"
"People pursue self-interest","2003","Single parent ","indirect migration background","42","0.604924676164631","0.485154494925685","0.724694857403578"
"People pursue self-interest","2003","Couple + C. LE 16 ","no migration background","2435","0.71246051418444","0.697439854771917","0.727481173596964"
"People pursue self-interest","2003","Couple + C. LE 16 ","direct migration background","433","0.6982498078335","0.6633099996097","0.7331896160573"
"People pursue self-interest","2003","Couple + C. LE 16 ","indirect migration background","135","0.812778918077437","0.754983600141778","0.870574236013096"
"People pursue self-interest","2003","Couple + C. GT 16 ","no migration background","2223","0.693077338186124","0.677343645751167","0.708811030621081"
"People pursue self-interest","2003","Couple + C. GT 16 ","direct migration background","270","0.594750778855284","0.54791039238583","0.641591165324739"
"People pursue self-interest","2003","Couple + C. GT 16 ","indirect migration background","118","0.732777389828699","0.668838982995914","0.796715796661485"
"People pursue self-interest","2003","Couple + C. LE and GT 16","no migration background","958","0.692642885614263","0.668551103961463","0.716734667267064"
"People pursue self-interest","2003","Couple + C. LE and GT 16","direct migration background","174","0.644545374378209","0.589360761191116","0.699729987565303"
"People pursue self-interest","2003","Couple + C. LE and GT 16","indirect migration background","85","0.692964252046835","0.612741765761909","0.773186738331762"
"People are helpful","2004","1-pers.-HH","no migration background","","","",""
"People are helpful","2004","1-pers.-HH","direct migration background","","","",""
"People are helpful","2004","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2004","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2004","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2004","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2004","Single parent ","no migration background","","","",""
"People are helpful","2004","Single parent ","direct migration background","","","",""
"People are helpful","2004","Single parent ","indirect migration background","","","",""
"People are helpful","2004","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2004","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2004","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2004","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2004","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2004","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2004","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2004","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2004","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2004","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2004","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2004","Single parent ","no migration background","","","",""
"People pursue self-interest","2004","Single parent ","direct migration background","","","",""
"People pursue self-interest","2004","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2004","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2004","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2004","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2004","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2004","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2005","1-pers.-HH","no migration background","","","",""
"People are helpful","2005","1-pers.-HH","direct migration background","","","",""
"People are helpful","2005","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2005","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2005","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2005","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2005","Single parent ","no migration background","","","",""
"People are helpful","2005","Single parent ","direct migration background","","","",""
"People are helpful","2005","Single parent ","indirect migration background","","","",""
"People are helpful","2005","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2005","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2005","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2005","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2005","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2005","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2005","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2005","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2005","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2005","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2005","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2005","Single parent ","no migration background","","","",""
"People pursue self-interest","2005","Single parent ","direct migration background","","","",""
"People pursue self-interest","2005","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2005","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2005","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2005","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2005","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2005","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2006","1-pers.-HH","no migration background","","","",""
"People are helpful","2006","1-pers.-HH","direct migration background","","","",""
"People are helpful","2006","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2006","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2006","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2006","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2006","Single parent ","no migration background","","","",""
"People are helpful","2006","Single parent ","direct migration background","","","",""
"People are helpful","2006","Single parent ","indirect migration background","","","",""
"People are helpful","2006","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2006","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2006","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2006","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2006","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2006","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2006","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2006","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2006","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2006","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2006","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2006","Single parent ","no migration background","","","",""
"People pursue self-interest","2006","Single parent ","direct migration background","","","",""
"People pursue self-interest","2006","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2006","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2006","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2006","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2006","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2006","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2007","1-pers.-HH","no migration background","","","",""
"People are helpful","2007","1-pers.-HH","direct migration background","","","",""
"People are helpful","2007","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2007","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2007","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2007","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2007","Single parent ","no migration background","","","",""
"People are helpful","2007","Single parent ","direct migration background","","","",""
"People are helpful","2007","Single parent ","indirect migration background","","","",""
"People are helpful","2007","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2007","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2007","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2007","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2007","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2007","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2007","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2007","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2007","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2007","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2007","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2007","Single parent ","no migration background","","","",""
"People pursue self-interest","2007","Single parent ","direct migration background","","","",""
"People pursue self-interest","2007","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2007","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2007","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2007","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2007","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2007","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2008","1-pers.-HH","no migration background","1186","0.418857450542337","0.400309419056093","0.437405482028582"
"People are helpful","2008","1-pers.-HH","direct migration background","84","0.395167362346391","0.327748635097364","0.462586089595418"
"People are helpful","2008","1-pers.-HH","indirect migration background","27","","",""
"People are helpful","2008","(Married) couple without C. ","no migration background","2515","0.378917160091782","0.366906547865589","0.390927772317975"
"People are helpful","2008","(Married) couple without C. ","direct migration background","218","0.330720347640721","0.292885748474179","0.368554946807263"
"People are helpful","2008","(Married) couple without C. ","indirect migration background","46","0.321192059979988","0.242426373222546","0.39995774673743"
"People are helpful","2008","Single parent ","no migration background","288","0.31994078674663","0.289069376939804","0.350812196553456"
"People are helpful","2008","Single parent ","direct migration background","35","0.351610054173512","0.263961563096821","0.439258545250204"
"People are helpful","2008","Single parent ","indirect migration background","23","","",""
"People are helpful","2008","Couple + C. LE 16 ","no migration background","844","0.327326212921833","0.30912080556072","0.345531620282945"
"People are helpful","2008","Couple + C. LE 16 ","direct migration background","161","0.346809577389781","0.301718392072049","0.391900762707513"
"People are helpful","2008","Couple + C. LE 16 ","indirect migration background","55","0.347595775464647","0.278028104250216","0.417163446679078"
"People are helpful","2008","Couple + C. GT 16 ","no migration background","1021","0.341064745357075","0.323604865392644","0.358524625321506"
"People are helpful","2008","Couple + C. GT 16 ","direct migration background","117","0.36085425287699","0.308480620481065","0.413227885272916"
"People are helpful","2008","Couple + C. GT 16 ","indirect migration background","65","0.284615148189813","0.216785040632893","0.352445255746733"
"People are helpful","2008","Couple + C. LE and GT 16","no migration background","345","0.369205382595858","0.338533824818313","0.399876940373402"
"People are helpful","2008","Couple + C. LE and GT 16","direct migration background","62","0.384818982827022","0.309428277527384","0.46020968812666"
"People are helpful","2008","Couple + C. LE and GT 16","indirect migration background","34","0.357708966907713","0.256404240410683","0.459013693404744"
"People pursue self-interest","2008","1-pers.-HH","no migration background","1532","0.581142549457663","0.562594517971418","0.599690580943907"
"People pursue self-interest","2008","1-pers.-HH","direct migration background","118","0.604832637653609","0.537413910404582","0.672251364902636"
"People pursue self-interest","2008","1-pers.-HH","indirect migration background","58","0.821254080506316","0.739803259452085","0.902704901560548"
"People pursue self-interest","2008","(Married) couple without C. ","no migration background","3752","0.621082839908218","0.609072227682025","0.633093452134411"
"People pursue self-interest","2008","(Married) couple without C. ","direct migration background","376","0.669279652359279","0.631445053192737","0.707114251525821"
"People pursue self-interest","2008","(Married) couple without C. ","indirect migration background","89","0.678807940020012","0.60004225326257","0.757573626777454"
"People pursue self-interest","2008","Single parent ","no migration background","589","0.68005921325337","0.649187803446544","0.710930623060196"
"People pursue self-interest","2008","Single parent ","direct migration background","79","0.648389945826488","0.560741454749796","0.736038436903179"
"People pursue self-interest","2008","Single parent ","indirect migration background","61","0.76384626731753","0.673020550189007","0.854671984446054"
"People pursue self-interest","2008","Couple + C. LE 16 ","no migration background","1708","0.672673787078167","0.654468379717055","0.69087919443928"
"People pursue self-interest","2008","Couple + C. LE 16 ","direct migration background","267","0.65319042261022","0.608099237292487","0.698281607927952"
"People pursue self-interest","2008","Couple + C. LE 16 ","indirect migration background","125","0.652404224535353","0.582836553320922","0.721971895749784"
"People pursue self-interest","2008","Couple + C. GT 16 ","no migration background","1811","0.658935254642925","0.641475374678494","0.676395134607355"
"People pursue self-interest","2008","Couple + C. GT 16 ","direct migration background","206","0.63914574712301","0.586772114727084","0.691519379518935"
"People pursue self-interest","2008","Couple + C. GT 16 ","indirect migration background","105","0.715384851810187","0.647554744253267","0.783214959367107"
"People pursue self-interest","2008","Couple + C. LE and GT 16","no migration background","606","0.630794617404142","0.600123059626598","0.661466175181687"
"People pursue self-interest","2008","Couple + C. LE and GT 16","direct migration background","98","0.615181017172978","0.53979031187334","0.690571722472616"
"People pursue self-interest","2008","Couple + C. LE and GT 16","indirect migration background","52","0.642291033092287","0.540986306595256","0.743595759589317"
"People are helpful","2009","1-pers.-HH","no migration background","","","",""
"People are helpful","2009","1-pers.-HH","direct migration background","","","",""
"People are helpful","2009","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2009","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2009","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2009","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2009","Single parent ","no migration background","","","",""
"People are helpful","2009","Single parent ","direct migration background","","","",""
"People are helpful","2009","Single parent ","indirect migration background","","","",""
"People are helpful","2009","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2009","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2009","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2009","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2009","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2009","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2009","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2009","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2009","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2009","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2009","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2009","Single parent ","no migration background","","","",""
"People pursue self-interest","2009","Single parent ","direct migration background","","","",""
"People pursue self-interest","2009","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2009","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2009","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2009","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2009","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2009","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2010","1-pers.-HH","no migration background","","","",""
"People are helpful","2010","1-pers.-HH","direct migration background","","","",""
"People are helpful","2010","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2010","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2010","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2010","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2010","Single parent ","no migration background","","","",""
"People are helpful","2010","Single parent ","direct migration background","","","",""
"People are helpful","2010","Single parent ","indirect migration background","","","",""
"People are helpful","2010","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2010","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2010","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2010","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2010","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2010","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2010","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2010","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2010","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2010","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2010","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2010","Single parent ","no migration background","","","",""
"People pursue self-interest","2010","Single parent ","direct migration background","","","",""
"People pursue self-interest","2010","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2010","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2010","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2010","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2010","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2010","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2011","1-pers.-HH","no migration background","","","",""
"People are helpful","2011","1-pers.-HH","direct migration background","","","",""
"People are helpful","2011","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2011","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2011","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2011","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2011","Single parent ","no migration background","","","",""
"People are helpful","2011","Single parent ","direct migration background","","","",""
"People are helpful","2011","Single parent ","indirect migration background","","","",""
"People are helpful","2011","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2011","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2011","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2011","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2011","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2011","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2011","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2011","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2011","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2011","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2011","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2011","Single parent ","no migration background","","","",""
"People pursue self-interest","2011","Single parent ","direct migration background","","","",""
"People pursue self-interest","2011","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2011","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2011","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2011","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2011","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2011","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2012","1-pers.-HH","no migration background","","","",""
"People are helpful","2012","1-pers.-HH","direct migration background","","","",""
"People are helpful","2012","1-pers.-HH","indirect migration background","","","",""
"People are helpful","2012","(Married) couple without C. ","no migration background","","","",""
"People are helpful","2012","(Married) couple without C. ","direct migration background","","","",""
"People are helpful","2012","(Married) couple without C. ","indirect migration background","","","",""
"People are helpful","2012","Single parent ","no migration background","","","",""
"People are helpful","2012","Single parent ","direct migration background","","","",""
"People are helpful","2012","Single parent ","indirect migration background","","","",""
"People are helpful","2012","Couple + C. LE 16 ","no migration background","","","",""
"People are helpful","2012","Couple + C. LE 16 ","direct migration background","","","",""
"People are helpful","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"People are helpful","2012","Couple + C. GT 16 ","no migration background","","","",""
"People are helpful","2012","Couple + C. GT 16 ","direct migration background","","","",""
"People are helpful","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"People are helpful","2012","Couple + C. LE and GT 16","no migration background","","","",""
"People are helpful","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"People are helpful","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"People pursue self-interest","2012","1-pers.-HH","no migration background","","","",""
"People pursue self-interest","2012","1-pers.-HH","direct migration background","","","",""
"People pursue self-interest","2012","1-pers.-HH","indirect migration background","","","",""
"People pursue self-interest","2012","(Married) couple without C. ","no migration background","","","",""
"People pursue self-interest","2012","(Married) couple without C. ","direct migration background","","","",""
"People pursue self-interest","2012","(Married) couple without C. ","indirect migration background","","","",""
"People pursue self-interest","2012","Single parent ","no migration background","","","",""
"People pursue self-interest","2012","Single parent ","direct migration background","","","",""
"People pursue self-interest","2012","Single parent ","indirect migration background","","","",""
"People pursue self-interest","2012","Couple + C. LE 16 ","no migration background","","","",""
"People pursue self-interest","2012","Couple + C. LE 16 ","direct migration background","","","",""
"People pursue self-interest","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"People pursue self-interest","2012","Couple + C. GT 16 ","no migration background","","","",""
"People pursue self-interest","2012","Couple + C. GT 16 ","direct migration background","","","",""
"People pursue self-interest","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"People pursue self-interest","2012","Couple + C. LE and GT 16","no migration background","","","",""
"People pursue self-interest","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"People pursue self-interest","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"People are helpful","2013","1-pers.-HH","no migration background","1529","0.467877566775764","0.450613817185865","0.485141316365664"
"People are helpful","2013","1-pers.-HH","direct migration background","110","0.486591503817267","0.420990656936486","0.552192350698048"
"People are helpful","2013","1-pers.-HH","indirect migration background","37","0.334481786084226","0.239606631163048","0.429356941005404"
"People are helpful","2013","(Married) couple without C. ","no migration background","3214","0.450712172960534","0.438918931951329","0.462505413969739"
"People are helpful","2013","(Married) couple without C. ","direct migration background","257","0.433749864316722","0.392331725267697","0.475168003365746"
"People are helpful","2013","(Married) couple without C. ","indirect migration background","51","0.458761114416594","0.372098053199024","0.545424175634163"
