"plh0196","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2007","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2007","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2007","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2007","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2007","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2007","66 and older","indirect migration background","","","","","2"
"People pursue self-interest","2007","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2007","66 and older","no migration background","","","","","2"
"People pursue self-interest","2007","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2007","35-65 y.","indirect migration background","","","","","2"
"People are helpful","2008","16-34 y.","no migration background","1139","0.317250341673436","0.301597397179425","0.332903286167447","1"
"People are helpful","2008","16-34 y.","direct migration background","120","0.306670928026485","0.259300925444747","0.354040930608224","1"
"People are helpful","2008","16-34 y.","indirect migration background","188","0.278920715831726","0.24177694659339","0.316064485070062","1"
"People are helpful","2008","35-65 y.","no migration background","3203","0.327769367777851","0.318177104007912","0.33736163154779","1"
"People are helpful","2008","35-65 y.","direct migration background","411","0.356516539601942","0.328797708152478","0.384235371051405","1"
"People are helpful","2008","35-65 y.","indirect migration background","64","0.308256914148233","0.242248698472485","0.374265129823981","1"
"People are helpful","2008","66 and older","no migration background","1973","0.510573994310957","0.494905308268857","0.526242680353057","1"
"People are helpful","2008","66 and older","direct migration background","172","0.416204214383742","0.365909931239651","0.466498497527832","1"
"People are helpful","2008","66 and older","indirect migration background","4","","","","1"
"People pursue self-interest","2008","16-34 y.","no migration background","2257","0.682749658326564","0.667096713832553","0.698402602820575","2"
"People pursue self-interest","2008","16-34 y.","indirect migration background","372","0.721079284168274","0.683935514929938","0.758223053406609","2"
"People pursue self-interest","2008","35-65 y.","no migration background","5996","0.672230632222149","0.66263836845221","0.681822895992088","2"
"People pursue self-interest","2008","66 and older","direct migration background","197","0.583795785616258","0.533501502472168","0.634090068760349","2"
"People pursue self-interest","2008","66 and older","indirect migration background","7","","","","2"
"People pursue self-interest","2008","35-65 y.","direct migration background","736","0.643483460398058","0.615764628948595","0.671202291847522","2"
"People pursue self-interest","2008","66 and older","no migration background","1937","0.489426005689043","0.473757319646943","0.505094691731143","2"
"People pursue self-interest","2008","16-34 y.","direct migration background","244","0.693329071973515","0.645959069391776","0.740699074555253","2"
"People pursue self-interest","2008","35-65 y.","indirect migration background","124","0.691743085851767","0.625734870176019","0.757751301527515","2"
"People are helpful","2009","16-34 y.","no migration background","","","","","1"
"People are helpful","2009","16-34 y.","direct migration background","","","","","1"
"People are helpful","2009","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2009","35-65 y.","no migration background","","","","","1"
"People are helpful","2009","35-65 y.","direct migration background","","","","","1"
"People are helpful","2009","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2009","66 and older","no migration background","","","","","1"
"People are helpful","2009","66 and older","direct migration background","","","","","1"
"People are helpful","2009","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2009","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2009","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2009","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2009","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2009","66 and older","no migration background","","","","","2"
"People pursue self-interest","2009","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2009","66 and older","indirect migration background","","","","","2"
"People pursue self-interest","2009","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2009","35-65 y.","indirect migration background","","","","","2"
"People are helpful","2010","35-65 y.","no migration background","","","","","1"
"People are helpful","2010","16-34 y.","no migration background","","","","","1"
"People are helpful","2010","16-34 y.","direct migration background","","","","","1"
"People are helpful","2010","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2010","35-65 y.","direct migration background","","","","","1"
"People are helpful","2010","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2010","66 and older","no migration background","","","","","1"
"People are helpful","2010","66 and older","direct migration background","","","","","1"
"People are helpful","2010","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2010","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2010","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2010","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2010","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2010","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2010","66 and older","no migration background","","","","","2"
"People pursue self-interest","2010","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2010","66 and older","indirect migration background","","","","","2"
"People pursue self-interest","2010","35-65 y.","indirect migration background","","","","","2"
"People are helpful","2011","35-65 y.","no migration background","","","","","1"
"People are helpful","2011","16-34 y.","no migration background","","","","","1"
"People are helpful","2011","16-34 y.","direct migration background","","","","","1"
"People are helpful","2011","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2011","35-65 y.","direct migration background","","","","","1"
"People are helpful","2011","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2011","66 and older","no migration background","","","","","1"
"People are helpful","2011","66 and older","direct migration background","","","","","1"
"People are helpful","2011","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2011","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2011","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2011","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2011","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2011","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2011","66 and older","no migration background","","","","","2"
"People pursue self-interest","2011","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2011","66 and older","indirect migration background","","","","","2"
"People pursue self-interest","2011","35-65 y.","indirect migration background","","","","","2"
"People are helpful","2012","35-65 y.","no migration background","","","","","1"
"People are helpful","2012","66 and older","direct migration background","","","","","1"
"People are helpful","2012","16-34 y.","no migration background","","","","","1"
"People are helpful","2012","16-34 y.","direct migration background","","","","","1"
"People are helpful","2012","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2012","35-65 y.","direct migration background","","","","","1"
"People are helpful","2012","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2012","66 and older","no migration background","","","","","1"
"People are helpful","2012","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2012","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2012","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2012","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2012","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2012","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2012","35-65 y.","indirect migration background","","","","","2"
"People pursue self-interest","2012","66 and older","no migration background","","","","","2"
"People pursue self-interest","2012","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2012","66 and older","indirect migration background","","","","","2"
"People are helpful","2013","35-65 y.","no migration background","5255","0.390519882260947","0.381969065709296","0.399070698812598","1"
"People are helpful","2013","66 and older","direct migration background","203","0.554949111259523","0.503540924830412","0.606357297688634","1"
"People are helpful","2013","16-34 y.","indirect migration background","236","0.399346192774623","0.361607848510703","0.437084537038544","1"
"People are helpful","2013","35-65 y.","direct migration background","683","0.378426067616646","0.354960518625381","0.401891616607911","1"
"People are helpful","2013","16-34 y.","no migration background","1669","0.367272545598408","0.352919095008199","0.381625996188617","1"
"People are helpful","2013","16-34 y.","direct migration background","243","0.429701401130547","0.389891655214807","0.469511147046286","1"
"People are helpful","2013","35-65 y.","indirect migration background","199","0.381900415451586","0.339898333034436","0.423902497868737","1"
"People are helpful","2013","66 and older","no migration background","2562","0.569415082928241","0.554994234223702","0.58383593163278","1"
"People are helpful","2013","66 and older","indirect migration background","2","","","","1"
"People pursue self-interest","2013","16-34 y.","no migration background","2664","0.632727454401592","0.618374003811383","0.647080904991801","2"
"People pursue self-interest","2013","16-34 y.","direct migration background","351","0.570298598869453","0.530488852953714","0.610108344785193","2"
"People pursue self-interest","2013","16-34 y.","indirect migration background","411","0.600653807225377","0.562915462961456","0.638392151489297","2"
"People pursue self-interest","2013","35-65 y.","no migration background","7250","0.609480117739053","0.600929301187402","0.618030934290704","2"
"People pursue self-interest","2013","35-65 y.","direct migration background","958","0.621573932383354","0.598108383392089","0.645039481374618","2"
"People pursue self-interest","2013","35-65 y.","indirect migration background","315","0.618099584548414","0.576097502131263","0.660101666965564","2"
"People pursue self-interest","2013","66 and older","no migration background","1967","0.430584917071759","0.41616406836722","0.445005765776298","2"
"People pursue self-interest","2013","66 and older","direct migration background","156","0.445050888740477","0.393642702311366","0.496459075169588","2"
"People pursue self-interest","2013","66 and older","indirect migration background","3","","","","2"
"People are helpful","2014","35-65 y.","no migration background","","","","","1"
"People are helpful","2014","66 and older","direct migration background","","","","","1"
"People are helpful","2014","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2014","35-65 y.","direct migration background","","","","","1"
"People are helpful","2014","16-34 y.","no migration background","","","","","1"
"People are helpful","2014","16-34 y.","direct migration background","","","","","1"
"People are helpful","2014","66 and older","indirect migration background","","","","","1"
"People are helpful","2014","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2014","66 and older","no migration background","","","","","1"
"People pursue self-interest","2014","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2014","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2014","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2014","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2014","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2014","35-65 y.","indirect migration background","","","","","2"
"People pursue self-interest","2014","66 and older","no migration background","","","","","2"
"People pursue self-interest","2014","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2014","66 and older","indirect migration background","","","","","2"
"People are helpful","2015","16-34 y.","no migration background","","","","","1"
"People are helpful","2015","16-34 y.","direct migration background","","","","","1"
"People are helpful","2015","35-65 y.","no migration background","","","","","1"
"People are helpful","2015","66 and older","direct migration background","","","","","1"
"People are helpful","2015","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2015","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2015","35-65 y.","direct migration background","","","","","1"
"People are helpful","2015","66 and older","no migration background","","","","","1"
"People are helpful","2015","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2015","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2015","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2015","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2015","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2015","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2015","35-65 y.","indirect migration background","","","","","2"
"People pursue self-interest","2015","66 and older","no migration background","","","","","2"
"People pursue self-interest","2015","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2015","66 and older","indirect migration background","","","","","2"
"People are helpful","2016","16-34 y.","direct migration background","","","","","1"
"People are helpful","2016","35-65 y.","no migration background","","","","","1"
"People are helpful","2016","16-34 y.","no migration background","","","","","1"
"People are helpful","2016","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2016","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2016","66 and older","direct migration background","","","","","1"
"People are helpful","2016","35-65 y.","direct migration background","","","","","1"
"People are helpful","2016","66 and older","no migration background","","","","","1"
"People are helpful","2016","66 and older","indirect migration background","","","","","1"
"People pursue self-interest","2016","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2016","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2016","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2016","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2016","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2016","35-65 y.","indirect migration background","","","","","2"
"People pursue self-interest","2016","66 and older","no migration background","","","","","2"
"People pursue self-interest","2016","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2016","66 and older","indirect migration background","","","","","2"
"People are helpful","2017","16-34 y.","no migration background","","","","","1"
"People are helpful","2017","16-34 y.","direct migration background","","","","","1"
"People are helpful","2017","35-65 y.","no migration background","","","","","1"
"People are helpful","2017","16-34 y.","indirect migration background","","","","","1"
"People are helpful","2017","66 and older","direct migration background","","","","","1"
"People are helpful","2017","35-65 y.","direct migration background","","","","","1"
"People are helpful","2017","35-65 y.","indirect migration background","","","","","1"
"People are helpful","2017","66 and older","indirect migration background","","","","","1"
"People are helpful","2017","66 and older","no migration background","","","","","1"
"People pursue self-interest","2017","16-34 y.","no migration background","","","","","2"
"People pursue self-interest","2017","16-34 y.","direct migration background","","","","","2"
"People pursue self-interest","2017","16-34 y.","indirect migration background","","","","","2"
"People pursue self-interest","2017","35-65 y.","no migration background","","","","","2"
"People pursue self-interest","2017","35-65 y.","direct migration background","","","","","2"
"People pursue self-interest","2017","35-65 y.","indirect migration background","","","","","2"
"People pursue self-interest","2017","66 and older","no migration background","","","","","2"
"People pursue self-interest","2017","66 and older","direct migration background","","","","","2"
"People pursue self-interest","2017","66 and older","indirect migration background","","","","","2"
"People are helpful","2018","16-34 y.","no migration background","1624","0.406223517296574","0.3909037013911","0.421543333202049","1"
"People are helpful","2018","16-34 y.","direct migration background","1464","0.452305846634189","0.434402750427897","0.470208942840481","1"
"People are helpful","2018","35-65 y.","no migration background","4820","0.434146903900215","0.424821591260815","0.443472216539615","1"
"People are helpful","2018","35-65 y.","direct migration background","2180","0.436859190517877","0.422338361767247","0.451380019268507","1"
"People are helpful","2018","35-65 y.","indirect migration background","287","0.432816327004999","0.396033476682653","0.469599177327346","1"
"People are helpful","2018","66 and older","indirect migration background","12","","","","1"
"People are helpful","2018","66 and older","direct migration background","255","0.584995134213614","0.540065816403222","0.629924452024006","1"
"People are helpful","2018","16-34 y.","indirect migration background","347","0.381754976618523","0.351087203455674","0.412422749781372","1"
"People are helpful","2018","66 and older","no migration background","2619","0.587033934709159","0.572632236463384","0.601435632954933","1"
"People pursue self-interest","2018","16-34 y.","no migration background","2324","0.593776482703426","0.578456666797951","0.6090962986089","2"
"People pursue self-interest","2018","16-34 y.","direct migration background","1505","0.547694153365811","0.529791057159519","0.565597249572103","2"
"People pursue self-interest","2018","16-34 y.","indirect migration background","617","0.618245023381477","0.587577250218628","0.648912796544326","2"
"People pursue self-interest","2018","35-65 y.","no migration background","6032","0.565853096099785","0.556527783460385","0.575178408739185","2"
"People pursue self-interest","2018","35-65 y.","direct migration background","2302","0.563140809482123","0.548619980731493","0.577661638232753","2"
"People pursue self-interest","2018","35-65 y.","indirect migration background","410","0.567183672995001","0.530400822672654","0.603966523317347","2"
"People pursue self-interest","2018","66 and older","no migration background","1871","0.412966065290841","0.398564367045067","0.427367763536616","2"
"People pursue self-interest","2018","66 and older","direct migration background","207","0.415004865786387","0.370075547975994","0.459934183596779","2"
"People pursue self-interest","2018","66 and older","indirect migration background","8","","","","2"
