"plh0196","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2011","direct migration background","West Germany","","","",""
"People are helpful","2011","direct migration background","East Germany","","","",""
"People are helpful","2011","indirect migration background","West Germany","","","",""
"People are helpful","2011","indirect migration background","East Germany","","","",""
"People pursue self-interest","2011","no migration background","West Germany","","","",""
"People pursue self-interest","2011","no migration background","East Germany","","","",""
"People pursue self-interest","2011","direct migration background","West Germany","","","",""
"People pursue self-interest","2011","direct migration background","East Germany","","","",""
"People pursue self-interest","2011","indirect migration background","West Germany","","","",""
"People pursue self-interest","2011","indirect migration background","East Germany","","","",""
"People are helpful","2012","no migration background","West Germany","","","",""
"People are helpful","2012","no migration background","East Germany","","","",""
"People are helpful","2012","direct migration background","West Germany","","","",""
"People are helpful","2012","direct migration background","East Germany","","","",""
"People are helpful","2012","indirect migration background","West Germany","","","",""
"People are helpful","2012","indirect migration background","East Germany","","","",""
"People pursue self-interest","2012","no migration background","West Germany","","","",""
"People pursue self-interest","2012","no migration background","East Germany","","","",""
"People pursue self-interest","2012","direct migration background","West Germany","","","",""
"People pursue self-interest","2012","direct migration background","East Germany","","","",""
"People pursue self-interest","2012","indirect migration background","West Germany","","","",""
"People pursue self-interest","2012","indirect migration background","East Germany","","","",""
"People are helpful","2013","no migration background","West Germany","7242","0.44412067326684","0.436401480579738","0.451839865953942"
"People are helpful","2013","no migration background","East Germany","2244","0.402369101135233","0.389351264021178","0.415386938249288"
"People are helpful","2013","direct migration background","West Germany","1059","0.430115228987989","0.410546853992787","0.449683603983191"
"People are helpful","2013","direct migration background","East Germany","70","0.420499627867687","0.337229185031593","0.503770070703781"
"People are helpful","2013","indirect migration background","West Germany","412","0.393869392454188","0.364876273340178","0.422862511568198"
"People are helpful","2013","indirect migration background","East Germany","25","","",""
"People pursue self-interest","2013","no migration background","West Germany","8674","0.55587932673316","0.548160134046058","0.563598519420262"
"People pursue self-interest","2013","no migration background","East Germany","3207","0.597630898864767","0.584613061750712","0.610648735978822"
"People pursue self-interest","2013","direct migration background","West Germany","1400","0.569884771012011","0.550316396016809","0.589453146007213"
"People pursue self-interest","2013","direct migration background","East Germany","65","0.579500372132313","0.496229929296219","0.662770814968407"
"People pursue self-interest","2013","indirect migration background","West Germany","679","0.606130607545812","0.577137488431802","0.635123726659822"
"People pursue self-interest","2013","indirect migration background","East Germany","50","0.648533642877342","0.540483438068543","0.756583847686141"
"People are helpful","2014","no migration background","West Germany","","","",""
"People are helpful","2014","no migration background","East Germany","","","",""
"People are helpful","2014","direct migration background","West Germany","","","",""
"People are helpful","2014","direct migration background","East Germany","","","",""
"People are helpful","2014","indirect migration background","West Germany","","","",""
"People are helpful","2014","indirect migration background","East Germany","","","",""
"People pursue self-interest","2014","no migration background","West Germany","","","",""
"People pursue self-interest","2014","no migration background","East Germany","","","",""
"People pursue self-interest","2014","direct migration background","West Germany","","","",""
"People pursue self-interest","2014","direct migration background","East Germany","","","",""
"People pursue self-interest","2014","indirect migration background","West Germany","","","",""
"People pursue self-interest","2014","indirect migration background","East Germany","","","",""
"People are helpful","2015","no migration background","West Germany","","","",""
"People are helpful","2015","no migration background","East Germany","","","",""
"People are helpful","2015","direct migration background","West Germany","","","",""
"People are helpful","2015","direct migration background","East Germany","","","",""
"People are helpful","2015","indirect migration background","West Germany","","","",""
"People are helpful","2015","indirect migration background","East Germany","","","",""
"People pursue self-interest","2015","no migration background","West Germany","","","",""
"People pursue self-interest","2015","no migration background","East Germany","","","",""
"People pursue self-interest","2015","direct migration background","West Germany","","","",""
"People pursue self-interest","2015","direct migration background","East Germany","","","",""
"People pursue self-interest","2015","indirect migration background","West Germany","","","",""
"People pursue self-interest","2015","indirect migration background","East Germany","","","",""
"People are helpful","2016","no migration background","West Germany","","","",""
"People are helpful","2016","no migration background","East Germany","","","",""
"People are helpful","2016","direct migration background","West Germany","","","",""
"People are helpful","2016","direct migration background","East Germany","","","",""
"People are helpful","2016","indirect migration background","West Germany","","","",""
"People are helpful","2016","indirect migration background","East Germany","","","",""
"People pursue self-interest","2016","no migration background","West Germany","","","",""
"People pursue self-interest","2016","no migration background","East Germany","","","",""
"People pursue self-interest","2016","direct migration background","West Germany","","","",""
"People pursue self-interest","2016","direct migration background","East Germany","","","",""
"People pursue self-interest","2016","indirect migration background","West Germany","","","",""
"People pursue self-interest","2016","indirect migration background","East Germany","","","",""
"People are helpful","2017","no migration background","West Germany","","","",""
"People are helpful","2017","no migration background","East Germany","","","",""
"People are helpful","2017","direct migration background","West Germany","","","",""
"People are helpful","2017","direct migration background","East Germany","","","",""
"People are helpful","2017","indirect migration background","West Germany","","","",""
"People are helpful","2017","indirect migration background","East Germany","","","",""
"People pursue self-interest","2017","no migration background","West Germany","","","",""
"People pursue self-interest","2017","no migration background","East Germany","","","",""
"People pursue self-interest","2017","direct migration background","West Germany","","","",""
"People pursue self-interest","2017","direct migration background","East Germany","","","",""
"People pursue self-interest","2017","indirect migration background","West Germany","","","",""
"People pursue self-interest","2017","indirect migration background","East Germany","","","",""
"People are helpful","2018","no migration background","West Germany","6826","0.474004661214433","0.465827582303114","0.482181740125751"
"People are helpful","2018","no migration background","East Germany","2237","0.462164896195541","0.44829836658174","0.476031425809342"
"People are helpful","2018","direct migration background","West Germany","3475","0.464030221772938","0.452417836189837","0.475642607356039"
"People are helpful","2018","direct migration background","East Germany","424","0.49249852865822","0.458445633275192","0.526551424041249"
"People are helpful","2018","indirect migration background","West Germany","600","0.401711721026884","0.377399755267883","0.426023686785886"
"People are helpful","2018","indirect migration background","East Germany","46","0.436008063028237","0.34691204013086","0.525104085925614"
"People pursue self-interest","2018","no migration background","West Germany","7498","0.525995338785567","0.517818259874249","0.534172417696886"
"People pursue self-interest","2018","no migration background","East Germany","2729","0.537835103804459","0.523968574190658","0.55170163341826"
"People pursue self-interest","2018","direct migration background","West Germany","3610","0.535969778227062","0.524357392643961","0.547582163810163"
"People pursue self-interest","2018","direct migration background","East Germany","404","0.50750147134178","0.473448575958751","0.541554366724808"
"People pursue self-interest","2018","indirect migration background","West Germany","962","0.598288278973116","0.573976313214114","0.622600244732118"
"People pursue self-interest","2018","indirect migration background","East Germany","73","0.563991936971763","0.474895914074386","0.65308795986914"
