"plh0196","year","education","n","percent","lower_confidence","upper_confidence"
"People pursue self-interest","2013","no degree/no degree yet","501","0.62384058033033","0.590124717431498","0.657556443229161"
"People are helpful","2014","lower secondary degree","","","",""
"People are helpful","2014","secondary school degree","","","",""
"People are helpful","2014","college entrance qualification","","","",""
"People are helpful","2014","Other degree","","","",""
"People are helpful","2014","no degree/no degree yet","","","",""
"People pursue self-interest","2014","lower secondary degree","","","",""
"People pursue self-interest","2014","secondary school degree","","","",""
"People pursue self-interest","2014","college entrance qualification","","","",""
"People pursue self-interest","2014","Other degree","","","",""
"People pursue self-interest","2014","no degree/no degree yet","","","",""
"People are helpful","2015","lower secondary degree","","","",""
"People are helpful","2015","secondary school degree","","","",""
"People are helpful","2015","college entrance qualification","","","",""
"People are helpful","2015","Other degree","","","",""
"People are helpful","2015","no degree/no degree yet","","","",""
"People pursue self-interest","2015","lower secondary degree","","","",""
"People pursue self-interest","2015","secondary school degree","","","",""
"People pursue self-interest","2015","college entrance qualification","","","",""
"People pursue self-interest","2015","Other degree","","","",""
"People pursue self-interest","2015","no degree/no degree yet","","","",""
"People are helpful","2016","lower secondary degree","","","",""
"People are helpful","2016","secondary school degree","","","",""
"People are helpful","2016","college entrance qualification","","","",""
"People are helpful","2016","Other degree","","","",""
"People are helpful","2016","no degree/no degree yet","","","",""
"People pursue self-interest","2016","lower secondary degree","","","",""
"People pursue self-interest","2016","secondary school degree","","","",""
"People pursue self-interest","2016","college entrance qualification","","","",""
"People pursue self-interest","2016","Other degree","","","",""
"People pursue self-interest","2016","no degree/no degree yet","","","",""
"People are helpful","2017","lower secondary degree","","","",""
"People are helpful","2017","secondary school degree","","","",""
"People are helpful","2017","college entrance qualification","","","",""
"People are helpful","2017","Other degree","","","",""
"People are helpful","2017","no degree/no degree yet","","","",""
"People pursue self-interest","2017","lower secondary degree","","","",""
"People pursue self-interest","2017","secondary school degree","","","",""
"People pursue self-interest","2017","college entrance qualification","","","",""
"People pursue self-interest","2017","Other degree","","","",""
"People pursue self-interest","2017","no degree/no degree yet","","","",""
"People are helpful","2018","lower secondary degree","2529","0.470276587523243","0.457283985802375","0.48326918924411"
"People are helpful","2018","secondary school degree","3018","0.419458752320829","0.408020590367272","0.430896914274386"
"People are helpful","2018","college entrance qualification","3885","0.506904739424924","0.49562599552961","0.518183483320238"
"People are helpful","2018","Other degree","2335","0.490288370608633","0.476049479571159","0.504527261646106"
"People are helpful","2018","no degree/no degree yet","1149","0.432256890973712","0.41169597027463","0.452817811672795"
"People pursue self-interest","2018","lower secondary degree","3140","0.529723412476757","0.51673081075589","0.542716014197625"
"People pursue self-interest","2018","secondary school degree","4132","0.580541247679171","0.569103085725614","0.591979409632728"
"People pursue self-interest","2018","college entrance qualification","3663","0.493095260575076","0.481816516679762","0.50437400447039"
"People pursue self-interest","2018","Other degree","2400","0.509711629391367","0.495472738353894","0.523950520428841"
"People pursue self-interest","2018","no degree/no degree yet","1081","0.567743109026288","0.547182188327205","0.58830402972537"
