"plh0196","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"People pursue self-interest","2008","Hesse","802","0.623572619096262","0.59721568647321","0.649929551719315","2"
"People pursue self-interest","2008","Rhineland-Palatinate,Saarland","596","0.546859616065738","0.517375009151241","0.576344222980235","2"
"People pursue self-interest","2008","Baden-Württemberg","1369","0.613781137763205","0.594011730897846","0.633550544628564","2"
"People pursue self-interest","2008","Bavaria","1746","0.654229017744806","0.63635497417175","0.672103061317863","2"
"People pursue self-interest","2008","Berlin","478","0.663517756546143","0.628737536631519","0.698297976460767","2"
"People pursue self-interest","2008","Saxony-Anhalt","552","0.663908192327062","0.631437930146786","0.696378454507338","2"
"People pursue self-interest","2008","Thuringia","583","0.662953537274248","0.631650788852515","0.694256285695981","2"
"People are helpful","2009","Schleswig-Holstein","","","","","1"
"People are helpful","2009","Hesse","","","","","1"
"People are helpful","2009","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2009","Hamburg","","","","","1"
"People are helpful","2009","Lower Saxony","","","","","1"
"People are helpful","2009","Bremen","","","","","1"
"People are helpful","2009","North Rhine-Westphalia","","","","","1"
"People are helpful","2009","Baden-Württemberg","","","","","1"
"People are helpful","2009","Bavaria","","","","","1"
"People are helpful","2009","Berlin","","","","","1"
"People are helpful","2009","Brandenburg","","","","","1"
"People are helpful","2009","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2009","Saxony","","","","","1"
"People are helpful","2009","Saxony-Anhalt","","","","","1"
"People are helpful","2009","Thuringia","","","","","1"
"People pursue self-interest","2009","Hamburg","","","","","2"
"People pursue self-interest","2009","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2009","Brandenburg","","","","","2"
"People pursue self-interest","2009","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2009","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2009","Lower Saxony","","","","","2"
"People pursue self-interest","2009","Bremen","","","","","2"
"People pursue self-interest","2009","Saxony","","","","","2"
"People pursue self-interest","2009","Hesse","","","","","2"
"People pursue self-interest","2009","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2009","Baden-Württemberg","","","","","2"
"People pursue self-interest","2009","Bavaria","","","","","2"
"People pursue self-interest","2009","Berlin","","","","","2"
"People pursue self-interest","2009","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2009","Thuringia","","","","","2"
"People are helpful","2010","Schleswig-Holstein","","","","","1"
"People are helpful","2010","Hesse","","","","","1"
"People are helpful","2010","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2010","Baden-Württemberg","","","","","1"
"People are helpful","2010","Bavaria","","","","","1"
"People are helpful","2010","Hamburg","","","","","1"
"People are helpful","2010","Lower Saxony","","","","","1"
"People are helpful","2010","Bremen","","","","","1"
"People are helpful","2010","North Rhine-Westphalia","","","","","1"
"People are helpful","2010","Berlin","","","","","1"
"People are helpful","2010","Brandenburg","","","","","1"
"People are helpful","2010","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2010","Saxony","","","","","1"
"People are helpful","2010","Saxony-Anhalt","","","","","1"
"People are helpful","2010","Thuringia","","","","","1"
"People pursue self-interest","2010","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2010","Hamburg","","","","","2"
"People pursue self-interest","2010","Lower Saxony","","","","","2"
"People pursue self-interest","2010","Bremen","","","","","2"
"People pursue self-interest","2010","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2010","Hesse","","","","","2"
"People pursue self-interest","2010","Brandenburg","","","","","2"
"People pursue self-interest","2010","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2010","Saxony","","","","","2"
"People pursue self-interest","2010","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2010","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2010","Baden-Württemberg","","","","","2"
"People pursue self-interest","2010","Bavaria","","","","","2"
"People pursue self-interest","2010","Berlin","","","","","2"
"People pursue self-interest","2010","Thuringia","","","","","2"
"People are helpful","2011","Schleswig-Holstein","","","","","1"
"People are helpful","2011","Hesse","","","","","1"
"People are helpful","2011","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2011","Baden-Württemberg","","","","","1"
"People are helpful","2011","Bavaria","","","","","1"
"People are helpful","2011","Hamburg","","","","","1"
"People are helpful","2011","Lower Saxony","","","","","1"
"People are helpful","2011","Bremen","","","","","1"
"People are helpful","2011","North Rhine-Westphalia","","","","","1"
"People are helpful","2011","Berlin","","","","","1"
"People are helpful","2011","Brandenburg","","","","","1"
"People are helpful","2011","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2011","Saxony","","","","","1"
"People are helpful","2011","Saxony-Anhalt","","","","","1"
"People are helpful","2011","Thuringia","","","","","1"
"People pursue self-interest","2011","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2011","Hamburg","","","","","2"
"People pursue self-interest","2011","Lower Saxony","","","","","2"
"People pursue self-interest","2011","Bremen","","","","","2"
"People pursue self-interest","2011","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2011","Hesse","","","","","2"
"People pursue self-interest","2011","Brandenburg","","","","","2"
"People pursue self-interest","2011","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2011","Saxony","","","","","2"
"People pursue self-interest","2011","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2011","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2011","Baden-Württemberg","","","","","2"
"People pursue self-interest","2011","Bavaria","","","","","2"
"People pursue self-interest","2011","Berlin","","","","","2"
"People pursue self-interest","2011","Thuringia","","","","","2"
"People are helpful","2012","Schleswig-Holstein","","","","","1"
"People are helpful","2012","Hamburg","","","","","1"
"People are helpful","2012","Hesse","","","","","1"
"People are helpful","2012","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2012","Baden-Württemberg","","","","","1"
"People are helpful","2012","Bavaria","","","","","1"
"People are helpful","2012","Berlin","","","","","1"
"People are helpful","2012","Lower Saxony","","","","","1"
"People are helpful","2012","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2012","Saxony","","","","","1"
"People are helpful","2012","Thuringia","","","","","1"
"People are helpful","2012","Bremen","","","","","1"
"People are helpful","2012","North Rhine-Westphalia","","","","","1"
"People are helpful","2012","Brandenburg","","","","","1"
"People are helpful","2012","Saxony-Anhalt","","","","","1"
"People pursue self-interest","2012","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2012","Hamburg","","","","","2"
"People pursue self-interest","2012","Lower Saxony","","","","","2"
"People pursue self-interest","2012","Bremen","","","","","2"
"People pursue self-interest","2012","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2012","Hesse","","","","","2"
"People pursue self-interest","2012","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2012","Baden-Württemberg","","","","","2"
"People pursue self-interest","2012","Brandenburg","","","","","2"
"People pursue self-interest","2012","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2012","Saxony","","","","","2"
"People pursue self-interest","2012","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2012","Bavaria","","","","","2"
"People pursue self-interest","2012","Berlin","","","","","2"
"People pursue self-interest","2012","Thuringia","","","","","2"
"People are helpful","2013","Schleswig-Holstein","427","0.487004005578121","0.454036127690512","0.51997188346573","1"
"People are helpful","2013","Hamburg","238","0.500018994636132","0.451323297972571","0.548714691299692","1"
"People are helpful","2013","Hesse","726","0.413361146187407","0.390095887064237","0.436626405310577","1"
"People are helpful","2013","Rhineland-Palatinate,Saarland","638","0.452695408232063","0.426462007612859","0.478928808851268","1"
"People are helpful","2013","Baden-Württemberg","1372","0.465131703145872","0.447147932809463","0.483115473482282","1"
"People are helpful","2013","Bavaria","1729","0.419085113927957","0.403729078470702","0.434441149385213","1"
"People are helpful","2013","Berlin","398","0.436426577766058","0.405087125469528","0.467766030062589","1"
"People are helpful","2013","Lower Saxony","1127","0.446506511413761","0.426679389370966","0.466333633456556","1"
"People are helpful","2013","Bremen","71","0.33521956383267","0.266824251120619","0.40361487654472","1"
"People are helpful","2013","North Rhine-Westphalia","2169","0.435724639016557","0.422014821916399","0.449434456116716","1"
"People are helpful","2013","Brandenburg","418","0.408321942966866","0.378023758561899","0.438620127371833","1"
"People are helpful","2013","Mecklenburg-Western Pomerania","267","0.427494521508885","0.387267754969525","0.467721288048244","1"
"People are helpful","2013","Thuringia","434","0.424131213235551","0.393361521100094","0.454900905371008","1"
"People are helpful","2013","Saxony","702","0.390702628454275","0.367475203876869","0.413930053031682","1"
"People are helpful","2013","Saxony-Anhalt","336","0.361033484543747","0.330507433646568","0.391559535440926","1"
"People pursue self-interest","2013","Schleswig-Holstein","456","0.512995994421879","0.48002811653427","0.545963872309488","2"
"People pursue self-interest","2013","Hamburg","167","0.499981005363869","0.451285308700308","0.548676702027429","2"
"People pursue self-interest","2013","Lower Saxony","1288","0.553493488586239","0.533666366543444","0.573320610629034","2"
"People pursue self-interest","2013","Bremen","112","0.664780436167331","0.59638512345528","0.733175748879381","2"
"People pursue self-interest","2013","North Rhine-Westphalia","2856","0.564275360983443","0.550565543883284","0.577985178083601","2"
"People pursue self-interest","2013","Hesse","995","0.586638853812593","0.563373594689423","0.609904112935763","2"
"People pursue self-interest","2013","Rhineland-Palatinate,Saarland","745","0.547304591767937","0.521071191148732","0.573537992387141","2"
"People pursue self-interest","2013","Brandenburg","593","0.591678057033134","0.561379872628167","0.621976241438101","2"
"People pursue self-interest","2013","Mecklenburg-Western Pomerania","314","0.572505478491115","0.532278711951756","0.612732245030475","2"
"People pursue self-interest","2013","Saxony","993","0.609297371545725","0.586069946968318","0.632524796123131","2"
"People pursue self-interest","2013","Saxony-Anhalt","615","0.638966515456253","0.608440464559074","0.669492566353432","2"
"People pursue self-interest","2013","Baden-Württemberg","1583","0.534868296854128","0.516884526517718","0.552852067190537","2"
"People pursue self-interest","2013","Bavaria","2237","0.580914886072043","0.565558850614787","0.596270921529298","2"
"People pursue self-interest","2013","Berlin","564","0.563573422233942","0.532233969937411","0.594912874530472","2"
"People pursue self-interest","2013","Thuringia","557","0.575868786764449","0.545099094628993","0.606638478899906","2"
"People are helpful","2014","Schleswig-Holstein","","","","","1"
"People are helpful","2014","Hesse","","","","","1"
"People are helpful","2014","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2014","Hamburg","","","","","1"
"People are helpful","2014","Baden-Württemberg","","","","","1"
"People are helpful","2014","Bavaria","","","","","1"
"People are helpful","2014","Berlin","","","","","1"
"People are helpful","2014","Brandenburg","","","","","1"
"People are helpful","2014","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2014","Lower Saxony","","","","","1"
"People are helpful","2014","North Rhine-Westphalia","","","","","1"
"People are helpful","2014","Saxony","","","","","1"
"People are helpful","2014","Saxony-Anhalt","","","","","1"
"People are helpful","2014","Thuringia","","","","","1"
"People are helpful","2014","Bremen","","","","","1"
"People pursue self-interest","2014","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2014","Hamburg","","","","","2"
"People pursue self-interest","2014","Lower Saxony","","","","","2"
"People pursue self-interest","2014","Bremen","","","","","2"
"People pursue self-interest","2014","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2014","Hesse","","","","","2"
"People pursue self-interest","2014","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2014","Baden-Württemberg","","","","","2"
"People pursue self-interest","2014","Brandenburg","","","","","2"
"People pursue self-interest","2014","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2014","Saxony","","","","","2"
"People pursue self-interest","2014","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2014","Thuringia","","","","","2"
"People pursue self-interest","2014","Bavaria","","","","","2"
"People pursue self-interest","2014","Berlin","","","","","2"
"People are helpful","2015","Schleswig-Holstein","","","","","1"
"People are helpful","2015","Hesse","","","","","1"
"People are helpful","2015","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2015","Hamburg","","","","","1"
"People are helpful","2015","Baden-Württemberg","","","","","1"
"People are helpful","2015","Bavaria","","","","","1"
"People are helpful","2015","Berlin","","","","","1"
"People are helpful","2015","Brandenburg","","","","","1"
"People are helpful","2015","North Rhine-Westphalia","","","","","1"
"People are helpful","2015","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2015","Thuringia","","","","","1"
"People are helpful","2015","Bremen","","","","","1"
"People are helpful","2015","Saxony","","","","","1"
"People are helpful","2015","Saxony-Anhalt","","","","","1"
"People are helpful","2015","Lower Saxony","","","","","1"
"People pursue self-interest","2015","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2015","Hamburg","","","","","2"
"People pursue self-interest","2015","Lower Saxony","","","","","2"
"People pursue self-interest","2015","Bremen","","","","","2"
"People pursue self-interest","2015","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2015","Hesse","","","","","2"
"People pursue self-interest","2015","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2015","Baden-Württemberg","","","","","2"
"People pursue self-interest","2015","Brandenburg","","","","","2"
"People pursue self-interest","2015","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2015","Saxony","","","","","2"
"People pursue self-interest","2015","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2015","Thuringia","","","","","2"
"People pursue self-interest","2015","Bavaria","","","","","2"
"People pursue self-interest","2015","Berlin","","","","","2"
"People are helpful","2016","Schleswig-Holstein","","","","","1"
"People are helpful","2016","Hamburg","","","","","1"
"People are helpful","2016","Hesse","","","","","1"
"People are helpful","2016","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2016","Baden-Württemberg","","","","","1"
"People are helpful","2016","Lower Saxony","","","","","1"
"People are helpful","2016","Bavaria","","","","","1"
"People are helpful","2016","Berlin","","","","","1"
"People are helpful","2016","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2016","Brandenburg","","","","","1"
"People are helpful","2016","Saxony-Anhalt","","","","","1"
"People are helpful","2016","Bremen","","","","","1"
"People are helpful","2016","Saxony","","","","","1"
"People are helpful","2016","North Rhine-Westphalia","","","","","1"
"People are helpful","2016","Thuringia","","","","","1"
"People pursue self-interest","2016","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2016","Hamburg","","","","","2"
"People pursue self-interest","2016","Lower Saxony","","","","","2"
"People pursue self-interest","2016","Bremen","","","","","2"
"People pursue self-interest","2016","North Rhine-Westphalia","","","","","2"
"People pursue self-interest","2016","Hesse","","","","","2"
"People pursue self-interest","2016","Rhineland-Palatinate,Saarland","","","","","2"
"People pursue self-interest","2016","Baden-Württemberg","","","","","2"
"People pursue self-interest","2016","Bavaria","","","","","2"
"People pursue self-interest","2016","Berlin","","","","","2"
"People pursue self-interest","2016","Brandenburg","","","","","2"
"People pursue self-interest","2016","Mecklenburg-Western Pomerania","","","","","2"
"People pursue self-interest","2016","Saxony","","","","","2"
"People pursue self-interest","2016","Saxony-Anhalt","","","","","2"
"People pursue self-interest","2016","Thuringia","","","","","2"
"People are helpful","2017","Schleswig-Holstein","","","","","1"
"People are helpful","2017","Hamburg","","","","","1"
"People are helpful","2017","Hesse","","","","","1"
"People are helpful","2017","Rhineland-Palatinate,Saarland","","","","","1"
"People are helpful","2017","Bavaria","","","","","1"
"People are helpful","2017","Lower Saxony","","","","","1"
"People are helpful","2017","Baden-Württemberg","","","","","1"
"People are helpful","2017","Brandenburg","","","","","1"
"People are helpful","2017","Berlin","","","","","1"
"People are helpful","2017","Bremen","","","","","1"
"People are helpful","2017","North Rhine-Westphalia","","","","","1"
"People are helpful","2017","Mecklenburg-Western Pomerania","","","","","1"
"People are helpful","2017","Saxony","","","","","1"
"People are helpful","2017","Thuringia","","","","","1"
"People are helpful","2017","Saxony-Anhalt","","","","","1"
"People pursue self-interest","2017","Schleswig-Holstein","","","","","2"
"People pursue self-interest","2017","Hamburg","","","","","2"
"People pursue self-interest","2017","Lower Saxony","","","","","2"
"People pursue self-interest","2017","Bremen","","","","","2"
