"ple0005","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2010","indirect migration background","West Germany","23","","",""
"Strong","2010","indirect migration background","East Germany","1","","",""
"A little","2010","no migration background","West Germany","3833","0.385162885708996","0.375866844649864","0.394458926768127"
"A little","2010","no migration background","East Germany","1725","0.441444056250484","0.426120790988443","0.456767321512525"
"A little","2010","direct migration background","West Germany","510","0.353018312486574","0.328082174320467","0.377954450652681"
"A little","2010","direct migration background","East Germany","34","0.453045038121423","0.330124546462917","0.575965529779928"
"A little","2010","indirect migration background","West Germany","134","0.215675694814692","0.183249029201047","0.248102360428338"
"A little","2010","indirect migration background","East Germany","13","","",""
"Not at all","2010","no migration background","West Germany","5185","0.447762815549522","0.438263712151314","0.45726191894773"
"Not at all","2010","no migration background","East Germany","1654","0.374733572287413","0.359796207018668","0.389670937556158"
"Not at all","2010","direct migration background","West Germany","655","0.453942302820361","0.427964394546265","0.479920211094458"
"Not at all","2010","direct migration background","East Germany","12","","",""
"Not at all","2010","indirect migration background","West Germany","461","0.752418636895091","0.718390152965066","0.786447120825117"
"Not at all","2010","indirect migration background","East Germany","23","","",""
"Strong","2011","no migration background","West Germany","","","",""
"Strong","2011","no migration background","East Germany","","","",""
"Strong","2011","direct migration background","West Germany","","","",""
"Strong","2011","direct migration background","East Germany","","","",""
"Strong","2011","indirect migration background","West Germany","","","",""
"Strong","2011","indirect migration background","East Germany","","","",""
"A little","2011","no migration background","West Germany","","","",""
"A little","2011","no migration background","East Germany","","","",""
"A little","2011","direct migration background","West Germany","","","",""
"A little","2011","direct migration background","East Germany","","","",""
"A little","2011","indirect migration background","West Germany","","","",""
"A little","2011","indirect migration background","East Germany","","","",""
"Not at all","2011","no migration background","West Germany","","","",""
"Not at all","2011","no migration background","East Germany","","","",""
"Not at all","2011","direct migration background","West Germany","","","",""
"Not at all","2011","direct migration background","East Germany","","","",""
"Not at all","2011","indirect migration background","West Germany","","","",""
"Not at all","2011","indirect migration background","East Germany","","","",""
"Strong","2012","no migration background","West Germany","1945","0.162893613686238","0.156567738418907","0.16921948895357"
"Strong","2012","no migration background","East Germany","866","0.200962947669022","0.189524984391766","0.212400910946277"
"Strong","2012","direct migration background","West Germany","274","0.14403008212546","0.12801282682442","0.1600473374265"
"Strong","2012","direct migration background","East Germany","28","","",""
"Strong","2012","indirect migration background","West Germany","46","0.0589037450511879","0.0420197091644662","0.0757877809379096"
"Strong","2012","indirect migration background","East Germany","3","","",""
"A little","2012","no migration background","West Germany","4696","0.373808264707925","0.365520137978866","0.382096391436984"
"A little","2012","no migration background","East Germany","1918","0.403164955042337","0.389163415616329","0.417166494468345"
"A little","2012","direct migration background","West Germany","681","0.374232329027715","0.352156884627284","0.396307773428145"
"A little","2012","direct migration background","East Germany","37","0.362457962048494","0.26776586619931","0.457150057897679"
"A little","2012","indirect migration background","West Germany","177","0.233681990256823","0.203335747498319","0.264028233015326"
"A little","2012","indirect migration background","East Germany","17","","",""
"Not at all","2012","no migration background","West Germany","6449","0.463298121605836","0.454755816185256","0.471840427026417"
"Not at all","2012","no migration background","East Germany","1931","0.395872097288641","0.381913263504722","0.40983093107256"
"Not at all","2012","direct migration background","West Germany","891","0.481737588846825","0.458944018084643","0.504531159609007"
"Not at all","2012","direct migration background","East Germany","34","0.321358908101882","0.22936782301282","0.413349993190943"
"Not at all","2012","indirect migration background","West Germany","524","0.70741426469199","0.674789208304955","0.740039321079024"
"Not at all","2012","indirect migration background","East Germany","28","","",""
"Strong","2013","no migration background","West Germany","","","",""
"Strong","2013","no migration background","East Germany","","","",""
"Strong","2013","direct migration background","West Germany","","","",""
"Strong","2013","direct migration background","East Germany","","","",""
"Strong","2013","indirect migration background","West Germany","","","",""
"Strong","2013","indirect migration background","East Germany","","","",""
"A little","2013","no migration background","West Germany","","","",""
"A little","2013","no migration background","East Germany","","","",""
"A little","2013","direct migration background","West Germany","","","",""
"A little","2013","direct migration background","East Germany","","","",""
"A little","2013","indirect migration background","West Germany","","","",""
"A little","2013","indirect migration background","East Germany","","","",""
"Not at all","2013","no migration background","West Germany","","","",""
"Not at all","2013","no migration background","East Germany","","","",""
"Not at all","2013","direct migration background","West Germany","","","",""
"Not at all","2013","direct migration background","East Germany","","","",""
"Not at all","2013","indirect migration background","West Germany","","","",""
"Not at all","2013","indirect migration background","East Germany","","","",""
"Strong","2014","no migration background","West Germany","2049","0.160285288467322","0.154429257884263","0.16614131905038"
"Strong","2014","no migration background","East Germany","813","0.174126893129758","0.163777925945211","0.184475860314304"
"Strong","2014","direct migration background","West Germany","628","0.163690518313755","0.15320163111288","0.174179405514629"
"Strong","2014","direct migration background","East Germany","49","0.167786296817271","0.128412643106795","0.207159950527746"
"Strong","2014","indirect migration background","West Germany","95","0.0618125971579514","0.050317765899026","0.0733074284168767"
"Strong","2014","indirect migration background","East Germany","3","","",""
"A little","2014","no migration background","West Germany","5120","0.357599702646267","0.349949163093752","0.365250242198782"
"A little","2014","no migration background","East Germany","2087","0.411372355602927","0.397943305283412","0.424801405922443"
"A little","2014","direct migration background","West Germany","1386","0.310024665821816","0.296913266349629","0.323136065294003"
"A little","2014","direct migration background","East Germany","105","0.271373591909618","0.224519633582548","0.318227550236688"
"A little","2014","indirect migration background","West Germany","333","0.197110674419318","0.178121668939356","0.21609967989928"
"A little","2014","indirect migration background","East Germany","21","","",""
"Not at all","2014","no migration background","West Germany","7908","0.482115008886411","0.474139055412088","0.490090962360734"
"Not at all","2014","no migration background","East Germany","2258","0.414500751267315","0.4010566042129","0.42794489832173"
"Not at all","2014","direct migration background","West Germany","2766","0.52628481586443","0.51213003287286","0.540439598856"
"Not at all","2014","direct migration background","East Germany","192","0.560840111273111","0.508547430283883","0.61313279226234"
"Not at all","2014","indirect migration background","West Germany","1258","0.741076728422731","0.720167575612145","0.761985881233317"
"Not at all","2014","indirect migration background","East Germany","79","0.766529277479216","0.68483153312314","0.848227021835293"
"Strong","2015","no migration background","West Germany","","","",""
"Strong","2015","no migration background","East Germany","","","",""
"Strong","2015","direct migration background","West Germany","","","",""
"Strong","2015","direct migration background","East Germany","","","",""
"Strong","2015","indirect migration background","West Germany","","","",""
"Strong","2015","indirect migration background","East Germany","","","",""
"A little","2015","no migration background","West Germany","","","",""
"A little","2015","no migration background","East Germany","","","",""
"A little","2015","direct migration background","West Germany","","","",""
"A little","2015","direct migration background","East Germany","","","",""
"A little","2015","indirect migration background","West Germany","","","",""
"A little","2015","indirect migration background","East Germany","","","",""
"Not at all","2015","no migration background","West Germany","","","",""
"Not at all","2015","no migration background","East Germany","","","",""
"Not at all","2015","direct migration background","West Germany","","","",""
"Not at all","2015","direct migration background","East Germany","","","",""
"Not at all","2015","indirect migration background","West Germany","","","",""
"Not at all","2015","indirect migration background","East Germany","","","",""
"Strong","2016","no migration background","West Germany","1798","0.158743016608128","0.152534978059627","0.16495105515663"
"Strong","2016","no migration background","East Germany","762","0.175627327933956","0.164629132118796","0.186625523749116"
"Strong","2016","direct migration background","West Germany","847","0.149637171105619","0.141857310520305","0.157417031690934"
"Strong","2016","direct migration background","East Germany","130","0.15112234484967","0.130229960211844","0.172014729487496"
"Strong","2016","indirect migration background","West Germany","84","0.0546772261596862","0.0429428837120913","0.0664115686072811"
"Strong","2016","indirect migration background","East Germany","7","","",""
"A little","2016","no migration background","West Germany","4698","0.364013443907291","0.355839617149256","0.372187270665326"
"A little","2016","no migration background","East Germany","1819","0.395052497435271","0.380922247052442","0.409182747818101"
"A little","2016","direct migration background","West Germany","2160","0.308279420718543","0.29820807390936","0.318350767527726"
"A little","2016","direct migration background","East Germany","318","0.209339392542522","0.185608085917528","0.233070699167516"
"A little","2016","indirect migration background","West Germany","315","0.205662962892009","0.184801444684556","0.226524481099463"
"A little","2016","indirect migration background","East Germany","32","0.338733750250372","0.249058289640586","0.428409210860158"
"Not at all","2016","no migration background","West Germany","6815","0.477243539484581","0.468758331681196","0.485728747287966"
"Not at all","2016","no migration background","East Germany","2017","0.429320174630773","0.415013110757009","0.443627238504536"
"Not at all","2016","direct migration background","West Germany","5069","0.542083408175838","0.531217245984267","0.552949570367409"
"Not at all","2016","direct migration background","East Germany","681","0.639538262607808","0.611531431511234","0.667545093704382"
"Not at all","2016","indirect migration background","West Germany","1043","0.739659810948305","0.717010651986675","0.762308969909934"
"Not at all","2016","indirect migration background","East Germany","68","0.583491328862929","0.490083037271889","0.676899620453969"
"Strong","2017","no migration background","West Germany","","","",""
"Strong","2017","no migration background","East Germany","","","",""
"Strong","2017","direct migration background","West Germany","259","0.0827132424381969","0.0721861047889531","0.0932403800874407"
"Strong","2017","direct migration background","East Germany","23","","",""
"Strong","2017","indirect migration background","West Germany","","","",""
"Strong","2017","indirect migration background","East Germany","","","",""
"A little","2017","no migration background","West Germany","","","",""
"A little","2017","no migration background","East Germany","","","",""
"A little","2017","direct migration background","West Germany","659","0.233996970435893","0.217816521107483","0.250177419764303"
"A little","2017","direct migration background","East Germany","69","0.186145874464774","0.139546435675986","0.232745313253561"
"A little","2017","indirect migration background","West Germany","","","",""
"A little","2017","indirect migration background","East Germany","","","",""
"Not at all","2017","no migration background","West Germany","","","",""
"Not at all","2017","no migration background","East Germany","","","",""
"Not at all","2017","direct migration background","West Germany","1712","0.68328978712591","0.665510935086353","0.701068639165467"
"Not at all","2017","direct migration background","East Germany","176","0.746892925634927","0.694837978600198","0.798947872669655"
"Not at all","2017","indirect migration background","West Germany","","","",""
"Not at all","2017","indirect migration background","East Germany","","","",""
"Strong","2018","no migration background","West Germany","1938","0.1550464250238","0.149165859022186","0.160926991025414"
"Strong","2018","no migration background","East Germany","795","0.174997745670879","0.164512917911837","0.185482573429921"
"Strong","2018","direct migration background","West Germany","997","0.148933437943779","0.140999372046844","0.156867503840715"
"Strong","2018","direct migration background","East Germany","88","0.0670340109586607","0.0510555925879093","0.0830124293294121"
"Strong","2018","indirect migration background","West Germany","92","0.0493777265971556","0.0386812801134135","0.0600741730808976"
"Strong","2018","indirect migration background","East Germany","6","","",""
"A little","2018","no migration background","West Germany","4910","0.36038913180637","0.352588754925754","0.368189508686986"
"A little","2018","no migration background","East Germany","2043","0.397909422466407","0.384402993689779","0.411415851243035"
"A little","2018","direct migration background","West Germany","2258","0.331713655874082","0.321221109417192","0.342206202330972"
"A little","2018","direct migration background","East Germany","296","0.291056064411682","0.26203271358246","0.320079415240904"
"A little","2018","indirect migration background","West Germany","372","0.217501427931053","0.197133689098894","0.237869166763213"
"A little","2018","indirect migration background","East Germany","32","0.285006992398817","0.204904352236727","0.365109632560906"
"Not at all","2018","no migration background","West Germany","7705","0.48456444316983","0.476444840361342","0.492684045978317"
"Not at all","2018","no migration background","East Germany","2207","0.427092831862714","0.413443205134492","0.440742458590936"
"Not at all","2018","direct migration background","West Germany","4480","0.519352906182138","0.508218620108437","0.53048719225584"
"Not at all","2018","direct migration background","East Germany","557","0.641909924629657","0.611277140758903","0.672542708500411"
"Not at all","2018","indirect migration background","West Germany","1112","0.733120845471791","0.711282733161148","0.754958957782434"
"Not at all","2018","indirect migration background","East Germany","84","0.672335338273576","0.589048582063815","0.755622094483338"
"Strong","2019","no migration background","West Germany","","","",""
"Strong","2019","no migration background","East Germany","","","",""
"Strong","2019","direct migration background","West Germany","38","0.181344943133977","0.134146105043602","0.228543781224352"
"Strong","2019","direct migration background","East Germany","2","","",""
"Strong","2019","indirect migration background","West Germany","","","",""
"Strong","2019","indirect migration background","East Germany","","","",""
"A little","2019","no migration background","West Germany","","","",""
"A little","2019","no migration background","East Germany","","","",""
"A little","2019","direct migration background","West Germany","54","0.175147502506975","0.128586938797933","0.221708066216016"
"A little","2019","direct migration background","East Germany","6","","",""
"A little","2019","indirect migration background","West Germany","","","",""
"A little","2019","indirect migration background","East Germany","","","",""
"Not at all","2019","no migration background","West Germany","","","",""
"Not at all","2019","no migration background","East Germany","","","",""
"Not at all","2019","direct migration background","West Germany","164","0.643507554359048","0.584835661603292","0.702179447114803"
"Not at all","2019","direct migration background","East Germany","14","","",""
"Not at all","2019","indirect migration background","West Germany","","","",""
"Not at all","2019","indirect migration background","East Germany","","","",""
