"ple0005","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Couple + C. GT 16 ","higher vocational","31","0.150003271980763","0.104154350546721","0.195852193414805"
"Strong","2002","Couple + C. GT 16 ","higher education","48","0.0944250786611608","0.0726063512414359","0.116243806080886"
"Strong","2002","Couple + C. LE and GT 16","in school","4","","",""
"Strong","2002","Couple + C. LE and GT 16","inadequately","2","","",""
"Strong","2002","Couple + C. LE and GT 16","general elemantary","12","","",""
"Strong","2002","Couple + C. LE and GT 16","middle vocational","58","0.0768826489436164","0.0583989336026963","0.0953663642845364"
"Strong","2002","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"Strong","2002","Couple + C. LE and GT 16","higher vocational","9","","",""
"Strong","2002","Couple + C. LE and GT 16","higher education","8","","",""
"A little","2002","1-pers.-HH","in school","","","",""
"A little","2002","1-pers.-HH","inadequately","9","","",""
"A little","2002","1-pers.-HH","general elemantary","170","0.399855779555831","0.354443444614245","0.445268114497418"
"A little","2002","1-pers.-HH","middle vocational","564","0.365130604552497","0.341546535425135","0.388714673679858"
"A little","2002","1-pers.-HH","vocational + Abi","48","0.252722452311662","0.190930179281515","0.314514725341808"
"A little","2002","1-pers.-HH","higher vocational","75","0.36367584370485","0.299963663561993","0.427388023847706"
"A little","2002","1-pers.-HH","higher education","167","0.340760059090245","0.300255741721552","0.381264376458937"
"A little","2002","(Married) couple without C. ","in school","1","","",""
"A little","2002","(Married) couple without C. ","inadequately","29","","",""
"A little","2002","(Married) couple without C. ","general elemantary","346","0.423227927435634","0.389224168039635","0.457231686831633"
"A little","2002","(Married) couple without C. ","middle vocational","1654","0.436907987676917","0.421414469023848","0.452401506329986"
"A little","2002","(Married) couple without C. ","vocational + Abi","121","0.375408650958908","0.32438633566783","0.426430966249986"
"A little","2002","(Married) couple without C. ","higher vocational","258","0.461496926730668","0.420750205470184","0.502243647991153"
"A little","2002","(Married) couple without C. ","higher education","682","0.418998083949082","0.395425845054725","0.442570322843439"
"A little","2002","Single parent ","in school","4","","",""
"A little","2002","Single parent ","inadequately","6","","",""
"A little","2002","Single parent ","general elemantary","65","0.271804715094564","0.21563632268369","0.327973107505437"
"A little","2002","Single parent ","middle vocational","173","0.320498061142337","0.281673223087424","0.359322899197251"
"A little","2002","Single parent ","vocational + Abi","11","","",""
"A little","2002","Single parent ","higher vocational","23","","",""
"A little","2002","Single parent ","higher education","42","0.376711090506663","0.29176527554729","0.461656905466035"
"A little","2002","Couple + C. LE 16 ","in school","","","",""
"A little","2002","Couple + C. LE 16 ","inadequately","11","","",""
"A little","2002","Couple + C. LE 16 ","general elemantary","94","0.292468357438383","0.243536531085503","0.341400183791262"
"A little","2002","Couple + C. LE 16 ","middle vocational","725","0.316521785659039","0.297925108691658","0.335118462626419"
"A little","2002","Couple + C. LE 16 ","vocational + Abi","92","0.280320975853673","0.232856784047417","0.327785167659928"
"A little","2002","Couple + C. LE 16 ","higher vocational","144","0.310076026752823","0.268912560819034","0.351239492686612"
"A little","2002","Couple + C. LE 16 ","higher education","260","0.251912990771303","0.226534471809297","0.27729150973331"
"A little","2002","Couple + C. GT 16 ","in school","31","0.142577349276726","0.100638626069206","0.184516072484246"
"A little","2002","Couple + C. GT 16 ","inadequately","26","","",""
"A little","2002","Couple + C. GT 16 ","general elemantary","169","0.303226121744463","0.265623218182581","0.340829025306345"
"A little","2002","Couple + C. GT 16 ","middle vocational","660","0.33908658946284","0.318069636093366","0.360103542832314"
"A little","2002","Couple + C. GT 16 ","vocational + Abi","47","0.354718244095228","0.2801187291337","0.429317759056756"
"A little","2002","Couple + C. GT 16 ","higher vocational","89","0.354955694900306","0.293515585919897","0.416395803880716"
"A little","2002","Couple + C. GT 16 ","higher education","257","0.37363648999345","0.33754029600062","0.409732683986281"
"A little","2002","Couple + C. LE and GT 16","in school","27","","",""
"A little","2002","Couple + C. LE and GT 16","inadequately","9","","",""
"A little","2002","Couple + C. LE and GT 16","general elemantary","77","0.244197602072072","0.197490680859415","0.290904523284729"
"A little","2002","Couple + C. LE and GT 16","middle vocational","254","0.322169487290635","0.289746770280931","0.354592204300339"
"A little","2002","Couple + C. LE and GT 16","vocational + Abi","22","","",""
"A little","2002","Couple + C. LE and GT 16","higher vocational","53","0.380425457935231","0.298831085751981","0.462019830118481"
"A little","2002","Couple + C. LE and GT 16","higher education","106","0.333327930799951","0.280510245923464","0.386145615676438"
"Not at all","2002","1-pers.-HH","in school","3","","",""
"Not at all","2002","1-pers.-HH","inadequately","6","","",""
"Not at all","2002","1-pers.-HH","general elemantary","96","0.175265434478285","0.140020268127552","0.210510600829018"
"Not at all","2002","1-pers.-HH","middle vocational","718","0.426542340829624","0.402316203327102","0.450768478332146"
"Not at all","2002","1-pers.-HH","vocational + Abi","119","0.589478569006463","0.519530904574791","0.659426233438135"
"Not at all","2002","1-pers.-HH","higher vocational","102","0.421654391076795","0.356251330997237","0.487057451156353"
"Not at all","2002","1-pers.-HH","higher education","307","0.544835831199423","0.502278725618795","0.587392936780051"
"Not at all","2002","(Married) couple without C. ","in school","5","","",""
"Not at all","2002","(Married) couple without C. ","inadequately","24","","",""
"Not at all","2002","(Married) couple without C. ","general elemantary","221","0.257918799552105","0.227809207038722","0.288028392065488"
"Not at all","2002","(Married) couple without C. ","middle vocational","1459","0.339417794311103","0.32462684248889","0.354208746133316"
"Not at all","2002","(Married) couple without C. ","vocational + Abi","182","0.489264090450745","0.436592078282754","0.541936102618736"
"Not at all","2002","(Married) couple without C. ","higher vocational","212","0.326571925862729","0.288241009570221","0.364902842155237"
"Not at all","2002","(Married) couple without C. ","higher education","803","0.441222504011971","0.417500339460617","0.464944668563325"
"Not at all","2002","Single parent ","in school","59","0.894677386007651","0.818876922543587","0.970477849471715"
"Not at all","2002","Single parent ","inadequately","12","","",""
"Not at all","2002","Single parent ","general elemantary","142","0.595733809667466","0.533775522271959","0.657692097062973"
"Not at all","2002","Single parent ","middle vocational","334","0.600110986828237","0.559355402468022","0.640866571188452"
"Not at all","2002","Single parent ","vocational + Abi","29","","",""
"Not at all","2002","Single parent ","higher vocational","29","","",""
"Not at all","2002","Single parent ","higher education","71","0.515081001566409","0.427468627243662","0.602693375889156"
"Not at all","2002","Couple + C. LE 16 ","in school","","","",""
"Not at all","2002","Couple + C. LE 16 ","inadequately","27","","",""
"Not at all","2002","Couple + C. LE 16 ","general elemantary","224","0.657783780855293","0.606748451248044","0.708819110462541"
"Not at all","2002","Couple + C. LE 16 ","middle vocational","1550","0.628859110873534","0.609543106894107","0.648175114852961"
"Not at all","2002","Couple + C. LE 16 ","vocational + Abi","241","0.678158821128073","0.628789701528756","0.72752794072739"
"Not at all","2002","Couple + C. LE 16 ","higher vocational","320","0.654232257932969","0.611903508713151","0.696561007152786"
"Not at all","2002","Couple + C. LE 16 ","higher education","834","0.716714921351261","0.690372844748143","0.743056997954378"
"Not at all","2002","Couple + C. GT 16 ","in school","232","0.844448301187013","0.800975625351979","0.887920977022047"
"Not at all","2002","Couple + C. GT 16 ","inadequately","21","","",""
"Not at all","2002","Couple + C. GT 16 ","general elemantary","339","0.574731265638517","0.534287062415334","0.6151754688617"
"Not at all","2002","Couple + C. GT 16 ","middle vocational","1097","0.546546313027758","0.524444793946042","0.568647832109473"
"Not at all","2002","Couple + C. GT 16 ","vocational + Abi","98","0.52994998334101","0.45212679397697","0.60777317270505"
"Not at all","2002","Couple + C. GT 16 ","higher vocational","113","0.49504103311893","0.430843435845111","0.55923863039275"
"Not at all","2002","Couple + C. GT 16 ","higher education","385","0.531938431345389","0.494707343866766","0.569169518824012"
"Not at all","2002","Couple + C. LE and GT 16","in school","224","0.858603793236876","0.815838320061267","0.901369266412485"
"Not at all","2002","Couple + C. LE and GT 16","inadequately","11","","",""
"Not at all","2002","Couple + C. LE and GT 16","general elemantary","236","0.707586032633554","0.658132753619546","0.757039311647562"
"Not at all","2002","Couple + C. LE and GT 16","middle vocational","486","0.600947863765748","0.566971268000811","0.634924459530686"
"Not at all","2002","Couple + C. LE and GT 16","vocational + Abi","36","0.538956091187856","0.416830707650543","0.66108147472517"
"Not at all","2002","Couple + C. LE and GT 16","higher vocational","74","0.577196849913013","0.494171690119829","0.660222009706197"
"Not at all","2002","Couple + C. LE and GT 16","higher education","192","0.611414215330119","0.556800892853973","0.666027537806265"
"Strong","2003","1-pers.-HH","in school","","","",""
"Strong","2003","1-pers.-HH","inadequately","","","",""
"Strong","2003","1-pers.-HH","general elemantary","","","",""
"Strong","2003","1-pers.-HH","middle vocational","","","",""
"Strong","2003","1-pers.-HH","vocational + Abi","","","",""
"Strong","2003","1-pers.-HH","higher vocational","","","",""
"Strong","2003","1-pers.-HH","higher education","","","",""
"Strong","2003","(Married) couple without C. ","in school","","","",""
"Strong","2003","(Married) couple without C. ","inadequately","","","",""
"Strong","2003","(Married) couple without C. ","general elemantary","","","",""
"Strong","2003","(Married) couple without C. ","middle vocational","","","",""
"Strong","2003","(Married) couple without C. ","vocational + Abi","","","",""
"Strong","2003","(Married) couple without C. ","higher vocational","","","",""
"Strong","2003","(Married) couple without C. ","higher education","","","",""
"Strong","2003","Single parent ","in school","","","",""
"Strong","2003","Single parent ","inadequately","","","",""
"Strong","2003","Single parent ","general elemantary","","","",""
"Strong","2003","Single parent ","middle vocational","","","",""
"Strong","2003","Single parent ","vocational + Abi","","","",""
"Strong","2003","Single parent ","higher vocational","","","",""
"Strong","2003","Single parent ","higher education","","","",""
"Strong","2003","Couple + C. LE 16 ","in school","","","",""
"Strong","2003","Couple + C. LE 16 ","inadequately","","","",""
"Strong","2003","Couple + C. LE 16 ","general elemantary","","","",""
"Strong","2003","Couple + C. LE 16 ","middle vocational","","","",""
"Strong","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"Strong","2003","Couple + C. LE 16 ","higher vocational","","","",""
"Strong","2003","Couple + C. LE 16 ","higher education","","","",""
"Strong","2003","Couple + C. GT 16 ","in school","","","",""
"Strong","2003","Couple + C. GT 16 ","inadequately","","","",""
"Strong","2003","Couple + C. GT 16 ","general elemantary","","","",""
"Strong","2003","Couple + C. GT 16 ","middle vocational","","","",""
"Strong","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"Strong","2003","Couple + C. GT 16 ","higher vocational","","","",""
"Strong","2003","Couple + C. GT 16 ","higher education","","","",""
"Strong","2003","Couple + C. LE and GT 16","in school","","","",""
"Strong","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Strong","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Strong","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Strong","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Strong","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Strong","2003","Couple + C. LE and GT 16","higher education","","","",""
"A little","2003","1-pers.-HH","in school","","","",""
"A little","2003","1-pers.-HH","inadequately","","","",""
"A little","2003","1-pers.-HH","general elemantary","","","",""
"A little","2003","1-pers.-HH","middle vocational","","","",""
"A little","2003","1-pers.-HH","vocational + Abi","","","",""
"A little","2003","1-pers.-HH","higher vocational","","","",""
"A little","2003","1-pers.-HH","higher education","","","",""
"A little","2003","(Married) couple without C. ","in school","","","",""
"A little","2003","(Married) couple without C. ","inadequately","","","",""
"A little","2003","(Married) couple without C. ","general elemantary","","","",""
"A little","2003","(Married) couple without C. ","middle vocational","","","",""
"A little","2003","(Married) couple without C. ","vocational + Abi","","","",""
"A little","2003","(Married) couple without C. ","higher vocational","","","",""
"A little","2003","(Married) couple without C. ","higher education","","","",""
"A little","2003","Single parent ","in school","","","",""
"A little","2003","Single parent ","inadequately","","","",""
"A little","2003","Single parent ","general elemantary","","","",""
"A little","2003","Single parent ","middle vocational","","","",""
"A little","2003","Single parent ","vocational + Abi","","","",""
"A little","2003","Single parent ","higher vocational","","","",""
"A little","2003","Single parent ","higher education","","","",""
"A little","2003","Couple + C. LE 16 ","in school","","","",""
"A little","2003","Couple + C. LE 16 ","inadequately","","","",""
"A little","2003","Couple + C. LE 16 ","general elemantary","","","",""
"A little","2003","Couple + C. LE 16 ","middle vocational","","","",""
"A little","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"A little","2003","Couple + C. LE 16 ","higher vocational","","","",""
"A little","2003","Couple + C. LE 16 ","higher education","","","",""
"A little","2003","Couple + C. GT 16 ","in school","","","",""
"A little","2003","Couple + C. GT 16 ","inadequately","","","",""
"A little","2003","Couple + C. GT 16 ","general elemantary","","","",""
"A little","2003","Couple + C. GT 16 ","middle vocational","","","",""
"A little","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"A little","2003","Couple + C. GT 16 ","higher vocational","","","",""
"A little","2003","Couple + C. GT 16 ","higher education","","","",""
"A little","2003","Couple + C. LE and GT 16","in school","","","",""
"A little","2003","Couple + C. LE and GT 16","inadequately","","","",""
"A little","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"A little","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"A little","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"A little","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"A little","2003","Couple + C. LE and GT 16","higher education","","","",""
"Not at all","2003","1-pers.-HH","in school","","","",""
"Not at all","2003","1-pers.-HH","inadequately","","","",""
"Not at all","2003","1-pers.-HH","general elemantary","","","",""
"Not at all","2003","1-pers.-HH","middle vocational","","","",""
"Not at all","2003","1-pers.-HH","vocational + Abi","","","",""
"Not at all","2003","1-pers.-HH","higher vocational","","","",""
"Not at all","2003","1-pers.-HH","higher education","","","",""
"Not at all","2003","(Married) couple without C. ","in school","","","",""
"Not at all","2003","(Married) couple without C. ","inadequately","","","",""
"Not at all","2003","(Married) couple without C. ","general elemantary","","","",""
"Not at all","2003","(Married) couple without C. ","middle vocational","","","",""
"Not at all","2003","(Married) couple without C. ","vocational + Abi","","","",""
"Not at all","2003","(Married) couple without C. ","higher vocational","","","",""
"Not at all","2003","(Married) couple without C. ","higher education","","","",""
"Not at all","2003","Single parent ","in school","","","",""
"Not at all","2003","Single parent ","inadequately","","","",""
"Not at all","2003","Single parent ","general elemantary","","","",""
"Not at all","2003","Single parent ","middle vocational","","","",""
"Not at all","2003","Single parent ","vocational + Abi","","","",""
"Not at all","2003","Single parent ","higher vocational","","","",""
"Not at all","2003","Single parent ","higher education","","","",""
"Not at all","2003","Couple + C. LE 16 ","in school","","","",""
"Not at all","2003","Couple + C. LE 16 ","inadequately","","","",""
"Not at all","2003","Couple + C. LE 16 ","general elemantary","","","",""
"Not at all","2003","Couple + C. LE 16 ","middle vocational","","","",""
"Not at all","2003","Couple + C. LE 16 ","vocational + Abi","","","",""
"Not at all","2003","Couple + C. LE 16 ","higher vocational","","","",""
"Not at all","2003","Couple + C. LE 16 ","higher education","","","",""
"Not at all","2003","Couple + C. GT 16 ","in school","","","",""
"Not at all","2003","Couple + C. GT 16 ","inadequately","","","",""
"Not at all","2003","Couple + C. GT 16 ","general elemantary","","","",""
"Not at all","2003","Couple + C. GT 16 ","middle vocational","","","",""
"Not at all","2003","Couple + C. GT 16 ","vocational + Abi","","","",""
"Not at all","2003","Couple + C. GT 16 ","higher vocational","","","",""
"Not at all","2003","Couple + C. GT 16 ","higher education","","","",""
"Not at all","2003","Couple + C. LE and GT 16","in school","","","",""
"Not at all","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Not at all","2003","Couple + C. LE and GT 16","general elemantary","","","",""
"Not at all","2003","Couple + C. LE and GT 16","middle vocational","","","",""
"Not at all","2003","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Not at all","2003","Couple + C. LE and GT 16","higher vocational","","","",""
"Not at all","2003","Couple + C. LE and GT 16","higher education","","","",""
"Strong","2004","1-pers.-HH","in school","1","","",""
"Strong","2004","1-pers.-HH","inadequately","5","","",""
"Strong","2004","1-pers.-HH","general elemantary","175","0.43330705423316","0.386415867090036","0.480198241376284"
"Strong","2004","1-pers.-HH","middle vocational","325","0.232603473778832","0.211433496677898","0.253773450879766"
"Strong","2004","1-pers.-HH","vocational + Abi","26","","",""
"Strong","2004","1-pers.-HH","higher vocational","48","0.27974000426405","0.2175307451905","0.341949263337601"
"Strong","2004","1-pers.-HH","higher education","61","0.118526681723669","0.0914886814996279","0.145564681947711"
"Strong","2004","(Married) couple without C. ","in school","","","",""
"Strong","2004","(Married) couple without C. ","inadequately","16","","",""
"Strong","2004","(Married) couple without C. ","general elemantary","227","0.300656752253414","0.267773977008566","0.333539527498262"
"Strong","2004","(Married) couple without C. ","middle vocational","820","0.240873344104431","0.227334336486662","0.2544123517222"
"Strong","2004","(Married) couple without C. ","vocational + Abi","40","0.13400929851409","0.0982175800700701","0.169801016958111"
"Strong","2004","(Married) couple without C. ","higher vocational","112","0.222481065373014","0.188748941830388","0.256213188915639"
"Strong","2004","(Married) couple without C. ","higher education","206","0.150874525714969","0.133619899396629","0.168129152033309"
"Strong","2004","Single parent ","in school","","","",""
"Strong","2004","Single parent ","inadequately","4","","",""
"Strong","2004","Single parent ","general elemantary","36","0.182544107748624","0.132292352452395","0.232795863044852"
"Strong","2004","Single parent ","middle vocational","49","0.0856582379929949","0.0617872729800608","0.109529203005929"
"Strong","2004","Single parent ","vocational + Abi","7","","",""
"Strong","2004","Single parent ","higher vocational","3","","",""
"Strong","2004","Single parent ","higher education","12","","",""
"Strong","2004","Couple + C. LE 16 ","in school","","","",""
"Strong","2004","Couple + C. LE 16 ","inadequately","1","","",""
"Strong","2004","Couple + C. LE 16 ","general elemantary","10","","",""
"Strong","2004","Couple + C. LE 16 ","middle vocational","83","0.0433121900798731","0.0344286649705333","0.052195715189213"
"Strong","2004","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Strong","2004","Couple + C. LE 16 ","higher vocational","20","","",""
"Strong","2004","Couple + C. LE 16 ","higher education","32","0.0455467080296059","0.0321464718354428","0.0589469442237691"
"Strong","2004","Couple + C. GT 16 ","in school","2","","",""
"Strong","2004","Couple + C. GT 16 ","inadequately","17","","",""
"Strong","2004","Couple + C. GT 16 ","general elemantary","42","0.131389406864714","0.101292757614071","0.161486056115356"
"Strong","2004","Couple + C. GT 16 ","middle vocational","189","0.099922512009412","0.0864128524326877","0.113432171586136"
"Strong","2004","Couple + C. GT 16 ","vocational + Abi","8","","",""
"Strong","2004","Couple + C. GT 16 ","higher vocational","22","","",""
"Strong","2004","Couple + C. GT 16 ","higher education","42","0.0751764004897558","0.0553290079336508","0.0950237930458607"
"Strong","2004","Couple + C. LE and GT 16","in school","1","","",""
"Strong","2004","Couple + C. LE and GT 16","inadequately","4","","",""
"Strong","2004","Couple + C. LE and GT 16","general elemantary","10","","",""
"Strong","2004","Couple + C. LE and GT 16","middle vocational","42","0.0579487622759501","0.0407505098949169","0.0751470146569832"
"Strong","2004","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"Strong","2004","Couple + C. LE and GT 16","higher vocational","6","","",""
"Strong","2004","Couple + C. LE and GT 16","higher education","13","","",""
"A little","2004","1-pers.-HH","in school","","","",""
"A little","2004","1-pers.-HH","inadequately","5","","",""
"A little","2004","1-pers.-HH","general elemantary","155","0.369218938626031","0.323552120538004","0.414885756714059"
"A little","2004","1-pers.-HH","middle vocational","538","0.361316723512876","0.337245998051534","0.385387448974218"
"A little","2004","1-pers.-HH","vocational + Abi","38","0.261399977496316","0.1949567253524","0.327843229640231"
"A little","2004","1-pers.-HH","higher vocational","66","0.321212973516704","0.256499248579879","0.38592669845353"
"A little","2004","1-pers.-HH","higher education","170","0.322656555469485","0.283551164579989","0.36176194635898"
"A little","2004","(Married) couple without C. ","in school","1","","",""
"A little","2004","(Married) couple without C. ","inadequately","27","","",""
"A little","2004","(Married) couple without C. ","general elemantary","329","0.429562235933559","0.394064147114664","0.465060324752454"
"A little","2004","(Married) couple without C. ","middle vocational","1591","0.423969004326874","0.408322211908887","0.439615796744861"
"A little","2004","(Married) couple without C. ","vocational + Abi","117","0.359200662666703","0.308793986526714","0.409607338806692"
"A little","2004","(Married) couple without C. ","higher vocational","254","0.449164780225528","0.408822971545304","0.489506588905752"
"A little","2004","(Married) couple without C. ","higher education","650","0.397776285011656","0.374181825417738","0.421370744605574"
"A little","2004","Single parent ","in school","15","","",""
"A little","2004","Single parent ","inadequately","8","","",""
"A little","2004","Single parent ","general elemantary","51","0.209326418593694","0.156403254898458","0.26224958228893"
"A little","2004","Single parent ","middle vocational","151","0.31424259358597","0.274646813051629","0.353838374120311"
"A little","2004","Single parent ","vocational + Abi","10","","",""
"A little","2004","Single parent ","higher vocational","18","","",""
"A little","2004","Single parent ","higher education","42","0.378440360927741","0.289410480053761","0.467470241801721"
"A little","2004","Couple + C. LE 16 ","in school","","","",""
"A little","2004","Couple + C. LE 16 ","inadequately","12","","",""
"A little","2004","Couple + C. LE 16 ","general elemantary","97","0.334336818042826","0.281392721456238","0.387280914629414"
"A little","2004","Couple + C. LE 16 ","middle vocational","639","0.329485255670852","0.30897281676951","0.349997694572193"
"A little","2004","Couple + C. LE 16 ","vocational + Abi","82","0.255215993998072","0.20817676056829","0.302255227427853"
"A little","2004","Couple + C. LE 16 ","higher vocational","129","0.312720802869871","0.26895303065867","0.356488575081073"
"A little","2004","Couple + C. LE 16 ","higher education","203","0.219831487580437","0.193215304497404","0.246447670663471"
"A little","2004","Couple + C. GT 16 ","in school","40","0.111656736408872","0.0747012552645803","0.148612217553164"
"A little","2004","Couple + C. GT 16 ","inadequately","29","","",""
"A little","2004","Couple + C. GT 16 ","general elemantary","140","0.301980356535134","0.261077976527535","0.342882736542733"
"A little","2004","Couple + C. GT 16 ","middle vocational","661","0.356585079163053","0.335007638479527","0.378162519846579"
"A little","2004","Couple + C. GT 16 ","vocational + Abi","61","0.37277541115305","0.30402006747962","0.44153075482648"
"A little","2004","Couple + C. GT 16 ","higher vocational","102","0.417055881819196","0.353471172727245","0.480640590911147"
"A little","2004","Couple + C. GT 16 ","higher education","266","0.396307515717547","0.359489762457642","0.433125268977451"
"A little","2004","Couple + C. LE and GT 16","in school","21","","",""
"A little","2004","Couple + C. LE and GT 16","inadequately","15","","",""
"A little","2004","Couple + C. LE and GT 16","general elemantary","61","0.235739146354809","0.184342579990872","0.287135712718747"
"A little","2004","Couple + C. LE and GT 16","middle vocational","229","0.350407320520736","0.315289130877371","0.385525510164102"
"A little","2004","Couple + C. LE and GT 16","vocational + Abi","25","","",""
"A little","2004","Couple + C. LE and GT 16","higher vocational","36","0.322492165439095","0.237061081653113","0.407923249225076"
"A little","2004","Couple + C. LE and GT 16","higher education","86","0.36195741591804","0.305768778150988","0.418146053685092"
"Not at all","2004","1-pers.-HH","in school","2","","",""
"Not at all","2004","1-pers.-HH","inadequately","9","","",""
"Not at all","2004","1-pers.-HH","general elemantary","99","0.197474007140808","0.159803283042172","0.235144731239444"
"Not at all","2004","1-pers.-HH","middle vocational","667","0.406079802708292","0.381472040719781","0.430687564696804"
"Not at all","2004","1-pers.-HH","vocational + Abi","104","0.556266398302779","0.481139402584789","0.63139339402077"
"Not at all","2004","1-pers.-HH","higher vocational","86","0.399047022219245","0.331178971440494","0.466915072997997"
"Not at all","2004","1-pers.-HH","higher education","318","0.558816762806846","0.517282535737504","0.600350989876187"
"Not at all","2004","(Married) couple without C. ","in school","1","","",""
"Not at all","2004","(Married) couple without C. ","inadequately","20","","",""
"Not at all","2004","(Married) couple without C. ","general elemantary","191","0.269781011813027","0.237952228277041","0.301609795349013"
"Not at all","2004","(Married) couple without C. ","middle vocational","1421","0.335157651568695","0.320211848773007","0.350103454364383"
"Not at all","2004","(Married) couple without C. ","vocational + Abi","191","0.506790038819206","0.454262334138318","0.559317743500095"
"Not at all","2004","(Married) couple without C. ","higher vocational","218","0.328354154401458","0.290266599645622","0.366441709157294"
"Not at all","2004","(Married) couple without C. ","higher education","797","0.451349189273375","0.427359975739272","0.475338402807478"
"Not at all","2004","Single parent ","in school","63","0.742815554234353","0.645817363435847","0.83981374503286"
"Not at all","2004","Single parent ","inadequately","8","","",""
"Not at all","2004","Single parent ","general elemantary","140","0.608129473657682","0.544624975441602","0.671633971873762"
"Not at all","2004","Single parent ","middle vocational","328","0.600099168421035","0.558314323387874","0.641884013454196"
"Not at all","2004","Single parent ","vocational + Abi","28","","",""
"Not at all","2004","Single parent ","higher vocational","30","0.548644804221568","0.412070857006955","0.685218751436181"
"Not at all","2004","Single parent ","higher education","60","0.492089196233543","0.400316961796581","0.583861430670505"
"Not at all","2004","Couple + C. LE 16 ","in school","","","",""
"Not at all","2004","Couple + C. LE 16 ","inadequately","19","","",""
"Not at all","2004","Couple + C. LE 16 ","general elemantary","198","0.620469658257077","0.566009149198036","0.674930167316118"
"Not at all","2004","Couple + C. LE 16 ","middle vocational","1295","0.627202554249275","0.606099976204439","0.648305132294112"
"Not at all","2004","Couple + C. LE 16 ","vocational + Abi","241","0.719735164276703","0.671277576909111","0.768192751644295"
"Not at all","2004","Couple + C. LE 16 ","higher vocational","282","0.630547203105823","0.584980486365163","0.676113919846484"
"Not at all","2004","Couple + C. LE 16 ","higher education","695","0.734621804389957","0.706244499754362","0.762999109025552"
