"year","age_gr","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","35-65 y.","lower secondary degree","33.78","38","1800","33.32","34.24","18","30","40","40"
"2007","35-65 y.","no degree/no degree yet","31.38","38.5","33","27.38","35.38","4","25.5","40","40"
"2007","35-65 y.","Other degree","33.66","38","359","32.58","34.74","15","30","40","40"
"2007","35-65 y.","secondary school degree","34.58","38.5","2470","34.21","34.95","20","30","40","40"
"2007","66 and older","college entrance qualification","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","35.42","39","748","34.72","36.12","19.5","35","40","40"
"2008","16-34 y.","lower secondary degree","36.86","40","423","36","37.72","24","37.5","40","40.4000015258789"
"2008","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2008","16-34 y.","Other degree","31.89","39","60","29.01","34.77","10","26","40","40"
"2008","16-34 y.","secondary school degree","36.65","39","893","36.13","37.17","27.5","37.5","40","40"
"2008","35-65 y.","college entrance qualification","34.44","38.5","1825","34.03","34.85","20","30","40","40"
"2008","35-65 y.","lower secondary degree","33.66","38","1695","33.19","34.13","18.5","30","40","40"
"2008","35-65 y.","no degree/no degree yet","32.18","35","38","28.51","35.85","10","27.5","40","40"
"2008","35-65 y.","Other degree","33.64","38.5","328","32.56","34.72","15","30","40","40"
"2008","35-65 y.","secondary school degree","34.63","38.5","2384","34.25","35.01","20","30","40","40"
"2008","66 and older","college entrance qualification","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","34.79","39","747","34.08","35.5","19","35","40","40"
"2009","16-34 y.","lower secondary degree","37.47","40","358","36.66","38.28","25","37.5","40","40"
"2009","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2009","16-34 y.","Other degree","26.73","35","52","23.37","30.09","2","8","40","40"
"2009","16-34 y.","secondary school degree","35.86","40","796","35.29","36.43","20","36","40","40"
"2009","35-65 y.","college entrance qualification","34.77","38.7","1741","34.35","35.19","20","30","40","40"
"2009","35-65 y.","lower secondary degree","34.24","38.5","1549","33.75","34.73","19.2999992370605","35","40","40"
"2009","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2009","35-65 y.","Other degree","32.21","38","270","30.88","33.54","11","25","40","40"
"2009","35-65 y.","secondary school degree","34.56","38.5","2306","34.17","34.95","20","30","40","40"
"2009","66 and older","college entrance qualification","","","","","","","","",""
"2009","66 and older","lower secondary degree","12.18","8","30","9.09","15.27","6.5","8","15","25"
"2009","66 and older","no degree/no degree yet","","","","","","","","",""
"2009","66 and older","Other degree","","","","","","","","",""
"2009","66 and older","secondary school degree","","","","","","","","",""
"2010","16-34 y.","college entrance qualification","34.71","39","1036","34.07","35.35","18","35","40","40"
"2010","16-34 y.","lower secondary degree","36.51","40","578","35.7","37.32","21","37.5","40","40.5"
"2010","16-34 y.","no degree/no degree yet","23.44","20","66","19.52","27.36","5","8.5","38","40"
"2010","16-34 y.","Other degree","32.46","38.5","165","30.71","34.21","7.5","20","40","40"
"2010","16-34 y.","secondary school degree","36.14","40","1197","35.58","36.7","24","37","40","40"
"2010","35-65 y.","college entrance qualification","34.38","39","2537","33.99","34.77","20","30","40","40.5"
"2010","35-65 y.","lower secondary degree","33.4","38","1918","32.93","33.87","16","30","40","40"
"2010","35-65 y.","no degree/no degree yet","36.21","39.03","58","33.04","39.38","20","35","40","40"
"2010","35-65 y.","Other degree","31.2","37.5","499","30.19","32.21","10","20","40","40"
"2010","35-65 y.","secondary school degree","34.34","38.5","3039","33.96","34.72","20","30","40","40"
"2010","66 and older","college entrance qualification","","","","","","","","",""
"2010","66 and older","lower secondary degree","12.17","8","36","8.47","15.87","4","6.5","15","20"
"2010","66 and older","no degree/no degree yet","","","","","","","","",""
"2010","66 and older","Other degree","","","","","","","","",""
"2010","66 and older","secondary school degree","","","","","","","","",""
"2011","16-34 y.","college entrance qualification","35.09","39.74","1183","34.5","35.68","20","35","40","40"
"2011","16-34 y.","lower secondary degree","36.57","40","633","35.74","37.4","25","36.5","40","40"
"2011","16-34 y.","no degree/no degree yet","31.7","39.94","72","28.22","35.18","10","15","40","42"
"2011","16-34 y.","Other degree","35.03","38.91","152","33","37.06","15","30","40","40"
"2011","16-34 y.","secondary school degree","36.52","40","1300","35.99","37.05","25","37.5","40","40"
"2011","35-65 y.","college entrance qualification","34.8","39","3161","34.46","35.14","20","30","40","41"
"2011","35-65 y.","lower secondary degree","33.44","38","2312","33.01","33.87","15","30","40","40"
"2011","35-65 y.","no degree/no degree yet","32.62","38.41","94","29.91","35.33","14","28","40","40"
"2011","35-65 y.","Other degree","31.36","38","665","30.5","32.22","10","20","40","40"
"2011","35-65 y.","secondary school degree","34.32","38.5","3783","33.99","34.65","20","30","40","40"
"2011","66 and older","college entrance qualification","","","","","","","","",""
"2011","66 and older","lower secondary degree","12.77","10","33","9.58","15.96","5","8","18","20"
"2011","66 and older","no degree/no degree yet","","","","","","","","",""
"2011","66 and older","Other degree","","","","","","","","",""
"2011","66 and older","secondary school degree","","","","","","","","",""
"2012","16-34 y.","college entrance qualification","34.6","39.76","1123","33.99","35.21","16","35","40","40"
"2012","16-34 y.","lower secondary degree","36.12","40","611","35.3","36.94","20","35.5","40","40"
"2012","16-34 y.","no degree/no degree yet","25.12","23.9","77","21.53","28.71","5","10","40","40"
"2012","16-34 y.","Other degree","33.68","40","148","31.75","35.61","13","30","40","40"
"2012","16-34 y.","secondary school degree","36.78","40","1188","36.26","37.3","26","37.5","40","40"
"2012","35-65 y.","college entrance qualification","35.08","39","3226","34.75","35.41","20","31.2000007629395","40","41"
"2012","35-65 y.","lower secondary degree","33.52","38","2237","33.08","33.96","16","30","40","40"
"2012","35-65 y.","no degree/no degree yet","34.51","39","94","32.15","36.87","20","30","40","42"
"2012","35-65 y.","Other degree","32.73","38","713","31.92","33.54","13","25.5","40","40"
"2012","35-65 y.","secondary school degree","34.29","38.5","3797","33.96","34.62","20","30","40","40"
"2012","66 and older","college entrance qualification","","","","","","","","",""
"2012","66 and older","lower secondary degree","11.31","8.69","44","8.11","14.51","4","6","12","20"
"2012","66 and older","no degree/no degree yet","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","34.35","39.5","1297","33.78","34.92","15","33","40","40"
"2013","16-34 y.","lower secondary degree","36.44","40","760","35.75","37.13","24.5","36","40","40"
"2013","16-34 y.","no degree/no degree yet","23.8","17.44","134","21.25","26.35","4","10","40","40"
"2013","16-34 y.","Other degree","33.51","40","441","32.39","34.63","14","25","40","40"
"2013","16-34 y.","secondary school degree","37.04","40","1368","36.55","37.53","30","37.5","40","40"
"2013","35-65 y.","college entrance qualification","35.43","39","3222","35.11","35.75","20","32","40","41"
"2013","35-65 y.","lower secondary degree","33.61","38","2136","33.16","34.06","17.5","30","40","40"
"2013","35-65 y.","no degree/no degree yet","29.83","35","173","27.9","31.76","9","20","40","40"
"2013","35-65 y.","Other degree","32.84","38","1839","32.33","33.35","14","25","40","40"
"2013","35-65 y.","secondary school degree","34.29","38.5","3695","33.97","34.61","20","30","40","40"
"2013","66 and older","college entrance qualification","","","","","","","","",""
"2013","66 and older","lower secondary degree","10.81","10","40","8.97","12.65","3.5","7.5","15","20"
"2013","66 and older","no degree/no degree yet","","","","","","","","",""
"2013","66 and older","Other degree","","","","","","","","",""
"2013","66 and older","secondary school degree","","","","","","","","",""
"2014","16-34 y.","college entrance qualification","33.65","39","1185","33.03","34.27","15","30","40","40"
"2014","16-34 y.","lower secondary degree","35.71","40","647","34.92","36.5","20","35","40","40"
"2014","16-34 y.","no degree/no degree yet","22.81","16.11","82","19.6","26.02","5","10","40","40"
"2014","16-34 y.","Other degree","33.08","40","323","31.82","34.34","12","30","40","40"
"2014","16-34 y.","secondary school degree","35.91","39.5","1141","35.36","36.46","23.2999992370605","35","40","40"
"2014","35-65 y.","college entrance qualification","35.1","39","3083","34.77","35.43","20","32","40","40"
"2014","35-65 y.","lower secondary degree","33.03","38","1942","32.56","33.5","15","29.5","40","40"
"2014","35-65 y.","no degree/no degree yet","29.72","35","126","27.51","31.93","10","20","40","40"
"2014","35-65 y.","Other degree","31.98","38","1510","31.41","32.55","14","24","40","40"
"2014","35-65 y.","secondary school degree","33.86","38.5","3369","33.52","34.2","20","30","40","40"
"2014","66 and older","college entrance qualification","","","","","","","","",""
"2014","66 and older","lower secondary degree","11.77","8","63","9.54","14","4","5","16","20"
"2014","66 and older","no degree/no degree yet","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","34.34","39.29","1070","33.68","35","15","32","40","40"
"2015","16-34 y.","lower secondary degree","36.34","40","526","35.59","37.09","25","35","40","40"
"2015","16-34 y.","no degree/no degree yet","23.62","20","87","20.51","26.73","6","10","40","40"
"2015","16-34 y.","Other degree","34.37","40","665","33.58","35.16","15","32","40","40"
"2015","16-34 y.","secondary school degree","36.28","39","1014","35.73","36.83","25","36","40","40"
"2015","35-65 y.","college entrance qualification","34.92","39","2988","34.59","35.25","20","32","40","40"
"2015","35-65 y.","lower secondary degree","33.21","38","1793","32.71","33.71","16","28","40","40"
"2015","35-65 y.","no degree/no degree yet","30.59","37","146","28.59","32.59","10","20","40","40"
"2015","35-65 y.","Other degree","32.86","38.5","1607","32.33","33.39","15","25","40","40"
"2015","35-65 y.","secondary school degree","33.84","38.5","3255","33.5","34.18","19.5","30","40","40"
"2015","66 and older","college entrance qualification","","","","","","","","",""
"2015","66 and older","lower secondary degree","10.45","8","56","8.03","12.87","5","6","10","25"
"2015","66 and older","no degree/no degree yet","","","","","","","","",""
"2015","66 and older","Other degree","","","","","","","","",""
"2015","66 and older","secondary school degree","","","","","","","","",""
"2016","16-34 y.","college entrance qualification","33.36","39","1014","32.68","34.04","12","30","40","40"
"2016","16-34 y.","lower secondary degree","35.02","39","471","34.16","35.88","20","35","40","40"
"2016","16-34 y.","no degree/no degree yet","23.65","24","82","20.52","26.78","4","12","39","40"
"2016","16-34 y.","Other degree","33.97","40","434","32.96","34.98","15","30","40","40"
"2016","16-34 y.","secondary school degree","36.42","39.5","851","35.83","37.01","30","35","40","40"
"2016","35-65 y.","college entrance qualification","34.78","39","2902","34.44","35.12","20","30","40","40"
"2016","35-65 y.","lower secondary degree","33.13","38","1691","32.62","33.64","15","28","40","40"
"2016","35-65 y.","no degree/no degree yet","30.98","35.21","135","28.75","33.21","10","24","40","40"
"2016","35-65 y.","Other degree","32.25","38.5","1418","31.67","32.83","12.5","25","40","40"
"2016","35-65 y.","secondary school degree","33.98","38.5","3064","33.63","34.33","20","30","40","40"
"2016","66 and older","college entrance qualification","","","","","","","","",""
"2016","66 and older","lower secondary degree","10.67","8.65","53","8.47","12.87","5","8","12","16"
"2016","66 and older","no degree/no degree yet","","","","","","","","",""
"2016","66 and older","Other degree","","","","","","","","",""
"2016","66 and older","secondary school degree","14.53","12","30","10.55","18.51","7.5","10","16","24"
"2017","16-34 y.","college entrance qualification","33.41","39","1329","32.81","34.01","15","30","40","40"
"2017","16-34 y.","lower secondary degree","35.67","39","522","34.86","36.48","20","35","40","40.2000007629395"
"2017","16-34 y.","no degree/no degree yet","24.91","30","172","22.84","26.98","4","10","40","40"
"2017","16-34 y.","Other degree","33.54","40","526","32.51","34.57","11","30","40","40"
"2017","16-34 y.","secondary school degree","36.4","40","994","35.88","36.92","24","37","40","40"
"2017","35-65 y.","college entrance qualification","34.71","39","3380","34.4","35.02","20","30","40","40"
"2017","35-65 y.","lower secondary degree","33.6","38","1851","33.11","34.09","16","30","40","40"
"2017","35-65 y.","no degree/no degree yet","31.63","37","188","29.8","33.46","12.5","24","40","40"
"2017","35-65 y.","Other degree","32.64","38","1522","32.08","33.2","15","25","40","40"
"2017","35-65 y.","secondary school degree","33.82","38.5","3601","33.5","34.14","20","30","40","40"
"2017","66 and older","college entrance qualification","13.41","10","32","9.08","17.74","5","8","16","25"
"2017","66 and older","lower secondary degree","10.88","10","62","9.02","12.74","2.79999995231628","6","12","19.2999992370605"
"2017","66 and older","no degree/no degree yet","","","","","","","","",""
"2017","66 and older","Other degree","","","","","","","","",""
"2017","66 and older","secondary school degree","16.61","12","40","13.26","19.96","5","8","24","40"
"2018","16-34 y.","college entrance qualification","32.93","39","1318","32.32","33.54","12","30","40","40"
"2018","16-34 y.","lower secondary degree","35.25","39.13","505","34.42","36.08","20","35","40","40"
"2018","16-34 y.","no degree/no degree yet","26.36","35","240","24.6","28.12","3","10","40","40"
"2018","16-34 y.","Other degree","34.39","40","597","33.5","35.28","18","30","40","40"
"2018","16-34 y.","secondary school degree","36.25","39","907","35.69","36.81","25","35","40","40"
"2018","35-65 y.","college entrance qualification","34.91","39","3219","34.6","35.22","20","30","40","40"
"2018","35-65 y.","lower secondary degree","33.33","38","1709","32.83","33.83","16","30","40","40"
"2018","35-65 y.","no degree/no degree yet","30.02","37.5","216","28.29","31.75","10","20","40","40"
"2018","35-65 y.","Other degree","32.9","38.38","1581","32.36","33.44","16","27","40","40"
"2018","35-65 y.","secondary school degree","33.77","38","3459","33.45","34.09","20","30","40","40"
"2018","66 and older","college entrance qualification","16.33","12","39","12.52","20.14","6","10","20","38.5"
"2018","66 and older","lower secondary degree","10.34","10","80","8.53","12.15","3","6","12","18"
"2018","66 and older","no degree/no degree yet","","","","","","","","",""
"2018","66 and older","Other degree","","","","","","","","",""
"2018","66 and older","secondary school degree","14.23","12","43","11.6","16.86","4","8","15","37"
"2019","16-34 y.","college entrance qualification","33.9","39","1280","33.29","34.51","16","30","40","40"
"2019","16-34 y.","lower secondary degree","35.95","39","429","35.06","36.84","20","35","40","40"
"2019","16-34 y.","no degree/no degree yet","31.19","39.33","248","29.54","32.84","8","20","40","40"
"2019","16-34 y.","Other degree","34.53","40","539","33.6","35.46","20","30","40","40"
"2019","16-34 y.","secondary school degree","36.51","39","825","36.02","37","28","36","40","40"
"2019","35-65 y.","college entrance qualification","34.68","39","3282","34.37","34.99","20","30","40","40"
"2019","35-65 y.","lower secondary degree","33.36","38","1504","32.83","33.89","16","30","40","40"
"2019","35-65 y.","no degree/no degree yet","29.47","34.87","260","28.03","30.91","15","20","40","40"
"2019","35-65 y.","Other degree","33.65","38","1436","33.09","34.21","17","30","40","40"
"2019","35-65 y.","secondary school degree","33.67","38","3283","33.35","33.99","20","30","40","40"
"2019","66 and older","college entrance qualification","16.33","12","51","12.95","19.71","7","8","20","35"
"2019","66 and older","lower secondary degree","12.78","10","69","10.14","15.42","5","8","12","30"
"2019","66 and older","no degree/no degree yet","","","","","","","","",""
"2019","66 and older","Other degree","","","","","","","","",""
"2019","66 and older","secondary school degree","16.75","11.57","51","13.09","20.41","6","8","25","40"
