"plh0112","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1992","East Germany","Male","139","0.0869486264540318","0.0742593437350743","0.0996379091729894"
"Quite unimportant","1992","East Germany","Female","166","0.104886761186748","0.0917504243577107","0.118023098015785"
"Very important","1993","West Germany","Male","","","",""
"Very important","1993","West Germany","Female","","","",""
"Very important","1993","East Germany","Male","","","",""
"Very important","1993","East Germany","Female","","","",""
"Important","1993","West Germany","Male","","","",""
"Important","1993","West Germany","Female","","","",""
"Important","1993","East Germany","Male","","","",""
"Important","1993","East Germany","Female","","","",""
"Less important","1993","West Germany","Male","","","",""
"Less important","1993","West Germany","Female","","","",""
"Less important","1993","East Germany","Male","","","",""
"Less important","1993","East Germany","Female","","","",""
"Quite unimportant","1993","West Germany","Male","","","",""
"Quite unimportant","1993","West Germany","Female","","","",""
"Quite unimportant","1993","East Germany","Male","","","",""
"Quite unimportant","1993","East Germany","Female","","","",""
"Very important","1994","West Germany","Male","","","",""
"Very important","1994","West Germany","Female","","","",""
"Very important","1994","East Germany","Male","","","",""
"Very important","1994","East Germany","Female","","","",""
"Important","1994","West Germany","Male","","","",""
"Important","1994","West Germany","Female","","","",""
"Important","1994","East Germany","Male","","","",""
"Important","1994","East Germany","Female","","","",""
"Less important","1994","West Germany","Male","","","",""
"Less important","1994","West Germany","Female","","","",""
"Less important","1994","East Germany","Male","","","",""
"Less important","1994","East Germany","Female","","","",""
"Quite unimportant","1994","West Germany","Male","","","",""
"Quite unimportant","1994","West Germany","Female","","","",""
"Quite unimportant","1994","East Germany","Male","","","",""
"Quite unimportant","1994","East Germany","Female","","","",""
"Very important","1995","West Germany","Male","326","0.0908908913250362","0.0814995991233233","0.100282183526749"
"Very important","1995","West Germany","Female","419","0.106858883405392","0.0972477877646735","0.11646997904611"
"Very important","1995","East Germany","Male","129","0.0819932859407198","0.0691097198352794","0.0948768520461602"
"Very important","1995","East Germany","Female","184","0.0985137859220945","0.0852356944567612","0.111791877387428"
"Important","1995","West Germany","Male","1359","0.378387378328752","0.362542627992111","0.394232128665393"
"Important","1995","West Germany","Female","1434","0.353058276549825","0.3381899078991","0.36792664520055"
"Important","1995","East Germany","Male","638","0.36566181037512","0.343045370233061","0.388278250517179"
"Important","1995","East Germany","Female","726","0.349246776815966","0.328005433730288","0.370488119901644"
"Less important","1995","West Germany","Male","1530","0.418064497008343","0.401950019136057","0.434178974880629"
"Less important","1995","West Germany","Female","1607","0.400651580518453","0.385406467303237","0.415896693733669"
"Less important","1995","East Germany","Male","834","0.465956399835828","0.442531107805596","0.48938169186606"
"Less important","1995","East Germany","Female","858","0.428519338268095","0.406470100098774","0.450568576437416"
"Quite unimportant","1995","West Germany","Male","384","0.112657233337869","0.102327659244262","0.122986807431476"
"Quite unimportant","1995","West Germany","Female","509","0.13943125952633","0.128654693350976","0.150207825701684"
"Quite unimportant","1995","East Germany","Male","141","0.0863885038483322","0.0731958317016264","0.0995811759950379"
"Quite unimportant","1995","East Germany","Female","167","0.123720098993844","0.109049455586823","0.138390742400865"
"Very important","1996","West Germany","Male","","","",""
"Very important","1996","West Germany","Female","","","",""
"Very important","1996","East Germany","Male","","","",""
"Very important","1996","East Germany","Female","","","",""
"Important","1996","West Germany","Male","","","",""
"Important","1996","West Germany","Female","","","",""
"Important","1996","East Germany","Male","","","",""
"Important","1996","East Germany","Female","","","",""
"Less important","1996","West Germany","Male","","","",""
"Less important","1996","West Germany","Female","","","",""
"Less important","1996","East Germany","Male","","","",""
"Less important","1996","East Germany","Female","","","",""
"Quite unimportant","1996","West Germany","Male","","","",""
"Quite unimportant","1996","West Germany","Female","","","",""
"Quite unimportant","1996","East Germany","Male","","","",""
"Quite unimportant","1996","East Germany","Female","","","",""
"Very important","1997","West Germany","Male","","","",""
"Very important","1997","West Germany","Female","","","",""
"Very important","1997","East Germany","Male","","","",""
"Very important","1997","East Germany","Female","","","",""
"Important","1997","West Germany","Male","","","",""
"Important","1997","West Germany","Female","","","",""
"Important","1997","East Germany","Male","","","",""
"Important","1997","East Germany","Female","","","",""
"Less important","1997","West Germany","Male","","","",""
"Less important","1997","West Germany","Female","","","",""
"Less important","1997","East Germany","Male","","","",""
"Less important","1997","East Germany","Female","","","",""
"Quite unimportant","1997","West Germany","Male","","","",""
"Quite unimportant","1997","West Germany","Female","","","",""
"Quite unimportant","1997","East Germany","Male","","","",""
"Quite unimportant","1997","East Germany","Female","","","",""
"Very important","1998","West Germany","Male","","","",""
"Very important","1998","West Germany","Female","","","",""
"Very important","1998","East Germany","Male","","","",""
"Very important","1998","East Germany","Female","","","",""
"Important","1998","West Germany","Male","","","",""
"Important","1998","West Germany","Female","","","",""
"Important","1998","East Germany","Male","","","",""
"Important","1998","East Germany","Female","","","",""
"Less important","1998","West Germany","Male","","","",""
"Less important","1998","West Germany","Female","","","",""
"Less important","1998","East Germany","Male","","","",""
"Less important","1998","East Germany","Female","","","",""
"Quite unimportant","1998","West Germany","Male","","","",""
"Quite unimportant","1998","West Germany","Female","","","",""
"Quite unimportant","1998","East Germany","Male","","","",""
"Quite unimportant","1998","East Germany","Female","","","",""
"Very important","1999","West Germany","Male","","","",""
"Very important","1999","West Germany","Female","","","",""
"Very important","1999","East Germany","Male","","","",""
"Very important","1999","East Germany","Female","","","",""
"Important","1999","West Germany","Male","","","",""
"Important","1999","West Germany","Female","","","",""
"Important","1999","East Germany","Male","","","",""
"Important","1999","East Germany","Female","","","",""
"Less important","1999","West Germany","Male","","","",""
"Less important","1999","West Germany","Female","","","",""
"Less important","1999","East Germany","Male","","","",""
"Less important","1999","East Germany","Female","","","",""
"Quite unimportant","1999","West Germany","Male","","","",""
"Quite unimportant","1999","West Germany","Female","","","",""
"Quite unimportant","1999","East Germany","Male","","","",""
"Quite unimportant","1999","East Germany","Female","","","",""
"Very important","2000","West Germany","Male","","","",""
"Very important","2000","West Germany","Female","","","",""
"Very important","2000","East Germany","Male","","","",""
"Very important","2000","East Germany","Female","","","",""
"Important","2000","West Germany","Male","","","",""
"Important","2000","West Germany","Female","","","",""
"Important","2000","East Germany","Male","","","",""
"Important","2000","East Germany","Female","","","",""
"Less important","2000","West Germany","Male","","","",""
"Less important","2000","West Germany","Female","","","",""
"Less important","2000","East Germany","Male","","","",""
"Less important","2000","East Germany","Female","","","",""
"Quite unimportant","2000","West Germany","Male","","","",""
"Quite unimportant","2000","West Germany","Female","","","",""
"Quite unimportant","2000","East Germany","Male","","","",""
"Quite unimportant","2000","East Germany","Female","","","",""
"Very important","2001","West Germany","Male","","","",""
"Very important","2001","West Germany","Female","","","",""
"Very important","2001","East Germany","Male","","","",""
"Very important","2001","East Germany","Female","","","",""
"Important","2001","West Germany","Male","","","",""
"Important","2001","West Germany","Female","","","",""
"Important","2001","East Germany","Male","","","",""
"Important","2001","East Germany","Female","","","",""
"Less important","2001","West Germany","Male","","","",""
"Less important","2001","West Germany","Female","","","",""
"Less important","2001","East Germany","Male","","","",""
"Less important","2001","East Germany","Female","","","",""
"Quite unimportant","2001","West Germany","Male","","","",""
"Quite unimportant","2001","West Germany","Female","","","",""
"Quite unimportant","2001","East Germany","Male","","","",""
"Quite unimportant","2001","East Germany","Female","","","",""
"Very important","2002","West Germany","Male","","","",""
"Very important","2002","West Germany","Female","","","",""
"Very important","2002","East Germany","Male","","","",""
"Very important","2002","East Germany","Female","","","",""
"Important","2002","West Germany","Male","","","",""
"Important","2002","West Germany","Female","","","",""
"Important","2002","East Germany","Male","","","",""
"Important","2002","East Germany","Female","","","",""
"Less important","2002","West Germany","Male","","","",""
"Less important","2002","West Germany","Female","","","",""
"Less important","2002","East Germany","Male","","","",""
"Less important","2002","East Germany","Female","","","",""
"Quite unimportant","2002","West Germany","Male","","","",""
"Quite unimportant","2002","West Germany","Female","","","",""
"Quite unimportant","2002","East Germany","Male","","","",""
"Quite unimportant","2002","East Germany","Female","","","",""
"Very important","2003","West Germany","Male","","","",""
"Very important","2003","West Germany","Female","","","",""
"Very important","2003","East Germany","Male","","","",""
"Very important","2003","East Germany","Female","","","",""
"Important","2003","West Germany","Male","","","",""
"Important","2003","West Germany","Female","","","",""
"Important","2003","East Germany","Male","","","",""
"Important","2003","East Germany","Female","","","",""
"Less important","2003","West Germany","Male","","","",""
"Less important","2003","West Germany","Female","","","",""
"Less important","2003","East Germany","Male","","","",""
"Less important","2003","East Germany","Female","","","",""
"Quite unimportant","2003","West Germany","Male","","","",""
"Quite unimportant","2003","West Germany","Female","","","",""
"Quite unimportant","2003","East Germany","Male","","","",""
"Quite unimportant","2003","East Germany","Female","","","",""
"Very important","2004","West Germany","Male","806","0.0986554745652647","0.0920764643553749","0.105234484775155"
"Very important","2004","West Germany","Female","868","0.0999934645944655","0.0936160115780092","0.106370917610922"
"Very important","2004","East Germany","Male","217","0.0897679880320549","0.0785740983064971","0.100961877757613"
"Very important","2004","East Germany","Female","228","0.0905371589971805","0.0797810610887344","0.101293256905627"
"Important","2004","West Germany","Male","2939","0.365086803359938","0.354464717753646","0.375708888966231"
"Important","2004","West Germany","Female","3070","0.343013749872845","0.332921859294289","0.3531056404514"
"Important","2004","East Germany","Male","856","0.322429646322803","0.304125945556958","0.340733347088648"
"Important","2004","East Germany","Female","953","0.325452676207906","0.307889665291805","0.343015687124008"
"Less important","2004","West Germany","Male","3286","0.417839664886913","0.406958367220092","0.428720962553734"
"Less important","2004","West Germany","Female","3499","0.409428981150269","0.3989754267421","0.419882535558438"
"Less important","2004","East Germany","Male","1176","0.466643795098575","0.447107345125747","0.486180245071402"
"Less important","2004","East Germany","Female","1256","0.449905503301457","0.431257680282966","0.468553326319948"
"Quite unimportant","2004","West Germany","Male","861","0.118418057187884","0.111289611228611","0.125546503147157"
"Quite unimportant","2004","West Germany","Female","1063","0.147563804382421","0.140024010199","0.155103598565842"
"Quite unimportant","2004","East Germany","Male","256","0.121158570546567","0.10838016823491","0.133936972858224"
"Quite unimportant","2004","East Germany","Female","297","0.134104661493456","0.121331350861111","0.146877972125801"
"Very important","2005","West Germany","Male","","","",""
"Very important","2005","West Germany","Female","","","",""
"Very important","2005","East Germany","Male","","","",""
"Very important","2005","East Germany","Female","","","",""
"Important","2005","West Germany","Male","","","",""
"Important","2005","West Germany","Female","","","",""
"Important","2005","East Germany","Male","","","",""
"Important","2005","East Germany","Female","","","",""
"Less important","2005","West Germany","Male","","","",""
"Less important","2005","West Germany","Female","","","",""
"Less important","2005","East Germany","Male","","","",""
"Less important","2005","East Germany","Female","","","",""
"Quite unimportant","2005","West Germany","Male","","","",""
"Quite unimportant","2005","West Germany","Female","","","",""
"Quite unimportant","2005","East Germany","Male","","","",""
"Quite unimportant","2005","East Germany","Female","","","",""
"Very important","2006","West Germany","Male","","","",""
"Very important","2006","West Germany","Female","","","",""
"Very important","2006","East Germany","Male","","","",""
"Very important","2006","East Germany","Female","","","",""
"Important","2006","West Germany","Male","","","",""
"Important","2006","West Germany","Female","","","",""
"Important","2006","East Germany","Male","","","",""
"Important","2006","East Germany","Female","","","",""
"Less important","2006","West Germany","Male","","","",""
"Less important","2006","West Germany","Female","","","",""
"Less important","2006","East Germany","Male","","","",""
"Less important","2006","East Germany","Female","","","",""
"Quite unimportant","2006","West Germany","Male","","","",""
"Quite unimportant","2006","West Germany","Female","","","",""
"Quite unimportant","2006","East Germany","Male","","","",""
"Quite unimportant","2006","East Germany","Female","","","",""
"Very important","2007","West Germany","Male","","","",""
"Very important","2007","West Germany","Female","","","",""
"Very important","2007","East Germany","Male","","","",""
"Very important","2007","East Germany","Female","","","",""
"Important","2007","West Germany","Male","","","",""
"Important","2007","West Germany","Female","","","",""
"Important","2007","East Germany","Male","","","",""
"Important","2007","East Germany","Female","","","",""
"Less important","2007","West Germany","Male","","","",""
"Less important","2007","West Germany","Female","","","",""
"Less important","2007","East Germany","Male","","","",""
"Less important","2007","East Germany","Female","","","",""
"Quite unimportant","2007","West Germany","Male","","","",""
"Quite unimportant","2007","West Germany","Female","","","",""
"Quite unimportant","2007","East Germany","Male","","","",""
"Quite unimportant","2007","East Germany","Female","","","",""
"Very important","2008","West Germany","Male","592","0.0930545236944495","0.0862073501792491","0.0999016972096499"
"Very important","2008","West Germany","Female","662","0.08201185529885","0.0758636856209589","0.0881600249767411"
"Very important","2008","East Germany","Male","158","0.0778167166309408","0.0668759892641484","0.0887574439977332"
"Very important","2008","East Germany","Female","152","0.0610295154208238","0.0515966383518687","0.0704623924897788"
"Important","2008","West Germany","Male","2435","0.335490896853298","0.324362237819117","0.346619555887479"
"Important","2008","West Germany","Female","2621","0.326091416230784","0.31558730849222","0.336595523969349"
"Important","2008","East Germany","Male","718","0.315685313868299","0.296702690043791","0.334667937692807"
"Important","2008","East Germany","Female","797","0.309377538621264","0.291163217758468","0.32759185948406"
"Less important","2008","West Germany","Male","2964","0.429490860015029","0.417823831344792","0.441157888685265"
"Less important","2008","West Germany","Female","3270","0.428513877190008","0.417425339423023","0.439602414956993"
"Less important","2008","East Germany","Male","1086","0.445974702776366","0.425673534452331","0.466275871100401"
"Less important","2008","East Germany","Female","1192","0.474370971046066","0.454694511059487","0.494047431032645"
"Quite unimportant","2008","West Germany","Male","924","0.141963719437224","0.13373762844223","0.150189810432218"
"Quite unimportant","2008","West Germany","Female","1098","0.163382851280358","0.155098555304807","0.171667147255908"
"Quite unimportant","2008","East Germany","Male","341","0.160523266724394","0.145530753223867","0.175515780224921"
"Quite unimportant","2008","East Germany","Female","333","0.155221974911846","0.140952889096926","0.169491060726766"
"Very important","2009","West Germany","Male","","","",""
"Very important","2009","West Germany","Female","","","",""
"Very important","2009","East Germany","Male","","","",""
"Very important","2009","East Germany","Female","","","",""
"Important","2009","West Germany","Male","","","",""
"Important","2009","West Germany","Female","","","",""
"Important","2009","East Germany","Male","","","",""
"Important","2009","East Germany","Female","","","",""
"Less important","2009","West Germany","Male","","","",""
"Less important","2009","West Germany","Female","","","",""
"Less important","2009","East Germany","Male","","","",""
"Less important","2009","East Germany","Female","","","",""
"Quite unimportant","2009","West Germany","Male","","","",""
"Quite unimportant","2009","West Germany","Female","","","",""
"Quite unimportant","2009","East Germany","Male","","","",""
"Quite unimportant","2009","East Germany","Female","","","",""
"Very important","2010","West Germany","Male","246","0.112722486498532","0.100184364020413","0.12526060897665"
"Very important","2010","West Germany","Female","337","0.101819463037935","0.0918164715914645","0.111822454484406"
"Very important","2010","East Germany","Male","62","0.131120668492281","0.102275669402796","0.159965667581766"
"Very important","2010","East Germany","Female","64","0.0905940174405227","0.0709721270556681","0.110215907825377"
"Important","2010","West Germany","Male","901","0.3768580915533","0.357645767975762","0.396070415130838"
"Important","2010","West Germany","Female","1154","0.347176970859408","0.331429679454071","0.362924262264745"
"Important","2010","East Germany","Male","160","0.311132314096708","0.271568724791857","0.350695903401558"
"Important","2010","East Germany","Female","272","0.352324686230446","0.3196687310544","0.384980641406493"
"Less important","2010","West Germany","Male","1066","0.426142844781206","0.40653738683056","0.445748302731851"
"Less important","2010","West Germany","Female","1604","0.433458756574347","0.417067119402877","0.449850393745818"
"Less important","2010","East Germany","Male","233","0.423435030274963","0.381209730926599","0.465660329623327"
"Less important","2010","East Germany","Female","376","0.434297199606745","0.400412794832955","0.468181604380534"
"Quite unimportant","2010","West Germany","Male","231","0.0842765771669632","0.0732628808841643","0.095290273449762"
"Quite unimportant","2010","West Germany","Female","416","0.117544809528309","0.106891593458383","0.128198025598235"
"Quite unimportant","2010","East Germany","Male","71","0.134311987136048","0.105171734801001","0.163452239471096"
"Quite unimportant","2010","East Germany","Female","110","0.122784096722286","0.100348558617469","0.145219634827103"
"Very important","2011","West Germany","Male","","","",""
"Very important","2011","West Germany","Female","","","",""
"Very important","2011","East Germany","Male","","","",""
"Very important","2011","East Germany","Female","","","",""
"Important","2011","West Germany","Male","","","",""
"Important","2011","West Germany","Female","","","",""
"Important","2011","East Germany","Male","","","",""
"Important","2011","East Germany","Female","","","",""
"Less important","2011","West Germany","Male","","","",""
"Less important","2011","West Germany","Female","","","",""
"Less important","2011","East Germany","Male","","","",""
"Less important","2011","East Germany","Female","","","",""
"Quite unimportant","2011","West Germany","Male","","","",""
"Quite unimportant","2011","West Germany","Female","","","",""
"Quite unimportant","2011","East Germany","Male","","","",""
"Quite unimportant","2011","East Germany","Female","","","",""
"Very important","2012","West Germany","Male","1037","0.111500742165426","0.105251539878256","0.117749944452596"
"Very important","2012","West Germany","Female","1323","0.119169922276599","0.113306056449374","0.125033788103825"
"Very important","2012","East Germany","Male","247","0.0977939923230265","0.086844496250717","0.108743488395336"
"Very important","2012","East Germany","Female","268","0.087620427938848","0.0780687098382997","0.0971721460393963"
"Important","2012","West Germany","Male","3483","0.364342931216176","0.354788083191575","0.373897779240776"
"Important","2012","West Germany","Female","4033","0.352981448463887","0.344331989641961","0.361630907285812"
"Important","2012","East Germany","Male","941","0.336574898505718","0.319155947472622","0.353993849538815"
"Important","2012","East Germany","Female","1107","0.330234558670662","0.314346762387935","0.346122354953388"
"Less important","2012","West Germany","Male","4148","0.408148574466208","0.398390308287892","0.417906840644525"
"Less important","2012","West Germany","Female","4992","0.392943641596545","0.38410400792696","0.401783275266129"
"Less important","2012","East Germany","Male","1262","0.429498295013431","0.411251172742871","0.447745417283991"
"Less important","2012","East Germany","Female","1535","0.436632178267775","0.419877159323932","0.453387197211619"
"Quite unimportant","2012","West Germany","Male","1077","0.11600775215219","0.109649688032305","0.122365816272075"
"Quite unimportant","2012","West Germany","Female","1379","0.13490498766297","0.128721969307516","0.141088006018423"
"Quite unimportant","2012","East Germany","Male","377","0.136132814157825","0.123491562221812","0.148774066093837"
"Quite unimportant","2012","East Germany","Female","456","0.145512835122715","0.133600567048442","0.157425103196988"
"Very important","2013","West Germany","Male","","","",""
"Very important","2013","West Germany","Female","","","",""
"Very important","2013","East Germany","Male","","","",""
"Very important","2013","East Germany","Female","","","",""
"Important","2013","West Germany","Male","","","",""
"Important","2013","West Germany","Female","","","",""
"Important","2013","East Germany","Male","","","",""
"Important","2013","East Germany","Female","","","",""
"Less important","2013","West Germany","Male","","","",""
"Less important","2013","West Germany","Female","","","",""
"Less important","2013","East Germany","Male","","","",""
"Less important","2013","East Germany","Female","","","",""
"Quite unimportant","2013","West Germany","Male","","","",""
"Quite unimportant","2013","West Germany","Female","","","",""
"Quite unimportant","2013","East Germany","Male","","","",""
"Quite unimportant","2013","East Germany","Female","","","",""
"Very important","2014","West Germany","Male","","","",""
"Very important","2014","West Germany","Female","","","",""
"Very important","2014","East Germany","Male","","","",""
"Very important","2014","East Germany","Female","","","",""
"Important","2014","West Germany","Male","","","",""
"Important","2014","West Germany","Female","","","",""
"Important","2014","East Germany","Male","","","",""
"Important","2014","East Germany","Female","","","",""
"Less important","2014","West Germany","Male","","","",""
"Less important","2014","West Germany","Female","","","",""
"Less important","2014","East Germany","Male","","","",""
"Less important","2014","East Germany","Female","","","",""
"Quite unimportant","2014","West Germany","Male","","","",""
"Quite unimportant","2014","West Germany","Female","","","",""
"Quite unimportant","2014","East Germany","Male","","","",""
"Quite unimportant","2014","East Germany","Female","","","",""
"Very important","2015","West Germany","Male","","","",""
"Very important","2015","West Germany","Female","","","",""
"Very important","2015","East Germany","Male","","","",""
"Very important","2015","East Germany","Female","","","",""
"Important","2015","West Germany","Male","","","",""
"Important","2015","West Germany","Female","","","",""
"Important","2015","East Germany","Male","","","",""
"Important","2015","East Germany","Female","","","",""
"Less important","2015","West Germany","Male","","","",""
"Less important","2015","West Germany","Female","","","",""
"Less important","2015","East Germany","Male","","","",""
"Less important","2015","East Germany","Female","","","",""
"Quite unimportant","2015","West Germany","Male","","","",""
"Quite unimportant","2015","West Germany","Female","","","",""
"Quite unimportant","2015","East Germany","Male","","","",""
"Quite unimportant","2015","East Germany","Female","","","",""
"Very important","2016","West Germany","Male","1096","0.129624797411152","0.122631145339885","0.136618449482419"
"Very important","2016","West Germany","Female","1419","0.133662293664876","0.127135120925097","0.140189466404654"
"Very important","2016","East Germany","Male","223","0.104200432739479","0.0916980851293697","0.116702780349589"
"Very important","2016","East Germany","Female","268","0.0919966236813694","0.0812237839384401","0.102769463424299"
"Important","2016","West Germany","Male","3425","0.376266653628518","0.366179838298566","0.386353468958469"
"Important","2016","West Germany","Female","3871","0.351105923424133","0.341950403202159","0.360261443646107"
"Important","2016","East Germany","Male","763","0.333064423481714","0.313777744609204","0.352351102354224"
"Important","2016","East Germany","Female","909","0.355870550153842","0.338024869136553","0.373716231171131"
"Less important","2016","West Germany","Male","3474","0.387366316246747","0.377223277482281","0.397509355011212"
"Less important","2016","West Germany","Female","4080","0.393379358360414","0.384009318918677","0.402749397802151"
"Less important","2016","East Germany","Male","1018","0.432476218269409","0.412202914295522","0.452749522243296"
"Less important","2016","East Germany","Female","1203","0.405160788574816","0.386862350456164","0.423459226693467"
"Quite unimportant","2016","West Germany","Male","866","0.106742232713583","0.100312939024665","0.113171526402502"
"Quite unimportant","2016","West Germany","Female","1071","0.121852424550577","0.115577942461605","0.12812690663955"
"Quite unimportant","2016","East Germany","Male","290","0.130258925509398","0.116485241344717","0.144032609674079"
"Quite unimportant","2016","East Germany","Female","385","0.146972037589973","0.133774299223107","0.160169775956839"
