"plh0112","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very important","1991","direct migration background","East Germany","","","","","1"
"Very important","1991","indirect migration background","West Germany","","","","","1"
"Very important","1991","indirect migration background","East Germany","","","","","1"
"Important","1992","no migration background","East Germany","1577","0.404227385018434","0.388681506812287","0.41977326322458","2"
"Important","1992","no migration background","West Germany","2433","0.37185349777598","0.360122344707195","0.383584650844765","2"
"Important","1992","direct migration background","West Germany","187","0.428037740414661","0.3813251260707","0.474750354758622","2"
"Important","1992","direct migration background","East Germany","59","0.415069020922081","0.335143746709191","0.494994295134971","2"
"Important","1992","indirect migration background","West Germany","29","","","","2"
"Important","1992","indirect migration background","East Germany","3","","","","2"
"Less important","1992","no migration background","West Germany","2533","0.37771812464967","0.365950148447426","0.389486100851914","3"
"Less important","1992","no migration background","East Germany","1554","0.387058115105508","0.371628330449944","0.402487899761072","3"
"Less important","1992","direct migration background","West Germany","142","0.308844302254333","0.265226156534356","0.35246244797431","3"
"Less important","1992","direct migration background","East Germany","55","0.363944976524113","0.28590145255725","0.441988500490975","3"
"Less important","1992","indirect migration background","West Germany","25","","","","3"
"Less important","1992","indirect migration background","East Germany","3","","","","3"
"Quite unimportant","1992","no migration background","West Germany","746","0.125890246656489","0.11783825495826","0.133942238354718","4"
"Quite unimportant","1992","no migration background","East Germany","290","0.0950768585567653","0.0857849401924533","0.104368776921077","4"
"Quite unimportant","1992","direct migration background","West Germany","36","0.0941951808799526","0.0666185559947668","0.121771805765138","4"
"Quite unimportant","1992","direct migration background","East Germany","15","","","","4"
"Quite unimportant","1992","indirect migration background","West Germany","5","","","","4"
"Quite unimportant","1992","indirect migration background","East Germany","","","","","4"
"Very important","1992","no migration background","West Germany","808","0.124538130917862","0.116523305211948","0.132552956623775","1"
"Very important","1992","no migration background","East Germany","407","0.113637641319293","0.103583872743055","0.12369140989553","1"
"Very important","1992","direct migration background","West Germany","66","0.168922776451054","0.133549584437738","0.204295968464369","1"
"Very important","1992","direct migration background","East Germany","17","","","","1"
"Very important","1992","indirect migration background","West Germany","12","","","","1"
"Very important","1992","indirect migration background","East Germany","4","","","","1"
"Important","1993","no migration background","West Germany","","","","","2"
"Important","1993","no migration background","East Germany","","","","","2"
"Important","1993","direct migration background","West Germany","","","","","2"
"Important","1993","direct migration background","East Germany","","","","","2"
"Important","1993","indirect migration background","West Germany","","","","","2"
"Important","1993","indirect migration background","East Germany","","","","","2"
"Less important","1993","no migration background","East Germany","","","","","3"
"Less important","1993","no migration background","West Germany","","","","","3"
"Less important","1993","direct migration background","West Germany","","","","","3"
"Less important","1993","direct migration background","East Germany","","","","","3"
"Less important","1993","indirect migration background","West Germany","","","","","3"
"Less important","1993","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1993","no migration background","West Germany","","","","","4"
"Quite unimportant","1993","no migration background","East Germany","","","","","4"
"Quite unimportant","1993","direct migration background","West Germany","","","","","4"
"Quite unimportant","1993","direct migration background","East Germany","","","","","4"
"Quite unimportant","1993","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1993","indirect migration background","East Germany","","","","","4"
"Very important","1993","no migration background","West Germany","","","","","1"
"Very important","1993","no migration background","East Germany","","","","","1"
"Very important","1993","direct migration background","West Germany","","","","","1"
"Very important","1993","direct migration background","East Germany","","","","","1"
"Very important","1993","indirect migration background","West Germany","","","","","1"
"Very important","1993","indirect migration background","East Germany","","","","","1"
"Important","1994","no migration background","West Germany","","","","","2"
"Important","1994","no migration background","East Germany","","","","","2"
"Important","1994","direct migration background","West Germany","","","","","2"
"Important","1994","direct migration background","East Germany","","","","","2"
"Important","1994","indirect migration background","West Germany","","","","","2"
"Important","1994","indirect migration background","East Germany","","","","","2"
"Less important","1994","no migration background","West Germany","","","","","3"
"Less important","1994","no migration background","East Germany","","","","","3"
"Less important","1994","direct migration background","East Germany","","","","","3"
"Less important","1994","direct migration background","West Germany","","","","","3"
"Less important","1994","indirect migration background","West Germany","","","","","3"
"Less important","1994","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1994","no migration background","West Germany","","","","","4"
"Quite unimportant","1994","no migration background","East Germany","","","","","4"
"Quite unimportant","1994","direct migration background","West Germany","","","","","4"
"Quite unimportant","1994","direct migration background","East Germany","","","","","4"
"Quite unimportant","1994","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1994","indirect migration background","East Germany","","","","","4"
"Very important","1994","no migration background","West Germany","","","","","1"
"Very important","1994","no migration background","East Germany","","","","","1"
"Very important","1994","direct migration background","West Germany","","","","","1"
"Very important","1994","direct migration background","East Germany","","","","","1"
"Very important","1994","indirect migration background","West Germany","","","","","1"
"Very important","1994","indirect migration background","East Germany","","","","","1"
"Important","1995","no migration background","West Germany","2318","0.357063721716687","0.345362579142693","0.368764864290681","2"
"Important","1995","no migration background","East Germany","1304","0.357376801663551","0.341545444831284","0.373208158495817","2"
"Important","1995","direct migration background","East Germany","49","0.327591224433528","0.250123401590832","0.405059047276223","2"
"Important","1995","direct migration background","West Germany","418","0.409622511208326","0.379158446103894","0.440086576312759","2"
"Important","1995","indirect migration background","West Germany","57","0.517401944330247","0.430151101556175","0.604652787104319","2"
"Important","1995","indirect migration background","East Germany","11","","","","2"
"Less important","1995","no migration background","West Germany","2745","0.420837858196426","0.408781145140803","0.43289457125205","3"
"Less important","1995","no migration background","East Germany","1640","0.452349869771693","0.435907455290208","0.468792284253177","3"
"Less important","1995","direct migration background","West Germany","356","0.33707899318748","0.307795169259391","0.366362817115569","3"
"Less important","1995","direct migration background","East Germany","48","0.343825944785948","0.265425706164457","0.422226183407439","3"
"Less important","1995","indirect migration background","West Germany","36","0.242565758334971","0.167722957326086","0.317408559343856","3"
"Less important","1995","indirect migration background","East Germany","4","","","","3"
"Quite unimportant","1995","no migration background","West Germany","780","0.130138638957998","0.121921898073802","0.138355379842193","4"
"Quite unimportant","1995","no migration background","East Germany","280","0.0997986823172602","0.0898970000780948","0.109700364556426","4"
"Quite unimportant","1995","direct migration background","West Germany","103","0.107699727572509","0.0884956316108745","0.126903823534144","4"
"Quite unimportant","1995","direct migration background","East Germany","28","","","","4"
"Quite unimportant","1995","indirect migration background","West Germany","10","","","","4"
"Quite unimportant","1995","indirect migration background","East Germany","","","","","4"
"Very important","1995","no migration background","West Germany","598","0.0919597811288889","0.0849027351296309","0.0990168271281469","1"
"Very important","1995","no migration background","East Germany","296","0.0904746462474965","0.080998154012704","0.099951138482289","1"
"Very important","1995","direct migration background","West Germany","124","0.145598768031684","0.123749301626195","0.167448234437173","1"
"Very important","1995","direct migration background","East Germany","16","","","","1"
"Very important","1995","indirect migration background","West Germany","23","","","","1"
"Very important","1995","indirect migration background","East Germany","1","","","","1"
"Important","1996","no migration background","East Germany","","","","","2"
"Important","1996","no migration background","West Germany","","","","","2"
"Important","1996","direct migration background","East Germany","","","","","2"
"Important","1996","direct migration background","West Germany","","","","","2"
"Important","1996","indirect migration background","West Germany","","","","","2"
"Important","1996","indirect migration background","East Germany","","","","","2"
"Less important","1996","no migration background","East Germany","","","","","3"
"Less important","1996","no migration background","West Germany","","","","","3"
"Less important","1996","direct migration background","East Germany","","","","","3"
"Less important","1996","direct migration background","West Germany","","","","","3"
"Less important","1996","indirect migration background","West Germany","","","","","3"
"Less important","1996","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1996","no migration background","West Germany","","","","","4"
"Quite unimportant","1996","no migration background","East Germany","","","","","4"
"Quite unimportant","1996","direct migration background","West Germany","","","","","4"
"Quite unimportant","1996","direct migration background","East Germany","","","","","4"
"Quite unimportant","1996","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1996","indirect migration background","East Germany","","","","","4"
"Very important","1996","no migration background","West Germany","","","","","1"
"Very important","1996","no migration background","East Germany","","","","","1"
"Very important","1996","direct migration background","West Germany","","","","","1"
"Very important","1996","direct migration background","East Germany","","","","","1"
"Very important","1996","indirect migration background","West Germany","","","","","1"
"Very important","1996","indirect migration background","East Germany","","","","","1"
"Important","1997","no migration background","West Germany","","","","","2"
"Important","1997","no migration background","East Germany","","","","","2"
"Important","1997","direct migration background","East Germany","","","","","2"
"Important","1997","direct migration background","West Germany","","","","","2"
"Important","1997","indirect migration background","West Germany","","","","","2"
"Important","1997","indirect migration background","East Germany","","","","","2"
"Less important","1997","no migration background","West Germany","","","","","3"
"Less important","1997","no migration background","East Germany","","","","","3"
"Less important","1997","direct migration background","West Germany","","","","","3"
"Less important","1997","direct migration background","East Germany","","","","","3"
"Less important","1997","indirect migration background","West Germany","","","","","3"
"Less important","1997","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1997","no migration background","West Germany","","","","","4"
"Quite unimportant","1997","no migration background","East Germany","","","","","4"
"Quite unimportant","1997","direct migration background","West Germany","","","","","4"
"Quite unimportant","1997","direct migration background","East Germany","","","","","4"
"Quite unimportant","1997","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1997","indirect migration background","East Germany","","","","","4"
"Very important","1997","no migration background","West Germany","","","","","1"
"Very important","1997","no migration background","East Germany","","","","","1"
"Very important","1997","direct migration background","West Germany","","","","","1"
"Very important","1997","direct migration background","East Germany","","","","","1"
"Very important","1997","indirect migration background","West Germany","","","","","1"
"Very important","1997","indirect migration background","East Germany","","","","","1"
"Important","1998","no migration background","West Germany","","","","","2"
"Important","1998","no migration background","East Germany","","","","","2"
"Important","1998","direct migration background","East Germany","","","","","2"
"Important","1998","direct migration background","West Germany","","","","","2"
"Important","1998","indirect migration background","West Germany","","","","","2"
"Important","1998","indirect migration background","East Germany","","","","","2"
"Less important","1998","no migration background","West Germany","","","","","3"
"Less important","1998","no migration background","East Germany","","","","","3"
"Less important","1998","direct migration background","East Germany","","","","","3"
"Less important","1998","direct migration background","West Germany","","","","","3"
"Less important","1998","indirect migration background","West Germany","","","","","3"
"Less important","1998","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1998","no migration background","West Germany","","","","","4"
"Quite unimportant","1998","no migration background","East Germany","","","","","4"
"Quite unimportant","1998","direct migration background","West Germany","","","","","4"
"Quite unimportant","1998","direct migration background","East Germany","","","","","4"
"Quite unimportant","1998","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1998","indirect migration background","East Germany","","","","","4"
"Very important","1998","no migration background","West Germany","","","","","1"
"Very important","1998","no migration background","East Germany","","","","","1"
"Very important","1998","direct migration background","West Germany","","","","","1"
"Very important","1998","direct migration background","East Germany","","","","","1"
"Very important","1998","indirect migration background","West Germany","","","","","1"
"Very important","1998","indirect migration background","East Germany","","","","","1"
"Important","1999","no migration background","West Germany","","","","","2"
"Important","1999","no migration background","East Germany","","","","","2"
"Important","1999","direct migration background","West Germany","","","","","2"
"Important","1999","direct migration background","East Germany","","","","","2"
"Important","1999","indirect migration background","West Germany","","","","","2"
"Important","1999","indirect migration background","East Germany","","","","","2"
"Less important","1999","no migration background","West Germany","","","","","3"
"Less important","1999","no migration background","East Germany","","","","","3"
"Less important","1999","direct migration background","East Germany","","","","","3"
"Less important","1999","direct migration background","West Germany","","","","","3"
"Less important","1999","indirect migration background","West Germany","","","","","3"
"Less important","1999","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1999","no migration background","East Germany","","","","","4"
"Quite unimportant","1999","no migration background","West Germany","","","","","4"
"Quite unimportant","1999","direct migration background","West Germany","","","","","4"
"Quite unimportant","1999","direct migration background","East Germany","","","","","4"
"Quite unimportant","1999","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1999","indirect migration background","East Germany","","","","","4"
"Very important","1999","no migration background","West Germany","","","","","1"
"Very important","1999","no migration background","East Germany","","","","","1"
"Very important","1999","direct migration background","West Germany","","","","","1"
"Very important","1999","direct migration background","East Germany","","","","","1"
"Very important","1999","indirect migration background","West Germany","","","","","1"
"Very important","1999","indirect migration background","East Germany","","","","","1"
"Important","2000","no migration background","East Germany","","","","","2"
"Important","2000","no migration background","West Germany","","","","","2"
"Important","2000","direct migration background","West Germany","","","","","2"
"Important","2000","direct migration background","East Germany","","","","","2"
"Important","2000","indirect migration background","West Germany","","","","","2"
"Important","2000","indirect migration background","East Germany","","","","","2"
"Less important","2000","no migration background","East Germany","","","","","3"
"Less important","2000","no migration background","West Germany","","","","","3"
"Less important","2000","direct migration background","East Germany","","","","","3"
"Less important","2000","direct migration background","West Germany","","","","","3"
"Less important","2000","indirect migration background","West Germany","","","","","3"
"Less important","2000","indirect migration background","East Germany","","","","","3"
"Quite unimportant","2000","no migration background","East Germany","","","","","4"
"Quite unimportant","2000","no migration background","West Germany","","","","","4"
"Quite unimportant","2000","direct migration background","West Germany","","","","","4"
"Quite unimportant","2000","direct migration background","East Germany","","","","","4"
"Quite unimportant","2000","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2000","indirect migration background","East Germany","","","","","4"
"Very important","2000","no migration background","West Germany","","","","","1"
"Very important","2000","no migration background","East Germany","","","","","1"
"Very important","2000","direct migration background","West Germany","","","","","1"
"Very important","2000","direct migration background","East Germany","","","","","1"
"Very important","2000","indirect migration background","West Germany","","","","","1"
"Very important","2000","indirect migration background","East Germany","","","","","1"
"Important","2001","no migration background","West Germany","","","","","2"
"Important","2001","no migration background","East Germany","","","","","2"
"Important","2001","direct migration background","East Germany","","","","","2"
"Important","2001","direct migration background","West Germany","","","","","2"
"Important","2001","indirect migration background","West Germany","","","","","2"
"Important","2001","indirect migration background","East Germany","","","","","2"
"Less important","2001","no migration background","West Germany","","","","","3"
"Less important","2001","no migration background","East Germany","","","","","3"
"Less important","2001","direct migration background","East Germany","","","","","3"
"Less important","2001","direct migration background","West Germany","","","","","3"
"Less important","2001","indirect migration background","West Germany","","","","","3"
"Less important","2001","indirect migration background","East Germany","","","","","3"
"Quite unimportant","2001","no migration background","East Germany","","","","","4"
"Quite unimportant","2001","no migration background","West Germany","","","","","4"
"Quite unimportant","2001","direct migration background","East Germany","","","","","4"
"Quite unimportant","2001","direct migration background","West Germany","","","","","4"
"Quite unimportant","2001","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2001","indirect migration background","East Germany","","","","","4"
"Very important","2001","no migration background","West Germany","","","","","1"
"Very important","2001","no migration background","East Germany","","","","","1"
"Very important","2001","direct migration background","East Germany","","","","","1"
"Very important","2001","direct migration background","West Germany","","","","","1"
"Very important","2001","indirect migration background","East Germany","","","","","1"
"Very important","2001","indirect migration background","West Germany","","","","","1"
"Important","2002","no migration background","East Germany","","","","","2"
"Important","2002","no migration background","West Germany","","","","","2"
"Important","2002","direct migration background","West Germany","","","","","2"
"Important","2002","direct migration background","East Germany","","","","","2"
"Important","2002","indirect migration background","West Germany","","","","","2"
"Important","2002","indirect migration background","East Germany","","","","","2"
"Less important","2002","no migration background","West Germany","","","","","3"
"Less important","2002","no migration background","East Germany","","","","","3"
"Less important","2002","direct migration background","West Germany","","","","","3"
"Less important","2002","direct migration background","East Germany","","","","","3"
"Less important","2002","indirect migration background","West Germany","","","","","3"
"Less important","2002","indirect migration background","East Germany","","","","","3"
"Quite unimportant","2002","no migration background","West Germany","","","","","4"
"Quite unimportant","2002","no migration background","East Germany","","","","","4"
"Quite unimportant","2002","direct migration background","West Germany","","","","","4"
"Quite unimportant","2002","direct migration background","East Germany","","","","","4"
"Quite unimportant","2002","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2002","indirect migration background","East Germany","","","","","4"
"Very important","2002","no migration background","West Germany","","","","","1"
"Very important","2002","no migration background","East Germany","","","","","1"
"Very important","2002","direct migration background","West Germany","","","","","1"
"Very important","2002","direct migration background","East Germany","","","","","1"
"Very important","2002","indirect migration background","West Germany","","","","","1"
"Very important","2002","indirect migration background","East Germany","","","","","1"
"Important","2003","no migration background","West Germany","","","","","2"
"Important","2003","no migration background","East Germany","","","","","2"
"Important","2003","direct migration background","West Germany","","","","","2"
"Important","2003","direct migration background","East Germany","","","","","2"
"Important","2003","indirect migration background","West Germany","","","","","2"
"Important","2003","indirect migration background","East Germany","","","","","2"
"Less important","2003","no migration background","West Germany","","","","","3"
"Less important","2003","no migration background","East Germany","","","","","3"
"Less important","2003","direct migration background","West Germany","","","","","3"
"Less important","2003","direct migration background","East Germany","","","","","3"
"Less important","2003","indirect migration background","West Germany","","","","","3"
"Less important","2003","indirect migration background","East Germany","","","","","3"
"Quite unimportant","2003","no migration background","East Germany","","","","","4"
"Quite unimportant","2003","no migration background","West Germany","","","","","4"
"Quite unimportant","2003","direct migration background","East Germany","","","","","4"
"Quite unimportant","2003","direct migration background","West Germany","","","","","4"
"Quite unimportant","2003","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2003","indirect migration background","East Germany","","","","","4"
"Very important","2003","no migration background","West Germany","","","","","1"
"Very important","2003","no migration background","East Germany","","","","","1"
"Very important","2003","direct migration background","East Germany","","","","","1"
"Very important","2003","direct migration background","West Germany","","","","","1"
"Very important","2003","indirect migration background","East Germany","","","","","1"
"Very important","2003","indirect migration background","West Germany","","","","","1"
"Important","2004","no migration background","West Germany","4828","0.35238666535777","0.344235971864667","0.360537358850873","2"
"Important","2004","no migration background","East Germany","1759","0.323398727660883","0.310564466706636","0.336232988615131","2"
"Important","2004","direct migration background","West Germany","836","0.344462999482259","0.325577164092646","0.363348834871871","2"
"Important","2004","direct migration background","East Germany","37","0.326127428423642","0.234701378374674","0.41755347847261","2"
"Important","2004","indirect migration background","West Germany","345","0.416597331231514","0.38163955007919","0.451555112383838","2"
"Important","2004","indirect migration background","East Germany","13","","","","2"
"Less important","2004","no migration background","West Germany","5568","0.418284295466596","0.409868055465885","0.426700535467307","3"
"Less important","2004","no migration background","East Germany","2370","0.458326378495008","0.444655652557849","0.471997104432168","3"
"Less important","2004","direct migration background","West Germany","984","0.407655049632138","0.388125147627154","0.427184951637121","3"
"Less important","2004","direct migration background","East Germany","44","0.484366297932503","0.386902123042778","0.581830472822228","3"
"Less important","2004","indirect migration background","East Germany","18","","","","3"
"Less important","2004","indirect migration background","West Germany","233","0.340566664726574","0.306962900524229","0.374170428928919","3"
"Quite unimportant","2004","no migration background","West Germany","1470","0.132480896890541","0.126696699691267","0.138265094089815","4"
"Quite unimportant","2004","no migration background","East Germany","537","0.12798251839847","0.118816658208983","0.137148378587956","4"
"Quite unimportant","2004","direct migration background","West Germany","395","0.150929394095171","0.136702007809771","0.16515678038057","4"
"Quite unimportant","2004","direct migration background","East Germany","14","","","","4"
"Quite unimportant","2004","indirect migration background","West Germany","59","0.0842621522202197","0.0645650078711043","0.103959296569335","4"
"Quite unimportant","2004","indirect migration background","East Germany","2","","","","4"
"Very important","2004","no migration background","West Germany","1330","0.0968481422850927","0.0918020757261385","0.101894208844047","1"
"Very important","2004","no migration background","East Germany","437","0.0902923754456387","0.0824289501802084","0.0981558007110691","1"
"Very important","2004","direct migration background","West Germany","217","0.0969525567904333","0.0851927219418198","0.108712391639047","1"
"Very important","2004","direct migration background","East Germany","6","","","","1"
"Very important","2004","indirect migration background","West Germany","127","0.158573851821693","0.132672334766928","0.184475368876457","1"
"Very important","2004","indirect migration background","East Germany","2","","","","1"
"Important","2005","no migration background","West Germany","","","","","2"
"Important","2005","no migration background","East Germany","","","","","2"
"Important","2005","direct migration background","East Germany","","","","","2"
"Important","2005","direct migration background","West Germany","","","","","2"
"Important","2005","indirect migration background","West Germany","","","","","2"
"Important","2005","indirect migration background","East Germany","","","","","2"
"Less important","2005","no migration background","West Germany","","","","","3"
"Less important","2005","no migration background","East Germany","","","","","3"
"Less important","2005","direct migration background","East Germany","","","","","3"
"Less important","2005","direct migration background","West Germany","","","","","3"
"Less important","2005","indirect migration background","West Germany","","","","","3"
"Less important","2005","indirect migration background","East Germany","","","","","3"
"Quite unimportant","2005","no migration background","East Germany","","","","","4"
"Quite unimportant","2005","no migration background","West Germany","","","","","4"
"Quite unimportant","2005","direct migration background","East Germany","","","","","4"
"Quite unimportant","2005","direct migration background","West Germany","","","","","4"
"Quite unimportant","2005","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2005","indirect migration background","East Germany","","","","","4"
"Very important","2005","no migration background","West Germany","","","","","1"
"Very important","2005","no migration background","East Germany","","","","","1"
"Very important","2005","direct migration background","East Germany","","","","","1"
"Very important","2005","direct migration background","West Germany","","","","","1"
"Very important","2005","indirect migration background","East Germany","","","","","1"
"Very important","2005","indirect migration background","West Germany","","","","","1"
"Important","2006","no migration background","West Germany","","","","","2"
"Important","2006","no migration background","East Germany","","","","","2"
"Important","2006","direct migration background","East Germany","","","","","2"
"Important","2006","direct migration background","West Germany","","","","","2"
"Important","2006","indirect migration background","East Germany","","","","","2"
"Important","2006","indirect migration background","West Germany","","","","","2"
"Less important","2006","no migration background","West Germany","","","","","3"
"Less important","2006","no migration background","East Germany","","","","","3"
"Less important","2006","direct migration background","West Germany","","","","","3"
"Less important","2006","direct migration background","East Germany","","","","","3"
"Less important","2006","indirect migration background","East Germany","","","","","3"
"Less important","2006","indirect migration background","West Germany","","","","","3"
"Quite unimportant","2006","no migration background","West Germany","","","","","4"
"Quite unimportant","2006","no migration background","East Germany","","","","","4"
"Quite unimportant","2006","direct migration background","West Germany","","","","","4"
"Quite unimportant","2006","direct migration background","East Germany","","","","","4"
"Quite unimportant","2006","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2006","indirect migration background","East Germany","","","","","4"
"Very important","2006","no migration background","West Germany","","","","","1"
"Very important","2006","no migration background","East Germany","","","","","1"
"Very important","2006","direct migration background","West Germany","","","","","1"
"Very important","2006","direct migration background","East Germany","","","","","1"
"Very important","2006","indirect migration background","East Germany","","","","","1"
"Very important","2006","indirect migration background","West Germany","","","","","1"
"Important","2007","no migration background","West Germany","","","","","2"
"Important","2007","no migration background","East Germany","","","","","2"
"Important","2007","direct migration background","East Germany","","","","","2"
"Important","2007","direct migration background","West Germany","","","","","2"
"Important","2007","indirect migration background","West Germany","","","","","2"
"Important","2007","indirect migration background","East Germany","","","","","2"
"Less important","2007","no migration background","West Germany","","","","","3"
"Less important","2007","no migration background","East Germany","","","","","3"
"Less important","2007","direct migration background","West Germany","","","","","3"
"Less important","2007","direct migration background","East Germany","","","","","3"
"Less important","2007","indirect migration background","West Germany","","","","","3"
"Less important","2007","indirect migration background","East Germany","","","","","3"
"Quite unimportant","2007","no migration background","West Germany","","","","","4"
"Quite unimportant","2007","no migration background","East Germany","","","","","4"
"Quite unimportant","2007","direct migration background","West Germany","","","","","4"
"Quite unimportant","2007","direct migration background","East Germany","","","","","4"
"Quite unimportant","2007","indirect migration background","West Germany","","","","","4"
"Quite unimportant","2007","indirect migration background","East Germany","","","","","4"
"Very important","2007","no migration background","West Germany","","","","","1"
"Very important","2007","no migration background","East Germany","","","","","1"
"Very important","2007","direct migration background","West Germany","","","","","1"
"Very important","2007","direct migration background","East Germany","","","","","1"
"Very important","2007","indirect migration background","East Germany","","","","","1"
"Very important","2007","indirect migration background","West Germany","","","","","1"
"Important","2008","no migration background","West Germany","4160","0.321624064849739","0.313273702102082","0.329974427597396","2"
"Important","2008","no migration background","East Germany","1481","0.314021837830882","0.300686112700981","0.327357562960783","2"
"Important","2008","direct migration background","East Germany","18","","","","2"
"Important","2008","direct migration background","West Germany","594","0.349208435024838","0.327288768246523","0.371128101803152","2"
"Important","2008","indirect migration background","West Germany","302","0.409690988730609","0.373992302050274","0.445389675410945","2"
"Important","2008","indirect migration background","East Germany","16","","","","2"
"Less important","2008","no migration background","West Germany","5237","0.44092817474778","0.432052250529404","0.449804098966156","3"
"Less important","2008","no migration background","East Germany","2217","0.458096154198496","0.443780176794849","0.472412131602144","3"
"Less important","2008","direct migration background","East Germany","41","0.540362287408905","0.431830757605002","0.648893817212809","3"
"Less important","2008","direct migration background","West Germany","735","0.386022427123204","0.363637630666296","0.408407223580111","3"
"Less important","2008","indirect migration background","West Germany","262","0.374482055115249","0.339348692409649","0.40961541782085","3"
"Less important","2008","indirect migration background","East Germany","20","","","","3"
"Quite unimportant","2008","no migration background","West Germany","1613","0.152168473318636","0.145747320886143","0.158589625751129","4"
"Quite unimportant","2008","no migration background","East Germany","656","0.158218308254627","0.147732312659421","0.168704303849832","4"
"Quite unimportant","2008","direct migration background","West Germany","348","0.183755709525678","0.165948284413704","0.201563134637651","4"
"Quite unimportant","2008","direct migration background","East Germany","14","","","","4"
"Quite unimportant","2008","indirect migration background","West Germany","61","0.0812522579281199","0.0614187201167692","0.101085795739471","4"
"Quite unimportant","2008","indirect migration background","East Germany","4","","","","4"
"Very important","2008","no migration background","West Germany","1010","0.0852792870838448","0.0802862833088345","0.090272290858855","1"
"Very important","2008","no migration background","East Germany","299","0.0696636997159948","0.0623488599732352","0.0769785394587545","1"
"Very important","2008","direct migration background","West Germany","140","0.0810134283262812","0.0684674736107964","0.093559383041766","1"
"Very important","2008","direct migration background","East Germany","8","","","","1"
"Very important","2008","indirect migration background","West Germany","104","0.134574698226022","0.109801571272702","0.159347825179342","1"
"Very important","2008","indirect migration background","East Germany","3","","","","1"
"Important","2009","no migration background","West Germany","","","","","2"
