"plh0112","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Less important","1995","35-65 y.","no migration background","2405","0.454513565016324","0.440915794161526","0.468111335871123"
"Less important","1995","35-65 y.","direct migration background","243","0.377850365577228","0.339531037813914","0.416169693340541"
"Less important","1995","35-65 y.","indirect migration background","7","","",""
"Less important","1995","66 and older","no migration background","492","0.363260004207359","0.337226261876205","0.389293746538512"
"Less important","1995","66 and older","direct migration background","40","0.259162270899095","0.190402689174312","0.327921852623877"
"Less important","1995","66 and older","indirect migration background","","","",""
"Quite unimportant","1995","16-34 y.","no migration background","232","0.0640418222305078","0.0559296683220474","0.0721539761389682"
"Quite unimportant","1995","16-34 y.","direct migration background","16","","",""
"Quite unimportant","1995","16-34 y.","indirect migration background","6","","",""
"Quite unimportant","1995","35-65 y.","no migration background","483","0.0989839733726848","0.0908284654189334","0.107139481326436"
"Quite unimportant","1995","35-65 y.","direct migration background","68","0.112321547374989","0.0873658384780323","0.137277256271946"
"Quite unimportant","1995","35-65 y.","indirect migration background","2","","",""
"Quite unimportant","1995","66 and older","no migration background","345","0.271902412843873","0.247817334027204","0.295987491660543"
"Quite unimportant","1995","66 and older","direct migration background","47","0.277308721708453","0.207059104346374","0.347558339070532"
"Quite unimportant","1995","66 and older","indirect migration background","2","","",""
"Very important","1996","16-34 y.","no migration background","","","",""
"Very important","1996","16-34 y.","direct migration background","","","",""
"Very important","1996","16-34 y.","indirect migration background","","","",""
"Very important","1996","35-65 y.","no migration background","","","",""
"Very important","1996","35-65 y.","direct migration background","","","",""
"Very important","1996","35-65 y.","indirect migration background","","","",""
"Very important","1996","66 and older","no migration background","","","",""
"Very important","1996","66 and older","direct migration background","","","",""
"Very important","1996","66 and older","indirect migration background","","","",""
"Important","1996","16-34 y.","no migration background","","","",""
"Important","1996","16-34 y.","direct migration background","","","",""
"Important","1996","16-34 y.","indirect migration background","","","",""
"Important","1996","35-65 y.","no migration background","","","",""
"Important","1996","35-65 y.","direct migration background","","","",""
"Important","1996","35-65 y.","indirect migration background","","","",""
"Important","1996","66 and older","no migration background","","","",""
"Important","1996","66 and older","direct migration background","","","",""
"Important","1996","66 and older","indirect migration background","","","",""
"Less important","1996","16-34 y.","no migration background","","","",""
"Less important","1996","16-34 y.","direct migration background","","","",""
"Less important","1996","16-34 y.","indirect migration background","","","",""
"Less important","1996","35-65 y.","no migration background","","","",""
"Less important","1996","35-65 y.","direct migration background","","","",""
"Less important","1996","35-65 y.","indirect migration background","","","",""
"Less important","1996","66 and older","no migration background","","","",""
"Less important","1996","66 and older","direct migration background","","","",""
"Less important","1996","66 and older","indirect migration background","","","",""
"Quite unimportant","1996","16-34 y.","no migration background","","","",""
"Quite unimportant","1996","16-34 y.","direct migration background","","","",""
"Quite unimportant","1996","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1996","35-65 y.","no migration background","","","",""
"Quite unimportant","1996","35-65 y.","direct migration background","","","",""
"Quite unimportant","1996","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1996","66 and older","no migration background","","","",""
"Quite unimportant","1996","66 and older","direct migration background","","","",""
"Quite unimportant","1996","66 and older","indirect migration background","","","",""
"Very important","1997","16-34 y.","no migration background","","","",""
"Very important","1997","16-34 y.","direct migration background","","","",""
"Very important","1997","16-34 y.","indirect migration background","","","",""
"Very important","1997","35-65 y.","no migration background","","","",""
"Very important","1997","35-65 y.","direct migration background","","","",""
"Very important","1997","35-65 y.","indirect migration background","","","",""
"Very important","1997","66 and older","no migration background","","","",""
"Very important","1997","66 and older","direct migration background","","","",""
"Very important","1997","66 and older","indirect migration background","","","",""
"Important","1997","16-34 y.","no migration background","","","",""
"Important","1997","16-34 y.","direct migration background","","","",""
"Important","1997","16-34 y.","indirect migration background","","","",""
"Important","1997","35-65 y.","no migration background","","","",""
"Important","1997","35-65 y.","direct migration background","","","",""
"Important","1997","35-65 y.","indirect migration background","","","",""
"Important","1997","66 and older","no migration background","","","",""
"Important","1997","66 and older","direct migration background","","","",""
"Important","1997","66 and older","indirect migration background","","","",""
"Less important","1997","16-34 y.","no migration background","","","",""
"Less important","1997","16-34 y.","direct migration background","","","",""
"Less important","1997","16-34 y.","indirect migration background","","","",""
"Less important","1997","35-65 y.","no migration background","","","",""
"Less important","1997","35-65 y.","direct migration background","","","",""
"Less important","1997","35-65 y.","indirect migration background","","","",""
"Less important","1997","66 and older","no migration background","","","",""
"Less important","1997","66 and older","direct migration background","","","",""
"Less important","1997","66 and older","indirect migration background","","","",""
"Quite unimportant","1997","16-34 y.","no migration background","","","",""
"Quite unimportant","1997","16-34 y.","direct migration background","","","",""
"Quite unimportant","1997","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1997","35-65 y.","no migration background","","","",""
"Quite unimportant","1997","35-65 y.","direct migration background","","","",""
"Quite unimportant","1997","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1997","66 and older","no migration background","","","",""
"Quite unimportant","1997","66 and older","direct migration background","","","",""
"Quite unimportant","1997","66 and older","indirect migration background","","","",""
"Very important","1998","16-34 y.","no migration background","","","",""
"Very important","1998","16-34 y.","direct migration background","","","",""
"Very important","1998","16-34 y.","indirect migration background","","","",""
"Very important","1998","35-65 y.","no migration background","","","",""
"Very important","1998","35-65 y.","direct migration background","","","",""
"Very important","1998","35-65 y.","indirect migration background","","","",""
"Very important","1998","66 and older","no migration background","","","",""
"Very important","1998","66 and older","direct migration background","","","",""
"Very important","1998","66 and older","indirect migration background","","","",""
"Important","1998","16-34 y.","no migration background","","","",""
"Important","1998","16-34 y.","direct migration background","","","",""
"Important","1998","16-34 y.","indirect migration background","","","",""
"Important","1998","35-65 y.","no migration background","","","",""
"Important","1998","35-65 y.","direct migration background","","","",""
"Important","1998","35-65 y.","indirect migration background","","","",""
"Important","1998","66 and older","no migration background","","","",""
"Important","1998","66 and older","direct migration background","","","",""
"Important","1998","66 and older","indirect migration background","","","",""
"Less important","1998","16-34 y.","no migration background","","","",""
"Less important","1998","16-34 y.","direct migration background","","","",""
"Less important","1998","16-34 y.","indirect migration background","","","",""
"Less important","1998","35-65 y.","no migration background","","","",""
"Less important","1998","35-65 y.","direct migration background","","","",""
"Less important","1998","35-65 y.","indirect migration background","","","",""
"Less important","1998","66 and older","no migration background","","","",""
"Less important","1998","66 and older","direct migration background","","","",""
"Less important","1998","66 and older","indirect migration background","","","",""
"Quite unimportant","1998","16-34 y.","no migration background","","","",""
"Quite unimportant","1998","16-34 y.","direct migration background","","","",""
"Quite unimportant","1998","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1998","35-65 y.","no migration background","","","",""
"Quite unimportant","1998","35-65 y.","direct migration background","","","",""
"Quite unimportant","1998","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1998","66 and older","no migration background","","","",""
"Quite unimportant","1998","66 and older","direct migration background","","","",""
"Quite unimportant","1998","66 and older","indirect migration background","","","",""
"Very important","1999","16-34 y.","no migration background","","","",""
"Very important","1999","16-34 y.","direct migration background","","","",""
"Very important","1999","16-34 y.","indirect migration background","","","",""
"Very important","1999","35-65 y.","no migration background","","","",""
"Very important","1999","35-65 y.","direct migration background","","","",""
"Very important","1999","35-65 y.","indirect migration background","","","",""
"Very important","1999","66 and older","no migration background","","","",""
"Very important","1999","66 and older","direct migration background","","","",""
"Very important","1999","66 and older","indirect migration background","","","",""
"Important","1999","16-34 y.","no migration background","","","",""
"Important","1999","16-34 y.","direct migration background","","","",""
"Important","1999","16-34 y.","indirect migration background","","","",""
"Important","1999","35-65 y.","no migration background","","","",""
"Important","1999","35-65 y.","direct migration background","","","",""
"Important","1999","35-65 y.","indirect migration background","","","",""
"Important","1999","66 and older","no migration background","","","",""
"Important","1999","66 and older","direct migration background","","","",""
"Important","1999","66 and older","indirect migration background","","","",""
"Less important","1999","16-34 y.","no migration background","","","",""
"Less important","1999","16-34 y.","direct migration background","","","",""
"Less important","1999","16-34 y.","indirect migration background","","","",""
"Less important","1999","35-65 y.","no migration background","","","",""
"Less important","1999","35-65 y.","direct migration background","","","",""
"Less important","1999","35-65 y.","indirect migration background","","","",""
"Less important","1999","66 and older","no migration background","","","",""
"Less important","1999","66 and older","direct migration background","","","",""
"Less important","1999","66 and older","indirect migration background","","","",""
"Quite unimportant","1999","16-34 y.","no migration background","","","",""
"Quite unimportant","1999","16-34 y.","direct migration background","","","",""
"Quite unimportant","1999","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1999","35-65 y.","no migration background","","","",""
"Quite unimportant","1999","35-65 y.","direct migration background","","","",""
"Quite unimportant","1999","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1999","66 and older","no migration background","","","",""
"Quite unimportant","1999","66 and older","direct migration background","","","",""
"Quite unimportant","1999","66 and older","indirect migration background","","","",""
"Very important","2000","16-34 y.","no migration background","","","",""
"Very important","2000","16-34 y.","direct migration background","","","",""
"Very important","2000","16-34 y.","indirect migration background","","","",""
"Very important","2000","35-65 y.","no migration background","","","",""
"Very important","2000","35-65 y.","direct migration background","","","",""
"Very important","2000","35-65 y.","indirect migration background","","","",""
"Very important","2000","66 and older","no migration background","","","",""
"Very important","2000","66 and older","direct migration background","","","",""
"Very important","2000","66 and older","indirect migration background","","","",""
"Important","2000","16-34 y.","no migration background","","","",""
"Important","2000","16-34 y.","direct migration background","","","",""
"Important","2000","16-34 y.","indirect migration background","","","",""
"Important","2000","35-65 y.","no migration background","","","",""
"Important","2000","35-65 y.","direct migration background","","","",""
"Important","2000","35-65 y.","indirect migration background","","","",""
"Important","2000","66 and older","no migration background","","","",""
"Important","2000","66 and older","direct migration background","","","",""
"Important","2000","66 and older","indirect migration background","","","",""
"Less important","2000","16-34 y.","no migration background","","","",""
"Less important","2000","16-34 y.","direct migration background","","","",""
"Less important","2000","16-34 y.","indirect migration background","","","",""
"Less important","2000","35-65 y.","no migration background","","","",""
"Less important","2000","35-65 y.","direct migration background","","","",""
"Less important","2000","35-65 y.","indirect migration background","","","",""
"Less important","2000","66 and older","no migration background","","","",""
"Less important","2000","66 and older","direct migration background","","","",""
"Less important","2000","66 and older","indirect migration background","","","",""
"Quite unimportant","2000","16-34 y.","no migration background","","","",""
"Quite unimportant","2000","16-34 y.","direct migration background","","","",""
"Quite unimportant","2000","16-34 y.","indirect migration background","","","",""
"Quite unimportant","2000","35-65 y.","no migration background","","","",""
"Quite unimportant","2000","35-65 y.","direct migration background","","","",""
"Quite unimportant","2000","35-65 y.","indirect migration background","","","",""
"Quite unimportant","2000","66 and older","no migration background","","","",""
"Quite unimportant","2000","66 and older","direct migration background","","","",""
"Quite unimportant","2000","66 and older","indirect migration background","","","",""
"Very important","2001","16-34 y.","no migration background","","","",""
"Very important","2001","16-34 y.","direct migration background","","","",""
"Very important","2001","16-34 y.","indirect migration background","","","",""
"Very important","2001","35-65 y.","no migration background","","","",""
"Very important","2001","35-65 y.","direct migration background","","","",""
"Very important","2001","35-65 y.","indirect migration background","","","",""
"Very important","2001","66 and older","no migration background","","","",""
"Very important","2001","66 and older","direct migration background","","","",""
"Very important","2001","66 and older","indirect migration background","","","",""
"Important","2001","16-34 y.","no migration background","","","",""
"Important","2001","16-34 y.","direct migration background","","","",""
"Important","2001","16-34 y.","indirect migration background","","","",""
"Important","2001","35-65 y.","no migration background","","","",""
"Important","2001","35-65 y.","direct migration background","","","",""
"Important","2001","35-65 y.","indirect migration background","","","",""
"Important","2001","66 and older","no migration background","","","",""
"Important","2001","66 and older","direct migration background","","","",""
"Important","2001","66 and older","indirect migration background","","","",""
"Less important","2001","16-34 y.","no migration background","","","",""
"Less important","2001","16-34 y.","direct migration background","","","",""
"Less important","2001","16-34 y.","indirect migration background","","","",""
"Less important","2001","35-65 y.","no migration background","","","",""
"Less important","2001","35-65 y.","direct migration background","","","",""
"Less important","2001","35-65 y.","indirect migration background","","","",""
"Less important","2001","66 and older","no migration background","","","",""
"Less important","2001","66 and older","direct migration background","","","",""
"Less important","2001","66 and older","indirect migration background","","","",""
"Quite unimportant","2001","16-34 y.","no migration background","","","",""
"Quite unimportant","2001","16-34 y.","direct migration background","","","",""
"Quite unimportant","2001","16-34 y.","indirect migration background","","","",""
"Quite unimportant","2001","35-65 y.","no migration background","","","",""
"Quite unimportant","2001","35-65 y.","direct migration background","","","",""
"Quite unimportant","2001","35-65 y.","indirect migration background","","","",""
"Quite unimportant","2001","66 and older","no migration background","","","",""
"Quite unimportant","2001","66 and older","direct migration background","","","",""
"Quite unimportant","2001","66 and older","indirect migration background","","","",""
"Very important","2002","16-34 y.","no migration background","","","",""
"Very important","2002","16-34 y.","direct migration background","","","",""
"Very important","2002","16-34 y.","indirect migration background","","","",""
"Very important","2002","35-65 y.","no migration background","","","",""
"Very important","2002","35-65 y.","direct migration background","","","",""
"Very important","2002","35-65 y.","indirect migration background","","","",""
"Very important","2002","66 and older","no migration background","","","",""
"Very important","2002","66 and older","direct migration background","","","",""
"Very important","2002","66 and older","indirect migration background","","","",""
"Important","2002","16-34 y.","no migration background","","","",""
"Important","2002","16-34 y.","direct migration background","","","",""
"Important","2002","16-34 y.","indirect migration background","","","",""
"Important","2002","35-65 y.","no migration background","","","",""
"Important","2002","35-65 y.","direct migration background","","","",""
"Important","2002","35-65 y.","indirect migration background","","","",""
"Important","2002","66 and older","no migration background","","","",""
"Important","2002","66 and older","direct migration background","","","",""
"Important","2002","66 and older","indirect migration background","","","",""
"Less important","2002","16-34 y.","no migration background","","","",""
"Less important","2002","16-34 y.","direct migration background","","","",""
"Less important","2002","16-34 y.","indirect migration background","","","",""
"Less important","2002","35-65 y.","no migration background","","","",""
"Less important","2002","35-65 y.","direct migration background","","","",""
"Less important","2002","35-65 y.","indirect migration background","","","",""
"Less important","2002","66 and older","no migration background","","","",""
"Less important","2002","66 and older","direct migration background","","","",""
"Less important","2002","66 and older","indirect migration background","","","",""
"Quite unimportant","2002","16-34 y.","no migration background","","","",""
"Quite unimportant","2002","16-34 y.","direct migration background","","","",""
"Quite unimportant","2002","16-34 y.","indirect migration background","","","",""
"Quite unimportant","2002","35-65 y.","no migration background","","","",""
"Quite unimportant","2002","35-65 y.","direct migration background","","","",""
"Quite unimportant","2002","35-65 y.","indirect migration background","","","",""
"Quite unimportant","2002","66 and older","no migration background","","","",""
"Quite unimportant","2002","66 and older","direct migration background","","","",""
"Quite unimportant","2002","66 and older","indirect migration background","","","",""
"Very important","2003","16-34 y.","no migration background","","","",""
"Very important","2003","16-34 y.","direct migration background","","","",""
"Very important","2003","16-34 y.","indirect migration background","","","",""
"Very important","2003","35-65 y.","no migration background","","","",""
"Very important","2003","35-65 y.","direct migration background","","","",""
"Very important","2003","35-65 y.","indirect migration background","","","",""
"Very important","2003","66 and older","no migration background","","","",""
"Very important","2003","66 and older","direct migration background","","","",""
"Very important","2003","66 and older","indirect migration background","","","",""
"Important","2003","16-34 y.","no migration background","","","",""
"Important","2003","16-34 y.","direct migration background","","","",""
"Important","2003","16-34 y.","indirect migration background","","","",""
"Important","2003","35-65 y.","no migration background","","","",""
