"plh0204_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"3","2004","lower secondary degree","no migration background","843","0.119662630648052","0.111858861021261","0.127466400274843"
"3","2004","lower secondary degree","direct migration background","97","0.128980268817705","0.103311615968146","0.154648921667263"
"3","2004","lower secondary degree","indirect migration background","28","","",""
"3","2004","secondary school degree","no migration background","748","0.128487355575819","0.119892437575436","0.137082273576202"
"3","2004","secondary school degree","direct migration background","30","0.103722220505161","0.0660025015786078","0.141441939431713"
"3","2004","secondary school degree","indirect migration background","26","","",""
"3","2004","college entrance qualification","no migration background","655","0.136818861535078","0.127187820866282","0.146449902203874"
"3","2004","college entrance qualification","direct migration background","30","0.0832444743641493","0.0511721720563182","0.115316776671981"
"3","2004","college entrance qualification","indirect migration background","17","","",""
"3","2004","Other degree","no migration background","18","","",""
"3","2004","Other degree","direct migration background","130","0.133933780903802","0.113392063698635","0.154475498108968"
"3","2004","Other degree","indirect migration background","3","","",""
"3","2004","no degree/no degree yet","no migration background","65","0.114003994516153","0.0880043110275276","0.140003678004779"
"3","2004","no degree/no degree yet","direct migration background","17","","",""
"3","2004","no degree/no degree yet","indirect migration background","8","","",""
"4","2004","lower secondary degree","no migration background","718","0.101168530838881","0.0939181226983638","0.108418938979399"
"4","2004","lower secondary degree","direct migration background","56","0.101519993864927","0.0783909627139256","0.124649025015929"
"4","2004","lower secondary degree","indirect migration background","17","","",""
"4","2004","secondary school degree","no migration background","646","0.104718354339042","0.0968539480687175","0.112582760609366"
"4","2004","secondary school degree","direct migration background","27","","",""
"4","2004","secondary school degree","indirect migration background","23","","",""
"4","2004","college entrance qualification","no migration background","566","0.1131487784099","0.104271096528534","0.122026460291267"
"4","2004","college entrance qualification","direct migration background","31","0.0917927092393725","0.0582713016222401","0.125314116856505"
"4","2004","college entrance qualification","indirect migration background","15","","",""
"4","2004","Other degree","no migration background","9","","",""
"4","2004","Other degree","direct migration background","105","0.091992609508973","0.074561007856994","0.109424211160952"
"4","2004","Other degree","indirect migration background","1","","",""
"4","2004","no degree/no degree yet","no migration background","52","0.0813943426813755","0.0590249696005359","0.103763715762215"
"4","2004","no degree/no degree yet","direct migration background","15","","",""
"4","2004","no degree/no degree yet","indirect migration background","7","","",""
"5","2004","lower secondary degree","no migration background","1499","0.230911758738139","0.220779373147527","0.241044144328752"
"5","2004","lower secondary degree","direct migration background","107","0.172555589226204","0.143618065136108","0.201493113316301"
"5","2004","lower secondary degree","indirect migration background","54","0.18267723989124","0.134683186034656","0.230671293747825"
"5","2004","secondary school degree","no migration background","1393","0.236345092593182","0.225433288403961","0.247256896782404"
"5","2004","secondary school degree","direct migration background","62","0.275545627921053","0.220272567547365","0.330818688294741"
"5","2004","secondary school degree","indirect migration background","38","0.136123789750522","0.0894088609492749","0.182838718551769"
"5","2004","college entrance qualification","no migration background","1010","0.209940657888445","0.198526933193963","0.221354382582926"
"5","2004","college entrance qualification","direct migration background","57","0.242125506856685","0.192392515988295","0.291858497725075"
"5","2004","college entrance qualification","indirect migration background","36","0.206111504975639","0.148894074841224","0.263328935110054"
"5","2004","Other degree","no migration background","23","","",""
"5","2004","Other degree","direct migration background","182","0.16845315655808","0.145879647876063","0.191026665240096"
"5","2004","Other degree","indirect migration background","4","","",""
"5","2004","no degree/no degree yet","no migration background","124","0.213166840007352","0.179663099553144","0.246670580461561"
"5","2004","no degree/no degree yet","direct migration background","35","0.13050266868377","0.0873424153262496","0.173662922041291"
"5","2004","no degree/no degree yet","indirect migration background","18","","",""
"6","2004","lower secondary degree","no migration background","559","0.0787544718636806","0.0722781875483161","0.0852307561790451"
"6","2004","lower secondary degree","direct migration background","53","0.0848983199649723","0.0635525578370138","0.106244082092931"
"6","2004","lower secondary degree","indirect migration background","29","","",""
"6","2004","secondary school degree","no migration background","690","0.119770586031794","0.111430938004847","0.128110234058742"
"6","2004","secondary school degree","direct migration background","27","","",""
"6","2004","secondary school degree","indirect migration background","20","","",""
"6","2004","college entrance qualification","no migration background","670","0.133855452757855","0.124312945891385","0.143397959624325"
"6","2004","college entrance qualification","direct migration background","30","0.124460940009668","0.0861361342606516","0.162785745758685"
"6","2004","college entrance qualification","indirect migration background","36","0.190405037531488","0.134869549534718","0.245940525528257"
"6","2004","Other degree","no migration background","6","","",""
"6","2004","Other degree","direct migration background","87","0.0829003917933491","0.0662699924724557","0.0995307911142425"
"6","2004","Other degree","indirect migration background","1","","",""
"6","2004","no degree/no degree yet","no migration background","82","0.123528777963965","0.0966106379413473","0.150446917986582"
"6","2004","no degree/no degree yet","direct migration background","17","","",""
"6","2004","no degree/no degree yet","indirect migration background","11","","",""
"7","2004","lower secondary degree","no migration background","484","0.0699736862363271","0.0638400842165645","0.0761072882560898"
"7","2004","lower secondary degree","direct migration background","61","0.0917311488582098","0.069626019149939","0.113836278566481"
"7","2004","lower secondary degree","indirect migration background","21","","",""
"7","2004","secondary school degree","no migration background","740","0.122561458535841","0.114138590243781","0.1309843268279"
"7","2004","secondary school degree","direct migration background","27","","",""
"7","2004","secondary school degree","indirect migration background","26","","",""
"7","2004","college entrance qualification","no migration background","792","0.15757001929249","0.147359379375915","0.167780659209065"
"7","2004","college entrance qualification","direct migration background","40","0.111839804814689","0.0752492062464727","0.148430403382905"
"7","2004","college entrance qualification","indirect migration background","34","0.173435018781053","0.11987948239122","0.226990555170886"
"7","2004","Other degree","no migration background","8","","",""
"7","2004","Other degree","direct migration background","47","0.041907181050911","0.0298216942431631","0.0539926678586589"
"7","2004","Other degree","indirect migration background","2","","",""
"7","2004","no degree/no degree yet","no migration background","87","0.154945291330562","0.125343107637238","0.184547475023886"
"7","2004","no degree/no degree yet","direct migration background","14","","",""
"7","2004","no degree/no degree yet","indirect migration background","16","","",""
"8","2004","lower secondary degree","no migration background","342","0.0515639858823148","0.0462468487995129","0.0568811229651167"
"8","2004","lower secondary degree","direct migration background","40","0.058022530320845","0.0401186968041641","0.075926363837526"
"8","2004","lower secondary degree","indirect migration background","22","","",""
"8","2004","secondary school degree","no migration background","452","0.0738626190007542","0.0671448548236231","0.0805803831778852"
"8","2004","secondary school degree","direct migration background","15","","",""
"8","2004","secondary school degree","indirect migration background","18","","",""
"8","2004","college entrance qualification","no migration background","427","0.0822189248758088","0.0745204498463088","0.0899173999053087"
"8","2004","college entrance qualification","direct migration background","25","","",""
"8","2004","college entrance qualification","indirect migration background","20","","",""
"8","2004","Other degree","no migration background","8","","",""
"8","2004","Other degree","direct migration background","44","0.0478640376399551","0.0349883544550668","0.0607397208248434"
"8","2004","Other degree","indirect migration background","1","","",""
"8","2004","no degree/no degree yet","no migration background","63","0.0997665793280835","0.0752498658423756","0.124283292813791"
"8","2004","no degree/no degree yet","direct migration background","10","","",""
"8","2004","no degree/no degree yet","indirect migration background","10","","",""
"9","2004","lower secondary degree","no migration background","82","0.00990779233863817","0.00752642239796423","0.0122891622793121"
"9","2004","lower secondary degree","direct migration background","9","","",""
"9","2004","lower secondary degree","indirect migration background","6","","",""
"9","2004","secondary school degree","no migration background","97","0.015579174718708","0.0123983677353186","0.0187599817020975"
"9","2004","secondary school degree","direct migration background","5","","",""
"9","2004","secondary school degree","indirect migration background","5","","",""
"9","2004","college entrance qualification","no migration background","98","0.0197531473700823","0.0158534119792006","0.023652882760964"
"9","2004","college entrance qualification","direct migration background","9","","",""
"9","2004","college entrance qualification","indirect migration background","9","","",""
"9","2004","Other degree","no migration background","2","","",""
"9","2004","Other degree","direct migration background","12","","",""
"9","2004","Other degree","indirect migration background","","","",""
"9","2004","no degree/no degree yet","no migration background","30","0.0435303705137451","0.0268377731149212","0.0602229679125689"
"9","2004","no degree/no degree yet","direct migration background","4","","",""
"9","2004","no degree/no degree yet","indirect migration background","2","","",""
"10 Very willing to take risks","2004","lower secondary degree","no migration background","57","0.00837598598471657","0.00618473518750303","0.0105672367819301"
"10 Very willing to take risks","2004","lower secondary degree","direct migration background","7","","",""
"10 Very willing to take risks","2004","lower secondary degree","indirect migration background","9","","",""
"10 Very willing to take risks","2004","secondary school degree","no migration background","44","0.00787923129255839","0.00560832668672255","0.0101501358983942"
"10 Very willing to take risks","2004","secondary school degree","direct migration background","1","","",""
"10 Very willing to take risks","2004","secondary school degree","indirect migration background","3","","",""
"10 Very willing to take risks","2004","college entrance qualification","no migration background","42","0.0115107944281987","0.00852136796891861","0.0145002208874788"
"10 Very willing to take risks","2004","college entrance qualification","direct migration background","1","","",""
"10 Very willing to take risks","2004","college entrance qualification","indirect migration background","1","","",""
"10 Very willing to take risks","2004","Other degree","no migration background","4","","",""
"10 Very willing to take risks","2004","Other degree","direct migration background","17","","",""
"10 Very willing to take risks","2004","Other degree","indirect migration background","1","","",""
"10 Very willing to take risks","2004","no degree/no degree yet","no migration background","9","","",""
"10 Very willing to take risks","2004","no degree/no degree yet","direct migration background","3","","",""
"10 Very willing to take risks","2004","no degree/no degree yet","indirect migration background","3","","",""
"0 Not at all Willing to take risks","2005","lower secondary degree","no migration background","","","",""
"0 Not at all Willing to take risks","2005","lower secondary degree","direct migration background","","","",""
"0 Not at all Willing to take risks","2005","lower secondary degree","indirect migration background","","","",""
"0 Not at all Willing to take risks","2005","secondary school degree","no migration background","","","",""
"0 Not at all Willing to take risks","2005","secondary school degree","direct migration background","","","",""
"0 Not at all Willing to take risks","2005","secondary school degree","indirect migration background","","","",""
"0 Not at all Willing to take risks","2005","college entrance qualification","no migration background","","","",""
"0 Not at all Willing to take risks","2005","college entrance qualification","direct migration background","","","",""
"0 Not at all Willing to take risks","2005","college entrance qualification","indirect migration background","","","",""
"0 Not at all Willing to take risks","2005","Other degree","no migration background","","","",""
"0 Not at all Willing to take risks","2005","Other degree","direct migration background","","","",""
"0 Not at all Willing to take risks","2005","Other degree","indirect migration background","","","",""
"0 Not at all Willing to take risks","2005","no degree/no degree yet","no migration background","","","",""
"0 Not at all Willing to take risks","2005","no degree/no degree yet","direct migration background","","","",""
"0 Not at all Willing to take risks","2005","no degree/no degree yet","indirect migration background","","","",""
"1","2005","lower secondary degree","no migration background","","","",""
"1","2005","lower secondary degree","direct migration background","","","",""
"1","2005","lower secondary degree","indirect migration background","","","",""
"1","2005","secondary school degree","no migration background","","","",""
"1","2005","secondary school degree","direct migration background","","","",""
"1","2005","secondary school degree","indirect migration background","","","",""
"1","2005","college entrance qualification","no migration background","","","",""
"1","2005","college entrance qualification","direct migration background","","","",""
"1","2005","college entrance qualification","indirect migration background","","","",""
"1","2005","Other degree","no migration background","","","",""
"1","2005","Other degree","direct migration background","","","",""
"1","2005","Other degree","indirect migration background","","","",""
"1","2005","no degree/no degree yet","no migration background","","","",""
"1","2005","no degree/no degree yet","direct migration background","","","",""
"1","2005","no degree/no degree yet","indirect migration background","","","",""
"2","2005","lower secondary degree","no migration background","","","",""
"2","2005","lower secondary degree","direct migration background","","","",""
"2","2005","lower secondary degree","indirect migration background","","","",""
"2","2005","secondary school degree","no migration background","","","",""
"2","2005","secondary school degree","direct migration background","","","",""
"2","2005","secondary school degree","indirect migration background","","","",""
"2","2005","college entrance qualification","no migration background","","","",""
"2","2005","college entrance qualification","direct migration background","","","",""
"2","2005","college entrance qualification","indirect migration background","","","",""
"2","2005","Other degree","no migration background","","","",""
"2","2005","Other degree","direct migration background","","","",""
"2","2005","Other degree","indirect migration background","","","",""
"2","2005","no degree/no degree yet","no migration background","","","",""
"2","2005","no degree/no degree yet","direct migration background","","","",""
"2","2005","no degree/no degree yet","indirect migration background","","","",""
"3","2005","lower secondary degree","no migration background","","","",""
"3","2005","lower secondary degree","direct migration background","","","",""
"3","2005","lower secondary degree","indirect migration background","","","",""
"3","2005","secondary school degree","no migration background","","","",""
"3","2005","secondary school degree","direct migration background","","","",""
"3","2005","secondary school degree","indirect migration background","","","",""
"3","2005","college entrance qualification","no migration background","","","",""
"3","2005","college entrance qualification","direct migration background","","","",""
"3","2005","college entrance qualification","indirect migration background","","","",""
"3","2005","Other degree","no migration background","","","",""
"3","2005","Other degree","direct migration background","","","",""
"3","2005","Other degree","indirect migration background","","","",""
"3","2005","no degree/no degree yet","no migration background","","","",""
"3","2005","no degree/no degree yet","direct migration background","","","",""
"3","2005","no degree/no degree yet","indirect migration background","","","",""
"4","2005","lower secondary degree","no migration background","","","",""
"4","2005","lower secondary degree","direct migration background","","","",""
"4","2005","lower secondary degree","indirect migration background","","","",""
"4","2005","secondary school degree","no migration background","","","",""
"4","2005","secondary school degree","direct migration background","","","",""
"4","2005","secondary school degree","indirect migration background","","","",""
"4","2005","college entrance qualification","no migration background","","","",""
"4","2005","college entrance qualification","direct migration background","","","",""
"4","2005","college entrance qualification","indirect migration background","","","",""
"4","2005","Other degree","no migration background","","","",""
"4","2005","Other degree","direct migration background","","","",""
"4","2005","Other degree","indirect migration background","","","",""
"4","2005","no degree/no degree yet","no migration background","","","",""
"4","2005","no degree/no degree yet","direct migration background","","","",""
"4","2005","no degree/no degree yet","indirect migration background","","","",""
"5","2005","lower secondary degree","no migration background","","","",""
"5","2005","lower secondary degree","direct migration background","","","",""
"5","2005","lower secondary degree","indirect migration background","","","",""
"5","2005","secondary school degree","no migration background","","","",""
"5","2005","secondary school degree","direct migration background","","","",""
"5","2005","secondary school degree","indirect migration background","","","",""
"5","2005","college entrance qualification","no migration background","","","",""
"5","2005","college entrance qualification","direct migration background","","","",""
"5","2005","college entrance qualification","indirect migration background","","","",""
"5","2005","Other degree","no migration background","","","",""
"5","2005","Other degree","direct migration background","","","",""
"5","2005","Other degree","indirect migration background","","","",""
"5","2005","no degree/no degree yet","no migration background","","","",""
"5","2005","no degree/no degree yet","direct migration background","","","",""
"5","2005","no degree/no degree yet","indirect migration background","","","",""
"6","2005","lower secondary degree","no migration background","","","",""
"6","2005","lower secondary degree","direct migration background","","","",""
"6","2005","lower secondary degree","indirect migration background","","","",""
"6","2005","secondary school degree","no migration background","","","",""
"6","2005","secondary school degree","direct migration background","","","",""
"6","2005","secondary school degree","indirect migration background","","","",""
"6","2005","college entrance qualification","no migration background","","","",""
"6","2005","college entrance qualification","direct migration background","","","",""
"6","2005","college entrance qualification","indirect migration background","","","",""
"6","2005","Other degree","no migration background","","","",""
"6","2005","Other degree","direct migration background","","","",""
"6","2005","Other degree","indirect migration background","","","",""
"6","2005","no degree/no degree yet","no migration background","","","",""
"6","2005","no degree/no degree yet","direct migration background","","","",""
"6","2005","no degree/no degree yet","indirect migration background","","","",""
"7","2005","lower secondary degree","no migration background","","","",""
"7","2005","lower secondary degree","direct migration background","","","",""
"7","2005","lower secondary degree","indirect migration background","","","",""
"7","2005","secondary school degree","no migration background","","","",""
"7","2005","secondary school degree","direct migration background","","","",""
"7","2005","secondary school degree","indirect migration background","","","",""
"7","2005","college entrance qualification","no migration background","","","",""
"7","2005","college entrance qualification","direct migration background","","","",""
"7","2005","college entrance qualification","indirect migration background","","","",""
"7","2005","Other degree","no migration background","","","",""
"7","2005","Other degree","direct migration background","","","",""
"7","2005","Other degree","indirect migration background","","","",""
"7","2005","no degree/no degree yet","no migration background","","","",""
"7","2005","no degree/no degree yet","direct migration background","","","",""
"7","2005","no degree/no degree yet","indirect migration background","","","",""
"8","2005","lower secondary degree","no migration background","","","",""
"8","2005","lower secondary degree","direct migration background","","","",""
"8","2005","lower secondary degree","indirect migration background","","","",""
"8","2005","secondary school degree","no migration background","","","",""
"8","2005","secondary school degree","direct migration background","","","",""
"8","2005","secondary school degree","indirect migration background","","","",""
"8","2005","college entrance qualification","no migration background","","","",""
"8","2005","college entrance qualification","direct migration background","","","",""
"8","2005","college entrance qualification","indirect migration background","","","",""
"8","2005","Other degree","no migration background","","","",""
"8","2005","Other degree","direct migration background","","","",""
"8","2005","Other degree","indirect migration background","","","",""
"8","2005","no degree/no degree yet","no migration background","","","",""
"8","2005","no degree/no degree yet","direct migration background","","","",""
"8","2005","no degree/no degree yet","indirect migration background","","","",""
"9","2005","lower secondary degree","no migration background","","","",""
"9","2005","lower secondary degree","direct migration background","","","",""
"9","2005","lower secondary degree","indirect migration background","","","",""
"9","2005","secondary school degree","no migration background","","","",""
"9","2005","secondary school degree","direct migration background","","","",""
"9","2005","secondary school degree","indirect migration background","","","",""
"9","2005","college entrance qualification","no migration background","","","",""
"9","2005","college entrance qualification","direct migration background","","","",""
"9","2005","college entrance qualification","indirect migration background","","","",""
"9","2005","Other degree","no migration background","","","",""
"9","2005","Other degree","direct migration background","","","",""
"9","2005","Other degree","indirect migration background","","","",""
"9","2005","no degree/no degree yet","no migration background","","","",""
"9","2005","no degree/no degree yet","direct migration background","","","",""
"9","2005","no degree/no degree yet","indirect migration background","","","",""
"10 Very willing to take risks","2005","lower secondary degree","no migration background","","","",""
"10 Very willing to take risks","2005","lower secondary degree","direct migration background","","","",""
"10 Very willing to take risks","2005","lower secondary degree","indirect migration background","","","",""
"10 Very willing to take risks","2005","secondary school degree","no migration background","","","",""
"10 Very willing to take risks","2005","secondary school degree","direct migration background","","","",""
"10 Very willing to take risks","2005","secondary school degree","indirect migration background","","","",""
"10 Very willing to take risks","2005","college entrance qualification","no migration background","","","",""
"10 Very willing to take risks","2005","college entrance qualification","direct migration background","","","",""
"10 Very willing to take risks","2005","college entrance qualification","indirect migration background","","","",""
"10 Very willing to take risks","2005","Other degree","no migration background","","","",""
"10 Very willing to take risks","2005","Other degree","direct migration background","","","",""
"10 Very willing to take risks","2005","Other degree","indirect migration background","","","",""
"10 Very willing to take risks","2005","no degree/no degree yet","no migration background","","","",""
"10 Very willing to take risks","2005","no degree/no degree yet","direct migration background","","","",""
"10 Very willing to take risks","2005","no degree/no degree yet","indirect migration background","","","",""
"0 Not at all Willing to take risks","2006","lower secondary degree","no migration background","516","0.0877042951590058","0.0809647862894664","0.0944438040285451"
"0 Not at all Willing to take risks","2006","lower secondary degree","direct migration background","40","0.0716224936089042","0.0504536230884383","0.0927913641293702"
"0 Not at all Willing to take risks","2006","lower secondary degree","indirect migration background","11","","",""
"0 Not at all Willing to take risks","2006","secondary school degree","no migration background","186","0.0344354276959037","0.029824241308679","0.0390466140831285"
"0 Not at all Willing to take risks","2006","secondary school degree","direct migration background","15","","",""
"0 Not at all Willing to take risks","2006","secondary school degree","indirect migration background","7","","",""
"0 Not at all Willing to take risks","2006","college entrance qualification","no migration background","92","0.0209826581959938","0.0170540778458179","0.0249112385461697"
"0 Not at all Willing to take risks","2006","college entrance qualification","direct migration background","18","","",""
"0 Not at all Willing to take risks","2006","college entrance qualification","indirect migration background","1","","",""
"0 Not at all Willing to take risks","2006","Other degree","no migration background","16","","",""
"0 Not at all Willing to take risks","2006","Other degree","direct migration background","115","0.112824021980953","0.0934839890417738","0.132164054920133"
"0 Not at all Willing to take risks","2006","Other degree","indirect migration background","2","","",""
"0 Not at all Willing to take risks","2006","no degree/no degree yet","no migration background","13","","",""
"0 Not at all Willing to take risks","2006","no degree/no degree yet","direct migration background","28","","",""
"0 Not at all Willing to take risks","2006","no degree/no degree yet","indirect migration background","2","","",""
"1","2006","lower secondary degree","no migration background","387","0.0596378897341535","0.053995556945271","0.065280222523036"
"1","2006","lower secondary degree","direct migration background","41","0.0662000922212522","0.0457889704466641","0.0866112139958402"
"1","2006","lower secondary degree","indirect migration background","8","","",""
"1","2006","secondary school degree","no migration background","194","0.0345973986868","0.0299757680815392","0.0392190292920608"
"1","2006","secondary school degree","direct migration background","10","","",""
"1","2006","secondary school degree","indirect migration background","3","","",""
"1","2006","college entrance qualification","no migration background","98","0.0211464958675565","0.0172029377050509","0.0250900540300621"
"1","2006","college entrance qualification","direct migration background","12","","",""
"1","2006","college entrance qualification","indirect migration background","5","","",""
"1","2006","Other degree","no migration background","7","","",""
"1","2006","Other degree","direct migration background","57","0.0462472551410323","0.0334088104356774","0.0590856998463873"
"1","2006","Other degree","indirect migration background","","","",""
"1","2006","no degree/no degree yet","no migration background","5","","",""
"1","2006","no degree/no degree yet","direct migration background","15","","",""
"1","2006","no degree/no degree yet","indirect migration background","","","",""
"2","2006","lower secondary degree","no migration background","695","0.102625026570417","0.0953946049801792","0.109855448160654"
"2","2006","lower secondary degree","direct migration background","65","0.114116438675238","0.0880144804942975","0.140218396856178"
"2","2006","lower secondary degree","indirect migration background","24","","",""
"2","2006","secondary school degree","no migration background","475","0.0804794816669818","0.0736002082212632","0.0873587551127004"
"2","2006","secondary school degree","direct migration background","25","","",""
"2","2006","secondary school degree","indirect migration background","13","","",""
"2","2006","college entrance qualification","no migration background","396","0.0759541473153326","0.0686925409684017","0.0832157536622635"
"2","2006","college entrance qualification","direct migration background","13","","",""
"2","2006","college entrance qualification","indirect migration background","18","","",""
"2","2006","Other degree","no migration background","14","","",""
"2","2006","Other degree","direct migration background","106","0.0996887581989805","0.0813752746246394","0.118002241773322"
"2","2006","Other degree","indirect migration background","1","","",""
"2","2006","no degree/no degree yet","no migration background","27","","",""
"2","2006","no degree/no degree yet","direct migration background","27","","",""
"2","2006","no degree/no degree yet","indirect migration background","1","","",""
"3","2006","lower secondary degree","no migration background","887","0.128503276767904","0.1205299422872","0.136476611248609"
"3","2006","lower secondary degree","direct migration background","84","0.147297679882082","0.118203418337877","0.176391941426286"
"3","2006","lower secondary degree","indirect migration background","20","","",""
"3","2006","secondary school degree","no migration background","698","0.110848657191149","0.102909537716284","0.118787776666013"
"3","2006","secondary school degree","direct migration background","17","","",""
"3","2006","secondary school degree","indirect migration background","25","","",""
"3","2006","college entrance qualification","no migration background","633","0.121617102053309","0.112658310007603","0.130575894099014"
"3","2006","college entrance qualification","direct migration background","21","","",""
"3","2006","college entrance qualification","indirect migration background","22","","",""
"3","2006","Other degree","no migration background","16","","",""
"3","2006","Other degree","direct migration background","124","0.113536805648173","0.0941435722796852","0.132930039016661"
"3","2006","Other degree","indirect migration background","1","","",""
"3","2006","no degree/no degree yet","no migration background","39","0.108625884801639","0.078131858677192","0.139119910926087"
"3","2006","no degree/no degree yet","direct migration background","20","","",""
"3","2006","no degree/no degree yet","indirect migration background","3","","",""
"4","2006","lower secondary degree","no migration background","702","0.0969948285265478","0.0899435249699267","0.104046132083169"
"4","2006","lower secondary degree","direct migration background","63","0.127647678105281","0.100253196687333","0.155042159523228"
"4","2006","lower secondary degree","indirect migration background","13","","",""
"4","2006","secondary school degree","no migration background","596","0.105524493973202","0.0977552252973846","0.11329376264902"
"4","2006","secondary school degree","direct migration background","24","","",""
"4","2006","secondary school degree","indirect migration background","16","","",""
"4","2006","college entrance qualification","no migration background","575","0.114277255275906","0.105556803320892","0.122997707230921"
"4","2006","college entrance qualification","direct migration background","34","0.151500632816662","0.109430006821602","0.193571258811722"
"4","2006","college entrance qualification","indirect migration background","19","","",""
"4","2006","Other degree","no migration background","13","","",""
"4","2006","Other degree","direct migration background","110","0.117100817592502","0.0974451836852055","0.136756451499799"
"4","2006","Other degree","indirect migration background","2","","",""
"4","2006","no degree/no degree yet","no migration background","33","0.0551530080207614","0.0327821088914673","0.0775239071500555"
"4","2006","no degree/no degree yet","direct migration background","15","","",""
"4","2006","no degree/no degree yet","indirect migration background","5","","",""
"5","2006","lower secondary degree","no migration background","1684","0.257006800445593","0.246595266254549","0.267418334636637"
"5","2006","lower secondary degree","direct migration background","96","0.180221696356218","0.148667115931897","0.21177627678054"
"5","2006","lower secondary degree","indirect migration background","60","0.239932224489858","0.186676037998699","0.293188410981017"
"5","2006","secondary school degree","no migration background","1567","0.261153321549847","0.250045108143971","0.272261534955723"
"5","2006","secondary school degree","direct migration background","54","0.244879159595304","0.190923461104505","0.298834858086103"
"5","2006","secondary school degree","indirect migration background","54","0.277451461028624","0.216603862138021","0.338299059919227"
"5","2006","college entrance qualification","no migration background","1086","0.197725112573103","0.18680812767517","0.208642097471036"
"5","2006","college entrance qualification","direct migration background","46","0.158664719515712","0.115793017638993","0.201536421392432"
"5","2006","college entrance qualification","indirect migration background","38","0.183099076055223","0.131038624515941","0.235159527594506"
"5","2006","Other degree","no migration background","33","0.190069442353962","0.125985844329739","0.254153040378185"
"5","2006","Other degree","direct migration background","211","0.207366551322099","0.182583368313118","0.23214973433108"
"5","2006","Other degree","indirect migration background","6","","",""
"5","2006","no degree/no degree yet","no migration background","67","0.17907120150596","0.141497523029904","0.216644879982016"
"5","2006","no degree/no degree yet","direct migration background","29","","",""
"5","2006","no degree/no degree yet","indirect migration background","17","","",""
