"plh0204_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"3","2004","direct migration background","vocational + Abi","32","0.127173905393904","0.0835437312054051","0.170804079582403"
"3","2004","direct migration background","higher vocational","18","","",""
"3","2004","direct migration background","higher education","35","0.110010016041275","0.0776424874520202","0.142377544630529"
"3","2004","indirect migration background","in school","7","","",""
"3","2004","indirect migration background","inadequately","1","","",""
"3","2004","indirect migration background","general elemantary","26","","",""
"3","2004","indirect migration background","middle vocational","36","0.0937123070291856","0.062077102471725","0.125347511586646"
"3","2004","indirect migration background","vocational + Abi","6","","",""
"3","2004","indirect migration background","higher vocational","2","","",""
"3","2004","indirect migration background","higher education","4","","",""
"4","2004","no migration background","in school","48","0.103663869066806","0.0767015959571501","0.130626142176462"
"4","2004","no migration background","inadequately","7","","",""
"4","2004","no migration background","general elemantary","167","0.0919290613129122","0.0784955149538027","0.105362607672022"
"4","2004","no migration background","middle vocational","1054","0.103418814910723","0.0973023372020865","0.10953529261936"
"4","2004","no migration background","vocational + Abi","97","0.106390344193535","0.0860875289068407","0.126693159480229"
"4","2004","no migration background","higher vocational","165","0.098555364093468","0.0832662850524838","0.113844443134452"
"4","2004","no migration background","higher education","456","0.119067437974437","0.108871573764721","0.129263302184153"
"4","2004","direct migration background","in school","4","","",""
"4","2004","direct migration background","inadequately","8","","",""
"4","2004","direct migration background","general elemantary","49","0.0860570697355608","0.0638742514611106","0.108239888010011"
"4","2004","direct migration background","middle vocational","89","0.103336185732997","0.0838873183603691","0.122785053105624"
"4","2004","direct migration background","vocational + Abi","22","","",""
"4","2004","direct migration background","higher vocational","11","","",""
"4","2004","direct migration background","higher education","52","0.134029855394327","0.0987884596062238","0.169271251182431"
"4","2004","indirect migration background","in school","7","","",""
"4","2004","indirect migration background","inadequately","1","","",""
"4","2004","indirect migration background","general elemantary","15","","",""
"4","2004","indirect migration background","middle vocational","25","","",""
"4","2004","indirect migration background","vocational + Abi","7","","",""
"4","2004","indirect migration background","higher vocational","4","","",""
"4","2004","indirect migration background","higher education","4","","",""
"5","2004","no migration background","in school","107","0.211249202022055","0.175143583493857","0.247354820550253"
"5","2004","no migration background","inadequately","18","","",""
"5","2004","no migration background","general elemantary","351","0.188702771471305","0.170510643069313","0.206894899873296"
"5","2004","no migration background","middle vocational","2236","0.236824079443869","0.22828458683514","0.245363572052598"
"5","2004","no migration background","vocational + Abi","193","0.226089940350706","0.198546569116682","0.25363331158473"
"5","2004","no migration background","higher vocational","337","0.250463558007748","0.228238632581379","0.272688483434117"
"5","2004","no migration background","higher education","822","0.215414111462026","0.202471749903695","0.228356473020357"
"5","2004","direct migration background","in school","18","","",""
"5","2004","direct migration background","inadequately","13","","",""
"5","2004","direct migration background","general elemantary","88","0.131481518660915","0.104752328948141","0.158210708373689"
"5","2004","direct migration background","middle vocational","188","0.209155549460404","0.183169903862746","0.235141195058062"
"5","2004","direct migration background","vocational + Abi","39","0.206710429641279","0.153680488030729","0.259740371251829"
"5","2004","direct migration background","higher vocational","25","","",""
"5","2004","direct migration background","higher education","73","0.220303076354249","0.177431045365334","0.263175107343164"
"5","2004","indirect migration background","in school","17","","",""
"5","2004","indirect migration background","inadequately","2","","",""
"5","2004","indirect migration background","general elemantary","36","0.140798723823778","0.0910804568200931","0.190516990827463"
"5","2004","indirect migration background","middle vocational","67","0.197410127486334","0.154201463002525","0.240618791970143"
"5","2004","indirect migration background","vocational + Abi","12","","",""
"5","2004","indirect migration background","higher vocational","9","","",""
"5","2004","indirect migration background","higher education","9","","",""
"6","2004","no migration background","in school","74","0.133088212158861","0.103043738881074","0.163132685436649"
"6","2004","no migration background","inadequately","6","","",""
"6","2004","no migration background","general elemantary","135","0.0603209820521102","0.0492514734106327","0.0713904906935876"
"6","2004","no migration background","middle vocational","996","0.100082801954848","0.0940545997430978","0.106111004166598"
"6","2004","no migration background","vocational + Abi","123","0.121348725294634","0.0998478019363805","0.142849648652888"
"6","2004","no migration background","higher vocational","175","0.134239041423259","0.116752251890806","0.151725830955713"
"6","2004","no migration background","higher education","499","0.128220401558726","0.117695013327682","0.13874578978977"
"6","2004","direct migration background","in school","10","","",""
"6","2004","direct migration background","inadequately","5","","",""
"6","2004","direct migration background","general elemantary","34","0.0649035259048813","0.0454173660717968","0.0843896857379658"
"6","2004","direct migration background","middle vocational","68","0.0728766026671108","0.0562686495849001","0.0894845557493216"
"6","2004","direct migration background","vocational + Abi","29","","",""
"6","2004","direct migration background","higher vocational","24","","",""
"6","2004","direct migration background","higher education","45","0.10949244723106","0.077191760804559","0.141793133657562"
"6","2004","indirect migration background","in school","10","","",""
"6","2004","indirect migration background","inadequately","1","","",""
"6","2004","indirect migration background","general elemantary","23","","",""
"6","2004","indirect migration background","middle vocational","43","0.164945956332858","0.124658725279003","0.205233187386714"
"6","2004","indirect migration background","vocational + Abi","6","","",""
"6","2004","indirect migration background","higher vocational","2","","",""
"6","2004","indirect migration background","higher education","12","","",""
"7","2004","no migration background","in school","78","0.165193716503924","0.132346621878805","0.198040811129043"
"7","2004","no migration background","inadequately","7","","",""
"7","2004","no migration background","general elemantary","136","0.0641288454433765","0.0527384416958027","0.0755192491909502"
"7","2004","no migration background","middle vocational","1010","0.100240479800475","0.0942080593707564","0.106272900230193"
"7","2004","no migration background","vocational + Abi","123","0.137149577649306","0.114498116311479","0.159801038987132"
"7","2004","no migration background","higher vocational","176","0.113803062788888","0.0975133374886596","0.130092788089116"
"7","2004","no migration background","higher education","594","0.146955571765157","0.135809160562694","0.15810198296762"
"7","2004","direct migration background","in school","10","","",""
"7","2004","direct migration background","inadequately","4","","",""
"7","2004","direct migration background","general elemantary","23","","",""
"7","2004","direct migration background","middle vocational","85","0.0834448585386649","0.0657750286019722","0.101114688475358"
"7","2004","direct migration background","vocational + Abi","18","","",""
"7","2004","direct migration background","higher vocational","13","","",""
"7","2004","direct migration background","higher education","37","0.0802281734913622","0.0521282996217444","0.10832804736098"
"7","2004","indirect migration background","in school","13","","",""
"7","2004","indirect migration background","inadequately","3","","",""
"7","2004","indirect migration background","general elemantary","19","","",""
"7","2004","indirect migration background","middle vocational","40","0.111075461636941","0.0769655337023142","0.145185389571568"
"7","2004","indirect migration background","vocational + Abi","6","","",""
"7","2004","indirect migration background","higher vocational","10","","",""
"7","2004","indirect migration background","higher education","9","","",""
"8","2004","no migration background","in school","59","0.119393921665949","0.0907132516280434","0.148074591703854"
"8","2004","no migration background","inadequately","5","","",""
"8","2004","no migration background","general elemantary","105","0.056880236941756","0.0461114075067693","0.0676490663767428"
"8","2004","no migration background","middle vocational","602","0.0603854805992275","0.0556008553084143","0.0651701058900406"
"8","2004","no migration background","vocational + Abi","61","0.0566095734046771","0.0413928234745481","0.071826323334806"
"8","2004","no migration background","higher vocational","118","0.0816925129276892","0.0676431428184508","0.0957418830369275"
"8","2004","no migration background","higher education","346","0.0817958588236136","0.0731682292837745","0.0904234883634526"
"8","2004","direct migration background","in school","7","","",""
"8","2004","direct migration background","inadequately","3","","",""
"8","2004","direct migration background","general elemantary","16","","",""
"8","2004","direct migration background","middle vocational","59","0.0635635042287748","0.0479752901782694","0.0791517182792801"
"8","2004","direct migration background","vocational + Abi","16","","",""
"8","2004","direct migration background","higher vocational","8","","",""
"8","2004","direct migration background","higher education","25","","",""
"8","2004","indirect migration background","in school","9","","",""
"8","2004","indirect migration background","inadequately","1","","",""
"8","2004","indirect migration background","general elemantary","20","","",""
"8","2004","indirect migration background","middle vocational","29","","",""
"8","2004","indirect migration background","vocational + Abi","3","","",""
"8","2004","indirect migration background","higher vocational","4","","",""
"8","2004","indirect migration background","higher education","5","","",""
"9","2004","no migration background","in school","30","0.0587004892401352","0.0379086876635566","0.0794922908167138"
"9","2004","no migration background","inadequately","1","","",""
"9","2004","no migration background","general elemantary","32","0.0172575947722869","0.0112025918267046","0.0233125977178691"
"9","2004","no migration background","middle vocational","132","0.0118534010738213","0.00967950394825712","0.0140272981993854"
"9","2004","no migration background","vocational + Abi","21","","",""
"9","2004","no migration background","higher vocational","19","","",""
"9","2004","no migration background","higher education","74","0.0147431262126696","0.0109488780255988","0.0185373743997403"
"9","2004","direct migration background","in school","1","","",""
"9","2004","direct migration background","inadequately","3","","",""
"9","2004","direct migration background","general elemantary","7","","",""
"9","2004","direct migration background","middle vocational","14","","",""
"9","2004","direct migration background","vocational + Abi","2","","",""
"9","2004","direct migration background","higher vocational","3","","",""
"9","2004","direct migration background","higher education","10","","",""
"9","2004","indirect migration background","in school","2","","",""
"9","2004","indirect migration background","inadequately","","","",""
"9","2004","indirect migration background","general elemantary","4","","",""
"9","2004","indirect migration background","middle vocational","8","","",""
"9","2004","indirect migration background","vocational + Abi","1","","",""
"9","2004","indirect migration background","higher vocational","2","","",""
"9","2004","indirect migration background","higher education","5","","",""
"10 Very willing to take risks","2004","no migration background","in school","7","","",""
"10 Very willing to take risks","2004","no migration background","inadequately","2","","",""
"10 Very willing to take risks","2004","no migration background","general elemantary","17","","",""
"10 Very willing to take risks","2004","no migration background","middle vocational","83","0.00784707894078084","0.00607472633988917","0.0096194315416725"
"10 Very willing to take risks","2004","no migration background","vocational + Abi","7","","",""
"10 Very willing to take risks","2004","no migration background","higher vocational","7","","",""
"10 Very willing to take risks","2004","no migration background","higher education","33","0.00996107980968528","0.00683474453649846","0.0130874150828721"
"10 Very willing to take risks","2004","direct migration background","in school","2","","",""
"10 Very willing to take risks","2004","direct migration background","inadequately","","","",""
"10 Very willing to take risks","2004","direct migration background","general elemantary","9","","",""
"10 Very willing to take risks","2004","direct migration background","middle vocational","17","","",""
"10 Very willing to take risks","2004","direct migration background","vocational + Abi","","","",""
"10 Very willing to take risks","2004","direct migration background","higher vocational","1","","",""
"10 Very willing to take risks","2004","direct migration background","higher education","1","","",""
"10 Very willing to take risks","2004","indirect migration background","in school","2","","",""
"10 Very willing to take risks","2004","indirect migration background","inadequately","","","",""
"10 Very willing to take risks","2004","indirect migration background","general elemantary","4","","",""
"10 Very willing to take risks","2004","indirect migration background","middle vocational","11","","",""
"10 Very willing to take risks","2004","indirect migration background","vocational + Abi","","","",""
"10 Very willing to take risks","2004","indirect migration background","higher vocational","","","",""
"10 Very willing to take risks","2004","indirect migration background","higher education","","","",""
"0 Not at all Willing to take risks","2005","no migration background","in school","","","",""
"0 Not at all Willing to take risks","2005","no migration background","inadequately","","","",""
"0 Not at all Willing to take risks","2005","no migration background","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","no migration background","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","no migration background","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","no migration background","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","no migration background","higher education","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","in school","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","inadequately","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","higher education","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","in school","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","inadequately","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","higher education","","","",""
"1","2005","no migration background","in school","","","",""
"1","2005","no migration background","inadequately","","","",""
"1","2005","no migration background","general elemantary","","","",""
"1","2005","no migration background","middle vocational","","","",""
"1","2005","no migration background","vocational + Abi","","","",""
"1","2005","no migration background","higher vocational","","","",""
"1","2005","no migration background","higher education","","","",""
"1","2005","direct migration background","in school","","","",""
"1","2005","direct migration background","inadequately","","","",""
"1","2005","direct migration background","general elemantary","","","",""
"1","2005","direct migration background","middle vocational","","","",""
"1","2005","direct migration background","vocational + Abi","","","",""
"1","2005","direct migration background","higher vocational","","","",""
"1","2005","direct migration background","higher education","","","",""
"1","2005","indirect migration background","in school","","","",""
"1","2005","indirect migration background","inadequately","","","",""
"1","2005","indirect migration background","general elemantary","","","",""
"1","2005","indirect migration background","middle vocational","","","",""
"1","2005","indirect migration background","vocational + Abi","","","",""
"1","2005","indirect migration background","higher vocational","","","",""
"1","2005","indirect migration background","higher education","","","",""
"2","2005","no migration background","in school","","","",""
"2","2005","no migration background","inadequately","","","",""
"2","2005","no migration background","general elemantary","","","",""
"2","2005","no migration background","middle vocational","","","",""
"2","2005","no migration background","vocational + Abi","","","",""
"2","2005","no migration background","higher vocational","","","",""
"2","2005","no migration background","higher education","","","",""
"2","2005","direct migration background","in school","","","",""
"2","2005","direct migration background","inadequately","","","",""
"2","2005","direct migration background","general elemantary","","","",""
"2","2005","direct migration background","middle vocational","","","",""
"2","2005","direct migration background","vocational + Abi","","","",""
"2","2005","direct migration background","higher vocational","","","",""
"2","2005","direct migration background","higher education","","","",""
"2","2005","indirect migration background","in school","","","",""
"2","2005","indirect migration background","inadequately","","","",""
"2","2005","indirect migration background","general elemantary","","","",""
"2","2005","indirect migration background","middle vocational","","","",""
"2","2005","indirect migration background","vocational + Abi","","","",""
"2","2005","indirect migration background","higher vocational","","","",""
"2","2005","indirect migration background","higher education","","","",""
"3","2005","no migration background","in school","","","",""
"3","2005","no migration background","inadequately","","","",""
"3","2005","no migration background","general elemantary","","","",""
"3","2005","no migration background","middle vocational","","","",""
"3","2005","no migration background","vocational + Abi","","","",""
"3","2005","no migration background","higher vocational","","","",""
"3","2005","no migration background","higher education","","","",""
"3","2005","direct migration background","in school","","","",""
"3","2005","direct migration background","inadequately","","","",""
"3","2005","direct migration background","general elemantary","","","",""
"3","2005","direct migration background","middle vocational","","","",""
"3","2005","direct migration background","vocational + Abi","","","",""
"3","2005","direct migration background","higher vocational","","","",""
"3","2005","direct migration background","higher education","","","",""
"3","2005","indirect migration background","in school","","","",""
"3","2005","indirect migration background","inadequately","","","",""
"3","2005","indirect migration background","general elemantary","","","",""
"3","2005","indirect migration background","middle vocational","","","",""
"3","2005","indirect migration background","vocational + Abi","","","",""
"3","2005","indirect migration background","higher vocational","","","",""
"3","2005","indirect migration background","higher education","","","",""
"4","2005","no migration background","in school","","","",""
"4","2005","no migration background","inadequately","","","",""
"4","2005","no migration background","general elemantary","","","",""
"4","2005","no migration background","middle vocational","","","",""
"4","2005","no migration background","vocational + Abi","","","",""
"4","2005","no migration background","higher vocational","","","",""
"4","2005","no migration background","higher education","","","",""
"4","2005","direct migration background","in school","","","",""
"4","2005","direct migration background","inadequately","","","",""
"4","2005","direct migration background","general elemantary","","","",""
"4","2005","direct migration background","middle vocational","","","",""
"4","2005","direct migration background","vocational + Abi","","","",""
"4","2005","direct migration background","higher vocational","","","",""
"4","2005","direct migration background","higher education","","","",""
"4","2005","indirect migration background","in school","","","",""
"4","2005","indirect migration background","inadequately","","","",""
"4","2005","indirect migration background","general elemantary","","","",""
"4","2005","indirect migration background","middle vocational","","","",""
"4","2005","indirect migration background","vocational + Abi","","","",""
"4","2005","indirect migration background","higher vocational","","","",""
"4","2005","indirect migration background","higher education","","","",""
"5","2005","no migration background","in school","","","",""
"5","2005","no migration background","inadequately","","","",""
"5","2005","no migration background","general elemantary","","","",""
"5","2005","no migration background","middle vocational","","","",""
"5","2005","no migration background","vocational + Abi","","","",""
"5","2005","no migration background","higher vocational","","","",""
"5","2005","no migration background","higher education","","","",""
"5","2005","direct migration background","in school","","","",""
"5","2005","direct migration background","inadequately","","","",""
"5","2005","direct migration background","general elemantary","","","",""
"5","2005","direct migration background","middle vocational","","","",""
"5","2005","direct migration background","vocational + Abi","","","",""
"5","2005","direct migration background","higher vocational","","","",""
"5","2005","direct migration background","higher education","","","",""
"5","2005","indirect migration background","in school","","","",""
"5","2005","indirect migration background","inadequately","","","",""
"5","2005","indirect migration background","general elemantary","","","",""
"5","2005","indirect migration background","middle vocational","","","",""
"5","2005","indirect migration background","vocational + Abi","","","",""
"5","2005","indirect migration background","higher vocational","","","",""
"5","2005","indirect migration background","higher education","","","",""
"6","2005","no migration background","in school","","","",""
"6","2005","no migration background","inadequately","","","",""
"6","2005","no migration background","general elemantary","","","",""
"6","2005","no migration background","middle vocational","","","",""
"6","2005","no migration background","vocational + Abi","","","",""
"6","2005","no migration background","higher vocational","","","",""
"6","2005","no migration background","higher education","","","",""
"6","2005","direct migration background","in school","","","",""
"6","2005","direct migration background","inadequately","","","",""
"6","2005","direct migration background","general elemantary","","","",""
"6","2005","direct migration background","middle vocational","","","",""
"6","2005","direct migration background","vocational + Abi","","","",""
"6","2005","direct migration background","higher vocational","","","",""
"6","2005","direct migration background","higher education","","","",""
"6","2005","indirect migration background","in school","","","",""
"6","2005","indirect migration background","inadequately","","","",""
"6","2005","indirect migration background","general elemantary","","","",""
"6","2005","indirect migration background","middle vocational","","","",""
"6","2005","indirect migration background","vocational + Abi","","","",""
"6","2005","indirect migration background","higher vocational","","","",""
"6","2005","indirect migration background","higher education","","","",""
"7","2005","no migration background","in school","","","",""
"7","2005","no migration background","inadequately","","","",""
"7","2005","no migration background","general elemantary","","","",""
"7","2005","no migration background","middle vocational","","","",""
"7","2005","no migration background","vocational + Abi","","","",""
"7","2005","no migration background","higher vocational","","","",""
"7","2005","no migration background","higher education","","","",""
"7","2005","direct migration background","in school","","","",""
"7","2005","direct migration background","inadequately","","","",""
"7","2005","direct migration background","general elemantary","","","",""
"7","2005","direct migration background","middle vocational","","","",""
"7","2005","direct migration background","vocational + Abi","","","",""
"7","2005","direct migration background","higher vocational","","","",""
"7","2005","direct migration background","higher education","","","",""
"7","2005","indirect migration background","in school","","","",""
"7","2005","indirect migration background","inadequately","","","",""
"7","2005","indirect migration background","general elemantary","","","",""
"7","2005","indirect migration background","middle vocational","","","",""
"7","2005","indirect migration background","vocational + Abi","","","",""
"7","2005","indirect migration background","higher vocational","","","",""
"7","2005","indirect migration background","higher education","","","",""
"8","2005","no migration background","in school","","","",""
"8","2005","no migration background","inadequately","","","",""
"8","2005","no migration background","general elemantary","","","",""
"8","2005","no migration background","middle vocational","","","",""
"8","2005","no migration background","vocational + Abi","","","",""
"8","2005","no migration background","higher vocational","","","",""
"8","2005","no migration background","higher education","","","",""
"8","2005","direct migration background","in school","","","",""
"8","2005","direct migration background","inadequately","","","",""
"8","2005","direct migration background","general elemantary","","","",""
"8","2005","direct migration background","middle vocational","","","",""
"8","2005","direct migration background","vocational + Abi","","","",""
"8","2005","direct migration background","higher vocational","","","",""
"8","2005","direct migration background","higher education","","","",""
"8","2005","indirect migration background","in school","","","",""
"8","2005","indirect migration background","inadequately","","","",""
"8","2005","indirect migration background","general elemantary","","","",""
"8","2005","indirect migration background","middle vocational","","","",""
"8","2005","indirect migration background","vocational + Abi","","","",""
"8","2005","indirect migration background","higher vocational","","","",""
"8","2005","indirect migration background","higher education","","","",""
"9","2005","no migration background","in school","","","",""
"9","2005","no migration background","inadequately","","","",""
"9","2005","no migration background","general elemantary","","","",""
"9","2005","no migration background","middle vocational","","","",""
"9","2005","no migration background","vocational + Abi","","","",""
"9","2005","no migration background","higher vocational","","","",""
"9","2005","no migration background","higher education","","","",""
"9","2005","direct migration background","in school","","","",""
"9","2005","direct migration background","inadequately","","","",""
"9","2005","direct migration background","general elemantary","","","",""
"9","2005","direct migration background","middle vocational","","","",""
"9","2005","direct migration background","vocational + Abi","","","",""
"9","2005","direct migration background","higher vocational","","","",""
"9","2005","direct migration background","higher education","","","",""
"9","2005","indirect migration background","in school","","","",""
"9","2005","indirect migration background","inadequately","","","",""
"9","2005","indirect migration background","general elemantary","","","",""
"9","2005","indirect migration background","middle vocational","","","",""
"9","2005","indirect migration background","vocational + Abi","","","",""
"9","2005","indirect migration background","higher vocational","","","",""
"9","2005","indirect migration background","higher education","","","",""
"10 Very willing to take risks","2005","no migration background","in school","","","",""
"10 Very willing to take risks","2005","no migration background","inadequately","","","",""
"10 Very willing to take risks","2005","no migration background","general elemantary","","","",""
"10 Very willing to take risks","2005","no migration background","middle vocational","","","",""
"10 Very willing to take risks","2005","no migration background","vocational + Abi","","","",""
"10 Very willing to take risks","2005","no migration background","higher vocational","","","",""
"10 Very willing to take risks","2005","no migration background","higher education","","","",""
"10 Very willing to take risks","2005","direct migration background","in school","","","",""
"10 Very willing to take risks","2005","direct migration background","inadequately","","","",""
"10 Very willing to take risks","2005","direct migration background","general elemantary","","","",""
"10 Very willing to take risks","2005","direct migration background","middle vocational","","","",""
"10 Very willing to take risks","2005","direct migration background","vocational + Abi","","","",""
"10 Very willing to take risks","2005","direct migration background","higher vocational","","","",""
"10 Very willing to take risks","2005","direct migration background","higher education","","","",""
"10 Very willing to take risks","2005","indirect migration background","in school","","","",""
"10 Very willing to take risks","2005","indirect migration background","inadequately","","","",""
"10 Very willing to take risks","2005","indirect migration background","general elemantary","","","",""
"10 Very willing to take risks","2005","indirect migration background","middle vocational","","","",""
"10 Very willing to take risks","2005","indirect migration background","vocational + Abi","","","",""
"10 Very willing to take risks","2005","indirect migration background","higher vocational","","","",""
"10 Very willing to take risks","2005","indirect migration background","higher education","","","",""
"0 Not at all Willing to take risks","2006","no migration background","in school","4","","",""
"0 Not at all Willing to take risks","2006","no migration background","inadequately","12","","",""
"0 Not at all Willing to take risks","2006","no migration background","general elemantary","195","0.132792087631524","0.116951559759704","0.148632615503344"
"0 Not at all Willing to take risks","2006","no migration background","middle vocational","472","0.0553829388530305","0.0508618499461122","0.0599040277599487"
"0 Not at all Willing to take risks","2006","no migration background","vocational + Abi","23","","",""
"0 Not at all Willing to take risks","2006","no migration background","higher vocational","44","0.0313018730422663","0.0223850803148512","0.0402186657696814"
"0 Not at all Willing to take risks","2006","no migration background","higher education","75","0.0202342261195344","0.0159400732920428","0.0245283789470259"
"0 Not at all Willing to take risks","2006","direct migration background","in school","","","",""
"0 Not at all Willing to take risks","2006","direct migration background","inadequately","26","","",""
"0 Not at all Willing to take risks","2006","direct migration background","general elemantary","63","0.11674255145945","0.0895832126541521","0.143901890264748"
"0 Not at all Willing to take risks","2006","direct migration background","middle vocational","84","0.0944434552561291","0.0752303833413464","0.113656527170912"
